,SARS (6301)
ACH-000264,-1.6545443650989151
ACH-000265,-1.4239902583454866
ACH-000266,-1.559693248531105
ACH-000272,-1.4221097036097952
ACH-000274,-1.5470686944475869
ACH-000277,-1.5472077357498544
ACH-000278,-1.3766486868468857
ACH-000279,-1.6557078359251558
ACH-000280,-1.7287605132907944
ACH-000281,-1.3375824996799903
ACH-000288,-1.4965930122207265
ACH-000291,-1.4569401949756733
ACH-000293,-1.507035589958613
ACH-000294,-1.7767830943768232
ACH-000295,-1.6416575836848202
ACH-000296,-1.3775769321058735
ACH-000302,-1.8748325939456547
ACH-000304,-1.2905314581644778
ACH-000307,-1.6117765859183133
ACH-000308,-1.6224299867043381
ACH-000310,-1.5473153675229394
ACH-000311,-1.7165477948694092
ACH-000312,-1.450765889142297
ACH-000315,-1.6191284026196984
ACH-000316,-1.6788134581023535
ACH-000317,-1.8870424481345702
ACH-000318,-1.5225367474073137
ACH-000319,-1.3990346399209843
ACH-000320,-1.6157850456624336
ACH-000322,-1.66374278741119
ACH-000323,-1.4745349989361525
ACH-000324,-1.5191877026905898
ACH-000329,-1.5630779578387746
ACH-000330,-1.663498750138863
ACH-000331,-1.368603261625124
ACH-000332,-1.5846193472369503
ACH-000334,-1.3794026517107467
ACH-000335,-1.313011839007075
ACH-000336,-1.7439163876251702
ACH-000337,-1.1724121516701809
ACH-000338,-1.795087368226988
ACH-000339,-1.422478407340366
ACH-000341,-1.5591637200243262
ACH-000348,-1.713574341494633
ACH-000350,-1.6580808336728847
ACH-000352,-1.5114216090000019
ACH-000356,-1.3899697900449517
ACH-000361,-1.4299684959938983
ACH-000362,-1.5251242577075304
ACH-000363,-1.4105633630046226
ACH-000364,-1.6618804656003214
ACH-000365,-1.51023223134608
ACH-000366,-1.4565260614776523
ACH-000368,-1.4633231154683604
ACH-000374,-1.6388597732407229
ACH-000375,-1.6421538492260537
ACH-000376,-1.4641609428523044
ACH-000381,-1.4829647065946714
ACH-000383,-1.4433838367525167
ACH-000387,-2.0206023115494727
ACH-000389,-1.3247074205938978
ACH-000390,-1.6772496739938194
ACH-000393,-1.6297981770433982
ACH-000395,-1.4578955101031867
ACH-000396,-1.3409114013999388
ACH-000397,-1.8962904913931249
ACH-000401,-1.6146239988284077
ACH-000402,-1.3915241711072923
ACH-000403,-1.7124548147193064
ACH-000404,-1.657023256298005
ACH-000406,-1.7047903521061578
ACH-000407,-1.2632025528183852
ACH-000408,-1.5349867502237926
ACH-000410,-1.3542987517618272
ACH-000411,-1.341427692381458
ACH-000414,-1.8467325900478777
ACH-000415,-1.6124571911857275
ACH-000416,-1.3033362209342323
ACH-000420,-1.5965670466059998
ACH-000421,-1.4793578681185109
ACH-000424,-1.6331886269083455
ACH-000425,-1.600518436626763
ACH-000426,-1.386881498668603
ACH-000427,-1.537680884863574
ACH-000433,-1.5794410462121689
ACH-000435,-1.4383388832793111
ACH-000436,-1.3252884996184937
ACH-000444,-1.3142692033994872
ACH-000445,-1.1756839205887435
ACH-000448,-1.4385139879350886
ACH-000450,-1.4913058883149946
ACH-000452,-1.6910197349487597
ACH-000454,-1.306492067885607
ACH-000458,-1.6054019568037288
ACH-000459,-1.5503444365749408
ACH-000460,-1.6403206327890365
ACH-000461,-1.4641434939835176
ACH-000463,-1.4820294250986763
ACH-000464,-1.524136433040458
ACH-000466,-1.8796647779662496
ACH-000467,-1.5261674776797662
ACH-000468,-1.789791430042245
ACH-000469,-1.6649223603014474
ACH-000470,-1.452704818027898
ACH-000471,-1.5205883274999212
ACH-000472,-1.72106241439426
ACH-000473,-1.7200226206217957
ACH-000475,-1.4836393052275527
ACH-000476,-1.5055028868963314
ACH-000477,-1.7652898442446825
ACH-000479,-1.249435791710246
ACH-000480,-1.4534087873647201
ACH-000481,-1.5571297676225555
ACH-000483,-1.8524837811900028
ACH-000484,-1.4755090480645108
ACH-000485,-1.531468665208101
ACH-000486,-1.3646990410995732
ACH-000487,-1.7056318235527808
ACH-000488,-1.4097958029830164
ACH-000490,-1.5333537951349574
ACH-000491,-1.8084104075601384
ACH-000495,-1.4439032563233103
ACH-000496,-1.5054306201256418
ACH-000499,-1.4908435414654295
ACH-000500,-1.8545140022561661
ACH-000502,-1.4950095915392654
ACH-000503,-1.006034815296844
ACH-000505,-1.4624077532689297
ACH-000507,-1.3774594412214085
ACH-000510,-1.5910591380196026
ACH-000511,-1.433696380621917
ACH-000512,-1.508920390966508
ACH-000516,-1.4001858470921948
ACH-000517,-1.6006982749787722
ACH-000518,-1.5110547109471115
ACH-000520,-1.4311053480827567
ACH-000521,-1.4568581425683913
ACH-000522,-1.652100821407278
ACH-000524,-1.8765729933672988
ACH-000527,-1.5931988332565408
ACH-000528,-1.6036750342870985
ACH-000537,-1.8901991461797
ACH-000541,-1.4814647334530835
ACH-000542,-1.5380056466128105
ACH-000544,-1.411191796720132
ACH-000545,-1.339653464049955
ACH-000547,-1.5914001382953198
ACH-000548,-1.5864866074611423
ACH-000549,-1.5042303526289549
ACH-000550,-1.5336059133765485
ACH-000552,-1.4620878514704412
ACH-000556,-1.6054373642817614
ACH-000557,-1.7426753277091402
ACH-000569,-1.5597164485294652
ACH-000570,-1.447826339271867
ACH-000571,-1.857873811723024
ACH-000573,-1.8043396329069672
ACH-000576,-1.3694570140958215
ACH-000579,-1.6662794154515068
ACH-000580,-1.5534776574661189
ACH-000584,-1.5978618230391732
ACH-000585,-1.649058815530126
ACH-000588,-1.3206458285074036
ACH-000589,-1.6157299462458732
ACH-000591,-1.3041924474419069
ACH-000593,-1.6365189340346944
ACH-000600,-1.496272131597684
ACH-000601,-1.506821923557536
ACH-000605,-1.5908717311163634
ACH-000606,-1.4291083099865698
ACH-000608,-1.4336447880734136
ACH-000614,-1.800689388928432
ACH-000616,-1.354128648049038
ACH-000618,-1.4649843202449269
ACH-000619,-1.5900256033700468
ACH-000620,-1.6808932989631935
ACH-000621,-1.5306193436777389
ACH-000622,-1.8706706930615704
ACH-000623,-1.5427909397206971
ACH-000624,-1.5594442361865068
ACH-000627,-1.4099418780089708
ACH-000630,-1.4670637818734586
ACH-000631,-1.5722815782916348
ACH-000632,-1.7015042182963616
ACH-000633,-1.4108998475106331
ACH-000637,-1.5840454235840296
ACH-000638,-1.6632829459964855
ACH-000646,-1.6257554696798762
ACH-000647,-1.3425250988031847
ACH-000648,-1.3499831380519371
ACH-000649,-1.5550129669753527
ACH-000651,-1.6496332026826441
ACH-000652,-1.8275311979039568
ACH-000653,-1.3987176174116138
ACH-000657,-1.6934968794424283
ACH-000658,-1.6166529202344386
ACH-000661,-1.6735860173083734
ACH-000662,-1.664275061313932
ACH-000663,-1.4653582548207909
ACH-000665,-1.4355511639108391
ACH-000671,-1.4382246121293547
ACH-000672,-1.5731857332938588
ACH-000673,-1.4939577433810949
ACH-000676,-1.220116567369259
ACH-000677,-1.4621355367701774
ACH-000681,-1.810730491165808
ACH-000683,-1.6955411996981191
ACH-000684,-1.5825513507919058
ACH-000688,-1.532522209419874
ACH-000693,-1.6232996251133975
ACH-000694,-1.6075226623406085
ACH-000695,-1.4254115723097514
ACH-000696,-1.442029354878282
ACH-000697,-1.3526842680047484
ACH-000699,-1.7469496746002695
ACH-000701,-1.5845628571445796
ACH-000706,-1.5402962348716602
ACH-000711,-1.5944056800083142
ACH-000713,-1.3955073703341665
ACH-000714,-1.0988640270286236
ACH-000718,-1.6404451911247366
ACH-000720,-1.568298284989904
ACH-000721,-1.8472295617966603
ACH-000724,-1.8603492957491716
ACH-000725,-1.4623782728528194
ACH-000732,-1.5407875525622972
ACH-000734,-1.5627885299463355
ACH-000735,-1.5131765201815317
ACH-000736,-1.5844282720805734
ACH-000738,-1.4571319761088688
ACH-000746,-1.6828596238140674
ACH-000747,-1.6253448585666432
ACH-000748,-1.4841788672290868
ACH-000753,-1.6010608392564365
ACH-000756,-1.4252596877986452
ACH-000757,-1.574725247844531
ACH-000758,-1.507450520122246
ACH-000760,-1.4831488755217153
ACH-000762,-1.4424321651619505
ACH-000763,-1.643826755190108
ACH-000764,-1.6731979234269547
ACH-000765,-1.5928600177180752
ACH-000766,-1.6342201181362357
ACH-000767,-1.5238268417937832
ACH-000768,-1.4477104244964878
ACH-000769,-1.608760789455845
ACH-000770,-1.7134045843329382
ACH-000771,-1.3173150318074602
ACH-000773,-1.4546943038773408
ACH-000776,-1.3203827435634312
ACH-000777,-1.7553786005094745
ACH-000778,-2.3999014450934504
ACH-000781,-1.6501624890316298
ACH-000782,-1.5068374161806375
ACH-000783,-1.6215834055767857
ACH-000784,-1.658903342792542
ACH-000785,-1.6899475308250798
ACH-000787,-1.6235034279650538
ACH-000788,-1.5533780692839814
ACH-000791,-1.4759657991995634
ACH-000792,-1.5920319201783752
ACH-000794,-1.4702494417094123
ACH-000796,-1.5991605549547518
ACH-000798,-1.350910734704997
ACH-000799,-1.4245583161119255
ACH-000800,-1.598631814403384
ACH-000802,-1.527532378149934
ACH-000804,-1.6513086640865249
ACH-000805,-1.6794992037349161
ACH-000809,-1.3933214516613728
ACH-000810,-1.6067332497582132
ACH-000811,-1.4729852226021816
ACH-000817,-1.4284898767813858
ACH-000819,-1.418650663814618
ACH-000820,-1.7416421594948601
ACH-000821,-1.1934940265356542
ACH-000822,-1.533213447121664
ACH-000823,-1.6068832652369227
ACH-000824,-1.6857538246738046
ACH-000827,-1.559700530711125
ACH-000829,-1.6472125343654245
ACH-000831,-1.6095715176642484
ACH-000832,-1.6354109187641028
ACH-000833,-1.6041161863627362
ACH-000834,-1.5456735926859249
ACH-000835,-1.5850559740393826
ACH-000836,-1.5209566178561928
ACH-000837,-1.4768927779693042
ACH-000838,-1.5351481570972902
ACH-000839,-1.3051224618714294
ACH-000840,-1.4279991201164657
ACH-000841,-1.5285216677456483
ACH-000843,-1.5193724351442497
ACH-000846,-1.4213757384219388
ACH-000847,-1.591375910820671
ACH-000848,-1.4602477522743564
ACH-000849,-1.3428994519304152
ACH-000851,-1.5436355029562574
ACH-000855,-1.7250316372563277
ACH-000856,-1.4814294272319528
ACH-000858,-1.5283438770522475
ACH-000859,-1.6712943397369018
ACH-000861,-1.6289130868439596
ACH-000862,-1.567491516906706
ACH-000865,-1.7348692691530094
ACH-000866,-1.5946079015972987
ACH-000867,-1.5081446113471286
ACH-000869,-1.708479987588308
ACH-000872,-1.4906874466084783
ACH-000873,-1.4300782465016464
ACH-000876,-1.9773540408702484
ACH-000878,-1.372463008268258
ACH-000880,-1.4632652773263162
ACH-000881,-1.6466580498478711
ACH-000882,-1.3838579151712964
ACH-000884,-1.5881250541693552
ACH-000885,-1.6457936113958247
ACH-000887,-1.4053599203179232
ACH-000889,-1.6706138762752212
ACH-000896,-1.5159335876224964
ACH-000898,-1.4755994145848923
ACH-000900,-1.3064276052104644
ACH-000901,-1.566548946273382
ACH-000905,-1.4883548102874689
ACH-000906,-1.5535503207692405
ACH-000907,-1.2569132046108673
ACH-000910,-1.473213307436804
ACH-000911,-1.5353900397375742
ACH-000912,-1.5867161493845416
ACH-000913,-1.4215886899839316
ACH-000915,-1.2732400372919226
ACH-000916,-1.7404066052338405
ACH-000917,-1.8072872149337136
ACH-000920,-1.4120584950399713
ACH-000921,-1.4951786174303856
ACH-000924,-1.1462089881537316
ACH-000926,-1.5287699505815264
ACH-000928,-1.4942171062128664
ACH-000929,-1.7086395723587189
ACH-000932,-1.2696401853998782
ACH-000935,-1.7122777865415946
ACH-000936,-1.4162234663930546
ACH-000937,-1.6976984137413915
ACH-000938,-1.6990630881985953
ACH-000939,-1.7444673107589108
ACH-000941,-1.792288994811041
ACH-000943,-1.5349860809707532
ACH-000946,-1.441423914760531
ACH-000947,-1.6477919715232652
ACH-000948,-1.4732009323574031
ACH-000950,-1.5778156430190968
ACH-000953,-1.5029641561924367
ACH-000954,-1.4999161628071414
ACH-000957,-1.378944074546248
ACH-000958,-1.5101585335401886
ACH-000960,-1.9114005012086428
ACH-000963,-1.7255011091983348
ACH-000968,-1.5155969033668002
ACH-000969,-1.5519421878816797
ACH-000972,-1.4989755215623939
ACH-000973,-1.5362018835540896
ACH-000974,-1.6016545312556996
ACH-000978,-1.9749309387385103
ACH-000984,-1.4296161508199476
ACH-000986,-1.3954382712266344
ACH-000988,-1.5418730302328705
ACH-000993,-1.299891364833932
ACH-000994,-1.6829615247331855
ACH-000996,-1.377210361836627
ACH-001001,-1.4220441729463424
ACH-001020,-1.54474932600711
ACH-001028,-1.5774559815392533
ACH-001031,-1.7950399739680472
ACH-001038,-1.6396001052421283
ACH-001048,-1.4734841358099684
ACH-001050,-1.5913116344603533
ACH-001053,-1.5554082490683458
ACH-001054,-1.5838323004315549
ACH-001061,-1.5314433634955704
ACH-001067,-1.733495561094169
ACH-001075,-1.5230579927811685
ACH-001096,-1.4879867193644911
ACH-001111,-1.4806183825793102
ACH-001119,-1.447098179839693
ACH-001128,-1.4472708848760365
ACH-001134,-1.4702212840540538
ACH-001151,-1.5935755707007346
ACH-001163,-1.4301130217190658
ACH-001164,-1.3848240713616125
ACH-001183,-1.57808919728153
ACH-001192,-1.8098539402538172
ACH-001193,-1.920173768785208
ACH-001196,-1.489872118213603
ACH-001197,-1.4925564566537228
ACH-001205,-1.575677576571335
ACH-001211,-1.5109443620768517
ACH-001212,-1.559552641200496
ACH-001228,-1.6324416285363323
ACH-001232,-1.3624826251952191
ACH-001239,-1.4385952045182224
ACH-001270,-1.3837068224955071
ACH-001274,-1.4280277219999835
ACH-001275,-1.5422439011259133
ACH-001277,-1.6412695568925604
ACH-001278,-1.6514599455248054
ACH-001280,-1.7673999451185316
ACH-001283,-1.5906798745931083
ACH-001289,-1.691286172915727
ACH-001300,-1.7667813094935514
ACH-001301,-1.3330854484176509
ACH-001302,-1.2299560447579199
ACH-001306,-1.4314466143981144
ACH-001318,-1.6030928135578828
ACH-001322,-1.4921449133822131
ACH-001328,-1.298884865492913
ACH-001332,-1.5497702280022494
ACH-001336,-1.4457422472425154
ACH-001346,-1.516245543203628
ACH-001353,-1.4234447381734328
ACH-001354,-1.3109614454038252
ACH-001367,-1.427426169359283
ACH-001368,-1.64898406969396
ACH-001374,-1.5770494794663337
ACH-001377,-1.7805451235728256
ACH-001380,-1.5985389536918404
ACH-001391,-1.5561545740747922
ACH-001408,-1.6362927652544792
ACH-001430,-1.900055440004968
ACH-001431,-1.6396990605489468
ACH-001450,-1.527344435809295
ACH-001496,-1.6369191837552088
ACH-001500,-1.492442481161813
ACH-001523,-1.5509375678288244
ACH-001532,-1.6645231263077902
ACH-001550,-1.5630459270994246
ACH-001552,-1.5261336905714749
ACH-001554,-1.5375503444507612
ACH-001654,-1.5818721243892009
ACH-001735,-1.6456918337700075
ACH-001736,-1.783506858053883
ACH-001737,-1.0417227102224196
ACH-001740,-1.4833428912699067
ACH-001745,-1.454607444865269
ACH-001765,-1.2743312474270982
