,NSMCE4A (54780)
ACH-000364,-0.3916332849390845
ACH-000365,-0.4516224460408199
ACH-000366,-0.2797801852348022
ACH-000368,-0.5104772493974167
ACH-000374,-0.2744795133605199
ACH-000375,-0.5741869320591942
ACH-000376,-0.3192380809384519
ACH-000381,-0.15324022381154426
ACH-000383,-0.184401369060216
ACH-000387,-0.1343082102371542
ACH-000389,-0.5719408105673289
ACH-000390,-0.14373218179297115
ACH-000393,-0.08479553317117218
ACH-000395,-0.11578517683008666
ACH-000396,-0.4004299199145437
ACH-000397,-0.5730129141071522
ACH-000401,-0.4183885629506681
ACH-000402,0.0027897039809186073
ACH-000403,-0.36916052953206896
ACH-000404,-0.6567617688031971
ACH-000406,-0.37392611890288696
ACH-000407,-0.40348172258736187
ACH-000408,-0.3098096726763049
ACH-000410,-0.4396342937127309
ACH-000411,-0.4777510901805533
ACH-000414,-0.3278777621360445
ACH-000415,-0.37190803953430784
ACH-000416,-0.3926563332875997
ACH-000420,-0.22072195380394904
ACH-000421,-0.2152069212962802
ACH-000424,-0.30987061430347823
ACH-000425,-0.4127647752866563
ACH-000426,-0.27762598527817606
ACH-000427,-0.3472820316606656
ACH-000433,-0.3253309492528917
ACH-000435,-0.20837918508482672
ACH-000436,-0.4267477257850559
ACH-000444,-0.3796615342372873
ACH-000445,-0.2163796005493292
ACH-000448,-0.2242930037098424
ACH-000450,-0.4489088461444496
ACH-000452,-0.3804115904638264
ACH-000454,-0.21070434529055784
ACH-000458,-0.499947192569296
ACH-000459,-0.4128785767364949
ACH-000460,-0.4739135425371335
ACH-000461,-0.2121648159803105
ACH-000463,-0.21767992194226987
ACH-000464,-0.3927431339642257
ACH-000466,-0.4974511541620391
ACH-000467,-0.15778169229927186
ACH-000468,-0.12590535521822027
ACH-000469,-0.4037748663867656
ACH-000470,-0.36673841204105095
ACH-000471,-0.1118648118168022
ACH-000472,-0.38150584805348414
ACH-000473,-0.490659631675553
ACH-000475,-0.3329367887637502
ACH-000476,-0.17792703769068569
ACH-000477,-0.25112278503605795
ACH-000479,-0.5252044369179264
ACH-000480,-0.4181880846887405
ACH-000481,-0.1780677762703302
ACH-000483,-0.4274710845822556
ACH-000484,-0.2674100562239397
ACH-000485,-0.4718622929757916
ACH-000486,-0.38627072848441496
ACH-000487,-0.2119244894972408
ACH-000488,-0.470460891958895
ACH-000490,-0.3162724209423916
ACH-000491,-0.15133533525501328
ACH-000495,-0.40073012755548426
ACH-000496,-0.34456485065306885
ACH-000499,-0.41648930519923866
ACH-000500,-0.6756472947893265
ACH-000502,-0.4284400471328496
ACH-000503,-0.4087987076863231
ACH-000505,-0.3848011205527048
ACH-000507,-0.2980340654730531
ACH-000510,-0.10133935036938156
ACH-000511,-0.5585716439889193
ACH-000512,-0.5344345383239223
ACH-000516,-0.2344466827131071
ACH-000517,-0.2841654079593213
ACH-000518,-0.5774067510381
ACH-000520,-0.4515892644580266
ACH-000521,-0.3636308215382533
ACH-000522,-0.2867366707658532
ACH-000524,-0.2607444917512696
ACH-000527,-0.327454950930003
ACH-000528,-0.5573595561811661
ACH-000537,-0.4919600691340802
ACH-000541,-0.6567263166712111
ACH-000542,-0.3024197895411186
ACH-000544,-0.4034671628613934
ACH-000545,-0.28893481949681576
ACH-000547,-0.11603960749837695
ACH-000548,-0.3034916218765102
ACH-000549,-0.4677949871177837
ACH-000550,-0.42608608530304143
ACH-000552,-0.09424292773571932
ACH-000556,-0.3178121539789318
ACH-000557,-0.2649143853807676
ACH-000569,-0.4870667102893314
ACH-000570,-0.3080758696034871
ACH-000571,-0.4222891714422527
ACH-000573,-0.5106818972907606
ACH-000576,-0.18326376006512088
ACH-000579,-0.514166488287254
ACH-000580,-0.4583175929338084
ACH-000584,-0.3631191846861375
ACH-000585,-0.4244900503129038
ACH-000588,-0.49385171423369706
ACH-000589,-0.1909304449131661
ACH-000591,-0.4846235621490434
ACH-000593,-0.18375961895515006
ACH-000600,-0.44928023099363545
ACH-000601,-0.1928788219508792
ACH-000605,-0.4358502009589599
ACH-000606,-0.5857663356534545
ACH-000608,-0.4753401994240373
ACH-000614,-0.35195685074568445
ACH-000616,-0.3880301197048516
ACH-000618,-0.4046929505982627
ACH-000619,-0.4491411866873659
ACH-000620,-0.2476136866548597
ACH-000621,-0.4986045014880895
ACH-000622,-0.2878887289297669
ACH-000623,-0.3323750657586816
ACH-000624,-0.4062244985520084
ACH-000627,-0.4763188793604171
ACH-000630,-0.2439458384752839
ACH-000631,-0.35561724532227634
ACH-000632,-0.4270161297581744
ACH-000633,-0.10003928585894928
ACH-000637,-0.2627715623923716
ACH-000638,-0.506247594868611
ACH-000646,-0.2898202849456608
ACH-000647,-0.21658085433351876
ACH-000648,-0.35910997093863256
ACH-000649,-0.24447279418650544
ACH-000651,-0.33321257478337896
ACH-000652,-0.4930719638659042
ACH-000653,-0.3953468817424014
ACH-000657,-0.29286932502091984
ACH-000658,-0.3384634051167748
ACH-000661,-0.5075588113950815
ACH-000662,-0.22515487126275505
ACH-000663,-0.24308004428821745
ACH-000665,-0.606808967571681
ACH-000671,-0.057029529388070925
ACH-000672,-0.16497613527304889
ACH-000673,-0.4994723667143941
ACH-000676,-0.6843858256317997
ACH-000677,-0.2755663818158547
ACH-000681,-0.10112122945218226
ACH-000683,-0.21486670046724385
ACH-000684,-0.3923805667672768
ACH-000688,-0.4991194532628817
ACH-000693,-0.3738712141889583
ACH-000694,-0.3927136155774907
ACH-000695,-0.3449336150081299
ACH-000696,-0.3689810127022994
ACH-000697,-0.36012672458387324
ACH-000699,-0.2311197386573982
ACH-000701,-0.44353283652889547
ACH-000706,-0.26635892987295084
ACH-000711,-0.6394498731630883
ACH-000713,-0.42568491238527495
ACH-000714,-0.36818958478011377
ACH-000718,-0.3893673454364752
ACH-000720,-0.2182946071811165
ACH-000721,-0.2571779813447538
ACH-000724,-0.16893950209499714
ACH-000725,-0.6052715901652027
ACH-000732,-0.4599842749957465
ACH-000734,-0.09411664896615284
ACH-000735,-0.5290994289292615
ACH-000736,-0.42434079909990585
ACH-000738,-0.6903880102427971
ACH-000746,-0.3203534102855833
ACH-000747,0.054796157459841635
ACH-000748,-0.340692243497664
ACH-000753,-0.18314943107528706
ACH-000756,-0.25177950544751
ACH-000757,-0.181596605664793
ACH-000758,0.0010287340233004953
ACH-000760,-0.5768982780289831
ACH-000762,-0.366129989661057
ACH-000763,-0.20376977411746275
ACH-000764,-0.456950521187589
ACH-000765,-0.3797830098509844
ACH-000766,-0.4169750933471948
ACH-000767,-0.2589902822391007
ACH-000768,-0.2104983336825973
ACH-000769,-0.3417146830317169
ACH-000770,-0.12841493723422126
ACH-000771,-0.5306737700676647
ACH-000773,-0.4498597141061293
ACH-000776,-0.17856921560276146
ACH-000777,-0.4471738208564706
ACH-000778,-0.20119276013220308
ACH-000781,-0.17725735304172602
ACH-000782,-0.12676582427967642
ACH-000783,-0.4501229036749583
ACH-000784,-0.1260823897204991
ACH-000785,-0.6783408920347305
ACH-000787,-0.14532226218137015
ACH-000788,-0.5197956173962431
ACH-000791,-0.3396109793585943
ACH-000792,-0.34448023977181724
ACH-000794,-0.35888529924818313
ACH-000796,-0.513861102369248
ACH-000798,-0.5415113590956253
ACH-000799,-0.44175192524878815
ACH-000800,-0.2479497860578282
ACH-000802,-0.3992241198360348
ACH-000804,-0.11048140361223252
ACH-000805,-0.3767393191571285
ACH-000809,-0.5661123329897731
ACH-000810,-0.3581143532366917
ACH-000811,-0.2970285832274251
ACH-000817,-0.4145085549618004
ACH-000819,-0.4692126634474318
ACH-000820,-0.5104735164265487
ACH-000821,-0.4984652635175695
ACH-000822,-0.0911310356324812
ACH-000823,-0.22246265554471195
ACH-000824,-0.372368336247105
ACH-000827,-0.4656573571981121
ACH-000829,-0.5377113595018788
ACH-000831,-0.3966310139382725
ACH-000832,-0.5253649731435829
ACH-000833,-0.36392301748408784
ACH-000834,-0.31069775833106644
ACH-000835,-0.4977436688249363
ACH-000836,-0.3818583636296842
ACH-000837,-0.26857517200534714
ACH-000838,-0.14936140780328086
ACH-000839,-0.02490683964017934
ACH-000840,-0.2350665716044209
ACH-000841,-0.34689672177876346
ACH-000843,-0.10156933215731002
ACH-000846,-0.31109240779997144
ACH-000847,-0.17673759892226246
ACH-000848,-0.17507777227992646
ACH-000849,-0.5921458505520821
ACH-000851,-0.34910534994425396
ACH-000855,-0.3037516674318902
ACH-000856,-0.4714438462000503
ACH-000858,-0.3419995253610017
ACH-000859,-0.5264290757964837
ACH-000861,-0.3532221881671265
ACH-000862,-0.4274522311772418
ACH-000865,-0.12866192198521886
ACH-000866,-0.4688662784701407
ACH-000867,-0.6181187923339031
ACH-000869,-0.18548852682191386
ACH-000872,-0.29386445840469394
ACH-000873,-0.4864343042211439
ACH-000876,-0.4330465122528139
ACH-000878,-0.13763504765232565
ACH-000880,-0.5435958244583523
ACH-000881,-0.3509502722806397
ACH-000882,-0.3549510605051131
ACH-000884,-0.5350141231531681
ACH-000885,-0.14628373950026982
ACH-000887,-0.21410469961239034
ACH-000889,-0.19546419621661668
ACH-000896,-0.2321219095537379
ACH-000898,-0.12513827711085593
ACH-000900,-0.31812802929443323
ACH-000901,-0.3238298444182772
ACH-000905,-0.3812810064604423
ACH-000906,-0.24614945207709835
ACH-000907,-0.4167581450264024
ACH-000910,-0.3167684252123213
ACH-000911,-0.29429870412942305
ACH-000912,-0.31778723637235673
ACH-000913,-0.25744879218110905
ACH-000915,-0.21255608541583967
ACH-000916,-1.1339399670849226
ACH-000917,-0.3120375242575364
ACH-000920,0.0790051906964433
ACH-000921,-0.4665461044315655
ACH-000924,-0.22290709881924334
ACH-000926,-0.2671854475016552
ACH-000928,-0.2054679511747542
ACH-000929,-0.0982478884361064
ACH-000932,-0.5745940734735479
ACH-000935,-0.6882929935821952
ACH-000936,-0.34852442040974385
ACH-000937,-0.1754931819330022
ACH-000938,-0.3462885603738359
ACH-000939,-0.18286636647276205
ACH-000941,-0.11379028661752574
ACH-000943,-0.3396019264178501
ACH-000946,-0.29910994829185195
ACH-000947,-0.3039930077588216
ACH-000948,-0.5400566461009335
ACH-000950,-0.26289701204442073
ACH-000953,-0.17693362665473622
ACH-000954,-0.3796389036847261
ACH-000957,-0.2330815083588768
ACH-000958,-0.4855610293539438
ACH-000960,-0.2850004972933861
ACH-000963,-0.28232136923647594
ACH-000968,-0.39846675791220176
ACH-000969,-0.17581402620855394
ACH-000972,-0.775582376192812
ACH-000973,-0.30095682549367603
ACH-000974,-0.3153338502490278
ACH-000978,-0.3783744196858148
ACH-000984,-0.29909888813350083
ACH-000986,-0.4211079007854176
ACH-000988,-0.15225006121428306
ACH-000993,-0.322485640275845
ACH-000994,-0.21210699582306453
ACH-000996,-0.4492663889002341
ACH-001001,-0.1939067785788536
ACH-001020,-0.5896459514777763
ACH-001028,-0.3268671560417428
ACH-001031,-0.26922509431412905
ACH-001038,-0.5873752714263215
ACH-001048,-0.38000210621062025
ACH-001050,-0.3340926524533202
ACH-001053,-0.3572655885119529
ACH-001054,-0.4041533880736531
ACH-001061,-0.2719726846732441
ACH-001067,-0.23715785609949505
ACH-001075,-0.43640095926764205
ACH-001096,-0.2971765708796154
ACH-001111,-0.4256775573037269
ACH-001119,-0.5300777289183661
ACH-001128,-0.31909027439008075
ACH-001134,-0.4687647126769136
ACH-001151,-0.6457115299260189
ACH-001163,-0.1938727681042488
ACH-001164,-0.6527846166076184
ACH-001183,-0.6676031050923872
ACH-001192,-0.3312138995070533
ACH-001193,-0.41180458730957337
ACH-001196,-0.4559796716216326
ACH-001197,-0.6191502263428117
ACH-001205,-0.4990590577335151
ACH-001211,-0.3784163216391037
ACH-001212,-0.1420137728471386
ACH-001228,-0.5785861631793828
ACH-001232,-0.36896888942232137
ACH-001239,-0.36140211661696575
ACH-001270,-0.19444805925048725
ACH-001274,-0.3581084858944421
ACH-001275,-0.5103122390928888
ACH-001277,-0.4689617008254303
ACH-001278,-0.1585853874758937
ACH-001280,-0.3209099406941427
ACH-001283,-0.5134735017218066
ACH-001289,-0.17533871197271642
ACH-001300,-0.2356731810948675
ACH-001301,-0.20566484952178293
ACH-001302,-0.3752809523893865
ACH-001306,-0.4719548113484346
ACH-001318,-0.17475865277707048
ACH-001322,-0.17177350705001507
ACH-001328,-0.3591660010826572
ACH-001332,-0.2047040158520432
ACH-001336,-0.5941411528785787
ACH-001346,-0.2968153985625424
ACH-001353,-0.5364893510981167
ACH-001354,-0.5917160688579114
ACH-001367,-0.5000586392372902
ACH-001368,-0.2649703436183545
ACH-001374,-0.3576657531639144
ACH-001377,-0.37877808338842056
ACH-001380,-0.2391076990625581
ACH-001391,-0.1337557562408431
ACH-001408,-0.6499812473110541
ACH-001430,-0.3833727344651495
ACH-001431,-0.2330323117030908
ACH-001450,-0.5485864372830723
ACH-001496,-0.4297197234039312
ACH-001500,0.03873684078965354
ACH-001523,-0.40415379754584857
ACH-001532,-0.3641418700988407
ACH-001550,-0.3822086464106285
ACH-001552,-0.3936344141080184
ACH-001554,-0.4332398708205471
ACH-001654,-0.3776807356825781
ACH-001735,0.05958788790924601
ACH-001736,-0.09977280964649307
ACH-001737,-0.05914475514086221
ACH-001740,-0.4541377925276325
ACH-001745,-0.5137664092307667
ACH-001765,-0.4632305284943
