,GAR1 (54433)
ACH-000183,-0.4125711121830115
ACH-000188,-0.640870367648816
ACH-000189,-0.8645393636570775
ACH-000190,-0.4585186373376114
ACH-000198,-0.413725843256072
ACH-000203,-0.249069071887608
ACH-000204,-0.5451094125344578
ACH-000206,-0.6265981985869724
ACH-000207,-0.4171629848745869
ACH-000208,-0.7273264788620353
ACH-000210,-0.5381514529701881
ACH-000211,-0.5309093922060888
ACH-000215,-0.5057027518464037
ACH-000221,-0.4171578358349399
ACH-000222,-0.4334249464939488
ACH-000223,-0.4563470046085696
ACH-000226,-0.4364576040150742
ACH-000227,-0.4720984252775465
ACH-000228,-0.6218138067771586
ACH-000231,-0.5129797274811966
ACH-000232,-0.439727527703427
ACH-000233,-0.3327062108916518
ACH-000234,-0.2771295821592896
ACH-000235,-0.4503039989508028
ACH-000237,-0.5086447916112379
ACH-000238,-0.5962006159589599
ACH-000242,-0.11614515520913933
ACH-000243,-0.6975673591936303
ACH-000244,-0.5524540838592714
ACH-000246,-0.4764501480342148
ACH-000248,-0.523652299863377
ACH-000250,-0.5563597744533658
ACH-000251,-0.5871573893411806
ACH-000252,-0.5661203930832329
ACH-000253,-0.4768025426388367
ACH-000255,-0.6876387787524507
ACH-000256,-0.3567864509797445
ACH-000257,-0.5145965014630014
ACH-000258,-0.754179562216562
ACH-000259,-0.5484660183231913
ACH-000260,-0.4169474789389204
ACH-000261,-0.45163009168367
ACH-000262,-0.5407048744940849
ACH-000263,-0.3654999962434135
ACH-000264,-0.4153990391459524
ACH-000265,-0.6284669587169419
ACH-000266,-0.5493712694087498
ACH-000272,-0.4000312358782265
ACH-000274,-0.5004361720968115
ACH-000277,-0.35385049022574544
ACH-000278,-0.7447553572731128
ACH-000279,-0.5336296175837653
ACH-000280,-0.6405197545310122
ACH-000281,-0.4996331663488779
ACH-000288,-0.3870650486483124
ACH-000291,-0.4691829993192258
ACH-000293,-0.6269586496525712
ACH-000294,-0.2718534853275563
ACH-000295,-0.4370576665096539
ACH-000296,-0.4496776629286517
ACH-000302,-0.6833090466561194
ACH-000304,-0.3314404344085184
ACH-000307,-0.6738289822561913
ACH-000308,-0.5633529381544687
ACH-000310,-0.6334824694277653
ACH-000311,-0.625975727439671
ACH-000312,-0.5738954647908701
ACH-000315,-0.37001614561711255
ACH-000316,-0.7387811530401651
ACH-000317,-0.6612315045013781
ACH-000318,-0.7210324717539355
ACH-000319,-0.6831987846644905
ACH-000320,-0.4799992462069498
ACH-000322,-0.5634994231420961
ACH-000323,-0.5939253087893288
ACH-000324,-0.4941189021193325
ACH-000329,-0.3809594031027263
ACH-000330,-0.3492365641699713
ACH-000331,-0.6396127619181343
ACH-000332,-0.5885556848424746
ACH-000334,-0.4508577843326001
ACH-000335,-0.24478670728469654
ACH-000336,-0.6894021406970514
ACH-000337,-0.7687760315839337
ACH-000338,-0.059152008626204025
ACH-000339,-0.5797508384782619
ACH-000341,-0.4055901320697415
ACH-000348,-0.4509796180495222
ACH-000350,-0.6238775917970649
ACH-000352,-0.5861063291817744
ACH-000356,-0.3984747226015487
ACH-000361,-0.4683329339034055
ACH-000362,-0.5118217976225653
ACH-000363,-0.4028703391150617
ACH-000364,-0.525648014947775
ACH-000365,-0.3635641953987309
ACH-000366,-0.3737263488518208
ACH-000368,-0.4252344678841765
ACH-000374,-0.5070800452588083
ACH-000375,-0.5471531509396184
ACH-000376,-0.6876697756760562
ACH-000381,-0.5256779707675349
ACH-000383,-0.34885387829996645
ACH-000387,-0.5865023996273419
ACH-000389,-0.527102243022299
ACH-000390,-0.5083354309641933
ACH-000393,-0.4038605844590853
ACH-000395,-0.1945254303366632
ACH-000396,-0.5844042963007763
ACH-000397,-0.4526260026692002
ACH-000401,-0.6582600683717067
ACH-000402,-0.5918803611919848
ACH-000403,-0.491179894786137
ACH-000404,-0.6434930119106513
ACH-000406,-0.5023673723103194
ACH-000407,-0.3802754107875271
ACH-000408,-0.6875217010767286
ACH-000410,-0.4984515480147881
ACH-000411,-0.5460384944701961
ACH-000414,-0.5181622787899732
ACH-000415,-0.7514773198376191
ACH-000416,-0.5584432253513602
ACH-000420,-0.6843607128751736
ACH-000421,-0.6456324737150799
ACH-000424,-0.6153230607210921
ACH-000425,-0.7152916741349709
ACH-000426,-0.9525672105066364
ACH-000427,-0.18109763563108425
ACH-000433,-0.5590478105079797
ACH-000435,-0.2431916683865563
ACH-000436,-0.3757940299430978
ACH-000444,-0.4687731549867623
ACH-000445,-0.5382539025540881
ACH-000448,-0.6102438965909969
ACH-000450,-0.5599882197326684
ACH-000452,-0.4938820711510167
ACH-000454,-0.6394049791181328
ACH-000458,-0.6049387183808893
ACH-000459,-0.4106496038539149
ACH-000460,-0.6749239852867881
ACH-000461,-0.2661253611936649
ACH-000463,-0.5980584407524748
ACH-000464,-0.5448890022514539
ACH-000466,-0.4370679669994378
ACH-000467,-0.7046128910034324
ACH-000468,-0.4906137319904386
ACH-000469,-0.4445396063999358
ACH-000470,-0.5635502113561263
ACH-000471,-0.4601140079532573
ACH-000472,-0.4789404208454055
ACH-000473,-1.0021784375365193
ACH-000475,-0.6803206985242263
ACH-000476,-0.3913195463955692
ACH-000477,-0.4852985124066556
ACH-000479,-0.4409229121564603
ACH-000480,-0.828963391449808
ACH-000481,-0.4968160884215078
ACH-000483,-0.7895245695429949
ACH-000484,-0.4207205543775568
ACH-000485,-0.570255736398704
ACH-000486,-0.5887494136652329
ACH-000487,-0.3995036789400244
ACH-000488,-0.4781563321587879
ACH-000490,-0.4302324058830069
ACH-000491,-0.3834176903276215
ACH-000495,-0.5025333899369467
ACH-000496,-0.41259532895842177
ACH-000499,-0.0946566829421039
ACH-000500,-0.3700024210026204
ACH-000502,-0.4902210252496245
ACH-000503,-0.8277761713965437
ACH-000505,-0.4839998486785727
ACH-000507,-0.5871390229339433
ACH-000510,-0.4395636330456063
ACH-000511,-0.6537571108059371
ACH-000512,-0.4955637594394791
ACH-000516,-0.4157141169441109
ACH-000517,-0.5132106824724273
ACH-000518,-0.5636802034146431
ACH-000520,-0.3056949949313702
ACH-000521,-0.4920890505726577
ACH-000522,-0.4581378978458294
ACH-000524,-0.6219961980128741
ACH-000527,-0.7245631071385193
ACH-000528,-0.6143299788153379
ACH-000537,-0.6528664266105297
ACH-000541,-0.3639561694204448
ACH-000542,-0.5251167776734958
ACH-000544,-0.6005979703401939
ACH-000545,-0.5371293819105977
ACH-000547,-0.7965453833037592
ACH-000548,-0.5581107671987949
ACH-000549,-0.6285851506224364
ACH-000550,-0.6912891360348764
ACH-000552,-0.6908230375219512
ACH-000556,-0.5870084631639704
ACH-000557,-0.35610534277008005
ACH-000569,-0.4648760390495005
ACH-000570,-0.8760645591156094
ACH-000571,-0.26756005174138525
ACH-000573,-0.5397471146615885
ACH-000576,-0.6184419650992989
ACH-000579,-0.5240820165955731
ACH-000580,-0.5432355896757916
ACH-000584,-0.6391233202390203
ACH-000585,-0.6883066964342176
ACH-000588,-0.397261343988344
ACH-000589,-0.6555312821399066
ACH-000591,-0.5798084690671393
ACH-000593,-0.6406832530015133
ACH-000600,-0.6677916674693126
ACH-000601,-0.5972485438703611
ACH-000605,-0.4777364399176047
ACH-000606,-0.8465504552170382
ACH-000608,-0.4988452104077443
ACH-000614,-0.2388714432572563
ACH-000616,-0.6238555098313419
ACH-000618,-0.5422119916514059
ACH-000619,-0.4735636186787716
ACH-000620,-0.5014548553250218
ACH-000621,-0.3932417383406463
ACH-000622,-0.40999581708046334
ACH-000623,-0.5672647786981533
ACH-000624,-0.5770128651343779
ACH-000627,-0.4203690129854983
ACH-000630,-0.3371180556842502
ACH-000631,-0.4605717325736059
ACH-000632,-0.3058657933852647
ACH-000633,-0.4723114114805934
ACH-000637,-0.7202122094659209
ACH-000638,-0.3679773939162053
ACH-000646,-0.4612841584093056
ACH-000647,-0.5583261386431951
ACH-000648,-0.7538796729911474
ACH-000649,-0.4952283928969982
ACH-000651,-0.7649801650900809
ACH-000652,-0.4067460932297709
ACH-000653,-0.4705053925351882
ACH-000657,-0.4140982983877313
ACH-000658,-0.2663021285414293
ACH-000661,-0.8506235974567731
ACH-000662,-0.3614715480516694
ACH-000663,-0.8714470357210561
ACH-000665,-0.4742646897971296
ACH-000671,-0.6146236787604901
ACH-000672,-0.4302223231113903
ACH-000673,-0.4716505160920345
ACH-000676,-0.5627749618652969
ACH-000677,-0.6630951431140041
ACH-000681,-0.6540803551851149
ACH-000683,-0.4665441606227233
ACH-000684,-0.6042925605727766
ACH-000688,-0.5050857910310569
ACH-000693,-0.5319665371316659
ACH-000694,-0.4619584496209251
ACH-000695,-0.4311828352721761
ACH-000696,-0.5552662311714734
ACH-000697,-0.477016251631774
ACH-000699,-0.30421520866277224
ACH-000701,-0.567531461099184
ACH-000706,-0.3887765658491767
ACH-000711,-0.4425067795099853
ACH-000713,-0.4763241750125766
ACH-000714,-0.4207179522206744
ACH-000718,-0.4117505024700675
ACH-000720,-0.5908612578563199
ACH-000721,-0.3853731199294218
ACH-000724,-0.5295079142443607
ACH-000725,-0.3578704075928193
ACH-000732,-0.5750133490937119
ACH-000734,-0.4862405746646263
ACH-000735,-0.509554064040247
ACH-000736,-0.6676817593385417
ACH-000738,-0.6993052696465191
ACH-000746,-0.4944408512669091
ACH-000747,-0.5676897443410573
ACH-000748,-0.4442697413343429
ACH-000753,-0.2907977873417383
ACH-000756,-0.365296829592755
ACH-000757,-0.3842237951088925
ACH-000758,-0.6181493141547104
ACH-000760,-0.5825630788002091
ACH-000762,-0.580774478220842
ACH-000763,-0.6817386552277065
ACH-000764,-0.603896781536114
ACH-000765,-0.5523038641533875
ACH-000766,-0.520756627412226
ACH-000767,-0.5213922750899439
ACH-000768,-0.5403017082536736
ACH-000769,-0.4714964485587737
ACH-000770,-0.4901487542924798
ACH-000771,-0.6173423624514223
ACH-000773,-0.4916013767011367
ACH-000776,-0.7879734986241025
ACH-000777,-0.7044618128560923
ACH-000778,-0.4753802583636957
ACH-000781,-0.6284692230383395
ACH-000782,-0.6831211743553376
ACH-000783,-0.2673249103548513
ACH-000784,-0.5670693484100314
ACH-000785,-0.4210231729528586
ACH-000787,-0.5499253908778305
ACH-000788,-0.43779841414307147
ACH-000791,-0.5158456100723936
ACH-000792,-0.57538899712251
ACH-000794,-0.6425011683460654
ACH-000796,-0.34833571068737823
ACH-000798,-0.5116897926010653
ACH-000799,-0.6050060895778204
ACH-000800,-0.5215600076863323
ACH-000802,-0.5686801864613357
ACH-000804,-0.818947010713467
ACH-000805,-0.4526947814147001
ACH-000809,-0.4070514655500323
ACH-000810,-0.6751599860187639
ACH-000811,-0.4869149692585239
ACH-000817,-0.7098263911882218
ACH-000819,-0.8483257661740259
ACH-000820,-0.4829115548078663
ACH-000821,-0.4383365761800256
ACH-000822,-0.3280202687374017
ACH-000823,-0.6388106637424282
ACH-000824,-0.5192079243708633
ACH-000827,-0.6448643449185401
ACH-000829,-0.32258044586091394
ACH-000831,-0.6346567991643883
ACH-000832,-0.7883346603638152
ACH-000833,-0.4729712062678801
ACH-000834,-0.6364443036658065
ACH-000835,-0.5850047714885099
ACH-000836,-0.5797638823198641
ACH-000837,-0.6119618153380738
ACH-000838,-0.2120292166029466
ACH-000839,-0.5930933901398531
ACH-000840,-0.5201923519218152
ACH-000841,-0.4597709882821717
ACH-000843,-0.5685266769683054
ACH-000846,-0.606854544546078
ACH-000847,-0.4434609602654596
ACH-000848,-0.7912420729049195
ACH-000849,-0.4918716658221835
ACH-000851,-0.4290925004177225
ACH-000855,-0.7722204941509337
ACH-000856,-0.5219970550879568
ACH-000858,-0.5525339257830532
ACH-000859,-0.4939031445147074
ACH-000861,-0.5612035161489906
ACH-000862,-0.6670967624405859
ACH-000865,-0.8211362833586244
ACH-000866,-0.6101959545817419
ACH-000867,-0.4730472028685657
ACH-000869,-0.4658914660230395
ACH-000872,-0.6091958966422423
ACH-000873,-0.7702321901828902
ACH-000876,-0.5383853327425279
ACH-000878,-0.676784805136451
ACH-000880,-0.5305285239717518
ACH-000881,-0.486536463216752
ACH-000882,-0.5118344434810154
ACH-000884,-0.5133123514486879
ACH-000885,-0.5650406464326639
ACH-000887,-0.45933651321699603
ACH-000889,-0.3718594344308607
ACH-000896,-0.5805361173622857
ACH-000898,-0.3646018281664106
ACH-000900,-0.4925040526740232
ACH-000901,-0.4578749336595239
ACH-000905,-0.4509746307594977
ACH-000906,-0.5597180836884216
ACH-000907,-0.5531333610171056
ACH-000910,-0.5510018025581774
ACH-000911,-0.5024766372113202
ACH-000912,-0.42103923053212416
ACH-000913,-0.3663763855744176
ACH-000915,-0.4038589754438098
ACH-000916,-0.18353304019829644
ACH-000917,-0.6186559777208541
ACH-000920,-1.0958155390295543
ACH-000921,-0.39469958444182185
ACH-000924,-0.5125066393181668
ACH-000926,-0.3849740906421961
ACH-000928,-0.34225642054361016
ACH-000929,-0.6211515145533132
ACH-000932,-0.4215489897578639
ACH-000935,-0.6218179518400623
ACH-000936,-0.5086991072094689
ACH-000937,-0.4849240202425192
ACH-000938,-0.5480847202824056
ACH-000939,-0.2901844939219227
ACH-000941,-0.5713679303373427
ACH-000943,-0.4539328537564646
ACH-000946,-0.5441073725782916
ACH-000947,-0.5862896808195592
ACH-000948,-0.5640182517494471
ACH-000950,-0.38165592761061146
ACH-000953,-0.2877870085126409
ACH-000954,-0.28586878285043893
ACH-000957,-0.6712242865003951
ACH-000958,-0.6579323317246739
ACH-000960,-0.6424652356345208
ACH-000963,-0.4988887162143919
ACH-000968,-0.6384288366821447
ACH-000969,-0.5209945209382316
ACH-000972,-0.4851846308983863
ACH-000973,-0.463334174578087
ACH-000974,-0.4511072541661136
ACH-000978,-0.5031896813655474
ACH-000984,-0.6270951238708159
ACH-000986,-0.7283010790213093
ACH-000988,-0.5391153780160272
ACH-000993,-0.9627698891947926
ACH-000994,-0.5323877226633019
ACH-000996,-0.5941915420095473
ACH-001001,-0.28402253800072524
ACH-001020,-0.5571039020226091
ACH-001028,-0.3673463260781146
ACH-001031,-0.3969742581815852
ACH-001038,-0.4810361153656187
ACH-001048,-0.5830754711461754
ACH-001050,-0.7196699409621924
ACH-001053,-0.4312395146192242
ACH-001054,-0.37383846486584427
ACH-001061,-0.5003088130781822
ACH-001067,-0.4232415607079093
ACH-001075,-0.6029960315074195
ACH-001096,-0.5280278718768696
ACH-001111,-0.3151811702335672
ACH-001119,-0.4487008922626973
ACH-001128,-0.5783076932330867
ACH-001134,-0.4377320927253985
ACH-001151,-0.4392773467867804
ACH-001163,-0.3445823225006422
ACH-001164,-1.035738946513586
ACH-001183,-0.644848386350703
ACH-001192,-0.41602116308285336
ACH-001193,-0.526628416477587
ACH-001196,-0.8072767803227041
ACH-001197,-0.4956340766296357
ACH-001205,-0.5933129320456094
ACH-001211,-0.6960536437330729
ACH-001212,-0.5463557422181109
ACH-001228,-0.4298881821921078
ACH-001232,-0.5989513584152691
ACH-001239,-0.4722045670296533
ACH-001270,-0.6189392761022144
ACH-001274,-0.7298321633016985
ACH-001275,-0.3839452296801261
ACH-001277,-0.4860031187775876
ACH-001278,-0.6911378077733614
ACH-001280,-0.3353091648004121
ACH-001283,-0.4619729934962386
ACH-001289,-0.5821959454354331
ACH-001300,-0.6006466140973361
ACH-001301,-0.5939585562139649
ACH-001302,-0.4979524608768706
ACH-001306,-0.5889179426278727
ACH-001318,-0.5076725598865066
ACH-001322,-0.5554106105080865
ACH-001328,-0.4568966680444199
ACH-001332,-0.6213378520278555
ACH-001336,-0.7392345211913174
ACH-001346,-0.7022514761411408
ACH-001353,-0.5457204197982698
ACH-001354,-0.5838760505414707
ACH-001367,-0.2775516103802762
ACH-001368,-0.3751119060946645
ACH-001374,-0.8111803012816688
ACH-001377,-0.5696420521092613
ACH-001380,-0.4749732606550649
ACH-001391,-0.3235821258885633
ACH-001408,-0.57871362192231
ACH-001430,-0.5486963981298869
ACH-001431,-0.6151170332917435
ACH-001450,-0.5248952478347394
ACH-001496,-0.2771572063541471
ACH-001500,-0.5258494073980913
ACH-001523,-0.7778066809197646
ACH-001532,-0.5343930691039651
ACH-001550,-0.4632007724979587
ACH-001552,-0.463704514719242
ACH-001554,-0.4853879937880112
ACH-001654,-0.6386303175132545
ACH-001735,-0.4473335020823702
ACH-001736,-0.5517078436560956
ACH-001737,-0.3617800484114753
ACH-001740,-0.2998964221492777
ACH-001745,-0.31718042164588034
ACH-001765,-0.4164862285077118
