,ZFC3H1 (196441)
ACH-000665,-0.7381307094350172
ACH-000671,-0.4293278510623355
ACH-000672,-0.4939242575110744
ACH-000673,-0.4923830343943944
ACH-000676,-0.6401467415623497
ACH-000677,-0.6548763890696957
ACH-000681,-0.5972246503777419
ACH-000683,-0.4913168801155609
ACH-000684,-0.5105118490980417
ACH-000688,-0.4900369485680862
ACH-000693,-0.7131658030511466
ACH-000694,-0.480481397604739
ACH-000695,-0.4199689059719672
ACH-000696,-0.6126071122333131
ACH-000697,-0.4660507191658554
ACH-000699,-0.3331116539581236
ACH-000701,-0.5299390651755579
ACH-000706,-0.4479938668180299
ACH-000711,-0.6324553557853547
ACH-000713,-0.5651408763768007
ACH-000714,-0.5270388771064497
ACH-000718,-0.5423849155901646
ACH-000720,-0.6049636670649416
ACH-000721,-0.42416143206506257
ACH-000724,-0.3850479485840939
ACH-000725,-0.5427258567949925
ACH-000732,-0.7735624853081027
ACH-000734,-0.40898978717761936
ACH-000735,-0.6269101557995188
ACH-000736,-0.3496600841489066
ACH-000738,-0.5888754419302311
ACH-000746,-0.4556673699530537
ACH-000747,-0.7826665962768341
ACH-000748,-0.6464034836479415
ACH-000753,-0.472412543508923
ACH-000756,-0.6269482588712963
ACH-000757,-0.4682766910692958
ACH-000758,-0.6872907454214771
ACH-000760,-0.3428518451649402
ACH-000762,-0.26704453797641303
ACH-000763,-0.8948644017213024
ACH-000764,-0.5154880881072523
ACH-000765,-0.4684229316984778
ACH-000766,-0.3440898673326365
ACH-000767,-0.36299528673413545
ACH-000768,-0.716767627078274
ACH-000769,-0.5813662658688986
ACH-000770,-0.5735667258704993
ACH-000771,-0.6661122883937729
ACH-000773,-0.4753848135899213
ACH-000776,-0.5153669530067476
ACH-000777,-0.5433246417347372
ACH-000778,-0.4692695445321586
ACH-000781,-0.4008182478996395
ACH-000782,-0.8159889918223695
ACH-000783,-0.5020189740272151
ACH-000784,-0.6666853073483701
ACH-000785,-0.4712265113380727
ACH-000787,-0.4330451329788988
ACH-000788,-0.5442272464939004
ACH-000791,-0.41972602938460857
ACH-000792,-0.804064073537683
ACH-000794,-0.6181581328706764
ACH-000796,-0.6805094881080712
ACH-000798,-0.632525469619946
ACH-000799,-0.4086152664824593
ACH-000800,-0.18885610229600955
ACH-000802,-0.4177855550457461
ACH-000804,-0.06530596253495523
ACH-000805,-0.4072297440817232
ACH-000809,-0.520693905359644
ACH-000810,-0.371158157841884
ACH-000811,-0.4600099759970385
ACH-000817,-0.3330846248578057
ACH-000819,-0.5694129014870863
ACH-000820,-0.6291910334963938
ACH-000821,-0.8420230979954902
ACH-000822,-0.6527379984079823
ACH-000823,-0.6903005803503961
ACH-000824,-0.3396183570272189
ACH-000827,-0.5507196227679428
ACH-000829,-0.5961930426829116
ACH-000831,-0.6219511313694736
ACH-000832,-0.5728600265944663
ACH-000833,-0.5558846705990627
ACH-000834,-0.4907065039206762
ACH-000835,-0.7495603963701389
ACH-000836,-0.7263147387972798
ACH-000837,-0.6538250187320049
ACH-000838,-0.4104818900039568
ACH-000839,-0.5889618801254725
ACH-000840,-0.6938545128931776
ACH-000841,-0.5212797739961758
ACH-000843,-0.6413617511327874
ACH-000846,-0.6247662105363049
ACH-000847,-0.6200076342806811
ACH-000848,-0.3342460105328378
ACH-000849,-0.5583639013369255
ACH-000851,-0.54559506756194
ACH-000855,-0.7072382113285851
ACH-000856,-0.5486073168772598
ACH-000858,-0.4746279294184003
ACH-000859,-0.31347135513135943
ACH-000861,-0.648642022351753
ACH-000862,-0.4417200397980349
ACH-000865,-0.707646167676528
ACH-000866,-0.6437424492951812
ACH-000867,-0.6278615356873808
ACH-000869,-0.7920247982621286
ACH-000872,-0.5081566050943035
ACH-000873,-0.616809230339366
ACH-000876,-0.4762090732755429
ACH-000878,-0.7732259259981018
ACH-000880,-0.652878477193558
ACH-000881,-0.6899454330807224
ACH-000882,-0.4508107494619261
ACH-000884,-0.30971598555401925
ACH-000885,-0.25569050877730665
ACH-000887,-0.705944059027371
ACH-000889,-0.4912423010335706
ACH-000896,-0.4208765079224326
ACH-000898,-0.3498493496719257
ACH-000900,-0.5004309893537726
ACH-000901,-0.5603628286336321
ACH-000905,-0.66523594354258
ACH-000906,-0.5348582939409809
ACH-000907,-0.4983806613553727
ACH-000910,-0.30407794251209225
ACH-000911,-0.5650493346438031
ACH-000912,-0.5093572069489736
ACH-000913,-0.4915554275450462
ACH-000915,-0.5983954062516859
ACH-000916,-0.2411031381759662
ACH-000917,-0.674833390141612
ACH-000920,-1.0137856889773644
ACH-000921,-0.5857657688903473
ACH-000924,-0.5592923369018461
ACH-000926,-0.4535438698008133
ACH-000928,-0.3528279407234368
ACH-000929,-0.650544831048557
ACH-000932,-0.507031061049772
ACH-000935,-0.5569711240209858
ACH-000936,-0.577767160700058
ACH-000937,-0.5799750174936663
ACH-000938,-0.5704385734306033
ACH-000939,-0.525952246696954
ACH-000941,-0.7483990041738414
ACH-000943,-0.5462422275072288
ACH-000946,-0.4587439174981997
ACH-000947,-0.530385194676504
ACH-000948,-0.3195303357346629
ACH-000950,-0.7786745341167816
ACH-000953,-0.4556571200465354
ACH-000954,0.02957502788676566
ACH-000957,-0.6623707829798263
ACH-000958,-0.42852313771731504
ACH-000960,-0.7974666424022633
ACH-000963,-0.5506216601645555
ACH-000968,-0.30673734097365074
ACH-000969,-0.6700478624012944
ACH-000972,-0.07467680697543963
ACH-000973,-0.3522342188634552
ACH-000974,-0.4344677973145329
ACH-000978,-0.6926240595441358
ACH-000984,-0.5445400344504046
ACH-000986,-0.6672220798968381
ACH-000988,-0.959580858430606
ACH-000993,-0.27733832816971504
ACH-000994,-0.5152677612840186
ACH-000996,-0.6869948727136891
ACH-001001,-0.5678214969845454
ACH-001020,-0.9305167716412482
ACH-001028,-0.5925924784617604
ACH-001031,-0.6288027915729228
ACH-001038,-0.8758680099162802
ACH-001048,-0.5224973347085418
ACH-001050,-0.7033190315391645
ACH-001053,-0.7017452350539409
ACH-001054,-0.43786562151333264
ACH-001061,-0.5789518088492377
ACH-001067,-0.34153466784023945
ACH-001075,-0.5515678245755982
ACH-001096,-0.4206110910413637
ACH-001111,-0.6269323978167967
ACH-001119,-0.7491824484824009
ACH-001128,-0.7024489947779922
ACH-001134,-0.4397690884509004
ACH-001151,-0.5109130379296078
ACH-001163,-0.5831946907559787
ACH-001164,-0.48632570158319205
ACH-001183,-0.5491296629907363
ACH-001192,-0.8272713584416341
ACH-001193,-0.6426407244091216
ACH-001196,-0.4481963505270956
ACH-001197,-0.5004966183642661
ACH-001205,-0.5192377302752748
ACH-001211,-0.5685358756858918
ACH-001212,-0.5420838374574399
ACH-001228,-0.4845038938425553
ACH-001232,-0.3778964104273229
ACH-001239,-0.4280470709253594
ACH-001270,-0.047154912062992896
ACH-001274,-0.4860038847899877
ACH-001275,-0.3842310262431857
ACH-001277,-0.6964269555302516
ACH-001278,-0.7446965010181578
ACH-001280,-0.5618366662145224
ACH-001283,-0.3188027699977414
ACH-001289,-0.5123820483394611
ACH-001300,-0.6800039557730777
ACH-001301,-0.4960667384416848
ACH-001302,-0.6741939147002396
ACH-001306,-0.5088524327060965
ACH-001318,-0.6012564375335799
ACH-001322,-0.570422901170345
ACH-001328,-0.3806663754184102
ACH-001332,-0.4323583590517929
ACH-001336,-0.7024821562953291
ACH-001346,-0.7300665699053904
ACH-001353,-0.3847007822477723
ACH-001354,-0.11246486520184178
ACH-001367,-0.19828279618814715
ACH-001368,-0.6546170363658999
ACH-001374,-0.21898719366715813
ACH-001377,-0.4814162447681306
ACH-001380,-0.302499832671492
ACH-001391,-0.4382447402839648
ACH-001408,-0.4463986557414531
ACH-001430,-0.41706169857588987
ACH-001431,-0.9163813628265676
ACH-001450,-0.3116772295067061
ACH-001496,-0.8399868871193289
ACH-001500,-0.2489629672665092
ACH-001523,-0.925856156975386
ACH-001532,-0.770497347201289
ACH-001550,-0.5055296713235796
ACH-001552,-0.2962952329918597
ACH-001554,-0.5951646121264764
ACH-001654,-0.9632257121869552
ACH-001735,-0.5000616326942472
ACH-001736,-0.3926546998678064
ACH-001737,-0.8119100732218071
ACH-001740,-0.3943717921551702
ACH-001745,-0.4550690643265556
ACH-001765,-0.5303094728539852
