,CSF3R (1441)
ACH-000250,-0.09467267825903697
ACH-000251,-0.06418443653731735
ACH-000252,-0.29518141095158656
ACH-000253,-0.09746777279549937
ACH-000255,-0.1080818976230678
ACH-000256,-0.2403122539097901
ACH-000257,0.012365820059155971
ACH-000258,-0.21462823647349302
ACH-000259,-0.12029862275142104
ACH-000260,-0.17270923426121132
ACH-000261,-0.15570858282845024
ACH-000262,0.10043902946284047
ACH-000263,-0.23797602931732026
ACH-000264,-0.05230544903341874
ACH-000265,-0.1777331016221463
ACH-000266,-0.07874836558071767
ACH-000272,-0.3077206636907985
ACH-000274,-0.18001042915404195
ACH-000277,-0.14405062515618533
ACH-000278,-0.19697677225225788
ACH-000279,-0.05249126451818471
ACH-000280,-0.14950549334924915
ACH-000281,0.034377268936787365
ACH-000288,-0.200184464929858
ACH-000291,-0.16810802470321753
ACH-000293,-0.2549940487770264
ACH-000294,-0.0763125542950257
ACH-000295,-0.19380316942727846
ACH-000296,-0.1834055691178812
ACH-000302,-0.16802580095189595
ACH-000304,-0.16653874607626382
ACH-000307,-0.11193492898884956
ACH-000308,-0.046164060613076915
ACH-000310,-0.21570712952775345
ACH-000311,-0.1349016309663603
ACH-000312,-0.18736852601133405
ACH-000315,0.07021304847025131
ACH-000316,-0.26007696321430024
ACH-000317,-0.19027987843865096
ACH-000318,-0.18754463120379267
ACH-000319,-0.10263965776214252
ACH-000320,-0.204801356971226
ACH-000322,-0.11029659092727308
ACH-000323,-0.28461675099794537
ACH-000324,-0.1848849450254085
ACH-000329,-0.13023738375553828
ACH-000330,-0.13850752024368462
ACH-000331,-0.09832192701724436
ACH-000332,-0.23737584732639266
ACH-000334,-0.09173916228316124
ACH-000335,-0.06844564604436511
ACH-000336,-0.056520113446188874
ACH-000337,-0.12032057578172788
ACH-000338,-0.3160797488698576
ACH-000339,-0.04436055515451226
ACH-000341,-0.2344486051353369
ACH-000348,-0.00263688936302147
ACH-000350,0.0050908755473806095
ACH-000352,-0.15045711178371965
ACH-000356,-0.19712963874314046
ACH-000361,-0.25496064868201873
ACH-000362,-0.15779410987099174
ACH-000363,-0.17890924362082206
ACH-000364,-0.26204663858721144
ACH-000365,-0.14489931264189096
ACH-000366,-0.06796851168151621
ACH-000368,-0.08162144900178622
ACH-000374,-0.06943368676402649
ACH-000375,-0.1552922827061459
ACH-000376,-0.22229676789190408
ACH-000381,-0.14633320480410802
ACH-000383,-0.16742778103639785
ACH-000387,0.0065945491578937475
ACH-000389,0.12436639386089952
ACH-000390,-0.06382806909406298
ACH-000393,-0.17562894410228125
ACH-000395,0.04777275594857143
ACH-000396,0.07390872031682738
ACH-000397,-0.0922532741159834
ACH-000401,0.03574115301748226
ACH-000402,-0.12510451671721595
ACH-000403,-0.17875264397711688
ACH-000404,-0.07461879287277648
ACH-000406,-0.04826772356338878
ACH-000407,-0.12390525841142255
ACH-000408,0.040980640275493536
ACH-000410,-0.2322288870697101
ACH-000411,-0.171062805614326
ACH-000414,-0.0745890035026535
ACH-000415,-0.16484425797003793
ACH-000416,-0.20429625446300195
ACH-000420,-0.28021316112563505
ACH-000421,-0.14572165859930825
ACH-000424,-0.2973411590792405
ACH-000425,-0.14119289852978198
ACH-000426,-0.04247957116768685
ACH-000427,-0.18559836592578285
ACH-000433,0.0831416726397826
ACH-000435,0.050049168239969404
ACH-000436,-0.15365964939690827
ACH-000444,-0.0351999089528065
ACH-000445,-0.11759158682697557
ACH-000448,-0.11680033619542568
ACH-000450,-0.06972800351492654
ACH-000452,0.01665017837310194
ACH-000454,-0.06872154366664858
ACH-000458,-0.18103489315879606
ACH-000459,-0.058789306897947535
ACH-000460,-0.044154490983224916
ACH-000461,-0.275079368013211
ACH-000463,-0.11897365390759328
ACH-000464,-0.1291284365688683
ACH-000466,-0.13355400142765278
ACH-000467,-0.09549446619029586
ACH-000468,-0.17257750606863406
ACH-000469,-0.19864774333179136
ACH-000470,-0.03974453696835617
ACH-000471,-0.08338506769715802
ACH-000472,-0.02619038741074989
ACH-000473,-0.06812521632806788
ACH-000475,-0.16995403903586526
ACH-000476,-0.049953024410620425
ACH-000477,-0.04015229837598865
ACH-000479,-0.02521350134897328
ACH-000480,-0.1490888786371237
ACH-000481,-0.15832243407510185
ACH-000483,-0.02780085753983012
ACH-000484,-0.2082161893978473
ACH-000485,-0.162490533052262
ACH-000486,0.08051567957726559
ACH-000487,-0.12505372143154267
ACH-000488,-0.06143355099502604
ACH-000490,-0.08008513015248138
ACH-000491,-0.20822079442012936
ACH-000495,-0.11445554235360915
ACH-000496,-0.09593462231621444
ACH-000499,-0.002819644315106206
ACH-000500,0.022771607125439648
ACH-000502,-0.09183368526390884
ACH-000503,0.2761236029756486
ACH-000505,-0.15768491223317488
ACH-000507,-0.30930905791577284
ACH-000510,-0.14359745813479016
ACH-000511,-0.03159012103045601
ACH-000512,-0.3234788908529825
ACH-000516,-0.0041403285490872735
ACH-000517,-0.13298756924638827
ACH-000518,-0.04433534228434943
ACH-000520,-0.23207773754991234
ACH-000521,-0.10218445021758407
ACH-000522,-0.21240536868268028
ACH-000524,-0.1280278051566809
ACH-000527,-0.1641734937782709
ACH-000528,-0.10244654332275033
ACH-000537,-0.07180611577946673
ACH-000541,-0.060475094916734966
ACH-000542,-0.08904626851230323
ACH-000544,-0.03805021720087544
ACH-000545,-0.15563817714259712
ACH-000547,-0.053369248119132746
ACH-000548,-0.11005597918836928
ACH-000549,-0.03645862864698652
ACH-000550,-0.22314154652382875
ACH-000552,0.03550431925817028
ACH-000556,-0.12912496271810264
ACH-000557,-0.011946261530417905
ACH-000569,-0.16678678574430247
ACH-000570,-0.08709451032730915
ACH-000571,-0.06456927012371623
ACH-000573,-0.21948189486703398
ACH-000576,-0.07632735100563583
ACH-000579,-0.18839622526547486
ACH-000580,-0.02048721600757701
ACH-000584,-0.181526522162838
ACH-000585,-0.1588972211389313
ACH-000588,-0.21584057167329085
ACH-000589,-0.05989115040054682
ACH-000591,-0.07413144876084599
ACH-000593,-0.19392069957303928
ACH-000600,-0.24969325822867505
ACH-000601,-0.14512952722557074
ACH-000605,-0.12871682499141926
ACH-000606,-0.04004352810653148
ACH-000608,-0.2176722149114356
ACH-000614,-0.3195068298248257
ACH-000616,-0.17542880866809965
ACH-000618,0.00753708508786227
ACH-000619,0.023441490455065387
ACH-000620,-0.2376880972646839
ACH-000621,-0.251285366645958
ACH-000622,-0.2150848175183896
ACH-000623,-0.038328383236861635
ACH-000624,-0.14776852320624545
ACH-000627,-0.1884629166181176
ACH-000630,-0.18676705032458535
ACH-000631,-0.10531720956923284
ACH-000632,-0.0951393248925151
ACH-000633,-0.13116029970403453
ACH-000637,-0.2562671275942119
ACH-000638,-0.0037529972659755906
ACH-000646,-0.12419586750991625
ACH-000647,-0.09008773137797653
ACH-000648,-0.08881421969072563
ACH-000649,-0.15380814244382304
ACH-000651,-0.2265420303986939
ACH-000652,0.010514969705303941
ACH-000653,-0.14691670117688516
ACH-000657,-0.18169614503863046
ACH-000658,0.02113347814543256
ACH-000661,-0.2388988776865385
ACH-000662,-0.2339979561091822
ACH-000663,-0.08608238081982805
ACH-000665,-0.1534115744668349
ACH-000671,-0.14802983455813312
ACH-000672,-0.3702829161584025
ACH-000673,-0.13103996015973968
ACH-000676,-0.17214679058821608
ACH-000677,-0.1385759919055296
ACH-000681,0.059516691173933635
ACH-000683,-0.18803757591038298
ACH-000684,-0.27150890995840576
ACH-000688,-0.21377444171057414
ACH-000693,-0.07342290901903932
ACH-000694,-0.059632320313732876
ACH-000695,0.05847092010637351
ACH-000696,-0.10557561546724356
ACH-000697,-0.4079609815158766
ACH-000699,-0.1113985629796494
ACH-000701,0.012203189286585798
ACH-000706,-0.15184442047318414
ACH-000711,-0.1592607653360572
ACH-000713,-0.15749025598105482
ACH-000714,-0.05935228683138851
ACH-000718,-0.025609654121718985
ACH-000720,-0.16316297789586434
ACH-000721,-0.06772244608356655
ACH-000724,0.01821481774660632
ACH-000725,-0.10853856933561634
ACH-000732,-0.13052507671208616
ACH-000734,-0.07646224507218342
ACH-000735,-0.11517494330645632
ACH-000736,-0.4034835923519003
ACH-000738,-0.1215454621199366
ACH-000746,-0.06181829505841755
ACH-000747,-0.18186577525991776
ACH-000748,-0.06535641517954417
ACH-000753,-0.06893195924994627
ACH-000756,-0.10078247683107007
ACH-000757,-0.2388760165177608
ACH-000758,-0.031427093064206955
ACH-000760,0.02172785202237992
ACH-000762,0.16685974033984882
ACH-000763,-0.09498542125336487
ACH-000764,-0.07523614944258136
ACH-000765,-0.1613072022070435
ACH-000766,-0.12945363149200556
ACH-000767,-0.10362400432597164
ACH-000768,0.02852357283810633
ACH-000769,-0.2309873914717763
ACH-000770,-0.07597449053745466
ACH-000771,0.0010877106962405654
ACH-000773,0.007725037658975476
ACH-000776,-0.05663561958368776
ACH-000777,-0.09899178759277752
ACH-000778,-0.1340618644454839
ACH-000781,-0.08562081232299043
ACH-000782,-0.16377789124227918
ACH-000783,-0.13993601730853303
ACH-000784,-0.0303844915977059
ACH-000785,-0.1016507659208364
ACH-000787,-0.07585811063828601
ACH-000788,-0.08390519065908786
ACH-000791,-0.13735922025094952
ACH-000792,-0.10581385661411848
ACH-000794,-0.14293188287369366
ACH-000796,0.009150659456770294
ACH-000798,0.08302173833578365
ACH-000799,-0.25393452219791945
ACH-000800,-0.34540274079544164
ACH-000802,-0.058133672071545475
ACH-000804,-0.09279673951222096
ACH-000805,-0.36180814623329655
ACH-000809,-0.1896962038159556
ACH-000810,0.03873979842570186
ACH-000811,-0.27969881476296865
ACH-000817,-0.04994844351065128
ACH-000819,-0.07757024853136467
ACH-000820,-0.10831511453282597
ACH-000821,-0.2475335679273233
ACH-000822,-0.0749639124781703
ACH-000823,-0.1378279911550748
ACH-000824,0.009181813280093792
ACH-000827,0.0035157114085434893
ACH-000829,-0.2672723830215589
ACH-000831,-0.15384974448737773
ACH-000832,-0.08902599514778624
ACH-000833,-0.2195214000211209
ACH-000834,-0.08969106947909411
ACH-000835,-0.003902165861521722
ACH-000836,0.13991650401933026
ACH-000837,-0.1995265669548557
ACH-000838,0.1181518579467379
ACH-000839,-0.16050275635971645
ACH-000840,-0.16830027870000575
ACH-000841,-0.1404731788782098
ACH-000843,-0.04083361252068126
ACH-000846,-0.1980118368316211
ACH-000847,-0.34463566653244554
ACH-000848,-0.01617724275219499
ACH-000849,-0.13864350988880134
ACH-000851,-0.061075943131155434
ACH-000855,-0.1374168427194291
ACH-000856,-0.19376795153555867
ACH-000858,-0.14211045733266267
ACH-000859,-0.36306301218161735
ACH-000861,-0.26322031107483274
ACH-000862,-0.0997878171576184
ACH-000865,-0.03594749879156742
ACH-000866,-0.16083194026176248
ACH-000867,-0.07866808109305565
ACH-000869,-0.2990509554205972
ACH-000872,-0.2992343118429874
ACH-000873,0.03276213141066652
ACH-000876,-0.12401684278466438
ACH-000878,0.17477397531293878
ACH-000880,-0.168840589995409
ACH-000881,0.008696889537885331
ACH-000882,-0.12094334812951432
ACH-000884,-0.15666724575881405
ACH-000885,-0.131306824365148
ACH-000887,-0.2895515232880786
ACH-000889,-0.10637191045937554
ACH-000896,-0.030961689190465408
ACH-000898,-0.1085113316131609
ACH-000900,-0.10408534550785194
ACH-000901,-0.32219881763037944
ACH-000905,-0.07416154154934602
ACH-000906,-0.12050745952958385
ACH-000907,-0.0893834430362128
ACH-000910,-0.07588881312310485
ACH-000911,-0.15931787690256502
ACH-000912,-0.17387155018812284
ACH-000913,-0.019933348195523358
ACH-000915,-0.08712845783976911
ACH-000916,-0.15519341203199255
ACH-000917,0.042468443248514766
ACH-000920,0.029834017368952838
ACH-000921,-0.20238108254612672
ACH-000924,-0.07369721975124613
ACH-000926,-0.12233396539647907
ACH-000928,-0.4835939260092935
ACH-000929,-0.18717524872674696
ACH-000932,-0.005945150989923782
ACH-000935,0.1962623187894155
ACH-000936,-0.08278740501049976
ACH-000937,-0.16524240425304784
ACH-000938,-0.05787773849658057
ACH-000939,-0.25714545502642394
ACH-000941,-0.18288972355668776
ACH-000943,-0.18905404902036974
ACH-000946,-0.16783923957233332
ACH-000947,-0.07748110781872246
ACH-000948,-0.06346795889417517
ACH-000950,0.20307577618990447
ACH-000953,-0.23475467791597726
ACH-000954,0.06577327618576262
ACH-000957,-0.045999468753095005
ACH-000958,-0.08856924068338093
ACH-000960,-0.024396030236681028
ACH-000963,-0.0894478834282741
ACH-000968,0.011860821521619273
ACH-000969,-0.18172286971763912
ACH-000972,-0.14571437100576026
ACH-000973,-0.09838328474010513
ACH-000974,-0.120206630090145
ACH-000978,-0.12362111148456398
ACH-000984,-0.06336536850039941
ACH-000986,-0.09534457021908063
ACH-000988,-0.09836837310599368
ACH-000993,-0.4837554011443417
ACH-000994,-0.022205295620918768
ACH-000996,-0.4128132464974499
ACH-001001,-0.03272645760233125
ACH-001020,0.029430668671360412
ACH-001028,-0.13423392423882222
ACH-001031,-0.10618696992166596
ACH-001038,-0.2315596720411161
ACH-001048,-0.005172355179031446
ACH-001050,-0.14944126096359414
ACH-001053,-0.3952319408269866
ACH-001054,-0.15301385525583264
ACH-001061,-0.06525895505608638
ACH-001067,-0.17245791091736193
ACH-001075,-0.1733196471392444
ACH-001096,-0.06413263776703072
ACH-001111,-0.1969697290804092
ACH-001119,-0.11719546759895005
ACH-001128,-0.3758533815275308
ACH-001134,-0.13417102747080573
ACH-001151,-0.09413358502301868
ACH-001163,-0.06905900727179495
ACH-001164,-0.29576453444664536
ACH-001183,-0.052011401089948575
ACH-001192,-0.047925831172316524
ACH-001193,-0.3397283771375467
ACH-001196,-0.3114164914744852
ACH-001197,-0.20095269189731407
ACH-001205,-0.036593531370616036
ACH-001211,-0.2705552067902574
ACH-001212,0.0818908511220632
ACH-001228,-0.3294806433345403
ACH-001232,-0.1693734401501044
ACH-001239,-0.16555439341196024
ACH-001270,-0.13994194085318554
ACH-001274,-0.08409315069192756
ACH-001275,-0.016451663600429132
ACH-001277,-0.3002272917946506
ACH-001278,-0.07703360490404247
ACH-001280,-0.19038723707922225
ACH-001283,-0.1571848968642394
ACH-001289,-0.055786977295099294
ACH-001300,0.059581304842393185
ACH-001301,-0.004602056688838336
ACH-001302,-0.12411867331949175
ACH-001306,-0.10615544221123993
ACH-001318,-0.09549518122152617
ACH-001322,-0.1071259266669116
ACH-001328,-0.05826416609716554
ACH-001332,-0.02107451714822881
ACH-001336,0.06942787217386047
ACH-001346,-0.1338156374169313
ACH-001353,-0.14601340253821465
ACH-001354,-0.06412429331463226
ACH-001367,-0.2103436145568172
ACH-001368,-0.15913916825006685
ACH-001374,-0.5092620730269894
ACH-001377,0.03347916595611942
ACH-001380,-0.11506206925698867
ACH-001391,-0.1546891237418725
ACH-001408,-0.07127625278377522
ACH-001430,0.07404072588992143
ACH-001431,0.050575476761891565
ACH-001450,-0.016017439123663647
ACH-001496,-0.11260937104616828
ACH-001500,-0.06147581679169031
ACH-001523,-0.14605881678065696
ACH-001532,-0.07770664687482871
ACH-001550,-0.13950297498718525
ACH-001552,-0.019162193879111788
ACH-001554,-0.06273175766065109
ACH-001654,-0.27776824937321065
ACH-001735,-0.2474367545050375
ACH-001736,-0.05493422473666172
ACH-001737,-0.0794793389148022
ACH-001740,-0.13895238384596353
ACH-001745,-0.07907921964878202
ACH-001765,-0.1822580060820356
