,EIF3G (8666)
ACH-000253,-1.275638085261796
ACH-000255,-1.1248283707010511
ACH-000256,-1.1299457050940631
ACH-000257,-0.636723241231915
ACH-000258,-1.1490371737083442
ACH-000259,-1.0169850741303332
ACH-000260,-1.0413128703814865
ACH-000261,-1.0776478962905365
ACH-000262,-1.2391333464662462
ACH-000263,-0.9793837073000522
ACH-000264,-0.915974863206765
ACH-000265,-1.0528926782095993
ACH-000266,-1.0533037853977794
ACH-000272,-1.134451400669792
ACH-000274,-1.086532137156928
ACH-000277,-0.8431545003696878
ACH-000278,-1.2116009663665794
ACH-000279,-1.1975292867058214
ACH-000280,-1.1592893592694349
ACH-000281,-1.3315359275258003
ACH-000288,-1.0525534177448892
ACH-000291,-1.274535873847198
ACH-000293,-1.011497017847178
ACH-000294,-1.0264876256822926
ACH-000295,-0.9374554810553908
ACH-000296,-1.0556049152819305
ACH-000302,-1.4553328027675922
ACH-000304,-1.1203192940394662
ACH-000307,-1.4292198987488276
ACH-000308,-0.9582880901511608
ACH-000310,-0.9390041501099274
ACH-000311,-1.2346699970579376
ACH-000312,-0.9690562633929566
ACH-000315,-1.113987711547509
ACH-000316,-0.9047711656349022
ACH-000317,-0.9316978280018992
ACH-000318,-1.1219534274329137
ACH-000319,-1.151767501537304
ACH-000320,-1.188177376511261
ACH-000322,-0.7558029142327709
ACH-000323,-1.2025374426803126
ACH-000324,-0.8880263832356701
ACH-000329,-0.917443229148777
ACH-000330,-1.2583797152113059
ACH-000331,-1.1829905253957118
ACH-000332,-1.3869234414636764
ACH-000334,-1.0503063120613048
ACH-000335,-1.0890585257310468
ACH-000336,-1.078987524600438
ACH-000337,-1.1313723602895551
ACH-000338,-1.6068078586998138
ACH-000339,-1.1144155729105696
ACH-000341,-1.2380222241586958
ACH-000348,-1.0959420082767437
ACH-000350,-1.0999165077587183
ACH-000352,-1.2681868362636262
ACH-000356,-0.9199308942968316
ACH-000361,-1.0132718395157605
ACH-000362,-1.0046835677187598
ACH-000363,-1.033698390872843
ACH-000364,-1.3485078399925814
ACH-000365,-0.9136287537936044
ACH-000366,-1.2281280129134529
ACH-000368,-1.0232123733499907
ACH-000374,-0.998727358569346
ACH-000375,-0.9190657993555316
ACH-000376,-0.9756059751575672
ACH-000381,-0.9959072041916744
ACH-000383,-1.2052543741277881
ACH-000387,-0.8628086556313207
ACH-000389,-0.9101586443713064
ACH-000390,-1.25457843995108
ACH-000393,-0.9499962656236972
ACH-000395,-1.36915943145954
ACH-000396,-1.2115614223294642
ACH-000397,-0.9877269810164636
ACH-000401,-1.4251178964750593
ACH-000402,-1.1283644041608476
ACH-000403,-0.9830528787716718
ACH-000404,-1.3585901628264585
ACH-000406,-1.3820420891450471
ACH-000407,-1.1545904948375432
ACH-000408,-1.0595536071134015
ACH-000410,-1.1836739997415262
ACH-000411,-1.193823689362449
ACH-000414,-1.436279694288619
ACH-000415,-0.9554444779841358
ACH-000416,-1.0867258989584696
ACH-000420,-1.0123490337079435
ACH-000421,-1.2187720222383749
ACH-000424,-0.8779447502265304
ACH-000425,-0.9728937108331812
ACH-000426,-1.2488793617888945
ACH-000427,-1.1650049297322411
ACH-000433,-1.2607611794341418
ACH-000435,-1.0496721240189442
ACH-000436,-0.8865633930171333
ACH-000444,-1.034585295833078
ACH-000445,-1.0484868432843963
ACH-000448,-0.9265748328843666
ACH-000450,-0.9335199919810336
ACH-000452,-1.2591280080093459
ACH-000454,-1.4946062434003617
ACH-000458,-1.2353006629777783
ACH-000459,-1.2662994917835124
ACH-000460,-1.0274921151455754
ACH-000461,-1.4192518887581973
ACH-000463,-1.0364595545972413
ACH-000464,-1.174761082414333
ACH-000466,-1.265189717825021
ACH-000467,-1.0004776566671003
ACH-000468,-0.8392953872135862
ACH-000469,-0.8933303783967667
ACH-000470,-0.9146771877348062
ACH-000471,-1.111952489385576
ACH-000472,-0.9027234098030515
ACH-000473,-1.2487230001636045
ACH-000475,-1.0142288114728286
ACH-000476,-0.9490803941685974
ACH-000477,-1.4760553015484987
ACH-000479,-1.1103156040939834
ACH-000480,-1.0137434387845268
ACH-000481,-1.0398492666691803
ACH-000483,-1.2230476193434836
ACH-000484,-0.9264907774910628
ACH-000485,-1.1071759577249511
ACH-000486,-1.2548577636095353
ACH-000487,-1.121637377591713
ACH-000488,-1.02247075373648
ACH-000490,-1.1795076358824357
ACH-000491,-1.2735892705397478
ACH-000495,-1.257286201393605
ACH-000496,-1.2810793490303392
ACH-000499,-1.2154869227858969
ACH-000500,-1.4223500183007411
ACH-000502,-1.0925925916526045
ACH-000503,-1.2360508907341965
ACH-000505,-1.3829755273120523
ACH-000507,-0.9516481130376286
ACH-000510,-1.0095167676861487
ACH-000511,-1.0635453918922644
ACH-000512,-1.0539166507429594
ACH-000516,-0.9266014582984536
ACH-000517,-0.8174606607030116
ACH-000518,-1.0146024059333476
ACH-000520,-1.064355259608735
ACH-000521,-1.1079228112919082
ACH-000522,-1.0304333756765442
ACH-000524,-1.2628742455263269
ACH-000527,-0.9928014964852058
ACH-000528,-1.0494541859248736
ACH-000537,-0.8415005789802752
ACH-000541,-0.9983179651520008
ACH-000542,-1.219684524458157
ACH-000544,-1.2739450769404173
ACH-000545,-1.2755824459538936
ACH-000547,-1.1825009118078889
ACH-000548,-0.9413070963685228
ACH-000549,-1.2860487110689889
ACH-000550,-1.0969436772353685
ACH-000552,-1.3917168783408982
ACH-000556,-1.166057497272715
ACH-000557,-1.0132194973695534
ACH-000569,-0.942832801057476
ACH-000570,-1.1383531700743896
ACH-000571,-1.0621133368075677
ACH-000573,-1.0734415849101815
ACH-000576,-1.012316715505993
ACH-000579,-1.0321897631581594
ACH-000580,-0.956498433470157
ACH-000584,-1.0417635283730675
ACH-000585,-0.9987016961101748
ACH-000588,-0.9266131183993154
ACH-000589,-1.3793264396093374
ACH-000591,-1.3215642038870457
ACH-000593,-1.1535402305208826
ACH-000600,-1.1212480126230644
ACH-000601,-1.2308233346468749
ACH-000605,-0.8923296297684171
ACH-000606,-0.9493682060604984
ACH-000608,-1.2793358577621283
ACH-000614,-1.0935772347182282
ACH-000616,-1.0287789122796451
ACH-000618,-1.0049350966620918
ACH-000619,-1.2753203699120437
ACH-000620,-1.3337611574083716
ACH-000621,-1.062364152517619
ACH-000622,-1.0314166388897013
ACH-000623,-1.2561795938433622
ACH-000624,-1.009430818321161
ACH-000627,-1.1868985953847633
ACH-000630,-1.1698978699910416
ACH-000631,-1.1988425673708232
ACH-000632,-1.0141651353121082
ACH-000633,-1.4472618421131265
ACH-000637,-1.1037275492344438
ACH-000638,-1.1586823416942056
ACH-000646,-1.0997051575414305
ACH-000647,-1.1109643022575535
ACH-000648,-1.159388607208964
ACH-000649,-1.1425597284667386
ACH-000651,-1.0279444696433189
ACH-000652,-1.3280908077344626
ACH-000653,-1.0857569298645495
ACH-000657,-1.2770296200897715
ACH-000658,-0.9928904487730528
ACH-000661,-1.2492316215044619
ACH-000662,-0.9811669203391038
ACH-000663,-1.0234736354293286
ACH-000665,-1.042830189768353
ACH-000671,-1.2417273565496552
ACH-000672,-0.8917928730344886
ACH-000673,-0.9182123322842964
ACH-000676,-0.9645970719560084
ACH-000677,-1.3512781654976411
ACH-000681,-1.5363488059438812
ACH-000683,-1.2174567867485493
ACH-000684,-1.1645431631078969
ACH-000688,-1.2377599332020903
ACH-000693,-1.0683125168491792
ACH-000694,-1.0062626263517689
ACH-000695,-1.0498410097248412
ACH-000696,-0.9734045484225888
ACH-000697,-1.1196696085517357
ACH-000699,-1.2968937900083437
ACH-000701,-1.5784572494294742
ACH-000706,-1.2624959465260983
ACH-000711,-1.0423357870401209
ACH-000713,-0.8821193831749293
ACH-000714,-1.018237606516029
ACH-000718,-0.8812383864332447
ACH-000720,-1.2360350591836011
ACH-000721,-1.0921510633860805
ACH-000724,-1.4065737590537908
ACH-000725,-0.9014583399241902
ACH-000732,-1.00182181501613
ACH-000734,-1.2765083784381566
ACH-000735,-1.3162301981320843
ACH-000736,-1.0303300894630771
ACH-000738,-1.0838451896353651
ACH-000746,-1.1280143795511717
ACH-000747,-1.1979972174185674
ACH-000748,-1.1412696588338165
ACH-000753,-0.8428186823749498
ACH-000756,-1.274491487246056
ACH-000757,-1.2031370504887609
ACH-000758,-1.145975810581781
ACH-000760,-1.2648632924523555
ACH-000762,-1.321192118403543
ACH-000763,-1.1472312978728705
ACH-000764,-0.9861675831828279
ACH-000765,-1.2885725488676067
ACH-000766,-1.0946004087846828
ACH-000767,-1.2209707700436359
ACH-000768,-0.9956917992481636
ACH-000769,-1.2186873857289997
ACH-000770,-0.9908243936176234
ACH-000771,-1.1232622531900243
ACH-000773,-1.183183677732874
ACH-000776,-1.0941605830370855
ACH-000777,-1.304359338509196
ACH-000778,-0.8889381211820745
ACH-000781,-1.3647933293368253
ACH-000782,-1.033233848359118
ACH-000783,-1.1324841828986998
ACH-000784,-1.3129117217999384
ACH-000785,-1.101237113969079
ACH-000787,-1.1101330957860247
ACH-000788,-1.2713744247254637
ACH-000791,-1.1539154857388871
ACH-000792,-1.3565067966562678
ACH-000794,-1.1972561287337653
ACH-000796,-1.1190097907804295
ACH-000798,-1.2635131244301645
ACH-000799,-1.1048958714932948
ACH-000800,-0.8325762165059605
ACH-000802,-0.9670070081020729
ACH-000804,-1.383027537585967
ACH-000805,-1.418818744256482
ACH-000809,-1.2334188300402265
ACH-000810,-1.3670083190877935
ACH-000811,-1.243239486027724
ACH-000817,-1.027874849674427
ACH-000819,-1.0284116871370037
ACH-000820,-1.022966011587167
ACH-000821,-1.222202022934576
ACH-000822,-1.0726531690291619
ACH-000823,-1.12993526391738
ACH-000824,-1.1470057133627105
ACH-000827,-1.0794847680202648
ACH-000829,-1.2959661606609034
ACH-000831,-1.280739265875262
ACH-000832,-0.9503194413999432
ACH-000833,-1.3532442240467442
ACH-000834,-1.2360289236003754
ACH-000835,-0.9894676208455444
ACH-000836,-1.0655109752650718
ACH-000837,-1.0518171121911517
ACH-000838,-0.964282159530885
ACH-000839,-1.3376769023783992
ACH-000840,-0.8537170195696921
ACH-000841,-1.091461277123069
ACH-000843,-1.2867057657509633
ACH-000846,-1.1122968981155297
ACH-000847,-1.03984202783552
ACH-000848,-1.2454445296805592
ACH-000849,-0.9468325807571852
ACH-000851,-0.8756180584924912
ACH-000855,-0.8967210652452227
ACH-000856,-1.2258699174469587
ACH-000858,-1.188489814562782
ACH-000859,-1.1930257349806657
ACH-000861,-1.3676647479695034
ACH-000862,-1.2231801322353366
ACH-000865,-1.2553131054838111
ACH-000866,-1.0493632827459818
ACH-000867,-1.2450344112570362
ACH-000869,-1.0102969497928136
ACH-000872,-1.3171347774622408
ACH-000873,-0.9647352236233014
ACH-000876,-1.2987970528018074
ACH-000878,-1.2649780749369994
ACH-000880,-1.0462956496929532
ACH-000881,-1.0679337178434545
ACH-000882,-0.984696529666413
ACH-000884,-0.8259389344550317
ACH-000885,-1.1035775921420057
ACH-000887,-1.2827308776269668
ACH-000889,-0.9181039070980797
ACH-000896,-1.116570307861511
ACH-000898,-0.925999200764742
ACH-000900,-1.033009133899209
ACH-000901,-0.971726911442571
ACH-000905,-1.05569470877946
ACH-000906,-1.1730506040464406
ACH-000907,-0.9196533044871712
ACH-000910,-1.1869434544743929
ACH-000911,-1.0087350293467592
ACH-000912,-1.0092247303888815
ACH-000913,-1.1870448367143998
ACH-000915,-0.8842788059457346
ACH-000916,-1.4457402919619118
ACH-000917,-1.0623697081507053
ACH-000920,-0.9875442335596
ACH-000921,-0.9539494580927133
ACH-000924,-1.0949616552452441
ACH-000926,-1.287187131569017
ACH-000928,-0.8556984530488875
ACH-000929,-1.1631964184211478
ACH-000932,-0.973911843153052
ACH-000935,-1.2521598082008552
ACH-000936,-1.291136730905449
ACH-000937,-0.8646960195540676
ACH-000938,-0.9983728071633629
ACH-000939,-1.1603361744290206
ACH-000941,-1.209075451739254
ACH-000943,-1.3215413218600234
ACH-000946,-1.0001911846407203
ACH-000947,-1.133012168987935
ACH-000948,-1.2742268146810312
ACH-000950,-0.9096908094981179
ACH-000953,-0.9004415074533269
ACH-000954,-0.7720402111929849
ACH-000957,-0.9565085117825624
ACH-000958,-1.0635251435720248
ACH-000960,-1.0099156548815955
ACH-000963,-1.0129292005345938
ACH-000968,-1.2377977534402456
ACH-000969,-1.106073665464483
ACH-000972,-0.8251720614940967
ACH-000973,-1.1060151981063906
ACH-000974,-1.0408163201796286
ACH-000978,-1.1482362413264413
ACH-000984,-1.0296416926309837
ACH-000986,-1.0849242514290964
ACH-000988,-1.3358760972110157
ACH-000993,-1.1141003266107887
ACH-000994,-1.3274345357311226
ACH-000996,-1.089421636158461
ACH-001001,-1.0685685888623149
ACH-001020,-1.0590137059834728
ACH-001028,-1.1333709529345006
ACH-001031,-1.3380022075235785
ACH-001038,-1.0008421421947564
ACH-001048,-1.2096789948498978
ACH-001050,-1.0384751343090075
ACH-001053,-1.1077785570561456
ACH-001054,-0.6653015210164758
ACH-001061,-0.9371190143574368
ACH-001067,-0.9186742178581612
ACH-001075,-1.238807167336718
ACH-001096,-1.0779333962169428
ACH-001111,-1.182238405123289
ACH-001119,-1.1721164183032262
ACH-001128,-0.9995399262633212
ACH-001134,-0.9063395000239928
ACH-001151,-1.0644294109898904
ACH-001163,-0.9162408509834568
ACH-001164,-1.233640352047945
ACH-001183,-1.0711907999434065
ACH-001192,-1.3343838197740434
ACH-001193,-1.1020741723061331
ACH-001196,-1.112951866871808
ACH-001197,-1.2646396012123926
ACH-001205,-1.069401370265243
ACH-001211,-1.3426624765285151
ACH-001212,-1.5040518104751597
ACH-001228,-1.2748186834346609
ACH-001232,-1.2189681180459584
ACH-001239,-1.2209769865082958
ACH-001270,-1.1152963339051236
ACH-001274,-1.1363222530917387
ACH-001275,-1.1710739617705452
ACH-001277,-1.1223176718830579
ACH-001278,-1.3287732882843737
ACH-001280,-1.045773322483518
ACH-001283,-1.0296499387873306
ACH-001289,-1.100592681744225
ACH-001300,-0.9510070470194428
ACH-001301,-1.0362798601003034
ACH-001302,-1.1925547792930309
ACH-001306,-1.0115843193936518
ACH-001318,-1.3352296086813702
ACH-001322,-1.048512017699469
ACH-001328,-1.2154565217264153
ACH-001332,-1.1785707938362922
ACH-001336,-1.059851096527814
ACH-001346,-1.1273567726402638
ACH-001353,-1.0917474208393074
ACH-001354,-0.8474351159958311
ACH-001367,-1.1662358036162306
ACH-001368,-1.0531974647158502
ACH-001374,-0.682018381010086
ACH-001377,-0.9719992478270922
ACH-001380,-1.1565262787485595
ACH-001391,-1.0423899779017736
ACH-001408,-1.3562702952114043
ACH-001430,-1.0371407098364755
ACH-001431,-1.0714232468593907
ACH-001450,-1.1177611915508343
ACH-001496,-1.1767373863097572
ACH-001500,-1.0928428065654945
ACH-001523,-1.206758144176093
ACH-001532,-1.2453997085772217
ACH-001550,-1.038213488750729
ACH-001552,-1.1801546975101616
ACH-001554,-1.3613259600244452
ACH-001654,-0.9030587440108914
ACH-001735,-1.0857887458215103
ACH-001736,-0.9996233634218764
ACH-001737,-1.200921960869524
ACH-001740,-1.4003422933303231
ACH-001745,-1.0019995123314585
ACH-001765,-1.2060837022820952
