,ETF1 (2107)
ACH-000472,-1.4139121659668068
ACH-000473,-1.3995877519788396
ACH-000475,-1.5167035271332685
ACH-000476,-1.2933263474580106
ACH-000477,-1.6897988000605109
ACH-000479,-1.386543159105438
ACH-000480,-1.559374137139876
ACH-000481,-1.6022402190895302
ACH-000483,-1.565145554501929
ACH-000484,-1.5954857388460049
ACH-000485,-1.2541785160053056
ACH-000486,-1.257294504857417
ACH-000487,-1.5138522975478714
ACH-000488,-1.3722929473587882
ACH-000490,-1.2743844526742028
ACH-000491,-1.495396039170907
ACH-000495,-1.196574803216553
ACH-000496,-1.5121596795064671
ACH-000499,-1.2395672117732226
ACH-000500,-1.242910289823605
ACH-000502,-1.3319738034459467
ACH-000503,-1.619886932425797
ACH-000505,-1.138106891872975
ACH-000507,-1.306276497375899
ACH-000510,-1.3397592099311029
ACH-000511,-1.393779807060267
ACH-000512,-1.4213808978221338
ACH-000516,-1.2467267745431718
ACH-000517,-1.4760027203354864
ACH-000518,-1.4364147970011376
ACH-000520,-1.4431861359382099
ACH-000521,-1.2867281546400045
ACH-000522,-1.37404203066506
ACH-000524,-1.4260093906122158
ACH-000527,-1.3706031303237347
ACH-000528,-1.4283697525552237
ACH-000537,-1.5761707162722731
ACH-000541,-1.3083754997073178
ACH-000542,-1.2539824265732993
ACH-000544,-1.4744235249615487
ACH-000545,-1.2788247687054228
ACH-000547,-1.1667680585428701
ACH-000548,-1.313186254487468
ACH-000549,-1.4953018509293103
ACH-000550,-1.125665580675145
ACH-000552,-1.2909977406847934
ACH-000556,-1.2672688458946926
ACH-000557,-1.4953424184907322
ACH-000569,-1.2428904174771267
ACH-000570,-1.3489188928752482
ACH-000571,-1.407417124961504
ACH-000573,-1.6362854147313677
ACH-000576,-1.3286991436992974
ACH-000579,-1.4727715795533478
ACH-000580,-1.3044528048364834
ACH-000584,-1.5341073191041552
ACH-000585,-1.5001367402092514
ACH-000588,-1.256266794414887
ACH-000589,-1.402481894740091
ACH-000591,-1.3785368118178771
ACH-000593,-1.471704775627634
ACH-000600,-1.3342732540319653
ACH-000601,-1.4217847912820782
ACH-000605,-1.5373603979499306
ACH-000606,-1.3358931193767776
ACH-000608,-1.2170455049041602
ACH-000614,-1.1927783885959728
ACH-000616,-1.3041114097857656
ACH-000618,-1.378823563385449
ACH-000619,-1.40142088220775
ACH-000620,-1.4048579687294722
ACH-000621,-1.508900467155489
ACH-000622,-1.399901793614918
ACH-000623,-1.3849859148693475
ACH-000624,-1.3079427781275614
ACH-000627,-1.1574346633999604
ACH-000630,-1.3997824649948154
ACH-000631,-1.3201097101090071
ACH-000632,-1.3651714791604523
ACH-000633,-1.4929026979677416
ACH-000637,-1.3336116973536083
ACH-000638,-1.3542373658279443
ACH-000646,-1.6336868899210868
ACH-000647,-1.3983205451589302
ACH-000648,-0.9756350660947812
ACH-000649,-1.3909937730947382
ACH-000651,-1.5073592070483108
ACH-000652,-1.2312928046317615
ACH-000653,-1.5086077444784187
ACH-000657,-1.5311226833885496
ACH-000658,-1.4830590472534049
ACH-000661,-1.563424508692458
ACH-000662,-1.2659583221959778
ACH-000663,-1.5164431257475357
ACH-000665,-1.3309517063696674
ACH-000671,-1.6844785007720708
ACH-000672,-1.5547590293635505
ACH-000673,-1.4407456192568031
ACH-000676,-1.3270425051178716
ACH-000677,-1.5258729653016418
ACH-000681,-1.30021902328281
ACH-000683,-1.38096670893031
ACH-000684,-1.3360368681160972
ACH-000688,-1.6346213927369269
ACH-000693,-1.4214521933975206
ACH-000694,-1.3633955259848296
ACH-000695,-1.2670463872677935
ACH-000696,-1.3600487044702174
ACH-000697,-1.3930726015369503
ACH-000699,-1.8195647435892397
ACH-000701,-1.399556225789229
ACH-000706,-1.2699337400859223
ACH-000711,-1.4714356425542092
ACH-000713,-1.159702962689482
ACH-000714,-1.552139058319707
ACH-000718,-1.4516967852840221
ACH-000720,-1.4534844693034812
ACH-000721,-1.3991359750151202
ACH-000724,-1.646846478122807
ACH-000725,-1.5363524992703612
ACH-000732,-1.4593514225982454
ACH-000734,-1.3201483023183938
ACH-000735,-1.451363473144662
ACH-000736,-1.4439050484222955
ACH-000738,-1.512419920312865
ACH-000746,-1.417714697042695
ACH-000747,-1.4075000451775914
ACH-000748,-1.2910685801261963
ACH-000753,-1.541093101805297
ACH-000756,-1.4593058083482289
ACH-000757,-1.3634715813433191
ACH-000758,-1.2942301360517174
ACH-000760,-1.2774780967741888
ACH-000762,-1.2979677915572956
ACH-000763,-1.658734812763408
ACH-000764,-1.434839144306249
ACH-000765,-1.4394859421756852
ACH-000766,-1.4999953883708823
ACH-000767,-1.3688631343948807
ACH-000768,-1.3341189051729772
ACH-000769,-1.376312199500234
ACH-000770,-1.5697158245957812
ACH-000771,-1.3397128431931151
ACH-000773,-1.3417361560384056
ACH-000776,-1.3002306571737638
ACH-000777,-1.3009176699100646
ACH-000778,-1.5352783086417188
ACH-000781,-1.4868038056359705
ACH-000782,-1.4866287031656389
ACH-000783,-1.4970510067463472
ACH-000784,-1.3904340983439687
ACH-000785,-1.4978224108175744
ACH-000787,-1.4525021269870342
ACH-000788,-1.3401501669637472
ACH-000791,-1.3227120547636626
ACH-000792,-1.3705765093211195
ACH-000794,-1.3235307853638048
ACH-000796,-1.166543895554708
ACH-000798,-1.3836360312341391
ACH-000799,-1.5376656511240103
ACH-000800,-1.2740522614090988
ACH-000802,-1.4026411447918317
ACH-000804,-1.2830520527898532
ACH-000805,-1.2669323375947907
ACH-000809,-1.171145768373327
ACH-000810,-1.0237353502091389
ACH-000811,-1.4514210557175282
ACH-000817,-1.361791671034392
ACH-000819,-1.3024441697176157
ACH-000820,-1.2291430270092156
ACH-000821,-1.3292045845086422
ACH-000822,-1.6334196854091212
ACH-000823,-1.24732520772402
ACH-000824,-1.3987761209996876
ACH-000827,-1.3475446631562182
ACH-000829,-1.4003863076215914
ACH-000831,-1.3805030681769652
ACH-000832,-1.2588772879659351
ACH-000833,-1.2726048049244096
ACH-000834,-1.2820770426946992
ACH-000835,-1.4635629304665922
ACH-000836,-1.6290649748271868
ACH-000837,-1.4791698483735334
ACH-000838,-1.3232854181486438
ACH-000839,-1.3806753065024275
ACH-000840,-1.4272223352466566
ACH-000841,-1.3690894258786566
ACH-000843,-1.1374603418421896
ACH-000846,-1.3579002525675312
ACH-000847,-1.318865169598836
ACH-000848,-1.3967208766522716
ACH-000849,-1.2976433589139411
ACH-000851,-1.4706059218839584
ACH-000855,-1.241657666577643
ACH-000856,-1.3611474532762482
ACH-000858,-1.2886048165801387
ACH-000859,-1.3525835255344338
ACH-000861,-1.500725471653871
ACH-000862,-1.4816340873740572
ACH-000865,-1.3630449061866867
ACH-000866,-1.3789321749919272
ACH-000867,-1.254203536531462
ACH-000869,-1.7323445931835264
ACH-000872,-1.420019422966292
ACH-000873,-1.5170402929954458
ACH-000876,-1.8996075793181808
ACH-000878,-1.1294784872755832
ACH-000880,-1.1291709926575182
ACH-000881,-1.4083888010157255
ACH-000882,-1.3521714334720945
ACH-000884,-1.4854586602917217
ACH-000885,-1.4969403144019002
ACH-000887,-1.3292958902102512
ACH-000889,-1.5172425881815426
ACH-000896,-1.3375142421967172
ACH-000898,-1.4119909849189058
ACH-000900,-1.3747061687511084
ACH-000901,-1.354583914899508
ACH-000905,-1.414219828835403
ACH-000906,-1.4378876324450751
ACH-000907,-1.3108750382013885
ACH-000910,-1.589508736593122
ACH-000911,-1.423804788112714
ACH-000912,-1.5612686742287238
ACH-000913,-1.3436508509811635
ACH-000915,-1.4469259408633868
ACH-000916,-1.603272842772478
ACH-000917,-1.5610236352286608
ACH-000920,-1.5357885053545732
ACH-000921,-1.4696201929197468
ACH-000924,-1.3417086505021834
ACH-000926,-1.3955924445963064
ACH-000928,-1.3318639639414107
ACH-000929,-1.1606380637665346
ACH-000932,-1.4351293497731563
ACH-000935,-1.329815427333831
ACH-000936,-1.3508930114635125
ACH-000937,-1.5369245774787572
ACH-000938,-1.2898666554254752
ACH-000939,-1.6005584208464512
ACH-000941,-1.4145545596261675
ACH-000943,-1.2686469784896306
ACH-000946,-1.3597307403410126
ACH-000947,-1.4081879878297598
ACH-000948,-1.4437981883712927
ACH-000950,-1.3713014408812978
ACH-000953,-1.3471855393857781
ACH-000954,-1.3810916873032688
ACH-000957,-1.3182998288041752
ACH-000958,-1.4348009049769153
ACH-000960,-1.4995278862265595
ACH-000963,-1.7334124730289513
ACH-000968,-1.568737308536067
ACH-000969,-1.4225468448096132
ACH-000972,-1.359042447902205
ACH-000973,-1.2670121713050786
ACH-000974,-1.3600872156338608
ACH-000978,-1.4524619351124817
ACH-000984,-1.4682771063321978
ACH-000986,-1.3989583864917825
ACH-000988,-1.4268402140275631
ACH-000993,-1.3897628299233329
ACH-000994,-1.4718297903180584
ACH-000996,-1.3936899519172383
ACH-001001,-1.3555235926100822
ACH-001020,-1.5352254219353836
ACH-001028,-1.4200288335185591
ACH-001031,-1.4072286974810937
ACH-001038,-1.47284092577862
ACH-001048,-1.4043551528463487
ACH-001050,-1.399225093053058
ACH-001053,-1.5681734256356497
ACH-001054,-1.335212340899905
ACH-001061,-1.3754737525816934
ACH-001067,-1.5854417917915364
ACH-001075,-1.4773211836896178
ACH-001096,-1.5668051557239402
ACH-001111,-1.3351597017267025
ACH-001119,-1.4090010252901741
ACH-001128,-1.240654785766694
ACH-001134,-1.3629585776907311
ACH-001151,-1.3069997469993315
ACH-001163,-1.20042347643921
ACH-001164,-1.4715191532645548
ACH-001183,-1.2570623863108912
ACH-001192,-1.59421880958248
ACH-001193,-1.3304258867645693
ACH-001196,-1.6037223171911157
ACH-001197,-1.590956543388765
ACH-001205,-1.3977318619522427
ACH-001211,-1.4771294571688545
ACH-001212,-1.34610637738442
ACH-001228,-1.2010289841133963
ACH-001232,-1.432835497855893
ACH-001239,-1.4925356946119668
ACH-001270,-1.4889310993385296
ACH-001274,-1.5304429295403328
ACH-001275,-1.3287590442617925
ACH-001277,-1.5131139375401257
ACH-001278,-1.3969349261727844
ACH-001280,-1.4202674423563508
ACH-001283,-1.2689449391400478
ACH-001289,-1.3269229532033078
ACH-001300,-1.367904186248124
ACH-001301,-1.2818542684611232
ACH-001302,-1.3260070497570997
ACH-001306,-1.4467522474402703
ACH-001318,-1.4058668202189768
ACH-001322,-1.4262289613817891
ACH-001328,-1.353516520458302
ACH-001332,-1.428912053329335
ACH-001336,-1.3766813452452684
ACH-001346,-1.2696463043946202
ACH-001353,-1.5951409993131858
ACH-001354,-1.2968082530773348
ACH-001367,-1.3845973144853787
ACH-001368,-1.4729498677952981
ACH-001374,-1.2525906095952253
ACH-001377,-1.3716253551367028
ACH-001380,-1.51957396241793
ACH-001391,-1.3241005363983354
ACH-001408,-1.3139023690318954
ACH-001430,-1.355459261888159
ACH-001431,-1.3794099783472276
ACH-001450,-1.2204747650918666
ACH-001496,-1.630306633306958
ACH-001500,-1.5991186787230391
ACH-001523,-1.5424094025160973
ACH-001532,-1.4697055804162484
ACH-001550,-1.2544964578708375
ACH-001552,-1.507407087400965
ACH-001554,-1.4912138683933869
ACH-001654,-1.4324201101502214
ACH-001735,-1.464250185927925
ACH-001736,-1.5146603701957473
ACH-001737,-1.6600798852415275
ACH-001740,-1.4358173333051791
ACH-001745,-1.4695069093737585
ACH-001765,-1.4386573387400108
