,SLX1A (548593)
ACH-000336,-0.11513823069927845
ACH-000337,-0.2530092839815233
ACH-000338,0.2214591062265283
ACH-000339,-0.3388718463882465
ACH-000341,-0.27504710687142936
ACH-000348,-0.2805688928267055
ACH-000350,-0.18534664043964008
ACH-000352,-0.17266050014886544
ACH-000356,-0.3515560787626295
ACH-000361,-0.4538417186235554
ACH-000362,-0.3033501602521345
ACH-000363,-0.2643528837363008
ACH-000364,-0.2747890646923205
ACH-000365,-0.2979984025925056
ACH-000366,-0.2800405194903145
ACH-000368,-0.4751235375900627
ACH-000374,-0.12513117405764196
ACH-000375,-0.38296721415392704
ACH-000376,-0.14236817464137627
ACH-000381,-0.14207584949087984
ACH-000383,-0.10366294796111213
ACH-000387,-0.24480327400539
ACH-000389,-0.5191004880459363
ACH-000390,-0.3551359146444775
ACH-000393,-0.2205958552556153
ACH-000395,-0.2422416881219493
ACH-000396,-0.4691549243365543
ACH-000397,-0.3235732250669855
ACH-000401,-0.2920206188095031
ACH-000402,-0.18835300173927694
ACH-000403,-0.2337482940885664
ACH-000404,-0.3523446111860556
ACH-000406,-0.2614667505657449
ACH-000407,-0.31222328399396704
ACH-000408,-0.08645603407629918
ACH-000410,-0.35813715000631124
ACH-000411,-0.2508486653463309
ACH-000414,-0.2600814965876014
ACH-000415,-0.14618847749444244
ACH-000416,-0.3854318536643512
ACH-000420,-0.5856070235266555
ACH-000421,-0.2469244551439245
ACH-000424,-0.4861415836799194
ACH-000425,-0.5772247614661229
ACH-000426,-0.384525115688837
ACH-000427,-0.17223723766236312
ACH-000433,-0.21205407683239602
ACH-000435,-0.4455817075308284
ACH-000436,-0.434287152365729
ACH-000444,-0.3495788672637804
ACH-000445,-0.3396296981585464
ACH-000448,-0.3358843178577728
ACH-000450,-0.5844925027149361
ACH-000452,-0.1991994869897833
ACH-000454,-0.2514165321994155
ACH-000458,-0.32906351744308715
ACH-000459,-0.3067684705339904
ACH-000460,-0.17832466042350026
ACH-000461,-0.17214985025370338
ACH-000463,-0.4840324819581726
ACH-000464,-0.2201307366590966
ACH-000466,-0.32752111899883
ACH-000467,-0.09245229681464263
ACH-000468,-0.1667581182766547
ACH-000469,-0.1707497349492075
ACH-000470,-0.19477081186048414
ACH-000471,-0.2340184720019489
ACH-000472,-0.4764112507623434
ACH-000473,-0.14639788708668333
ACH-000475,-0.2475188985726424
ACH-000476,-0.15337792126573754
ACH-000477,-0.3703015370594816
ACH-000479,-0.3320130746558688
ACH-000480,-0.12603976386340152
ACH-000481,-0.2859163923899508
ACH-000483,-0.3506658438657981
ACH-000484,-0.3155133971003311
ACH-000485,-0.311540065781826
ACH-000486,-0.31309960253333596
ACH-000487,-0.00232154369449004
ACH-000488,-0.1303053914747316
ACH-000490,-0.273897828551934
ACH-000491,-0.18873899469059024
ACH-000495,-0.5708643036332142
ACH-000496,-0.4404430745197167
ACH-000499,-0.3732918296812083
ACH-000500,0.15853279973965473
ACH-000502,-0.13721468594902855
ACH-000503,-0.17358601157989464
ACH-000505,-0.32605646242703906
ACH-000507,-0.2298262906836261
ACH-000510,-0.4896624427706486
ACH-000511,-0.18576317140985896
ACH-000512,0.16154406011907027
ACH-000516,-0.38972770906943616
ACH-000517,-0.20010146855500105
ACH-000518,-0.2294351492835327
ACH-000520,-0.4441059986451566
ACH-000521,-0.15450635215628264
ACH-000522,-0.3672417222575576
ACH-000524,-0.1697297707926963
ACH-000527,-0.22222986282304288
ACH-000528,-0.27829757878232525
ACH-000537,-0.5444571822417893
ACH-000541,-0.35379692706937393
ACH-000542,-0.42005952165823257
ACH-000544,-0.045296364811468405
ACH-000545,-0.19235046723861893
ACH-000547,-0.33900280209426403
ACH-000548,-0.2323930727089697
ACH-000549,-0.26996930153950777
ACH-000550,-0.022850562301709013
ACH-000552,-0.14302909947295536
ACH-000556,-0.24541081241922694
ACH-000557,-0.0676781340330462
ACH-000569,-0.34294214057236544
ACH-000570,-0.130322055790596
ACH-000571,-0.12915234769359826
ACH-000573,-0.32321518903295104
ACH-000576,-0.2631049267356206
ACH-000579,-0.5356812237112644
ACH-000580,-0.4759588208896619
ACH-000584,-0.2679971994373522
ACH-000585,-0.3456417861377216
ACH-000588,-0.4790906659152111
ACH-000589,-0.2566180310096308
ACH-000591,-0.3372439900011768
ACH-000593,-0.04393176590423212
ACH-000600,-0.3669602495045258
ACH-000601,-0.31758097268996965
ACH-000605,-0.22121471190247166
ACH-000606,-0.2038485260449715
ACH-000608,-0.06295010578284048
ACH-000614,-0.3478755930417991
ACH-000616,-0.3982666542277571
ACH-000618,-0.1205746550652496
ACH-000619,-0.1384218017607394
ACH-000620,-0.32476833066033023
ACH-000621,-0.3832094391516547
ACH-000622,-0.2197553577035587
ACH-000623,-0.11450215180338225
ACH-000624,-0.7954424145558712
ACH-000627,-0.0038706357591881
ACH-000630,-0.15388238403080925
ACH-000631,-0.2887627269469491
ACH-000632,-0.4607347134474387
ACH-000633,-0.08464499422492623
ACH-000637,-0.410104932312596
ACH-000638,-0.4450788366288279
ACH-000646,-0.10080798078605288
ACH-000647,-0.2000817101845711
ACH-000648,-0.2871131237152237
ACH-000649,-0.19402538166852146
ACH-000651,-0.15273570384343949
ACH-000652,-0.18740965515109986
ACH-000653,-0.338607701292582
ACH-000657,-0.4347231746061579
ACH-000658,-0.16494814036683633
ACH-000661,-0.3481290818342265
ACH-000662,-0.06864769785493964
ACH-000663,-0.30612766917411605
ACH-000665,-0.3859207968052625
ACH-000671,-0.2132550548016275
ACH-000672,-0.6589066300271
ACH-000673,-0.2904833873524956
ACH-000676,-0.23369065034966055
ACH-000677,-0.290547857910736
ACH-000681,-0.31849441458389205
ACH-000683,-0.26341817273618545
ACH-000684,-0.4962532577190746
ACH-000688,-0.4172013961721955
ACH-000693,-0.321946998873428
ACH-000694,-0.18755052591689186
ACH-000695,-0.21336907543462053
ACH-000696,-0.35210047443113845
ACH-000697,-0.5864457821723141
ACH-000699,-0.25057611556835824
ACH-000701,-0.29500811554820844
ACH-000706,-0.1364752990935855
ACH-000711,-0.2876448465961958
ACH-000713,-0.5728389400122654
ACH-000714,-0.23013898677777084
ACH-000718,-0.4188715111257899
ACH-000720,-0.13148294198686253
ACH-000721,-0.22414006939380315
ACH-000724,-0.4190212944656093
ACH-000725,-0.3583540146082527
ACH-000732,-0.2193990860201604
ACH-000734,-0.1770729593225906
ACH-000735,-0.09165856323356696
ACH-000736,-0.26974107408460474
ACH-000738,-0.04584408687106742
ACH-000746,-0.24764368426916586
ACH-000747,-0.3417732870528288
ACH-000748,-0.2592426686077823
ACH-000753,-0.4644991781823178
ACH-000756,-0.30966758402325306
ACH-000757,-0.3284363189498091
ACH-000758,-0.19808102331478106
ACH-000760,-0.23423836933510125
ACH-000762,-0.2155789770846014
ACH-000763,-0.3035277417789542
ACH-000764,-0.2401003562833839
ACH-000765,-0.5779562679119182
ACH-000766,-0.4354849310708917
ACH-000767,-0.23218835776063804
ACH-000768,-0.27122241172160044
ACH-000769,-0.3681229843489868
ACH-000770,-0.4626276841768483
ACH-000771,-0.2597804568268833
ACH-000773,-0.2982328595869993
ACH-000776,-0.2947101882874332
ACH-000777,-0.1814039049172861
ACH-000778,-0.2564326178695947
ACH-000781,-0.08442703903971377
ACH-000782,-0.11885828876377932
ACH-000783,-0.20218120581029053
ACH-000784,-0.1845720719869623
ACH-000785,-0.21620591658759486
ACH-000787,-0.20635327560752925
ACH-000788,-0.3493733965804133
ACH-000791,-0.18069570371978305
ACH-000792,-0.3123420352904153
ACH-000794,-0.38345906000259256
ACH-000796,-0.13531405536753766
ACH-000798,-0.4477841549294077
ACH-000799,-0.3448384461098403
ACH-000800,-0.1611879061037832
ACH-000802,-0.4239357608715687
ACH-000804,-0.15337677469716554
ACH-000805,-0.5033023549127921
ACH-000809,-0.3669082543756992
ACH-000810,-0.27625054150965844
ACH-000811,-0.2349120389923612
ACH-000817,-0.3469592201811741
ACH-000819,-0.3555643076069633
ACH-000820,-0.16163481560266016
ACH-000821,-0.37896045182455773
ACH-000822,-0.23405474205124366
ACH-000823,-0.0710938798014325
ACH-000824,-0.12394955036149935
ACH-000827,-0.3804305025815846
ACH-000829,-0.3954671308430685
ACH-000831,-0.0501838279175576
ACH-000832,-0.4253358051882206
ACH-000833,-0.3177766984641957
ACH-000834,-0.29397761293479185
ACH-000835,-0.17442533606753852
ACH-000836,-0.2497536767448897
ACH-000837,-0.09646000859101808
ACH-000838,-0.33225635700639833
ACH-000839,-0.1975723752905353
ACH-000840,-0.2695759355980154
ACH-000841,-0.4066369720380072
ACH-000843,-0.1955067020349774
ACH-000846,-0.34811388445794605
ACH-000847,-0.07832729346397993
ACH-000848,-0.20787324812782032
ACH-000849,-0.3467751994516759
ACH-000851,-0.2515303083260778
ACH-000855,-0.1634405349010597
ACH-000856,-0.18511447086610133
ACH-000858,-0.2316150689882418
ACH-000859,-0.2571250276244155
ACH-000861,-0.5494143030830305
ACH-000862,-0.17544387070941622
ACH-000865,-0.03524562222060365
ACH-000866,-0.3017329994410946
ACH-000867,-0.34473037597036765
ACH-000869,-0.2208914475314552
ACH-000872,-0.2531297499677201
ACH-000873,-0.0163071828783497
ACH-000876,-0.11130381426933117
ACH-000878,-0.12708454907915825
ACH-000880,-0.29540752890634675
ACH-000881,-0.42214746613033416
ACH-000882,-0.19804961258808934
ACH-000884,-0.4385323338726157
ACH-000885,-0.28934796191818685
ACH-000887,-0.1434127108975629
ACH-000889,-0.3119256627157532
ACH-000896,-0.34096848850797845
ACH-000898,-0.3110499175627967
ACH-000900,-0.5261575196577329
ACH-000901,-0.40693661815908144
ACH-000905,-0.4639229149861481
ACH-000906,-0.21816292591032968
ACH-000907,-0.31746864337539193
ACH-000910,-0.16806890704314845
ACH-000911,-0.4735800894700241
ACH-000912,-0.253590185699208
ACH-000913,-0.2874456260758835
ACH-000915,-0.3431419483867528
ACH-000916,0.21549474797186308
ACH-000917,-0.28930294164429604
ACH-000920,-0.4416520180230716
ACH-000921,-0.4224411602387542
ACH-000924,-0.20249925595226387
ACH-000926,-0.2976921535586038
ACH-000928,-0.03935645382662144
ACH-000929,-0.30724057964475904
ACH-000932,-0.5148879769664509
ACH-000935,-0.5794412441429624
ACH-000936,-0.20660894668499194
ACH-000937,-0.00826609875486804
ACH-000938,-0.2132723574887142
ACH-000939,-0.20493434517935247
ACH-000941,-0.2247437876245223
ACH-000943,-0.3631000613837463
ACH-000946,-0.2342462188074027
ACH-000947,-0.2390992442272765
ACH-000948,-0.3552146600192848
ACH-000950,-0.3927740625646892
ACH-000953,-0.15390051615676795
ACH-000954,-0.107040547682117
ACH-000957,-0.2673746718486161
ACH-000958,-0.1515756378088094
ACH-000960,-0.3782926882794132
ACH-000963,-0.2645152579705141
ACH-000968,-0.28191492503966725
ACH-000969,-0.1961109737075896
ACH-000972,-0.6595543407095641
ACH-000973,-0.5046774130562354
ACH-000974,-0.2170042238640782
ACH-000978,-0.2275467190749212
ACH-000984,-0.2382094528676612
ACH-000986,-0.2063230383637458
ACH-000988,-0.3917995836441543
ACH-000993,-0.2604700627374296
ACH-000994,-0.1928469493442024
ACH-000996,-0.27391966297168074
ACH-001001,-0.25065726278192363
ACH-001020,-0.21278880931553068
ACH-001028,-0.11073249773115466
ACH-001031,-0.22029076866724456
ACH-001038,-0.4004506854327027
ACH-001048,-0.04419383969553373
ACH-001050,-0.2531704908554063
ACH-001053,-0.28749140235767
ACH-001054,-0.362093855515874
ACH-001061,-0.18008627220074427
ACH-001067,-0.4823369304089847
ACH-001075,-0.13166070034765048
ACH-001096,-0.03471054571403357
ACH-001111,-0.18962287803654765
ACH-001119,-0.3241886986106774
ACH-001128,-0.5458461882416832
ACH-001134,-0.4032273725816182
ACH-001151,-0.11988713798004418
ACH-001163,-0.242472031737153
ACH-001164,-0.1863289408621192
ACH-001183,-0.18897218392968346
ACH-001192,-0.11798479896549018
ACH-001193,-0.12559106581196885
ACH-001196,-0.33049686723273913
ACH-001197,-0.18595650793080115
ACH-001205,-0.15528784730511636
ACH-001211,-0.3160424581905789
ACH-001212,-0.4204284046814407
ACH-001228,-0.28209548521698835
ACH-001232,-0.32900250550883336
ACH-001239,-0.4205751661776501
ACH-001270,-0.4341383229299673
ACH-001274,-0.33069241195424964
ACH-001275,-0.15059985913321206
ACH-001277,-0.11418357015068813
ACH-001278,-0.13283851341290556
ACH-001280,-0.3405190569411303
ACH-001283,-0.2614389428243661
ACH-001289,-0.18992568782419625
ACH-001300,-0.3698892114748319
ACH-001301,-0.3848309509749853
ACH-001302,-0.21626864588635156
ACH-001306,-0.2925554195488959
ACH-001318,-0.3065811123844837
ACH-001322,-0.4181834101013464
ACH-001328,0.01347892874312127
ACH-001332,-0.2846442167177086
ACH-001336,-0.5319690392847479
ACH-001346,-0.2297067917939763
ACH-001353,-0.3798173871821938
ACH-001354,-0.3750823653704887
ACH-001367,-0.13790357176817802
ACH-001368,-0.5033799432008215
ACH-001374,-0.2786892874079864
ACH-001377,-0.26592817986762723
ACH-001380,-0.14267195876312874
ACH-001391,-0.2385005381023076
ACH-001408,-0.4965663316706913
ACH-001430,-0.1921826517305975
ACH-001431,-0.2055676200376371
ACH-001450,-0.2285013884428665
ACH-001496,-0.18805405290263147
ACH-001500,-0.19631132337532134
ACH-001523,-0.1982602297619913
ACH-001532,-0.3359329581224089
ACH-001550,-0.19191302308090108
ACH-001552,-0.2573622898203152
ACH-001554,-0.2118329638821451
ACH-001654,-0.14232043372392034
ACH-001735,-0.2205929407861619
ACH-001736,-0.2356012176152947
ACH-001737,-0.035631626061525506
ACH-001740,-0.5039886097770793
ACH-001745,-0.2358013277476466
ACH-001765,-0.14990150468994598
