,DR1 (1810)
ACH-000228,-0.6439655711458189
ACH-000231,-0.9396892900937543
ACH-000232,-0.8300207080385164
ACH-000233,-0.39462127781814493
ACH-000234,-0.5440707733176038
ACH-000235,-0.8154036523263173
ACH-000237,-0.7059857703187722
ACH-000238,-0.7166898476743092
ACH-000242,-0.5863831233897543
ACH-000243,-0.8452082922160826
ACH-000244,-0.7152992384789879
ACH-000246,-0.6734787163081016
ACH-000248,-0.5916731020775324
ACH-000250,-0.5816833719099874
ACH-000251,-0.8009093599111693
ACH-000252,-0.7808261155364992
ACH-000253,-0.5824233456947917
ACH-000255,-0.7725245019121809
ACH-000256,-0.5632079114569642
ACH-000257,-0.34212461185034665
ACH-000258,-0.49266438029328297
ACH-000259,-0.3843483940795007
ACH-000260,-0.8086429247099082
ACH-000261,-0.7126367481108773
ACH-000262,-0.902428886627956
ACH-000263,-0.433528401672836
ACH-000264,-0.2862265039924624
ACH-000265,-0.5690813784877742
ACH-000266,-0.7570857900106267
ACH-000272,-0.7670777860824978
ACH-000274,-0.3222727931613007
ACH-000277,-0.9053478617292632
ACH-000278,-0.8082518060578278
ACH-000279,-0.673537147231545
ACH-000280,-0.7615489970198259
ACH-000281,-0.6231650121277043
ACH-000288,-0.4899013005808647
ACH-000291,-0.7083563649094323
ACH-000293,-0.6982725237680272
ACH-000294,-0.8033659195151864
ACH-000295,-0.7968465745403966
ACH-000296,-0.6034787734982033
ACH-000302,-0.2727879948230231
ACH-000304,-0.8591461330955856
ACH-000307,-0.7718820470510446
ACH-000308,-0.5434390227823143
ACH-000310,-0.5575257077214832
ACH-000311,-0.6141083024094933
ACH-000312,-0.6338132092283727
ACH-000315,-0.8604002330586193
ACH-000316,-0.8207622990177103
ACH-000317,-1.3621503707860652
ACH-000318,-0.6556028134809347
ACH-000319,-0.6165788534664839
ACH-000320,-0.6251915492878627
ACH-000322,-0.7005920403460494
ACH-000323,-0.5589242626665067
ACH-000324,-0.5957691709747992
ACH-000329,-0.5918952301776452
ACH-000330,-0.6676029210732238
ACH-000331,-0.9372121254515592
ACH-000332,-0.9067855989703658
ACH-000334,-0.707862622769022
ACH-000335,-0.5657216247318314
ACH-000336,-0.5094822779220858
ACH-000337,-0.7879070306419255
ACH-000338,-0.7532317615413887
ACH-000339,-0.66188933236191
ACH-000341,-0.6614111735997753
ACH-000348,-0.4302774403830568
ACH-000350,-0.7215536294086078
ACH-000352,-0.7915978544389842
ACH-000356,-0.7718124677049699
ACH-000361,-0.20044694298805435
ACH-000362,-0.7699558263048841
ACH-000363,-0.4882273240334316
ACH-000364,-0.7776946809120707
ACH-000365,-0.8022913713505044
ACH-000366,-0.6744606877919909
ACH-000368,-0.7900929383465041
ACH-000374,-0.632008565488119
ACH-000375,-0.4145983559839083
ACH-000376,-0.8866619177382221
ACH-000381,-0.9349969154083502
ACH-000383,-0.5739931131508511
ACH-000387,-0.5717646045035659
ACH-000389,-0.7625745167029223
ACH-000390,-0.7946925332350941
ACH-000393,-0.5778803087999018
ACH-000395,-0.7392466884599871
ACH-000396,-0.8926742818901604
ACH-000397,-0.7768944794223018
ACH-000401,-0.6237865822716024
ACH-000402,-0.663238202864339
ACH-000403,-0.559768012446432
ACH-000404,-1.2074825854216582
ACH-000406,-0.7346688572205012
ACH-000407,-0.6525713042633359
ACH-000408,-0.8007416557086809
ACH-000410,-0.6191483875290075
ACH-000411,-0.7231976719960989
ACH-000414,-0.6340969488812283
ACH-000415,-0.6575776951052447
ACH-000416,-0.5575373462887236
ACH-000420,-0.7016195808086638
ACH-000421,-0.7026914799986104
ACH-000424,-0.6796566191152715
ACH-000425,-0.6140383190051958
ACH-000426,-1.3016420725607545
ACH-000427,-0.5853812059103816
ACH-000433,-0.5446286845067273
ACH-000435,-0.6165779309877705
ACH-000436,-0.7539858425922162
ACH-000444,-0.3051296495780653
ACH-000445,-0.6771147465288185
ACH-000448,-0.7277306030272958
ACH-000450,-0.5929785330716839
ACH-000452,-0.8489348642038413
ACH-000454,-0.8038383024505704
ACH-000458,-0.8390506196455435
ACH-000459,-0.6678387644858979
ACH-000460,-0.628077514103223
ACH-000461,-0.7174754770502474
ACH-000463,-0.5901556077327673
ACH-000464,-0.5924393620099214
ACH-000466,-0.6443257744004759
ACH-000467,-0.5666653960349329
ACH-000468,-0.6787056007832105
ACH-000469,-0.4914737774066926
ACH-000470,-0.763503529508109
ACH-000471,-0.965072234323752
ACH-000472,-0.7064211109779288
ACH-000473,-0.5753602915381425
ACH-000475,-0.6305377779669961
ACH-000476,-0.6939276019359298
ACH-000477,-1.0225770447591225
ACH-000479,-0.8613104546627643
ACH-000480,-0.7744520423836688
ACH-000481,-0.3716021185430335
ACH-000483,-0.3050856463981679
ACH-000484,-0.6053747860317668
ACH-000485,-0.7797531111324705
ACH-000486,-0.883052759003655
ACH-000487,-0.3406806146629805
ACH-000488,-0.5642473881918353
ACH-000490,-0.7402134132539887
ACH-000491,-0.5784894794701742
ACH-000495,-0.5090135243521063
ACH-000496,-0.6499104750828653
ACH-000499,-0.6427048166844213
ACH-000500,-0.5756304909277324
ACH-000502,-0.6723017726533541
ACH-000503,-0.7778338571493927
ACH-000505,-0.6071125022465046
ACH-000507,-0.6452847610368485
ACH-000510,-0.7568086534906079
ACH-000511,-0.6814984153726396
ACH-000512,-0.7755643870115222
ACH-000516,-0.7285864276029228
ACH-000517,-0.438639977441375
ACH-000518,-0.8107786339519741
ACH-000520,-0.7694633329894196
ACH-000521,-0.8337472193038195
ACH-000522,-0.7932659853275059
ACH-000524,-0.3640870058064486
ACH-000527,-0.5869789856149337
ACH-000528,-0.6903931238828719
ACH-000537,-0.8523886521187621
ACH-000541,-0.7524132703646909
ACH-000542,-0.6789469600269171
ACH-000544,-0.7675932978653699
ACH-000545,-0.8385798341128692
ACH-000547,-0.8428074654527544
ACH-000548,-0.6070585586590439
ACH-000549,-0.6846283888808857
ACH-000550,-0.4894617371889212
ACH-000552,-0.6774464063863376
ACH-000556,-0.6670671339830636
ACH-000557,-0.5291175980414891
ACH-000569,-0.6075638345184362
ACH-000570,-0.7635721324932045
ACH-000571,-0.5374648777433029
ACH-000573,-0.4665502164341659
ACH-000576,-0.8376784282094346
ACH-000579,-0.6021089546905575
ACH-000580,-0.7605130390450066
ACH-000584,-0.4816822145370889
ACH-000585,-0.5272146547998801
ACH-000588,-1.1202195386590383
ACH-000589,-0.5698459300824528
ACH-000591,-0.7181194397487383
ACH-000593,-0.606711403802803
ACH-000600,-0.6646386468077555
ACH-000601,-0.5555238032889827
ACH-000605,-0.4976019063968676
ACH-000606,-0.8213695895610319
ACH-000608,-0.4135195493302822
ACH-000614,-0.8480178774931109
ACH-000616,-0.7708020744409186
ACH-000618,-0.5118668101050935
ACH-000619,-0.8272018386395893
ACH-000620,-0.534257325095141
ACH-000621,-0.2429464053216747
ACH-000622,-0.901171458413221
ACH-000623,-0.7108678190775036
ACH-000624,-0.6129115043553377
ACH-000627,-0.7274410439483481
ACH-000630,-0.6308878974903566
ACH-000631,-0.2597338345849705
ACH-000632,-0.8477575717761813
ACH-000633,-0.4886600295763248
ACH-000637,-0.526353927953993
ACH-000638,-1.0304112589130952
ACH-000646,-0.7360632273127656
ACH-000647,-0.4411531913773953
ACH-000648,-0.8779696035756088
ACH-000649,-0.6221339114946739
ACH-000651,-0.3928092247989998
ACH-000652,-0.8476793134149685
ACH-000653,-0.6781430611210658
ACH-000657,-0.7421291945861299
ACH-000658,-0.7740416804921375
ACH-000661,-0.6967442612932017
ACH-000662,-0.7828100463494224
ACH-000663,-0.42965119542936425
ACH-000665,-0.6901133615221257
ACH-000671,-0.2342896750666184
ACH-000672,-0.61729279344678
ACH-000673,-0.6240601379300348
ACH-000676,-0.7299091068487572
ACH-000677,-0.4630014622274133
ACH-000681,-0.5410409058034139
ACH-000683,-0.7952171342151051
ACH-000684,-0.691156816555864
ACH-000688,-0.8520949306491894
ACH-000693,-0.5945902422371572
ACH-000694,-0.3637756013828861
ACH-000695,-0.5556475254524821
ACH-000696,-0.6452688003461663
ACH-000697,-0.5429716422596208
ACH-000699,-0.32329824608285274
ACH-000701,-0.9317733910875692
ACH-000706,-0.7079169294809439
ACH-000711,-0.7093600937102241
ACH-000713,-0.9090567224476482
ACH-000714,-1.026488174975366
ACH-000718,-0.8011137221533857
ACH-000720,-0.7110924578104948
ACH-000721,-0.7692840343617617
ACH-000724,-0.838444044511045
ACH-000725,-0.4067166646013393
ACH-000732,-0.8664224404192534
ACH-000734,-0.557447079842255
ACH-000735,-0.519390957299777
ACH-000736,-0.5031890056746244
ACH-000738,-0.5311344070977966
ACH-000746,-0.5907043498344724
ACH-000747,-0.9218474779406456
ACH-000748,-0.6314733198027076
ACH-000753,-0.640209917525227
ACH-000756,-0.6840706128735751
ACH-000757,-0.4641758622579378
ACH-000758,-0.671909386702136
ACH-000760,-0.7757618321948577
ACH-000762,-0.938495468066608
ACH-000763,-0.9758966314763062
ACH-000764,-0.5643880738486052
ACH-000765,-0.8212773653303013
ACH-000766,-0.3721053483600473
ACH-000767,-0.578082556462973
ACH-000768,-0.7689059818251707
ACH-000769,-0.9005956272456496
ACH-000770,-0.7716056895191844
ACH-000771,-0.6445448946399881
ACH-000773,0.05822425688562069
ACH-000776,-0.857953166757611
ACH-000777,-0.8430235278061319
ACH-000778,-0.7425835475597728
ACH-000781,-0.5461099830566132
ACH-000782,-0.711793181728188
ACH-000783,-0.5166015767887343
ACH-000784,-0.6651145876484729
ACH-000785,-0.7087264546132342
ACH-000787,-0.8297282690996142
ACH-000788,-0.9066984441481136
ACH-000791,-0.6189549028180136
ACH-000792,-0.5876865372397582
ACH-000794,-0.8183714482250393
ACH-000796,-0.5769148417271571
ACH-000798,-0.7880395496750389
ACH-000799,-0.6862293800662249
ACH-000800,-0.6694027594112122
ACH-000802,-0.6828070730234174
ACH-000804,-0.5952135352846974
ACH-000805,-0.6437795831092523
ACH-000809,-0.809120351745418
ACH-000810,-0.7691189225673309
ACH-000811,-0.5357023592707492
ACH-000817,-1.0968278777847107
ACH-000819,-0.6238175854337179
ACH-000820,-0.37539427671617054
ACH-000821,-0.5283096918063265
ACH-000822,-0.6032415008362214
ACH-000823,-0.7828105455558071
ACH-000824,-0.3049594998995157
ACH-000827,-0.6819098554273162
ACH-000829,-0.6431545133147774
ACH-000831,-0.4130369739634672
ACH-000832,-0.8625462151916559
ACH-000833,-0.13791436265072546
ACH-000834,-0.9271544384408882
ACH-000835,-0.6768603675384433
ACH-000836,-0.5651847164643254
ACH-000837,-0.5789870250704209
ACH-000838,-0.9398934780334096
ACH-000839,-0.6568041289782507
ACH-000840,-0.3981094136105051
ACH-000841,-0.5984181043702447
ACH-000843,-0.8323165576387561
ACH-000846,-0.5959644128821169
ACH-000847,-0.5950764140491749
ACH-000848,-0.6488722592328957
ACH-000849,-0.6129650033649605
ACH-000851,-0.6335487103679008
ACH-000855,-0.7348391381284167
ACH-000856,-0.7144156166939954
ACH-000858,-0.7525008499580517
ACH-000859,-0.6654805970700379
ACH-000861,-0.8048197295702892
ACH-000862,-0.7256676668167027
ACH-000865,-0.6031259472767219
ACH-000866,-0.7643800825566449
ACH-000867,-0.5432624245655362
ACH-000869,-0.5251543286252556
ACH-000872,-0.8290494981127957
ACH-000873,-0.5696176634644495
ACH-000876,-0.515610956017275
ACH-000878,-0.7004337675310025
ACH-000880,-0.7007562797293607
ACH-000881,-0.5915445828487621
ACH-000882,-0.6620676752738858
ACH-000884,-0.9422177666974576
ACH-000885,-0.5815622128278232
ACH-000887,-0.6489931725996845
ACH-000889,-1.1403368564151026
ACH-000896,-0.5028066968409229
ACH-000898,-0.2942011202959079
ACH-000900,-0.5690757434790608
ACH-000901,-0.6324787290314187
ACH-000905,-0.8746996414316935
ACH-000906,-0.5782724113040403
ACH-000907,-0.5856656712067805
ACH-000910,-0.7058555243357729
ACH-000911,-0.6980351483990128
ACH-000912,-0.8825857193506434
ACH-000913,-0.7759809876221685
ACH-000915,-0.8965304651874336
ACH-000916,-0.521998090086429
ACH-000917,-0.7904547900413302
ACH-000920,-0.6462474876997679
ACH-000921,-0.6828152448321665
ACH-000924,-0.08331324191028182
ACH-000926,-0.6695846624848855
ACH-000928,-0.5670384068852103
ACH-000929,-0.7653071152100536
ACH-000932,-0.5907941539170319
ACH-000935,-0.4961726759293151
ACH-000936,-0.5869154901993202
ACH-000937,-0.14881111135263453
ACH-000938,-0.6856821151905151
ACH-000939,-0.5371490741722148
ACH-000941,-0.16752150499310034
ACH-000943,-0.7478937637096412
ACH-000946,-0.4752749587555646
ACH-000947,-0.6346992998149938
ACH-000948,-0.5997494785971514
ACH-000950,-0.8800794959530173
ACH-000953,-0.5843536434003871
ACH-000954,-0.5949081290397774
ACH-000957,-0.3837869546445925
ACH-000958,-0.8261748468616052
ACH-000960,-0.2763818366329613
ACH-000963,-0.6359858337625746
ACH-000968,-0.688225304161259
ACH-000969,-0.5077513661911032
ACH-000972,-0.7373473438246666
ACH-000973,-0.4888558934247817
ACH-000974,-0.5735069506305488
ACH-000978,-0.7443597025337207
ACH-000984,-0.7362896778875658
ACH-000986,-0.7456102251140844
ACH-000988,-0.4685142539594223
ACH-000993,-0.6625063184953751
ACH-000994,-0.7365799817331655
ACH-000996,-0.7183458182421465
ACH-001001,-0.36167300014020576
ACH-001020,-0.4080279199365213
ACH-001028,-0.5240237605582904
ACH-001031,-0.671544323207206
ACH-001038,-0.4943401323658356
ACH-001048,-0.6181173039665351
ACH-001050,-0.6614025117515776
ACH-001053,-0.18223488486414885
ACH-001054,-0.7496561608840216
ACH-001061,-0.707379381735115
ACH-001067,-0.7969773035261345
ACH-001075,-0.8143161822370482
ACH-001096,-0.3649260674380157
ACH-001111,-0.5745831441959757
ACH-001119,-0.5000809419387907
ACH-001128,-0.011936840338852377
ACH-001134,-0.38167523636989703
ACH-001151,-0.5271043372369705
ACH-001163,-0.6879477855008036
ACH-001164,-0.5230217739653364
ACH-001183,-0.6284597576119261
ACH-001192,-0.5247217552072196
ACH-001193,-0.5283565334841053
ACH-001196,-0.496072640998692
ACH-001197,-0.6070098585735393
ACH-001205,-0.6695431289145926
ACH-001211,-0.5088028444942877
ACH-001212,-0.4312455978815597
ACH-001228,-0.6038298909346487
ACH-001232,-0.8736401057825317
ACH-001239,-0.8332282335018742
ACH-001270,-0.5863367117012467
ACH-001274,-0.761442728363817
ACH-001275,-0.5025421492526175
ACH-001277,-0.5993326167390961
ACH-001278,-0.4757413598608855
ACH-001280,-0.2470622952367176
ACH-001283,-0.9237502914310516
ACH-001289,-0.6497726365941779
ACH-001300,-0.7304062975484801
ACH-001301,-0.5206850321814153
ACH-001302,-0.6506415526963601
ACH-001306,-0.7945145346522168
ACH-001318,-0.6487796583964642
ACH-001322,-0.6067941733730261
ACH-001328,-0.5519701436090669
ACH-001332,-0.6543295219380031
ACH-001336,-0.8782206618312081
ACH-001346,-1.1171329272989348
ACH-001353,-0.8820187071494867
ACH-001354,-0.4492989926508
ACH-001367,-0.3730150453721132
ACH-001368,-0.3826575909723927
ACH-001374,-0.22663599728180234
ACH-001377,-0.7704256428509951
ACH-001380,-0.5492982929013874
ACH-001391,-0.4796702048210336
ACH-001408,-0.9301674955043993
ACH-001430,-0.8265171341243825
ACH-001431,-0.6989158344999884
ACH-001450,-0.4372496638405923
ACH-001496,-0.6567948919016894
ACH-001500,-0.3632015776122435
ACH-001523,-0.6965960805729651
ACH-001532,-0.6198523537686834
ACH-001550,-0.2536901344881439
ACH-001552,-0.6914569281871729
ACH-001554,-0.7890791814392437
ACH-001654,-0.7416364091208404
ACH-001735,-0.44438324685472896
ACH-001736,-0.5177409024587157
ACH-001737,-0.13870415521736204
ACH-001740,-0.4948107142108114
ACH-001745,-0.5140278452030798
ACH-001765,-0.3333984717237912
