,MADCAM1 (8174)
ACH-000397,0.038889159874022534
ACH-000401,-0.1339202186712713
ACH-000402,0.16686666145464854
ACH-000403,-0.18779808956526395
ACH-000404,-0.4059102010625371
ACH-000406,-0.04522132223909887
ACH-000407,-0.13597969727791756
ACH-000408,0.07341817887879433
ACH-000410,-0.05670300916010178
ACH-000411,-0.2693031575360945
ACH-000414,-0.09445396622887407
ACH-000415,-0.11518540680970568
ACH-000416,-0.15998125968420038
ACH-000420,-0.11356009823275375
ACH-000421,-0.07590998310790492
ACH-000424,-0.3089286015017892
ACH-000425,-0.02327951839586211
ACH-000426,-0.0856177896332254
ACH-000427,-0.3132958033710591
ACH-000433,-0.30340914733448915
ACH-000435,0.007322489962274695
ACH-000436,-0.26273758347917725
ACH-000444,-0.14453976072250552
ACH-000445,-0.22100065036718075
ACH-000448,-0.042317755554815734
ACH-000450,0.060694127764464374
ACH-000452,-0.1129584116182602
ACH-000454,-0.012575423710474288
ACH-000458,-0.107269406137946
ACH-000459,-0.08503964413297647
ACH-000460,-0.28017551213248976
ACH-000461,-0.161348340354682
ACH-000463,-0.25975340871138003
ACH-000464,-0.036187303586738134
ACH-000466,-0.35496581718844405
ACH-000467,-0.280044941341423
ACH-000468,0.09203945689242823
ACH-000469,-0.21584799469526564
ACH-000470,-0.09552932036827874
ACH-000471,-0.052804682292275855
ACH-000472,-0.10547832125580738
ACH-000473,-0.1968331553307081
ACH-000475,-0.2432354382816941
ACH-000476,-0.03785393627377205
ACH-000477,0.010183084465908343
ACH-000479,-0.09507571539983263
ACH-000480,-0.183688865048006
ACH-000481,-0.05581220911601032
ACH-000483,-0.11367821943844646
ACH-000484,-0.0612190186201514
ACH-000485,-0.1034178309533366
ACH-000486,-0.25721287218463196
ACH-000487,-0.08882007321710171
ACH-000488,-0.20243592294101231
ACH-000490,-0.07076907757112516
ACH-000491,0.04280864914961351
ACH-000495,0.10417161699069838
ACH-000496,-0.03576516657502243
ACH-000499,0.21350795360825184
ACH-000500,0.004666609102896718
ACH-000502,0.010764484815285613
ACH-000503,-0.02713499801805399
ACH-000505,-0.15243251403167402
ACH-000507,-0.10791053890898547
ACH-000510,-0.04074758818663441
ACH-000511,-0.011217161277567422
ACH-000512,-0.17293859237182116
ACH-000516,-0.030704706705919925
ACH-000517,-0.09529360075422603
ACH-000518,-0.04639698022126798
ACH-000520,-0.06514611242947298
ACH-000521,-0.21977668468389505
ACH-000522,-0.05932869296009821
ACH-000524,-0.06455861965929566
ACH-000527,-0.0970048957501728
ACH-000528,-0.11065549945278537
ACH-000537,-0.04839830108105319
ACH-000541,-0.3170626163721276
ACH-000542,-0.11198872549515376
ACH-000544,-0.2066884826181104
ACH-000545,-0.20561058928878267
ACH-000547,-0.21935406705842825
ACH-000548,-0.09836731229056016
ACH-000549,-0.24716850261714315
ACH-000550,-0.02183338481648417
ACH-000552,-0.08136644466829243
ACH-000556,-0.17539686033713622
ACH-000557,-0.00023484348463313556
ACH-000569,-0.07646671955564263
ACH-000570,0.05604158005673962
ACH-000571,0.00923528544608612
ACH-000573,-0.19868385055199267
ACH-000576,0.041770308102918416
ACH-000579,-0.05976517881197284
ACH-000580,-0.05290459091875793
ACH-000584,-0.06860757290755719
ACH-000585,-0.10733838618298408
ACH-000588,-0.048539259685393306
ACH-000589,-0.12031087736257358
ACH-000591,-0.13244662440270655
ACH-000593,0.0363374411460025
ACH-000600,-0.1877277543480895
ACH-000601,-0.19772334058692145
ACH-000605,0.004792495693516828
ACH-000606,-0.034777539204211866
ACH-000608,-0.12690698869562353
ACH-000614,0.00889127836040227
ACH-000616,-0.052674794999150766
ACH-000618,-0.3337801919589061
ACH-000619,0.05665485623058071
ACH-000620,-0.18891505246564985
ACH-000621,-0.048501153058268
ACH-000622,-0.11886131693500444
ACH-000623,-0.1960461035181163
ACH-000624,-0.0161723182705144
ACH-000627,-0.11300306524973325
ACH-000630,-0.019079321385902896
ACH-000631,-0.1414737739592763
ACH-000632,0.007046263691610745
ACH-000633,-0.27510375217374045
ACH-000637,0.05281910726270535
ACH-000638,0.07651939747724654
ACH-000646,-0.022118743298234583
ACH-000647,-0.02210174415071978
ACH-000648,-0.07659527281993188
ACH-000649,-0.14504487446681066
ACH-000651,0.01887230748359386
ACH-000652,-0.03340535215763328
ACH-000653,0.0017291205718033664
ACH-000657,-0.09078762401967937
ACH-000658,-0.06906853641879368
ACH-000661,-0.23098276574329826
ACH-000662,-0.09301267990853324
ACH-000663,-0.029285770262323638
ACH-000665,-0.2897600928432728
ACH-000671,-0.18775366173182206
ACH-000672,-0.5412411226503249
ACH-000673,-0.03811444943084927
ACH-000676,-0.18724276684677396
ACH-000677,0.08560840939995021
ACH-000681,-0.2037127627112132
ACH-000683,-0.0707325285451669
ACH-000684,-0.1074296869488926
ACH-000688,-0.0947376679868968
ACH-000693,-0.14618120840476248
ACH-000694,-0.1742116750323515
ACH-000695,0.02649270630164037
ACH-000696,-0.051541711706397715
ACH-000697,-0.044509395401933965
ACH-000699,-0.10579801839941166
ACH-000701,-0.016594192641352756
ACH-000706,-0.13391200396945327
ACH-000711,-0.041011505375274517
ACH-000713,-0.07194730019990685
ACH-000714,-0.05231777114850082
ACH-000718,-0.010615575638972176
ACH-000720,-0.04196217882916774
ACH-000721,-0.08135440594030524
ACH-000724,-0.009907020893807657
ACH-000725,-0.04959007188373337
ACH-000732,-0.2746419990478813
ACH-000734,-0.22421976819029948
ACH-000735,-0.13465701876174574
ACH-000736,-0.2718917326514274
ACH-000738,0.05211344382768417
ACH-000746,-0.04850733690000055
ACH-000747,-0.20313263713645752
ACH-000748,-0.17844333192283068
ACH-000753,-0.0905639441098362
ACH-000756,-0.1334067438629067
ACH-000757,0.057614048316431965
ACH-000758,-0.14625127621152695
ACH-000760,0.00268998981144482
ACH-000762,-0.15244562978331272
ACH-000763,-0.10805901180738067
ACH-000764,0.0003728727600613564
ACH-000765,-0.17769189053931606
ACH-000766,-0.10943415233183584
ACH-000767,-0.18612040571315547
ACH-000768,0.1377991654427664
ACH-000769,0.0382819858836171
ACH-000770,-0.1625374612427608
ACH-000771,-0.0956597730546011
ACH-000773,-0.1232285572021874
ACH-000776,-0.1978540173258745
ACH-000777,0.014297717298767013
ACH-000778,-0.06330870079492938
ACH-000781,-0.13799270389709084
ACH-000782,0.3293309631433775
ACH-000783,-0.16966660594044175
ACH-000784,-0.02950889878889765
ACH-000785,-0.1085384386114666
ACH-000787,-0.07576579036610259
ACH-000788,-0.09363035805560553
ACH-000791,-0.11221582750301794
ACH-000792,-0.18684746989818765
ACH-000794,-0.1341673985810097
ACH-000796,-0.12571916587544238
ACH-000798,0.14878448939944666
ACH-000799,-0.15115566391737076
ACH-000800,-0.18150808991981665
ACH-000802,-0.10991545422764502
ACH-000804,-0.351656302646943
ACH-000805,-0.26583112835143563
ACH-000809,-0.06564257641550199
ACH-000810,-0.1737041780917674
ACH-000811,-0.13287087056606772
ACH-000817,0.046224632936882254
ACH-000819,-0.05236942396131963
ACH-000820,-0.1924036047474652
ACH-000821,-0.15335883537912115
ACH-000822,-0.08989194097024585
ACH-000823,0.057659376978422265
ACH-000824,-0.10909909392459967
ACH-000827,-0.2416120432464008
ACH-000829,-0.1523780151180598
ACH-000831,-0.08904526630874117
ACH-000832,0.11523519381419844
ACH-000833,0.06777010145501097
ACH-000834,-0.10727899662527478
ACH-000835,-0.13690699932272954
ACH-000836,-0.08551075176088094
ACH-000837,-0.1669922069922467
ACH-000838,-0.025356218917381
ACH-000839,-0.17211959864122856
ACH-000840,-0.3233091471890596
ACH-000841,-0.17785438294308634
ACH-000843,-0.15184180772827646
ACH-000846,0.08060584471260329
ACH-000847,-0.0037605169189702564
ACH-000848,-0.02900555135920656
ACH-000849,-0.04596491490229112
ACH-000851,-0.04905226161200333
ACH-000855,-0.0687701052029205
ACH-000856,-0.24082836041677624
ACH-000858,-0.0009571150687246924
ACH-000859,0.09680976791900554
ACH-000861,-0.15321804470533545
ACH-000862,0.0034122454606757397
ACH-000865,-0.23427916275444344
ACH-000866,-0.04620191988538087
ACH-000867,-0.11825516063165847
ACH-000869,0.0575613085986784
ACH-000872,-0.019168895810853983
ACH-000873,0.07249099761360933
ACH-000876,-0.10907362320309466
ACH-000878,-0.0766424637336122
ACH-000880,-0.08306220994628626
ACH-000881,-0.20966873227429966
ACH-000882,-0.13485811523639432
ACH-000884,-0.08993999290415836
ACH-000885,-0.17915186462073784
ACH-000887,-0.07579681386481146
ACH-000889,-0.08154266326922399
ACH-000896,0.002445007580970912
ACH-000898,0.004464398922170486
ACH-000900,0.051729455647597886
ACH-000901,-0.051477814544611665
ACH-000905,0.11841853142055925
ACH-000906,0.003398004513428998
ACH-000907,-0.03314649194660401
ACH-000910,-0.0016142392910397216
ACH-000911,-0.08243043662503828
ACH-000912,-0.22000978136127092
ACH-000913,-0.14457619976107755
ACH-000915,0.010028593829010432
ACH-000916,0.5119660520983325
ACH-000917,-0.2383746709059493
ACH-000920,-0.04662626944751814
ACH-000921,-0.08910242431260508
ACH-000924,-0.07274168297694103
ACH-000926,-0.2348954850481258
ACH-000928,-0.3984139638279549
ACH-000929,-0.19415470376041336
ACH-000932,-0.16416597549578135
ACH-000935,-0.32351376588316394
ACH-000936,-0.016183857143953928
ACH-000937,-0.11165676451863214
ACH-000938,-0.011796396192068426
ACH-000939,-0.349341061129584
ACH-000941,-0.18674216480045025
ACH-000943,-0.08012082475299362
ACH-000946,-0.13791264551020227
ACH-000947,-0.030146743806656755
ACH-000948,-0.10860820024590097
ACH-000950,0.0005680975261532126
ACH-000953,-0.19815226449835904
ACH-000954,-0.3334509338050726
ACH-000957,-0.02818981358516192
ACH-000958,-0.14802117113524366
ACH-000960,-0.15946419101788345
ACH-000963,-0.09189460140181807
ACH-000968,-0.1060048535470963
ACH-000969,0.08512795538259249
ACH-000972,0.05825033959925871
ACH-000973,-0.01595504385710558
ACH-000974,-0.07098222676906274
ACH-000978,-0.1921013324212307
ACH-000984,-0.10092524122307367
ACH-000986,-0.08117775062517832
ACH-000988,-0.057014961393736026
ACH-000993,-0.06038196908082899
ACH-000994,0.0036963111859940594
ACH-000996,-0.12269965938186313
ACH-001001,-0.00698537820484765
ACH-001020,-0.3338522636611108
ACH-001028,-0.12798856287582389
ACH-001031,-0.20033019572477656
ACH-001038,0.025080118174572008
ACH-001048,-0.18324571476790705
ACH-001050,-0.0947433835406416
ACH-001053,-0.003834664095396132
ACH-001054,-0.2602008640866358
ACH-001061,-0.07585620616434345
ACH-001067,-0.26888039281980736
ACH-001075,-0.26630415139938685
ACH-001096,0.011483099055573756
ACH-001111,0.01069312237589935
ACH-001119,0.023676549843166403
ACH-001128,-0.3682223439748953
ACH-001134,-0.18238848719193007
ACH-001151,-0.0547073497520458
ACH-001163,-0.15240178980262845
ACH-001164,-0.1045285456458564
ACH-001183,-0.08412855861061494
ACH-001192,-0.1918222884938728
ACH-001193,0.2899461214164599
ACH-001196,-0.022868167912233173
ACH-001197,0.06190932267803782
ACH-001205,-0.03730948920848855
ACH-001211,-0.2961443817802333
ACH-001212,0.09109907575515397
ACH-001228,-0.3151287024913184
ACH-001232,-0.1389483296770854
ACH-001239,-0.12954226136564606
ACH-001270,-0.07808453862724406
ACH-001274,-0.027766321003513426
ACH-001275,-0.001993668685946339
ACH-001277,-0.3214940459740774
ACH-001278,-0.16670340435879724
ACH-001280,-0.2476284611463618
ACH-001283,-0.0815745354177694
ACH-001289,-0.18999805049893664
ACH-001300,-0.1920571314592549
ACH-001301,-0.12627339866712736
ACH-001302,-0.0566984580810114
ACH-001306,-0.09934436751704064
ACH-001318,-0.10865259968252183
ACH-001322,-0.039372425567798026
ACH-001328,-0.030895820527342993
ACH-001332,-0.12129129771113545
ACH-001336,-0.03986881375035984
ACH-001346,-0.1797645237848589
ACH-001353,-0.13173249083179134
ACH-001354,-0.1239599652526105
ACH-001367,-0.012003176844649287
ACH-001368,-0.2077058952305773
ACH-001374,-0.12305033782709968
ACH-001377,0.01960080843952911
ACH-001380,-0.11486256409751555
ACH-001391,-0.13527989182649722
ACH-001408,-0.1089129241945724
ACH-001430,0.17818618533200192
ACH-001431,-0.1681798774959837
ACH-001450,0.05022325559323428
ACH-001496,-0.12981575520997712
ACH-001500,0.02157303693823024
ACH-001523,0.03702104567537143
ACH-001532,-0.19384678197179814
ACH-001550,-0.1630445508609405
ACH-001552,-0.22964877263525826
ACH-001554,-0.15495168880421575
ACH-001654,-0.11063158712152993
ACH-001735,-0.06647867969500312
ACH-001736,-0.19592689792973506
ACH-001737,0.29180122971596145
ACH-001740,-0.02266627750650606
ACH-001745,-0.19282088047526366
ACH-001765,-0.052694506140105186
