,FAM83H (286077)
ACH-001523,-0.543670595872415
ACH-001532,-0.12577345842072055
ACH-001550,-0.21243491986641128
ACH-001552,-0.2000150454014294
ACH-001554,-0.30432444849083035
ACH-001654,-0.408910537093432
ACH-001735,-0.0008433059451024692
ACH-001736,-0.09897018233446343
ACH-001737,-0.08919994678560547
ACH-001740,-0.10940695107110002
ACH-001745,-0.13138456635270193
ACH-001765,-0.09307861246391323
