,AGRN (375790)
ACH-000725,-0.1564257293702205
ACH-000732,-0.16648194459752327
ACH-000734,-0.19838046510819252
ACH-000735,-0.3183727795407281
ACH-000736,-0.0691505175749335
ACH-000738,-0.24652640113366825
ACH-000746,-0.16737517891331302
ACH-000747,-0.2786192297882813
ACH-000748,-0.2251366088547216
ACH-000753,-0.18905011416627496
ACH-000756,-0.12897452226600048
ACH-000757,-0.17552447653827913
ACH-000758,-0.2423958140202487
ACH-000760,-0.3500220199148877
ACH-000762,0.037682539104077636
ACH-000763,-0.11941515607717908
ACH-000764,-0.037830937137552735
ACH-000765,-0.3894439814760893
ACH-000766,-0.1597163560825405
ACH-000767,-0.2813500842325191
ACH-000768,-0.11132490178443008
ACH-000769,-0.22510269598480065
ACH-000770,-0.2128651210487068
ACH-000771,-0.2355220604366495
ACH-000773,-0.24944779210906534
ACH-000776,-0.3048576382259746
ACH-000777,-0.2380281435026225
ACH-000778,-0.0628852565917161
ACH-000781,-0.21321025310592648
ACH-000782,-0.2708930860486034
ACH-000783,-0.30606885543141604
ACH-000784,-0.2252280251882967
ACH-000785,-0.16803222872960635
ACH-000787,-0.25801171225238
ACH-000788,-0.22508575643491344
ACH-000791,-0.15715112956776314
ACH-000792,-0.35681464040471783
ACH-000794,-0.2467181432666892
ACH-000796,-0.29976847269904644
ACH-000798,-0.2464830761213601
ACH-000799,-0.19315634852605967
ACH-000800,-0.25745585180431985
ACH-000802,-0.2872817974483671
ACH-000804,0.024486956382399238
ACH-000805,-0.18293249401299336
ACH-000809,-0.3115042154022481
ACH-000810,-0.5483122999271505
ACH-000811,-0.19781730416736776
ACH-000817,-0.19467776770592604
ACH-000819,-0.2477202265711388
ACH-000820,-0.18557174586876207
ACH-000821,-0.07184940514974457
ACH-000822,-0.13293730471249673
ACH-000823,-0.1932807434337075
ACH-000824,-0.3260218019949551
ACH-000827,-0.2369398800066948
ACH-000829,-0.22177738329321206
ACH-000831,-0.15459913455871765
ACH-000832,-0.15646719886491542
ACH-000833,-0.007527355691293744
ACH-000834,-0.19101375583848984
ACH-000835,-0.2902123915107524
ACH-000836,-0.21669335192345307
ACH-000837,-0.13620755795579154
ACH-000838,-0.17140749252772172
ACH-000839,-0.2367030359411823
ACH-000840,-0.2071727609746405
ACH-000841,-0.30024208199154845
ACH-000843,-0.2516766291344452
ACH-000846,-0.14104415600055353
ACH-000847,-0.17940964542009716
ACH-000848,-0.29084454753856603
ACH-000849,-0.369317304091855
ACH-000851,-0.2986526575482589
ACH-000855,-0.10613942007615502
ACH-000856,-0.2299471532015424
ACH-000858,-0.2849570859029575
ACH-000859,-0.037158184447503684
ACH-000861,-0.24502290107031166
ACH-000862,-0.1973278417295173
ACH-000865,-0.17928780639102201
ACH-000866,-0.2543361628958024
ACH-000867,-0.2841092441033299
ACH-000869,-0.02637504049431628
ACH-000872,-0.2354789216190725
ACH-000873,-0.3124021350711091
ACH-000876,-0.2857201732903764
ACH-000878,-0.1665554110317779
ACH-000880,-0.12343830535285782
ACH-000881,-0.2057312519276252
ACH-000882,-0.13008900420728095
ACH-000884,-0.2183134050295189
ACH-000885,-0.24459930544746095
ACH-000887,-0.2210525229428288
ACH-000889,-0.20150498234425704
ACH-000896,-0.1287141466727246
ACH-000898,-0.18855497709729907
ACH-000900,-0.14790471758543675
ACH-000901,-0.3184960920296847
ACH-000905,-0.11258423494752086
ACH-000906,-0.19818421549334125
ACH-000907,-0.3014297912746359
ACH-000910,-0.2807432614188807
ACH-000911,-0.22614592638047964
ACH-000912,-0.19093694814460813
ACH-000913,-0.2014256991365719
ACH-000915,-0.22867668914968195
ACH-000916,-0.1668751952284157
ACH-000917,-0.10184192781253626
ACH-000920,-0.4589383057084374
ACH-000921,-0.24240661019775264
ACH-000924,-0.2920102939911642
ACH-000926,-0.19925691907845666
ACH-000928,-0.25947755770270137
ACH-000929,-0.18562513703648406
ACH-000932,-0.25063658873675915
ACH-000935,-0.3671546487622501
ACH-000936,-0.14231125080786014
ACH-000937,-0.1700065626332092
ACH-000938,-0.2551363447254682
ACH-000939,-0.20724661457462407
ACH-000941,-0.12141169784543313
ACH-000943,-0.08452690537579677
ACH-000946,-0.2273804964727257
ACH-000947,-0.3154272935281489
ACH-000948,-0.1463304598343383
ACH-000950,-0.2793820780093783
ACH-000953,-0.2649339439221689
ACH-000954,-0.13187739759663533
ACH-000957,-0.10028944446244402
ACH-000958,-0.09983032365626644
ACH-000960,-0.2914067430066696
ACH-000963,-0.11728325776236685
ACH-000968,-0.2438709335603053
ACH-000969,-0.1475007888693938
ACH-000972,-0.3713851452625878
ACH-000973,-0.16843069222979876
ACH-000974,-0.17313033358532834
ACH-000978,-0.0491372413918898
ACH-000984,-0.38038109095582295
ACH-000986,-0.22004257070132127
ACH-000988,-0.3204359583131897
ACH-000993,-0.4082485882324297
ACH-000994,-0.2672925337149125
ACH-000996,-0.12493830989864838
ACH-001001,-0.2536564553960538
ACH-001020,-0.18003532240717302
ACH-001028,-0.260882163194497
ACH-001031,-0.1684683484556874
ACH-001038,-0.2332764401572369
ACH-001048,-0.2214219430610664
ACH-001050,-0.2823968723855345
ACH-001053,-0.3827835566788577
ACH-001054,-0.3110116305395022
ACH-001061,-0.2810135681605165
ACH-001067,-0.4296082167479604
ACH-001075,-0.16493369656313805
ACH-001096,-0.3696890506942153
ACH-001111,0.033288107977920194
ACH-001119,-0.13651674781963
ACH-001128,-0.05983543528108064
ACH-001134,-0.19157550861097128
ACH-001151,-0.23645260222868034
ACH-001163,-0.20569185434463966
ACH-001164,-0.3243900634428041
ACH-001183,-0.16082284515079487
ACH-001192,-0.26970809638663856
ACH-001193,-0.3155912161761815
ACH-001196,-0.2912350398992039
ACH-001197,-0.2110240159511177
ACH-001205,-0.23099240133988155
ACH-001211,0.00461691624974649
ACH-001212,-0.5615465827081761
ACH-001228,-0.21366389986695306
ACH-001232,-0.2787424933391507
ACH-001239,-0.16858948131813206
ACH-001270,-0.27758916953178514
ACH-001274,-0.23782617976217146
ACH-001275,-0.13190555082877592
ACH-001277,-0.2298338562851003
ACH-001278,-0.31138916237029096
ACH-001280,-0.21721069829818374
ACH-001283,-0.2742930949669917
ACH-001289,-0.13297411245139962
ACH-001300,-0.3726938644813673
ACH-001301,-0.13791392375056638
ACH-001302,-0.20498111039561528
ACH-001306,-0.09880594585511243
ACH-001318,-0.1928471654186132
ACH-001322,-0.07281230471017479
ACH-001328,-0.25028037841113715
ACH-001332,-0.12726163523696565
ACH-001336,-0.12650835517130646
ACH-001346,-0.14576226698560898
ACH-001353,-0.194978412251244
ACH-001354,-0.2279218452369805
ACH-001367,-0.07180215312194488
ACH-001368,-0.11461327448916805
ACH-001374,-0.28053027126446833
ACH-001377,-0.14504350470107474
ACH-001380,-0.3706790444980553
ACH-001391,-0.3045871250403452
ACH-001408,-0.2492308051063577
ACH-001430,-0.4200300479941344
ACH-001431,-0.3673635720947687
ACH-001450,-0.005127573458976892
ACH-001496,-0.2336625136643287
ACH-001500,-0.36447698784404414
ACH-001523,-0.1969294366712384
ACH-001532,-0.22115001436760648
ACH-001550,-0.2055468028424465
ACH-001552,-0.22030084787115128
ACH-001554,-0.2415036405220319
ACH-001654,-0.2699415839405939
ACH-001735,-0.25690565922106223
ACH-001736,-0.1268627297493415
ACH-001737,-0.09836951516833248
ACH-001740,-0.1982766201010837
ACH-001745,-0.22808947915331176
ACH-001765,-0.14428444584698108
