,CA5A (763)
ACH-000984,-0.3912497174465375
ACH-000986,-0.3229445535926821
ACH-000988,-0.4459895955784428
ACH-000993,-0.2266891661626079
ACH-000994,-0.3982351774008314
ACH-000996,-0.32897225937140945
ACH-001001,-0.3758899284338741
ACH-001020,-0.2876388392009751
ACH-001028,-0.22959086165837825
ACH-001031,-0.4537834896543778
ACH-001038,-0.3733067255637959
ACH-001048,-0.40680413783454783
ACH-001050,-0.4787460397903476
ACH-001053,-0.3495391597201188
ACH-001054,-0.3775563539607795
ACH-001061,-0.3853217938807448
ACH-001067,-0.4687388849388502
ACH-001075,-0.3862923896780994
ACH-001096,-0.2937044331941872
ACH-001111,-0.027674848634745088
ACH-001119,-0.3442057856369159
ACH-001128,-0.24146037170559345
ACH-001134,-0.4581944776735093
ACH-001151,-0.2223384405849162
ACH-001163,-0.3356750859798946
ACH-001164,-0.1534095870876216
ACH-001183,-0.35607689589612
ACH-001192,-0.2652292833778085
ACH-001193,-0.2690653265670528
ACH-001196,-0.40783446799108103
ACH-001197,-0.13365228555713676
ACH-001205,-0.4035572535705417
ACH-001211,-0.29850547894445445
ACH-001212,-0.6958717919309039
ACH-001228,-0.27541209460204946
ACH-001232,-0.3250236300798892
ACH-001239,-0.32618029936268395
ACH-001270,-0.3230261256452737
ACH-001274,-0.24259368821474506
ACH-001275,-0.2311912206078733
ACH-001277,-0.33166948809934016
ACH-001278,-0.3698534458670952
ACH-001280,-0.4393837292234918
ACH-001283,-0.37061303863868394
ACH-001289,-0.2676829444181737
ACH-001300,-0.3217118703506852
ACH-001301,-0.3999136652630683
ACH-001302,-0.21648087258819126
ACH-001306,-0.3831441392559489
ACH-001318,-0.3653536559529805
ACH-001322,-0.5291307604750489
ACH-001328,-0.24827894520547575
ACH-001332,-0.09115579736685167
ACH-001336,-0.4777765453469524
ACH-001346,-0.285352490738532
ACH-001353,-0.3660591354011524
ACH-001354,-0.42553557992536895
ACH-001367,-0.3558919824639915
ACH-001368,-0.4353456403100143
ACH-001374,-0.4391452588410632
ACH-001377,-0.4398164555976618
ACH-001380,-0.21661202762278267
ACH-001391,-0.3196566005098595
ACH-001408,-0.21661045790983705
ACH-001430,-0.1597930330793902
ACH-001431,-0.19992419622853125
ACH-001450,-0.2772166919258083
ACH-001496,-0.3614004618711159
ACH-001500,-0.3333326364738177
ACH-001523,-0.3149224107124319
ACH-001532,-0.326541851875328
ACH-001550,-0.22300444181214985
ACH-001552,-0.34186123269808244
ACH-001554,-0.2838166971404488
ACH-001654,-0.4661262807208322
ACH-001735,-0.3330581541902476
ACH-001736,-0.2476448452792695
ACH-001737,-0.2210734872632056
ACH-001740,-0.29151941605233783
ACH-001745,-0.28913405227669203
ACH-001765,-0.2303285167396075
