,GON4L (54856)
ACH-000350,-0.2834209677495009
ACH-000352,-0.4066971870398264
ACH-000356,-0.4809598040241551
ACH-000361,-0.3980729987540645
ACH-000362,-0.3911134916574536
ACH-000363,-0.5642382436252621
ACH-000364,-0.211991398403002
ACH-000365,-0.38322133418640303
ACH-000366,-0.3522656800726928
ACH-000368,-0.2857159448129247
ACH-000374,-0.24113542082134226
ACH-000375,-0.4587413562691766
ACH-000376,-0.3345286472831205
ACH-000381,-0.4445237077356336
ACH-000383,-0.3159390086360623
ACH-000387,-0.4672298172291355
ACH-000389,-0.2977151684089086
ACH-000390,-0.3966329684661464
ACH-000393,-0.3737664460236765
ACH-000395,-0.3492252435281804
ACH-000396,-0.44235782338105706
ACH-000397,-0.4425594795634421
ACH-000401,-0.3625812048100017
ACH-000402,-0.11959129186247044
ACH-000403,-0.28763952257614184
ACH-000404,-0.1317556996630114
ACH-000406,-0.5266066858332309
ACH-000407,-0.19968605196994865
ACH-000408,-0.1305709742311383
ACH-000410,-0.44645074399248
ACH-000411,-0.5586608568573385
ACH-000414,-0.3442140396778429
ACH-000415,-0.38522594712855895
ACH-000416,-0.3780939181007044
ACH-000420,-0.16531453373720972
ACH-000421,-0.4754287162662294
ACH-000424,-0.5694782303586977
ACH-000425,-0.3878485957638427
ACH-000426,-0.1815171644328248
ACH-000427,-0.3410412240001401
ACH-000433,-0.30113573707414426
ACH-000435,-0.3613151233201159
ACH-000436,-0.2961092748690655
ACH-000444,-0.3422719849807543
ACH-000445,-0.35642523241174745
ACH-000448,-0.2611880430902048
ACH-000450,-0.43688063479636796
ACH-000452,-0.3374518993436527
ACH-000454,-0.1633755497036366
ACH-000458,-0.5072743256054589
ACH-000459,-0.32740096392639456
ACH-000460,-0.24155460627904146
ACH-000461,-0.2354361688245081
ACH-000463,-0.4261880656082582
ACH-000464,-0.41259018639954176
ACH-000466,-0.32981312733214313
ACH-000467,-0.25299140038301915
ACH-000468,-0.3041172941587192
ACH-000469,-0.3174195764646048
ACH-000470,-0.2509802434870925
ACH-000471,-0.4074922449457329
ACH-000472,-0.2703624426265329
ACH-000473,-0.24297761797032455
ACH-000475,-0.3346183339909662
ACH-000476,-0.3488043904101385
ACH-000477,-0.43019521578696457
ACH-000479,-0.3616563664013407
ACH-000480,-0.4318327020560616
ACH-000481,-0.3345971767932274
ACH-000483,-0.6014884723046644
ACH-000484,-0.2768541453033514
ACH-000485,-0.34631824018911816
ACH-000486,-0.32752111266822226
ACH-000487,-0.2871544034599879
ACH-000488,-0.4686055841524363
ACH-000490,-0.4818314310895974
ACH-000491,-0.2503815183326811
ACH-000495,-0.4174514381355571
ACH-000496,-0.21880408709916235
ACH-000499,-0.013321902811586944
ACH-000500,-0.27553009906063114
ACH-000502,-0.28779495727734605
ACH-000503,-0.11633379912692668
ACH-000505,-0.4053647255678493
ACH-000507,-0.3102311421861268
ACH-000510,-0.3941426602374168
ACH-000511,-0.4000832974688304
ACH-000512,-0.269841634430916
ACH-000516,-0.4623461177064158
ACH-000517,-0.3784199097516415
ACH-000518,-0.4652178381178284
ACH-000520,-0.5446541072060727
ACH-000521,-0.2307635326208633
ACH-000522,-0.30088421106849506
ACH-000524,-0.3454384963145429
ACH-000527,-0.22364230967677445
ACH-000528,-0.452715635920627
ACH-000537,-0.21596127603468734
ACH-000541,-0.34117889158786224
ACH-000542,-0.2928494680569474
ACH-000544,-0.5121382410376557
ACH-000545,-0.28835289515830553
ACH-000547,-0.4975333563448822
ACH-000548,-0.44155061502361853
ACH-000549,-0.3981493108347393
ACH-000550,-0.39966982266361295
ACH-000552,-0.39992216251514
ACH-000556,-0.4379066686708297
ACH-000557,-0.5417242841458766
ACH-000569,-0.26657577434264834
ACH-000570,-0.3152763312260889
ACH-000571,-0.2842230831921139
ACH-000573,-0.5169684815816544
ACH-000576,-0.3453023030968646
ACH-000579,-0.23679251158071465
ACH-000580,-0.352415987915812
ACH-000584,-0.3270902486729111
ACH-000585,-0.4103215543240662
ACH-000588,-0.2629368766874696
ACH-000589,-0.5152079401140987
ACH-000591,-0.07098288684603883
ACH-000593,-0.5279076059309451
ACH-000600,-0.4530023859062824
ACH-000601,-0.3340655198638381
ACH-000605,-0.2687696260711958
ACH-000606,-0.3939055414954676
ACH-000608,-0.3568025785808321
ACH-000614,-0.5564681656788133
ACH-000616,-0.4617726072465626
ACH-000618,-0.3828113161352242
ACH-000619,-0.3140582891425945
ACH-000620,-0.2002075509384025
ACH-000621,-0.4008227953243427
ACH-000622,-0.4031312058219045
ACH-000623,-0.4798687423489064
ACH-000624,-0.3638338184391034
ACH-000627,-0.2957941141648548
ACH-000630,-0.2618993473744033
ACH-000631,-0.19676883641022286
ACH-000632,-0.3851899492746035
ACH-000633,-0.17958392606773987
ACH-000637,-0.3843714078186468
ACH-000638,-0.2949512825749963
ACH-000646,-0.5184863407255548
ACH-000647,-0.2979639954103493
ACH-000648,-0.16306721061439272
ACH-000649,-0.1548113597777699
ACH-000651,-0.32400074328616635
ACH-000652,-0.24373620537914398
ACH-000653,-0.4033515901473582
ACH-000657,-0.4726361083172433
ACH-000658,-0.4307249510634488
ACH-000661,-0.3439901182968288
ACH-000662,-0.5153846325569654
ACH-000663,-0.3708334825249859
ACH-000665,-0.4527225641836162
ACH-000671,-0.26305770760211983
ACH-000672,-0.503454580925732
ACH-000673,-0.3631232504145503
ACH-000676,-0.494215425425627
ACH-000677,-0.7160323084079515
ACH-000681,-0.2768946276395424
ACH-000683,-0.3724715749806604
ACH-000684,-0.4429957829590481
ACH-000688,-0.4192162623633664
ACH-000693,-0.3119220407202161
ACH-000694,-0.4222337353337503
ACH-000695,-0.11461984500485142
ACH-000696,-0.4008321649064269
ACH-000697,-0.31094539512792163
ACH-000699,-0.4541542467579255
ACH-000701,-0.4193681208932803
ACH-000706,-0.40635544755786185
ACH-000711,-0.4369278742831281
ACH-000713,-0.4770603290973504
ACH-000714,-0.2725345386188316
ACH-000718,-0.25076729082498656
ACH-000720,-0.3293362165412403
ACH-000721,-0.42923600236455656
ACH-000724,-0.4126483159694323
ACH-000725,-0.476234810391931
ACH-000732,-0.5410449356900515
ACH-000734,-0.31775789932656684
ACH-000735,-0.4893632467209266
ACH-000736,-0.3493320975941669
ACH-000738,-0.2971019183085926
ACH-000746,-0.31088810218549273
ACH-000747,-0.4272987666257734
ACH-000748,-0.4575096514979417
ACH-000753,-0.4080956501129385
ACH-000756,-0.28097403662971865
ACH-000757,-0.24541660071978025
ACH-000758,-0.5258839978163756
ACH-000760,-0.45559527559127705
ACH-000762,-0.2641681311038305
ACH-000763,-0.1600776016469826
ACH-000764,-0.3330135405927369
ACH-000765,-0.4691100595545353
ACH-000766,-0.3021451329110731
ACH-000767,-0.4438972324848665
ACH-000768,-0.2557747378291197
ACH-000769,-0.3508159172041266
ACH-000770,-0.32903121973967336
ACH-000771,-0.35309657352092205
ACH-000773,-0.5329457544655051
ACH-000776,-0.17085088346421307
ACH-000777,-0.2270628588702372
ACH-000778,-0.4259304342589188
ACH-000781,-0.2464053687065947
ACH-000782,-0.4374093893257653
ACH-000783,-0.3088899675455168
ACH-000784,-0.447712486730668
ACH-000785,-0.6340187133204752
ACH-000787,-0.266767254270943
ACH-000788,-0.3726390590995603
ACH-000791,-0.5193932750661149
ACH-000792,-0.5132871599418637
ACH-000794,-0.29312443218401435
ACH-000796,-0.2766586568926547
ACH-000798,-0.28851736541967893
ACH-000799,-0.3862783112452925
ACH-000800,-0.3936609010378929
ACH-000802,-0.4483752328208212
ACH-000804,-0.3377629134849611
ACH-000805,-0.4469744325088753
ACH-000809,-0.15781912402839382
ACH-000810,-0.20583997211074767
ACH-000811,-0.34305687961599296
ACH-000817,-0.1999811674869369
ACH-000819,-0.4293162910758603
ACH-000820,-0.501452531066408
ACH-000821,-0.3318917492310484
ACH-000822,-0.32630119727741674
ACH-000823,-0.3310903806953284
ACH-000824,-0.1643880828507292
ACH-000827,-0.34395859235671306
ACH-000829,-0.33481664022791113
ACH-000831,-0.22329165529691328
ACH-000832,-0.4025380103099607
ACH-000833,-0.23891569097197704
ACH-000834,-0.2664821625920489
ACH-000835,-0.31848313204191664
ACH-000836,-0.3872619713730172
ACH-000837,-0.36512558385483895
ACH-000838,-0.4557140476621212
ACH-000839,-0.3362112928350514
ACH-000840,-0.5235791677990003
ACH-000841,-0.1340152867701027
ACH-000843,-0.5015377933913316
ACH-000846,-0.2288828681552085
ACH-000847,-0.2381570387921505
ACH-000848,-0.3717516728823845
ACH-000849,-0.2452527858591225
ACH-000851,-0.2904377942797709
ACH-000855,-0.4630623716512862
ACH-000856,-0.3396634250665282
ACH-000858,-0.26292176798653244
ACH-000859,-0.2836282739560257
ACH-000861,-0.3670758004257346
ACH-000862,-0.29856016306163674
ACH-000865,-0.4665399293667946
ACH-000866,-0.3373320612500778
ACH-000867,-0.3030149018444013
ACH-000869,-0.4112774100503873
ACH-000872,-0.2183621015835484
ACH-000873,-0.017256751068598752
ACH-000876,-0.5055511886194083
ACH-000878,-0.3341095835879521
ACH-000880,-0.3294139398863664
ACH-000881,-0.44889386280968185
ACH-000882,-0.4018707608004667
ACH-000884,-0.4244864132857213
ACH-000885,-0.4262622884557229
ACH-000887,-0.36334269875742586
ACH-000889,-0.3360028766952823
ACH-000896,-0.3432600632519517
ACH-000898,-0.5329161180316644
ACH-000900,-0.5057565252828258
ACH-000901,-0.2662440578904251
ACH-000905,-0.3542075460231283
ACH-000906,-0.22664134621809726
ACH-000907,-0.3500380440662338
ACH-000910,-0.2492828456588703
ACH-000911,-0.24343767810886385
ACH-000912,-0.4680526242042386
ACH-000913,-0.4879556485525829
ACH-000915,-0.2853528094568488
ACH-000916,-0.2754559937579056
ACH-000917,-0.3622455478849335
ACH-000920,-0.2714625318593162
ACH-000921,-0.3368402236225289
ACH-000924,-0.18528715368977547
ACH-000926,-0.2583243531126496
ACH-000928,-0.4278883718700151
ACH-000929,-0.611760737081235
ACH-000932,-0.3130645639333855
ACH-000935,-0.22114740540997305
ACH-000936,-0.2590792171856505
ACH-000937,-0.17663368557213574
ACH-000938,-0.4813974791953834
ACH-000939,-0.4890758178060386
ACH-000941,-0.42033999358827145
ACH-000943,-0.3873360035402225
ACH-000946,-0.3302599377319951
ACH-000947,-0.42359160627847736
ACH-000948,-0.3436537627600452
ACH-000950,-0.285581220466806
ACH-000953,-0.3045560078598982
ACH-000954,-0.34624595584300977
ACH-000957,-0.2708202315730892
ACH-000958,-0.5821961949478807
ACH-000960,-0.4213889702763459
ACH-000963,-0.574974695829281
ACH-000968,-0.3779517600752668
ACH-000969,-0.24124746899465696
ACH-000972,-0.5628533933981998
ACH-000973,-0.3627363306084877
ACH-000974,-0.3326106882715595
ACH-000978,-0.5808919784023687
ACH-000984,-0.7733101008136924
ACH-000986,-0.3501067792272115
ACH-000988,-0.29293622655573903
ACH-000993,-0.4515465651453064
ACH-000994,-0.33988739858372924
ACH-000996,-0.4752829457586684
ACH-001001,-0.9657433230698088
ACH-001020,-0.3759931664347753
ACH-001028,-0.2832096603124994
ACH-001031,-0.5562286995025375
ACH-001038,-0.4016498242478924
ACH-001048,-0.3479743691441416
ACH-001050,-0.33133450092236955
ACH-001053,-0.23170798240787105
ACH-001054,-0.4639776202465472
ACH-001061,-0.496218422853463
ACH-001067,-0.4967928872440568
ACH-001075,-0.2548605498541876
ACH-001096,-0.6031358969792471
ACH-001111,-0.33818328562018496
ACH-001119,-0.4969080388103087
ACH-001128,-0.2919031317700633
ACH-001134,-0.19962245909269413
ACH-001151,-0.4155679781118253
ACH-001163,-0.4671210031049111
ACH-001164,-0.3170788564389747
ACH-001183,-0.2728925304796468
ACH-001192,-0.3524244302001619
ACH-001193,-0.5594810982283158
ACH-001196,-0.416957383712954
ACH-001197,-0.2831980932267506
ACH-001205,-0.43864221592860253
ACH-001211,-0.4751183840533427
ACH-001212,-0.16193668140305795
ACH-001228,-0.31002779380907153
ACH-001232,-0.1714953166418671
ACH-001239,-0.4189638174548793
ACH-001270,-0.4202674694717518
ACH-001274,-0.1992222785448549
ACH-001275,-0.4621795835480456
ACH-001277,-0.546657409534707
ACH-001278,-0.5112713101726201
ACH-001280,-0.4759203039726234
ACH-001283,-0.36424965515295255
ACH-001289,-0.5373672054065493
ACH-001300,-0.5065897658327064
ACH-001301,-0.5007257297783417
ACH-001302,-0.225477886087151
ACH-001306,-0.4808450832747321
ACH-001318,-0.30367851480392805
ACH-001322,-0.5644834438282622
ACH-001328,-0.2868116218550173
ACH-001332,-0.27991521227503263
ACH-001336,-0.3570719944100157
ACH-001346,-0.3781505170302945
ACH-001353,-0.5924041262779981
ACH-001354,-0.4328594901303137
ACH-001367,0.03071093485092184
ACH-001368,-0.30354621893606565
ACH-001374,-0.2315617777791365
ACH-001377,-0.3167849619581497
ACH-001380,-0.26445711770773306
ACH-001391,-0.36124462511940586
ACH-001408,-0.3273589270321388
ACH-001430,-0.4872950138534948
ACH-001431,-0.4815597297519607
ACH-001450,-0.3909278683795717
ACH-001496,-0.2987275822902748
ACH-001500,-0.3186347055178824
ACH-001523,-0.4475978107492569
ACH-001532,-0.5614002808089095
ACH-001550,-0.4887746848919957
ACH-001552,-0.3087364260613973
ACH-001554,-0.4333011813794155
ACH-001654,-0.3462434179889841
ACH-001735,-0.4800586627228431
ACH-001736,-0.5483070122960706
ACH-001737,-0.26745561865914785
ACH-001740,-0.3160731958580945
ACH-001745,-0.3398524858944623
ACH-001765,-0.2949234258186094
