,EIF3J (8669)
ACH-000421,-0.3790223643503065
ACH-000424,-0.4403200306505205
ACH-000425,-0.5045668568461391
ACH-000426,-0.3635391803106488
ACH-000427,-0.44967839619856254
ACH-000433,-0.625340860925911
ACH-000435,-0.2063792154793841
ACH-000436,-0.19757237919313567
ACH-000444,-0.3187846492439705
ACH-000445,-0.3522972778033316
ACH-000448,-0.24691685539755195
ACH-000450,-0.5769795211592003
ACH-000452,-0.4046481224833292
ACH-000454,-0.492734927010891
ACH-000458,-0.3887391366542196
ACH-000459,-0.3803859899605932
ACH-000460,-0.4428415272279431
ACH-000461,-0.5444562152679582
ACH-000463,-0.3418584315757732
ACH-000464,-0.5225165989647456
ACH-000466,-0.3399606044676208
ACH-000467,-0.5472760070322142
ACH-000468,-0.4667693145961818
ACH-000469,-0.3716059855371595
ACH-000470,-0.3445647689429658
ACH-000471,-0.2968288175904921
ACH-000472,-0.4756796297855045
ACH-000473,-0.34278068931915123
ACH-000475,-0.22190146998761984
ACH-000476,-0.5947179107821484
ACH-000477,-0.5494406616893499
ACH-000479,-0.4640882221877676
ACH-000480,-0.5180310842872154
ACH-000481,-0.2607958742682656
ACH-000483,-0.536942541909924
ACH-000484,-0.2887701936275562
ACH-000485,-0.1832468119972637
ACH-000486,-0.5398329071705912
ACH-000487,-0.3709670527012261
ACH-000488,-0.240925245536674
ACH-000490,-0.3859239978700735
ACH-000491,-0.4416248236814087
ACH-000495,-0.6983373239862201
ACH-000496,-0.31798997284924696
ACH-000499,-0.6067378716373641
ACH-000500,-0.21730090747620512
ACH-000502,-0.4147170246183571
ACH-000503,-0.4268459670573844
ACH-000505,-0.44267324610721
ACH-000507,-0.17636506720784315
ACH-000510,-0.36930657243692777
ACH-000511,-0.4878852032203069
ACH-000512,-0.2650954373888637
ACH-000516,-0.3169257188844236
ACH-000517,-0.34123662773424235
ACH-000518,-0.2597311574902513
ACH-000520,-0.4969008441951483
ACH-000521,-0.3540159001962905
ACH-000522,-0.4118494848861025
ACH-000524,-0.6384425043200358
ACH-000527,-0.5233959461346647
ACH-000528,-0.4669178727717223
ACH-000537,-0.4303225066535536
ACH-000541,-0.4260869532498912
ACH-000542,-0.4266012781845269
ACH-000544,-0.29458867149679696
ACH-000545,-0.2931872149310384
ACH-000547,-0.7593034426635377
ACH-000548,-0.25656561643731
ACH-000549,-0.3189313166907335
ACH-000550,-0.4121758287138869
ACH-000552,-0.26169881731017197
ACH-000556,-0.3094277684059775
ACH-000557,-0.2572704635390085
ACH-000569,-0.1779646729183861
ACH-000570,-0.5382449770403407
ACH-000571,-0.43272238743456537
ACH-000573,-0.28740485701173624
ACH-000576,-0.3287231581223914
ACH-000579,-0.3740965100127616
ACH-000580,-0.5018429935102939
ACH-000584,-0.1355483003008033
ACH-000585,-0.5045375500077321
ACH-000588,-0.328910479103666
ACH-000589,-0.3169770499068649
ACH-000591,-0.5624331495829139
ACH-000593,-0.4790446531229754
ACH-000600,-0.6795037991557651
ACH-000601,-0.4601184971245251
ACH-000605,-0.3336198315690007
ACH-000606,-0.4318561391433508
ACH-000608,-0.3949800843456908
ACH-000614,-0.5025101240130937
ACH-000616,-0.38303909597158975
ACH-000618,-0.3648328543030427
ACH-000619,-0.4779530911351641
ACH-000620,-0.4899607041879451
ACH-000621,-0.2644822068893488
ACH-000622,-0.3587987728042848
ACH-000623,-0.4937500940832618
ACH-000624,-0.4265845141257117
ACH-000627,-0.4770623675743429
ACH-000630,-0.33606343522413296
ACH-000631,-0.23576593659319686
ACH-000632,-0.3985523005709298
ACH-000633,-0.09486257558816948
ACH-000637,-0.5296350717592946
ACH-000638,-0.28691600549379714
ACH-000646,-0.4737950626233204
ACH-000647,-0.4519450959819121
ACH-000648,-0.17610393600697355
ACH-000649,-0.40501897338169657
ACH-000651,-0.2282792231964225
ACH-000652,-0.22112154348613586
ACH-000653,-0.3363112282123289
ACH-000657,-0.3153250993662977
ACH-000658,-0.0952356429080518
ACH-000661,-0.2813683112087122
ACH-000662,-0.2748250350666159
ACH-000663,-0.3747534602283367
ACH-000665,-0.4918277929835709
ACH-000671,-0.4906710614815628
ACH-000672,0.02991865344742868
ACH-000673,-0.22533519403051136
ACH-000676,-0.5105967691529989
ACH-000677,-0.5412807722864735
ACH-000681,-0.40823441253792137
ACH-000683,-0.2274086065752377
ACH-000684,-0.6428899600430719
ACH-000688,-0.2218280598850124
ACH-000693,-0.2154321560658544
ACH-000694,-0.2902901682189915
ACH-000695,-0.29467295161757484
ACH-000696,-0.4609093710517819
ACH-000697,-0.31640438409236354
ACH-000699,-0.4612302338704775
ACH-000701,-0.4937444315054029
ACH-000706,-0.4803103198127905
ACH-000711,-0.4363223861572207
ACH-000713,-0.3947016464159004
ACH-000714,-0.3785667859131892
ACH-000718,-0.3918321168543597
ACH-000720,-0.436967354023562
ACH-000721,-0.26820909354963685
ACH-000724,-0.3445218163901644
ACH-000725,-0.3442870431065979
ACH-000732,-0.462324649702908
ACH-000734,-0.25969051500711154
ACH-000735,-0.4300710372594112
ACH-000736,-0.4788705441635146
ACH-000738,-0.259877435298989
ACH-000746,-0.4218234394315746
ACH-000747,-0.2229476024492434
ACH-000748,-0.5246225414099664
ACH-000753,-0.33636964434771216
ACH-000756,-0.6833463632957022
ACH-000757,-0.3747060336018375
ACH-000758,-0.5542191150009717
ACH-000760,-0.3825648546690748
ACH-000762,-0.5475586945533709
ACH-000763,-0.3979911758158144
ACH-000764,-0.3817579250833038
ACH-000765,-0.3371927704291642
ACH-000766,-0.5834505062544716
ACH-000767,-0.19704837083346607
ACH-000768,-0.5378045079000197
ACH-000769,-0.3227671546438839
ACH-000770,-0.4133148509528349
ACH-000771,-0.26114752819577314
ACH-000773,-0.422342820875968
ACH-000776,-0.4323988675450976
ACH-000777,-0.5592192972814649
ACH-000778,-0.4437036851714524
ACH-000781,-0.5235513551125439
ACH-000782,-0.5314287623367971
ACH-000783,-0.3490002589667173
ACH-000784,-0.30124443708102544
ACH-000785,-0.33681733698048705
ACH-000787,-0.32566554820888993
ACH-000788,-0.3489318098477304
ACH-000791,-0.6403098242003247
ACH-000792,-0.5370934777389557
ACH-000794,-0.43763944735831933
ACH-000796,-0.3584064893332989
ACH-000798,-0.49082918499893397
ACH-000799,-0.6192092272080549
ACH-000800,-0.31090002181480625
ACH-000802,-0.3684762435546676
ACH-000804,-0.4447551036361153
ACH-000805,-0.555006940591548
ACH-000809,-0.3035361755821223
ACH-000810,-0.6961413202271206
ACH-000811,-0.3364993647839771
ACH-000817,-0.4376289495603121
ACH-000819,-0.35385610327626504
ACH-000820,-0.4601507905436274
ACH-000821,-0.2355380891041605
ACH-000822,-0.25017637570112644
ACH-000823,-0.4648671191822421
ACH-000824,-0.3731457502139401
ACH-000827,-0.7123968925333787
ACH-000829,-0.4205005576934071
ACH-000831,-0.3312728590060402
ACH-000832,-0.4504491885826389
ACH-000833,-0.4044510602753584
ACH-000834,-0.2511092972277209
ACH-000835,-0.3550554200668098
ACH-000836,-0.3132012012467058
ACH-000837,-0.27203030528417177
ACH-000838,0.09092981343112427
ACH-000839,-0.36741151203093536
ACH-000840,-0.8294557562371124
ACH-000841,-0.4023558840037542
ACH-000843,-0.4131733134007424
ACH-000846,-0.4768957711464269
ACH-000847,-0.2798714397816879
ACH-000848,-0.2951835161537669
ACH-000849,-0.2463901196226995
ACH-000851,-0.17105972686506635
ACH-000855,-0.4813350474335885
ACH-000856,-0.4940285247347719
ACH-000858,-0.2568540144507408
ACH-000859,-0.2313351638315164
ACH-000861,-0.5652396587971071
ACH-000862,-0.20442134332037695
ACH-000865,-0.4688663650243596
ACH-000866,-0.2859899397812569
ACH-000867,-0.33761025935447075
ACH-000869,-0.24602305051519036
ACH-000872,-0.206134182186843
ACH-000873,-0.3251168242383989
ACH-000876,-0.2405699127197777
ACH-000878,-0.3793535685737122
ACH-000880,-0.35302244490353496
ACH-000881,-0.3919245333580889
ACH-000882,-0.6365607131738676
ACH-000884,-0.4452569137851461
ACH-000885,-0.2501562462164205
ACH-000887,-0.3763263115209971
ACH-000889,-0.10533318724822516
ACH-000896,-0.4314064339229387
ACH-000898,-0.14030708990671945
ACH-000900,-0.3543001929192495
ACH-000901,-0.4996232415675347
ACH-000905,-0.5176206572415494
ACH-000906,-0.4617679319296792
ACH-000907,-0.524637969830992
ACH-000910,-0.3016295060133471
ACH-000911,-0.7001813696926904
ACH-000912,-0.3128655183552256
ACH-000913,-0.14909266827786002
ACH-000915,-0.5309690267815701
ACH-000916,-0.4444883602222712
ACH-000917,-0.05862144036557521
ACH-000920,-0.4851569057413917
ACH-000921,-0.2982698319804938
ACH-000924,-0.4477686141733627
ACH-000926,-0.2666075975468973
ACH-000928,-0.34138859108218506
ACH-000929,-0.3225376542455992
ACH-000932,-0.2448557349602553
ACH-000935,-0.32724994150588993
ACH-000936,-0.4509412930658368
ACH-000937,-0.30476038997400884
ACH-000938,-0.4417421341530431
ACH-000939,-0.5452786024249189
ACH-000941,-0.2791733003014312
ACH-000943,-0.4863991882030258
ACH-000946,-0.479226365358565
ACH-000947,-0.4411452560196612
ACH-000948,-0.3920290456472986
ACH-000950,-0.6798227536927779
ACH-000953,-0.4418201480648855
ACH-000954,-0.40467494010103294
ACH-000957,-0.5717773648307585
ACH-000958,-0.3780856450407312
ACH-000960,-0.4384453862018013
ACH-000963,-0.33895874089962635
ACH-000968,-0.2842957146308325
ACH-000969,-0.4126870965685355
ACH-000972,-0.37716112332978585
ACH-000973,-0.39158866588337177
ACH-000974,-0.3292447621964062
ACH-000978,-0.29912641636355913
ACH-000984,-0.4341066599610857
ACH-000986,-0.4910256279129712
ACH-000988,-0.5818731866556806
ACH-000993,-0.4756520016716552
ACH-000994,-0.4896796192142853
ACH-000996,-0.2967419939009172
ACH-001001,-0.3688563248931769
ACH-001020,-0.2346413961989467
ACH-001028,-0.4070517508945562
ACH-001031,-0.2962872479994416
ACH-001038,-0.5346457752019025
ACH-001048,-0.4498051154316385
ACH-001050,-0.5508878502918972
ACH-001053,-0.3793914272466951
ACH-001054,-0.19612404764212354
ACH-001061,-0.2591970286613356
ACH-001067,-0.43208825666582457
ACH-001075,-0.13938863584772862
ACH-001096,-0.34726451306456657
ACH-001111,-0.24181965362987054
ACH-001119,-0.36548657375419896
ACH-001128,-0.503998807171629
ACH-001134,-0.3399762373403202
ACH-001151,-0.44841688237360655
ACH-001163,-0.3171426973492703
ACH-001164,-0.2731406377763446
ACH-001183,-0.2734634725943013
ACH-001192,-0.21099056131542085
ACH-001193,-0.17521220157942333
ACH-001196,-0.5159970289678845
ACH-001197,-0.3934114850828119
ACH-001205,-0.22273730179513745
ACH-001211,-0.4400008591545437
ACH-001212,-0.3785221459278078
ACH-001228,-0.4376115286269632
ACH-001232,-0.6083799799754371
ACH-001239,-0.4331102487513613
ACH-001270,-0.3800070641632545
ACH-001274,-0.3683971216638822
ACH-001275,-0.5388354967829492
ACH-001277,-0.4328426235931868
ACH-001278,-0.3986790401370643
ACH-001280,-0.5607847367624965
ACH-001283,-0.2810327665415161
ACH-001289,-0.5915604500636628
ACH-001300,-0.35377316720637925
ACH-001301,-0.4367788183277567
ACH-001302,-0.05350610445213448
ACH-001306,-0.3543358164800369
ACH-001318,-0.15569687592337988
ACH-001322,-0.4522666163843753
ACH-001328,-0.30700963179138074
ACH-001332,-0.4179076727230295
ACH-001336,-0.26111930663394833
ACH-001346,-0.30732341585891376
ACH-001353,-0.4042865543506226
ACH-001354,-0.3332678974737409
ACH-001367,-0.1950876791960987
ACH-001368,-0.3556146316574359
ACH-001374,-0.5096370866918557
ACH-001377,-0.2900402506715561
ACH-001380,-0.27046218386195225
ACH-001391,-0.3927825108671468
ACH-001408,-0.3953783064159228
ACH-001430,-0.20562172183689945
ACH-001431,-0.3744741557795249
ACH-001450,-0.644631126192568
ACH-001496,-0.4212490492762469
ACH-001500,-0.2521279497547224
ACH-001523,-0.3785182765423765
ACH-001532,-0.46640372040720596
ACH-001550,-0.3443754349787336
ACH-001552,-0.27859458651323993
ACH-001554,-0.5069788964822423
ACH-001654,-0.5166614879734965
ACH-001735,-0.31101019724672363
ACH-001736,-0.22391045785141847
ACH-001737,-0.7917740866624307
ACH-001740,-0.29610342301944
ACH-001745,-0.3683704544022322
ACH-001765,-0.4178010867586152
