,SAE1 (10055)
ACH-000210,-1.5444863501886592
ACH-000211,-1.123566068088325
ACH-000215,-1.2204758930947528
ACH-000221,-1.2201482487077442
ACH-000222,-1.1772805536211062
ACH-000223,-1.120554390722828
ACH-000226,-0.8734465090357187
ACH-000227,-1.288004181284935
ACH-000228,-1.0083166712997589
ACH-000231,-1.2584731441842727
ACH-000232,-1.1474254086986666
ACH-000233,-1.0426312416216563
ACH-000234,-1.133994041920125
ACH-000235,-1.208108108205895
ACH-000237,-1.2088174483159708
ACH-000238,-1.1726906089206983
ACH-000242,-1.3650892372023025
ACH-000243,-1.1684347628757648
ACH-000244,-1.1528387277473573
ACH-000246,-1.1853051508555517
ACH-000248,-1.2935024529288206
ACH-000250,-1.1275659583530038
ACH-000251,-1.5186851827020482
ACH-000252,-1.1713776425147735
ACH-000253,-1.2468864971553693
ACH-000255,-1.1106228997892509
ACH-000256,-1.3135797210491245
ACH-000257,-0.8749557375352599
ACH-000258,-1.0439914080813684
ACH-000259,-1.1925175481881924
ACH-000260,-1.1352551271987226
ACH-000261,-1.2397159429869438
ACH-000262,-1.2825630687803624
ACH-000263,-1.13766294946184
ACH-000264,-1.0773569099634768
ACH-000265,-1.0352911520655377
ACH-000266,-1.3329205464863696
ACH-000272,-1.219493902519241
ACH-000274,-0.8879517724941662
ACH-000277,-1.2236939429647589
ACH-000278,-1.3695710654066342
ACH-000279,-1.4149177085098728
ACH-000280,-1.2351135473858184
ACH-000281,-1.2565878540172664
ACH-000288,-1.1589760504025453
ACH-000291,-1.1878335192472198
ACH-000293,-1.0693855126644678
ACH-000294,-1.0091329564219236
ACH-000295,-1.3789719941730971
ACH-000296,-1.3694093086029802
ACH-000302,-1.086676676337553
ACH-000304,-1.1468070180615693
ACH-000307,-1.1876359437414823
ACH-000308,-1.4447806214921293
ACH-000310,-1.1280585622538373
ACH-000311,-1.1599831476192457
ACH-000312,-1.1629911735842404
ACH-000315,-1.1959160000926057
ACH-000316,-1.285642094377604
ACH-000317,-1.2750703579902731
ACH-000318,-1.2962978037932165
ACH-000319,-1.0778204306080164
ACH-000320,-1.185079671210029
ACH-000322,-1.077608752290455
ACH-000323,-1.2526167063338904
ACH-000324,-1.1212961030718562
ACH-000329,-0.7420991673761459
ACH-000330,-1.4926079485073211
ACH-000331,-1.2844951512161016
ACH-000332,-1.304895349460728
ACH-000334,-1.058412537126813
ACH-000335,-1.1572319351722749
ACH-000336,-1.0939304388514641
ACH-000337,-1.3149222294909562
ACH-000338,-1.2528030024523458
ACH-000339,-1.263840154806907
ACH-000341,-0.6299037991428559
ACH-000348,-1.0446311179825492
ACH-000350,-1.1268605161902057
ACH-000352,-1.2870090870575448
ACH-000356,-0.986412756912482
ACH-000361,-1.0720569798056132
ACH-000362,-0.9894539376356452
ACH-000363,-1.1294405126799665
ACH-000364,-1.310966790428719
ACH-000365,-1.1453401629139368
ACH-000366,-1.4512719868102353
ACH-000368,-1.2016240099622617
ACH-000374,-1.3583861682152327
ACH-000375,-1.0514152139200612
ACH-000376,-1.1158623297413206
ACH-000381,-1.1412459797861865
ACH-000383,-1.2958072533053668
ACH-000387,-1.1155238078572571
ACH-000389,-1.0733020189313092
ACH-000390,-0.9830359708666396
ACH-000393,-0.9350541974383878
ACH-000395,-1.0215437315352471
ACH-000396,-1.2021034988921593
ACH-000397,-1.4168979698047262
ACH-000401,-1.586501971932262
ACH-000402,-0.9760555882633236
ACH-000403,-1.1016722977664708
ACH-000404,-1.202612056261622
ACH-000406,-1.2054001002937025
ACH-000407,-1.2462551992790698
ACH-000408,-1.4245055147916232
ACH-000410,-1.203461129631253
ACH-000411,-1.0740110622877477
ACH-000414,-0.9334979562986796
ACH-000415,-1.336405414373642
ACH-000416,-1.0715843060468528
ACH-000420,-1.0650590728061278
ACH-000421,-1.1789012576087678
ACH-000424,-1.2194789914310027
ACH-000425,-1.0467981924406526
ACH-000426,-1.149409864749939
ACH-000427,-0.9809164868384022
ACH-000433,-1.0844677584258875
ACH-000435,-0.7543561203388282
ACH-000436,-1.1664890939255452
ACH-000444,-1.1734296817129537
ACH-000445,-1.2041214132980032
ACH-000448,-0.9968011887167048
ACH-000450,-1.1184687789467718
ACH-000452,-1.1917927572267064
ACH-000454,-1.243382556991634
ACH-000458,-1.1948685869475633
ACH-000459,-0.9698594149550795
ACH-000460,-1.1021328871528706
ACH-000461,-0.8805935905661819
ACH-000463,-1.2295456228101196
ACH-000464,-1.2205877942030297
ACH-000466,-1.2354971218733677
ACH-000467,-1.1352868456677705
ACH-000468,-1.0766774901248133
ACH-000469,-1.131305694737478
ACH-000470,-1.169845347012183
ACH-000471,-1.2492144041739544
ACH-000472,-1.42769912461267
ACH-000473,-1.3092487157948731
ACH-000475,-1.1354749163002826
ACH-000476,-0.936373257055641
ACH-000477,-1.2186148419189142
ACH-000479,-1.0421928475092868
ACH-000480,-1.2204524744463208
ACH-000481,-1.170667986034842
ACH-000483,-0.6643418377571594
ACH-000484,-1.0731933598186183
ACH-000485,-1.0792427504694218
ACH-000486,-1.294427299075852
ACH-000487,-1.0030306274501954
ACH-000488,-1.1068957288545371
ACH-000490,-1.1466653270076854
ACH-000491,-1.0611239578584497
ACH-000495,-0.9539694549560802
ACH-000496,-1.2295451947692164
ACH-000499,-1.316178396984723
ACH-000500,-1.4788045150193618
ACH-000502,-1.152689415856286
ACH-000503,-1.37589722336012
ACH-000505,-1.1336001343190032
ACH-000507,-1.0936330164998955
ACH-000510,-1.1853924554190798
ACH-000511,-1.3090182646466966
ACH-000512,-1.219788779453805
ACH-000516,-1.1038853390962289
ACH-000517,-0.9191179320675752
ACH-000518,-1.3648206913857368
ACH-000520,-1.0023335355586651
ACH-000521,-1.0513843294919345
ACH-000522,-1.20636804160904
ACH-000524,-0.7916913111481738
ACH-000527,-1.2075972372185206
ACH-000528,-1.289380024980881
ACH-000537,-1.2582638501846632
ACH-000541,-1.3098666710480047
ACH-000542,-1.26700256676123
ACH-000544,-1.2448403489827282
ACH-000545,-1.0081009522097784
ACH-000547,-1.118297535413063
ACH-000548,-1.2139466234870808
ACH-000549,-1.0433719307784757
ACH-000550,-1.103861905435244
ACH-000552,-1.1374491737962151
ACH-000556,-0.9950003777953998
ACH-000557,-1.0722213204878666
ACH-000569,-1.2153454718930081
ACH-000570,-1.25433450026199
ACH-000571,-0.9671547309291412
ACH-000573,-1.2621738741257147
ACH-000576,-1.14955874865213
ACH-000579,-1.0706949358673703
ACH-000580,-1.3429015457658868
ACH-000584,-1.2708988251255924
ACH-000585,-1.5179955182168108
ACH-000588,-1.2283790976055529
ACH-000589,-1.1814422119990526
ACH-000591,-1.3099891022724022
ACH-000593,-1.323754073040325
ACH-000600,-0.8267503534804316
ACH-000601,-1.0445889879100412
ACH-000605,-1.0351864433378957
ACH-000606,-1.0802341062509622
ACH-000608,-0.6786201777997409
ACH-000614,-0.7841271685654726
ACH-000616,-1.2991439107532656
ACH-000618,-1.02570791956915
ACH-000619,-0.9936308103641254
ACH-000620,-1.1206034214116325
ACH-000621,-1.288369987937366
ACH-000622,-1.0206906555853927
ACH-000623,-1.1478584973058368
ACH-000624,-1.1515470645993622
ACH-000627,-1.2687275822491697
ACH-000630,-1.3701279742219643
ACH-000631,-1.5364908577290528
ACH-000632,-1.1760704296503863
ACH-000633,-1.006805627027343
ACH-000637,-1.0972239637036905
ACH-000638,-1.2077937823451683
ACH-000646,-0.8003994952687569
ACH-000647,-1.1851729035732794
ACH-000648,-1.042970482041804
ACH-000649,-1.3590856681823411
ACH-000651,-1.241840013563746
ACH-000652,-1.4228044477772388
ACH-000653,-1.2176563999713792
ACH-000657,-1.1057767276386046
ACH-000658,-1.4103409804088132
ACH-000661,-1.1605365148764577
ACH-000662,-0.768891672412074
ACH-000663,-1.4019889123234923
ACH-000665,-1.235787376939928
ACH-000671,-1.1305524618408196
ACH-000672,-1.3319225118167186
ACH-000673,-0.9764509173403552
ACH-000676,-1.242205531310613
ACH-000677,-0.8431401869584729
ACH-000681,-1.0937072286516256
ACH-000683,-1.132882272449682
ACH-000684,-1.4075143047649168
ACH-000688,-1.0644884494910103
ACH-000693,-1.2442592060591762
ACH-000694,-1.3137899042943115
ACH-000695,-1.1250647563369154
ACH-000696,-1.2550258289209983
ACH-000697,-1.0004413258076237
ACH-000699,-1.1423936168489623
ACH-000701,-0.9399683718981948
ACH-000706,-1.2346295468111033
ACH-000711,-1.1587117813946002
ACH-000713,-1.2569175376076291
ACH-000714,-1.1130489707417592
ACH-000718,-0.9406936367243304
ACH-000720,-1.221340499258499
ACH-000721,-1.1162502386280957
ACH-000724,-1.1733164362120605
ACH-000725,-0.9093777924933408
ACH-000732,-1.156242631585919
ACH-000734,-1.1462073480413102
ACH-000735,-1.2190737995144072
ACH-000736,-1.122729642767846
ACH-000738,-1.2761977762191707
ACH-000746,-1.1120751926598715
ACH-000747,-1.09074595061643
ACH-000748,-1.2913806114019648
ACH-000753,-1.2186677457270674
ACH-000756,-1.2804656690592888
ACH-000757,-1.1610470556124617
ACH-000758,-1.1230991828648969
ACH-000760,-1.1059423864118922
ACH-000762,-1.2014343404129435
ACH-000763,-1.052885888803931
ACH-000764,-1.2112108239177193
ACH-000765,-1.5143443280049411
ACH-000766,-1.2729837519013312
ACH-000767,-1.0461547833548346
ACH-000768,-1.2691006350093956
ACH-000769,-1.1883150990910407
ACH-000770,-0.996992003104188
ACH-000771,-1.0416303636234372
ACH-000773,-1.0549367539497607
ACH-000776,-1.3726237915036854
ACH-000777,-1.288904611869999
ACH-000778,-0.7292924395609347
ACH-000781,-1.206263090757269
ACH-000782,-0.9865616855765452
ACH-000783,-1.2651263556397023
ACH-000784,-1.336156620252022
ACH-000785,-1.2919451174533192
ACH-000787,-1.2341440170130016
ACH-000788,-1.2898915038623346
ACH-000791,-0.995879312660208
ACH-000792,-1.369626347001131
ACH-000794,-1.1552901733106318
ACH-000796,-1.2389122442795326
ACH-000798,-0.9190922503443713
ACH-000799,-0.9479189286734254
ACH-000800,-1.0075408240896846
ACH-000802,-1.464052498655624
ACH-000804,-1.3337857828438668
ACH-000805,-1.2411423283000198
ACH-000809,-1.0089310406073468
ACH-000810,-1.449608592434014
ACH-000811,-1.1817057554118104
ACH-000817,-1.370629808732962
ACH-000819,-1.2279034722237898
ACH-000820,-1.3298898703514512
ACH-000821,-1.1291119175522066
ACH-000822,-0.938035452772396
ACH-000823,-1.091125304437854
ACH-000824,-1.5454035800930144
ACH-000827,-1.1558609359842154
ACH-000829,-1.122680899021187
ACH-000831,-1.161812875346902
ACH-000832,-1.0044781703527237
ACH-000833,-1.3445010953738266
ACH-000834,-1.0394678388069902
ACH-000835,-1.5069709431722433
ACH-000836,-1.1498149922865015
ACH-000837,-1.3404329243526665
ACH-000838,-1.265688918208132
ACH-000839,-1.1212785397828051
ACH-000840,-1.177626191911082
ACH-000841,-1.1838087777722457
ACH-000843,-1.292343809910349
ACH-000846,-1.173697884533776
ACH-000847,-1.4036422533981816
ACH-000848,-1.182821756766378
ACH-000849,-1.199216630408412
ACH-000851,-1.199468585302511
ACH-000855,-1.3374368387098001
ACH-000856,-1.0477534870799994
ACH-000858,-1.21041919563467
ACH-000859,-1.4420514579654118
ACH-000861,-0.9763867524006429
ACH-000862,-1.2753253707540866
ACH-000865,-1.2007997723541224
ACH-000866,-1.334975054825943
ACH-000867,-1.2343405492559274
ACH-000869,-0.878596246972799
ACH-000872,-1.2761065928469408
ACH-000873,-1.1538242017186249
ACH-000876,-0.9849603536404188
ACH-000878,-1.249900399332363
ACH-000880,-0.9967640664860692
ACH-000881,-1.1043620211019625
ACH-000882,-1.0813097453205691
ACH-000884,-1.4532962891277723
ACH-000885,-1.0940553999090017
ACH-000887,-1.2082780907597954
ACH-000889,-1.12560380755598
ACH-000896,-1.1113967014254766
ACH-000898,-1.0168507826688975
ACH-000900,-1.1517335684053054
ACH-000901,-1.2952992989745564
ACH-000905,-1.3411809211542074
ACH-000906,-1.2844542981160023
ACH-000907,-1.0007303972050778
ACH-000910,-1.261186704617165
ACH-000911,-1.0937630216574448
ACH-000912,-1.0565473194097683
ACH-000913,-1.2025927167269024
ACH-000915,-1.3628269590884798
ACH-000916,-1.0560286262280003
ACH-000917,-1.3016852592427488
ACH-000920,-1.34473825662109
ACH-000921,-0.9733102397416604
ACH-000924,-0.9858349099705268
ACH-000926,-1.106137977952922
ACH-000928,-1.0746069107031089
ACH-000929,-1.4130040524564376
ACH-000932,-1.1607524902136126
ACH-000935,-1.1524411393696308
ACH-000936,-1.0488139363357818
ACH-000937,-1.1901107905597548
ACH-000938,-0.9882985208317248
ACH-000939,-1.4118993024563535
ACH-000941,-1.1576675062904225
ACH-000943,-1.241552695374875
ACH-000946,-1.1177073050132271
ACH-000947,-1.3524653276805625
ACH-000948,-1.1029925784809893
ACH-000950,-1.10713451074142
ACH-000953,-1.0736007508318088
ACH-000954,-1.0215848783729269
ACH-000957,-1.2109914534577673
ACH-000958,-1.1335343922528984
ACH-000960,-0.8861837023441439
ACH-000963,-0.9151589911813705
ACH-000968,-1.3075627688450195
ACH-000969,-1.0342053764269363
ACH-000972,-1.104144475109743
ACH-000973,-1.1157870833054788
ACH-000974,-1.0745911375690742
ACH-000978,-1.0820331855282428
ACH-000984,-1.1525665919547077
ACH-000986,-1.2395971912607429
ACH-000988,-1.2207684870880553
ACH-000993,-1.0156791638399691
ACH-000994,-0.9008095639496484
ACH-000996,-0.8765605840939901
ACH-001001,-1.2407571660389152
ACH-001020,-1.1397959120914745
ACH-001028,-1.0581353143399204
ACH-001031,-1.3667758104158887
ACH-001038,-1.3341483788166846
ACH-001048,-1.2576221628994964
ACH-001050,-1.218156971925784
ACH-001053,-1.5082713478503924
ACH-001054,-1.1193981808576066
ACH-001061,-1.1318600620301242
ACH-001067,-1.1918091294204136
ACH-001075,-1.5400918759766116
ACH-001096,-1.3206616248358338
ACH-001111,-1.1155905572378992
ACH-001119,-1.0315483630303914
ACH-001128,-1.065693932494472
ACH-001134,-0.9633954787058956
ACH-001151,-1.3353843955716518
ACH-001163,-1.0062499148330233
ACH-001164,-1.3670052051807655
ACH-001183,-1.166186998759866
ACH-001192,-1.3113450278116456
ACH-001193,-0.9128459709146899
ACH-001196,-1.2607526119525634
ACH-001197,-1.1302476463437037
ACH-001205,-1.0970892181132654
ACH-001211,-1.1238651669477056
ACH-001212,-1.159900000528353
ACH-001228,-1.2576630975925678
ACH-001232,-1.4257231326136282
ACH-001239,-1.2584618109109742
ACH-001270,-1.351911354287056
ACH-001274,-1.0499502718403786
ACH-001275,-1.397603293781181
ACH-001277,-1.5015489926793886
ACH-001278,-1.1418331988187624
ACH-001280,-1.2955532567488572
ACH-001283,-1.147239587259959
ACH-001289,-1.2326913019079713
ACH-001300,-1.0180477899265756
ACH-001301,-1.2919505462632142
ACH-001302,-1.2020917686462156
ACH-001306,-1.1598858666375922
ACH-001318,-1.312185570186554
ACH-001322,-0.9881959797709832
ACH-001328,-1.2557126829804643
ACH-001332,-1.2109225925473182
ACH-001336,-1.0968227461127855
ACH-001346,-1.155618417628394
ACH-001353,-1.367686479157551
ACH-001354,-1.1845710795890954
ACH-001367,-1.0706281195541183
ACH-001368,-1.0605508465436204
ACH-001374,-1.3439003733323458
ACH-001377,-1.0956112923595478
ACH-001380,-1.1559100003632992
ACH-001391,-1.0253975678924878
ACH-001408,-1.1960503001576177
ACH-001430,-1.0237569273711131
ACH-001431,-1.255264418537144
ACH-001450,-1.0411957872904385
ACH-001496,-1.3900100959414916
ACH-001500,-1.3874135727866348
ACH-001523,-1.2646189621923878
ACH-001532,-1.0520195054418056
ACH-001550,-1.5196578881125289
ACH-001552,-1.0720347524550249
ACH-001554,-1.1104192105504431
ACH-001654,-1.4347645503588178
ACH-001735,-1.3024698053269763
ACH-001736,-1.0820739761450897
ACH-001737,-1.2259412909213807
ACH-001740,-1.3226153033118109
ACH-001745,-1.3510856242069824
ACH-001765,-1.2541376632056616
