,SLMAP (7871)
ACH-000856,-0.3752784957133555
ACH-000858,-0.1757037069511044
ACH-000859,-0.4583066775030516
ACH-000861,-0.2869764508882887
ACH-000862,-0.08801882967372739
ACH-000865,-0.15803093921021466
ACH-000866,-0.2983154210560123
ACH-000867,-0.1828015891290408
ACH-000869,-0.4350219929349553
ACH-000872,-0.15383663360550892
ACH-000873,-0.17443310743335058
ACH-000876,-0.3448479916138694
ACH-000878,-0.17773688030187024
ACH-000880,-0.4251223212434541
ACH-000881,-0.2004437412726385
ACH-000882,-0.08104878873520882
ACH-000884,-0.10977089272610506
ACH-000885,-0.40657000518222464
ACH-000887,-0.3648226186961544
ACH-000889,-0.2823259746217288
ACH-000896,-0.3330460506330178
ACH-000898,-0.2268194647485137
ACH-000900,-0.30038261785918124
ACH-000901,-0.18874804964803965
ACH-000905,-0.4012220210238868
ACH-000906,-0.25175593453860035
ACH-000907,-0.4685002598421544
ACH-000910,-0.21743115081667827
ACH-000911,-0.3599830018519212
ACH-000912,-0.2298172386874184
ACH-000913,-0.1480418001594815
ACH-000915,-0.24288056655337326
ACH-000916,-0.02029846953145247
ACH-000917,-0.40753853345328706
ACH-000920,-0.4119738961244258
ACH-000921,-0.3500614310511643
ACH-000924,-0.3618795281204466
ACH-000926,-0.3929984424342463
ACH-000928,-0.3237803357633078
ACH-000929,-0.3100446539168078
ACH-000932,-0.2357172236893412
ACH-000935,-0.04930376174851512
ACH-000936,-0.206947271191118
ACH-000937,-0.2618869327949434
ACH-000938,-0.3158962391968998
ACH-000939,-0.023928178179360386
ACH-000941,-0.15712963320814913
ACH-000943,-0.3201544263221165
ACH-000946,-0.2769006591753976
ACH-000947,-0.08956495935349297
ACH-000948,-0.4178008178428356
ACH-000950,-0.3960672671774123
ACH-000953,-0.18236897478709546
ACH-000954,-0.4336476717884473
ACH-000957,-0.2832196070901726
ACH-000958,-0.2452758848674801
ACH-000960,-0.3061576500594798
ACH-000963,-0.2375072841467713
ACH-000968,-0.3184404693344625
ACH-000969,-0.2287585244655361
ACH-000972,-0.6025731672105156
ACH-000973,-0.3874062860971724
ACH-000974,-0.2980125165856582
ACH-000978,0.14854985583576946
ACH-000984,-0.41176020445651257
ACH-000986,-0.4665930390578169
ACH-000988,-0.36151025231527895
ACH-000993,-0.2463860035556851
ACH-000994,-0.4060944505552546
ACH-000996,-0.24187299735343676
ACH-001001,-0.1941323539142548
ACH-001020,-0.3150464391232075
ACH-001028,-0.2436097068236155
ACH-001031,-0.16148604903167552
ACH-001038,-0.2406033314302413
ACH-001048,-0.466821999994933
ACH-001050,-0.057696452904809785
ACH-001053,-0.33640421755056743
ACH-001054,-0.1727497509481509
ACH-001061,-0.2660266083910681
ACH-001067,-0.3457751986733977
ACH-001075,-0.2660646981989981
ACH-001096,-0.19472609768851296
ACH-001111,0.03707903445617553
ACH-001119,-0.5073242657072352
ACH-001128,-0.15651113599521926
ACH-001134,-0.1749235097418296
ACH-001151,-0.28746744091093834
ACH-001163,-0.3681556436575968
ACH-001164,-0.41264229070697395
ACH-001183,-0.3067546440475077
ACH-001192,-0.4093837868672106
ACH-001193,-0.3994385752123243
ACH-001196,-0.2447925220505308
ACH-001197,-0.3949458343053421
ACH-001205,-0.4701842527328567
ACH-001211,-0.4592913659815864
ACH-001212,0.0649365240489618
ACH-001228,-0.2309777021483561
ACH-001232,-0.393140347543974
ACH-001239,-0.16912122651629
ACH-001270,0.016307564918961855
ACH-001274,-0.3729161761400985
ACH-001275,-0.2229828332307984
ACH-001277,-0.20161123384914192
ACH-001278,-0.3993891580459688
ACH-001280,-0.2105774369715009
ACH-001283,-0.3027819689997292
ACH-001289,-0.34726746087057103
ACH-001300,-0.04947801548561271
ACH-001301,-0.15034923605998982
ACH-001302,-0.2679523661681837
ACH-001306,-0.5294282408286003
ACH-001318,-0.18243818321828487
ACH-001322,-0.4098588698113164
ACH-001328,-0.2828192345397403
ACH-001332,-0.3601998507373342
ACH-001336,-0.3928504739478152
ACH-001346,-0.28895470941341883
ACH-001353,-0.5019041843821418
ACH-001354,-0.30236424883702384
ACH-001367,-0.459830680649845
ACH-001368,-0.202895448487625
ACH-001374,-0.3385938129057854
ACH-001377,-0.2938022285917485
ACH-001380,-0.39052584144265
ACH-001391,-0.15618150763746824
ACH-001408,-0.4333750428959404
ACH-001430,-0.5320700737036773
ACH-001431,-0.28776936296722394
ACH-001450,-0.3293756361445543
ACH-001496,-0.4162252307796805
ACH-001500,-0.3607344005483265
ACH-001523,-0.4098540846006986
ACH-001532,-0.14822959447753034
ACH-001550,-0.3517520390142106
ACH-001552,-0.2820600772328782
ACH-001554,-0.27983266252900896
ACH-001654,-0.2992316188510397
ACH-001735,-0.2699566677268128
ACH-001736,-0.34385681575337673
ACH-001737,-0.06273739900854175
ACH-001740,-0.20024769923724253
ACH-001745,-0.18641420003552955
ACH-001765,-0.04737363652091076
