,RAD51C (5889)
ACH-000246,-0.4418352855653349
ACH-000248,-0.6605902740300174
ACH-000250,-0.18032388544638167
ACH-000251,-0.3630635111153246
ACH-000252,-0.5340018356823534
ACH-000253,-0.5561649277084648
ACH-000255,-0.7748927318971884
ACH-000256,-0.42433426085543663
ACH-000257,-0.3569404383022985
ACH-000258,-0.5277607586900012
ACH-000259,-0.4458647949239533
ACH-000260,-0.5423656457022364
ACH-000261,-0.8006944561594775
ACH-000262,-0.4775283374935091
ACH-000263,-0.7018717332948106
ACH-000264,-0.5419018623033803
ACH-000265,-0.5295542069435148
ACH-000266,-0.678610528332459
ACH-000272,-0.64929557541987
ACH-000274,-0.5710106299053128
ACH-000277,-0.5666280317108813
ACH-000278,-0.41006454543105103
ACH-000279,-0.8929335909193699
ACH-000280,-0.9360508444056488
ACH-000281,-0.5402883037937805
ACH-000288,-0.6718942674489654
ACH-000291,-0.4090775682515672
ACH-000293,-0.2982811911727379
ACH-000294,-0.3629033077903392
ACH-000295,-0.673595564914227
ACH-000296,-0.6203497078176843
ACH-000302,-0.5321595255643694
ACH-000304,-0.4589971899157199
ACH-000307,-0.7191263872963132
ACH-000308,-0.4292478617975168
ACH-000310,-0.6560210703270176
ACH-000311,-0.3199127792642027
ACH-000312,-0.6702418956770575
ACH-000315,-0.38323175263628345
ACH-000316,-0.3930577400757013
ACH-000317,-0.6945408840990484
ACH-000318,-0.7258561804658555
ACH-000319,-0.5546190839724718
ACH-000320,-0.4493576398890991
ACH-000322,-0.4498942975454658
ACH-000323,-0.6982243834495773
ACH-000324,-0.6241755252939344
ACH-000329,-0.6695321212440039
ACH-000330,-0.40123676561321264
ACH-000331,-0.4548885932980525
ACH-000332,-0.4506333274853117
ACH-000334,-0.8252756071069639
ACH-000335,-0.3410700390079047
ACH-000336,-0.9697766486779228
ACH-000337,-0.5870829358554128
ACH-000338,-0.274913622633688
ACH-000339,-0.6613727280662868
ACH-000341,-0.5850136729777089
ACH-000348,-0.6686581533920829
ACH-000350,-0.555071930946438
ACH-000352,-0.4958036561758653
ACH-000356,-0.2865157584731835
ACH-000361,-0.3701956634742525
ACH-000362,-0.7133768843556786
ACH-000363,-0.5031459816641307
ACH-000364,-0.3083443122256576
ACH-000365,-0.7624102489882876
ACH-000366,-0.4875028917214248
ACH-000368,-0.6458141344256482
ACH-000374,-0.7579805344373663
ACH-000375,-0.5242100146834607
ACH-000376,-0.533399734260364
ACH-000381,-0.7268374246651824
ACH-000383,-0.4363704113186915
ACH-000387,-0.5291608139918531
ACH-000389,-0.6090972623267151
ACH-000390,-0.27320868115515695
ACH-000393,-0.4833416994761287
ACH-000395,-0.4172816935164221
ACH-000396,-0.5880795032399277
ACH-000397,-0.6840020710891013
ACH-000401,-0.7137919534557401
ACH-000402,-0.950730282916096
ACH-000403,-0.5867204649919573
ACH-000404,-0.5478054597220765
ACH-000406,-0.5348936033691102
ACH-000407,-0.6236531384005934
ACH-000408,-0.8051820087160046
ACH-000410,-0.7552804250692003
ACH-000411,-0.4218344218154171
ACH-000414,-0.5553162084193414
ACH-000415,-0.9894592326712208
ACH-000416,-0.729286971213298
ACH-000420,-0.6798956935801181
ACH-000421,-0.5964262707071469
ACH-000424,-0.5438380125031952
ACH-000425,-0.4241553615158403
ACH-000426,-0.8050555350026773
ACH-000427,-0.6447584208554938
ACH-000433,-0.2827755798978009
ACH-000435,-0.8164865067467457
ACH-000436,-0.4846838918064846
ACH-000444,-0.7108857100089749
ACH-000445,-0.30570566974722324
ACH-000448,-0.6296837714384705
ACH-000450,-0.3630638113260256
ACH-000452,-0.5802387797954122
ACH-000454,-0.3811476526581348
ACH-000458,-0.6053389528744005
ACH-000459,-0.5361006383618407
ACH-000460,-0.4666212226717907
ACH-000461,-0.4983286647281307
ACH-000463,-0.4801626026240537
ACH-000464,-0.5569399853710194
ACH-000466,-0.8864664963583228
ACH-000467,-0.5372613063515547
ACH-000468,-0.3428908370696451
ACH-000469,-0.7555399654346551
ACH-000470,-0.8443561491276556
ACH-000471,-0.3117119302630548
ACH-000472,-0.8473622618788547
ACH-000473,-0.6282462541521779
ACH-000475,-0.4205555705114864
ACH-000476,-0.4145330441326286
ACH-000477,-0.5520981402772697
ACH-000479,-0.3991389500598148
ACH-000480,-0.5882047219703814
ACH-000481,-0.5750300687800218
ACH-000483,-0.2977155910143252
ACH-000484,-0.732634244486038
ACH-000485,-0.6831960565206765
ACH-000486,-0.4350803795715046
ACH-000487,-0.5817626291259906
ACH-000488,-0.6384406143744856
ACH-000490,-0.2649794886279799
ACH-000491,-0.6854615129364928
ACH-000495,-0.8011389060387624
ACH-000496,-0.6826923120252077
ACH-000499,-0.3885268484114544
ACH-000500,-0.686848534012679
ACH-000502,-0.4540514042295645
ACH-000503,-0.7368869142767647
ACH-000505,-0.5533940891082204
ACH-000507,-0.2262691785354005
ACH-000510,-0.5108227386796123
ACH-000511,-0.6002817537493563
ACH-000512,-0.2670908064456076
ACH-000516,-0.3027044960314319
ACH-000517,-0.4911556337941073
ACH-000518,-0.9199644468335548
ACH-000520,-0.4232333834096398
ACH-000521,-0.7097192613078179
ACH-000522,-0.688042984122078
ACH-000524,-0.4524779277809946
ACH-000527,-0.4724448892061493
ACH-000528,-0.829354048250796
ACH-000537,-0.3770675448750766
ACH-000541,-0.7094752744540586
ACH-000542,-0.5539691198373277
ACH-000544,-0.4772202402324989
ACH-000545,-0.4348227488470858
ACH-000547,-0.518052425126171
ACH-000548,-0.5568713874043206
ACH-000549,-0.3970780652816481
ACH-000550,-0.6726420665091859
ACH-000552,-0.3721881975694869
ACH-000556,-0.5364881169470742
ACH-000557,-0.8633691036616196
ACH-000569,-0.24390558074510216
ACH-000570,-0.7596677647762734
ACH-000571,-0.5022348949307918
ACH-000573,-0.0198856252984125
ACH-000576,-0.7985375663782946
ACH-000579,-0.34417213491610954
ACH-000580,-0.4748300757728388
ACH-000584,-0.6727802364616268
ACH-000585,-0.38050627556749395
ACH-000588,-0.8521521488453516
ACH-000589,-0.3867441371904611
ACH-000591,-0.3270586041187295
ACH-000593,-0.1759481504836766
ACH-000600,0.06137753775829704
ACH-000601,-0.5551759528905392
ACH-000605,-0.7616230916883409
ACH-000606,-0.4252479437942797
ACH-000608,-0.6183138678689176
ACH-000614,-0.16800166245083492
ACH-000616,-0.3976709774888847
ACH-000618,-0.6729799545959397
ACH-000619,-0.5793986737501061
ACH-000620,-0.4594436920109162
ACH-000621,-0.5746869354570378
ACH-000622,-0.5551294971474581
ACH-000623,-0.6597212151645628
ACH-000624,-0.3734929204889553
ACH-000627,-0.4782185790419778
ACH-000630,-0.4234026813688716
ACH-000631,-0.062135048912052335
ACH-000632,-0.6443051806687241
ACH-000633,-0.3245040210931351
ACH-000637,-0.574108173280842
ACH-000638,-0.6295995604991055
ACH-000646,-0.12932305851880324
ACH-000647,-0.4719898262564538
ACH-000648,-0.4598962492842276
ACH-000649,-0.8740469678549758
ACH-000651,-0.5298513234310388
ACH-000652,-0.6124039180117379
ACH-000653,-0.4555463974994137
ACH-000657,-0.6191608396327968
ACH-000658,-0.6818364823497778
ACH-000661,-0.25260466119602704
ACH-000662,0.16626902249393566
ACH-000663,-0.6149202640519718
ACH-000665,-0.4323878680295629
ACH-000671,-0.5892104167658743
ACH-000672,-0.6738377725058747
ACH-000673,-0.3874318839854015
ACH-000676,-0.4198398470785056
ACH-000677,-0.5523623084281664
ACH-000681,-0.42220939850658695
ACH-000683,-0.5089984454278935
ACH-000684,-0.6259200987174709
ACH-000688,-0.7529178069679421
ACH-000693,-0.5428168830114652
ACH-000694,-0.6767887644172506
ACH-000695,-0.679514797439465
ACH-000696,-0.5327106948483799
ACH-000697,-0.330767152207557
ACH-000699,-0.24090116298210185
ACH-000701,-0.6444939917902153
ACH-000706,-0.5378280083917694
ACH-000711,-0.38756815794624944
ACH-000713,-0.3755983121704564
ACH-000714,-0.6346470854226571
ACH-000718,-0.4214504398693864
ACH-000720,-0.9715456397435444
ACH-000721,-0.5461555236314336
ACH-000724,-0.3620368974090519
ACH-000725,-0.5787276134671392
ACH-000732,-0.4069215466267418
ACH-000734,-0.43718826113823744
ACH-000735,-0.4165058652222666
ACH-000736,0.017515049774392246
ACH-000738,-0.7005765583531499
ACH-000746,-0.4652311379635691
ACH-000747,-0.5792352552758312
ACH-000748,-0.5279031281695109
ACH-000753,-0.5450796833350794
ACH-000756,-0.5470560988026179
ACH-000757,-0.20252980238367144
ACH-000758,-0.5552723689800956
ACH-000760,-0.4829545096639277
ACH-000762,-0.7301691477095295
ACH-000763,-1.1104280682025502
ACH-000764,-0.2220750954023734
ACH-000765,-0.5930732480862217
ACH-000766,-0.5862556814000157
ACH-000767,-0.8004499823983175
ACH-000768,-0.7167222717609789
ACH-000769,-0.8160069353559625
ACH-000770,-0.5900199659769488
ACH-000771,-0.5598036275372521
ACH-000773,-0.5027837240103034
ACH-000776,-0.4800436679537057
ACH-000777,-0.6963423005641557
ACH-000778,-0.5492336636831368
ACH-000781,-0.5144386139132182
ACH-000782,-0.3694170575605682
ACH-000783,-0.5021972618858309
ACH-000784,-0.7467704885733848
ACH-000785,-0.9231381930177951
ACH-000787,-0.6498112956771283
ACH-000788,-0.697322949707291
ACH-000791,-0.6793640295573772
ACH-000792,-0.7015937352414338
ACH-000794,-0.5076842027320606
ACH-000796,-0.7879911505127244
ACH-000798,-0.3400975534286485
ACH-000799,-0.4117869494382945
ACH-000800,-0.22140173450830752
ACH-000802,-0.5846744470913492
ACH-000804,-0.6607325872346366
ACH-000805,-0.5087722046339129
ACH-000809,-0.7280050710342446
ACH-000810,-0.8185776471673941
ACH-000811,-0.530534056759586
ACH-000817,-0.7248281660674389
ACH-000819,-0.7058023299360555
ACH-000820,-0.3891929925192426
ACH-000821,-0.5329274356138011
ACH-000822,-0.2983255723048343
ACH-000823,-0.6482802199953419
ACH-000824,-0.624102917832407
ACH-000827,-0.4750571587418811
ACH-000829,-0.7237448463444203
ACH-000831,-0.2955962452999335
ACH-000832,-0.5796410667755686
ACH-000833,-0.33549219541139474
ACH-000834,-0.7110030411801831
ACH-000835,-0.865075216393812
ACH-000836,-0.8027101087639733
ACH-000837,-0.6882509181507299
ACH-000838,-0.7623972563786897
ACH-000839,-0.3462724915593223
ACH-000840,-0.555241745426214
ACH-000841,-0.5863341190962197
ACH-000843,-0.631532695560854
ACH-000846,-0.7454926088285102
ACH-000847,-0.5864272899025278
ACH-000848,-0.732904627356722
ACH-000849,-0.4964713406515308
ACH-000851,-0.41521200246497214
ACH-000855,-0.7471212746899624
ACH-000856,-0.6463522817384489
ACH-000858,-0.6150857169883394
ACH-000859,-0.7064098512924398
ACH-000861,-0.5645712461796402
ACH-000862,-0.7154957495616451
ACH-000865,-0.7766442400225109
ACH-000866,-0.5017361400582477
ACH-000867,-0.5610333555584539
ACH-000869,-0.6895780291027966
ACH-000872,-0.5268743582668832
ACH-000873,-0.7175551398054711
ACH-000876,-0.901210125046737
ACH-000878,-0.7166742002207545
ACH-000880,-0.4966789978605189
ACH-000881,-0.5999189283766175
ACH-000882,-0.6043103469035181
ACH-000884,-0.95801375728233
ACH-000885,-0.3811350009214114
ACH-000887,-0.6334546042252849
ACH-000889,-0.7421697343920229
ACH-000896,-0.3358198300189124
ACH-000898,-0.6326714507485113
ACH-000900,-0.6675388954682464
ACH-000901,-0.8910960078409537
ACH-000905,-0.7262945928752697
ACH-000906,-0.7309038385625268
ACH-000907,-0.4779272957354439
ACH-000910,-0.3798802071814886
ACH-000911,-0.5767503299057286
ACH-000912,-0.6045386212036736
ACH-000913,-0.7072515677966962
ACH-000915,-0.4307442029087564
ACH-000916,-0.9213805950226454
ACH-000917,-0.5437757488223766
ACH-000920,-0.445820088665144
ACH-000921,-0.5818843895516752
ACH-000924,-0.6055483933957685
ACH-000926,-0.8377632502716618
ACH-000928,-0.44226235698852
ACH-000929,-0.6973932167899887
ACH-000932,-0.24448061741431176
ACH-000935,-0.5990213112024071
ACH-000936,-0.3824399147872655
ACH-000937,-0.3577015948371854
ACH-000938,-0.7254726171698277
ACH-000939,-0.6152058968875889
ACH-000941,-0.2733037354632987
ACH-000943,-0.7810363172698015
ACH-000946,-0.7149760600687948
ACH-000947,-0.594264567402005
ACH-000948,-0.6349150349119982
ACH-000950,-0.7044820200843832
ACH-000953,-0.4498894323549241
ACH-000954,-0.30236234510875337
ACH-000957,-0.2463999044401221
ACH-000958,-0.4683664700039946
ACH-000960,-0.7183597513007949
ACH-000963,-0.667225832936183
ACH-000968,-0.397387663859033
ACH-000969,-0.5801090636181504
ACH-000972,-0.5210713144086858
ACH-000973,-0.6601035874570429
ACH-000974,-0.653420519958138
ACH-000978,-0.33178666902170073
ACH-000984,-0.322594206120225
ACH-000986,-0.4971892115691327
ACH-000988,-0.7679431425803084
ACH-000993,-0.7170370932275149
ACH-000994,-0.6926131255174449
ACH-000996,-0.3443909457757025
ACH-001001,-0.6280529439374087
ACH-001020,-0.3983583609263311
ACH-001028,-0.5803721750529371
ACH-001031,-0.7213414081578361
ACH-001038,-0.43411863792638733
ACH-001048,-0.5810268159987421
ACH-001050,-0.6416038628405325
ACH-001053,-0.6437893763326437
ACH-001054,-0.4892931603136296
ACH-001061,-0.5868304351116701
ACH-001067,-0.43572605908226797
ACH-001075,-0.6421053592252814
ACH-001096,-0.6281347210690645
ACH-001111,-0.5140492765733107
ACH-001119,-0.5151197026789015
ACH-001128,-0.0974833506766316
ACH-001134,-0.3680840367790232
ACH-001151,-0.7155170028572677
ACH-001163,-0.3601859455629106
ACH-001164,-0.454931124761156
ACH-001183,-0.4384659749759463
ACH-001192,-0.6244796110434548
ACH-001193,-0.372198642546746
ACH-001196,-0.4055651835508645
ACH-001197,-0.4563396934704828
ACH-001205,-0.5078211217213624
ACH-001211,-0.4860828761712676
ACH-001212,-0.4006282406471205
ACH-001228,-0.5235360114075575
ACH-001232,-0.6982487643236702
ACH-001239,-0.6018509689747187
ACH-001270,-0.3538707994735503
ACH-001274,-0.4756913452176834
ACH-001275,-0.6466004921241568
ACH-001277,-0.6158723559756009
ACH-001278,-0.3850820133277813
ACH-001280,-1.0143335245402627
ACH-001283,-0.44131630410835737
ACH-001289,-0.5732013826810538
ACH-001300,-0.4755628162621942
ACH-001301,-0.5148895740385991
ACH-001302,-0.3712313419927628
ACH-001306,-0.4913153826800593
ACH-001318,-0.5477455166630099
ACH-001322,-0.5860272644559803
ACH-001328,-0.3739096923599888
ACH-001332,-0.6670876717058525
ACH-001336,-0.5499566388126876
ACH-001346,-0.4912345459556256
ACH-001353,-0.7012201394862971
ACH-001354,-1.1725516503436275
ACH-001367,-0.3083261562389546
ACH-001368,-0.741045481144996
ACH-001374,-0.7468777339649934
ACH-001377,-0.5767306878690497
ACH-001380,-0.5709176180618778
ACH-001391,-0.42319841131313896
ACH-001408,-1.1656529300700318
ACH-001430,-0.6445221346409256
ACH-001431,-0.2749048125332626
ACH-001450,-0.7370469890006276
ACH-001496,-0.2769347851895923
ACH-001500,-0.5615143468691175
ACH-001523,-0.928365960035722
ACH-001532,-0.6174002354975633
ACH-001550,-0.7280258421243967
ACH-001552,-0.7727716977776841
ACH-001554,-0.5558027969756927
ACH-001654,-0.6335558955102555
ACH-001735,-0.7295632652653439
ACH-001736,-0.5622829980151021
ACH-001737,-0.5677431708241497
ACH-001740,-0.4674849474862358
ACH-001745,-0.4766942924639962
ACH-001765,-0.3561690651499058
