,POM121C (100101267)
ACH-000545,-0.18650464575577771
ACH-000547,-0.4145363280593607
ACH-000548,-0.033626553818132295
ACH-000549,-0.2024579599707287
ACH-000550,-0.3662049742672302
ACH-000552,-0.2840878442925576
ACH-000556,-0.2042635888925407
ACH-000557,-0.18436756157150874
ACH-000569,-0.4547474244222415
ACH-000570,-0.23614342359223656
ACH-000571,-0.2357422668298333
ACH-000573,-0.3247247769654731
ACH-000576,-0.3944012378711548
ACH-000579,-0.2397686078344976
ACH-000580,-0.30699233930776504
ACH-000584,-0.2266260826261136
ACH-000585,-0.2573497058184217
ACH-000588,-0.3847731651032103
ACH-000589,-0.3857250220183343
ACH-000591,-0.16633909030506486
ACH-000593,-0.1990235729998788
ACH-000600,-0.2505887707741729
ACH-000601,-0.15424636359200375
ACH-000605,-0.14012947331223027
ACH-000606,-0.27827304405676523
ACH-000608,-0.18486000955039975
ACH-000614,-0.2875919999718602
ACH-000616,-0.0888948996928135
ACH-000618,-0.09404675839010848
ACH-000619,-0.0903942574024471
ACH-000620,-0.07999436916974656
ACH-000621,-0.4038355072378352
ACH-000622,-0.27996192078112786
ACH-000623,-0.10874252951339416
ACH-000624,-0.41146502276721975
ACH-000627,-0.12888453766259456
ACH-000630,-0.2873046045973427
ACH-000631,0.05891831733717945
ACH-000632,-0.24105840720620664
ACH-000633,-0.1808939590727616
ACH-000637,-0.28406313320204657
ACH-000638,-0.20608416814799516
ACH-000646,-0.21979694746527
ACH-000647,0.059417199645508276
ACH-000648,-0.11102407634924896
ACH-000649,-0.2684830716182488
ACH-000651,-0.09742894795867164
ACH-000652,-0.22413342349410267
ACH-000653,-0.06264552701405403
ACH-000657,-0.20694363627513548
ACH-000658,-0.15943899227116545
ACH-000661,-0.11614995397640675
ACH-000662,-0.4123526997054168
ACH-000663,-0.1769188841240023
ACH-000665,-0.3729132371361176
ACH-000671,-0.12797546053485728
ACH-000672,-0.21410591939112306
ACH-000673,-0.37771864475109657
ACH-000676,-0.20160462059807185
ACH-000677,-0.19730484154379374
ACH-000681,-0.17795756651249167
ACH-000683,-0.07972309851898345
ACH-000684,-0.2689837998286854
ACH-000688,0.07061790569631075
ACH-000693,-0.19152886921215814
ACH-000694,-0.273113581455256
ACH-000695,-0.02435896165350336
ACH-000696,-0.25603890234226073
ACH-000697,-0.4540859525847404
ACH-000699,-0.415436715314037
ACH-000701,-0.10926299752166573
ACH-000706,-0.2049209483302232
ACH-000711,-0.4034949317523681
ACH-000713,-0.2989464151979432
ACH-000714,-0.1640444660589496
ACH-000718,-0.14201188712549515
ACH-000720,-0.3909916760042834
ACH-000721,-0.22203388198079
ACH-000724,-0.10669582709917336
ACH-000725,-0.39276502874879016
ACH-000732,-0.3864855816987272
ACH-000734,-0.08775831755911159
ACH-000735,-0.10019791416573468
ACH-000736,-0.35854851470951504
ACH-000738,-0.4038677661890194
ACH-000746,-0.08380542972775468
ACH-000747,-0.19281307377379167
ACH-000748,-0.19471155544987448
ACH-000753,-0.11864844374784055
ACH-000756,0.08143323406256753
ACH-000757,-0.2634080023325741
ACH-000758,-0.19572416363177425
ACH-000760,0.0201384356538794
ACH-000762,-0.22998101138470944
ACH-000763,0.003748778279473747
ACH-000764,-0.5114450505576251
ACH-000765,-0.18094671537872767
ACH-000766,-0.28629971766415585
ACH-000767,-0.1737504191974374
ACH-000768,-0.23493469574686526
ACH-000769,-0.3156554726346686
ACH-000770,-0.3144524106545644
ACH-000771,-0.3850153949787196
ACH-000773,-0.3125049333279947
ACH-000776,-0.29166422328880354
ACH-000777,-0.2410898599970723
ACH-000778,-0.30531127924033463
ACH-000781,-0.1409789668683674
ACH-000782,-0.05478444738099705
ACH-000783,-0.3821149303641087
ACH-000784,-0.1828983213242016
ACH-000785,-0.13187974977435346
ACH-000787,-0.16336010688720862
ACH-000788,-0.16085479401363598
ACH-000791,-0.23602877510725295
ACH-000792,-0.07688203928759063
ACH-000794,-0.15775848069701576
ACH-000796,-0.2638545101476274
ACH-000798,-0.49549451304303005
ACH-000799,-0.29701232358447544
ACH-000800,-0.3905890020230355
ACH-000802,-0.1380738329561406
ACH-000804,-0.2738617661454792
ACH-000805,-0.3069848496237949
ACH-000809,-0.18451505771260615
ACH-000810,-0.15112958757879547
ACH-000811,-0.3472280702508563
ACH-000817,-0.3945553709309814
ACH-000819,-0.2375451011192524
ACH-000820,-0.5679967182461501
ACH-000821,-0.2910526003193672
ACH-000822,-0.14884243910580405
ACH-000823,-0.3124671536697005
ACH-000824,-0.09955905648078517
ACH-000827,-0.21539768236333992
ACH-000829,-0.09488705917622603
ACH-000831,-0.20636032714540245
ACH-000832,-0.2259598637829467
ACH-000833,-0.14066198313472775
ACH-000834,-0.1563831885112895
ACH-000835,-0.1883011103728555
ACH-000836,-0.30103597160187234
ACH-000837,-0.19518861383997385
ACH-000838,-0.18146725127379776
ACH-000839,-0.01718278060149961
ACH-000840,-0.14053248525072684
ACH-000841,-0.0800470449177055
ACH-000843,-0.3565278335431496
ACH-000846,-0.4902777609142181
ACH-000847,-0.13065723259152925
ACH-000848,-0.3669126617216235
ACH-000849,-0.19162943318081127
ACH-000851,-0.31024114247133683
ACH-000855,-0.4036898347712345
ACH-000856,-0.29726067866229905
ACH-000858,-0.1972077842970636
ACH-000859,-0.2519858652900949
ACH-000861,-0.15359531823635292
ACH-000862,-0.2220793295073906
ACH-000865,-0.08635835053134085
ACH-000866,-0.18476240326709606
ACH-000867,-0.3495027790015874
ACH-000869,-0.2359011369753849
ACH-000872,-0.14153733035349858
ACH-000873,-0.29555899130226065
ACH-000876,-0.19326397967765693
ACH-000878,-0.20521999144224068
ACH-000880,-0.09441635478166954
ACH-000881,-0.3376256915253641
ACH-000882,-0.2380269525768619
ACH-000884,-0.29648742051271343
ACH-000885,-0.25347079088399177
ACH-000887,-0.27369962751207816
ACH-000889,-0.5383766495377127
ACH-000896,-0.0324085873007305
ACH-000898,-0.5157995797114722
ACH-000900,-0.21390541316731895
ACH-000901,-0.2021993488142319
ACH-000905,-0.108625327996146
ACH-000906,-0.1637902189301519
ACH-000907,-0.24720689588831626
ACH-000910,-0.05767961242375541
ACH-000911,-0.3135811692316134
ACH-000912,-0.3254555650493737
ACH-000913,-0.11965767135950822
ACH-000915,-0.18820745662876312
ACH-000916,-0.3315131565548209
ACH-000917,-0.3951882439978561
ACH-000920,-0.2569146937976015
ACH-000921,-0.3973783662667885
ACH-000924,-0.2168439971712844
ACH-000926,-0.17899008521874493
ACH-000928,-0.3839287653967745
ACH-000929,-0.3456110619088288
ACH-000932,-0.3446321393038384
ACH-000935,-0.5144946316508787
ACH-000936,-0.018672265011641626
ACH-000937,-0.12883111982087125
ACH-000938,-0.3009062197742468
ACH-000939,-0.14785748266594256
ACH-000941,-0.3055918096869492
ACH-000943,-0.1290323813077342
ACH-000946,-0.21458862512021115
ACH-000947,-0.2087877142200675
ACH-000948,-0.18784724650438908
ACH-000950,-0.08441554856616403
ACH-000953,-0.19162289679460304
ACH-000954,-0.3096515390502505
ACH-000957,-0.18019401454661274
ACH-000958,-0.2654056164773541
ACH-000960,-0.2565667660635855
ACH-000963,-0.3716868145029605
ACH-000968,-0.42399370140690507
ACH-000969,-0.2280700253543169
ACH-000972,-0.4909712720256153
ACH-000973,-0.10814434687113944
ACH-000974,-0.0998000454272776
ACH-000978,-0.4863922087253545
ACH-000984,-0.14811458960998442
ACH-000986,-0.42687250451863795
ACH-000988,-0.21701099779789174
ACH-000993,-0.3229144074746533
ACH-000994,-0.09934153436258863
ACH-000996,-0.4553378667509676
ACH-001001,-0.5017948626031544
ACH-001020,-0.10615498344903038
ACH-001028,-0.13885828456401922
ACH-001031,-0.2068588677405538
ACH-001038,-0.1777289579092714
ACH-001048,-0.20659003325770992
ACH-001050,-0.07085809942774386
ACH-001053,-0.1420933670274532
ACH-001054,-0.1845320935890448
ACH-001061,-0.2965275280542085
ACH-001067,-0.16942677407760884
ACH-001075,-0.3335786269010435
ACH-001096,-0.10591335609859642
ACH-001111,-0.08088469112973262
ACH-001119,-0.04631196087667104
ACH-001128,-0.4617859923004725
ACH-001134,-0.2897240854807116
ACH-001151,-0.3250275584085892
ACH-001163,-0.3772901863583595
ACH-001164,-0.261005848244482
ACH-001183,-0.26107193783704313
ACH-001192,-0.08324285620772613
ACH-001193,-0.10747521118133446
ACH-001196,-0.16697211354807645
ACH-001197,-0.4800123932947457
ACH-001205,-0.057505539381539884
ACH-001211,-0.3298332129680245
ACH-001212,-0.30517641417743435
ACH-001228,-0.41540681031251614
ACH-001232,-0.031675703705334964
ACH-001239,-0.20033110921740488
ACH-001270,-0.3053332826777312
ACH-001274,-0.09879587796785792
ACH-001275,-0.12949254933092513
ACH-001277,0.00879381404104723
ACH-001278,0.06336688406362741
ACH-001280,-0.5194027284534986
ACH-001283,0.03344785062213678
ACH-001289,-0.2510458563751766
ACH-001300,-0.2042365391271505
ACH-001301,-0.19469877618910134
ACH-001302,-0.19422776310896195
ACH-001306,-0.3854260923775424
ACH-001318,-0.14709834067823735
ACH-001322,-0.0652227513651537
ACH-001328,-0.2545217997654589
ACH-001332,-0.5103904407429811
ACH-001336,-0.340043483917905
ACH-001346,-0.29898209213209365
ACH-001353,-0.12612980391851547
ACH-001354,-0.11115481815621836
ACH-001367,-0.3832207307566021
ACH-001368,-0.3062890348942438
ACH-001374,-0.7160902217032045
ACH-001377,-0.005052894616432385
ACH-001380,-0.22123807742057905
ACH-001391,-0.10951004249330186
ACH-001408,-0.2574710768956067
ACH-001430,-0.043429091549694016
ACH-001431,-0.1170762584515439
ACH-001450,-0.3491065479490524
ACH-001496,-0.33314066171331536
ACH-001500,-0.15712479538312668
ACH-001523,-0.35159175730641523
ACH-001532,-0.17170260137357346
ACH-001550,-0.2322731518390116
ACH-001552,0.016759428901188603
ACH-001554,-0.10507705671770473
ACH-001654,-0.2223717237464585
ACH-001735,-0.06173857822865934
ACH-001736,-0.2128601884560194
ACH-001737,-0.047472062355472515
ACH-001740,-0.2162850901647251
ACH-001745,0.11639043741278128
ACH-001765,-0.3453909224422287
