,NT5C3A (51251)
ACH-000518,-0.05736900170093539
ACH-000520,-0.3062474035825585
ACH-000521,-0.08301676157925858
ACH-000522,-0.2252760485541702
ACH-000524,-0.18387422761795974
ACH-000527,-0.05052412005948671
ACH-000528,-0.09155916287885438
ACH-000537,-0.1800302778126033
ACH-000541,0.017348775939824326
ACH-000542,-0.187205237688514
ACH-000544,0.03657929439947937
ACH-000545,-0.20763379059297893
ACH-000547,-0.6142415125003731
ACH-000548,-0.13416048337597952
ACH-000549,-0.08136127767418029
ACH-000550,-0.18587540624816484
ACH-000552,-0.10513025355690428
ACH-000556,-0.19723867563710126
ACH-000557,-0.2333241121517932
ACH-000569,-0.5139255485085831
ACH-000570,-0.20743304906539603
ACH-000571,-0.16509771487234148
ACH-000573,-0.07512353754087721
ACH-000576,-0.3405592195829573
ACH-000579,-0.11347316705267363
ACH-000580,-0.03279784089647149
ACH-000584,-0.1437723747515333
ACH-000585,-0.14574318710360934
ACH-000588,-0.1663984196023312
ACH-000589,-0.2779404844889292
ACH-000591,-0.2668616555037973
ACH-000593,-0.2271116238546272
ACH-000600,-0.119607567268639
ACH-000601,-0.1432464537386957
ACH-000605,-0.1253215953427368
ACH-000606,-0.22668046440679385
ACH-000608,-0.2288921813665981
ACH-000614,-0.245566497100987
ACH-000616,-0.164044226270979
ACH-000618,-0.10104722438791497
ACH-000619,-0.006740059512942082
ACH-000620,-0.1279532947854647
ACH-000621,-0.1724213019909116
ACH-000622,-0.3045433575476041
ACH-000623,-0.2813610572870699
ACH-000624,-0.09593709177159378
ACH-000627,-0.2314132250789245
ACH-000630,-0.17366444778823956
ACH-000631,0.039476260410028115
ACH-000632,-0.2087444940419233
ACH-000633,-0.01598792559640347
ACH-000637,-0.17156143022922762
ACH-000638,-0.01673554839578379
ACH-000646,-0.08642159953978351
ACH-000647,-0.17226624461681864
ACH-000648,-0.21384405117237928
ACH-000649,-0.14923376993249718
ACH-000651,-0.1229450796880853
ACH-000652,-0.11460954315067533
ACH-000653,-0.2576882159778779
ACH-000657,-0.19482022383691933
ACH-000658,-0.198589429971996
ACH-000661,-0.14722070708140952
ACH-000662,-0.5091449524954614
ACH-000663,-0.14791220183737475
ACH-000665,0.002210497932004866
ACH-000671,-0.18558678709900087
ACH-000672,-0.056821781368334864
ACH-000673,-0.12512559520740135
ACH-000676,-0.15678063168525933
ACH-000677,-0.15501269888056385
ACH-000681,-0.1766680036593044
ACH-000683,-0.14634732092652686
ACH-000684,-0.07937981693585333
ACH-000688,-0.2930396387638496
ACH-000693,-0.14824728716634492
ACH-000694,-0.20493959817174076
ACH-000695,-0.15150348861896687
ACH-000696,-0.1970708067174552
ACH-000697,-0.18329492579873996
ACH-000699,-0.1254730064767521
ACH-000701,-0.32085897460522883
ACH-000706,-0.18454380189411665
ACH-000711,-0.12341285617605492
ACH-000713,-0.4363111850480729
ACH-000714,-0.2315698571018126
ACH-000718,-0.13668527843971026
ACH-000720,-0.21421040258243865
ACH-000721,-0.0893153702778162
ACH-000724,-0.05053695092493631
ACH-000725,-0.0688460584175513
ACH-000732,-0.2381469820553488
ACH-000734,-0.08643907936189392
ACH-000735,-0.18013397274384707
ACH-000736,-0.1220038093174922
ACH-000738,-0.2459178403223226
ACH-000746,-0.13960420232900764
ACH-000747,-0.1587549238056488
ACH-000748,-0.22337310394815107
ACH-000753,-0.13667408756440985
ACH-000756,0.10354798809669552
ACH-000757,-0.04956538839824013
ACH-000758,-0.05319395868002712
ACH-000760,-0.17366637322462206
ACH-000762,-0.12856111690090824
ACH-000763,-0.17321530137958902
ACH-000764,-0.1696898687537134
ACH-000765,-0.13752270361119376
ACH-000766,-0.358582633219677
ACH-000767,-0.16653195288710146
ACH-000768,-0.10871016677973062
ACH-000769,-0.15291191644201615
ACH-000770,-0.1500491262244966
ACH-000771,-0.05955418336994536
ACH-000773,-0.20054784027906536
ACH-000776,-0.1550688196306729
ACH-000777,-0.2814001301165204
ACH-000778,-0.1432927536504488
ACH-000781,-0.18241214948225132
ACH-000782,-0.3082468725464316
ACH-000783,-0.2615545739604951
ACH-000784,-0.01574163349342041
ACH-000785,-0.1353690945046075
ACH-000787,-0.1429544143845254
ACH-000788,-0.09600268518828224
ACH-000791,-0.15254739736722422
ACH-000792,-0.1783707228103953
ACH-000794,-0.10357170108625252
ACH-000796,-0.18226022540837164
ACH-000798,-0.4205267111727224
ACH-000799,-0.15785329228972114
ACH-000800,-0.24062639176778414
ACH-000802,-0.12547019151387998
ACH-000804,-0.057344987840099726
ACH-000805,-0.17163963393986914
ACH-000809,-0.12538512505359026
ACH-000810,-0.4158516270428943
ACH-000811,-0.2409581581214749
ACH-000817,0.03526489256600447
ACH-000819,-0.13296802652787318
ACH-000820,-0.1155305006936106
ACH-000821,-0.04011909640206094
ACH-000822,-0.17047918893131178
ACH-000823,-0.13104215579711895
ACH-000824,-0.17942544910750352
ACH-000827,-0.2019452580350568
ACH-000829,-0.19647990609429847
ACH-000831,-0.12333124763140435
ACH-000832,-0.0690080467465827
ACH-000833,0.0563295918245555
ACH-000834,-0.20856147976478775
ACH-000835,-0.17134033795223622
ACH-000836,-0.2851934831609467
ACH-000837,0.003458121371615469
ACH-000838,-0.17744812635154256
ACH-000839,-0.10731642787156664
ACH-000840,0.04427543363958522
ACH-000841,-0.056287360924373184
ACH-000843,-0.14391665880817714
ACH-000846,-0.15104837310652858
ACH-000847,-0.2206678461089772
ACH-000848,-0.17218199640051307
ACH-000849,-0.17197479094744478
ACH-000851,-0.21485459924266656
ACH-000855,-0.029467036295038062
ACH-000856,-0.20589730466878806
ACH-000858,-0.09898770106086513
ACH-000859,-0.2689746495219581
ACH-000861,-0.13680252673883792
ACH-000862,-0.10924259103478716
ACH-000865,-0.12216067188878853
ACH-000866,-0.15050739728313364
ACH-000867,-0.10716379900622958
ACH-000869,-0.1258595272961905
ACH-000872,-0.1437702004168279
ACH-000873,-0.23767333880153135
ACH-000876,-0.19591358423820224
ACH-000878,-0.13166662828480966
ACH-000880,0.02038534431636364
ACH-000881,-0.10775710924570192
ACH-000882,-0.0446609033955827
ACH-000884,-0.1990461860132768
ACH-000885,-0.2363979803659735
ACH-000887,-0.15342071521169878
ACH-000889,-0.13225004143142574
ACH-000896,-0.1929897054637128
ACH-000898,-0.15709764810764035
ACH-000900,-0.1807712964071921
ACH-000901,-0.23016841850446065
ACH-000905,-0.2337255815286242
ACH-000906,-0.1177199848928044
ACH-000907,-0.02167533509440937
ACH-000910,-0.05819857631949205
ACH-000911,-0.1141015183627494
ACH-000912,-0.15249759416525654
ACH-000913,-0.09172321869689974
ACH-000915,-0.1202360674357081
ACH-000916,0.11095561440465287
ACH-000917,-0.09634025502457824
ACH-000920,-0.19039822849203444
ACH-000921,-0.1303427257207976
ACH-000924,-0.17404610592534525
ACH-000926,-0.10495340304253413
ACH-000928,-0.2107929335536539
ACH-000929,-0.1946215417363242
ACH-000932,-0.15649492674405555
ACH-000935,-0.4094816433617963
ACH-000936,-0.15191966882957614
ACH-000937,-0.1733645222443585
ACH-000938,-0.14390373535287151
ACH-000939,-0.16353607688929006
ACH-000941,-0.18963382824437527
ACH-000943,-0.08798411988353813
ACH-000946,-0.0997311798625184
ACH-000947,-0.20009371861073225
ACH-000948,-0.11916132404091707
ACH-000950,-0.13024538246610326
ACH-000953,-0.17096310543986512
ACH-000954,-0.3850963450881322
ACH-000957,-0.12929008243020718
ACH-000958,-0.3219556827291078
ACH-000960,-0.13857597344518596
ACH-000963,0.02906256153116717
ACH-000968,-0.05656382902646456
ACH-000969,-0.1672956539644988
ACH-000972,-0.0576642998362209
ACH-000973,-0.182384978574504
ACH-000974,-0.1512316219105198
ACH-000978,-0.0412167617542009
ACH-000984,-0.1913802393782262
ACH-000986,-0.2543487312761695
ACH-000988,-0.2270120511471709
ACH-000993,-0.21159536180420246
ACH-000994,-0.03983105668450823
ACH-000996,-0.32044440563515586
ACH-001001,-0.11666706268334323
ACH-001020,-0.3234895919209678
ACH-001028,-0.1643274989460516
ACH-001031,-0.20318362709017732
ACH-001038,-0.14267540477388874
ACH-001048,-0.3039952517430837
ACH-001050,-0.2260785625080672
ACH-001053,-0.10819242928032256
ACH-001054,-0.02947663591036885
ACH-001061,-0.06092768494585545
ACH-001067,-0.1330434939840662
ACH-001075,-0.3441410217482805
ACH-001096,-0.07411934343050564
ACH-001111,0.08334290255774966
ACH-001119,-0.34463712916163736
ACH-001128,-0.032825532103384784
ACH-001134,-0.25129653370592514
ACH-001151,-0.15354950185232605
ACH-001163,-0.21871547141232492
ACH-001164,0.12581239420145862
ACH-001183,-0.19607999266808426
ACH-001192,-0.22717193775077815
ACH-001193,-0.19086423005128808
ACH-001196,-0.08809674149611937
ACH-001197,-0.2906792098989693
ACH-001205,-0.3301488691717802
ACH-001211,-0.1133191235784773
ACH-001212,-0.2339642071795791
ACH-001228,-0.17776840845389025
ACH-001232,-0.09451258655177464
ACH-001239,-0.21525346842411927
ACH-001270,-0.2612459583319903
ACH-001274,-0.11979731140241112
ACH-001275,-0.3191788153032972
ACH-001277,-0.0910407230708174
ACH-001278,-0.094949929301962
ACH-001280,-0.1589712126084982
ACH-001283,-0.4173490398478684
ACH-001289,-0.11863779342558507
ACH-001300,-0.096288751803505
ACH-001301,-0.24386406298714336
ACH-001302,-0.2136087950997525
ACH-001306,-0.14390379494275124
ACH-001318,-0.11817383369922164
ACH-001322,-0.2657257179810128
ACH-001328,-0.08676199342854482
ACH-001332,-0.17136302526148553
ACH-001336,-0.14837914102735605
ACH-001346,-0.2754716006702354
ACH-001353,-0.05074062144346466
ACH-001354,-0.2687233338154805
ACH-001367,-0.5523122253435765
ACH-001368,-0.11607689586338127
ACH-001374,-0.158054484888803
ACH-001377,-0.22086304363240386
ACH-001380,-0.1685082589587123
ACH-001391,-0.14372362563375396
ACH-001408,-0.17007230170082802
ACH-001430,-0.19110946899879666
ACH-001431,-0.2604560028523916
ACH-001450,-0.1735592688317394
ACH-001496,-0.14417906341015005
ACH-001500,-0.1923880006634034
ACH-001523,-0.1928139254637782
ACH-001532,-0.1937637454376648
ACH-001550,-0.16940381576449745
ACH-001552,-0.04801241748154466
ACH-001554,-0.19321928794606094
ACH-001654,-0.19328310590043132
ACH-001735,-0.2354825793060072
ACH-001736,0.0015642452136458607
ACH-001737,-0.429532838089385
ACH-001740,-0.10409565286437177
ACH-001745,-0.07959213561015514
ACH-001765,-0.09935034418805057
