,TAF1C (9013)
ACH-000188,-1.0388431074676014
ACH-000189,-1.1989799321398864
ACH-000190,-0.516028046172189
ACH-000198,-1.0356387340857744
ACH-000203,-0.5834615033898408
ACH-000204,-1.0364297529171476
ACH-000206,-1.018069247839225
ACH-000207,-0.8705364751350385
ACH-000208,-1.189933767966773
ACH-000210,-0.8510936551763879
ACH-000211,-1.0942020508742072
ACH-000215,-1.1282569952813126
ACH-000221,-1.0181814667555695
ACH-000222,-1.117697215825753
ACH-000223,-0.8820373275936633
ACH-000226,-1.0605787738424983
ACH-000227,-0.7704923579431158
ACH-000228,-0.9683349439660491
ACH-000231,-1.02252798772008
ACH-000232,-1.1482608893833048
ACH-000233,-1.1160327915195585
ACH-000234,-1.1229451957441547
ACH-000235,-1.031851912485532
ACH-000237,-1.2724016188913605
ACH-000238,-1.1090564472799531
ACH-000242,-1.0148538105522154
ACH-000243,-1.0504852947853327
ACH-000244,-0.8319043134610421
ACH-000246,-0.9053124463145176
ACH-000248,-1.2523199395931672
ACH-000250,-0.9147685559337364
ACH-000251,-1.2373850202627044
ACH-000252,-1.2613130791630405
ACH-000253,-0.9878175208962082
ACH-000255,-1.0332904000761656
ACH-000256,-1.1616228362990415
ACH-000257,-0.9805757226327624
ACH-000258,-1.1619578828771222
ACH-000259,-1.0521605959710731
ACH-000260,-1.4203151170533173
ACH-000261,-1.1190519487531576
ACH-000262,-1.173717670914563
ACH-000263,-0.98255078853432
ACH-000264,-0.8922258491762076
ACH-000265,-1.088593252842374
ACH-000266,-1.1017002403832288
ACH-000272,-0.8971664887100704
ACH-000274,-1.054169854827115
ACH-000277,-0.9051965595155792
ACH-000278,-1.0268727774226998
ACH-000279,-1.0584210232332216
ACH-000280,-1.168169864313496
ACH-000281,-1.0585197046779369
ACH-000288,-1.3080019406914305
ACH-000291,-1.18923808674827
ACH-000293,-0.923856285545465
ACH-000294,-1.1427514567046049
ACH-000295,-1.1317177417422406
ACH-000296,-1.20438850295899
ACH-000302,-1.0036362757070934
ACH-000304,-0.8303950996459192
ACH-000307,-1.2139260220446064
ACH-000308,-1.1579809514636652
ACH-000310,-0.7574927559801163
ACH-000311,-0.9745522551378856
ACH-000312,-1.0310563475805452
ACH-000315,-1.094233917865612
ACH-000316,-1.2497452060337209
ACH-000317,-1.2918431250437907
ACH-000318,-1.140506759626963
ACH-000319,-1.1746384536680765
ACH-000320,-1.1276878467011062
ACH-000322,-1.1904647216945297
ACH-000323,-0.9719268943173264
ACH-000324,-1.1805066643982562
ACH-000329,-1.0848111179001336
ACH-000330,-1.396381126405574
ACH-000331,-1.1200514775548418
ACH-000332,-1.0432627650385955
ACH-000334,-0.808064510257542
ACH-000335,-1.206286727490963
ACH-000336,-0.9782790762478636
ACH-000337,-1.1162579641930053
ACH-000338,-1.2002003903403131
ACH-000339,-1.0286593669954105
ACH-000341,-0.8717351954214925
ACH-000348,-0.8067624379738096
ACH-000350,-1.2126567323907134
ACH-000352,-1.1453239162146591
ACH-000356,-1.2627483785752114
ACH-000361,-1.2435386495325746
ACH-000362,-0.9780540103054932
ACH-000363,-1.3044107777919718
ACH-000364,-0.8964663900263597
ACH-000365,-1.0680306056316873
ACH-000366,-1.0192165682519445
ACH-000368,-1.411205251303807
ACH-000374,-1.1477183982531838
ACH-000375,-1.025707820538278
ACH-000376,-1.2472023494840492
ACH-000381,-1.0589805614760854
ACH-000383,-1.0336591712956251
ACH-000387,-0.8515401012164949
ACH-000389,-0.9913741739189884
ACH-000390,-1.034962264050309
ACH-000393,-1.0623976874912564
ACH-000395,-1.1050099630990122
ACH-000396,-0.9020158960187152
ACH-000397,-1.273081994026563
ACH-000401,-1.3517767864095287
ACH-000402,-0.9908179924013264
ACH-000403,-0.8180597375788097
ACH-000404,-0.9710139985236628
ACH-000406,-1.219179080699903
ACH-000407,-1.271232454295356
ACH-000408,-1.1053961747832184
ACH-000410,-1.0830840220930158
ACH-000411,-1.0564588485122688
ACH-000414,-1.0204116882224457
ACH-000415,-1.2260467679270894
ACH-000416,-1.1828889790400892
ACH-000420,-0.7821126002307105
ACH-000421,-1.045686838920329
ACH-000424,-0.9579272408525876
ACH-000425,-1.0874578924543818
ACH-000426,-1.1456430860204987
ACH-000427,-0.7033656321227849
ACH-000433,-0.8238707103966971
ACH-000435,-1.2294623127018756
ACH-000436,-1.0788782410073718
ACH-000444,-1.2719312609838067
ACH-000445,-1.2146417851772358
ACH-000448,-1.055062484366853
ACH-000450,-1.005086169693904
ACH-000452,-1.1264034416391486
ACH-000454,-1.4437357214288784
ACH-000458,-1.151417602749632
ACH-000459,-1.3049828180335097
ACH-000460,-1.142764181022902
ACH-000461,-0.9845460959271518
ACH-000463,-1.251726381057387
ACH-000464,-1.1462757899686065
ACH-000466,-1.0435109937736755
ACH-000467,-1.2716380414401935
ACH-000468,-1.1737309177692936
ACH-000469,-1.191127338913344
ACH-000470,-0.9939688272554384
ACH-000471,-0.964588603928168
ACH-000472,-1.048182220312412
ACH-000473,-1.2238189025463566
ACH-000475,-1.007273990328898
ACH-000476,-1.0186033938587058
ACH-000477,-1.280359164456834
ACH-000479,-1.3792836817998055
ACH-000480,-0.8630066287635912
ACH-000481,-1.0008206054092432
ACH-000483,-0.7035839113332157
ACH-000484,-0.919806639318507
ACH-000485,-1.0896470679448456
ACH-000486,-0.9779995633506854
ACH-000487,-1.0696588532504931
ACH-000488,-0.9726956660117172
ACH-000490,-0.9741268945106396
ACH-000491,-1.1268101755379345
ACH-000495,-1.0221844389704284
ACH-000496,-1.0840351951575429
ACH-000499,-1.2580292531066313
ACH-000500,-1.3460325241960551
ACH-000502,-1.0576826045055672
ACH-000503,-1.34121850697598
ACH-000505,-0.9353659989184164
ACH-000507,-1.0199377113870265
ACH-000510,-1.1130798578907588
ACH-000511,-1.2429034478001135
ACH-000512,-0.9610881646172809
ACH-000516,-1.1063740893182632
ACH-000517,-1.018846864024846
ACH-000518,-1.2943868081115055
ACH-000520,-0.9877144465555664
ACH-000521,-1.0312769368479109
ACH-000522,-1.0761892742257
ACH-000524,-0.9151409381321592
ACH-000527,-1.2517063379001945
ACH-000528,-1.1634612536155595
ACH-000537,-0.9590349346578032
ACH-000541,-1.094075409798798
ACH-000542,-1.0775546332789767
ACH-000544,-1.0599323452706042
ACH-000545,-0.9579969069554012
ACH-000547,-1.1272731470045672
ACH-000548,-1.2054146966614467
ACH-000549,-1.242532533131637
ACH-000550,-1.3105285304678738
ACH-000552,-1.1171202633658603
ACH-000556,-0.8979723467712889
ACH-000557,-0.987342217580637
ACH-000569,-0.952819915383948
ACH-000570,-1.0767693463899588
ACH-000571,-0.8990773877217186
ACH-000573,-1.1336793409770212
ACH-000576,-0.9885332861970364
ACH-000579,-1.1158956278538985
ACH-000580,-1.189243727921906
ACH-000584,-1.1480593358924995
ACH-000585,-1.0888330751142297
ACH-000588,-1.0004238903298628
ACH-000589,-0.9681496408127171
ACH-000591,-1.1798020266372045
ACH-000593,-0.996333991851245
ACH-000600,-1.050624800247571
ACH-000601,-1.051435907709302
ACH-000605,-1.199554205449915
ACH-000606,-1.0465685670670999
ACH-000608,-0.6387419331890156
ACH-000614,-0.9921544658972864
ACH-000616,-0.9475917285199164
ACH-000618,-1.1079729069645246
ACH-000619,-1.1032952547463235
ACH-000620,-1.1775603304096396
ACH-000621,-0.9973540927327856
ACH-000622,-1.0562384994064171
ACH-000623,-1.1229601985517417
ACH-000624,-1.0831757306260252
ACH-000627,-1.0369162420000075
ACH-000630,-0.9834062442458968
ACH-000631,-1.4111403698596665
ACH-000632,-1.2692545377854711
ACH-000633,-0.8370411633605239
ACH-000637,-1.2288842001131504
ACH-000638,-0.9528719924500756
ACH-000646,-0.6988611492535771
ACH-000647,-0.9542643910845052
ACH-000648,-1.356934515364043
ACH-000649,-1.1260187733015377
ACH-000651,-1.2277289745327975
ACH-000652,-1.1689919322418358
ACH-000653,-0.9202752949333488
ACH-000657,-1.055168110766643
ACH-000658,-1.0175425408850416
ACH-000661,-1.3247663248455093
ACH-000662,-0.9755900626808448
ACH-000663,-1.3063447384764435
ACH-000665,-1.215478775628386
ACH-000671,-1.041851914892741
ACH-000672,-1.125364007977672
ACH-000673,-0.9683773697161062
ACH-000676,-1.0719302013637486
ACH-000677,-0.8481518386401691
ACH-000681,-1.0336439209236536
ACH-000683,-0.8424555444927007
ACH-000684,-1.275802853860422
ACH-000688,-1.056819353879337
ACH-000693,-1.0769524563701784
ACH-000694,-1.0271564259759305
ACH-000695,-1.2802497991467794
ACH-000696,-1.2058621227107116
ACH-000697,-0.9297675612659576
ACH-000699,-0.7016214588766159
ACH-000701,-1.0279415421594995
ACH-000706,-1.0727225606732596
ACH-000711,-0.8870716811993063
ACH-000713,-1.1998930824715246
ACH-000714,-1.1299858442930233
ACH-000718,-1.0638166885814628
ACH-000720,-1.0886048728002513
ACH-000721,-1.0148602571998535
ACH-000724,-0.8753566521287731
ACH-000725,-0.9895611658799272
ACH-000732,-0.9806859387844086
ACH-000734,-1.1189633021010112
ACH-000735,-0.9743317614792736
ACH-000736,-0.9749289174326964
ACH-000738,-1.1315866612770666
ACH-000746,-1.1928355076737749
ACH-000747,-1.2262951894129062
ACH-000748,-1.1169114904491002
ACH-000753,-1.0548760691738903
ACH-000756,-1.1492759888617827
ACH-000757,-1.2813687496180175
ACH-000758,-1.2322882590926298
ACH-000760,-1.0964471413974757
ACH-000762,-1.0672116670155982
ACH-000763,-1.281792624981236
ACH-000764,-1.0432066187410969
ACH-000765,-1.3177162922103012
ACH-000766,-1.0880911961673547
ACH-000767,-1.1850713697839144
ACH-000768,-1.101732629225784
ACH-000769,-1.085029343177556
ACH-000770,-1.1872750253593063
ACH-000771,-1.2783909754006484
ACH-000773,-1.2147744244119938
ACH-000776,-1.0217985348933607
ACH-000777,-1.2228330128652156
ACH-000778,-0.9965977876087676
ACH-000781,-1.0815271634969053
ACH-000782,-0.8968046276570134
ACH-000783,-0.8857028876399906
ACH-000784,-1.25185093566532
ACH-000785,-0.9620889158384178
ACH-000787,-1.045604591914992
ACH-000788,-1.029397070341334
ACH-000791,-1.2481099472678856
ACH-000792,-1.2501801519131963
ACH-000794,-0.9917821005071352
ACH-000796,-1.079116888098035
ACH-000798,-0.8807027978735829
ACH-000799,-0.7945515653763908
ACH-000800,-1.4397901190752918
ACH-000802,-1.0723112499129936
ACH-000804,-1.1573125962008748
ACH-000805,-1.1482629147489594
ACH-000809,-0.8844993595228341
ACH-000810,-1.0327506738250012
ACH-000811,-1.1462837000124593
ACH-000817,-1.0116220819153587
ACH-000819,-1.2201404426955271
ACH-000820,-1.004271309763215
ACH-000821,-1.032944137006778
ACH-000822,-0.5534535439427755
ACH-000823,-1.1525039570165236
ACH-000824,-1.0263566582559278
ACH-000827,-1.0516340353321232
ACH-000829,-1.0346148294904205
ACH-000831,-1.0762705177897065
ACH-000832,-1.0757896190598126
ACH-000833,-1.2284297818136491
ACH-000834,-1.1317445402790365
ACH-000835,-1.0950580854481209
ACH-000836,-0.6651258205411024
ACH-000837,-1.1051538191654031
ACH-000838,-0.9913412561193508
ACH-000839,-1.3110730102953394
ACH-000840,-1.0858819485203524
ACH-000841,-1.1082973937572624
ACH-000843,-1.2421006239471788
ACH-000846,-1.039653583503659
ACH-000847,-1.3622594954152396
ACH-000848,-1.1862944410401308
ACH-000849,-1.0050129693293048
ACH-000851,-0.9378213817088598
ACH-000855,-1.1855950735271432
ACH-000856,-1.0478018665679856
ACH-000858,-1.1626237927802727
ACH-000859,-0.8715700757101184
ACH-000861,-0.9793065143777184
ACH-000862,-1.0837180599533165
ACH-000865,-0.9698406838934821
ACH-000866,-1.1830764882419025
ACH-000867,-0.8593608202790058
ACH-000869,-0.7945618686812543
ACH-000872,-1.273618766279211
ACH-000873,-0.8950366320715388
ACH-000876,-1.1694985976315762
ACH-000878,-1.1288039113227055
ACH-000880,-1.0672390022288305
ACH-000881,-1.0559641070606485
ACH-000882,-0.8642162579428193
ACH-000884,-1.197997920211047
ACH-000885,-0.9544178433872416
ACH-000887,-1.1223514031475348
ACH-000889,-0.9200569704739432
ACH-000896,-1.0968442266820653
ACH-000898,-0.9503748424682222
ACH-000900,-1.0365991922615565
ACH-000901,-1.0986716095036333
ACH-000905,-1.112016978252168
ACH-000906,-1.003703801436475
ACH-000907,-1.047058087557868
ACH-000910,-1.2104028850713695
ACH-000911,-1.11869228701178
ACH-000912,-1.198969549473604
ACH-000913,-1.0544165866651445
ACH-000915,-1.0818640041795942
ACH-000916,-0.9850244765563332
ACH-000917,-1.1319310745665463
ACH-000920,-0.9261355429104988
ACH-000921,-1.2240022993515465
ACH-000924,-1.0276467109274927
ACH-000926,-0.8520996527266508
ACH-000928,-1.1833035769087303
ACH-000929,-1.0690639824501222
ACH-000932,-0.9943514250748388
ACH-000935,-1.0724844086781438
ACH-000936,-1.2448415037093412
ACH-000937,-1.0150781909890705
ACH-000938,-1.0020901585007065
ACH-000939,-1.184903653054503
ACH-000941,-1.3386024321298615
ACH-000943,-1.1410851886169184
ACH-000946,-1.0600359349587514
ACH-000947,-1.170836811705111
ACH-000948,-1.160852864031115
ACH-000950,-1.103941315117268
ACH-000953,-1.034646799955607
ACH-000954,-1.0292816711834019
ACH-000957,-1.2628799683370528
ACH-000958,-1.0851764078018584
ACH-000960,-1.0314020402670694
ACH-000963,-0.6656099696498763
ACH-000968,-1.0067907571351573
ACH-000969,-1.0283225471907302
ACH-000972,-1.1673496414175766
ACH-000973,-1.1319511776814517
ACH-000974,-1.1331845032379235
ACH-000978,-1.498903151462134
ACH-000984,-0.8428009252839409
ACH-000986,-1.1725344336591723
ACH-000988,-1.3232037641384065
ACH-000993,-0.8685146817272535
ACH-000994,-1.1688634696785836
ACH-000996,-1.0201182132605229
ACH-001001,-1.03529325500431
ACH-001020,-1.2802714156909414
ACH-001028,-0.9525332106959572
ACH-001031,-0.7646775637179541
ACH-001038,-1.0890687586997918
ACH-001048,-0.9556921886200868
ACH-001050,-1.2886014495018523
ACH-001053,-1.055457545707965
ACH-001054,-1.2340171195989027
ACH-001061,-1.0459879346168834
ACH-001067,-1.0759913071678369
ACH-001075,-1.0717632750570505
ACH-001096,-0.9239920095615292
ACH-001111,-1.3114884513529903
ACH-001119,-1.068517615822974
ACH-001128,-0.2025188530577627
ACH-001134,-0.9896170332957314
ACH-001151,-1.1893814524000137
ACH-001163,-1.0817477879210693
ACH-001164,-0.957044696498482
ACH-001183,-1.3970083358341066
ACH-001192,-1.1288169693666141
ACH-001193,-1.209119418765168
ACH-001196,-1.2695322159606433
ACH-001197,-0.8310868081468598
ACH-001205,-0.9440172338772359
ACH-001211,-1.1361225791411842
ACH-001212,-0.9722298727490728
ACH-001228,-0.7656264847258456
ACH-001232,-1.1580088699024544
ACH-001239,-1.1073450536399183
ACH-001270,-1.00217975666143
ACH-001274,-1.0917619328160153
ACH-001275,-1.2529210289914547
ACH-001277,-1.201235601557449
ACH-001278,-1.1830656223003475
ACH-001280,-1.0357269963484823
ACH-001283,-1.1280779409042592
ACH-001289,-0.9141395973970402
ACH-001300,-0.9933628852016291
ACH-001301,-1.0504093486060648
ACH-001302,-1.0059848649656395
ACH-001306,-1.075575575318477
ACH-001318,-1.2647314763847723
ACH-001322,-0.8223271907256645
ACH-001328,-1.099476239297367
ACH-001332,-1.0476628654694526
ACH-001336,-1.156223299132341
ACH-001346,-1.0893037638808527
ACH-001353,-1.029359629220386
ACH-001354,-0.8648943016850315
ACH-001367,-1.1538230229662267
ACH-001368,-1.0655657784170829
ACH-001374,-1.2562181241648158
ACH-001377,-1.103800427387011
ACH-001380,-1.090752424047466
ACH-001391,-0.8462919785775499
ACH-001408,-1.2394076523458903
ACH-001430,-1.100686002064026
ACH-001431,-1.2699442873488984
ACH-001450,-1.090942477077384
ACH-001496,-0.8745156519691306
ACH-001500,-0.7712726994511059
ACH-001523,-1.1152545640856617
ACH-001532,-0.9693563592749508
ACH-001550,-0.754780224825322
ACH-001552,-0.8473773063238256
ACH-001554,-1.2397577015410468
ACH-001654,-1.0850460446326504
ACH-001735,-1.1350776887047829
ACH-001736,-1.098337084653354
ACH-001737,-1.1908933409961202
ACH-001740,-0.7219302073118794
ACH-001745,-1.009049294992682
ACH-001765,-0.9707835715181148
