,BCL9L (283149)
ACH-000163,-0.2440668583147618
ACH-000167,-0.10591599030156383
ACH-000168,-0.24010302079793824
ACH-000169,-0.1177110706724608
ACH-000178,-0.060943756810384934
ACH-000183,-0.12470489380131
ACH-000188,-0.3803853019180646
ACH-000189,-0.19210317543700836
ACH-000190,-0.11993798553425936
ACH-000198,-0.1824334309066941
ACH-000203,-0.10049305020279402
ACH-000204,-0.12474584040727114
ACH-000206,-0.3693225055343308
ACH-000207,0.010231836301104564
ACH-000208,-0.40036223808471816
ACH-000210,0.08905643986043472
ACH-000211,-0.26279584554702745
ACH-000215,-0.15706650214483098
ACH-000221,-0.10612646122292384
ACH-000222,-0.3672333441473644
ACH-000223,-0.1871882312482544
ACH-000226,-0.1922784264205364
ACH-000227,-0.4824570816472715
ACH-000228,-0.3943739605466912
ACH-000231,-0.20961092917652088
ACH-000232,-0.2041925332466812
ACH-000233,-0.12211840558896775
ACH-000234,-0.10825832495931877
ACH-000235,-0.3643867896006074
ACH-000237,-0.2793855600106294
ACH-000238,-0.15554392854862706
ACH-000242,0.08861195125361401
ACH-000243,-0.1517337738167517
ACH-000244,-0.32865357970595976
ACH-000246,-0.09188195159663573
ACH-000248,-0.10324505400692224
ACH-000250,-0.16647781151028515
ACH-000251,-0.018587595752390586
ACH-000252,-0.203913282304077
ACH-000253,-0.4267991441759637
ACH-000255,-0.2345835084735989
ACH-000256,-0.28266343583834697
ACH-000257,-0.26660987649540874
ACH-000258,-0.15237378129172627
ACH-000259,-0.26865052150162266
ACH-000260,-0.20506910953839055
ACH-000261,-0.06117978142218549
ACH-000262,-0.14216020452732048
ACH-000263,-0.1461244109331091
ACH-000264,-0.28561183929125683
ACH-000265,-0.037077930683805715
ACH-000266,-0.25170486185757185
ACH-000272,-0.1407052633501855
ACH-000274,-0.3396297299345349
ACH-000277,-0.11930652744411327
ACH-000278,-0.34490314623512097
ACH-000279,-0.15681899007431516
ACH-000280,0.34315116676336793
ACH-000281,-0.3628815658417933
ACH-000288,-0.2296754209826793
ACH-000291,-0.3429331553141448
ACH-000293,-0.19744603895868126
ACH-000294,-0.20774651779673836
ACH-000295,-0.4920102237870928
ACH-000296,-0.00775008660952149
ACH-000302,-0.241181716439074
ACH-000304,-0.3056078642988802
ACH-000307,-0.08897022560001087
ACH-000308,-0.20556528438289945
ACH-000310,-0.3925262101144316
ACH-000311,-0.7707551327649772
ACH-000312,-0.3540373308696787
ACH-000315,-0.25354171530769115
ACH-000316,-0.3900463008434514
ACH-000317,-0.06712592879701673
ACH-000318,-0.2626684501299259
ACH-000319,-0.3018559349490031
ACH-000320,-0.3784120864216019
ACH-000322,-0.06480963212833714
ACH-000323,-0.124094941677532
ACH-000324,-0.2007328331170479
ACH-000329,-0.09684960825867854
ACH-000330,-0.2592536857261695
ACH-000331,-0.2574173344868567
ACH-000332,-0.3149381243221843
ACH-000334,-0.25784735070564685
ACH-000335,-0.11934006965644492
ACH-000336,-0.38326186961121694
ACH-000337,-0.5947462197681366
ACH-000338,-0.480168759159536
ACH-000339,-0.15292716065406575
ACH-000341,-0.3703447412691969
ACH-000348,-0.2610520737790505
ACH-000350,-0.3794148477070581
ACH-000352,-0.2940281197132384
ACH-000356,-0.4528130348712154
ACH-000361,-0.19873864780771427
ACH-000362,-0.2617401109591902
ACH-000363,-0.11558880807176268
ACH-000364,-0.17879643192108427
ACH-000365,-0.3140361946559105
ACH-000366,-0.1689737105061257
ACH-000368,0.08371106501278862
ACH-000374,-0.2395054388744288
ACH-000375,-0.3958927990902824
ACH-000376,-0.1448677350580602
ACH-000381,-0.10757343505270854
ACH-000383,-0.3647735130543741
ACH-000387,-0.1710969258565572
ACH-000389,-0.2357523936045615
ACH-000390,-0.1215231497726074
ACH-000393,-0.33353925060898115
ACH-000395,-0.04614504440802065
ACH-000396,-0.1493839734010526
ACH-000397,-0.16612533216808756
ACH-000401,-0.11301757656852883
ACH-000402,-0.3071506811103716
ACH-000403,-0.2546932988072098
ACH-000404,-0.03307903289966881
ACH-000406,-0.17952026384587522
ACH-000407,-0.2665268781669029
ACH-000408,-0.02898655777116715
ACH-000410,-0.22333859758186325
ACH-000411,-0.1464277317102009
ACH-000414,-0.5696023033181367
ACH-000415,-0.2062951802979521
ACH-000416,-0.12758335608927585
ACH-000420,-0.3118421982482129
ACH-000421,-0.26807386696908725
ACH-000424,-0.1854000321867368
ACH-000425,-0.3005371764913348
ACH-000426,-0.11809092363666795
ACH-000427,-0.5773730221784421
ACH-000433,-0.019118205676583497
ACH-000435,-0.15137486639562414
ACH-000436,-0.18366511357409698
ACH-000444,-0.24366083437468555
ACH-000445,-0.02601571711652353
ACH-000448,-0.18384874432489112
ACH-000450,-0.16714361437846312
ACH-000452,-0.07372839497276182
ACH-000454,0.004400383922757006
ACH-000458,0.04710506545331977
ACH-000459,-0.1992706380755944
ACH-000460,-0.2424400463637411
ACH-000461,-0.2647027636855377
ACH-000463,-0.25740239921823993
ACH-000464,-0.3016532941821783
ACH-000466,-0.1084891704808514
ACH-000467,-0.4407712973342765
ACH-000468,-0.2440049492514044
ACH-000469,-0.1029752598207404
ACH-000470,-0.22965565912326685
ACH-000471,-0.14154465126467225
ACH-000472,-0.2781100488762294
ACH-000473,-0.008900355943740914
ACH-000475,-0.25711833003787365
ACH-000476,-0.4779484108895085
ACH-000477,-0.2644472808348103
ACH-000479,-0.2757014658975245
ACH-000480,-0.08760830485433221
ACH-000481,-0.27886045861453823
ACH-000483,-0.2133401380322893
ACH-000484,-0.4204027505079739
ACH-000485,-0.9826370853638192
ACH-000486,-0.24248262727961395
ACH-000487,-0.16206936128263988
ACH-000488,0.021724026148936943
ACH-000490,0.01582645912277432
ACH-000491,-0.39570330872834464
ACH-000495,-0.13541924414542136
ACH-000496,-0.05532638744955448
ACH-000499,0.04788051892452253
ACH-000500,-0.029705506117107795
ACH-000502,-0.3413565691232545
ACH-000503,0.23227189212980656
ACH-000505,-0.20087632769750627
ACH-000507,-0.1898068911314917
ACH-000510,-0.22623956833204206
ACH-000511,-0.13295706661215487
ACH-000512,-0.4422743193605056
ACH-000516,-0.23160921681135224
ACH-000517,-0.20886518897510192
ACH-000518,0.07394713633102779
ACH-000520,-0.11472884153360385
ACH-000521,0.03683514782650403
ACH-000522,-0.07218147487497477
ACH-000524,-0.25957571885900405
ACH-000527,-0.30099203927416457
ACH-000528,-0.28326406553087
ACH-000537,-0.10098738683781476
ACH-000541,-0.2445581150282953
ACH-000542,-0.25567119311459074
ACH-000544,-0.03456874631636222
ACH-000545,0.08040923569683281
ACH-000547,-0.3075064859967345
ACH-000548,-0.2341787276879949
ACH-000549,-0.02103217972595893
ACH-000550,-0.27101634263391505
ACH-000552,-0.3847191526860679
ACH-000556,-0.10455226663431896
ACH-000557,-0.3710797819407773
ACH-000569,0.1921870239436456
ACH-000570,-0.346939984556574
ACH-000571,-0.3093443325530116
ACH-000573,-0.26299679749801697
ACH-000576,-0.3069531298990511
ACH-000579,-0.29683428256383443
ACH-000580,0.062431434413364316
ACH-000584,-0.17346499137131502
ACH-000585,0.20645030507390932
ACH-000588,-0.13210367078157392
ACH-000589,-0.11964207345812752
ACH-000591,0.013564487236635605
ACH-000593,-0.29908190476236063
ACH-000600,-0.08381031977914477
ACH-000601,-0.1565530604710161
ACH-000605,-0.09115189956595106
ACH-000606,-0.06388734060750048
ACH-000608,-0.312199265951508
ACH-000614,-0.1131027066838299
ACH-000616,-0.23268816187904154
ACH-000618,-0.21257784271079844
ACH-000619,-0.1447958852864781
ACH-000620,-0.12701196057501726
ACH-000621,-0.1305710625063824
ACH-000622,-0.3684067300422981
ACH-000623,-0.1827716222143492
ACH-000624,-0.013683300339353943
ACH-000627,-0.1027652565761452
ACH-000630,-0.2412868536304785
ACH-000631,0.05545930256480399
ACH-000632,-0.3809935588239664
ACH-000633,-0.1812809813521184
ACH-000637,-0.3371831039830345
ACH-000638,-0.022814852235672933
ACH-000646,-0.3915024255599382
ACH-000647,-0.17466922702589813
ACH-000648,-0.4155103431721208
ACH-000649,-0.16788213644519165
ACH-000651,-0.601979773628495
ACH-000652,-0.15622535282288422
ACH-000653,-0.3042984668202427
ACH-000657,-0.15076644899870195
ACH-000658,-0.2571886277569702
ACH-000661,-0.2642034105124052
ACH-000662,-0.12575958532199655
ACH-000663,-0.4977380330687994
ACH-000665,-0.08691687206869758
ACH-000671,-0.4921201106176626
ACH-000672,-0.1771604313284848
ACH-000673,-0.1562584821234009
ACH-000676,-0.13601017738479293
ACH-000677,-0.1972570980703639
ACH-000681,-0.38852736122794895
ACH-000683,-0.3156192937084626
ACH-000684,-0.1931522768401148
ACH-000688,-0.14754387694103202
ACH-000693,-0.06253182237372518
ACH-000694,-0.15149000417923378
ACH-000695,-0.13868216663236582
ACH-000696,-0.07305183809515177
ACH-000697,-0.132102367732183
ACH-000699,-0.1528178989156981
ACH-000701,-0.2090772269784257
ACH-000706,-0.13198678789745966
ACH-000711,-0.2458938559204459
ACH-000713,-0.08177586070857269
ACH-000714,-0.03605305370118688
ACH-000718,-0.13728271382610158
ACH-000720,-0.20530248384490155
ACH-000721,-0.31788706541495304
ACH-000724,0.009658878775694851
ACH-000725,-0.1772294625647774
ACH-000732,-0.2038322723003564
ACH-000734,-0.4934126407988194
ACH-000735,-0.1658578016219131
ACH-000736,-0.6357020528644072
ACH-000738,-0.21139997936757532
ACH-000746,-0.3397525716282777
ACH-000747,-0.014752982990615766
ACH-000748,-0.20648100494949487
ACH-000753,-0.12789357186600786
ACH-000756,-0.09403342344519544
ACH-000757,-0.3291827396498801
ACH-000758,-0.3171060463912827
ACH-000760,-0.1960146021984964
ACH-000762,-0.1840683291337845
ACH-000763,-0.2270701173465081
ACH-000764,-0.005350209713539079
ACH-000765,-0.3327104028220985
ACH-000766,-0.25148697675110765
ACH-000767,-0.4643249209970739
ACH-000768,-0.2543249458904041
ACH-000769,-0.12372032825355235
ACH-000770,-0.17286716704483168
ACH-000771,-0.2190264706962356
ACH-000773,-0.3685123147512699
ACH-000776,-0.2364778951454504
ACH-000777,-0.09690288849581068
ACH-000778,-0.3735019926862229
ACH-000781,-0.2775060072710599
ACH-000782,-0.09898907244729474
ACH-000783,-0.3613894034827928
ACH-000784,-0.19310710787411065
ACH-000785,-4.590350600817736e-05
ACH-000787,-0.085475440876171
ACH-000788,-0.2157595865365236
ACH-000791,-0.15104179681935706
ACH-000792,-0.2249587791257905
ACH-000794,-0.20881864785050291
ACH-000796,-0.3110480718918988
ACH-000798,-0.6551359920742617
ACH-000799,-0.08735423948089396
ACH-000800,-0.3836031065052025
ACH-000802,-0.19425049539264416
ACH-000804,-0.14082520058691306
ACH-000805,-0.21747786877866498
ACH-000809,-0.056895395087603176
ACH-000810,-0.2307635442373536
ACH-000811,-0.3246894018694392
ACH-000817,-0.15352393894423433
ACH-000819,-0.3950985586543541
ACH-000820,0.08291875085016788
ACH-000821,-0.25497656704170096
ACH-000822,-0.297623252543734
ACH-000823,-0.1357567788225989
ACH-000824,-0.16942592326865735
ACH-000827,-0.14726637100111906
ACH-000829,0.010880775985214579
ACH-000831,-0.08680687809456553
ACH-000832,-0.05818412645822026
ACH-000833,-0.0213318085768742
ACH-000834,-0.08556191663872993
ACH-000835,-0.11671823291433628
ACH-000836,-0.1575705057522412
ACH-000837,-0.013691904214531935
ACH-000838,-0.5580857637298177
ACH-000839,0.08231326658071234
ACH-000840,-0.1247903524110793
ACH-000841,-0.08386426978999907
ACH-000843,0.01302502372853376
ACH-000846,-0.2320007197616941
ACH-000847,0.04896843730520711
ACH-000848,-0.4083288871214091
ACH-000849,-0.08141978150984205
ACH-000851,-0.15498986081527655
ACH-000855,-0.4286636764441453
ACH-000856,-0.15533897580400485
ACH-000858,-0.057092620959591216
ACH-000859,-0.17482214150297315
ACH-000861,-0.20239871321218886
ACH-000862,-0.015022962475663388
ACH-000865,-0.21567755568352484
ACH-000866,-0.2629916057984714
ACH-000867,-0.294825871671596
ACH-000869,-0.2547836964695612
ACH-000872,-0.13278655207169834
ACH-000873,-0.02597163458221921
ACH-000876,-0.5335268634379615
ACH-000878,-0.2729227794577062
ACH-000880,-0.33300643119907225
ACH-000881,-0.27835929816849314
ACH-000882,-0.25031337065158
ACH-000884,-0.10966144522944292
ACH-000885,-0.13727418428660426
ACH-000887,-0.11044108574008624
ACH-000889,-0.151216007747089
ACH-000896,-0.1480249588886288
ACH-000898,-0.5839857812012174
ACH-000900,-0.08985441742500777
ACH-000901,-0.1635682701544855
ACH-000905,-0.05267315024405872
ACH-000906,-0.2210379579999485
ACH-000907,-0.0822114039246325
ACH-000910,-0.05667443599204905
ACH-000911,-0.20161902716361946
ACH-000912,0.035353001289395544
ACH-000913,-0.16244139257106632
ACH-000915,-0.1318564531442136
ACH-000916,-0.7428537025772365
ACH-000917,-0.4375033005883622
ACH-000920,-0.12462286402332748
ACH-000921,-0.05020259051901512
ACH-000924,-0.14130784807840432
ACH-000926,-0.2878442146527361
ACH-000928,-0.3267183134560749
ACH-000929,-0.1048437814995971
ACH-000932,-0.1661725071230442
ACH-000935,0.060324156765692485
ACH-000936,0.03140712362818846
ACH-000937,-0.3184198273550365
ACH-000938,-0.335240112944064
ACH-000939,-0.3431206854035101
ACH-000941,-0.15658618904821564
ACH-000943,-0.1880883253358419
ACH-000946,-0.055822823022283564
ACH-000947,-0.2372506164712211
ACH-000948,-0.2607057974372103
ACH-000950,-0.11847559488732365
ACH-000953,-0.27739326012883603
ACH-000954,-0.1413672219244669
ACH-000957,-0.17443921725343794
ACH-000958,-0.5708307721626581
ACH-000960,-0.24216769796640225
ACH-000963,-0.10413111445806733
ACH-000968,-0.15094362482126578
ACH-000969,-0.2461161909168812
ACH-000972,-0.02361140459520235
ACH-000973,-0.2300699247378183
ACH-000974,-0.1491107628163624
ACH-000978,-0.23339408167331024
ACH-000984,-0.19753075709115425
ACH-000986,-0.2224849245590492
ACH-000988,-0.20632559191685385
ACH-000993,-0.3591484679142331
ACH-000994,-0.19633260423498186
ACH-000996,0.011464259696354132
ACH-001001,-0.2021805911352169
ACH-001020,-0.3212056368384617
ACH-001028,-0.14451376351466014
ACH-001031,-0.219379972100655
ACH-001038,-0.1467673398872198
ACH-001048,-0.1616373471299805
ACH-001050,-0.22288940299176674
ACH-001053,-0.02153502466714841
ACH-001054,-0.04231947598224802
ACH-001061,-0.05957451855462954
ACH-001067,-0.444180574132898
ACH-001075,0.487644546403535
ACH-001096,-0.10339246393036912
ACH-001111,-0.10575092685106448
ACH-001119,-0.2810756478691529
ACH-001128,-0.4826319753470975
ACH-001134,-0.3813750408761333
ACH-001151,-0.18007219283061993
ACH-001163,-0.4531367374166535
ACH-001164,0.09153592353732284
ACH-001183,-0.1141684388894748
ACH-001192,-0.2646289346995856
ACH-001193,0.001597892586576814
ACH-001196,-0.15307921958153212
ACH-001197,-0.25253085723944524
ACH-001205,0.010060418734227536
ACH-001211,-0.3644959887953568
ACH-001212,-0.4458423049438593
ACH-001228,-0.32701068780496184
ACH-001232,-0.046844045690201036
ACH-001239,-0.20890231525331107
ACH-001270,-0.02575528526314606
ACH-001274,-0.11766787197077855
ACH-001275,-0.4654579512468363
ACH-001277,-0.11307693741425527
ACH-001278,-0.5505176992632731
ACH-001280,-0.2716253253095307
ACH-001283,-0.15486432549396242
ACH-001289,-0.3172273770609873
ACH-001300,-0.3643293479307688
ACH-001301,-0.17955174795887413
ACH-001302,-0.4325972175008659
ACH-001306,-0.16452263091333327
ACH-001318,-0.15076379874249446
ACH-001322,0.06667587646984469
ACH-001328,-0.1710295605783306
ACH-001332,0.1978512789619445
ACH-001336,-0.15742203320356365
ACH-001346,-0.06618429918929095
ACH-001353,-0.1840952672978548
ACH-001354,-0.38186503502312336
ACH-001367,-0.1272999560235534
ACH-001368,-0.16609254561822573
ACH-001374,-0.37633366737084617
ACH-001377,-0.36959073358443534
ACH-001380,-0.40325230173350796
ACH-001391,-0.3867226504768815
ACH-001408,-0.3082343588775032
ACH-001430,-0.34204263688092656
ACH-001431,-0.2733183497851709
ACH-001450,-0.27409934729795365
ACH-001496,-0.540051846452487
ACH-001500,-0.4601746581470404
ACH-001523,-0.14090803626390766
ACH-001532,-0.09577936252013418
ACH-001550,-0.18133405823849788
ACH-001552,-0.2431690048987861
ACH-001554,-0.16522629632441882
ACH-001654,-0.010896175598723922
ACH-001735,-0.29830956634018685
ACH-001736,-0.229472539893548
ACH-001737,-0.4930567910135675
ACH-001740,-0.13634266027112266
ACH-001745,-0.25003071612241545
ACH-001765,-0.12980102491615075
