,MT1H (4496)
ACH-000569,-0.15839336638240675
ACH-000570,-0.2320975884594537
ACH-000571,-0.15406764042008933
ACH-000573,-0.25661902285890664
ACH-000576,-0.18638750304329768
ACH-000579,-0.2380201037907105
ACH-000580,-0.3247607982095984
ACH-000584,-0.15237512584835428
ACH-000585,-0.1854408875839897
ACH-000588,-0.36847037138586985
ACH-000589,-0.2329506944581849
ACH-000591,-0.3396793547846551
ACH-000593,-0.21795628022559013
ACH-000600,-0.1682987993839442
ACH-000601,-0.20707351594918652
ACH-000605,-0.2589397390316005
ACH-000606,-0.12176111694597574
ACH-000608,-0.23521532123070135
ACH-000614,-0.2436946704560337
ACH-000616,-0.2180256310215856
ACH-000618,-0.2599750996761269
ACH-000619,-0.12909783714176484
ACH-000620,-0.19561935440523304
ACH-000621,-0.2596497966200331
ACH-000622,-0.13056020814929808
ACH-000623,-0.27263863927994736
ACH-000624,-0.19630975724346675
ACH-000627,-0.16487835550851307
ACH-000630,-0.14441399643515038
ACH-000631,-0.18821728949689293
ACH-000632,-0.09104053394255482
ACH-000633,-0.20748853500109912
ACH-000637,-0.27611286870885826
ACH-000638,-0.28957685771743097
ACH-000646,-0.22920519304057002
ACH-000647,-0.17532510903674353
ACH-000648,-0.2234795975844212
ACH-000649,-0.1688257035084772
ACH-000651,-0.23831051948742965
ACH-000652,-0.4374784961296641
ACH-000653,-0.2085513576446116
ACH-000657,-0.23338640591895116
ACH-000658,-0.2978324183884271
ACH-000661,-0.22016714269634688
ACH-000662,-0.1678348764221907
ACH-000663,-0.10217764166022084
ACH-000665,-0.03359819633842679
ACH-000671,-0.2287951145121109
ACH-000672,-0.3581976392412831
ACH-000673,-0.16330609348595096
ACH-000676,-0.225135448803374
ACH-000677,-0.256807432694682
ACH-000681,-0.11347624363715812
ACH-000683,-0.18175443072879816
ACH-000684,-0.2457767214658683
ACH-000688,-0.12465567920910482
ACH-000693,-0.17878068774669748
ACH-000694,-0.1990999669358961
ACH-000695,-0.2334393694795829
ACH-000696,-0.13554292659912584
ACH-000697,-0.3282835564556394
ACH-000699,-0.18108251059266325
ACH-000701,-0.14749010972395146
ACH-000706,-0.2116173734787847
ACH-000711,-0.16605878894442316
ACH-000713,-0.4472144983192122
ACH-000714,-0.2226409032576224
ACH-000718,-0.26088466823662426
ACH-000720,-0.24291621551197445
ACH-000721,-0.1887647445677608
ACH-000724,-0.3558348933038403
ACH-000725,-0.2296780853219756
ACH-000732,-0.20186075742418624
ACH-000734,-0.15705057184746427
ACH-000735,-0.15111951478417826
ACH-000736,-0.2018014859524932
ACH-000738,-0.2576807180131443
ACH-000746,-0.2252582274987623
ACH-000747,-0.424789600258812
ACH-000748,-0.21991437747722015
ACH-000753,-0.1134099957691698
ACH-000756,-0.2848844633672177
ACH-000757,-0.30641798431427025
ACH-000758,-0.4753524612682598
ACH-000760,-0.13004211662555307
ACH-000762,-0.22770872416761226
ACH-000763,-0.27480818132694423
ACH-000764,-0.4606501246402213
ACH-000765,-0.24213104495274884
ACH-000766,-0.21300768113029656
ACH-000767,-0.02495744117514624
ACH-000768,-0.1964576685482468
ACH-000769,-0.14229318216409925
ACH-000770,-0.1377018803782231
ACH-000771,-0.2371281671338901
ACH-000773,-0.16778235243033782
ACH-000776,-0.1717133516803197
ACH-000777,-0.2878554187417578
ACH-000778,-0.3143124023408146
ACH-000781,-0.15521466836441355
ACH-000782,-0.04614272917765995
ACH-000783,-0.18992976353554308
ACH-000784,-0.22206243744242854
ACH-000785,-0.2230066311865733
ACH-000787,-0.22815232398518184
ACH-000788,-0.17265448033435987
ACH-000791,-0.03248301759513607
ACH-000792,-0.25184167050678125
ACH-000794,-0.13755895419916928
ACH-000796,-0.2678701813598822
ACH-000798,-0.2858200512467819
ACH-000799,-0.09968243683926148
ACH-000800,-0.3834301057416299
ACH-000802,-0.362551087030454
ACH-000804,-0.18658664698893446
ACH-000805,-0.38359114685258333
ACH-000809,-0.19673457558575355
ACH-000810,-0.3722970586838217
ACH-000811,-0.2094468159747806
ACH-000817,-0.4261098493473534
ACH-000819,-0.2090134723335978
ACH-000820,-0.16811669545227784
ACH-000821,-0.21918602245016655
ACH-000822,-0.15207362888135958
ACH-000823,-0.15485836853741675
ACH-000824,-0.2478492933472141
ACH-000827,-0.20465937667702047
ACH-000829,-0.3788701526847317
ACH-000831,-0.2605520728173298
ACH-000832,-0.1819280753782881
ACH-000833,-0.3615216555159751
ACH-000834,-0.18659677687067572
ACH-000835,-0.16875205104765853
ACH-000836,-0.29957035509418284
ACH-000837,-0.2086613069425832
ACH-000838,-0.2250668716571327
ACH-000839,-0.2424915198597293
ACH-000840,-0.2989529124096081
ACH-000841,-0.28569072503933457
ACH-000843,-0.2418911862407787
ACH-000846,-0.2936440988240539
ACH-000847,-0.4176320765145649
ACH-000848,-0.11114860868978196
ACH-000849,-0.20995662873382384
ACH-000851,-0.24953115391088515
ACH-000855,-0.4051899406986917
ACH-000856,-0.29164619226156235
ACH-000858,-0.21110886735500628
ACH-000859,-0.017058564410660178
ACH-000861,-0.15446370257306552
ACH-000862,-0.1692762859424739
ACH-000865,-0.1907430875533487
ACH-000866,-0.2093381194071917
ACH-000867,-0.18533939359688534
ACH-000869,-0.2841072130522229
ACH-000872,-0.10544359036399656
ACH-000873,-0.1844739568833292
ACH-000876,-0.2529521927448993
ACH-000878,-0.2446130747700458
ACH-000880,-0.22467878140889036
ACH-000881,-0.15760888546301727
ACH-000882,-0.33476191442240866
ACH-000884,-0.3245464047544211
ACH-000885,-0.12923636925062934
ACH-000887,-0.045542247657309534
ACH-000889,-0.11783229114544926
ACH-000896,-0.2123146345953678
ACH-000898,-0.0958939998425912
ACH-000900,-0.17266867111002476
ACH-000901,-0.20881940355427367
ACH-000905,-0.27825084174505865
ACH-000906,-0.19645468978343766
ACH-000907,-0.21736932276288676
ACH-000910,-0.3146814580950281
ACH-000911,-0.18337442378481114
ACH-000912,-0.22227369267960345
ACH-000913,-0.2388326956052537
ACH-000915,-0.2013776271843272
ACH-000916,-0.2745329964775485
ACH-000917,-0.20682497557145185
ACH-000920,-0.16603390280870106
ACH-000921,-0.3207248477331034
ACH-000924,-0.2229562556228765
ACH-000926,-0.21113270286046984
ACH-000928,-0.1338632088012222
ACH-000929,-0.32680744229313674
ACH-000932,-0.23681077979384024
ACH-000935,-0.11289301439511427
ACH-000936,-0.144699915986247
ACH-000937,-0.032666391348781805
ACH-000938,-0.2062987351911953
ACH-000939,-0.2912637363055225
ACH-000941,-0.22223227501625567
ACH-000943,-0.2984706053795437
ACH-000946,-0.10987404575304023
ACH-000947,-0.2308420983144303
ACH-000948,-0.06671567797603244
ACH-000950,-0.1258603675714047
ACH-000953,-0.1274059722139174
ACH-000954,-0.3529446207466553
ACH-000957,-0.24939446587762026
ACH-000958,-0.2317966821205632
ACH-000960,-0.1870359308689943
ACH-000963,-0.16723486233895954
ACH-000968,-0.1941975292448173
ACH-000969,-0.19814490252578235
ACH-000972,-0.1944070055716811
ACH-000973,-0.2573690006503693
ACH-000974,-0.16464525344728845
ACH-000978,-0.2280875147792892
ACH-000984,-0.17204302921723322
ACH-000986,-0.24024196437841666
ACH-000988,-0.1814641809850662
ACH-000993,-0.14675710936845868
ACH-000994,-0.2802160679076644
ACH-000996,-0.1994145022036156
ACH-001001,-0.19941710970804835
ACH-001020,-0.3673402648339995
ACH-001028,-0.0923741710385002
ACH-001031,-0.3290100222756246
ACH-001038,-0.2387366298135267
ACH-001048,-0.11307274674350215
ACH-001050,-0.3006770694798193
ACH-001053,-0.15863283408433246
ACH-001054,-0.2689644053649254
ACH-001061,-0.3503764753485459
ACH-001067,-0.12418645613323274
ACH-001075,-0.10520982936117927
ACH-001096,-0.13911348181333238
ACH-001111,-0.36493311285445307
ACH-001119,-0.16721985920929364
ACH-001128,-0.3684290799482083
ACH-001134,-0.27825241103441034
ACH-001151,-0.19236149515631806
ACH-001163,-0.18382557160010432
ACH-001164,0.061422130491164566
ACH-001183,-0.11291131144834457
ACH-001192,-0.2967266420425944
ACH-001193,-0.35687582966429565
ACH-001196,-0.10409444170445532
ACH-001197,-0.2789343838815012
ACH-001205,-0.049563391933146836
ACH-001211,-0.3407680354008139
ACH-001212,-0.10627996597166886
ACH-001228,-0.06133010169858846
ACH-001232,-0.20625637650486509
ACH-001239,-0.3079935375520626
ACH-001270,-0.0993106689240363
ACH-001274,-0.22436528599111685
ACH-001275,-0.20269901101470672
ACH-001277,-0.3332510838893964
ACH-001278,-0.0902438736577086
ACH-001280,-0.2222310873392431
ACH-001283,-0.14121044574635236
ACH-001289,-0.05609218368893884
ACH-001300,-0.3165940652600265
ACH-001301,-0.18724578030854208
ACH-001302,-0.3665190968396684
ACH-001306,-0.08306726385215543
ACH-001318,-0.23985138382509635
ACH-001322,-0.31694414024610434
ACH-001328,-0.21482192930796232
ACH-001332,-0.2514517044045308
ACH-001336,-0.1997445224383894
ACH-001346,-0.17766505091970405
ACH-001353,-0.3044085379909081
ACH-001354,-0.4176238405960413
ACH-001367,0.04371931915941596
ACH-001368,-0.1085194681128838
ACH-001374,-0.0061415834892445224
ACH-001377,-0.23566116710688195
ACH-001380,-0.1993026833110481
ACH-001391,-0.11443402284938108
ACH-001408,-0.1528841052516042
ACH-001430,-0.08197907499955412
ACH-001431,-0.14595267899364558
ACH-001450,-0.07836322348488177
ACH-001496,-0.1162046448821084
ACH-001500,-0.2279923241405279
ACH-001523,-0.20403103690238436
ACH-001532,-0.3175254500119088
ACH-001550,-0.17067673448664453
ACH-001552,-0.2640196667915492
ACH-001554,-0.2015181716302719
ACH-001654,-0.1500188631846952
ACH-001735,-0.27438440155010524
ACH-001736,-0.2334962864027268
ACH-001737,-0.1243737888260582
ACH-001740,-0.183511925871304
ACH-001745,-0.23464946836788386
ACH-001765,-0.10839684780024172
