,KPNB1 (3837)
ACH-000235,-1.3787020992950916
ACH-000237,-1.4164412053054276
ACH-000238,-1.4793739618124515
ACH-000242,-1.2713395545812487
ACH-000243,-1.5960253351872689
ACH-000244,-1.4586194897736615
ACH-000246,-1.4152407781231813
ACH-000248,-1.5001742634931203
ACH-000250,-1.3217693591080872
ACH-000251,-1.5436731342006969
ACH-000252,-1.5539823708970084
ACH-000253,-1.364060404875826
ACH-000255,-1.296821021265103
ACH-000256,-1.5129484015356154
ACH-000257,-1.5017410291837483
ACH-000258,-1.0884175149594242
ACH-000259,-1.414826500102489
ACH-000260,-1.3359061086192263
ACH-000261,-1.4188607951433951
ACH-000262,-1.3400519253440109
ACH-000263,-1.541722140005436
ACH-000264,-1.5247839207550875
ACH-000265,-1.5900865468966443
ACH-000266,-1.3642075668458642
ACH-000272,-1.4204587341897088
ACH-000274,-1.3749845813303954
ACH-000277,-1.6688943783922443
ACH-000278,-1.545329687870879
ACH-000279,-1.5901069628231292
ACH-000280,-1.3672767088339106
ACH-000281,-1.6011209964984694
ACH-000288,-1.4728107868534177
ACH-000291,-1.451750813133978
ACH-000293,-1.5811613136225136
ACH-000294,-1.8857880607832889
ACH-000295,-1.4961135865454478
ACH-000296,-1.4725534271593046
ACH-000302,-1.4879773450088627
ACH-000304,-1.3201038845857185
ACH-000307,-1.4182214002402649
ACH-000308,-1.5012262912688201
ACH-000310,-1.2201411735544927
ACH-000311,-1.4355371652900657
ACH-000312,-1.4864925232503994
ACH-000315,-1.425696736495523
ACH-000316,-1.764729745057317
ACH-000317,-1.571386745661424
ACH-000318,-1.2646196011041764
ACH-000319,-1.620985917237162
ACH-000320,-1.4572984331677368
ACH-000322,-1.512536611352222
ACH-000323,-1.3939838603868555
ACH-000324,-1.465476163922154
ACH-000329,-1.5836620470821117
ACH-000330,-1.7502010451661862
ACH-000331,-1.3456956303639374
ACH-000332,-1.4403194383427365
ACH-000334,-2.340340435697585
ACH-000335,-1.313564203706435
ACH-000336,-1.5628710726731765
ACH-000337,-1.871850526736464
ACH-000338,-1.0361719584327236
ACH-000339,-1.5206090682394169
ACH-000341,-1.1760338408705893
ACH-000348,-1.653040794836458
ACH-000350,-1.451045881864392
ACH-000352,-1.518210634825632
ACH-000356,-1.6575024168050174
ACH-000361,-1.3011090365476563
ACH-000362,-1.4618043350923204
ACH-000363,-1.3985255976511803
ACH-000364,-1.6467475008139083
ACH-000365,-1.5863900834687754
ACH-000366,-1.2962939851808626
ACH-000368,-1.4628607398126925
ACH-000374,-1.6139021358997905
ACH-000375,-1.3861394719975797
ACH-000376,-1.3929407636767184
ACH-000381,-1.3720975878632555
ACH-000383,-1.4770450264178938
ACH-000387,-1.6627057734934465
ACH-000389,-1.5156372793020332
ACH-000390,-1.55181181500365
ACH-000393,-1.329996806384039
ACH-000395,-1.4022496182146165
ACH-000396,-1.3864982202470713
ACH-000397,-1.5820833840966582
ACH-000401,-1.658419998022432
ACH-000402,-1.8575176520498315
ACH-000403,-1.6154092669963904
ACH-000404,-1.7797634094205297
ACH-000406,-1.5732258115015154
ACH-000407,-1.3436494617932762
ACH-000408,-1.5441287818618243
ACH-000410,-1.364207486732647
ACH-000411,-1.334656258381847
ACH-000414,-1.6679480123174375
ACH-000415,-1.6668130462246349
ACH-000416,-1.3999513040213019
ACH-000420,-1.5124294647419123
ACH-000421,-1.4893674158179335
ACH-000424,-1.378391589609112
ACH-000425,-1.5047801747740222
ACH-000426,-1.6043030200301531
ACH-000427,-1.5763060901121517
ACH-000433,-1.3732422651076717
ACH-000435,-1.5221618967290425
ACH-000436,-1.6857326983000869
ACH-000444,-1.3699017873114934
ACH-000445,-1.2568414920439543
ACH-000448,-1.4503175327581608
ACH-000450,-1.4153167359059131
ACH-000452,-1.6164849945585926
ACH-000454,-1.2418517669013749
ACH-000458,-1.5109699362253726
ACH-000459,-1.3623299156398034
ACH-000460,-1.3848448774339177
ACH-000461,-1.3824328675427648
ACH-000463,-1.2247832811444883
ACH-000464,-1.4233865423549938
ACH-000466,-1.3130337896296502
ACH-000467,-1.373407134942635
ACH-000468,-1.5401956016815788
ACH-000469,-1.5069217351765476
ACH-000470,-1.6143649037679868
ACH-000471,-1.4857556259700413
ACH-000472,-1.5000504972573787
ACH-000473,-1.4161619276709567
ACH-000475,-1.4340813687619458
ACH-000476,-1.2753596192010297
ACH-000477,-1.4173908174890444
ACH-000479,-1.4452891163076391
ACH-000480,-1.3130361843685507
ACH-000481,-1.6040558993919616
ACH-000483,-1.6294398933550127
ACH-000484,-1.4547850400221196
ACH-000485,-1.4679829360379533
ACH-000486,-1.5161654318772555
ACH-000487,-1.3094358590662265
ACH-000488,-1.4582307049521208
ACH-000490,-1.428176312164809
ACH-000491,-1.6640088134179383
ACH-000495,-1.5192936204682188
ACH-000496,-1.4667736953311283
ACH-000499,-1.2049523119523
ACH-000500,-1.5065750045724855
ACH-000502,-1.5738055522245065
ACH-000503,-1.293198282500844
ACH-000505,-1.5297421753473446
ACH-000507,-1.4699900232486205
ACH-000510,-1.5427958469653562
ACH-000511,-1.3506436690303039
ACH-000512,-1.7059829344339392
ACH-000516,-1.408429413250638
ACH-000517,-1.4359964005900778
ACH-000518,-1.631971012480265
ACH-000520,-1.402820005305625
ACH-000521,-1.5125843443203442
ACH-000522,-1.4453027777709586
ACH-000524,-1.452024348639845
ACH-000527,-1.3267909674989906
ACH-000528,-1.3927407287001774
ACH-000537,-1.5733647492220442
ACH-000541,-1.634434517295742
ACH-000542,-1.4262663563684312
ACH-000544,-1.4821120368428085
ACH-000545,-1.4142801315808111
ACH-000547,-1.5258840617673577
ACH-000548,-1.4050072621919325
ACH-000549,-1.328517109193123
ACH-000550,-1.5803092018313354
ACH-000552,-1.5727547078270159
ACH-000556,-1.5140469263698402
ACH-000557,-1.4545229616627608
ACH-000569,-1.3945141147432012
ACH-000570,-1.4060105104464522
ACH-000571,-1.4453705419936191
ACH-000573,-1.7232269389690782
ACH-000576,-1.5075601424177032
ACH-000579,-1.5522025515606543
ACH-000580,-1.5212852423674619
ACH-000584,-1.4781076766191947
ACH-000585,-1.4842055981492581
ACH-000588,-1.5550274861885294
ACH-000589,-1.4637620943408656
ACH-000591,-1.3509025062453466
ACH-000593,-1.3870430915211185
ACH-000600,-1.4422583224381749
ACH-000601,-1.4208721142357348
ACH-000605,-1.4331615361009264
ACH-000606,-1.2620056687770167
ACH-000608,-1.5892308391502832
ACH-000614,-1.5634567606545071
ACH-000616,-1.4641292110165216
ACH-000618,-1.3217415057557822
ACH-000619,-1.3382172731483408
ACH-000620,-1.4621440141864528
ACH-000621,-1.5677550101765
ACH-000622,-1.5078865360238944
ACH-000623,-1.4233309500416484
ACH-000624,-1.4047434609105285
ACH-000627,-1.351570469725248
ACH-000630,-1.3815528780372897
ACH-000631,-1.5618927449524238
ACH-000632,-1.3775344701278542
ACH-000633,-1.4561609153163084
ACH-000637,-1.5614688285744354
ACH-000638,-1.4432544727214909
ACH-000646,-1.3156331939060697
ACH-000647,-1.3587052501660972
ACH-000648,-1.3816689105218602
ACH-000649,-1.4110988348853677
ACH-000651,-1.4497360499541825
ACH-000652,-1.5019350700069791
ACH-000653,-1.5737166847215518
ACH-000657,-1.6112499676564362
ACH-000658,-1.5130539555856644
ACH-000661,-1.628595653576905
ACH-000662,-1.7034424078291313
ACH-000663,-1.3443190590100025
ACH-000665,-1.3658472883442092
ACH-000671,-1.4807295673994358
ACH-000672,-1.1162082678371972
ACH-000673,-1.5060968295399846
ACH-000676,-1.5024308106471704
ACH-000677,-1.5608464579537888
ACH-000681,-1.4766083161103047
ACH-000683,-1.4959023292780518
ACH-000684,-1.3367332916098835
ACH-000688,-1.7435203414299945
ACH-000693,-1.3582480528262388
ACH-000694,-1.4806950488875017
ACH-000695,-1.3732806822164778
ACH-000696,-1.630449987213811
ACH-000697,-1.4654807360313558
ACH-000699,-1.871228194031488
ACH-000701,-1.5387399128006038
ACH-000706,-1.538779777019225
ACH-000711,-1.4390378115678872
ACH-000713,-1.5363920631064008
ACH-000714,-1.6711917310816158
ACH-000718,-1.5890110467807903
ACH-000720,-1.586475460912359
ACH-000721,-1.5313271491778433
ACH-000724,-1.7402387068365643
ACH-000725,-1.7758496303618347
ACH-000732,-1.3667750167129609
ACH-000734,-1.3791476716503452
ACH-000735,-1.5102768401581366
ACH-000736,-1.505010440701832
ACH-000738,-1.4198551616334614
ACH-000746,-1.6174283843137274
ACH-000747,-1.4633491876555913
ACH-000748,-1.5343394634996683
ACH-000753,-1.502205889931373
ACH-000756,-1.4779836591351394
ACH-000757,-1.393692888820624
ACH-000758,-1.3384463097772117
ACH-000760,-1.3910904790378376
ACH-000762,-1.461291414303585
ACH-000763,-1.3878940602583727
ACH-000764,-1.4300751821282265
ACH-000765,-1.468592957522226
ACH-000766,-1.4692078923012288
ACH-000767,-1.3289343917508305
ACH-000768,-1.4886215479129714
ACH-000769,-1.3169930215868455
ACH-000770,-1.4651220685313633
ACH-000771,-1.4113723193704075
ACH-000773,-1.4803600270790855
ACH-000776,-1.2739035835827284
ACH-000777,-1.431946579077662
ACH-000778,-1.8050909877012045
ACH-000781,-1.4974398236022055
ACH-000782,-1.484672617717257
ACH-000783,-1.6369606365492373
ACH-000784,-1.388176364839193
ACH-000785,-1.6450619293843287
ACH-000787,-1.4382898091359408
ACH-000788,-1.4303454094126982
ACH-000791,-1.4824580012875286
ACH-000792,-1.3879775139447807
ACH-000794,-1.3602407195646509
ACH-000796,-1.3835515837480117
ACH-000798,-1.652433100517139
ACH-000799,-1.47654139748722
ACH-000800,-1.6317679684761437
ACH-000802,-1.4590359590153774
ACH-000804,-1.3664951953895412
ACH-000805,-1.6448027983639903
ACH-000809,-1.4092870883131068
ACH-000810,-1.083248618285206
ACH-000811,-1.5092519044277934
ACH-000817,-1.504463656933264
ACH-000819,-1.5047673572779463
ACH-000820,-1.5312967884332078
ACH-000821,-1.7879010725157969
ACH-000822,-1.4920799649428274
ACH-000823,-1.5974310291365574
ACH-000824,-1.4438290685929644
ACH-000827,-1.3388023282038786
ACH-000829,-1.443796542844329
ACH-000831,-1.4678694250901432
ACH-000832,-1.5239663554560319
ACH-000833,-1.3072695401772778
ACH-000834,-1.5590525397559092
ACH-000835,-1.4012563969652938
ACH-000836,-1.724441968893765
ACH-000837,-1.5384471523154772
ACH-000838,-1.5586059433221795
ACH-000839,-1.191537394893205
ACH-000840,-1.6180947648911108
ACH-000841,-1.436848674255421
ACH-000843,-1.4760325940723953
ACH-000846,-1.3698006171149957
ACH-000847,-1.5136927046325654
ACH-000848,-1.600544006662567
ACH-000849,-1.4492493471040513
ACH-000851,-1.3995361391190109
ACH-000855,-1.472701409915533
ACH-000856,-1.4287952426807462
ACH-000858,-1.4217073369410669
ACH-000859,-1.3282001608584364
ACH-000861,-1.4672370035317324
ACH-000862,-1.6637785347475265
ACH-000865,-1.5898403685317355
ACH-000866,-1.3710852583248836
ACH-000867,-1.362125798846513
ACH-000869,-1.6069082475285217
ACH-000872,-1.4463176753303957
ACH-000873,-1.4593753347972154
ACH-000876,-1.5296371501364638
ACH-000878,-1.5302136994374622
ACH-000880,-1.2093200905340735
ACH-000881,-1.3557139935979383
ACH-000882,-1.4011640930484606
ACH-000884,-1.5239332836228487
ACH-000885,-1.400211698336907
ACH-000887,-1.2757903340584298
ACH-000889,-1.6587786967696263
ACH-000896,-1.3601579053153674
ACH-000898,-1.5124046906420494
ACH-000900,-1.5527288590877444
ACH-000901,-1.4940382402544097
ACH-000905,-1.2207404930707741
ACH-000906,-1.3302487545977475
ACH-000907,-1.5284029982921583
ACH-000910,-1.3155577934011868
ACH-000911,-1.2522049903875525
ACH-000912,-1.4826053180812466
ACH-000913,-1.4061251740484206
ACH-000915,-1.36529380814266
ACH-000916,-1.6491895112085186
ACH-000917,-1.3426336331879645
ACH-000920,-1.6651373023085771
ACH-000921,-1.4507915322735734
ACH-000924,-1.3923885761509915
ACH-000926,-1.3990805488663438
ACH-000928,-1.3554154342878992
ACH-000929,-1.6692064122312051
ACH-000932,-1.5919123254007541
ACH-000935,-1.4642344265761968
ACH-000936,-1.6480736616947256
ACH-000937,-1.5000415472663282
ACH-000938,-1.5032075328816743
ACH-000939,-1.5576325166829212
ACH-000941,-1.637969878624295
ACH-000943,-1.5607702345815548
ACH-000946,-1.466933850527805
ACH-000947,-1.5328716969312215
ACH-000948,-1.4006046160542145
ACH-000950,-1.4083736371502769
ACH-000953,-1.5944428890014462
ACH-000954,-1.3532492055745888
ACH-000957,-1.2899448275896899
ACH-000958,-1.5222594353963301
ACH-000960,-1.6082573997525853
ACH-000963,-1.4655322179998596
ACH-000968,-1.3900667228950678
ACH-000969,-1.5319423317547254
ACH-000972,-1.4103889690530438
ACH-000973,-1.2686299130739689
ACH-000974,-1.4818096458274692
ACH-000978,-1.7104412369016384
ACH-000984,-1.3617745511549428
ACH-000986,-1.4106292120559298
ACH-000988,-1.3765578161723753
ACH-000993,-1.4616646249480991
ACH-000994,-1.3665470654160716
ACH-000996,-1.3821027226438487
ACH-001001,-1.3368709826715377
ACH-001020,-1.398873378899613
ACH-001028,-1.501081588190498
ACH-001031,-1.5286199816781445
ACH-001038,-1.4582761817259662
ACH-001048,-1.525619284411431
ACH-001050,-1.2259996710159746
ACH-001053,-1.12746252985316
ACH-001054,-1.4899594948568953
ACH-001061,-1.3538733198415374
ACH-001067,-1.5356597280367643
ACH-001075,-1.4038026352038377
ACH-001096,-1.5057370008450506
ACH-001111,-1.7368624093910567
ACH-001119,-1.3882630520907997
ACH-001128,-1.2706801042846
ACH-001134,-1.4891377634295242
ACH-001151,-1.5088590993820548
ACH-001163,-1.674813811925851
ACH-001164,-1.5197381794028215
ACH-001183,-1.4392104850085956
ACH-001192,-1.6634037630493528
ACH-001193,-1.596308163437567
ACH-001196,-1.5760002789832108
ACH-001197,-1.5088918431676814
ACH-001205,-1.6247193857285602
ACH-001211,-1.5454474573571766
ACH-001212,-1.3558116626673935
ACH-001228,-1.369512988886458
ACH-001232,-1.372695450527598
ACH-001239,-1.47073677606498
ACH-001270,-1.2918880673507682
ACH-001274,-1.4054732844108262
ACH-001275,-1.226573857258863
ACH-001277,-1.4457817421863364
ACH-001278,-1.5063086557590444
ACH-001280,-1.257241320770798
ACH-001283,-1.342368701003002
ACH-001289,-1.3654243932579198
ACH-001300,-1.2694926136367402
ACH-001301,-1.3318756105627072
ACH-001302,-1.002430793046123
ACH-001306,-1.4654571632369064
ACH-001318,-1.5121706383962292
ACH-001322,-1.3344051687990144
ACH-001328,-1.174404851580558
ACH-001332,-1.2266579510845173
ACH-001336,-1.3780054460524476
ACH-001346,-1.4863981560937525
ACH-001353,-1.3048309126863094
ACH-001354,-1.4803369463086762
ACH-001367,-1.298291589572926
ACH-001368,-1.534877866657279
ACH-001374,-1.4083865081088818
ACH-001377,-1.6383554348451703
ACH-001380,-1.3565596787488583
ACH-001391,-1.4021531465504151
ACH-001408,-1.5323579004312773
ACH-001430,-1.5453470842090646
ACH-001431,-1.1240078378925478
ACH-001450,-1.8773702896609996
ACH-001496,-1.5425704240287577
ACH-001500,-1.4870777550199008
ACH-001523,-1.559197788041651
ACH-001532,-1.5069045259345015
ACH-001550,-1.7685418813657534
ACH-001552,-1.7883904784642468
ACH-001554,-1.4410404758396829
ACH-001654,-1.3978105754452386
ACH-001735,-1.5402894084132532
ACH-001736,-1.6839634212387418
ACH-001737,-1.5806876695755359
ACH-001740,-1.4053290846676514
ACH-001745,-1.337588441797564
ACH-001765,-1.4037622666822696
