,NOTO (344022)
ACH-000411,-0.11166788981923507
ACH-000414,-0.1063017206721848
ACH-000415,-0.2270782281319627
ACH-000416,-0.13563049076383346
ACH-000420,-0.308088200017019
ACH-000421,-0.2962147158078967
ACH-000424,-0.3149981006380877
ACH-000425,-0.2873116723509108
ACH-000426,-0.00398621228868285
ACH-000427,-0.22779053284820985
ACH-000433,-0.34746515612964496
ACH-000435,0.13532583207031126
ACH-000436,-0.33060917660063105
ACH-000444,-0.2846895898715325
ACH-000445,-0.2768156155669151
ACH-000448,-0.03383256714119255
ACH-000450,-0.4523876898665553
ACH-000452,-0.30253932179597376
ACH-000454,-0.4047082447329982
ACH-000458,-0.24144998050249186
ACH-000459,-0.3758964697798096
ACH-000460,-0.2337176877170889
ACH-000461,-0.17330995203432187
ACH-000463,-0.14069876620356656
ACH-000464,-0.1502734170725244
ACH-000466,-0.13645610491283558
ACH-000467,-0.3237377205470335
ACH-000468,-0.14221413462217994
ACH-000469,-0.14381083138896136
ACH-000470,-0.31025463264787123
ACH-000471,-0.2253873217952617
ACH-000472,-0.14697903773456492
ACH-000473,-0.0590268435978719
ACH-000475,-0.13468798189553924
ACH-000476,-0.2272742764832205
ACH-000477,-0.1425513820349042
ACH-000479,-0.017107272851169072
ACH-000480,-0.1890960168285584
ACH-000481,-0.25948421302795993
ACH-000483,-0.21715361635377026
ACH-000484,-0.2744326543216547
ACH-000485,-0.31328317521700705
ACH-000486,-0.2314693909234761
ACH-000487,-0.3163701707250654
ACH-000488,-0.2345545254755009
ACH-000490,-0.2390506900388973
ACH-000491,-0.2372812139021972
ACH-000495,-0.2344265777964649
ACH-000496,-0.24417071948199906
ACH-000499,-0.10579467325025013
ACH-000500,-0.28322903832975466
ACH-000502,-0.14145350404588294
ACH-000503,-0.24808664392534216
ACH-000505,-0.2644882017278162
ACH-000507,-0.020924870829313408
ACH-000510,-0.1432570378932873
ACH-000511,-0.1771230684863467
ACH-000512,-0.18434062503743548
ACH-000516,-0.17004814570683552
ACH-000517,-0.2320760622606108
ACH-000518,-0.0824044020125014
ACH-000520,-0.15206356494243767
ACH-000521,-0.265521669213936
ACH-000522,-0.3446085035935978
ACH-000524,-0.17010366796153575
ACH-000527,-0.32533283117526124
ACH-000528,-0.21299322806007265
ACH-000537,-0.2671043286011835
ACH-000541,-0.14864274539217895
ACH-000542,-0.18957401097305726
ACH-000544,-0.1677526741044283
ACH-000545,-0.17072720335982675
ACH-000547,-0.0584251864930988
ACH-000548,-0.31680322400576394
ACH-000549,-0.16634468997077098
ACH-000550,-0.00367463788005217
ACH-000552,-0.2037652325563404
ACH-000556,-0.14822859847527195
ACH-000557,-0.15911729231874966
ACH-000569,-0.34309730364230584
ACH-000570,-0.11601590446032635
ACH-000571,-0.08381195469748423
ACH-000573,-0.18672424663136566
ACH-000576,-0.0371350473454244
ACH-000579,-0.15160030141702532
ACH-000580,-0.2362655981188181
ACH-000584,-0.3460361865008897
ACH-000585,-0.2908375711003356
ACH-000588,-0.2442646364015505
ACH-000589,-0.1099885243117578
ACH-000591,-0.2893603503445007
ACH-000593,-0.231726876828216
ACH-000600,-0.2362953631829741
ACH-000601,-0.2663572133551826
ACH-000605,-0.2797668995143589
ACH-000606,-0.2772677866675613
ACH-000608,-0.16741239623278156
ACH-000614,-0.03882340662196308
ACH-000616,-0.22094355945572064
ACH-000618,-0.2843679035034721
ACH-000619,-0.3869127792875121
ACH-000620,-0.21367035768666465
ACH-000621,-0.22084769769618728
ACH-000622,-0.17919358023400173
ACH-000623,-0.1940902544507773
ACH-000624,-0.2739480503899939
ACH-000627,-0.2024817417539526
ACH-000630,-0.2594229631452479
ACH-000631,-0.39468226451433575
ACH-000632,-0.3085547641884652
ACH-000633,-0.2186269012711833
ACH-000637,-0.3329897615310073
ACH-000638,-0.3009353193642345
ACH-000646,-0.2852231624418147
ACH-000647,-0.20060671665646196
ACH-000648,-0.2475804919116171
ACH-000649,-0.1829073301499202
ACH-000651,-0.22425837161920695
ACH-000652,-0.06474211229660214
ACH-000653,-0.1315972440141156
ACH-000657,-0.20432374214414611
ACH-000658,-0.1304534126996161
ACH-000661,-0.2675324737046319
ACH-000662,-0.5868631795923194
ACH-000663,-0.012617145366376585
ACH-000665,-0.34223586958567903
ACH-000671,-0.19932139443817096
ACH-000672,-0.2648510957683907
ACH-000673,-0.37199355726320704
ACH-000676,-0.06374977572998954
ACH-000677,-0.25573299633308305
ACH-000681,-0.2269196269407367
ACH-000683,-0.3205763993619733
ACH-000684,-0.11219582886823903
ACH-000688,-0.06451125293101119
ACH-000693,-0.20216262507151325
ACH-000694,-0.14861594699830286
ACH-000695,-0.1632611581698622
ACH-000696,-0.20470569855614712
ACH-000697,-0.3930493498323934
ACH-000699,-0.09059325176033972
ACH-000701,-0.08196060160872755
ACH-000706,-0.17138038654151494
ACH-000711,-0.21529052060779236
ACH-000713,-0.1288492853744515
ACH-000714,-0.18624712507177232
ACH-000718,-0.2406962662613598
ACH-000720,-0.16447819641045466
ACH-000721,-0.2903431395126149
ACH-000724,-0.3045376867054489
ACH-000725,-0.27075208698949543
ACH-000732,-0.39606587866572535
ACH-000734,-0.161379341389996
ACH-000735,-0.23962083012795415
ACH-000736,-0.2043870737451393
ACH-000738,-0.23002323963251906
ACH-000746,-0.2318312257827333
ACH-000747,-0.1902668090597416
ACH-000748,-0.09276498533143217
ACH-000753,-0.18998182290408525
ACH-000756,-0.2821968092980853
ACH-000757,-0.2577333468299305
ACH-000758,-0.2911466890539816
ACH-000760,-0.17175081262922198
ACH-000762,-0.2218975978719994
ACH-000763,0.04885892077656273
ACH-000764,-0.12611639478178052
ACH-000765,-0.1546833091352984
ACH-000766,-0.1717104403193132
ACH-000767,-0.1857989618116476
ACH-000768,-0.2103108471669583
ACH-000769,-0.2653263895719994
ACH-000770,-0.11452391858971167
ACH-000771,-0.3747705573090655
ACH-000773,-0.18795473508397387
ACH-000776,-0.05835839790591441
ACH-000777,-0.21599193021512225
ACH-000778,-0.2836488999954385
ACH-000781,-0.1468314658561337
ACH-000782,-0.37812288121412335
ACH-000783,-0.0962895829195328
ACH-000784,-0.2237513427177731
ACH-000785,-0.2719500207884152
ACH-000787,-0.20570076365550927
ACH-000788,-0.17171341453414726
ACH-000791,-0.2990477453892049
ACH-000792,-0.18230437782649825
ACH-000794,-0.2414085365740005
ACH-000796,-0.0912104901700021
ACH-000798,-0.21915630377520195
ACH-000799,-0.4516620893189971
ACH-000800,-0.4376786663700393
ACH-000802,-0.260652128601634
ACH-000804,-0.3959496319907025
ACH-000805,-0.2479288238526872
ACH-000809,-0.19669306872287526
ACH-000810,-0.30966277186759944
ACH-000811,-0.17596950295032074
ACH-000817,-0.2176516403669501
ACH-000819,-0.1602868282058208
ACH-000820,-0.18240138792980604
ACH-000821,-0.13381021820400124
ACH-000822,-0.25739706777130816
ACH-000823,-0.15546617054714176
ACH-000824,-0.13647393867860372
ACH-000827,-0.19734384229440774
ACH-000829,-0.285630387377954
ACH-000831,-0.1599356035512172
ACH-000832,-0.15424981446955305
ACH-000833,0.02619136660882392
ACH-000834,-0.14002743955488206
ACH-000835,-0.26073412378827515
ACH-000836,-0.20650922501905172
ACH-000837,-0.2440135084070416
ACH-000838,-0.059976490763360764
ACH-000839,-0.1475686993016534
ACH-000840,-0.18212744524519853
ACH-000841,-0.16477184043634996
ACH-000843,-0.2656499662909652
ACH-000846,-0.5446381440250002
ACH-000847,-0.12027091647901925
ACH-000848,-0.10152398734240352
ACH-000849,-0.07575974458651477
ACH-000851,-0.01639613959350759
ACH-000855,-0.34868128669070275
ACH-000856,-0.12924472093335032
ACH-000858,-0.2394020416455446
ACH-000859,-0.07164936251484709
ACH-000861,-0.3430496973803059
ACH-000862,-0.09746251664872342
ACH-000865,-0.09200844670390099
ACH-000866,-0.2192753151340084
ACH-000867,-0.17582130466229362
ACH-000869,-0.1492612411420399
ACH-000872,-0.15335439173680604
ACH-000873,-0.20985395034786813
ACH-000876,-0.13200740289482085
ACH-000878,0.06914052163483878
ACH-000880,-0.006542687981450479
ACH-000881,-0.1733259610568857
ACH-000882,-0.2417466160069921
ACH-000884,-0.153270578816569
ACH-000885,-0.23584647525295685
ACH-000887,-0.21865314966709845
ACH-000889,-0.21882424791518307
ACH-000896,-0.2762358958218628
ACH-000898,-0.2168602059272682
ACH-000900,-0.22719789527977316
ACH-000901,-0.22371100493374896
ACH-000905,-0.24709044395742805
ACH-000906,-0.1874440344470291
ACH-000907,-0.3588673718136928
ACH-000910,-0.1285564904191608
ACH-000911,-0.314866016501761
ACH-000912,-0.1874050879465048
ACH-000913,-0.2392035822506747
ACH-000915,-0.2698466982048636
ACH-000916,-0.6496229398623258
ACH-000917,-0.09858626787176672
ACH-000920,-0.12336728245819185
ACH-000921,-0.13198167526845886
ACH-000924,-0.23424506652786156
ACH-000926,-0.17445796144038686
ACH-000928,-0.451605086163726
ACH-000929,-0.09189916184289093
ACH-000932,-0.1908586637674882
ACH-000935,-0.02465795201194962
ACH-000936,-0.28314575154387456
ACH-000937,-0.22295224013460127
ACH-000938,-0.3081079347637848
ACH-000939,-0.016364582696263792
ACH-000941,-0.1495221733671916
ACH-000943,-0.2516510153997673
ACH-000946,-0.26203865272045884
ACH-000947,-0.2738318278048241
ACH-000948,-0.1852236589947763
ACH-000950,-0.24895688484490303
ACH-000953,-0.17559510495524988
ACH-000954,-0.3525002661451553
ACH-000957,-0.3432808860175079
ACH-000958,-0.11763343669878305
ACH-000960,-0.13590062749507226
ACH-000963,-0.3441626760997428
ACH-000968,-0.20910196098480105
ACH-000969,-0.1628748638747174
ACH-000972,-0.3820638209676399
ACH-000973,-0.180385137438192
ACH-000974,-0.3056146574623364
ACH-000978,-0.1217498027250616
ACH-000984,-0.236793932639986
ACH-000986,-0.2657644832375409
ACH-000988,-0.22817997101886164
ACH-000993,-0.4521112902886944
ACH-000994,-0.16098608424484612
ACH-000996,-0.6262588815613054
ACH-001001,-0.2416731863717374
ACH-001020,-0.10254080964232316
ACH-001028,-0.2610204839046777
ACH-001031,-0.1454530950835431
ACH-001038,-0.409911674524785
ACH-001048,-0.2948659857485998
ACH-001050,-0.2894640537290111
ACH-001053,-0.3469195047717076
ACH-001054,-0.19148042355904973
ACH-001061,-0.455267042458803
ACH-001067,-0.1330900839972273
ACH-001075,-0.07693041199648594
ACH-001096,0.02535814200080056
ACH-001111,-0.10655945404355036
ACH-001119,-0.2633222198505781
ACH-001128,-0.008657271811554028
ACH-001134,-0.1548940796567593
ACH-001151,-0.28126391086510216
ACH-001163,-0.1890053231039139
ACH-001164,-0.2059672468784352
ACH-001183,0.02341297087522269
ACH-001192,-0.23577654222526104
ACH-001193,-0.2076659649411531
ACH-001196,-0.27317095739353364
ACH-001197,-0.2974765334417821
ACH-001205,-0.2344747642352377
ACH-001211,-0.3699086515296787
ACH-001212,-0.4597906383840438
ACH-001228,-0.2904559083513661
ACH-001232,-0.18139339025341344
ACH-001239,-0.2526562050898545
ACH-001270,-0.18187129401537205
ACH-001274,-0.06876929994171524
ACH-001275,-0.14474418494517072
ACH-001277,-0.41167413196014696
ACH-001278,-0.2144136707696669
ACH-001280,-0.3632433267998033
ACH-001283,-0.2310481137922656
ACH-001289,-0.17713453555878494
ACH-001300,-0.1097708701017875
ACH-001301,-0.2080314607228965
ACH-001302,-0.1416049576485117
ACH-001306,-0.1781810576508785
ACH-001318,-0.2424256996604799
ACH-001322,-0.3228983754350403
ACH-001328,-0.2960591647076273
ACH-001332,-0.18840110668252014
ACH-001336,-0.16069016963747468
ACH-001346,-0.3034385778642053
ACH-001353,-0.1788923653994956
ACH-001354,-0.4636666299128194
ACH-001367,-0.11147610207899383
ACH-001368,-0.2151417537978464
ACH-001374,-0.14800621439807946
ACH-001377,-0.1752079152702271
ACH-001380,-0.2556194608649129
ACH-001391,-0.2141219555959443
ACH-001408,-0.29496208751274355
ACH-001430,-0.20609131154878035
ACH-001431,-0.11879680956315848
ACH-001450,0.0070050468575249035
ACH-001496,-0.3090325651708646
ACH-001500,-0.13541914533966384
ACH-001523,-0.19056651893499332
ACH-001532,-0.2314665841815304
ACH-001550,-0.13102908226690962
ACH-001552,-0.4179592402822919
ACH-001554,-0.2182247117140488
ACH-001654,-0.1870150170342951
ACH-001735,-0.12156192185232992
ACH-001736,-0.20737042494567784
ACH-001737,-0.14260098961297046
ACH-001740,-0.25434262562123217
ACH-001745,-0.2389880662129337
ACH-001765,-0.11268020919475327
