,NT5C (30833)
ACH-000454,-0.16843129793363487
ACH-000458,-0.14274252548529204
ACH-000459,-0.015828347203379552
ACH-000460,-0.3116876735285288
ACH-000461,-0.23606054968165435
ACH-000463,-0.2138186347652861
ACH-000464,-0.15249780274068922
ACH-000466,-0.19903831365770192
ACH-000467,-0.1079811845644652
ACH-000468,-0.14162432712106965
ACH-000469,-0.10809600660880828
ACH-000470,-0.3625822753697929
ACH-000471,-0.1894295480305761
ACH-000472,-0.2130027979072214
ACH-000473,-0.44324484494077104
ACH-000475,-0.1919707088249955
ACH-000476,-0.4668826086739755
ACH-000477,0.024733459806559832
ACH-000479,-0.12617047792481678
ACH-000480,-0.23251324041283344
ACH-000481,-0.28070684916471395
ACH-000483,-0.21785636912548226
ACH-000484,-0.25941775035087217
ACH-000485,-0.2922303953120054
ACH-000486,-0.08765335424278088
ACH-000487,-0.1627546828125324
ACH-000488,-0.2005232621466595
ACH-000490,-0.19756128253635352
ACH-000491,-0.20166028253708035
ACH-000495,-0.13674159679630568
ACH-000496,-0.14355039616684626
ACH-000499,-0.2432642694323653
ACH-000500,-0.1676243722673575
ACH-000502,-0.32465366400895057
ACH-000503,-0.06898395412781744
ACH-000505,-0.2876802415745439
ACH-000507,-0.2144648320841282
ACH-000510,-0.20613263813500685
ACH-000511,-0.20552557818274853
ACH-000512,0.016329607593453987
ACH-000516,-0.22820993677635454
ACH-000517,-0.287193024079062
ACH-000518,-0.17599865698278572
ACH-000520,-0.21289276774342256
ACH-000521,-0.2733828133209586
ACH-000522,-0.14478260571558393
ACH-000524,-0.3831667684855421
ACH-000527,-0.2974222157979713
ACH-000528,-0.241989925151208
ACH-000537,-0.4295461694921045
ACH-000541,-0.30182783785012834
ACH-000542,-0.23641542119925285
ACH-000544,-0.24466901963554316
ACH-000545,-0.2272004380686141
ACH-000547,-0.23969435423003546
ACH-000548,-0.3160218756217636
ACH-000549,-0.27090594014409225
ACH-000550,-0.273397521641497
ACH-000552,-0.05177076237257789
ACH-000556,-0.16574528013378462
ACH-000557,-0.20240346234108125
ACH-000569,-0.2578286599224869
ACH-000570,-0.3419293683676646
ACH-000571,-0.12047908534097555
ACH-000573,-0.1444499452174924
ACH-000576,-0.14315718646681552
ACH-000579,-0.2843498477635075
ACH-000580,-0.17591598040966536
ACH-000584,-0.18231452843774454
ACH-000585,-0.15577321073576814
ACH-000588,-0.2543742860069183
ACH-000589,-0.2786753872985848
ACH-000591,-0.21207758294866327
ACH-000593,-0.17560652716402805
ACH-000600,-0.2709485964479655
ACH-000601,-0.17591755495134656
ACH-000605,-0.27719555924167244
ACH-000606,-0.2704898926720431
ACH-000608,-0.3041959187857405
ACH-000614,-0.11316245075541954
ACH-000616,-0.3713181721482297
ACH-000618,-0.09606898262122517
ACH-000619,-0.14947479974190678
ACH-000620,0.031286110999056545
ACH-000621,-0.23036563646504604
ACH-000622,-0.3329730717641418
ACH-000623,-0.3596872555921325
ACH-000624,-0.2826346636898536
ACH-000627,-0.20646722939263096
ACH-000630,-0.24064382389341685
ACH-000631,-0.30507445366360697
ACH-000632,-0.1484901324248636
ACH-000633,-0.2650287147436623
ACH-000637,-0.2843979620940981
ACH-000638,-0.20788816812081
ACH-000646,-0.5216091650594756
ACH-000647,-0.3458728570801736
ACH-000648,-0.31224244707442894
ACH-000649,-0.2435839593326456
ACH-000651,-0.21504868056637344
ACH-000652,-0.3206039538954715
ACH-000653,-0.2961783624561444
ACH-000657,-0.15053317629425092
ACH-000658,-0.19061564736020387
ACH-000661,-0.1310336284246343
ACH-000662,-0.2314388082059893
ACH-000663,-0.3823464428533245
ACH-000665,-0.16783006601918027
ACH-000671,-0.1339107896150486
ACH-000672,-0.29372501605257634
ACH-000673,-0.2412506685141008
ACH-000676,-0.33688142162477586
ACH-000677,-0.19861323040085554
ACH-000681,-0.09941044755939096
ACH-000683,-0.2308861238153553
ACH-000684,-0.143663865458172
ACH-000688,-0.26264886253127284
ACH-000693,-0.19534121851370456
ACH-000694,-0.19407018520528485
ACH-000695,-0.21814492950943487
ACH-000696,-0.1453572986466946
ACH-000697,-0.4135276988492272
ACH-000699,-0.30342982929771506
ACH-000701,-0.33597649366615184
ACH-000706,-0.24327577487921195
ACH-000711,-0.2452789835342247
ACH-000713,-0.031526867910142684
ACH-000714,-0.2527209212502092
ACH-000718,-0.1871362860507995
ACH-000720,-0.2635094673273988
ACH-000721,-0.274580814261914
ACH-000724,-0.2932577506126057
ACH-000725,-0.32416212245313025
ACH-000732,-0.15252799914197296
ACH-000734,-0.1677082106522683
ACH-000735,-0.1455851180218711
ACH-000736,-0.04528452040891585
ACH-000738,-0.1778013968165884
ACH-000746,-0.2102514783780616
ACH-000747,-0.05496167370037135
ACH-000748,-0.19405706949258397
ACH-000753,-0.26022775465965586
ACH-000756,-0.17070120853688805
ACH-000757,0.01700039417577278
ACH-000758,-0.1880386034517307
ACH-000760,-0.345552708911385
ACH-000762,-0.3470486359362739
ACH-000763,-0.08086209315905044
ACH-000764,-0.31025111645327896
ACH-000765,-0.2017284136863529
ACH-000766,-0.39458960801222576
ACH-000767,-0.2701835650080268
ACH-000768,-0.2271668496764733
ACH-000769,-0.2997680886474728
ACH-000770,-0.11281347757764648
ACH-000771,-0.21461427078612846
ACH-000773,-0.2177752602891755
ACH-000776,-0.2057304217484041
ACH-000777,-0.16710044615117536
ACH-000778,-0.20775709234885964
ACH-000781,-0.15965525756872975
ACH-000782,-0.1570018126110588
ACH-000783,-0.17913046404588034
ACH-000784,-0.20057963265837453
ACH-000785,-0.18686638596727384
ACH-000787,-0.21489311352802146
ACH-000788,-0.3505128993419224
ACH-000791,-0.17754088173034974
ACH-000792,-0.3121024906660397
ACH-000794,-0.2494254079282
ACH-000796,-0.1888803138462995
ACH-000798,-0.14085755411972326
ACH-000799,-0.2686085922474523
ACH-000800,-0.4204714113017961
ACH-000802,-0.1966173748805349
ACH-000804,-0.2733314057257145
ACH-000805,-0.20538846158304333
ACH-000809,-0.2649664041728527
ACH-000810,-0.2667076716246926
ACH-000811,-0.25883257283575584
ACH-000817,-0.2774321124628735
ACH-000819,-0.3453450992768528
ACH-000820,-0.11591155866547075
ACH-000821,0.0565459565005098
ACH-000822,-0.036499858101936934
ACH-000823,-0.15750430664048862
ACH-000824,-0.1830501708808726
ACH-000827,-0.23926266497493803
ACH-000829,-0.1628129160998033
ACH-000831,-0.2670502220361509
ACH-000832,-0.13612648203428834
ACH-000833,-0.12278477745259095
ACH-000834,-0.06521379207287213
ACH-000835,-0.1149432579667275
ACH-000836,-0.2765362370259384
ACH-000837,-0.2256107868663384
ACH-000838,-0.1969998455442724
ACH-000839,0.06432759128909613
ACH-000840,-0.3772476996174504
ACH-000841,-0.14670328687336406
ACH-000843,-0.2401853937111063
ACH-000846,-0.15402913789154998
ACH-000847,-0.2442154905470475
ACH-000848,-0.20600697658739128
ACH-000849,-0.2434610599110189
ACH-000851,-0.034202973159959134
ACH-000855,-0.06913341429013524
ACH-000856,-0.28845110196287604
ACH-000858,-0.14384195992460933
ACH-000859,-0.33602697375860546
ACH-000861,-0.2046816064362589
ACH-000862,-0.15817677221839016
ACH-000865,-0.10071631430597314
ACH-000866,-0.1159261357569013
ACH-000867,-0.24074806581783045
ACH-000869,-0.11903732161981632
ACH-000872,-0.1464295127069173
ACH-000873,-0.30966188943386963
ACH-000876,-0.17456951860536726
ACH-000878,-0.0014071572582720485
ACH-000880,-0.1270413823240441
ACH-000881,-0.4301861424660456
ACH-000882,-0.2565959679176546
ACH-000884,-0.2850145440262385
ACH-000885,-0.18442488494761625
ACH-000887,-0.26771467157465745
ACH-000889,-0.17059103911238496
ACH-000896,-0.1217640860877026
ACH-000898,-0.12494653869854287
ACH-000900,-0.13464536142612046
ACH-000901,-0.32617487249953303
ACH-000905,-0.13561970586587851
ACH-000906,-0.18980607543652345
ACH-000907,-0.14711236647061315
ACH-000910,-0.592978234279541
ACH-000911,-0.22578095018582964
ACH-000912,-0.15221964698801638
ACH-000913,-0.3849794238117735
ACH-000915,-0.12210303879614075
ACH-000916,-0.1552114571823396
ACH-000917,-0.12591937926901836
ACH-000920,0.02058197190340658
ACH-000921,-0.2362900326351505
ACH-000924,-0.19879425024615527
ACH-000926,-0.15301238098414582
ACH-000928,-0.029917546602289413
ACH-000929,-0.3675175626494975
ACH-000932,-0.07089322415251775
ACH-000935,-0.08719973657295554
ACH-000936,-0.1750943729435595
ACH-000937,-0.1724196487016222
ACH-000938,-0.04289441966767838
ACH-000939,-0.24709322429690705
ACH-000941,-0.1067205727740726
ACH-000943,-0.20305893642138184
ACH-000946,-0.23236328683116175
ACH-000947,-0.2478174268128534
ACH-000948,-0.08199755798764707
ACH-000950,-0.03973657641080086
ACH-000953,-0.17470150716311905
ACH-000954,-0.26922000364419657
ACH-000957,-0.17297789024688928
ACH-000958,-0.029129633412583626
ACH-000960,-0.0499150203311636
ACH-000963,-0.09928556467163598
ACH-000968,-0.1989719190130963
ACH-000969,-0.34742481958613897
ACH-000972,-0.0011042757881462519
ACH-000973,-0.20163981841401285
ACH-000974,-0.12346473977262225
ACH-000978,-0.3661029068978745
ACH-000984,-0.045324647405940915
ACH-000986,-0.17752919060519573
ACH-000988,-0.13691174060298852
ACH-000993,-0.5942044450532689
ACH-000994,-0.2432364477278011
ACH-000996,-0.1792211174164899
ACH-001001,-0.15978671119667384
ACH-001020,-0.536686635910975
ACH-001028,-0.2748079511970368
ACH-001031,-0.21705335023566052
ACH-001038,-0.12824686863371754
ACH-001048,-0.1570095017336718
ACH-001050,-0.4397671590150616
ACH-001053,-0.3908255112578071
ACH-001054,-0.2893490688719681
ACH-001061,-0.22383731835737275
ACH-001067,-0.30438747476792083
ACH-001075,-0.03691397905797642
ACH-001096,-0.06807968095310124
ACH-001111,-0.4543385941717767
ACH-001119,-0.20794831796945773
ACH-001128,-0.21857126300460972
ACH-001134,-0.2613748576860225
ACH-001151,-0.22573915730501026
ACH-001163,-0.11747531100847887
ACH-001164,-0.4597564602785253
ACH-001183,-0.00776293293113873
ACH-001192,-0.21024018181681006
ACH-001193,-0.10575749163274904
ACH-001196,-0.2877216399244766
ACH-001197,-0.4556185808400222
ACH-001205,-0.18111876260411586
ACH-001211,-0.21536984273965007
ACH-001212,-0.4524161651784995
ACH-001228,-0.0954133656969351
ACH-001232,-0.058012716330194086
ACH-001239,-0.1776163437142275
ACH-001270,-0.11120975180259372
ACH-001274,-0.1441018349575846
ACH-001275,-0.1605477656196451
ACH-001277,-0.2308819970355925
ACH-001278,-0.12455152023558914
ACH-001280,-0.15920864632521736
ACH-001283,-0.3569776484397403
ACH-001289,-0.1997573362882389
ACH-001300,-0.3456984845163608
ACH-001301,-0.5183197476096194
ACH-001302,-0.5720823814066741
ACH-001306,-0.3434235505930505
ACH-001318,-0.21117247895254435
ACH-001322,-0.2027464967454627
ACH-001328,-0.1731071536669225
ACH-001332,-0.36868143770321704
ACH-001336,-0.13339065245525472
ACH-001346,-0.211862494943386
ACH-001353,-0.27108130486664395
ACH-001354,-0.23343183379677135
ACH-001367,-0.00014779834473628591
ACH-001368,-0.21466851077321125
ACH-001374,-0.2576342524205549
ACH-001377,-0.2676952432961829
ACH-001380,-0.2244957312935284
ACH-001391,-0.2756837379768661
ACH-001408,-0.15021192074316808
ACH-001430,-0.07973786374811323
ACH-001431,-0.33059605594063224
ACH-001450,0.005463346354104332
ACH-001496,-0.13105243751255458
ACH-001500,-0.10753708790294993
ACH-001523,-0.27975824000800553
ACH-001532,-0.16904671361324894
ACH-001550,-0.29431275266630946
ACH-001552,-0.21991725259521136
ACH-001554,-0.1567378489440856
ACH-001654,-0.3812055496246425
ACH-001735,-0.2367964333303097
ACH-001736,-0.18761882045702244
ACH-001737,-0.3558251909670416
ACH-001740,-0.3286564319506352
ACH-001745,-0.1965782782833498
ACH-001765,-0.16774948321440028
