,YAE1D1 (57002)
ACH-000316,-0.4491028193130593
ACH-000317,-0.34138808559279954
ACH-000318,-0.6844059211899635
ACH-000319,-0.8085286673025928
ACH-000320,-0.6711997470923421
ACH-000322,-0.6709045551746271
ACH-000323,-0.4209001671949508
ACH-000324,-0.6515724410974557
ACH-000329,-0.7329841243668953
ACH-000330,-0.614333900806826
ACH-000331,-0.7159428029611419
ACH-000332,-0.5108440187427219
ACH-000334,-0.5921911917327835
ACH-000335,-0.4846087049446991
ACH-000336,-0.6927736973634818
ACH-000337,-0.6556756774039845
ACH-000338,-0.9553482399370741
ACH-000339,-0.7135556513306033
ACH-000341,-0.9176878891125372
ACH-000348,-0.4531645398427931
ACH-000350,-0.4509914517540428
ACH-000352,-0.6026738491890375
ACH-000356,-0.5735973217898707
ACH-000361,-0.21349790565171772
ACH-000362,-0.5753569961301648
ACH-000363,-0.6160422005384238
ACH-000364,-0.6558961681046871
ACH-000365,-0.6280871483960736
ACH-000366,-0.5898293572300692
ACH-000368,-0.4365954655420158
ACH-000374,-0.6514174334486613
ACH-000375,-0.3769479771260171
ACH-000376,-0.5053009292340053
ACH-000381,-0.5205149373835073
ACH-000383,-0.6218014651475865
ACH-000387,-0.5983806648326119
ACH-000389,-0.6376665640731113
ACH-000390,-0.6695999361495562
ACH-000393,-0.5548178651402896
ACH-000395,-0.9579387870221416
ACH-000396,-0.6950153308668333
ACH-000397,-0.7893110805544604
ACH-000401,-0.4863059994879452
ACH-000402,-0.5706090561306941
ACH-000403,-0.7176985468645465
ACH-000404,-0.4109515057125763
ACH-000406,-0.5760017518241806
ACH-000407,-0.5538067570148532
ACH-000408,-0.5432228205486026
ACH-000410,-0.7472354063636878
ACH-000411,-0.7078897417355909
ACH-000414,-0.7172752366464276
ACH-000415,-0.6440367901836035
ACH-000416,-0.8235167098117298
ACH-000420,-0.6303063418456359
ACH-000421,-0.6266373318383294
ACH-000424,-0.6455683398514285
ACH-000425,-0.7541412931912076
ACH-000426,-0.8552893702218513
ACH-000427,-0.6388113405320595
ACH-000433,-0.5129095297348151
ACH-000435,-0.5112193325149917
ACH-000436,-0.15853997926701555
ACH-000444,-0.5259879022320136
ACH-000445,-0.7711466075248549
ACH-000448,-0.5163155431781092
ACH-000450,-0.6253546770800074
ACH-000452,-0.7066842168640204
ACH-000454,-0.665722237382349
ACH-000458,-0.5430846841009317
ACH-000459,-0.5596095182806461
ACH-000460,-0.6244914274255315
ACH-000461,-0.6455866540137867
ACH-000463,-0.5303662173542794
ACH-000464,-0.6705056154395345
ACH-000466,-0.6041710261195852
ACH-000467,-0.7189915697680214
ACH-000468,-0.4030933317433569
ACH-000469,-0.6989749777690475
ACH-000470,-0.4991227032559046
ACH-000471,-0.8006884904365016
ACH-000472,-0.5117950033135711
ACH-000473,-0.7516212977837682
ACH-000475,-0.6105052320118156
ACH-000476,-0.7551337103523904
ACH-000477,-0.6450524900213903
ACH-000479,-0.4654158622564786
ACH-000480,-0.6738004871301593
ACH-000481,-0.6465105422650774
ACH-000483,-0.5939588359722953
ACH-000484,-0.8156196510300491
ACH-000485,-0.5618630731611224
ACH-000486,-0.7656575503076372
ACH-000487,-0.6552477400890111
ACH-000488,-0.5405176161446853
ACH-000490,-0.5586780785413972
ACH-000491,-0.6016705105971436
ACH-000495,-0.458323531879786
ACH-000496,-0.6368044289661902
ACH-000499,-0.44966025857043895
ACH-000500,-1.1190724279656112
ACH-000502,-0.780708051887774
ACH-000503,-0.6205854074978462
ACH-000505,-0.4989634998301484
ACH-000507,-0.5789177964448301
ACH-000510,-0.6289861822669741
ACH-000511,-0.815936204272374
ACH-000512,-0.5648127070412765
ACH-000516,-0.808616231815872
ACH-000517,-0.448706665187996
ACH-000518,-0.5145783248460252
ACH-000520,-0.5594234279097521
ACH-000521,-0.7520348527561136
ACH-000522,-0.6390428128916343
ACH-000524,-0.7936018345431993
ACH-000527,-0.5690181823335109
ACH-000528,-0.5057688450948644
ACH-000537,-0.5033789002423824
ACH-000541,-0.6029895323849382
ACH-000542,-0.5920378352540769
ACH-000544,-0.7510153557615643
ACH-000545,-0.49736137860338
ACH-000547,-0.768223780561499
ACH-000548,-0.6990579466625726
ACH-000549,-0.5556382897159388
ACH-000550,-0.657463893721319
ACH-000552,-0.6697535828233643
ACH-000556,-0.7150202381007796
ACH-000557,-0.8017743101188716
ACH-000569,-0.3893696095717765
ACH-000570,-0.7482196477635147
ACH-000571,-0.6182102598549266
ACH-000573,-0.6808537696499836
ACH-000576,-0.8049054972825067
ACH-000579,-0.4859842193579916
ACH-000580,-0.5383117707336494
ACH-000584,-0.541249427697131
ACH-000585,-0.5327825536118235
ACH-000588,-0.6656459226297687
ACH-000589,-0.5078141117827837
ACH-000591,-0.6025376917017776
ACH-000593,-0.7073154223226491
ACH-000600,-0.7277943279223792
ACH-000601,-0.5527352423258828
ACH-000605,-0.556551567040439
ACH-000606,-0.5907138349517036
ACH-000608,-0.5374919542449759
ACH-000614,-0.5310549963795952
ACH-000616,-0.6730274468867621
ACH-000618,-0.7594447975037552
ACH-000619,-0.7285056817554524
ACH-000620,-0.6287050447146545
ACH-000621,-0.5541343438827809
ACH-000622,-0.5925487399966216
ACH-000623,-0.6338604491053991
ACH-000624,-0.5714720629719625
ACH-000627,-0.44971434398989496
ACH-000630,-0.584007982906694
ACH-000631,-0.2043069856676644
ACH-000632,-0.5822616586401331
ACH-000633,-0.4326410072441986
ACH-000637,-0.4666564635653988
ACH-000638,-0.5018657011213794
ACH-000646,-0.5880686462877149
ACH-000647,-0.6172128521686463
ACH-000648,-0.5137122379280838
ACH-000649,-0.6015273718959959
ACH-000651,-0.7186725884554007
ACH-000652,-0.5585898054563925
ACH-000653,-0.5289090277191942
ACH-000657,-0.5458923044925788
ACH-000658,-0.7084950818225186
ACH-000661,-0.5687376083652231
ACH-000662,-0.4124530497673057
ACH-000663,-0.6976078169361937
ACH-000665,-0.5814177352752637
ACH-000671,-0.5687163915490552
ACH-000672,-0.4870884532997281
ACH-000673,-0.6443973208368527
ACH-000676,-0.6773077012867433
ACH-000677,-0.646053757414334
ACH-000681,-0.4892250469174543
ACH-000683,-0.7329328606073197
ACH-000684,-0.5595646911510355
ACH-000688,-0.9050720650785524
ACH-000693,-0.5569179423228409
ACH-000694,-0.6627188648201685
ACH-000695,-0.8434045744538481
ACH-000696,-0.8269509674188711
ACH-000697,-0.4809972820138321
ACH-000699,-0.5249304666526661
ACH-000701,-0.6136139713801207
ACH-000706,-0.5002103762394495
ACH-000711,-0.6257535243042165
ACH-000713,-0.7663499228931485
ACH-000714,-0.5974502138964828
ACH-000718,-0.4038714679845622
ACH-000720,-0.5359369873513244
ACH-000721,-0.6860431110982947
ACH-000724,-0.549241613690426
ACH-000725,-0.4162903852870512
ACH-000732,-0.7021861028051006
ACH-000734,-0.5049001176991479
ACH-000735,-0.5936662970922666
ACH-000736,-0.5147054193257813
ACH-000738,-0.4996496461916723
ACH-000746,-0.7440183321319034
ACH-000747,-0.6002641356274545
ACH-000748,-0.581024347381393
ACH-000753,-0.8565432056418251
ACH-000756,-0.3065039260135785
ACH-000757,-0.6288639530941624
ACH-000758,-0.5849431451672084
ACH-000760,-0.6021512159896003
ACH-000762,-0.4425619917355583
ACH-000763,-0.8960814065329712
ACH-000764,-0.6943092914321293
ACH-000765,-0.6823319376565253
ACH-000766,-0.6225045374283246
ACH-000767,-0.5647815106559422
ACH-000768,-0.7165179438332009
ACH-000769,-0.4066348301732148
ACH-000770,-0.639834357845167
ACH-000771,-0.5877424685987276
ACH-000773,-0.589927900069063
ACH-000776,-0.5227178308608352
ACH-000777,-0.5064160709524188
ACH-000778,-0.6585503287150892
ACH-000781,-0.5102020935679233
ACH-000782,-0.5571378390324904
ACH-000783,-0.6051887304358875
ACH-000784,-0.4558115357782261
ACH-000785,-0.3241586049381323
ACH-000787,-0.5024574931967472
ACH-000788,-0.5343218910171986
ACH-000791,-0.6649615710565618
ACH-000792,-0.4520797726272247
ACH-000794,-0.4918014849358861
ACH-000796,-0.6574598151264183
ACH-000798,-0.5164326112095272
ACH-000799,-0.7267832902524949
ACH-000800,-0.6722074265888115
ACH-000802,-0.6803176620746435
ACH-000804,-0.9222470514055112
ACH-000805,-0.5117585298729822
ACH-000809,-0.3716483844973905
ACH-000810,-0.4476374592873288
ACH-000811,-0.8176624995860658
ACH-000817,-0.5630536037228329
ACH-000819,-0.7284608349480011
ACH-000820,-0.24809185294659394
ACH-000821,-0.8556730120141652
ACH-000822,-0.7984900536582837
ACH-000823,-0.6086151804247157
ACH-000824,-0.5829700191890067
ACH-000827,-0.5631827424020875
ACH-000829,-0.7952306198545901
ACH-000831,-0.5745989723529333
ACH-000832,-0.5259907343724897
ACH-000833,-0.4230229370626144
ACH-000834,-0.6696437023804618
ACH-000835,-0.778117679519935
ACH-000836,-0.7112352660148665
ACH-000837,-0.6702085874509736
ACH-000838,-0.4893526161805178
ACH-000839,-0.4609330832057672
ACH-000840,-0.41049319532007134
ACH-000841,-0.4413142394423448
ACH-000843,-0.6047782114917084
ACH-000846,-0.4374107296446504
ACH-000847,-0.7601028545551927
ACH-000848,-0.6163551916443174
ACH-000849,-0.6850373121083262
ACH-000851,-0.759102729726037
ACH-000855,-0.5805263761527479
ACH-000856,-0.4993149647246058
ACH-000858,-0.6718881044648002
ACH-000859,-0.6806843701216336
ACH-000861,-0.4523446051602414
ACH-000862,-0.5778357755061807
ACH-000865,-0.5412648500344958
ACH-000866,-0.5532705799861335
ACH-000867,-0.5625155234408818
ACH-000869,-0.6240247625301859
ACH-000872,-0.4117514058491651
ACH-000873,-0.5999127855764503
ACH-000876,-0.5685013554906155
ACH-000878,-0.6881823333381708
ACH-000880,-0.6677000274573522
ACH-000881,-0.6010879594961446
ACH-000882,-0.4595610939438602
ACH-000884,-0.6756375253086221
ACH-000885,-0.4555225844478515
ACH-000887,-0.5638825884566221
ACH-000889,-0.4989241151479196
ACH-000896,-0.5979659241532458
ACH-000898,-0.4418908164005614
ACH-000900,-0.5900536121319131
ACH-000901,-0.5724936696115867
ACH-000905,-0.7703506506877719
ACH-000906,-0.5839917846608021
ACH-000907,-0.6238831722369029
ACH-000910,-0.5157995508509675
ACH-000911,-0.6875933597993316
ACH-000912,-0.6211061736294585
ACH-000913,-0.5053885931251725
ACH-000915,-0.7638473592043373
ACH-000916,-0.431599806434074
ACH-000917,-0.5124198367944857
ACH-000920,-0.5548299472864577
ACH-000921,-0.6803524016567318
ACH-000924,-0.6608525793220272
ACH-000926,-0.5219203440884816
ACH-000928,-0.4383941276446058
ACH-000929,-0.5863380951304816
ACH-000932,-0.7394918863878348
ACH-000935,-0.5455234135763543
ACH-000936,-0.5752279666162744
ACH-000937,-0.6275151305206373
ACH-000938,-0.5719517895282553
ACH-000939,-0.6526183800965577
ACH-000941,-0.6577609779924581
ACH-000943,-0.7301595188660818
ACH-000946,-0.7665489845772551
ACH-000947,-0.6569846925310373
ACH-000948,-0.5902171719212571
ACH-000950,-0.5156183302926988
ACH-000953,-0.5428402212706451
ACH-000954,-0.5964032388360306
ACH-000957,-0.9747369711454614
ACH-000958,-0.701583935828052
ACH-000960,-0.621457968714104
ACH-000963,-0.5194693132303675
ACH-000968,-0.7209565135764281
ACH-000969,-0.6568393705780373
ACH-000972,-0.7014977859681578
ACH-000973,-0.7053119090259038
ACH-000974,-0.5605109653032425
ACH-000978,-0.4473867808278969
ACH-000984,-0.7306591310175519
ACH-000986,-0.6813839864261397
ACH-000988,-0.8068437484174881
ACH-000993,-0.5798555482412988
ACH-000994,-0.4501906361722293
ACH-000996,-0.5681970812618564
ACH-001001,-0.4854844547002038
ACH-001020,-0.6621081591069805
ACH-001028,-0.608092151295171
ACH-001031,-0.8828853016355498
ACH-001038,-0.5836250891120736
ACH-001048,-0.7311433539714495
ACH-001050,-0.5357970914722118
ACH-001053,-0.6751719942130717
ACH-001054,-0.4743653561451114
ACH-001061,-0.4985636340358234
ACH-001067,-0.41787172200403294
ACH-001075,-0.8634452070978309
ACH-001096,-0.6633076007241799
ACH-001111,-0.4237895986281666
ACH-001119,-0.5652891964998689
ACH-001128,-0.5266699281137898
ACH-001134,-0.5334566059380476
ACH-001151,-0.6796850141923524
ACH-001163,-0.52847173207892
ACH-001164,-0.4745198658920672
ACH-001183,-0.8100675424017746
ACH-001192,-0.6513154112258609
ACH-001193,-0.7648622823654213
ACH-001196,-0.6519803679513925
ACH-001197,-0.4735585259239615
ACH-001205,-0.8698117065226995
ACH-001211,-0.7035633003679751
ACH-001212,-0.29577079290383473
ACH-001228,-0.7508482117308025
ACH-001232,-0.7393822626350629
ACH-001239,-0.5816356258237082
ACH-001270,-0.5960466794130941
ACH-001274,-0.38617446323905386
ACH-001275,-0.5424169632772832
ACH-001277,-0.579323176306145
ACH-001278,-0.4733596262470568
ACH-001280,-0.6639470420992053
ACH-001283,-0.5835010222802882
ACH-001289,-0.6262544233215814
ACH-001300,-0.5340444731449173
ACH-001301,-0.8597187985602568
ACH-001302,-0.33159006836861576
ACH-001306,-0.8625321030495888
ACH-001318,-0.6557320239421701
ACH-001322,-0.6375523103898046
ACH-001328,-0.6686438495068212
ACH-001332,-0.7330752843162541
ACH-001336,-0.6918270993606396
ACH-001346,-0.6431970671313978
ACH-001353,-0.6479305072261292
ACH-001354,-0.515705427769627
ACH-001367,-0.5653872868929872
ACH-001368,-0.8500979659376304
ACH-001374,-0.7328831955175075
ACH-001377,-0.6336168637411929
ACH-001380,-0.5576098280359937
ACH-001391,-0.8108993907832975
ACH-001408,-0.7272092139883076
ACH-001430,-0.5447945974879681
ACH-001431,-0.8356696656854635
ACH-001450,-0.5212953011470974
ACH-001496,-0.6156255826465896
ACH-001500,-0.6052800500654956
ACH-001523,-0.683831869523821
ACH-001532,-0.5201355871759966
ACH-001550,-0.6266495302710489
ACH-001552,-0.6543210158408866
ACH-001554,-0.6387053841499201
ACH-001654,-0.4634157068162652
ACH-001735,-0.857476475230595
ACH-001736,-0.4845020094745669
ACH-001737,-0.7761863731933428
ACH-001740,-0.7263424853310392
ACH-001745,-0.4726336195956509
ACH-001765,-0.4676981224760576
