,CNEP1R1 (255919)
ACH-000580,-0.1285927558144731
ACH-000584,-0.2465346664328853
ACH-000585,-0.2860893734363254
ACH-000588,-0.38879201713536105
ACH-000589,-0.20009345821742985
ACH-000591,-0.4354420427196015
ACH-000593,0.11283325626570764
ACH-000600,0.030487282960867067
ACH-000601,-0.2697714244229365
ACH-000605,-0.06113964442415721
ACH-000606,-0.052239909747165775
ACH-000608,-0.09689484149970784
ACH-000614,-0.10964089629068882
ACH-000616,-0.2720645168313049
ACH-000618,-0.1569611981613654
ACH-000619,-0.018852000131588102
ACH-000620,-0.5922145833248663
ACH-000621,-0.32213471371846725
ACH-000622,-0.13217416506446236
ACH-000623,-0.5357931842691236
ACH-000624,-0.07128271853554079
ACH-000627,-0.13240645366977982
ACH-000630,-0.4178909769709256
ACH-000631,-0.17199043805337982
ACH-000632,-0.3186403669131547
ACH-000633,-0.14065364167290945
ACH-000637,-0.13133965263370526
ACH-000638,-0.3449724171398917
ACH-000646,-0.3133345989014564
ACH-000647,-0.16110560188652173
ACH-000648,-0.07534126159379348
ACH-000649,0.06306727371690214
ACH-000651,-0.30483794753632976
ACH-000652,-0.20396908292215293
ACH-000653,-0.12889100548838592
ACH-000657,-0.2440000905177106
ACH-000658,-0.36091574144485616
ACH-000661,-0.1551869078603736
ACH-000662,-0.2418296559654755
ACH-000663,-0.1994218023697877
ACH-000665,-0.4923603255751477
ACH-000671,-0.20834971562492371
ACH-000672,0.051060559505505566
ACH-000673,-0.1076095279953259
ACH-000676,-0.10063744454479913
ACH-000677,-0.19678020017180492
ACH-000681,-0.2493426093064865
ACH-000683,-0.2907545047373616
ACH-000684,-0.40493424590185145
ACH-000688,-0.3517715650639131
ACH-000693,-0.13157559453838644
ACH-000694,-0.13608204530394818
ACH-000695,-0.4424839276428792
ACH-000696,-0.3313445862987784
ACH-000697,-0.2613698468237609
ACH-000699,-0.10214221703820912
ACH-000701,-0.05151616395517456
ACH-000706,-0.44205832645265003
ACH-000711,-0.09617728151897237
ACH-000713,-0.4915690282651894
ACH-000714,-0.23615179691924945
ACH-000718,-0.22491403233157706
ACH-000720,-0.40358624059192977
ACH-000721,-0.12608068568416606
ACH-000724,-0.012797667387480765
ACH-000725,-0.04822206024867797
ACH-000732,-0.2568149458829767
ACH-000734,-0.2685567910219457
ACH-000735,-0.16935445158896667
ACH-000736,-0.2968536491525245
ACH-000738,-0.4992658329010626
ACH-000746,-0.2007118784365777
ACH-000747,-0.20942905242799487
ACH-000748,-0.1252123078985876
ACH-000753,-0.2540572953584722
ACH-000756,-0.5070333243951144
ACH-000757,-0.1438486347463676
ACH-000758,-0.2863281716824547
ACH-000760,-0.5702016450652315
ACH-000762,-0.17711431317017112
ACH-000763,-0.3097591532307787
ACH-000764,-0.23738739101725706
ACH-000765,0.02035511665293528
ACH-000766,-0.18374959944480632
ACH-000767,-0.20764437955188675
ACH-000768,-0.19827808128305693
ACH-000769,0.2380919486951191
ACH-000770,-0.21266789424811905
ACH-000771,-0.3132310238404986
ACH-000773,-0.0019686000521572213
ACH-000776,-0.3889065314053177
ACH-000777,-0.15333960573698446
ACH-000778,-0.07284363987510559
ACH-000781,-0.2635779682366779
ACH-000782,-0.16271442391545748
ACH-000783,-0.3537087062767335
ACH-000784,-0.22125316935196127
ACH-000785,-0.13952522687054192
ACH-000787,-0.3738875161996366
ACH-000788,-0.3956009575799845
ACH-000791,-0.19510016325395016
ACH-000792,-0.031336432721623175
ACH-000794,-0.3184688069428658
ACH-000796,-0.17347246093440627
ACH-000798,-0.5230003232231778
ACH-000799,-0.5329827891471173
ACH-000800,-0.3238112629437968
ACH-000802,-0.2077276673983261
ACH-000804,-0.22448079933497697
ACH-000805,-0.4307394989637125
ACH-000809,-0.4249426484247868
ACH-000810,0.16150228007172598
ACH-000811,-0.17443057633317044
ACH-000817,-0.2975879904954519
ACH-000819,-0.3474023541480566
ACH-000820,-0.33609634997297383
ACH-000821,-0.11402537362482472
ACH-000822,-0.2418063200697708
ACH-000823,-0.3005954612345313
ACH-000824,-0.3152088937680157
ACH-000827,-0.3869776230773773
ACH-000829,-0.1570925704425294
ACH-000831,-0.14292507700369744
ACH-000832,-0.3947632165094374
ACH-000833,-0.4025431886283274
ACH-000834,-0.3897896440539409
ACH-000835,0.04749880907130559
ACH-000836,-0.19259561761472085
ACH-000837,-0.11865031752034624
ACH-000838,-0.13080537916647966
ACH-000839,-0.13972073480779634
ACH-000840,-0.3987357605096466
ACH-000841,-0.0996410283324396
ACH-000843,-0.3324372493991881
ACH-000846,-0.11357677440446727
ACH-000847,-0.3264925750446959
ACH-000848,-0.13360068223470906
ACH-000849,-0.2217422435559268
ACH-000851,-0.464483133925686
ACH-000855,-0.18861545567907395
ACH-000856,-0.3423395760235532
ACH-000858,0.10536260979705256
ACH-000859,-0.17597231139975136
ACH-000861,-0.2607060163094126
ACH-000862,-0.2870830145573343
ACH-000865,-0.1735611112678995
ACH-000866,-0.21243208357800986
ACH-000867,-0.008301945540510705
ACH-000869,-0.16002589173871945
ACH-000872,-0.4468434266969436
ACH-000873,-0.1925006467211133
ACH-000876,-0.11300306057018755
ACH-000878,-0.11518404394724788
ACH-000880,-0.4192921289966836
ACH-000881,-0.3188206841173223
ACH-000882,-0.11291307612090018
ACH-000884,-0.1639887619321845
ACH-000885,-0.32991324476278105
ACH-000887,-0.0642289474617248
ACH-000889,-0.3985146390854972
ACH-000896,-0.35657391338273203
ACH-000898,-0.04184602750931755
ACH-000900,-0.14033031957259415
ACH-000901,-0.09500400659092262
ACH-000905,-0.6338519921900719
ACH-000906,-0.1166239745860468
ACH-000907,-0.4658441505340882
ACH-000910,-0.2639626455890234
ACH-000911,-0.2397541762022337
ACH-000912,-0.15291318340245222
ACH-000913,-0.16721121053331495
ACH-000915,-0.217544128178184
ACH-000916,0.014902615214471438
ACH-000917,-0.2292316936258455
ACH-000920,-0.2355753136826764
ACH-000921,-0.1605764488825229
ACH-000924,-0.1466457408144757
ACH-000926,-0.21236124945582813
ACH-000928,-0.17654952543162494
ACH-000929,-0.3346352386387785
ACH-000932,-0.168661502995191
ACH-000935,-0.2757807127564263
ACH-000936,-0.15257245729594174
ACH-000937,-0.022579397864503255
ACH-000938,0.013108158075593668
ACH-000939,-0.16569400267421633
ACH-000941,-0.23915900682397906
ACH-000943,-0.10994034443590027
ACH-000946,-0.24330491236661456
ACH-000947,-0.10240265979164052
ACH-000948,-0.21839929485720466
ACH-000950,-0.2594123653984798
ACH-000953,-0.2811479138176097
ACH-000954,-0.019985838264288357
ACH-000957,-0.27359914100627497
ACH-000958,-0.28266680595626154
ACH-000960,-0.16696948389051167
ACH-000963,-0.028052229477173708
ACH-000968,-0.5138418709628547
ACH-000969,-0.270163612291244
ACH-000972,-0.14702113549440582
ACH-000973,-0.1268636982696192
ACH-000974,-0.08759052216592653
ACH-000978,-0.12871503456277306
ACH-000984,-0.1766578418014683
ACH-000986,-0.30892605390791383
ACH-000988,-0.4140448254136489
ACH-000993,-0.2970018858931018
ACH-000994,-0.20374800583312866
ACH-000996,-0.3564636322927256
ACH-001001,-0.24969853905590814
ACH-001020,-0.30540130297121404
ACH-001028,-0.18011249241574712
ACH-001031,-0.3088457029566717
ACH-001038,-0.12471004250454275
ACH-001048,0.1083548604448299
ACH-001050,-0.3431671550898378
ACH-001053,-0.11486140997257735
ACH-001054,-0.22811484583385225
ACH-001061,-0.02300615020351264
ACH-001067,-0.3082309016530376
ACH-001075,-0.4455888835289045
ACH-001096,-0.2337876622338503
ACH-001111,-0.2354619875107827
ACH-001119,-0.22641209521296596
ACH-001128,-0.15393910720992868
ACH-001134,-0.2764318084869113
ACH-001151,-0.21655384093116434
ACH-001163,-0.12198235919489905
ACH-001164,-0.2586320445202858
ACH-001183,-0.297178301805346
ACH-001192,-0.2730412617948609
ACH-001193,-0.2520399223950229
ACH-001196,-0.46578153948741
ACH-001197,-0.10200703172127497
ACH-001205,-0.31490436242937675
ACH-001211,-0.2678570939578973
ACH-001212,0.03785741514951969
ACH-001228,-0.2553581819345744
ACH-001232,-0.5582546133597097
ACH-001239,-0.2852162764657843
ACH-001270,-0.09291823166468777
ACH-001274,-0.2995731101345115
ACH-001275,-0.21421357461025708
ACH-001277,-0.13396601353287574
ACH-001278,-0.08895107030209748
ACH-001280,-0.1846247788407821
ACH-001283,-0.35076001672561946
ACH-001289,-0.16803371207622686
ACH-001300,-0.18105475486912548
ACH-001301,-0.05367668345290663
ACH-001302,-0.07471547617917464
ACH-001306,-0.5584016372183541
ACH-001318,-0.049632613836044254
ACH-001322,-0.24975049953927864
ACH-001328,0.20165578652562904
ACH-001332,-0.4044070918243256
ACH-001336,-0.217389181006406
ACH-001346,-0.15891040396951606
ACH-001353,-0.2104234267460724
ACH-001354,-0.13806907639792956
ACH-001367,0.079083307514832
ACH-001368,-0.037443695385418994
ACH-001374,-0.2425779187534798
ACH-001377,-0.25197222488218435
ACH-001380,-0.1787622609981329
ACH-001391,-0.025404837935207997
ACH-001408,-0.09345948197693787
ACH-001430,-0.11562352882424401
ACH-001431,-0.02457345737549456
ACH-001450,-0.07921659060468078
ACH-001496,-0.16353861863925145
ACH-001500,-0.3496662930513944
ACH-001523,-0.07836488546547941
ACH-001532,-0.4240543757664384
ACH-001550,-0.12483395552748085
ACH-001552,-0.41359384097032004
ACH-001554,-0.1972423531573104
ACH-001654,-0.23363087141982625
ACH-001735,-0.2759654953520205
ACH-001736,-0.22012270809553347
ACH-001737,-0.1248732219993551
ACH-001740,-0.0833534882061743
ACH-001745,0.0016895305736411642
ACH-001765,-0.06131001151251113
