,TBC1D3H (729877)
ACH-000198,-1.2648473265795823
ACH-000203,-1.6127783179066215
ACH-000204,-1.3177676827726992
ACH-000206,-0.8994841764813766
ACH-000207,-1.0304324018429059
ACH-000208,-1.335445951636552
ACH-000210,-1.1237076486622226
ACH-000211,-1.000128357074551
ACH-000215,-1.1468391549181285
ACH-000221,-1.1595729105603123
ACH-000222,-1.4865991593267258
ACH-000223,-1.1375495892766263
ACH-000226,-1.3675597719338195
ACH-000227,-1.1117448934833478
ACH-000228,-1.0542816007645113
ACH-000231,-1.1303326990483065
ACH-000232,-1.1275146207161744
ACH-000233,-0.9738430133596376
ACH-000234,-1.0203571551092014
ACH-000235,-1.2227779098848373
ACH-000237,-1.0668349177640182
ACH-000238,-1.263576823862311
ACH-000242,-1.3808412132675796
ACH-000243,-0.975542962618798
ACH-000244,-0.9357528203190968
ACH-000246,-1.1321911902586026
ACH-000248,-1.2484112278474229
ACH-000250,-1.0372017784849186
ACH-000251,-1.1940920089913891
ACH-000252,-1.3622710980705903
ACH-000253,-1.0195515693079102
ACH-000255,-1.1810875651628066
ACH-000256,-1.1283261491535206
ACH-000257,-1.3647007486755682
ACH-000258,-1.236585743119581
ACH-000259,-1.0490467377128478
ACH-000260,-1.1216269090656812
ACH-000261,-1.0337601339086588
ACH-000262,-1.135667143099343
ACH-000263,-1.2636303976425596
ACH-000264,-1.131846783471706
ACH-000265,-1.2420405129267795
ACH-000266,-1.1525596014669115
ACH-000272,-1.2012002345176234
ACH-000274,-1.1616240141731826
ACH-000277,-0.9396380847284892
ACH-000278,-1.0798502240800871
ACH-000279,-1.0681299231909362
ACH-000280,-1.170134731369767
ACH-000281,-1.0306590980687858
ACH-000288,-1.1147775560211552
ACH-000291,-0.9873188859007209
ACH-000293,-1.1013853794855095
ACH-000294,-1.3392090017813902
ACH-000295,-1.2604773317642453
ACH-000296,-1.291938329719161
ACH-000302,-1.1894778967785893
ACH-000304,-1.108962697486746
ACH-000307,-1.112519727415648
ACH-000308,-1.2346906036808571
ACH-000310,-0.9807904100335864
ACH-000311,-1.051673504976121
ACH-000312,-1.1140910776306956
ACH-000315,-1.4537435091498214
ACH-000316,-1.1664849380807305
ACH-000317,-1.2442744107695725
ACH-000318,-1.1491280486099695
ACH-000319,-1.053240923059029
ACH-000320,-1.2907850026847494
ACH-000322,-1.21984458259478
ACH-000323,-1.0706205378439322
ACH-000324,-1.1182509515679002
ACH-000329,-1.100269340614252
ACH-000330,-1.1173342008868232
ACH-000331,-1.0477373199327151
ACH-000332,-1.0515555256789413
ACH-000334,-1.3487463300422304
ACH-000335,-1.039994977837897
ACH-000336,-1.142611296244601
ACH-000337,-1.0366111152834068
ACH-000338,-1.620416837230962
ACH-000339,-1.147967742737839
ACH-000341,-1.0523801890189683
ACH-000348,-1.0921020900485434
ACH-000350,-1.1489115965290688
ACH-000352,-1.0624874364799448
ACH-000356,-0.969282667580879
ACH-000361,-1.1495254331502145
ACH-000362,-1.2119792596222103
ACH-000363,-1.2043327874833512
ACH-000364,-1.31455757940203
ACH-000365,-1.2354909974373505
ACH-000366,-1.1229835195616702
ACH-000368,-0.9007245747658412
ACH-000374,-1.2521749526601236
ACH-000375,-1.267076924071444
ACH-000376,-0.9222743227222336
ACH-000381,-0.9621825508302896
ACH-000383,-1.0224094856224413
ACH-000387,-1.183689076386944
ACH-000389,-1.1653963495415691
ACH-000390,-1.0649442325037717
ACH-000393,-1.1121018952050352
ACH-000395,-1.1244554529611075
ACH-000396,-1.307006692051408
ACH-000397,-1.1680761381841485
ACH-000401,-1.4103741626258273
ACH-000402,-1.0496209802777523
ACH-000403,-1.1741576509068177
ACH-000404,-1.1554276848577756
ACH-000406,-1.1560776201005865
ACH-000407,-1.0634312314255046
ACH-000408,-1.1337856444305214
ACH-000410,-1.0948069101838382
ACH-000411,-1.0905622741121492
ACH-000414,-1.1787775072186577
ACH-000415,-1.3340383957928807
ACH-000416,-1.0746787415710166
ACH-000420,-1.0969299765249334
ACH-000421,-1.0362088906544045
ACH-000424,-1.3849364042840477
ACH-000425,-1.0132493968613645
ACH-000426,-1.5154248983916323
ACH-000427,-0.9638476190577964
ACH-000433,-1.0021406340657195
ACH-000435,-1.1627708351244872
ACH-000436,-1.3821290869841012
ACH-000444,-1.0322809077759092
ACH-000445,-1.0714153117745406
ACH-000448,-1.1226730325750005
ACH-000450,-1.0677350587690615
ACH-000452,-1.2052097167533742
ACH-000454,-1.1131886815455414
ACH-000458,-1.1816637960780094
ACH-000459,-0.91303939927238
ACH-000460,-1.2216438582185134
ACH-000461,-1.2337583702558654
ACH-000463,-1.173899050463402
ACH-000464,-1.1737667597883408
ACH-000466,-1.3192935212181145
ACH-000467,-1.0777872323180258
ACH-000468,-1.1520853845047485
ACH-000469,-1.1550361986331454
ACH-000470,-1.293574384973733
ACH-000471,-1.2237590559330265
ACH-000472,-1.147552129919222
ACH-000473,-1.199507740291884
ACH-000475,-1.2468327295835873
ACH-000476,-1.2472408739696126
ACH-000477,-0.9628200779431444
ACH-000479,-1.5508245347610543
ACH-000480,-1.086272260144013
ACH-000481,-1.139154350487881
ACH-000483,-0.9308377891644836
ACH-000484,-1.169962985797124
ACH-000485,-1.2684619804956072
ACH-000486,-1.1870900080736382
ACH-000487,-1.2602974954618675
ACH-000488,-1.104625763887854
ACH-000490,-1.0468777256042268
ACH-000491,-1.113142949451142
ACH-000495,-0.9940037351075716
ACH-000496,-1.271417273911042
ACH-000499,-1.2735318415825454
ACH-000500,-1.447873044356624
ACH-000502,-1.053641247039968
ACH-000503,-1.2278674112241306
ACH-000505,-0.978750358832608
ACH-000507,-1.062335214874278
ACH-000510,-1.1845949808040417
ACH-000511,-1.064799365460047
ACH-000512,-1.066111256568003
ACH-000516,-0.9543352842358735
ACH-000517,-1.1081389926405485
ACH-000518,-1.0610517680192513
ACH-000520,-1.1580898768325043
ACH-000521,-1.2148507438428808
ACH-000522,-1.1008179363372566
ACH-000524,-1.1265635256715285
ACH-000527,-1.1174931338542462
ACH-000528,-1.134795932490911
ACH-000537,-1.104374541664737
ACH-000541,-1.342022586807566
ACH-000542,-1.155786732004699
ACH-000544,-1.306655791175821
ACH-000545,-1.200585149277288
ACH-000547,-0.9699604476471448
ACH-000548,-1.1556586289543034
ACH-000549,-1.169650524219278
ACH-000550,-0.9642231487311228
ACH-000552,-1.1833639859025276
ACH-000556,-1.0723537639543683
ACH-000557,-1.104348213423192
ACH-000569,-0.99114297543394
ACH-000570,-1.1862359376903466
ACH-000571,-1.2413385638975207
ACH-000573,-1.100841830036291
ACH-000576,-1.0769072879535988
ACH-000579,-1.400529288749383
ACH-000580,-1.3581866236874234
ACH-000584,-1.149244232828025
ACH-000585,-1.0065364328044668
ACH-000588,-1.176178134053921
ACH-000589,-1.1352715649083531
ACH-000591,-1.1397701118126566
ACH-000593,-1.1828155712037491
ACH-000600,-1.0931552869380816
ACH-000601,-1.029879001890082
ACH-000605,-1.106610997076772
ACH-000606,-1.1281353625611843
ACH-000608,-1.0940743153770072
ACH-000614,-1.376629637365831
ACH-000616,-1.1649551099448263
ACH-000618,-0.9780813666945408
ACH-000619,-1.2296571131049487
ACH-000620,-1.1521967017874641
ACH-000621,-1.1690456245470868
ACH-000622,-1.2919358261424752
ACH-000623,-1.1428473633092946
ACH-000624,-1.1173957713419385
ACH-000627,-1.2068592978800992
ACH-000630,-1.2199278649581848
ACH-000631,-1.0861730913054712
ACH-000632,-1.221208641645671
ACH-000633,-1.1314787004740214
ACH-000637,-1.177018034349738
ACH-000638,-1.0657236631699285
ACH-000646,-1.254418815683265
ACH-000647,-1.0647568896243622
ACH-000648,-1.2245806549409457
ACH-000649,-1.149931320430173
ACH-000651,-1.1765681611650622
ACH-000652,-1.269397171471922
ACH-000653,-1.1770889144851224
ACH-000657,-1.1062746890690378
ACH-000658,-1.1911795059403494
ACH-000661,-0.9663493628060418
ACH-000662,-1.3521813311204665
ACH-000663,-1.06050516785133
ACH-000665,-1.0242930569219617
ACH-000671,-1.1849735177241436
ACH-000672,-1.2947997045218018
ACH-000673,-1.169508523411844
ACH-000676,-1.1701117007947288
ACH-000677,-0.9730547852641199
ACH-000681,-1.2023461445113774
ACH-000683,-1.0073995884864897
ACH-000684,-1.2140205029962066
ACH-000688,-1.2287356657066375
ACH-000693,-0.9957124351032628
ACH-000694,-1.3117590754505386
ACH-000695,-0.9648086496396816
ACH-000696,-1.0817482292955658
ACH-000697,-1.2620764386893277
ACH-000699,-0.7818853636138716
ACH-000701,-1.2028170501701996
ACH-000706,-1.010097401469453
ACH-000711,-1.134265511515539
ACH-000713,-1.231080915540136
ACH-000714,-1.3146632941456038
ACH-000718,-1.2363633957149691
ACH-000720,-1.0422809458080389
ACH-000721,-1.2256330239500597
ACH-000724,-1.1992629649360178
ACH-000725,-1.0115456483631542
ACH-000732,-1.2497181619251705
ACH-000734,-1.2253440664081787
ACH-000735,-1.1098834410412453
ACH-000736,-1.0262945617344563
ACH-000738,-1.1950293249102868
ACH-000746,-1.2434393504615229
ACH-000747,-1.0548112056485544
ACH-000748,-1.1577182766523897
ACH-000753,-1.0350021710269557
ACH-000756,-1.3419706750854152
ACH-000757,-1.2353753841331452
ACH-000758,-1.178462378775426
ACH-000760,-1.1263167278843405
ACH-000762,-1.4782432097407474
ACH-000763,-1.0885281713630943
ACH-000764,-1.2094001037885451
ACH-000765,-1.0140406590096984
ACH-000766,-1.3671620664151718
ACH-000767,-1.2466597906781731
ACH-000768,-1.2311972879000508
ACH-000769,-1.0948924680839252
ACH-000770,-1.3349733509827506
ACH-000771,-1.1511606226685411
ACH-000773,-1.2471689824696666
ACH-000776,-1.1673575795984965
ACH-000777,-1.0244587650663195
ACH-000778,-1.3425437805904952
ACH-000781,-1.1284411330160729
ACH-000782,-1.2998340134370818
ACH-000783,-1.072427691008647
ACH-000784,-1.1389784965779777
ACH-000785,-1.4093124346007255
ACH-000787,-1.1476614326529742
ACH-000788,-1.0682709105055022
ACH-000791,-1.0885059984681904
ACH-000792,-1.1881507706802923
ACH-000794,-1.194371943800942
ACH-000796,-1.2989224224374856
ACH-000798,-1.1619744286157163
ACH-000799,-1.0901105808921852
ACH-000800,-1.108071143090499
ACH-000802,-1.448195509271753
ACH-000804,-1.1245931536050386
ACH-000805,-0.9593719299440288
ACH-000809,-1.18662423056725
ACH-000810,-1.2922054775781209
ACH-000811,-1.1874781969698909
ACH-000817,-1.138188602212962
ACH-000819,-0.9128439833504512
ACH-000820,-1.2031801144467829
ACH-000821,-1.401989301438894
ACH-000822,-0.9944853696538076
ACH-000823,-0.9853716172983388
ACH-000824,-1.157026381531135
ACH-000827,-1.1227221654058548
ACH-000829,-1.1352975492231456
ACH-000831,-1.3021897106524554
ACH-000832,-1.1412075639361572
ACH-000833,-1.2576758799080296
ACH-000834,-1.2711514953602856
ACH-000835,-1.1780174112909487
ACH-000836,-1.2648113503108367
ACH-000837,-1.1337498532680126
ACH-000838,-1.0493190366400496
ACH-000839,-1.2524921348127036
ACH-000840,-1.0326507893057182
ACH-000841,-1.1233798907895738
ACH-000843,-1.1070792627582675
ACH-000846,-1.3238121156188345
ACH-000847,-1.0914704359748733
ACH-000848,-0.9830426622547104
ACH-000849,-1.2356598548116369
ACH-000851,-1.0496216857144265
ACH-000855,-1.1419170660940101
ACH-000856,-1.2301352734650446
ACH-000858,-1.1475091874881669
ACH-000859,-1.1486766712863854
ACH-000861,-1.2147744704521328
ACH-000862,-1.139203386688617
ACH-000865,-1.1580353717343932
ACH-000866,-0.972264675731882
ACH-000867,-1.131417097958503
ACH-000869,-1.1734485919499749
ACH-000872,-1.1853531381582203
ACH-000873,-1.2848445565242268
ACH-000876,-1.1670079032039724
ACH-000878,-0.999998991861178
ACH-000880,-1.2194220633748445
ACH-000881,-1.2787816749963736
ACH-000882,-1.044602787641547
ACH-000884,-1.1463698341133328
ACH-000885,-1.234277882373052
ACH-000887,-1.1187223657333332
ACH-000889,-1.2427463209200524
ACH-000896,-1.122916579041133
ACH-000898,-1.2208698201679138
ACH-000900,-1.266803073160865
ACH-000901,-1.020172615733288
ACH-000905,-1.107155114736094
ACH-000906,-1.1374720797327371
ACH-000907,-1.152329431146383
ACH-000910,-1.1031623872019192
ACH-000911,-0.7749420179379646
ACH-000912,-1.0701017924404888
ACH-000913,-1.018228049103494
ACH-000915,-0.9870711287379088
ACH-000916,-1.2502521951869126
ACH-000917,-1.1799508225016575
ACH-000920,-1.342673541655697
ACH-000921,-1.3240409481436974
ACH-000924,-0.9993042870028384
ACH-000926,-1.1681764094151608
ACH-000928,-1.2324269564545949
ACH-000929,-1.2350577490341466
ACH-000932,-1.0951499364210693
ACH-000935,-1.2297146720866092
ACH-000936,-1.0860175493709248
ACH-000937,-1.2249737583509868
ACH-000938,-0.9248917407448216
ACH-000939,-1.1178328250517342
ACH-000941,-1.167692508737989
ACH-000943,-1.1751598323407701
ACH-000946,-1.1170873905978738
ACH-000947,-1.1854951804327936
ACH-000948,-1.1568156450282503
ACH-000950,-1.1330583771998637
ACH-000953,-1.154689392307978
ACH-000954,-1.2336109915743974
ACH-000957,-1.1068646609125643
ACH-000958,-1.0643924130235312
ACH-000960,-1.1772749757652494
ACH-000963,-0.8775213333413373
ACH-000968,-1.0609906535187004
ACH-000969,-1.236816611641001
ACH-000972,-1.03722941769389
ACH-000973,-1.1640175157939183
ACH-000974,-1.17405162627717
ACH-000978,-0.9601707084689788
ACH-000984,-1.0832490956815384
ACH-000986,-1.046858601635778
ACH-000988,-0.9487864034376192
ACH-000993,-1.1551179354977628
ACH-000994,-1.0470655333329983
ACH-000996,-0.9837686549010064
ACH-001001,-1.1401399556525986
ACH-001020,-1.1363511009400329
ACH-001028,-1.1013198241508846
ACH-001031,-1.2617415837544128
ACH-001038,-1.145161350472305
ACH-001048,-1.2419522848334752
ACH-001050,-1.1417971517571368
ACH-001053,-1.122602666135428
ACH-001054,-1.1458942249112831
ACH-001061,-1.249310815822274
ACH-001067,-1.3536792645404674
ACH-001075,-1.2119138267207972
ACH-001096,-0.8837116091707622
ACH-001111,-1.3515748142193134
ACH-001119,-1.2860020580358509
ACH-001128,-1.183281902741395
ACH-001134,-1.0320302185384749
ACH-001151,-1.1018072314618026
ACH-001163,-1.0038606301148023
ACH-001164,-1.1868647457005073
ACH-001183,-1.4085008448871652
ACH-001192,-1.1668062467127298
ACH-001193,-1.2562980144295526
ACH-001196,-0.976496402331391
ACH-001197,-1.2816317292165045
ACH-001205,-1.131339332853329
ACH-001211,-0.9553387289404259
ACH-001212,-1.4922758881351486
ACH-001228,-0.9364689964538728
ACH-001232,-1.178555855995567
ACH-001239,-1.0723360568373523
ACH-001270,-0.970598687202572
ACH-001274,-1.0345540889404774
ACH-001275,-1.1942798735839626
ACH-001277,-0.8983056438165902
ACH-001278,-1.2049007899456068
ACH-001280,-1.0401742237586695
ACH-001283,-0.9068224905688236
ACH-001289,-1.3779305391171386
ACH-001300,-1.166250078822238
ACH-001301,-1.1367949695275292
ACH-001302,-1.3735025853164429
ACH-001306,-1.1431399944463492
ACH-001318,-1.2344280101531
ACH-001322,-0.9904418828138376
ACH-001328,-1.0357210785471178
ACH-001332,-1.4316052146619875
ACH-001336,-1.217651489762288
ACH-001346,-1.099248804186937
ACH-001353,-1.1342539100756928
ACH-001354,-1.343429599953658
ACH-001367,-1.5492788321654591
ACH-001368,-1.0909831670588208
ACH-001374,-1.3066918858517502
ACH-001377,-1.1824689954600962
ACH-001380,-1.1688481166005875
ACH-001391,-1.0619758515195759
ACH-001408,-1.252329784299888
ACH-001430,-0.9750986835423762
ACH-001431,-1.054819399056374
ACH-001450,-1.2855022502342814
ACH-001496,-1.2814873225589452
ACH-001500,-1.2961043065967517
ACH-001523,-1.3046633078701164
ACH-001532,-1.0543343566297059
ACH-001550,-1.3196581003179235
ACH-001552,-1.190870168478587
ACH-001554,-1.0614515261116242
ACH-001654,-1.0610379289247722
ACH-001735,-1.0973452162099395
ACH-001736,-1.2772755963922122
ACH-001737,-0.8714196436212988
ACH-001740,-1.1540757980365424
ACH-001745,-1.195481249960096
ACH-001765,-0.9215323239722779
