,NGF (4803)
ACH-000375,-0.2305934060122224
ACH-000376,-0.253386306627372
ACH-000381,-0.21501228198785613
ACH-000383,-0.3119952801557293
ACH-000387,-0.1794854590872158
ACH-000389,-0.2877944720663148
ACH-000390,-0.2360239773433268
ACH-000393,-0.1832193951444878
ACH-000395,-0.2936650906694013
ACH-000396,-0.3623958868827897
ACH-000397,-0.10498134666971384
ACH-000401,-0.4192894070502695
ACH-000402,-0.14802356647023235
ACH-000403,-0.11285607448856005
ACH-000404,-0.1487592413636746
ACH-000406,-0.1846929662413972
ACH-000407,-0.275966583910235
ACH-000408,-0.1723588461569908
ACH-000410,-0.18009182979154087
ACH-000411,-0.16717700696663773
ACH-000414,0.0016295948848682952
ACH-000415,-0.3317611979301973
ACH-000416,-0.30132054576422457
ACH-000420,-0.07890775540352342
ACH-000421,-0.12396520175818312
ACH-000424,-0.3360716771027357
ACH-000425,-0.18942710373113944
ACH-000426,-0.21670456203741312
ACH-000427,0.06298088636092526
ACH-000433,-0.317151980218888
ACH-000435,-0.04914663870042231
ACH-000436,-0.1225112344558039
ACH-000444,-0.22360168658812574
ACH-000445,-0.3195792077886203
ACH-000448,-0.22707189968768896
ACH-000450,-0.1710804605137319
ACH-000452,-0.11598785708631162
ACH-000454,-0.29470762926527644
ACH-000458,-0.2091762062577984
ACH-000459,-0.10825086019582793
ACH-000460,-0.1059794683168924
ACH-000461,-0.0847556170313056
ACH-000463,-0.2751057014402853
ACH-000464,-0.2012421802411808
ACH-000466,-0.3929329592860425
ACH-000467,-0.15484887212936538
ACH-000468,-0.33001742251808563
ACH-000469,-0.03922163322629492
ACH-000470,-0.05632565682877193
ACH-000471,-0.09895174612993936
ACH-000472,-0.2373004395535216
ACH-000473,-0.12085772965568012
ACH-000475,-0.11336678886472022
ACH-000476,-0.22243130092194185
ACH-000477,-0.2181165071512364
ACH-000479,-0.3085279999150053
ACH-000480,-0.12600993277685116
ACH-000481,-0.16239596924851182
ACH-000483,-0.09589805148500508
ACH-000484,-0.19397490193041225
ACH-000485,-0.06821158944851331
ACH-000486,-0.17648999200892815
ACH-000487,-0.18453741902960805
ACH-000488,-0.13312780019414913
ACH-000490,-0.2075645352498347
ACH-000491,-0.19683173019535585
ACH-000495,-0.09187469143995172
ACH-000496,-0.1992021123124392
ACH-000499,0.02507181080097012
ACH-000500,-0.3316875897834022
ACH-000502,-0.10401481882181317
ACH-000503,-0.05056272783650092
ACH-000505,-0.11795962313758952
ACH-000507,-0.2827365606569172
ACH-000510,-0.17060253766487166
ACH-000511,-0.06052487408040885
ACH-000512,-0.057573965763498075
ACH-000516,-0.13145618944682685
ACH-000517,-0.07173088869311847
ACH-000518,-0.1535924479627561
ACH-000520,-0.24419209766033265
ACH-000521,-0.3499802492001273
ACH-000522,-0.3610477205339777
ACH-000524,-0.057253910185687436
ACH-000527,-0.09321209265941596
ACH-000528,-0.12288551470779185
ACH-000537,-0.2482995636092065
ACH-000541,-0.19454262471225475
ACH-000542,-0.23585743277014426
ACH-000544,-0.2497811928571333
ACH-000545,-0.2291165376151923
ACH-000547,-0.0354034410776018
ACH-000548,-0.1100762462792518
ACH-000549,-0.187274780010241
ACH-000550,-0.0357872378323259
ACH-000552,-0.15222880957871462
ACH-000556,-0.276804714468913
ACH-000557,0.036218472225120084
ACH-000569,-0.3778605023925901
ACH-000570,-0.18904036742605912
ACH-000571,-0.12930035889847658
ACH-000573,-0.1518576816027352
ACH-000576,-0.11861148664056675
ACH-000579,-0.1774138793140822
ACH-000580,-0.17706955256970408
ACH-000584,-0.17720379034052566
ACH-000585,-0.07735072567819949
ACH-000588,-0.13352689758127884
ACH-000589,-0.09351023110687222
ACH-000591,-0.17779563875375518
ACH-000593,-0.16143202639230114
ACH-000600,-0.18040086725607127
ACH-000601,-0.1334572027951761
ACH-000605,-0.39859677195917664
ACH-000606,-0.28258093278184904
ACH-000608,-0.049457209395343135
ACH-000614,-0.03288496373326078
ACH-000616,-0.2193471454051661
ACH-000618,-0.07132711585130888
ACH-000619,-0.2043670844742885
ACH-000620,-0.21966719766418225
ACH-000621,-0.11768634662096768
ACH-000622,-0.2410565763761741
ACH-000623,-0.12377447028906145
ACH-000624,-0.13754883720075356
ACH-000627,-0.364364320463427
ACH-000630,-0.09938916283880994
ACH-000631,0.08824418931186885
ACH-000632,-0.3286315822690658
ACH-000633,-0.11137614808665064
ACH-000637,0.051663391248288115
ACH-000638,-0.15593387354525096
ACH-000646,-0.017926411048198414
ACH-000647,-0.13237685972052993
ACH-000648,-0.2923684593098781
ACH-000649,-0.2213122492163988
ACH-000651,-0.24230651565255615
ACH-000652,-0.4393771643269351
ACH-000653,-0.03961681454048823
ACH-000657,-0.2584067740873228
ACH-000658,-0.10179163892268847
ACH-000661,-0.2290583781811448
ACH-000662,-0.06718786487397901
ACH-000663,-0.16800272765466748
ACH-000665,-0.2012965088282402
ACH-000671,-0.20336216273058627
ACH-000672,-0.0967850378914078
ACH-000673,-0.10756177455505504
ACH-000676,-0.2133902753408926
ACH-000677,-0.22269782298197024
ACH-000681,-0.07856846370399173
ACH-000683,-0.2044320348186329
ACH-000684,-0.19023700196978752
ACH-000688,-0.33966822886557946
ACH-000693,-0.34905754597117616
ACH-000694,-0.16979736120296632
ACH-000695,0.025885218721930302
ACH-000696,-0.22237030416820702
ACH-000697,-0.02071694862509913
ACH-000699,-0.03066714981320325
ACH-000701,-0.02638503170709808
ACH-000706,-0.15909254943720635
ACH-000711,-0.10154179291809898
ACH-000713,-0.4074311059068325
ACH-000714,0.11829675975919594
ACH-000718,-0.03994442844695057
ACH-000720,-0.1389404930869136
ACH-000721,-0.4150001208952687
ACH-000724,-0.05859172642524636
ACH-000725,-0.2389000885252195
ACH-000732,-0.19554439089482767
ACH-000734,-0.2286255594734417
ACH-000735,-0.14147334383525662
ACH-000736,-0.12399121148023715
ACH-000738,-0.1924147755326349
ACH-000746,-0.11167623725959712
ACH-000747,-0.3325400906106074
ACH-000748,-0.20541850361223465
ACH-000753,-0.13847134364222655
ACH-000756,-0.2999542266042789
ACH-000757,-0.2429563316976946
ACH-000758,-0.3212508057309673
ACH-000760,-0.2305691243522612
ACH-000762,-0.2836570760590236
ACH-000763,-0.19828837863167528
ACH-000764,-0.14891487558231492
ACH-000765,-0.3014617216433314
ACH-000766,-0.08819425982583606
ACH-000767,-0.22449501189642607
ACH-000768,-0.20776744416142612
ACH-000769,-0.054779291945527456
ACH-000770,-0.15167215472833245
ACH-000771,-0.28330971744485595
ACH-000773,-0.1143267763102978
ACH-000776,-0.2842229466787135
ACH-000777,-0.13969730956190776
ACH-000778,-0.2332259655241428
ACH-000781,-0.114244134487178
ACH-000782,-0.09237064672149907
ACH-000783,-0.1513056529171107
ACH-000784,-0.1717855058830589
ACH-000785,-0.15719932569937298
ACH-000787,-0.1738575178122028
ACH-000788,-0.12466847402969837
ACH-000791,-0.1692392541095819
ACH-000792,-0.19125001818321224
ACH-000794,-0.3241028903370162
ACH-000796,-0.19860009052111505
ACH-000798,0.08010265664957493
ACH-000799,-0.062278747034957574
ACH-000800,-0.2546834612924708
ACH-000802,-0.2814587874400548
ACH-000804,-0.3841851411097681
ACH-000805,0.10075804812673454
ACH-000809,-0.0900581802404608
ACH-000810,-0.031810663434947886
ACH-000811,-0.16549483532090142
ACH-000817,0.08931902407765124
ACH-000819,-0.25956670528561343
ACH-000820,-0.2555969100145529
ACH-000821,-0.3802462415881125
ACH-000822,-0.13048369130540954
ACH-000823,-0.1616308486144861
ACH-000824,-0.21240419884560355
ACH-000827,-0.14816845566071146
ACH-000829,-0.0009028126954092935
ACH-000831,-0.2537067876458092
ACH-000832,-0.16942998554502248
ACH-000833,-0.39903345142504
ACH-000834,-0.3622057040351829
ACH-000835,-0.22157775772103924
ACH-000836,-0.20814215963682586
ACH-000837,-0.2368674588218808
ACH-000838,-0.0731944976801534
ACH-000839,-0.4002266897055972
ACH-000840,-0.15267384143011656
ACH-000841,-0.1752811478192201
ACH-000843,-0.3288513216348631
ACH-000846,-0.17202491778121193
ACH-000847,0.033819532115582834
ACH-000848,-0.1816657250755012
ACH-000849,-0.04280254783103477
ACH-000851,-0.4060110425757853
ACH-000855,-0.2593016098107163
ACH-000856,-0.07528283371060929
ACH-000858,-0.2534133620572767
ACH-000859,-0.3174542103185385
ACH-000861,-0.26071887488887
ACH-000862,-0.205305344116388
ACH-000865,-0.3614595100319736
ACH-000866,-0.017537606463225143
ACH-000867,-0.13419337960451558
ACH-000869,-0.18782977654879546
ACH-000872,-0.16442578703238264
ACH-000873,-0.12310628713765133
ACH-000876,-0.18639773774016466
ACH-000878,0.013692236969646807
ACH-000880,-0.017370365444256217
ACH-000881,-0.06608122556409349
ACH-000882,-0.1661758608128663
ACH-000884,-0.2539270030217628
ACH-000885,-0.08607099138287501
ACH-000887,-0.3226541978443132
ACH-000889,-0.20167924457611555
ACH-000896,-0.2780994400260889
ACH-000898,-0.31068910288736473
ACH-000900,0.00961643860845544
ACH-000901,-0.054581566463877684
ACH-000905,-0.2684427224328245
ACH-000906,-0.2199768438806684
ACH-000907,-0.10055527494358488
ACH-000910,-0.06388815293956847
ACH-000911,-0.17804668185465974
ACH-000912,-0.20319790620797795
ACH-000913,-0.22999243682604625
ACH-000915,-0.28014479370848605
ACH-000916,-0.3958776926096711
ACH-000917,-0.024902442836865376
ACH-000920,-0.18550751105822527
ACH-000921,-0.3066375476782159
ACH-000924,-0.2579863638133987
ACH-000926,-0.059202879317393486
ACH-000928,-0.2398819064013108
ACH-000929,-0.27464133327122897
ACH-000932,-0.16661500178237498
ACH-000935,-0.04176419582125626
ACH-000936,-0.2942781900509461
ACH-000937,-0.11579274189876962
ACH-000938,-0.14089222002921764
ACH-000939,-0.19807448742057998
ACH-000941,-0.18891446978453813
ACH-000943,-0.08699596741626645
ACH-000946,-0.1902464235204661
ACH-000947,-0.15866600381115942
ACH-000948,-0.0679464669642198
ACH-000950,0.02274849563244068
ACH-000953,-0.3379056326785907
ACH-000954,-0.19009850545908702
ACH-000957,-0.20823574870172035
ACH-000958,-0.2062856217193576
ACH-000960,-0.2153969164453652
ACH-000963,0.009313494287264369
ACH-000968,-0.25672717685980895
ACH-000969,-0.1909068828624105
ACH-000972,-0.2897973427883163
ACH-000973,-0.12509460619225707
ACH-000974,-0.12754512817092434
ACH-000978,0.11361840673435
ACH-000984,-0.22006673756973708
ACH-000986,-0.2607939635588572
ACH-000988,-0.25333546523662703
ACH-000993,-0.32081958841686364
ACH-000994,-0.2733986528125953
ACH-000996,-0.06905137828877411
ACH-001001,-0.29556887224811623
ACH-001020,-0.3106866692808142
ACH-001028,-0.18988507027804835
ACH-001031,-0.2574052960488398
ACH-001038,-0.2433871013215348
ACH-001048,-0.2267082759501741
ACH-001050,-0.2601653765541347
ACH-001053,-0.014526300740579881
ACH-001054,-0.3043323080776567
ACH-001061,-0.20773423693432472
ACH-001067,0.0064124905362552545
ACH-001075,-0.09889525751599644
ACH-001096,-0.19347961280276316
ACH-001111,-0.2083782443017005
ACH-001119,-0.07083546855718831
ACH-001128,-0.2271603673119476
ACH-001134,-0.30457588667466434
ACH-001151,-0.2617616197720724
ACH-001163,-0.1075852039395529
ACH-001164,0.16578581684275326
ACH-001183,-0.2331818087047109
ACH-001192,-0.18451490701812087
ACH-001193,-0.4777592848367161
ACH-001196,-0.16700038899298605
ACH-001197,-0.2496237834299313
ACH-001205,-0.06333846536658906
ACH-001211,-0.05012813496250303
ACH-001212,0.06834343812810857
ACH-001228,-0.2314020707627269
ACH-001232,-0.1772411224590005
ACH-001239,-0.32867998924499925
ACH-001270,-0.09774124297610247
ACH-001274,-0.13377838677295947
ACH-001275,-0.12604145635747854
ACH-001277,-0.3521290521611312
ACH-001278,-0.07815730006556497
ACH-001280,0.20337153970912372
ACH-001283,-0.15813664906988886
ACH-001289,-0.017525376944372274
ACH-001300,0.05123901875423402
ACH-001301,-0.19596653007432194
ACH-001302,0.15855081671880106
ACH-001306,-0.15481638155423405
ACH-001318,-0.24104180828158234
ACH-001322,-0.26543310965536265
ACH-001328,-0.14809972945835734
ACH-001332,-0.151003921599544
ACH-001336,-0.19924910063590096
ACH-001346,-0.18682063133841365
ACH-001353,-0.12961646385491066
ACH-001354,-0.2750257539632441
ACH-001367,-0.27209100584619184
ACH-001368,-0.07782799229199236
ACH-001374,-0.2609684623357224
ACH-001377,-0.04399852403107261
ACH-001380,-0.11940890583732315
ACH-001391,-0.2411680692536196
ACH-001408,-0.2274489469810549
ACH-001430,-0.16851963304850484
ACH-001431,-0.2504724683717018
ACH-001450,-0.16169555771659624
ACH-001496,-0.18708219288710187
ACH-001500,-0.14726849634031994
ACH-001523,-0.14524735482334006
ACH-001532,-0.26070678546683923
ACH-001550,-0.10623849891262016
ACH-001552,-0.11359043521315355
ACH-001554,-0.05502168731781568
ACH-001654,-0.125761010200632
ACH-001735,-0.20203849697687531
ACH-001736,-0.09436596722669198
ACH-001737,-0.07683028582617164
ACH-001740,-0.11301060375597012
ACH-001745,-0.2025201139697678
ACH-001765,-0.13240066806060108
