,RMND5A (64795)
ACH-000152,-0.30441152093973195
ACH-000153,-0.6360639949979046
ACH-000159,-0.22201292171269785
ACH-000160,-0.09448519238064794
ACH-000163,-0.3862773633381649
ACH-000167,-0.3400591850763812
ACH-000168,-0.3811318265935241
ACH-000169,-0.10660443458264217
ACH-000178,-0.11630128175910727
ACH-000183,-0.35850264141486554
ACH-000188,-0.4085406068645154
ACH-000189,-0.5782724389548759
ACH-000190,-0.2752146200731417
ACH-000198,0.005596280392741493
ACH-000203,-0.17483430744306566
ACH-000204,-0.18714723422866025
ACH-000206,-0.28562901496090226
ACH-000207,-0.6223501500523101
ACH-000208,-0.521632651866304
ACH-000210,-0.22510749603472094
ACH-000211,-0.23398279257644436
ACH-000215,-0.20364119385726429
ACH-000221,-0.06376397836664797
ACH-000222,-0.4117021463634413
ACH-000223,-0.2494080796880284
ACH-000226,-0.2717058685427418
ACH-000227,0.016850323748661356
ACH-000228,-0.5115915594574945
ACH-000231,-0.3534429485528522
ACH-000232,-0.15083296305692076
ACH-000233,-0.24382818546321705
ACH-000234,-0.2230012624332416
ACH-000235,-0.30270464432506466
ACH-000237,-0.391392336215088
ACH-000238,-0.32068072320988816
ACH-000242,-0.2374149492657943
ACH-000243,-0.476269774734852
ACH-000244,-0.3013181173016474
ACH-000246,-0.3340466487373354
ACH-000248,-0.22349218580402874
ACH-000250,-0.10740365062288686
ACH-000251,-0.1783236012992321
ACH-000252,-0.28485702762007536
ACH-000253,-0.21432588359148946
ACH-000255,-0.5029134863155329
ACH-000256,-0.27544211139970665
ACH-000257,-0.4027033852767348
ACH-000258,-0.3185585343720679
ACH-000259,-0.6248828263808257
ACH-000260,-0.2407260343481229
ACH-000261,-0.3856879240162441
ACH-000262,-0.2167867265516038
ACH-000263,-0.4854788551230437
ACH-000264,-0.08376701783705162
ACH-000265,-0.3463051894357741
ACH-000266,-0.4270381831900034
ACH-000272,-0.3191009028709705
ACH-000274,-0.2070002957196033
ACH-000277,-0.034117171520112184
ACH-000278,-0.3103230081091789
ACH-000279,-0.23129663337289294
ACH-000280,-0.3574639787438835
ACH-000281,-0.08655357605115083
ACH-000288,-0.2979531048852529
ACH-000291,-0.30247020394464924
ACH-000293,-0.4125245667109792
ACH-000294,-0.16211269839443349
ACH-000295,-0.36803217871699706
ACH-000296,-0.3327583636928668
ACH-000302,-0.4665889985700483
ACH-000304,-0.35230708488758294
ACH-000307,-0.3296965717165756
ACH-000308,-0.2508542031046945
ACH-000310,-0.1719588249749723
ACH-000311,-0.234023792616038
ACH-000312,-0.22909438005339244
ACH-000315,-0.25238712809010977
ACH-000316,-0.03764757034622667
ACH-000317,-0.6278982603499744
ACH-000318,-0.3947977890427288
ACH-000319,-0.5881481103998791
ACH-000320,-0.4853305711735697
ACH-000322,-0.2603336508988533
ACH-000323,0.004363958461124051
ACH-000324,-0.42778291052437184
ACH-000329,-0.15637494837692772
ACH-000330,-0.6479937716289008
ACH-000331,-0.3437268433997204
ACH-000332,-0.18339957179326946
ACH-000334,-0.3447375969290953
ACH-000335,-0.5083328456729809
ACH-000336,-0.2445724695901736
ACH-000337,-0.3888395610247506
ACH-000338,-0.9077518649973596
ACH-000339,-0.1478958480723688
ACH-000341,-0.3160040284968233
ACH-000348,-0.6035986322007745
ACH-000350,-0.15442022575744027
ACH-000352,-0.39864261543665297
ACH-000356,-0.5639263186632304
ACH-000361,-0.07158978396980152
ACH-000362,-0.09515080545448792
ACH-000363,-0.2318070045378641
ACH-000364,-0.34497210364056363
ACH-000365,-0.14359082670688705
ACH-000366,-0.27278904622873884
ACH-000368,-0.5078196440679706
ACH-000374,-0.43286741118122346
ACH-000375,-0.4827787326804998
ACH-000376,-0.26968083785902713
ACH-000381,-0.5331269426331612
ACH-000383,-0.2714171807133875
ACH-000387,-0.11408915154992437
ACH-000389,-0.3468338434685447
ACH-000390,-0.2640537534860602
ACH-000393,-0.16631542854573678
ACH-000395,-0.42348969855756996
ACH-000396,-0.4631340694597544
ACH-000397,-0.2854249450389532
ACH-000401,-0.6721670519187972
ACH-000402,-0.3284896258046537
ACH-000403,-0.32300555878852044
ACH-000404,-0.5785966315502263
ACH-000406,-0.2354226731112544
ACH-000407,-0.2781328897277833
ACH-000408,-0.2615127641050105
ACH-000410,-0.7238265344917068
ACH-000411,-0.3378311120572025
ACH-000414,-0.0788552550836289
ACH-000415,-0.39471051712705796
ACH-000416,-0.5226452830023348
ACH-000420,-0.2788835593699765
ACH-000421,-0.2365286792406132
ACH-000424,-0.4702082753570921
ACH-000425,-0.29385043930003685
ACH-000426,-0.7846311531717629
ACH-000427,-0.287759989011599
ACH-000433,-0.5445769317624229
ACH-000435,-0.5225006146058511
ACH-000436,-0.25971887172236136
ACH-000444,-0.22905329210966385
ACH-000445,-0.24604196975937184
ACH-000448,-0.2096099682176422
ACH-000450,-0.14594144575205667
ACH-000452,-0.3189532622988981
ACH-000454,-0.5162592469609938
ACH-000458,-0.16139023988550202
ACH-000459,-0.4447056234067068
ACH-000460,-0.4753119192869715
ACH-000461,-0.30493730181418033
ACH-000463,-0.3446264697940972
ACH-000464,-0.2916795582914514
ACH-000466,-0.29647330855225595
ACH-000467,-0.3424441472261721
ACH-000468,-0.2470954813274483
ACH-000469,-0.4814953962113559
ACH-000470,-0.2019966710472552
ACH-000471,-0.27294476453880684
ACH-000472,-0.18701409655102114
ACH-000473,-0.5194167168286281
ACH-000475,-0.3278582220258039
ACH-000476,-0.3895610897684973
ACH-000477,-0.4937314991209924
ACH-000479,-0.3296182918695062
ACH-000480,-0.3207586884606207
ACH-000481,-0.2603675595606911
ACH-000483,-0.4050492991161623
ACH-000484,-0.2000868033970066
ACH-000485,-0.39837375534467534
ACH-000486,-0.4778137585820539
ACH-000487,-0.2324627218888677
ACH-000488,-0.4660576896997803
ACH-000490,-0.4022565320655167
ACH-000491,-0.4030509293577833
ACH-000495,-0.3431488904126632
ACH-000496,-0.4151975280923324
ACH-000499,-0.15742100421250474
ACH-000500,0.16476583806161024
ACH-000502,-0.11612450052731038
ACH-000503,-0.15267509765346296
ACH-000505,-0.6100498036642819
ACH-000507,-0.2649203560630629
ACH-000510,-0.062261117489085825
ACH-000511,-0.2474828932317996
ACH-000512,-0.6672036569295998
ACH-000516,-0.1728237002351308
ACH-000517,-0.22038931140308407
ACH-000518,-0.3946786128627627
ACH-000520,-0.4511431766388968
ACH-000521,-0.5136267064490947
ACH-000522,-0.4587657343143874
ACH-000524,-0.18724495210570669
ACH-000527,-0.2698520020325143
ACH-000528,-0.208676436328722
ACH-000537,-0.5436726922564157
ACH-000541,-0.4932629096615481
ACH-000542,-0.42070042901457505
ACH-000544,-0.2839459789311408
ACH-000545,-0.3391424261599919
ACH-000547,-0.3255911027144828
ACH-000548,-0.5363549606167349
ACH-000549,-0.28970703460714803
ACH-000550,-0.23446610820930605
ACH-000552,-0.16973744964245233
ACH-000556,-0.11467684719282754
ACH-000557,-0.07585791162979652
ACH-000569,-0.3479321019266506
ACH-000570,-0.2252492610289316
ACH-000571,-0.2369689629194905
ACH-000573,-0.3103745206975389
ACH-000576,-0.23256248642585745
ACH-000579,-0.4952826857331001
ACH-000580,-0.3512554764437309
ACH-000584,-0.3218370190278859
ACH-000585,-0.8767519202437873
ACH-000588,-0.4522923126232462
ACH-000589,-0.4375990966764629
ACH-000591,-0.3532352077489264
ACH-000593,-0.28161266049431216
ACH-000600,-0.2279212982919422
ACH-000601,-0.17122359021183126
ACH-000605,0.03629480538847458
ACH-000606,-0.6292307734793174
ACH-000608,-0.09960445363408467
ACH-000614,0.0005325280682884125
ACH-000616,-0.2814663421171699
ACH-000618,-0.3221320428251143
ACH-000619,-0.15421063274986907
ACH-000620,-0.19818061537888515
ACH-000621,-0.3652500350212056
ACH-000622,-0.05014966950099629
ACH-000623,-0.10923769984658883
ACH-000624,-0.3214208789180231
ACH-000627,-0.6406511304096993
ACH-000630,-0.511956058086
ACH-000631,-0.28645960707977525
ACH-000632,-0.44532102919265204
ACH-000633,-0.19764026264425166
ACH-000637,-0.522025222917925
ACH-000638,-0.12188534696064406
ACH-000646,-0.2347289808157486
ACH-000647,-0.20719047063054047
ACH-000648,-0.42707620323478185
ACH-000649,-0.5837942752305159
ACH-000651,-0.2605132193257884
ACH-000652,-0.02285856999902338
ACH-000653,-0.22802384699089764
ACH-000657,-0.131804249478066
ACH-000658,-0.1177564808742831
ACH-000661,-0.4524420073446748
ACH-000662,-0.8445064586242209
ACH-000663,-0.2728376908305136
ACH-000665,-0.4103489209318531
ACH-000671,-0.5219523859070839
ACH-000672,-0.17186361131182654
ACH-000673,-0.153641883290751
ACH-000676,-0.2806021297807241
ACH-000677,-0.36188035158396986
ACH-000681,-0.4051785900174853
ACH-000683,-0.22678504534049684
ACH-000684,-0.5987113652280486
ACH-000688,-0.6137959136013859
ACH-000693,-0.23411676295878506
ACH-000694,-0.2957051145636113
ACH-000695,0.338546220714989
ACH-000696,-0.2677290623745108
ACH-000697,-0.5117431578705689
ACH-000699,-0.08404740604936743
ACH-000701,-0.2008543292696634
ACH-000706,-0.24099904629483
ACH-000711,-0.37053755331932936
ACH-000713,-0.4606598538371565
ACH-000714,-0.4869211595199709
ACH-000718,-0.3175206797387655
ACH-000720,-0.6508229995038798
ACH-000721,-0.1826915314078871
ACH-000724,-0.3422070691795695
ACH-000725,-0.36484856345152705
ACH-000732,-0.3919147008088585
ACH-000734,-0.23179299170918494
ACH-000735,-0.6300579573818573
ACH-000736,-0.596467303691911
ACH-000738,-0.2991455744425193
ACH-000746,-0.24371196937347764
ACH-000747,-0.3895616335913864
ACH-000748,-0.2932772874676157
ACH-000753,-0.35461312519040605
ACH-000756,-0.4586370845394069
ACH-000757,-0.2884340100414648
ACH-000758,-0.1769420665152528
ACH-000760,-0.22099058730392349
ACH-000762,-0.18715992688914315
ACH-000763,-0.2422813109999831
ACH-000764,-0.6321796082043684
ACH-000765,-0.07883203968154452
ACH-000766,-0.3578943316779418
ACH-000767,-0.06614699087973802
ACH-000768,-0.6488701352426781
ACH-000769,-0.26103962881425685
ACH-000770,-0.3217782113323522
ACH-000771,-0.5576722331883243
ACH-000773,-0.08510228283586542
ACH-000776,-0.2807806228899862
ACH-000777,-0.31684770445297783
ACH-000778,-0.2377141837090408
ACH-000781,-0.19578407279892204
ACH-000782,-0.2243738292190152
ACH-000783,-0.1156007234102377
ACH-000784,-0.07507623490086014
ACH-000785,-0.3489113869719957
ACH-000787,-0.8751557181593814
ACH-000788,-0.282671856220289
ACH-000791,-0.2027238270864516
ACH-000792,-0.5788583815156906
ACH-000794,-0.4789439010762117
ACH-000796,-0.413850857426412
ACH-000798,-0.6766963624871661
ACH-000799,-0.31300881076119114
ACH-000800,-0.4053608668874776
ACH-000802,-0.3138568335397575
ACH-000804,-0.6443137327203919
ACH-000805,-0.30661343033721594
ACH-000809,-0.4493969870731742
ACH-000810,-0.3616642469893723
ACH-000811,-0.3382425027439017
ACH-000817,-0.22291389896780744
ACH-000819,-0.2617447005879537
ACH-000820,-0.2374522228286937
ACH-000821,-0.38882663735893613
ACH-000822,-0.048706554945609416
ACH-000823,-0.2056634159513728
ACH-000824,-0.316927002501708
ACH-000827,-0.2876229355887857
ACH-000829,-0.2518290959582447
ACH-000831,-0.38079237305080266
ACH-000832,-0.3458501796148136
ACH-000833,-0.226916731270955
ACH-000834,-0.4647749330368048
ACH-000835,-0.2954409443763382
ACH-000836,-0.4415624852850065
ACH-000837,-0.1881526609799275
ACH-000838,0.03601744003262232
ACH-000839,-0.5358514891474659
ACH-000840,-0.1467087999533946
ACH-000841,-0.3817884774514925
ACH-000843,-0.5008367517540078
ACH-000846,-0.3417505898184632
ACH-000847,-0.29408990128054324
ACH-000848,-0.393799800943988
ACH-000849,-0.05275659193170392
ACH-000851,-0.6384770578672241
ACH-000855,-0.68476352805083
ACH-000856,-0.2392960580802122
ACH-000858,-0.3854131507563
ACH-000859,0.025835655293890036
ACH-000861,-0.3242245575214089
ACH-000862,-0.1247064069628359
ACH-000865,-0.24099837319178946
ACH-000866,-0.22342286335666006
ACH-000867,-0.07849006141579258
ACH-000869,-0.3123910311804145
ACH-000872,-0.2137702641072492
ACH-000873,-0.2869318315877029
ACH-000876,-0.6764939110991991
ACH-000878,-0.1738744827230601
ACH-000880,-0.19172735585166012
ACH-000881,-0.32054162132260955
ACH-000882,-0.4004702345600703
ACH-000884,-0.26359602471781124
ACH-000885,-0.20547620293978824
ACH-000887,0.0036928494715056225
ACH-000889,-0.23255958490039705
ACH-000896,-0.5217627353819119
ACH-000898,-0.5658703375200471
ACH-000900,-0.5550350193072905
ACH-000901,-0.33141895474720057
ACH-000905,-0.2398041363258893
ACH-000906,-0.366226138903796
ACH-000907,-0.2814051787281999
ACH-000910,-0.11792425046518468
ACH-000911,-0.21097611315666734
ACH-000912,-0.2328964699647601
ACH-000913,-0.3176596854689561
ACH-000915,-0.5446108521194671
ACH-000916,-0.021511913175128704
ACH-000917,-0.19299506960779306
ACH-000920,-0.5780483290155539
ACH-000921,-0.4207489853013357
ACH-000924,-0.16255528778942102
ACH-000926,-0.2993427651765708
ACH-000928,-0.11212493121409324
ACH-000929,-0.6527520434352989
ACH-000932,-0.3691441083932298
ACH-000935,-0.3838096324035405
ACH-000936,-0.4078363774510153
ACH-000937,-0.12572722861425525
ACH-000938,-0.04098267015182338
ACH-000939,-0.4306486421281393
ACH-000941,-0.19104201558844916
ACH-000943,-0.3888253571358418
ACH-000946,-0.15013856620029253
ACH-000947,-0.12154445315598927
ACH-000948,-0.2125976110935632
ACH-000950,-0.3741715429425179
ACH-000953,-0.2531558678598314
ACH-000954,-0.008553707919877584
ACH-000957,-0.27304716194256
ACH-000958,-0.28143091305424744
ACH-000960,-0.04770189248857424
ACH-000963,-0.2615709013809813
ACH-000968,-0.20487504342810609
ACH-000969,-0.2031899661213925
ACH-000972,-0.16844699819568307
ACH-000973,-0.2392325333880709
ACH-000974,-0.0895727951021558
ACH-000978,0.0613265841736395
ACH-000984,-0.06305080498903289
ACH-000986,-0.4061035079408216
ACH-000988,-0.1858982265705588
ACH-000993,-0.01380101358710852
ACH-000994,-0.5215074451747542
ACH-000996,-0.05457356369081492
ACH-001001,-0.3898706690270384
ACH-001020,-0.10891772008099082
ACH-001028,-0.11261610729147364
ACH-001031,-0.2009367602910293
ACH-001038,-0.3001127594063944
ACH-001048,-0.3534805002773864
ACH-001050,-0.8700749335367643
ACH-001053,-0.2830606835503319
ACH-001054,-0.4734284931407926
ACH-001061,-0.3734185727815997
ACH-001067,-0.3539032975843242
ACH-001075,-0.581799861626095
ACH-001096,-0.20402721092799625
ACH-001111,-0.1608959034372051
ACH-001119,-0.31670442911248325
ACH-001128,-0.6255017601882621
ACH-001134,-0.4748922939042041
ACH-001151,-0.08002408041545006
ACH-001163,-0.3182275554527844
ACH-001164,-0.4505631605703593
ACH-001183,-0.3637155964116152
ACH-001192,-0.2821461479029301
ACH-001193,-0.1518870746758583
ACH-001196,-0.005167592514473505
ACH-001197,-0.17473322412443984
ACH-001205,-0.4589778406076882
ACH-001211,-0.07500898781339417
ACH-001212,-0.4224935532462317
ACH-001228,-0.26002605623097724
ACH-001232,-0.23444430761357365
ACH-001239,0.07776235537425975
ACH-001270,-0.2948086881101877
ACH-001274,-0.444802956783076
ACH-001275,-0.13543394491240834
ACH-001277,-0.06406433777212887
ACH-001278,-0.0375751501465196
ACH-001280,0.0691225199151134
ACH-001283,-0.17571283201983606
ACH-001289,-0.15151270519160132
ACH-001300,-0.2830897295588859
ACH-001301,-0.4560463909110592
ACH-001302,-0.3488969362859005
ACH-001306,-0.3614164040299123
ACH-001318,-0.3745347924859603
ACH-001322,-0.3607118113989253
ACH-001328,-0.4365443821939402
ACH-001332,-0.40935960443846175
ACH-001336,-0.4052982614683846
ACH-001346,-0.4358536478769268
ACH-001353,-0.5076588003372644
ACH-001354,-0.28135772666569325
ACH-001367,-0.3627770460136331
ACH-001368,-0.14722221222988874
ACH-001374,-0.1079662146903488
ACH-001377,-0.12069715285832078
ACH-001380,-0.3381459602177692
ACH-001391,-0.1787376867645184
ACH-001408,-0.3778020966067828
ACH-001430,-0.4378947932599229
ACH-001431,-0.24768783519442344
ACH-001450,-0.2078794512151427
ACH-001496,-0.4867734752469146
ACH-001500,-0.5762313908951922
ACH-001523,-0.8474489929721797
ACH-001532,-0.3337521556387913
ACH-001550,-0.16558683419464654
ACH-001552,0.02557811369429628
ACH-001554,-0.419120723358484
ACH-001654,-0.2460105897586491
ACH-001735,-0.17310849915332244
ACH-001736,-0.424446874755152
ACH-001737,-0.4120216998902612
ACH-001740,-0.2693443416746273
ACH-001745,-0.2664331190761643
ACH-001765,-0.2742142694248296
