,BPNT1 (10380)
ACH-000244,-0.21081085337898275
ACH-000246,-0.2692241668202203
ACH-000248,-0.5217723725412472
ACH-000250,-0.12639534660754978
ACH-000251,-0.2271011108601051
ACH-000252,-0.4935925293800938
ACH-000253,-0.2858495560008426
ACH-000255,-0.18461368146093024
ACH-000256,-0.2701690838801512
ACH-000257,-0.03315596063830289
ACH-000258,-0.28639400027857737
ACH-000259,-0.172237739221077
ACH-000260,-0.12431557720122642
ACH-000261,-0.2660587449871472
ACH-000262,-0.17612924160125806
ACH-000263,-0.0002348391079797441
ACH-000264,-0.16896167363757986
ACH-000265,-0.1525732116423121
ACH-000266,-0.1481396295005357
ACH-000272,-0.27219440378860843
ACH-000274,-0.26703227135898144
ACH-000277,-0.40231040153434255
ACH-000278,-0.19979493620484606
ACH-000279,-0.06364376972654143
ACH-000280,-0.3464195531936128
ACH-000281,-0.2257249204368613
ACH-000288,-0.191629074705468
ACH-000291,-0.3732548257442816
ACH-000293,-0.1764543668492614
ACH-000294,-0.12668442943768102
ACH-000295,-0.12766950176688108
ACH-000296,-0.2655396876754767
ACH-000302,-0.21019075946926027
ACH-000304,-0.4928444611269772
ACH-000307,-0.2660415975291858
ACH-000308,-0.20238810600617715
ACH-000310,-0.1255830599964301
ACH-000311,-0.16145876641623794
ACH-000312,-0.20532201559311333
ACH-000315,-0.014022017302847972
ACH-000316,-0.3045454477014163
ACH-000317,-0.19794134860315032
ACH-000318,-0.3020450147000772
ACH-000319,-0.5033769960751702
ACH-000320,-0.2591561568484311
ACH-000322,-0.22044781130955052
ACH-000323,-0.1528737646252608
ACH-000324,-0.3956224920786937
ACH-000329,-0.32648700147604603
ACH-000330,-0.5005412741129718
ACH-000331,-0.23356255443388016
ACH-000332,-0.2398164334757802
ACH-000334,-0.2270904014622039
ACH-000335,-0.33200239042413193
ACH-000336,-0.5567808410900008
ACH-000337,-0.3508538451534173
ACH-000338,-0.3635294483559405
ACH-000339,-0.19076152461154086
ACH-000341,-0.13451394228366434
ACH-000348,-0.18519064671922264
ACH-000350,-0.4061511764243999
ACH-000352,-0.2204783837901373
ACH-000356,-0.011507317545406084
ACH-000361,-0.2943475405673843
ACH-000362,-0.1835294194997608
ACH-000363,-0.2111277094561878
ACH-000364,-0.25309951404548064
ACH-000365,-0.13507737079994786
ACH-000366,-0.1897460599965436
ACH-000368,-0.07288699718442765
ACH-000374,-0.14634279521672575
ACH-000375,-0.2535118281031106
ACH-000376,-0.3375250413948995
ACH-000381,-0.2293068890803694
ACH-000383,-0.26698721472626524
ACH-000387,-0.13097921791454653
ACH-000389,-0.3583587918670305
ACH-000390,-0.2893962299320712
ACH-000393,-0.16971900580358934
ACH-000395,-0.3355997743490911
ACH-000396,-0.34054997959632993
ACH-000397,-0.3005453715404928
ACH-000401,-0.2811019213634911
ACH-000402,-0.06179304992970777
ACH-000403,-0.3590263513177588
ACH-000404,-0.1862929408621295
ACH-000406,-0.2164184069996863
ACH-000407,-0.3545030752867125
ACH-000408,-0.22012002017002225
ACH-000410,-0.3049190554687709
ACH-000411,-0.4065711134783331
ACH-000414,-0.2190239810584648
ACH-000415,-0.16056911541819027
ACH-000416,-0.20806262802478115
ACH-000420,-0.4563943883327661
ACH-000421,-0.16670739637502366
ACH-000424,-0.08523651396311235
ACH-000425,-0.2542158526043319
ACH-000426,-0.008649530586085061
ACH-000427,-0.21577974851204007
ACH-000433,-0.27868119813813697
ACH-000435,-0.3722366102164759
ACH-000436,-0.17028372531443609
ACH-000444,-0.15287558056687486
ACH-000445,-0.1793976678910125
ACH-000448,-0.4253039372951448
ACH-000450,-0.2773979657538069
ACH-000452,-0.2624762035715509
ACH-000454,-0.13835752085101716
ACH-000458,-0.10400603113440683
ACH-000459,-0.2356952222820363
ACH-000460,-0.3802432682790085
ACH-000461,-0.19083534541371824
ACH-000463,-0.3691485176665776
ACH-000464,-0.07955400928020236
ACH-000466,-0.21089322071736932
ACH-000467,-0.13851487356874845
ACH-000468,-0.12884232328047146
ACH-000469,-0.16417736835941224
ACH-000470,-0.2330637092826532
ACH-000471,-0.26752509636556754
ACH-000472,-0.17890807401362727
ACH-000473,-0.062301378721349526
ACH-000475,-0.2675364490859312
ACH-000476,-0.3649550664669775
ACH-000477,-0.12545974783233652
ACH-000479,-0.15375040551266125
ACH-000480,-0.08089891202577047
ACH-000481,-0.3352022558675101
ACH-000483,-0.09620680590093576
ACH-000484,-0.3894386363111701
ACH-000485,-0.10694388076426703
ACH-000486,-0.3577683267379004
ACH-000487,-0.2688937084653721
ACH-000488,-0.2530068318912965
ACH-000490,-0.08457022124121708
ACH-000491,-0.3640222692925305
ACH-000495,-0.21502298943623266
ACH-000496,-0.3165517352626675
ACH-000499,-0.06366079971273221
ACH-000500,-0.14201430852561428
ACH-000502,-0.19757014727246933
ACH-000503,-0.3844163878456365
ACH-000505,-0.3074589584846679
ACH-000507,-0.08557501937865622
ACH-000510,-0.16141351978549415
ACH-000511,-0.3337919232889394
ACH-000512,-0.3600211338169736
ACH-000516,-0.2001391540511852
ACH-000517,-0.1933595197662802
ACH-000518,-0.3637479750008692
ACH-000520,-0.23419483882007805
ACH-000521,-0.19067753551385014
ACH-000522,-0.27609371113415426
ACH-000524,-0.2802245676711128
ACH-000527,-0.23507221242127602
ACH-000528,-0.10193800078866076
ACH-000537,-0.3409040841681191
ACH-000541,-0.19379058140182726
ACH-000542,-0.1927820984990259
ACH-000544,-0.2269935678670309
ACH-000545,-0.13878666876919574
ACH-000547,-0.3211273156829187
ACH-000548,-0.2109112026656273
ACH-000549,-0.3810109862815427
ACH-000550,-0.3019197520611404
ACH-000552,-0.23784613743255606
ACH-000556,-0.09637178420409606
ACH-000557,-0.1494632752419633
ACH-000569,-0.3592992227119212
ACH-000570,-0.2976181616485869
ACH-000571,-0.3346710456071591
ACH-000573,-0.09578737115314004
ACH-000576,-0.28745627550252595
ACH-000579,-0.19635847977117116
ACH-000580,-0.14510391431534206
ACH-000584,-0.17725105909596006
ACH-000585,-0.1592622799272994
ACH-000588,-0.2009254594551815
ACH-000589,-0.2458084645833785
ACH-000591,-0.05785127534681156
ACH-000593,-0.30337433600111496
ACH-000600,-0.2385597577058028
ACH-000601,-0.1436294823720941
ACH-000605,-0.4186232163582677
ACH-000606,-0.2391069250976447
ACH-000608,-0.3529553791749251
ACH-000614,-0.2498075671166746
ACH-000616,-0.09925221241884392
ACH-000618,-0.1196725572918962
ACH-000619,-0.4150066821264918
ACH-000620,-0.20190869814166545
ACH-000621,-0.09948194014450763
ACH-000622,-0.3095194563182217
ACH-000623,-0.2330142482611425
ACH-000624,-0.062067126328049387
ACH-000627,-0.2542350040679062
ACH-000630,-0.2564254472393127
ACH-000631,-0.02775986750442021
ACH-000632,-0.2095158626507748
ACH-000633,-0.3429951235492237
ACH-000637,-0.15142304171429952
ACH-000638,-0.0917278554767684
ACH-000646,-0.2410431017596493
ACH-000647,-0.22741103126346385
ACH-000648,-0.12428758306495885
ACH-000649,-0.2421248158753553
ACH-000651,-0.12267627318915955
ACH-000652,0.03530446268169385
ACH-000653,-0.17940120709302895
ACH-000657,-0.26680798694694063
ACH-000658,-0.4871657802372328
ACH-000661,-0.23717496776718824
ACH-000662,-0.4881274009808427
ACH-000663,-0.36463534917586987
ACH-000665,-0.09376938743704227
ACH-000671,-0.2238537794376375
ACH-000672,-0.14414016443922384
ACH-000673,-0.297677451205731
ACH-000676,-0.06872213125538701
ACH-000677,-0.12475289704523848
ACH-000681,-0.4832458278481863
ACH-000683,-0.22545551249694065
ACH-000684,-0.2844869380879083
ACH-000688,-0.1039683903625562
ACH-000693,-0.16386701561846131
ACH-000694,-0.34213849235865545
ACH-000695,-0.12765610685053871
ACH-000696,-0.17131065974896914
ACH-000697,-0.17762306250642146
ACH-000699,-0.09510447970973712
ACH-000701,-0.290391171118237
ACH-000706,-0.29569527497676323
ACH-000711,-0.27725507936219856
ACH-000713,-0.117726433828117
ACH-000714,-0.2448191942995595
ACH-000718,-0.20664817525049609
ACH-000720,-0.23720408747514
ACH-000721,-0.164211893136569
ACH-000724,-0.22498029340867925
ACH-000725,-0.1654230083907637
ACH-000732,-0.3311605847351485
ACH-000734,-0.1066333589243246
ACH-000735,-0.3718246358320686
ACH-000736,-0.3059249831615949
ACH-000738,-0.2284479441740889
ACH-000746,-0.1833365153273664
ACH-000747,-0.229828414075965
ACH-000748,-0.16101338545379795
ACH-000753,-0.23555841516313555
ACH-000756,-0.5595448565407465
ACH-000757,-0.1560823743955229
ACH-000758,-0.2203052174523444
ACH-000760,-0.2553176439668934
ACH-000762,-0.12136008373390306
ACH-000763,-0.27208030532194605
ACH-000764,-0.3072978007449135
ACH-000765,-0.17939408256135728
ACH-000766,-0.029565516404892488
ACH-000767,-0.15137984027990353
ACH-000768,-0.2398301211512665
ACH-000769,-0.2283660258282838
ACH-000770,-0.27675254252128145
ACH-000771,-0.3068857276918861
ACH-000773,-0.3053184128755947
ACH-000776,-0.3454581136166048
ACH-000777,-0.15425331060860356
ACH-000778,-0.17667229549194682
ACH-000781,-0.280185795689337
ACH-000782,-0.18690381297458966
ACH-000783,-0.435056055478884
ACH-000784,-0.3067011682024125
ACH-000785,-0.3195512386499865
ACH-000787,-0.3931310515525953
ACH-000788,-0.19588572814960675
ACH-000791,-0.2808620297451523
ACH-000792,-0.12859769309856195
ACH-000794,-0.2239588830375244
ACH-000796,-0.3048552958317481
ACH-000798,-0.23205658013081046
ACH-000799,-0.20284983965168812
ACH-000800,-0.4811440480244113
ACH-000802,-0.3255006600364809
ACH-000804,-0.29553650586623603
ACH-000805,-0.05904482143762505
ACH-000809,-0.2368574022139988
ACH-000810,-0.27152087178766743
ACH-000811,-0.3222739609177703
ACH-000817,-0.13999401173093573
ACH-000819,-0.2289501222404438
ACH-000820,-0.2790753494911834
ACH-000821,-0.2894554230184843
ACH-000822,-0.2395073432270465
ACH-000823,-0.19050805009325134
ACH-000824,-0.392505118505086
ACH-000827,-0.0793424581552243
ACH-000829,-0.2736477517470288
ACH-000831,-0.4891148644085988
ACH-000832,-0.30000331593904683
ACH-000833,-0.20565290433292147
ACH-000834,-0.15372623617270004
ACH-000835,-0.16652272394083048
ACH-000836,-0.1575331493635497
ACH-000837,-0.0626765329228502
ACH-000838,-0.17665736266421156
ACH-000839,-0.17487912939987998
ACH-000840,-0.16734480178414993
ACH-000841,-0.29933044966747724
ACH-000843,-0.2421882093940535
ACH-000846,-0.2347446841445749
ACH-000847,-0.17801586581508416
ACH-000848,-0.31249744107981864
ACH-000849,-0.08952189521521281
ACH-000851,-0.3307806643727779
ACH-000855,-0.3057776728480872
ACH-000856,-0.3601762355294569
ACH-000858,-0.2256091051397549
ACH-000859,-0.18771482449002927
ACH-000861,-0.31777378195847394
ACH-000862,-0.3192436814050644
ACH-000865,-0.18870785180580424
ACH-000866,-0.2920898720048859
ACH-000867,-0.22482927350644435
ACH-000869,-0.16453649330278014
ACH-000872,-0.21341193550792134
ACH-000873,-0.27523266511400185
ACH-000876,-0.25522104056380623
ACH-000878,-0.3994578573420324
ACH-000880,-0.2275187355691012
ACH-000881,-0.1354721397896932
ACH-000882,-0.2435366363087897
ACH-000884,-0.2009276118478696
ACH-000885,-0.4282508472733936
ACH-000887,-0.23890245810939384
ACH-000889,-0.24389554735225985
ACH-000896,-0.2322226245044145
ACH-000898,-0.2384570592834621
ACH-000900,-0.12112601858991805
ACH-000901,-0.20410686446893986
ACH-000905,-0.3028585173975793
ACH-000906,-0.2701015581843891
ACH-000907,-0.2514967875907428
ACH-000910,-0.4866660456009371
ACH-000911,-0.2548739193423871
ACH-000912,-0.3637293819280709
ACH-000913,-0.2827607634714205
ACH-000915,-0.1813532818023876
ACH-000916,-0.4674315361704969
ACH-000917,-0.22221297862417505
ACH-000920,-0.06916921466329347
ACH-000921,-0.11128440099033676
ACH-000924,-0.2148908124332612
ACH-000926,-0.5026995255297276
ACH-000928,-0.3733113107640781
ACH-000929,-0.2668397976693345
ACH-000932,-0.3749859625987931
ACH-000935,-0.22111949404518266
ACH-000936,-0.334049633642901
ACH-000937,-0.17581531126800695
ACH-000938,-0.2767396208776883
ACH-000939,-0.08651939129182146
ACH-000941,-0.1755891355950525
ACH-000943,-0.32013957739929555
ACH-000946,-0.3737739985179369
ACH-000947,-0.2144474610408161
ACH-000948,-0.3201580002647033
ACH-000950,-0.12027940832680165
ACH-000953,-0.1897762274083108
ACH-000954,-0.2948596882661089
ACH-000957,0.014265822072641913
ACH-000958,-0.258010137124647
ACH-000960,-0.0304164730389985
ACH-000963,-0.09781116438333727
ACH-000968,-0.17990306546335086
ACH-000969,-0.3542070649356535
ACH-000972,-0.06092529599848605
ACH-000973,-0.17143508539090518
ACH-000974,-0.19844640538258404
ACH-000978,-0.3710637245146094
ACH-000984,-0.1625869761716328
ACH-000986,-0.12565999257973254
ACH-000988,-0.22677778184420824
ACH-000993,-0.20134745197332507
ACH-000994,-0.2800382010916368
ACH-000996,-0.3217208829636473
ACH-001001,-0.18395451406566346
ACH-001020,-0.2624990875994917
ACH-001028,-0.1906876611194553
ACH-001031,-0.3077493128058717
ACH-001038,-0.21994866636213573
ACH-001048,-0.33831925933346063
ACH-001050,-0.15931554333719766
ACH-001053,-0.1793126668518656
ACH-001054,-0.08913880569187335
ACH-001061,-0.1425813972566321
ACH-001067,-0.0900685232913502
ACH-001075,-0.0744350163298146
ACH-001096,-0.3204667326148917
ACH-001111,-0.24996612522834974
ACH-001119,-0.3626333173865238
ACH-001128,-0.5036859060862169
ACH-001134,-0.17671594837719812
ACH-001151,-0.1871653785851112
ACH-001163,-0.2950557294589935
ACH-001164,-0.07157551905699261
ACH-001183,-0.3746892702442056
ACH-001192,-0.32364612766863626
ACH-001193,-0.03221105697249755
ACH-001196,-0.07483614825532321
ACH-001197,-0.06030920382712414
ACH-001205,-0.490560863894585
ACH-001211,-0.4094974597579842
ACH-001212,-0.11262038676229714
ACH-001228,-0.4138994005159656
ACH-001232,-0.3324264642089637
ACH-001239,-0.13812369419843168
ACH-001270,-0.4748340577724205
ACH-001274,-0.3435753879300659
ACH-001275,-0.3442784844969739
ACH-001277,-0.3554565312391453
ACH-001278,-0.17425371973997514
ACH-001280,-0.2631745808501473
ACH-001283,-0.3173009588512149
ACH-001289,-0.3132179513484442
ACH-001300,-0.194488232885464
ACH-001301,-0.1874683329290528
ACH-001302,-0.20679712202443226
ACH-001306,-0.2944758040386575
ACH-001318,-0.1466514650919853
ACH-001322,-0.2914386590912585
ACH-001328,-0.2493894636620766
ACH-001332,-0.1908921526878156
ACH-001336,-0.17949529581458654
ACH-001346,-0.14232140436773494
ACH-001353,-0.20935114368107752
ACH-001354,-0.10745448270159516
ACH-001367,-0.06548704062724435
ACH-001368,-0.331968391825688
ACH-001374,-0.15465840714928206
ACH-001377,-0.4274038802537045
ACH-001380,-0.2686320420322204
ACH-001391,-0.01220077065837817
ACH-001408,-0.4177894184715431
ACH-001430,-0.4448715944306682
ACH-001431,-0.11093617594768436
ACH-001450,0.021018898256570627
ACH-001496,-0.3254596780409292
ACH-001500,-0.3778541283626836
ACH-001523,-0.0925864490360514
ACH-001532,-0.3313783741279086
ACH-001550,-0.24161751887482924
ACH-001552,-0.459395485974776
ACH-001554,-0.3384059943450989
ACH-001654,-0.3012420802571876
ACH-001735,-0.2775683853400807
ACH-001736,-0.15751603067560968
ACH-001737,-0.15242269232297134
ACH-001740,-0.26187074620968537
ACH-001745,-0.3162543059920946
ACH-001765,-0.2160277226644357
