,GPR37L1 (9283)
ACH-000251,-0.1499205345229616
ACH-000252,-0.09167160580665752
ACH-000253,-0.2101669512821424
ACH-000255,-0.2125172088889455
ACH-000256,-0.1347688273152834
ACH-000257,-0.08039438449396646
ACH-000258,-0.08573347416471573
ACH-000259,-0.12292785905704848
ACH-000260,-0.0626279168590314
ACH-000261,-0.10434362680095688
ACH-000262,-0.0216121635799846
ACH-000263,-0.19366259107499156
ACH-000264,-0.07065183145355912
ACH-000265,-0.20520935363298698
ACH-000266,-0.06585987810397417
ACH-000272,-0.08593259583681781
ACH-000274,-0.1727313792780778
ACH-000277,-0.08819686790415923
ACH-000278,-0.16185819911022487
ACH-000279,0.022271617407362183
ACH-000280,-0.10001002613713007
ACH-000281,-0.06537422780751642
ACH-000288,-0.16057056524261726
ACH-000291,-0.05406867265760771
ACH-000293,-0.24342844999580815
ACH-000294,-0.22393944136852875
ACH-000295,0.015863998492377962
ACH-000296,-0.1970039155646568
ACH-000302,-0.1131791055312374
ACH-000304,-0.173184048865725
ACH-000307,-0.20950874630465768
ACH-000308,-0.03239040091069592
ACH-000310,-0.060707112892528114
ACH-000311,-0.15349289221593213
ACH-000312,-0.0485084646985997
ACH-000315,-0.24450908528091936
ACH-000316,-0.18075649001342456
ACH-000317,-0.2473805527745685
ACH-000318,-0.18670569153642205
ACH-000319,-0.1166756865786089
ACH-000320,-0.08945913672436834
ACH-000322,-0.28433971317291995
ACH-000323,-0.1371341819960766
ACH-000324,-0.017682753783611525
ACH-000329,-0.17302046448640598
ACH-000330,0.058325889307421185
ACH-000331,-0.11445459406963905
ACH-000332,-0.1498084251273673
ACH-000334,-0.1803465501098925
ACH-000335,-0.12317148310334887
ACH-000336,-0.2281839804319112
ACH-000337,-0.2198214876069784
ACH-000338,0.31983472023098897
ACH-000339,-0.0686638037686752
ACH-000341,-0.232092840370257
ACH-000348,-0.11666942979958245
ACH-000350,-0.036041777484297294
ACH-000352,-0.0989922466230649
ACH-000356,-0.18007526455284542
ACH-000361,-0.3141447601501743
ACH-000362,-0.02356245006333944
ACH-000363,-0.06376563889178008
ACH-000364,-0.12938239106636906
ACH-000365,-0.14846036887650113
ACH-000366,-0.001669974862839149
ACH-000368,-0.13467829738836182
ACH-000374,-0.09520954219554333
ACH-000375,-0.10409934359531893
ACH-000376,-0.21495452306033527
ACH-000381,0.0458413301894546
ACH-000383,-0.12093174981393638
ACH-000387,-0.05709671135922625
ACH-000389,-0.0741936163142549
ACH-000390,-0.099714045204916
ACH-000393,-0.13888383944183655
ACH-000395,-0.18361626541166
ACH-000396,-0.11525283117069615
ACH-000397,-0.02231540187663332
ACH-000401,-0.2487445179165118
ACH-000402,-0.2336003228711312
ACH-000403,-0.05208024671728543
ACH-000404,0.23692558526818466
ACH-000406,-0.04265207847242483
ACH-000407,0.00912886794713956
ACH-000408,-0.011446254320313659
ACH-000410,-0.1420766167634035
ACH-000411,-0.13462350967901032
ACH-000414,-0.09002011115380093
ACH-000415,-0.1078230303439916
ACH-000416,-0.227284778683794
ACH-000420,-0.16790384243497386
ACH-000421,-0.07566977579094304
ACH-000424,0.10483526894984184
ACH-000425,-0.08869887137248322
ACH-000426,-0.05630527466060629
ACH-000427,-0.19721664419319404
ACH-000433,0.06214716800113927
ACH-000435,0.06114186421118655
ACH-000436,-0.08487922787482394
ACH-000444,-0.17505962737954264
ACH-000445,-0.11952807537499754
ACH-000448,-0.09132421528524708
ACH-000450,0.005857500862149972
ACH-000452,-0.08698476354718772
ACH-000454,-0.2334733119547562
ACH-000458,-0.20664603618744612
ACH-000459,-0.14792659106428493
ACH-000460,-0.08537457176846909
ACH-000461,0.09667717810122856
ACH-000463,-0.1945024941136824
ACH-000464,-0.09629877074820156
ACH-000466,-0.1782026724702831
ACH-000467,-0.17383367664990168
ACH-000468,-0.1804551540697487
ACH-000469,-0.10259162713426948
ACH-000470,-0.09126489381743587
ACH-000471,-0.04406082987887668
ACH-000472,-0.047201168982776535
ACH-000473,-0.08162962539658188
ACH-000475,-0.07148535821971483
ACH-000476,-0.19075941382555267
ACH-000477,0.05274941333794602
ACH-000479,-0.05940682393469044
ACH-000480,-0.004051865352238045
ACH-000481,-0.03723493620327696
ACH-000483,-0.05212966606697962
ACH-000484,-0.33690293767661456
ACH-000485,-0.12600040724624173
ACH-000486,-0.009377766172262708
ACH-000487,-0.17319391602193596
ACH-000488,-0.12115208341681535
ACH-000490,-0.19328958277757874
ACH-000491,-0.3183280644145305
ACH-000495,-0.24138367541616695
ACH-000496,-0.09478372306073443
ACH-000499,-0.10281696122652824
ACH-000500,0.5497702464578077
ACH-000502,-0.09675040630599306
ACH-000503,-0.4708324013291239
ACH-000505,-0.06411743397163873
ACH-000507,-0.1955167033726023
ACH-000510,-0.17477097799208086
ACH-000511,-0.21594361541781867
ACH-000512,-0.0894898491436787
ACH-000516,-0.20088131437954052
ACH-000517,-0.09819853269551436
ACH-000518,-0.1634089542215894
ACH-000520,-0.07516590701532229
ACH-000521,-0.13303153445109914
ACH-000522,-0.18217659727167215
ACH-000524,-0.1100411460106021
ACH-000527,-0.1697393694428965
ACH-000528,-0.001299399947431949
ACH-000537,-0.11538467230517115
ACH-000541,-0.07528244223070242
ACH-000542,0.06338948625518208
ACH-000544,-0.07318384535767603
ACH-000545,-0.07350160922438792
ACH-000547,-0.2828199223547179
ACH-000548,-0.2464632283423341
ACH-000549,-0.1147747620298559
ACH-000550,-0.18522952045725755
ACH-000552,-0.2461263456685495
ACH-000556,-0.15517561962525256
ACH-000557,-0.006842777478193003
ACH-000569,-0.1148597904371636
ACH-000570,-0.07335226692439771
ACH-000571,-0.1597106382059277
ACH-000573,-0.006354964440961345
ACH-000576,-0.053434185575761066
ACH-000579,-0.16557360066254545
ACH-000580,0.019798223973359674
ACH-000584,-0.14607812523483166
ACH-000585,-0.08744826897688641
ACH-000588,-0.0007831085604390403
ACH-000589,-0.0925035825435783
ACH-000591,-0.030002262251144586
ACH-000593,-0.29663101213113324
ACH-000600,-0.21008316198770624
ACH-000601,-0.16639267419199194
ACH-000605,-0.22737962034370898
ACH-000606,-0.14368373405224855
ACH-000608,-0.13857648987137516
ACH-000614,-0.0015841565190185768
ACH-000616,-0.18952622340599426
ACH-000618,-0.14462676510015424
ACH-000619,-0.1319111153850486
ACH-000620,0.046099123817584464
ACH-000621,0.014365767686022737
ACH-000622,-0.025213105746551296
ACH-000623,-0.08494282264103269
ACH-000624,-0.07613177020305159
ACH-000627,-0.19487263441238767
ACH-000630,-0.18213057799183788
ACH-000631,-0.19586717708512735
ACH-000632,-0.18599260938387668
ACH-000633,-0.12411701329222187
ACH-000637,-0.03452336387339853
ACH-000638,-0.1516074001403531
ACH-000646,-0.07454757293050562
ACH-000647,-0.2545835638299417
ACH-000648,-0.062439996125102475
ACH-000649,-0.1392737822919827
ACH-000651,-0.10082719327711184
ACH-000652,-0.1830311373961128
ACH-000653,-0.1768621070505479
ACH-000657,-0.1830276931982804
ACH-000658,-0.2166705632451732
ACH-000661,-0.02102376130272085
ACH-000662,-0.30838678510549383
ACH-000663,-0.1160413752297637
ACH-000665,-0.11938192157047756
ACH-000671,-0.14096599394679107
ACH-000672,0.20490270992751133
ACH-000673,-0.2132069519537844
ACH-000676,-0.2277400702573337
ACH-000677,-0.012705311988633176
ACH-000681,0.051837508941553284
ACH-000683,-0.1062181323722468
ACH-000684,-0.2631710193232035
ACH-000688,-0.13753313610597548
ACH-000693,-0.12511561059804155
ACH-000694,-0.05117479222473795
ACH-000695,-0.4037532876045535
ACH-000696,-0.13956368456925106
ACH-000697,-0.35434869498759325
ACH-000699,-0.06498223141252656
ACH-000701,-0.19482934773143856
ACH-000706,-0.16325776044010373
ACH-000711,-0.09924076151260616
ACH-000713,-0.20649051339849972
ACH-000714,-0.2144415196620047
ACH-000718,-0.0982942556743536
ACH-000720,-0.07449654905017797
ACH-000721,-0.15329350262133987
ACH-000724,-0.1480632679638006
ACH-000725,-0.10706471021276136
ACH-000732,-0.2869981468130456
ACH-000734,-0.08744843365317095
ACH-000735,-0.1024426496495888
ACH-000736,-0.06696050104068306
ACH-000738,-0.0937011084504484
ACH-000746,-0.002192645895411358
ACH-000747,-0.2485154371995669
ACH-000748,-0.09103822623114964
ACH-000753,-0.12567711840294854
ACH-000756,-0.20627684436697868
ACH-000757,-0.21863680718183945
ACH-000758,-0.1691523339173478
ACH-000760,-0.07977466701985965
ACH-000762,-0.28872462400865384
ACH-000763,-0.2353523362797941
ACH-000764,-0.08187261002271339
ACH-000765,-0.07730324537250714
ACH-000766,-0.08702784327296148
ACH-000767,-0.14704473959470882
ACH-000768,-0.0013346272795286315
ACH-000769,0.020399951676116572
ACH-000770,-0.09644814699773327
ACH-000771,-0.07972910917197246
ACH-000773,-0.251477112145491
ACH-000776,-0.1235382323522376
ACH-000777,-0.3017907911061057
ACH-000778,0.03591132179467736
ACH-000781,-0.17300192093048294
ACH-000782,-0.05713448437914776
ACH-000783,-0.1129006953528043
ACH-000784,-0.0801489051943805
ACH-000785,-0.1450029315709019
ACH-000787,-0.16001967392568653
ACH-000788,-0.056442964461679665
ACH-000791,-0.1269095125211821
ACH-000792,-0.13252182551204345
ACH-000794,-0.03533565273953173
ACH-000796,-0.015427933078447963
ACH-000798,-0.07677619274790436
ACH-000799,0.026771556869005002
ACH-000800,-0.2096767989869168
ACH-000802,-0.10403838304672554
ACH-000804,0.10173805513075697
ACH-000805,-0.0382792394479958
ACH-000809,-0.02690908272804514
ACH-000810,0.2787349036820945
ACH-000811,-0.21530034378651655
ACH-000817,0.0535985044081294
ACH-000819,-0.15414526133163972
ACH-000820,0.026528951523103257
ACH-000821,-0.23393472789527886
ACH-000822,-0.09870755509639327
ACH-000823,-0.09780197778537107
ACH-000824,0.02170442758524131
ACH-000827,-0.058456659905793865
ACH-000829,-0.04930259666444063
ACH-000831,-0.08645306123573647
ACH-000832,-0.018080227495679013
ACH-000833,-0.3222711733526484
ACH-000834,-0.03286901542975475
ACH-000835,-0.14226720375838714
ACH-000836,-0.1864736981021272
ACH-000837,-0.12005708286418397
ACH-000838,-0.2274727543226695
ACH-000839,-0.17429861312315767
ACH-000840,-0.03351823689220645
ACH-000841,-0.0870280194026006
ACH-000843,0.03947461359324793
ACH-000846,-0.11960205102262655
ACH-000847,0.002108811037781383
ACH-000848,-0.011408199628521135
ACH-000849,-0.10092273607620132
ACH-000851,0.023343421079954525
ACH-000855,-0.05036033642293675
ACH-000856,-0.2138122734960045
ACH-000858,-0.12590104357751702
ACH-000859,0.07446833184112253
ACH-000861,-0.10036803021206317
ACH-000862,0.015438740842645234
ACH-000865,-0.12937624513594373
ACH-000866,-0.11599444918535383
ACH-000867,0.02065217923642209
ACH-000869,-0.08021291024027283
ACH-000872,-0.14814979957036736
ACH-000873,-0.12825370131171698
ACH-000876,-0.12776331249427156
ACH-000878,-0.13650495311876665
ACH-000880,-0.05713244153687221
ACH-000881,-0.1279955050477111
ACH-000882,-0.001959540696803305
ACH-000884,-0.06611222564842463
ACH-000885,-0.01446758755053751
ACH-000887,-0.17986726654118046
ACH-000889,-0.11106788705553487
ACH-000896,-0.11841414818843078
ACH-000898,-0.1467487790177239
ACH-000900,-0.1621421773422545
ACH-000901,-0.12099947289032775
ACH-000905,-0.16109191376894158
ACH-000906,-0.11871509084724324
ACH-000907,-0.10380377786922863
ACH-000910,-0.2344660233311582
ACH-000911,-0.113809979023483
ACH-000912,-0.1408455919045156
ACH-000913,-0.005343085538775388
ACH-000915,-0.09328958621917126
ACH-000916,-0.1711347324719609
ACH-000917,-0.07049987696327295
ACH-000920,-0.12821554641944471
ACH-000921,-0.23984443286431645
ACH-000924,-0.1072533668462334
ACH-000926,-0.03628766692856875
ACH-000928,-0.2263877634806048
ACH-000929,-0.09559620481950644
ACH-000932,-0.019876241630612745
ACH-000935,0.022568058994678543
ACH-000936,-0.19007086018816266
ACH-000937,-0.1825135330679837
ACH-000938,-0.09022527596268254
ACH-000939,-0.1516762040154619
ACH-000941,-0.0013637775597762835
ACH-000943,-0.10315154857698593
ACH-000946,-0.07701001780165175
ACH-000947,-0.07230561098295755
ACH-000948,-0.2554637517229909
ACH-000950,-0.11047570900749447
ACH-000953,-0.05285447163501688
ACH-000954,-0.4460654190081647
ACH-000957,0.12203430085032442
ACH-000958,0.1278495100280276
ACH-000960,-0.12169262025374745
ACH-000963,-0.40803723152119975
ACH-000968,0.03349882474666584
ACH-000969,-0.09071515387808277
ACH-000972,-0.3625365327577291
ACH-000973,-0.1472328688670403
ACH-000974,-0.052961339829691735
ACH-000978,-0.2981924074343997
ACH-000984,-0.14007155668309562
ACH-000986,-0.12020501912511608
ACH-000988,-0.037469780234264234
ACH-000993,-0.03842317146790961
ACH-000994,-0.1199712795449324
ACH-000996,-0.06485404908108966
ACH-001001,-0.17832926951746916
ACH-001020,-0.17602930834755942
ACH-001028,-0.10841603624249133
ACH-001031,-0.07157756769517483
ACH-001038,-0.059520289459190676
ACH-001048,-0.1275847203626455
ACH-001050,-0.15741191153237874
ACH-001053,-0.16352274149395296
ACH-001054,-0.22681948610528244
ACH-001061,-0.06891457099120436
ACH-001067,-0.21478412391803495
ACH-001075,0.13983672234554528
ACH-001096,-0.3383058477759123
ACH-001111,-0.008617862443305922
ACH-001119,-0.2161869990392893
ACH-001128,-0.09369110305594604
ACH-001134,0.040881540545340836
ACH-001151,-0.21964332641117307
ACH-001163,-0.252843657860838
ACH-001164,-0.07821749138796179
ACH-001183,-0.4094773475938852
ACH-001192,0.046869605667775295
ACH-001193,-0.2147655490589544
ACH-001196,0.04474180471812002
ACH-001197,-0.32317060699391137
ACH-001205,-0.2539805248262781
ACH-001211,-0.41521987735465105
ACH-001212,0.07448029736157734
ACH-001228,-0.22896450455250605
ACH-001232,-0.3661541758144485
ACH-001239,-0.16625954903889195
ACH-001270,-0.12031741467294367
ACH-001274,-0.21286983990183705
ACH-001275,-0.08020480683554153
ACH-001277,-0.2850330463075993
ACH-001278,-0.14024394395821518
ACH-001280,-0.1964746323388986
ACH-001283,-0.0972887681015781
ACH-001289,-0.0593365776191388
ACH-001300,-0.1788441457434575
ACH-001301,-0.14337165416519582
ACH-001302,0.020557198725651645
ACH-001306,-0.19082220070536732
ACH-001318,-0.2361834419755262
ACH-001322,-0.13860724847440678
ACH-001328,-0.10078131969775243
ACH-001332,-0.1506581918506037
ACH-001336,-0.17375240571278774
ACH-001346,-0.10916584137008736
ACH-001353,-0.19649374642171505
ACH-001354,-0.1996378560400554
ACH-001367,-0.18155038865094966
ACH-001368,-0.16830931816631267
ACH-001374,0.06446022928008435
ACH-001377,-0.030891785316262143
ACH-001380,-0.10215915377238513
ACH-001391,-0.06843617665281332
ACH-001408,-0.1676993388831679
ACH-001430,0.0660520985167981
ACH-001431,-0.11663525555982054
ACH-001450,-0.13885999569728125
ACH-001496,-0.0779495132264163
ACH-001500,0.021823326277376744
ACH-001523,-0.15835704738992654
ACH-001532,-0.05096015664327755
ACH-001550,-0.05403881215080518
ACH-001552,-0.11938453003869624
ACH-001554,-0.12504671964782288
ACH-001654,-0.13964332543743832
ACH-001735,-0.13152327497915228
ACH-001736,-0.15308001581016725
ACH-001737,-0.05672525048373413
ACH-001740,-0.20632029216078826
ACH-001745,-0.011659938276347979
ACH-001765,-0.15727003133102888
