,PI4K2A (55361)
ACH-000207,0.06583121199191692
ACH-000208,-0.24484336897419365
ACH-000210,0.10051253270780704
ACH-000211,-0.1455828782069353
ACH-000215,-0.14982989961348994
ACH-000221,-0.06282512463765401
ACH-000222,-0.18309482118417775
ACH-000223,-0.13942914430629974
ACH-000226,-0.15494582966504042
ACH-000227,-0.09666093465253968
ACH-000228,-0.18913184011279394
ACH-000231,-0.1820837164679664
ACH-000232,-0.08168969510131509
ACH-000233,-0.1453743297386639
ACH-000234,-0.14265719263462995
ACH-000235,-0.11933285969066675
ACH-000237,-0.19551288506027004
ACH-000238,-0.12351920493656028
ACH-000242,-0.18674256401770314
ACH-000243,-0.07806524688473522
ACH-000244,0.08783407728784423
ACH-000246,-0.1401012197140789
ACH-000248,-0.15751354371413775
ACH-000250,-0.1744025292412769
ACH-000251,-0.061712435428668735
ACH-000252,0.13880561214936446
ACH-000253,-0.11798559681747693
ACH-000255,-0.35723727526688803
ACH-000256,-0.1018874502606892
ACH-000257,-0.1807504027452287
ACH-000258,-0.10795666066412893
ACH-000259,-0.1532577271992576
ACH-000260,-0.2151338814991843
ACH-000261,-0.15802179072443692
ACH-000262,-0.13518942834198538
ACH-000263,0.0235447691699728
ACH-000264,-0.15216328283120267
ACH-000265,-0.2797636935978559
ACH-000266,-0.14143346666807435
ACH-000272,-0.10535846203913662
ACH-000274,-0.13193696305425134
ACH-000277,-0.2335316123230023
ACH-000278,-0.3002218759306495
ACH-000279,-0.06356550033751601
ACH-000280,-0.24172155823413774
ACH-000281,-0.16260435770749684
ACH-000288,-0.119036974718004
ACH-000291,-0.20259107199152696
ACH-000293,-0.2873573295426068
ACH-000294,-0.2926122311713574
ACH-000295,-0.3088377828101238
ACH-000296,-0.12750120414772018
ACH-000302,-0.19625965677039992
ACH-000304,-0.2544206402893314
ACH-000307,-0.14042970623503828
ACH-000308,-0.16728771989870286
ACH-000310,-0.1054319503639774
ACH-000311,-0.2528492007130274
ACH-000312,0.014025873017153823
ACH-000315,0.07404336452039997
ACH-000316,-0.2261683363526742
ACH-000317,-0.17425689154768978
ACH-000318,-0.11733173426945538
ACH-000319,-0.04241651245432817
ACH-000320,-0.08108371813098132
ACH-000322,0.022988113598268703
ACH-000323,-0.2320684718667974
ACH-000324,-0.11238416864346444
ACH-000329,-0.1270575167517351
ACH-000330,-0.0146272581992119
ACH-000331,-0.2235176199364132
ACH-000332,-0.16884052229960708
ACH-000334,0.045835885979801434
ACH-000335,-0.05343781435703703
ACH-000336,-0.13648945309158478
ACH-000337,-0.21303919471108634
ACH-000338,0.18955689931277908
ACH-000339,-0.14862451216429806
ACH-000341,-0.0799479073208612
ACH-000348,-0.02595281092188189
ACH-000350,-0.049635132465970885
ACH-000352,-0.07964655571123072
ACH-000356,-0.2685587497955881
ACH-000361,-0.10793077340752998
ACH-000362,-0.17249955812082965
ACH-000363,-0.1500684074661524
ACH-000364,-0.19317253428680345
ACH-000365,-0.006816652339721972
ACH-000366,-0.11102945142145658
ACH-000368,-0.1797831561483615
ACH-000374,-0.2865670491155836
ACH-000375,0.014719941177223387
ACH-000376,-0.1929573453707905
ACH-000381,-0.09258383148823077
ACH-000383,-0.1294447713396871
ACH-000387,-0.2619287832229956
ACH-000389,-0.13998539699650348
ACH-000390,-0.2853638216928354
ACH-000393,-0.2701615047093381
ACH-000395,-0.17366290520286948
ACH-000396,-0.1415898745811181
ACH-000397,-0.18565476310620946
ACH-000401,-0.2338411703791471
ACH-000402,-0.3084952103033015
ACH-000403,-0.14119398168558686
ACH-000404,-0.14970472514781893
ACH-000406,-0.2559664056123855
ACH-000407,-0.05883851960780592
ACH-000408,-0.19482180087558176
ACH-000410,-0.11597521972982965
ACH-000411,-0.20347252534269147
ACH-000414,-0.03586629124463972
ACH-000415,-0.10365467910001197
ACH-000416,-0.1343324728934579
ACH-000420,-0.17547090973533774
ACH-000421,-0.1520166100105254
ACH-000424,-0.1449863945353914
ACH-000425,-0.19225404427783852
ACH-000426,-0.08077065307593466
ACH-000427,-0.32868431587666674
ACH-000433,-0.2155924375521452
ACH-000435,-0.36869854791170703
ACH-000436,-0.13484072778759354
ACH-000444,-0.2365666557739365
ACH-000445,-0.21903181252988302
ACH-000448,-0.15006305592856795
ACH-000450,-0.10249994809160236
ACH-000452,-0.23511621498846716
ACH-000454,-0.191594045631534
ACH-000458,-0.0909064922853047
ACH-000459,-0.07149618434868832
ACH-000460,-0.04669357503763948
ACH-000461,-0.11226300808765786
ACH-000463,-0.11138654827589206
ACH-000464,-0.04747413494077138
ACH-000466,-0.08263588195951233
ACH-000467,-0.17643387715701844
ACH-000468,-0.20358934701892792
ACH-000469,-0.15132934983868765
ACH-000470,-0.04325588049570861
ACH-000471,0.12477065932931672
ACH-000472,-0.11698205089736405
ACH-000473,0.038723474615017066
ACH-000475,-0.21933892043792225
ACH-000476,-0.26693409778306826
ACH-000477,-0.10771144884615796
ACH-000479,-0.24531899491916634
ACH-000480,-0.18058642725436247
ACH-000481,-0.12790140619389911
ACH-000483,-0.2002401840194368
ACH-000484,-0.09155631067074632
ACH-000485,-0.2240961264468282
ACH-000486,-0.11409760019164715
ACH-000487,-0.13460363544930787
ACH-000488,-0.09000291213219988
ACH-000490,-0.19736388758439788
ACH-000491,-0.08202185046243694
ACH-000495,-0.07999255281360064
ACH-000496,-0.13852020798526782
ACH-000499,-0.02297094588772086
ACH-000500,-0.4861200570956023
ACH-000502,-0.1537868590121692
ACH-000503,0.046487308217743495
ACH-000505,-0.12318066410743653
ACH-000507,-0.04567555137839334
ACH-000510,-0.11121027755427644
ACH-000511,-0.010573467416729352
ACH-000512,0.06294006128162423
ACH-000516,-0.15164273101347092
ACH-000517,-0.12942988457716062
ACH-000518,0.04222524939351354
ACH-000520,-0.23475293471525255
ACH-000521,-0.15936230542308008
ACH-000522,-0.008597153116608244
ACH-000524,-0.17746966851829335
ACH-000527,-0.12424108966427842
ACH-000528,-0.17772358657445916
ACH-000537,-0.002765465455771489
ACH-000541,-0.13221017196066295
ACH-000542,-0.18702710205067247
ACH-000544,-0.032587191480465696
ACH-000545,-0.20254112735662347
ACH-000547,-0.3048588411478323
ACH-000548,-0.12857907683598568
ACH-000549,-0.2097413360229644
ACH-000550,-0.19301124527313465
ACH-000552,-0.26135700867898337
ACH-000556,-0.09683093042746918
ACH-000557,-0.21196544194356076
ACH-000569,-0.2415282725197671
ACH-000570,-0.06137122086855739
ACH-000571,-0.05967773328887395
ACH-000573,-0.17566022179115873
ACH-000576,-0.1318557387458852
ACH-000579,-0.4001478244928989
ACH-000580,-0.1415845154508729
ACH-000584,-0.25178176722388995
ACH-000585,-0.14805140562426372
ACH-000588,0.05727461277004761
ACH-000589,-0.1020506493916412
ACH-000591,-0.206133383658464
ACH-000593,0.0022398060964979732
ACH-000600,-0.17684192148045325
ACH-000601,-0.05737266695961692
ACH-000605,-0.11964092675119592
ACH-000606,-0.2334462373660204
ACH-000608,-0.17152896536746895
ACH-000614,-0.111184151350423
ACH-000616,-0.1379121011901599
ACH-000618,-0.17102133138448938
ACH-000619,-0.09569186627374196
ACH-000620,-0.1670825557624306
ACH-000621,-0.216458404945798
ACH-000622,-0.17383979240077846
ACH-000623,-0.21012988024264206
ACH-000624,-0.14357307061801866
ACH-000627,-0.012203862913826928
ACH-000630,-0.1332681034584247
ACH-000631,-0.43749974841505895
ACH-000632,-0.09703724192511587
ACH-000633,-0.0991843534539403
ACH-000637,-0.0749471780879157
ACH-000638,-0.30977824214601685
ACH-000646,0.08885399836366033
ACH-000647,-0.1723249098219019
ACH-000648,-0.13417237550722727
ACH-000649,-0.11258660640357508
ACH-000651,-0.22174455450124333
ACH-000652,0.021479082810327642
ACH-000653,-0.07637129490966449
ACH-000657,-0.05649486192188455
ACH-000658,0.039895386446402975
ACH-000661,0.001549749878882782
ACH-000662,0.13247942635745974
ACH-000663,-0.10277936275366492
ACH-000665,-0.04278689814697687
ACH-000671,-0.22214184255944944
ACH-000672,-0.31306107753247153
ACH-000673,-0.19223323490989688
ACH-000676,-0.12416934097996915
ACH-000677,-0.08065145000307994
ACH-000681,0.023766974169646914
ACH-000683,-0.1550418692385411
ACH-000684,-0.1480313008969424
ACH-000688,-0.16713837539655005
ACH-000693,-0.1266566822712832
ACH-000694,-0.16642498779895484
ACH-000695,-0.26499236179793195
ACH-000696,-0.08783990227942524
ACH-000697,0.09919654765561807
ACH-000699,-0.22305403018504266
ACH-000701,-0.12241599371810108
ACH-000706,-0.14320736660689232
ACH-000711,-0.12136071765872615
ACH-000713,0.05484151319399858
ACH-000714,-0.24215701074150545
ACH-000718,-0.10867565862476844
ACH-000720,-0.23632640941544186
ACH-000721,-0.11269125908238906
ACH-000724,-0.03498149299000892
ACH-000725,-0.07943377722530127
ACH-000732,-0.3828431891891935
ACH-000734,0.006900082488690478
ACH-000735,-0.13506710475798986
ACH-000736,0.00393388502572384
ACH-000738,-0.2990769702357965
ACH-000746,0.09264566013508578
ACH-000747,-0.3961924582067937
ACH-000748,-0.1418473389338429
ACH-000753,-0.07220801995236209
ACH-000756,-0.1120069658890666
ACH-000757,-0.010006769423837544
ACH-000758,-0.3647722855288117
ACH-000760,-0.09443312643160157
ACH-000762,-0.18388445523586672
ACH-000763,-0.03083158401486117
ACH-000764,-0.2685426820931045
ACH-000765,-0.11476795501686328
ACH-000766,-0.15756806482166294
ACH-000767,-0.08957603608115687
ACH-000768,-0.09742261918982616
ACH-000769,-0.3112118866699461
ACH-000770,-0.0748718313091756
ACH-000771,0.004690580519034482
ACH-000773,-0.3839834116328107
ACH-000776,-0.024910478411033155
ACH-000777,-0.14289213552009547
ACH-000778,-0.209056470177744
ACH-000781,-0.1034808679375404
ACH-000782,-0.18870846670129005
ACH-000783,-0.14442423160244153
ACH-000784,-0.1946696383053782
ACH-000785,-0.07828525977605212
ACH-000787,-0.09999286716137036
ACH-000788,-0.16226396688895725
ACH-000791,-0.20747563262386765
ACH-000792,0.02346531124048453
ACH-000794,-0.13161687947512488
ACH-000796,-0.14059651994623126
ACH-000798,-0.0379073066021792
ACH-000799,-0.462070953731024
ACH-000800,-0.013505713376029134
ACH-000802,-0.16413894450759664
ACH-000804,-0.14067446027432662
ACH-000805,-0.1269167065657283
ACH-000809,-0.14384729547355035
ACH-000810,-0.12103350157984212
ACH-000811,-0.18861933491597133
ACH-000817,0.04776569827249686
ACH-000819,-0.12050574837518445
ACH-000820,-0.029160799916929124
ACH-000821,-0.10866839075802727
ACH-000822,-0.1631558875264227
ACH-000823,-0.10082509758465363
ACH-000824,-0.18604306419435454
ACH-000827,-0.1463553738443149
ACH-000829,-0.21174442746770725
ACH-000831,-0.20133028113552495
ACH-000832,-0.1941530277617336
ACH-000833,-0.1413425454817213
ACH-000834,-0.26662433333663976
ACH-000835,0.023500742253619845
ACH-000836,-0.1952264559760813
ACH-000837,-0.07986160050953353
ACH-000838,-0.3947406217337465
ACH-000839,-0.20335290979247614
ACH-000840,-0.20802324825625895
ACH-000841,0.09429776789356492
ACH-000843,-0.04850389606538754
ACH-000846,-0.08944130087844954
ACH-000847,-0.21999300524050167
ACH-000848,-0.14008785255192302
ACH-000849,-0.0726131191875734
ACH-000851,-0.2679327738592813
ACH-000855,-0.005635006828414602
ACH-000856,-0.11558788404984913
ACH-000858,-0.14829661808853709
ACH-000859,-0.3247703296715819
ACH-000861,-0.2789363040212376
ACH-000862,-0.003767190147803668
ACH-000865,-0.1166619924587587
ACH-000866,-0.12554977504296555
ACH-000867,-0.24105992937046736
ACH-000869,-0.1368877215050735
ACH-000872,0.008721200939160843
ACH-000873,-0.04727764240212202
ACH-000876,-0.09520952762618637
ACH-000878,-0.2143706059138575
ACH-000880,-0.16792216624724926
ACH-000881,-0.26261653857471584
ACH-000882,-0.279443048258538
ACH-000884,-0.2314999509714579
ACH-000885,0.036208507784429626
ACH-000887,-0.11624752044986207
ACH-000889,-0.13039261203062588
ACH-000896,-0.2580893603825529
ACH-000898,-0.16867052545691755
ACH-000900,-0.21006235851153812
ACH-000901,-0.15777426114204807
ACH-000905,-0.2295242896435885
ACH-000906,-0.07443381103191785
ACH-000907,-0.03326010960140677
ACH-000910,-0.19937146763839814
ACH-000911,-0.2039397177141035
ACH-000912,-0.1624429261045844
ACH-000913,-0.0969503946248612
ACH-000915,-0.08204919232198307
ACH-000916,0.2424808074302451
ACH-000917,-0.015313849945869753
ACH-000920,-0.09446862570983428
ACH-000921,-0.15757624899889608
ACH-000924,-0.15749706067759664
ACH-000926,-0.25277584532763897
ACH-000928,-0.16501655061988654
ACH-000929,-0.13046650384564956
ACH-000932,-0.22249200473754646
ACH-000935,0.02359560564255888
ACH-000936,-0.11982424644220195
ACH-000937,-0.19317190052487448
ACH-000938,0.01124834344791188
ACH-000939,-0.14640517697796485
ACH-000941,-0.07300682698617451
ACH-000943,-0.13393670925871834
ACH-000946,-0.11994129935643713
ACH-000947,-0.13027072743302107
ACH-000948,-0.13003325792813486
ACH-000950,-0.04911910067587814
ACH-000953,-0.10616698212602144
ACH-000954,0.1183928478837126
ACH-000957,0.015765440284834217
ACH-000958,-0.2849171624200352
ACH-000960,-0.2124227975711796
ACH-000963,-0.28796344295413184
ACH-000968,-0.2208443103902442
ACH-000969,-0.21834115736338727
ACH-000972,-0.04040501178717856
ACH-000973,-0.09834818846736268
ACH-000974,-0.2643058930380464
ACH-000978,-0.2936614642184224
ACH-000984,-0.037148769970922785
ACH-000986,-0.13115445255059838
ACH-000988,0.015754217729224664
ACH-000993,-0.2135141671056514
ACH-000994,-0.21268006533997968
ACH-000996,-0.2834478101185327
ACH-001001,-0.1307188420536735
ACH-001020,-0.14751820685606304
ACH-001028,-0.08448007594496344
ACH-001031,-0.2577096395091625
ACH-001038,-0.08521677125356095
ACH-001048,0.01690285769058562
ACH-001050,-0.15025151696327652
ACH-001053,-0.3167506712537975
ACH-001054,-0.13389352626202988
ACH-001061,-0.1743263523586623
ACH-001067,-0.1531844755859171
ACH-001075,-0.03553213476902769
ACH-001096,0.008697448894242652
ACH-001111,-0.17147840854210375
ACH-001119,0.014712877860200684
ACH-001128,-0.22603042325874215
ACH-001134,-0.08384923262874402
ACH-001151,-0.17060662526627368
ACH-001163,-0.23836862187737756
ACH-001164,0.05326587463058005
ACH-001183,0.02071684416862576
ACH-001192,-0.0009772942969331706
ACH-001193,-0.031841587204552976
ACH-001196,-0.052616515446856735
ACH-001197,0.1292650998165261
ACH-001205,-0.06932896069803658
ACH-001211,0.07087179371848178
ACH-001212,-0.07564267166198671
ACH-001228,-0.10586586669341012
ACH-001232,-0.19095978053629584
ACH-001239,-0.2633787447212922
ACH-001270,-0.027940475188572768
ACH-001274,-0.12667010306847565
ACH-001275,-0.1312623341006075
ACH-001277,-0.2477340167116491
ACH-001278,0.044558094230061525
ACH-001280,-0.0932692094959106
ACH-001283,-0.06731700040003437
ACH-001289,-0.04429867843446776
ACH-001300,-0.19574193850439076
ACH-001301,-0.0539673462447907
ACH-001302,-0.472266609087918
ACH-001306,-0.15843947637322614
ACH-001318,-0.12580714258645784
ACH-001322,-0.11284522846935192
ACH-001328,-0.1796354207289431
ACH-001332,-0.4474966672842256
ACH-001336,-0.21538230217878696
ACH-001346,-0.1040036402022513
ACH-001353,-0.11603247759035662
ACH-001354,-0.2048598265523582
ACH-001367,-0.003414836872548234
ACH-001368,-0.0991660752909086
ACH-001374,-0.2146010909378908
ACH-001377,-0.09388571241166893
ACH-001380,-0.18058290387347986
ACH-001391,-0.10873500246757327
ACH-001408,-0.019406046180292853
ACH-001430,-0.05660624187061236
ACH-001431,-0.1232902876103858
ACH-001450,-0.12611412763841273
ACH-001496,-0.10692128979168228
ACH-001500,-0.030949352536918676
ACH-001523,-0.1664812596047931
ACH-001532,-0.19333156542310545
ACH-001550,-0.10582622173448687
ACH-001552,-0.027792235327474168
ACH-001554,-0.10244404333810354
ACH-001654,-0.13761025689195325
ACH-001735,-0.2567492705396513
ACH-001736,-0.18622385104532932
ACH-001737,-0.3097306913207501
ACH-001740,-0.15149088119724718
ACH-001745,-0.1587373468308423
ACH-001765,-0.22270008915694667
