,NUDT16L1 (84309)
ACH-000433,-0.5667871089475289
ACH-000435,-0.2509778532337665
ACH-000436,-0.07690716400946661
ACH-000444,-0.2387271156799416
ACH-000445,-0.3641327118644009
ACH-000448,-0.3047692450745748
ACH-000450,-0.4217654715778249
ACH-000452,-0.21530946716141333
ACH-000454,-0.03409369779867938
ACH-000458,-0.1775962523872394
ACH-000459,-0.2825146586543621
ACH-000460,-0.3697294004893313
ACH-000461,-0.14672314059045166
ACH-000463,-0.3395153225124907
ACH-000464,-0.2787866473350008
ACH-000466,-0.1909007752136897
ACH-000467,-0.2767390077898241
ACH-000468,-0.3297012643987096
ACH-000469,-0.06941217357935074
ACH-000470,-0.11683202440647306
ACH-000471,-0.3645047003848016
ACH-000472,-0.2403399106196797
ACH-000473,-0.20202377319152573
ACH-000475,-0.20452712370688328
ACH-000476,-0.2917174507489127
ACH-000477,-0.2299535559083005
ACH-000479,-0.19377275307158187
ACH-000480,-0.2127962345748031
ACH-000481,-0.2279301088080037
ACH-000483,-0.5231283947971003
ACH-000484,-0.30067137958588763
ACH-000485,-0.3810963907570172
ACH-000486,-0.2462445799669665
ACH-000487,-0.1587364623457809
ACH-000488,-0.1623749121175651
ACH-000490,-0.34127127022305154
ACH-000491,-0.09318133070244076
ACH-000495,-0.4130622507405921
ACH-000496,-0.19219908959744292
ACH-000499,0.0024377574626062307
ACH-000500,-0.9053675869812596
ACH-000502,-0.4337318932814213
ACH-000503,-0.3865243729706467
ACH-000505,-0.2361424421651223
ACH-000507,-0.2543930899175834
ACH-000510,-0.26313030107328106
ACH-000511,-0.2122581707573973
ACH-000512,-0.3380928169173173
ACH-000516,-0.26678423828756465
ACH-000517,-0.2392878847489848
ACH-000518,-0.07513231508255988
ACH-000520,-0.2410894771335194
ACH-000521,-0.20238402699683206
ACH-000522,-0.1835958546285609
ACH-000524,-0.3057062022489653
ACH-000527,-0.2700309006672555
ACH-000528,-0.3550823123809121
ACH-000537,-0.18736479997163255
ACH-000541,-0.14329573617004038
ACH-000542,-0.2392054089481494
ACH-000544,-0.11577139046059695
ACH-000545,-0.2439144971774759
ACH-000547,0.1928077402527544
ACH-000548,-0.17438600973032126
ACH-000549,0.010709581933401626
ACH-000550,-0.2067692713710413
ACH-000552,-0.3777605081700065
ACH-000556,-0.15384893099211805
ACH-000557,-0.1890422529127848
ACH-000569,-0.4244642893830694
ACH-000570,-0.22392439786468346
ACH-000571,-0.2711584782322121
ACH-000573,-0.1329641199272592
ACH-000576,-0.1691300343670689
ACH-000579,-0.1559500840816122
ACH-000580,-0.15128034820793962
ACH-000584,-0.3491849044528342
ACH-000585,-0.28096658722531304
ACH-000588,-0.13312865826916434
ACH-000589,-0.5508455702146559
ACH-000591,-0.10245073807065842
ACH-000593,-0.23759075228715434
ACH-000600,-0.2385960272226435
ACH-000601,-0.2661252645893273
ACH-000605,-0.10530228406633403
ACH-000606,-0.3672512280265563
ACH-000608,-0.24508550339434185
ACH-000614,-0.21231792454433115
ACH-000616,-0.2711205798274544
ACH-000618,-0.1228648218049432
ACH-000619,-0.2979305654719878
ACH-000620,-0.2777351270215437
ACH-000621,-0.3334936652703631
ACH-000622,-0.3363285009563641
ACH-000623,-0.30803518856787704
ACH-000624,-0.3005039786376398
ACH-000627,-0.0836426493980896
ACH-000630,-0.2729924499000554
ACH-000631,0.009442721443790941
ACH-000632,-0.2511940902732635
ACH-000633,-0.3616194815692276
ACH-000637,-0.22414226909695975
ACH-000638,-0.2872016397081596
ACH-000646,-0.3704835877721177
ACH-000647,-0.33267957787051644
ACH-000648,-0.4751023895275451
ACH-000649,-0.28649264371000843
ACH-000651,-0.18994981519350995
ACH-000652,-0.2741227930812905
ACH-000653,-0.0841733801097208
ACH-000657,-0.3311997271043544
ACH-000658,-0.20066556459236368
ACH-000661,-0.20343256934321308
ACH-000662,-0.2888847597865281
ACH-000663,-0.3285835594561968
ACH-000665,-0.16934053829183948
ACH-000671,-0.23031083779093905
ACH-000672,0.11797343725140852
ACH-000673,-0.23799621744521596
ACH-000676,-0.16823072838075528
ACH-000677,-0.20726511419304533
ACH-000681,-0.2100485512932625
ACH-000683,-0.29260842084560923
ACH-000684,-0.16662747690816151
ACH-000688,-0.14348701134761502
ACH-000693,-0.16569234444900632
ACH-000694,-0.04569487872299285
ACH-000695,-0.340897646372332
ACH-000696,-0.2398515428766104
ACH-000697,-0.2607779683649112
ACH-000699,-0.4363174173513673
ACH-000701,-0.2303824573215051
ACH-000706,-0.1573885008506364
ACH-000711,-0.21646490505265115
ACH-000713,-0.5049279787232828
ACH-000714,-0.3211232106218904
ACH-000718,-0.18753692053301374
ACH-000720,-0.21118133746191814
ACH-000721,-0.4565381852288634
ACH-000724,-0.224126077588898
ACH-000725,-0.3330959446418066
ACH-000732,-0.13471583190058706
ACH-000734,-0.2534110827761707
ACH-000735,-0.19727966230135413
ACH-000736,-0.3188298584759779
ACH-000738,-0.09571541872222272
ACH-000746,-0.3514871523204146
ACH-000747,-0.1878518595241481
ACH-000748,-0.1853928707724373
ACH-000753,-0.18341230513154325
ACH-000756,-0.2651115846321597
ACH-000757,-0.16100343104694678
ACH-000758,-0.225240656228722
ACH-000760,-0.14476472454798567
ACH-000762,-0.2832860994409025
ACH-000763,-0.16260355016268974
ACH-000764,-0.34123384471576074
ACH-000765,-0.2417493553556781
ACH-000766,-0.2153480452385765
ACH-000767,-0.31825933801651235
ACH-000768,-0.20079109723482844
ACH-000769,-0.26998307618095857
ACH-000770,-0.34909120317499026
ACH-000771,-0.3690044446113127
ACH-000773,-0.39347213640978657
ACH-000776,-0.3940794003633556
ACH-000777,-0.1517192093358268
ACH-000778,-0.08320236673950594
ACH-000781,-0.19500025678830496
ACH-000782,0.0214942669919067
ACH-000783,-0.4612259695561541
ACH-000784,-0.034077818675244245
ACH-000785,-0.1306430706713788
ACH-000787,-0.24397081420108946
ACH-000788,-0.26600084741203506
ACH-000791,-0.2845862383694885
ACH-000792,-0.2681005779390832
ACH-000794,-0.1993390120890608
ACH-000796,-0.3230422583796219
ACH-000798,-0.3615463620478565
ACH-000799,-0.21873968285775708
ACH-000800,-0.3743481226838293
ACH-000802,-0.2925033103111621
ACH-000804,-0.3358098681984379
ACH-000805,-0.12690814065444353
ACH-000809,-0.17483736611807252
ACH-000810,-0.4935488709596145
ACH-000811,-0.2464855105821547
ACH-000817,-0.058788065506429565
ACH-000819,-0.16947276276580112
ACH-000820,-0.2395839955833623
ACH-000821,-0.08901460222167418
ACH-000822,-0.28726592901020515
ACH-000823,-0.18255316438036392
ACH-000824,-0.2750983003945772
ACH-000827,-0.2927653991128689
ACH-000829,-0.1252976195702361
ACH-000831,-0.3733189464025327
ACH-000832,-0.22218070047057206
ACH-000833,-0.4433655289003303
ACH-000834,-0.294355068984312
ACH-000835,-0.1666796386006551
ACH-000836,-0.2192273912696205
ACH-000837,-0.07780833363756627
ACH-000838,-0.3280261116251757
ACH-000839,-0.2149420240039441
ACH-000840,-0.13886988552641505
ACH-000841,-0.3413846732363681
ACH-000843,-0.16228936576110856
ACH-000846,-0.14380397064038214
ACH-000847,0.042851376584804604
ACH-000848,-0.1931469939872752
ACH-000849,-0.2612035470034578
ACH-000851,-0.2989110584779147
ACH-000855,-0.2901431100744484
ACH-000856,-0.2799274904937382
ACH-000858,-0.1529836672908621
ACH-000859,-0.3820063440476714
ACH-000861,-0.18666306745621236
ACH-000862,-0.15470487109702027
ACH-000865,-0.16377778576822025
ACH-000866,-0.21511551454332944
ACH-000867,-0.2558783812693546
ACH-000869,-0.3433088483149195
ACH-000872,-0.2276459933088545
ACH-000873,-0.22619892913986656
ACH-000876,-0.2891840008948121
ACH-000878,-0.17471526123559955
ACH-000880,-0.32435317707638683
ACH-000881,-0.2783472565047319
ACH-000882,-0.27468789132266713
ACH-000884,-0.11085914119085803
ACH-000885,-0.19776818042197872
ACH-000887,-0.17831878951260732
ACH-000889,-0.1492365299590849
ACH-000896,-0.1996006933350296
ACH-000898,-0.20149592613548847
ACH-000900,-0.3789407248729224
ACH-000901,-0.34874679551148363
ACH-000905,-0.2694096299161234
ACH-000906,-0.1994931867591347
ACH-000907,-0.3362968992105169
ACH-000910,-0.2732169531900951
ACH-000911,-0.3942933192349696
ACH-000912,-0.21822575805192246
ACH-000913,-0.05853949448914988
ACH-000915,-0.22782137004849945
ACH-000916,0.040878727241349166
ACH-000917,-0.16183941823770795
ACH-000920,-0.3031309398148561
ACH-000921,-0.2761070333719534
ACH-000924,-0.2460811939104117
ACH-000926,-0.2502362028659458
ACH-000928,-0.2817620604463427
ACH-000929,-0.4082904261262221
ACH-000932,-0.3163500823638624
ACH-000935,-0.35577671989940496
ACH-000936,-0.32007443309465555
ACH-000937,-0.12468859839106168
ACH-000938,-0.1982039688299852
ACH-000939,-0.3468474992760195
ACH-000941,-0.288289398229778
ACH-000943,-0.3679955863545564
ACH-000946,-0.2562327529359365
ACH-000947,-0.3800780972627919
ACH-000948,-0.1485356585311164
ACH-000950,-0.3164369164892572
ACH-000953,-0.1958561569347296
ACH-000954,-0.141347724228052
ACH-000957,-0.1530362205746931
ACH-000958,-0.19854299238224307
ACH-000960,-0.3322819756255793
ACH-000963,-0.17319587169603384
ACH-000968,-0.21308107068096568
ACH-000969,-0.16331683852482326
ACH-000972,-0.3721358128943564
ACH-000973,-0.1734009442718621
ACH-000974,-0.2578768383376396
ACH-000978,-0.15952484721449325
ACH-000984,-0.37553078006967183
ACH-000986,-0.414566799937334
ACH-000988,-0.1474805818531065
ACH-000993,-0.24144984971447675
ACH-000994,-0.2475339451621482
ACH-000996,-0.28719256449583364
ACH-001001,-0.2044305036230456
ACH-001020,-0.3054146647249678
ACH-001028,-0.17806968252531566
ACH-001031,-0.21447867654757416
ACH-001038,-0.1945834178024461
ACH-001048,-0.20143511229051872
ACH-001050,-0.2134326170836851
ACH-001053,-0.06315808797364762
ACH-001054,-0.21989969537218926
ACH-001061,-0.1897440097263856
ACH-001067,-0.436946287410504
ACH-001075,-0.1521902838284691
ACH-001096,-0.08797158369187713
ACH-001111,0.012854554275446002
ACH-001119,-0.4314263893474316
ACH-001128,-0.2104635584718625
ACH-001134,-0.10351517668782263
ACH-001151,-0.11917448303763215
ACH-001163,-0.24998479855763514
ACH-001164,0.025642258234900624
ACH-001183,-0.26661811194439755
ACH-001192,-0.24784237073273316
ACH-001193,-0.2641983770490313
ACH-001196,-0.1858074076500549
ACH-001197,-0.16697428889168775
ACH-001205,-0.33530252862933885
ACH-001211,-0.3761239368334096
ACH-001212,-0.1674612273707234
ACH-001228,-0.3458516217334234
ACH-001232,-0.3588673056308095
ACH-001239,-0.26118726471050124
ACH-001270,-0.043011354413648915
ACH-001274,-0.24090567442674896
ACH-001275,-0.1733667940933329
ACH-001277,-0.22544769895525085
ACH-001278,-0.15010616587030662
ACH-001280,-0.2311901660879633
ACH-001283,-0.16984773205710005
ACH-001289,-0.3796549232666186
ACH-001300,-0.07290185689231457
ACH-001301,-0.300779705690299
ACH-001302,-0.05753623483879406
ACH-001306,-0.27822473536619563
ACH-001318,-0.30568179175425164
ACH-001322,-0.2148596590524552
ACH-001328,-0.12031939049828068
ACH-001332,0.02852469052082836
ACH-001336,-0.17067190725133946
ACH-001346,-0.0557773571510181
ACH-001353,-0.2389082080254197
ACH-001354,-0.30252593414279644
ACH-001367,-0.2740906278605706
ACH-001368,-0.2621738365745636
ACH-001374,-0.4122522769183707
ACH-001377,-0.18586407923386564
ACH-001380,-0.18397311276758968
ACH-001391,-0.2824585516062722
ACH-001408,-0.071304159553121
ACH-001430,-0.2659579806329803
ACH-001431,-0.5914191431960045
ACH-001450,-0.1354519659618303
ACH-001496,-0.10194420018445456
ACH-001500,-0.16589328413213406
ACH-001523,-0.25314532955115865
ACH-001532,-0.2833488771949984
ACH-001550,-0.026609539223498315
ACH-001552,-0.07676352954303145
ACH-001554,-0.18140824497915214
ACH-001654,-0.18784678014376666
ACH-001735,-0.13580257324213255
ACH-001736,-0.08600583570972599
ACH-001737,-0.468863598122948
ACH-001740,-0.15021883066660316
ACH-001745,-0.20944806254263612
ACH-001765,-0.3025344925128428
