,H2AFX (3014)
ACH-000234,-0.5658717293342582
ACH-000235,-0.3272646908239926
ACH-000237,-0.495950324112018
ACH-000238,-0.6018257350736739
ACH-000242,-0.586970706282306
ACH-000243,-0.44987491946220337
ACH-000244,-0.3888781124579036
ACH-000246,-0.7320255654003998
ACH-000248,-0.7068679272450252
ACH-000250,-0.38620615498233424
ACH-000251,-0.6401561868218537
ACH-000252,-0.5576050943722355
ACH-000253,-0.610573459649599
ACH-000255,-0.9078718963074668
ACH-000256,-0.5910078874158922
ACH-000257,-0.38952095933862224
ACH-000258,-0.43348322476148016
ACH-000259,-0.5166042235343117
ACH-000260,-0.5820679928998774
ACH-000261,-0.6521847025725179
ACH-000262,-0.4188895864660323
ACH-000263,-0.2814041488657456
ACH-000264,-0.4267030924878689
ACH-000265,-0.6509271077888535
ACH-000266,-0.3324030337562777
ACH-000272,-0.4688636896062904
ACH-000274,-0.3444042043888836
ACH-000277,-0.4483376606410672
ACH-000278,-0.8679139196208855
ACH-000279,-0.4798028622467931
ACH-000280,-0.5027457148724152
ACH-000281,-0.39357552660678863
ACH-000288,-0.4164519164506503
ACH-000291,-0.4275175568200175
ACH-000293,-0.43434007819619896
ACH-000294,-0.3607693774208048
ACH-000295,-0.43878232425896296
ACH-000296,-0.7551029261866898
ACH-000302,-0.2838785885970643
ACH-000304,-0.5494168519538819
ACH-000307,-0.5567398011925854
ACH-000308,-0.4948146172995295
ACH-000310,-0.4384994645331136
ACH-000311,-0.5638676626137128
ACH-000312,-0.3715691329999045
ACH-000315,-0.2435214559095837
ACH-000316,-0.9213686399211336
ACH-000317,-0.7788123477259191
ACH-000318,-0.6338211712308806
ACH-000319,-0.6724013766903252
ACH-000320,-0.4067494488479205
ACH-000322,-0.4830199876619857
ACH-000323,-0.4639884762411121
ACH-000324,-0.6333240459562993
ACH-000329,-0.4264379237105089
ACH-000330,-0.4557932498745867
ACH-000331,-0.5132688427532838
ACH-000332,-0.360558549085754
ACH-000334,-0.4576409964789106
ACH-000335,-0.5654014401993298
ACH-000336,-0.8469225690423282
ACH-000337,-0.7897828327184114
ACH-000338,-1.0043457848994075
ACH-000339,-0.6039474630921879
ACH-000341,-0.4708411462425692
ACH-000348,-0.4347794141900678
ACH-000350,-0.38493466627004336
ACH-000352,-0.5346073970701729
ACH-000356,-0.4499004380007171
ACH-000361,-0.5850306556413762
ACH-000362,-0.4211447544580452
ACH-000363,-0.4725081326051041
ACH-000364,-0.7515820891857248
ACH-000365,-0.23051219905458445
ACH-000366,-0.27329988210785394
ACH-000368,-0.43950563184740055
ACH-000374,-0.897084056977684
ACH-000375,-0.5940980401812851
ACH-000376,-0.4781714433553989
ACH-000381,-0.5487062020909597
ACH-000383,-0.32079284713284706
ACH-000387,-0.3841787675251337
ACH-000389,-0.5802325189657911
ACH-000390,-0.4621662086407198
ACH-000393,-0.8320056347404394
ACH-000395,-0.222476789332688
ACH-000396,-0.4776386610364744
ACH-000397,-0.3895854981460303
ACH-000401,-0.2571918285493637
ACH-000402,-1.1291879756268697
ACH-000403,-0.33903655016889384
ACH-000404,-0.8067697091248607
ACH-000406,-0.3496697433221617
ACH-000407,-0.7517461409509464
ACH-000408,-0.6180524852820329
ACH-000410,-0.4976928530854866
ACH-000411,-0.6074168549503314
ACH-000414,-0.6232026383886125
ACH-000415,-0.6221695950614546
ACH-000416,-0.3542714582386313
ACH-000420,-0.4689454664393081
ACH-000421,-0.4717061329741924
ACH-000424,-0.6469877431444185
ACH-000425,-0.4645588545268588
ACH-000426,-0.6092734428907172
ACH-000427,-0.3317191115811492
ACH-000433,-0.6647969802642737
ACH-000435,-0.484818784053336
ACH-000436,-0.6579682618055622
ACH-000444,-0.794140130455146
ACH-000445,-0.5454268390467045
ACH-000448,-0.475657413404829
ACH-000450,-0.4140068499812547
ACH-000452,-0.598978465447802
ACH-000454,-0.3506570778680499
ACH-000458,-0.454160758106788
ACH-000459,-0.7982896641644042
ACH-000460,-0.5587837264568801
ACH-000461,-0.6292458235007171
ACH-000463,-0.5377501810219536
ACH-000464,-0.522529226567443
ACH-000466,-0.4136999285034481
ACH-000467,-0.5242192274032805
ACH-000468,-0.3649300440491646
ACH-000469,-0.422980672861741
ACH-000470,0.2277899482580671
ACH-000471,-0.5066156009438032
ACH-000472,-0.468754682658868
ACH-000473,-0.4696138491447294
ACH-000475,-0.4637557535967337
ACH-000476,-0.3978781950208721
ACH-000477,-0.35488421471245823
ACH-000479,-0.3625106234286027
ACH-000480,-0.7253704720716874
ACH-000481,-0.5293340862686922
ACH-000483,-0.3522617771151282
ACH-000484,-0.4631306823828666
ACH-000485,-0.2972773496004648
ACH-000486,-0.6844242532407091
ACH-000487,-0.6869327371364731
ACH-000488,-0.4376749070166639
ACH-000490,-0.5069723148318076
ACH-000491,-0.54383631609949
ACH-000495,-0.5834806628330357
ACH-000496,-0.7082114692282502
ACH-000499,-0.9269391799086903
ACH-000500,-0.5449528802367177
ACH-000502,-0.3762589095983815
ACH-000503,-0.6952912154955637
ACH-000505,-0.418460462488168
ACH-000507,-0.5832416867592556
ACH-000510,-0.318507245813203
ACH-000511,-0.5374056541901767
ACH-000512,-0.5187241521806314
ACH-000516,-0.7643114952410255
ACH-000517,-0.5153833480880958
ACH-000518,-0.4231992245563537
ACH-000520,-0.7256181611153323
ACH-000521,-0.3727548286967235
ACH-000522,-0.8907423120589781
ACH-000524,-0.6799902200535496
ACH-000527,-0.5774082255627716
ACH-000528,-0.6847918195170399
ACH-000537,-0.5106163171961823
ACH-000541,-0.24389087009044585
ACH-000542,-0.5125924901415888
ACH-000544,-0.7045735159897045
ACH-000545,-0.5189290679585208
ACH-000547,-0.5057540456102545
ACH-000548,-0.6140108124682463
ACH-000549,-0.7818153661668937
ACH-000550,-0.3639200640375708
ACH-000552,-0.5116106047438391
ACH-000556,-0.4055969574386525
ACH-000557,-0.4023985202294276
ACH-000569,-0.6821247022756459
ACH-000570,-0.4823666950040949
ACH-000571,-0.5146203892169051
ACH-000573,-0.517424743962874
ACH-000576,-0.4003046371954114
ACH-000579,-0.4569657246140605
ACH-000580,-0.5683174752597615
ACH-000584,-0.8098734128760722
ACH-000585,-0.6094600483214258
ACH-000588,-0.420170144309887
ACH-000589,-0.4373131091290528
ACH-000591,-0.4645849524038331
ACH-000593,-0.3278585214808452
ACH-000600,-0.7318782503846284
ACH-000601,-0.5499848613530157
ACH-000605,-0.6653610333418566
ACH-000606,-0.7058302795313205
ACH-000608,-0.4235417518251128
ACH-000614,-0.29028352368550475
ACH-000616,-0.35869301943817955
ACH-000618,-0.6428140172251035
ACH-000619,-0.677683999270803
ACH-000620,-0.5063800588278562
ACH-000621,-0.4704564474819633
ACH-000622,-0.4999659929035029
ACH-000623,-0.32794662892890225
ACH-000624,-0.5292121469170877
ACH-000627,-0.4611411948608058
ACH-000630,-0.6312984123264678
ACH-000631,-0.3542904896680201
ACH-000632,-0.7076878446670508
ACH-000633,-0.19358434753055667
ACH-000637,-0.8478873941497825
ACH-000638,-0.2887753219725357
ACH-000646,-0.4455511458862628
ACH-000647,-0.7280109265960791
ACH-000648,-0.5618113180537948
ACH-000649,-0.2904134239557724
ACH-000651,-0.25614733129548645
ACH-000652,-0.4058375773750134
ACH-000653,-0.4242128123649937
ACH-000657,-0.5302923815722905
ACH-000658,-0.4200561103878124
ACH-000661,-0.2355747873935367
ACH-000662,-0.6494797656361563
ACH-000663,-0.6996513385923387
ACH-000665,-0.6951788795339083
ACH-000671,-0.39440144136236177
ACH-000672,-0.4196368167498364
ACH-000673,-0.40849116933435997
ACH-000676,-0.4317791178561472
ACH-000677,-0.48345620909620396
ACH-000681,-0.6327616276230081
ACH-000683,-0.4330954294616659
ACH-000684,-0.8675741058940355
ACH-000688,-0.3405953181586284
ACH-000693,-0.6305940695331973
ACH-000694,-0.8044129977617662
ACH-000695,-0.550415367206995
ACH-000696,-0.6905779193752299
ACH-000697,-0.8171449506031948
ACH-000699,-0.5838318342112989
ACH-000701,-0.4308198567855749
ACH-000706,-0.6372589997867727
ACH-000711,-0.5329043653292811
ACH-000713,-0.8561977326911988
ACH-000714,-0.5844815382271067
ACH-000718,-0.2030926861372452
ACH-000720,-0.5361311280541861
ACH-000721,-0.477937022482651
ACH-000724,-0.5297495191875982
ACH-000725,-0.41394288005586777
ACH-000732,-0.6308312929039472
ACH-000734,-0.5844802339653868
ACH-000735,-0.4135099023842549
ACH-000736,-0.5303272437722891
ACH-000738,-0.7297685218216181
ACH-000746,-0.31820977525748195
ACH-000747,-0.2969264954078841
ACH-000748,-0.7488511047418712
ACH-000753,-0.6407847695277711
ACH-000756,-0.7712063731066666
ACH-000757,-0.33559304397115985
ACH-000758,-0.5808902463363458
ACH-000760,-0.4726075790486323
ACH-000762,-0.6416495634201672
ACH-000763,-0.2882491400203201
ACH-000764,-0.8212326116241812
ACH-000765,-0.548404485264223
ACH-000766,-0.09886542391165937
ACH-000767,-0.31053002150359865
ACH-000768,-0.4522899868076429
ACH-000769,-0.533143614590908
ACH-000770,-0.3538480371503683
ACH-000771,-0.4113851845411644
ACH-000773,-0.6214916205995691
ACH-000776,-0.5404303554744596
ACH-000777,-0.7477077753894568
ACH-000778,-0.4725075049309371
ACH-000781,-0.5433072745496446
ACH-000782,-0.3634538404499652
ACH-000783,-0.6842045932044771
ACH-000784,-0.5189697572822458
ACH-000785,-0.4825117200859321
ACH-000787,-0.33134455245898
ACH-000788,-0.8719103227808699
ACH-000791,-0.3399381684590439
ACH-000792,-0.8934473448865042
ACH-000794,-0.7674705837810554
ACH-000796,-0.5540315672153471
ACH-000798,-0.6067394275786642
ACH-000799,-0.7416787401867074
ACH-000800,-0.3070332895181769
ACH-000802,-0.4476277408217661
ACH-000804,-0.861276384673398
ACH-000805,-0.4312514706927532
ACH-000809,-0.2860409130338377
ACH-000810,-0.38614902306237625
ACH-000811,-0.4190190677040493
ACH-000817,-0.5076925513916423
ACH-000819,-0.4243647352616796
ACH-000820,-0.6520283664662913
ACH-000821,-0.15503317188701687
ACH-000822,-0.30007854081583496
ACH-000823,-0.3816462035506989
ACH-000824,-0.5713438959964604
ACH-000827,-0.6932214032721624
ACH-000829,-0.5198466316114482
ACH-000831,-0.7247871850879433
ACH-000832,-0.6319944163541558
ACH-000833,-0.2533783003477901
ACH-000834,-0.6155389876182885
ACH-000835,-0.7205515968798702
ACH-000836,-0.025615771088143537
ACH-000837,-0.5530101853704595
ACH-000838,-0.3957403668382273
ACH-000839,-0.6326641394826771
ACH-000840,-0.6778308385405719
ACH-000841,-0.2917083683174557
ACH-000843,-0.6655738571700814
ACH-000846,-0.6441383919005811
ACH-000847,-0.558451079936737
ACH-000848,-0.6523743364450414
ACH-000849,-0.9220381389036504
ACH-000851,-0.629977049799562
ACH-000855,-0.9263128671600134
ACH-000856,-0.3642514310371784
ACH-000858,-0.4642130106839112
ACH-000859,-0.5189462408948302
ACH-000861,-0.6260442591880183
ACH-000862,-0.5429646601515987
ACH-000865,-0.5898220904818249
ACH-000866,-0.4007639008543974
ACH-000867,-0.4489132013633165
ACH-000869,-0.502288319189752
ACH-000872,-0.6397688389661889
ACH-000873,-0.6142550806048109
ACH-000876,-0.5600087741257135
ACH-000878,-0.6380218612995071
ACH-000880,-0.39305806244411945
ACH-000881,-0.5332864311114905
ACH-000882,-0.5733592721835182
ACH-000884,-0.3726901784753261
ACH-000885,-0.4132638770702945
ACH-000887,-0.4286088627448176
ACH-000889,-0.5606445378914217
ACH-000896,-0.48745034306084106
ACH-000898,-0.3686092164981484
ACH-000900,-0.6620666425324508
ACH-000901,-0.4613939978313363
ACH-000905,-0.6819477404093298
ACH-000906,-0.4749168049832215
ACH-000907,-0.4707762811242559
ACH-000910,-0.39424408344387735
ACH-000911,-0.6756260563642307
ACH-000912,-0.6383480879304216
ACH-000913,-0.5256992868304321
ACH-000915,-0.4490304149958913
ACH-000916,-0.06040945791061165
ACH-000917,-0.4928760862947606
ACH-000920,-0.7605533958223347
ACH-000921,-0.5191885228148008
ACH-000924,-0.20947554025619405
ACH-000926,-0.4836114004295181
ACH-000928,-0.7459660925799403
ACH-000929,-0.4220043711322152
ACH-000932,-0.4366264219063349
ACH-000935,-0.5717141186832866
ACH-000936,-0.5920120054766436
ACH-000937,-0.4882058625465016
ACH-000938,-0.7327378322614302
ACH-000939,-0.35135322432266924
ACH-000941,-0.4277593513388153
ACH-000943,-0.4351982776397795
ACH-000946,-0.4590479072468754
ACH-000947,-0.7047772805613303
ACH-000948,-0.7552090510517098
ACH-000950,-0.5186635770048799
ACH-000953,-0.4941002160718527
ACH-000954,-0.7749401122890542
ACH-000957,-0.7910427704326322
ACH-000958,-0.5875408278249223
ACH-000960,-0.6655523807230492
ACH-000963,-0.6752850649627804
ACH-000968,-0.5047761806796068
ACH-000969,-0.6955503946429981
ACH-000972,-0.5746372031419721
ACH-000973,-0.5201682405278519
ACH-000974,-0.5632982719546379
ACH-000978,-0.4567133130188469
ACH-000984,-0.4436179442538352
ACH-000986,-0.5809772618599134
ACH-000988,-0.3779407453707232
ACH-000993,-0.8149367649858587
ACH-000994,-0.3907029082304377
ACH-000996,-0.6388320336625791
ACH-001001,-0.4294143381942954
ACH-001020,-0.16782949472343714
ACH-001028,-0.5597633118863928
ACH-001031,-0.31449246382777263
ACH-001038,-0.5463407610944268
ACH-001048,-0.634917143748573
ACH-001050,-0.6723259679902039
ACH-001053,-0.7849915387299038
ACH-001054,-0.5879593786403796
ACH-001061,-0.3188696188923474
ACH-001067,-0.5358517593888871
ACH-001075,-0.6684679885765273
ACH-001096,-0.09418898488715458
ACH-001111,-0.28158331631144745
ACH-001119,-0.5569028302519201
ACH-001128,0.6738021845829243
ACH-001134,-0.5629334859131848
ACH-001151,-0.4521313492043571
ACH-001163,-0.469529871920689
ACH-001164,-0.5896143892224877
ACH-001183,-0.31895027048099883
ACH-001192,-0.7402277288662243
ACH-001193,-0.5248194070511247
ACH-001196,-0.8109482353766053
ACH-001197,-0.4976451531972108
ACH-001205,-0.5523902936840184
ACH-001211,-0.4018156870142863
ACH-001212,-0.6869918137025489
ACH-001228,-0.5056754081018675
ACH-001232,-0.5733062355793188
ACH-001239,-0.5561641437671472
ACH-001270,-0.328248975237646
ACH-001274,-0.7758954353676595
ACH-001275,-0.7614973843400161
ACH-001277,-0.5073805658635026
ACH-001278,-0.6111493320092812
ACH-001280,-0.2963993379276772
ACH-001283,-0.5757966077160535
ACH-001289,-0.5085949589429446
ACH-001300,-0.4860395742501394
ACH-001301,-0.6607106625036235
ACH-001302,-0.4378302117165433
ACH-001306,-0.5618274577785902
ACH-001318,-0.4962415361642
ACH-001322,-0.4194548452354954
ACH-001328,-0.5991494328571058
ACH-001332,-0.6892073248578794
ACH-001336,-0.8280698085346893
ACH-001346,-0.4510608000835448
ACH-001353,-0.4899404897995501
ACH-001354,-0.34121735809007553
ACH-001367,-0.6878803167135286
ACH-001368,-0.3390471362726676
ACH-001374,-0.5838970727495353
ACH-001377,-0.4855916316345583
ACH-001380,-0.4209351171785257
ACH-001391,-0.5281476876951144
ACH-001408,-1.1238724547755847
ACH-001430,-0.33030730373369355
ACH-001431,-0.6975440250990517
ACH-001450,-0.8156910724382296
ACH-001496,-0.22852575611529036
ACH-001500,-0.3351969068375512
ACH-001523,-0.4199410385802688
ACH-001532,-0.5941675389555501
ACH-001550,-0.3702458828250425
ACH-001552,-0.8781896169048938
ACH-001554,-0.5748803521033371
ACH-001654,-0.4623672910975258
ACH-001735,-0.3155960507812365
ACH-001736,-0.6399017689220752
ACH-001737,-0.318369058059196
ACH-001740,-0.5076401853564709
ACH-001745,-0.3860916209934678
ACH-001765,-0.4639054221169253
