,LRP5L (91355)
ACH-000483,-0.12547830094908086
ACH-000484,0.055562683108227116
ACH-000485,-0.18253771244828207
ACH-000486,-0.3556810274532332
ACH-000487,-0.2128046464623888
ACH-000488,-0.050121736292702064
ACH-000490,-0.17217481841657648
ACH-000491,-0.13473699040341885
ACH-000495,-0.045410793006206165
ACH-000496,-0.08079708309992226
ACH-000499,-0.26177419740814073
ACH-000500,-0.008135680408028671
ACH-000502,-0.12388942944506612
ACH-000503,-0.2998648155065079
ACH-000505,-0.1739283310103287
ACH-000507,-0.2147108708052144
ACH-000510,-0.15793292580897858
ACH-000511,-0.07320325191206903
ACH-000512,-0.18212802381993598
ACH-000516,-0.2332923693059528
ACH-000517,-0.18852563833177374
ACH-000518,-0.05792390199214946
ACH-000520,-0.07459498970584758
ACH-000521,-0.06352943717384194
ACH-000522,-0.1022328352925218
ACH-000524,-0.14727406342749047
ACH-000527,-0.1706479908702093
ACH-000528,-0.2765191229477724
ACH-000537,-0.20990344261256494
ACH-000541,-0.006871256465168622
ACH-000542,-0.15174161640338688
ACH-000544,-0.13245345388415536
ACH-000545,-0.2625621860330217
ACH-000547,-0.4934637003878847
ACH-000548,-0.07490342365061829
ACH-000549,-0.2255260621817177
ACH-000550,-0.10961302626725487
ACH-000552,-0.040732841649432285
ACH-000556,-0.05860935204096501
ACH-000557,-0.08162713606888286
ACH-000569,0.03833272021859167
ACH-000570,-0.1819671884712362
ACH-000571,-0.10225663918865413
ACH-000573,-0.17350432100343258
ACH-000576,-0.09839034930449994
ACH-000579,0.00794398524568063
ACH-000580,-0.08002113806555705
ACH-000584,-0.18215464453998995
ACH-000585,0.006182879362873005
ACH-000588,-0.27883042383252304
ACH-000589,-0.2811461492448028
ACH-000591,-0.20348520244748414
ACH-000593,-0.011681633206090706
ACH-000600,-0.03140108974967063
ACH-000601,-0.11650986403027586
ACH-000605,-0.17714483247395013
ACH-000606,-0.3495964702859261
ACH-000608,-0.24404778044117376
ACH-000614,-0.13833607122877986
ACH-000616,-0.2944765726293673
ACH-000618,-0.12038027467207672
ACH-000619,-0.1409327751792947
ACH-000620,-0.10691534685385587
ACH-000621,-0.14680689629581994
ACH-000622,-0.18836556356860132
ACH-000623,-0.2231313328175107
ACH-000624,-0.19769382743590047
ACH-000627,-0.21127131868325727
ACH-000630,-0.22335225087729352
ACH-000631,0.05859872526067341
ACH-000632,-0.10672318745116996
ACH-000633,-0.2801298135832069
ACH-000637,-0.2424049021553144
ACH-000638,-0.2996246324063894
ACH-000646,-0.003751945170976228
ACH-000647,-0.2194654628153603
ACH-000648,-0.09114896793129737
ACH-000649,-0.05530484182568706
ACH-000651,-0.2472495610298461
ACH-000652,-0.2550402441727194
ACH-000653,-0.1316457061259844
ACH-000657,-0.16435967762971987
ACH-000658,-0.07417868560160534
ACH-000661,-0.264511972266549
ACH-000662,0.18899373364727884
ACH-000663,-0.06526088725637165
ACH-000665,-0.3950281162295927
ACH-000671,-0.20318929045788992
ACH-000672,-0.3937610563548526
ACH-000673,-0.15709910201990235
ACH-000676,-0.1162973755610726
ACH-000677,-0.12382246495412252
ACH-000681,-0.022430516685084775
ACH-000683,-0.1534725388193951
ACH-000684,-0.16620193801408248
ACH-000688,-0.16068208508508666
ACH-000693,-0.260593836581187
ACH-000694,-0.1399714810665233
ACH-000695,-0.19458650513830028
ACH-000696,-0.14925315623617014
ACH-000697,-0.05259191111976632
ACH-000699,-0.03257204477650765
ACH-000701,0.04942917074877242
ACH-000706,-0.2512125587999251
ACH-000711,-0.10338678265576833
ACH-000713,-0.09007648046679603
ACH-000714,0.04552202405899298
ACH-000718,-0.09344613255496192
ACH-000720,-0.0045580721264532565
ACH-000721,-0.2109492621987462
ACH-000724,0.09594582872183068
ACH-000725,-0.191823889228784
ACH-000732,-0.2266880833619131
ACH-000734,-0.14626207181338294
ACH-000735,-0.19149114367715453
ACH-000736,0.055497310536052905
ACH-000738,-0.17808160726048047
ACH-000746,-0.2108601829559129
ACH-000747,-0.13543051295603414
ACH-000748,-0.2901393300826746
ACH-000753,-0.10713231002673064
ACH-000756,-0.08017996174175311
ACH-000757,-0.3406102799994666
ACH-000758,-0.14693005059442055
ACH-000760,-0.0842959233694901
ACH-000762,-0.3183037573712453
ACH-000763,-0.2566672427393045
ACH-000764,-0.07543905613681906
ACH-000765,-0.11671203712332605
ACH-000766,-0.17068208060876192
ACH-000767,-0.36243386286858653
ACH-000768,-0.26272605978125074
ACH-000769,-0.3162458170383521
ACH-000770,-0.12919782379953906
ACH-000771,-0.20637396119857696
ACH-000773,-0.20227679707451296
ACH-000776,-0.03455800141036717
ACH-000777,-0.012772650264939692
ACH-000778,-0.15347970402136854
ACH-000781,-0.12849414870651146
ACH-000782,-0.3809442622096403
ACH-000783,-0.017569199373371317
ACH-000784,-0.12080689696437448
ACH-000785,0.05358461102980267
ACH-000787,-0.17245357150410448
ACH-000788,-0.1921442794385484
ACH-000791,-0.1660603903135892
ACH-000792,-0.06640381473496013
ACH-000794,-0.09556993217157143
ACH-000796,-0.12061082745005855
ACH-000798,-0.3260549086856562
ACH-000799,0.0018124002771470094
ACH-000800,-0.11216984256630942
ACH-000802,-0.3819881509207895
ACH-000804,0.11642633929594046
ACH-000805,-0.10636614554933996
ACH-000809,-0.23507763154785066
ACH-000810,-0.3115219950128709
ACH-000811,-0.135483795887092
ACH-000817,-0.052629283631612137
ACH-000819,-0.030300714120882626
ACH-000820,-0.4717711376959122
ACH-000821,-0.4011303984294212
ACH-000822,-0.17426712916621148
ACH-000823,-0.25290842753101084
ACH-000824,-0.10020316124669988
ACH-000827,-0.04144923825352352
ACH-000829,-0.25457121956440765
ACH-000831,-0.4178265206445497
ACH-000832,-0.3193103328450705
ACH-000833,-0.1295533605433021
ACH-000834,-0.08221698394030283
ACH-000835,-0.23610664132753784
ACH-000836,-0.2028544439800857
ACH-000837,-0.16204074083199346
ACH-000838,-0.14161594233351013
ACH-000839,-0.15445228980172754
ACH-000840,-0.17608156009932632
ACH-000841,-0.1649057690189333
ACH-000843,-0.2794198575220202
ACH-000846,-0.15131602616835796
ACH-000847,-0.10680219142102854
ACH-000848,-0.2132426484787108
ACH-000849,-0.07483075948494729
ACH-000851,-0.03521769485587452
ACH-000855,-0.12042411919371347
ACH-000856,-0.06709245851563063
ACH-000858,-0.15710784336567965
ACH-000859,-0.2447245083616969
ACH-000861,-0.3366284765798577
ACH-000862,-0.13297929761704408
ACH-000865,-0.3085018149493508
ACH-000866,-0.1333618927828628
ACH-000867,-0.0924631669084682
ACH-000869,-0.1990204915295969
ACH-000872,-0.5685303649477208
ACH-000873,-0.12896648725496634
ACH-000876,-0.19836686656421326
ACH-000878,-0.02520879426801236
ACH-000880,-0.2936083438611092
ACH-000881,-0.07494996307161175
ACH-000882,-0.04213794991579591
ACH-000884,-0.15094872764363534
ACH-000885,-0.3004237678313897
ACH-000887,-0.18633666928769133
ACH-000889,-0.08531750418319392
ACH-000896,-0.16981831933914232
ACH-000898,-0.2487390192161257
ACH-000900,-0.23870841159043715
ACH-000901,-0.5184932678051439
ACH-000905,-0.029889537162482892
ACH-000906,-0.1721981868317302
ACH-000907,-0.1550965853656891
ACH-000910,-0.12866940101874216
ACH-000911,0.013357109666596879
ACH-000912,-0.30594427725322954
ACH-000913,-0.09096602611426266
ACH-000915,-0.1331228528977107
ACH-000916,-0.4055534458236194
ACH-000917,-0.045795044305283035
ACH-000920,-0.0907885907039684
ACH-000921,-0.1614910550215014
ACH-000924,-0.1164439349549596
ACH-000926,-0.09202863418051592
ACH-000928,-0.3614531368402813
ACH-000929,-0.00010915063223967629
ACH-000932,-0.16715055994180406
ACH-000935,0.06835514862431055
ACH-000936,-0.26444321032820395
ACH-000937,-0.11371344277675945
ACH-000938,-0.2557597421844697
ACH-000939,-0.16802985372139648
ACH-000941,-0.29890091481243025
ACH-000943,-0.14637752546738222
ACH-000946,-0.28924345364996235
ACH-000947,-0.18168925749515294
ACH-000948,-0.2279536848277784
ACH-000950,-0.3272622790668555
ACH-000953,-0.18621562479661027
ACH-000954,-0.24696849055512815
ACH-000957,-0.1932151713126723
ACH-000958,-0.18549680341074684
ACH-000960,-0.15064621769617148
ACH-000963,0.07556800969421007
ACH-000968,-0.10183500140674262
ACH-000969,-0.0007167700407931742
ACH-000972,0.18053912427234176
ACH-000973,-0.2102985713046692
ACH-000974,-0.12988479507568926
ACH-000978,-0.1458228983739829
ACH-000984,-0.02976719135018005
ACH-000986,-0.16780570891391114
ACH-000988,-0.15664436457534053
ACH-000993,-0.27089472810470355
ACH-000994,-0.09588943511094768
ACH-000996,-0.3172699240475175
ACH-001001,-0.2890526943416376
ACH-001020,0.01930476432516085
ACH-001028,-0.1697618796469222
ACH-001031,-0.2626507996344365
ACH-001038,-0.1515391541793593
ACH-001048,-0.03980149105605256
ACH-001050,-0.021533526968259192
ACH-001053,-0.14055079189421327
ACH-001054,-0.0649757219102104
ACH-001061,-0.12292560676130565
ACH-001067,-0.40493046625372253
ACH-001075,-0.16123361280687304
ACH-001096,-0.15684573421140693
ACH-001111,-0.280564201630697
ACH-001119,-0.19295055652165372
ACH-001128,-0.09582050860401872
ACH-001134,-0.20747370207990376
ACH-001151,-0.2457202853774003
ACH-001163,-0.1879862405500276
ACH-001164,-0.35878499893240745
ACH-001183,-0.16236795361975082
ACH-001192,-0.03688437228953022
ACH-001193,-0.031967298805229784
ACH-001196,-0.2238600968262564
ACH-001197,-0.41417950432582185
ACH-001205,-0.08428945602672225
ACH-001211,-0.12784130444000938
ACH-001212,-0.1443546587603686
ACH-001228,-0.10237297943426447
ACH-001232,-0.14118351813468527
ACH-001239,-0.1769428577805543
ACH-001270,-0.16164985193533354
ACH-001274,-0.18857067243526726
ACH-001275,-0.06829980231504265
ACH-001277,-0.287018212123593
ACH-001278,-0.16479860450628092
ACH-001280,-0.1466600493779529
ACH-001283,-0.19583915372637506
ACH-001289,-0.04517317966683165
ACH-001300,-0.2420013363163419
ACH-001301,-0.13506025272322153
ACH-001302,-0.4007399105843314
ACH-001306,-0.0721559732777991
ACH-001318,-0.05742538026706408
ACH-001322,-0.22823243598120202
ACH-001328,-0.12411088288045174
ACH-001332,-0.17626357849196206
ACH-001336,-0.3094689899506368
ACH-001346,-0.2753351421360125
ACH-001353,-0.12724243712355482
ACH-001354,-0.09795514558353616
ACH-001367,-0.3361588752789104
ACH-001368,-0.2898884460822065
ACH-001374,-0.3468271213847013
ACH-001377,-0.14284488744421278
ACH-001380,-0.0763077719851685
ACH-001391,-0.33151669094983377
ACH-001408,-0.18247427749861675
ACH-001430,0.12600089497613415
ACH-001431,0.008490023356127457
ACH-001450,-0.2395912770003087
ACH-001496,-0.2591952057049884
ACH-001500,-0.0075485970509056605
ACH-001523,-0.07203212624282597
ACH-001532,-0.1903600248676592
ACH-001550,-0.1304135505759286
ACH-001552,-0.2594335162337787
ACH-001554,-0.1656038123508462
ACH-001654,-0.16420555588139785
ACH-001735,-0.08514750128579653
ACH-001736,-0.1487500617544347
ACH-001737,-0.4137980995034354
ACH-001740,-0.17255487561724892
ACH-001745,-0.10597721300791677
ACH-001765,-0.13874840030629682
