,GUCA2A (2980)
ACH-000490,-0.3899461034924368
ACH-000491,-0.3361408284033888
ACH-000495,-0.28074814330512154
ACH-000496,-0.3670177532457769
ACH-000499,-0.21608008234421608
ACH-000500,-0.6504791619462429
ACH-000502,-0.21652301428717546
ACH-000503,-0.31439914015190057
ACH-000505,-0.1344040183938102
ACH-000507,-0.25095597081941745
ACH-000510,-0.2423099762241456
ACH-000511,-0.3936660554193557
ACH-000512,-0.16203624433581554
ACH-000516,-0.2443006935416944
ACH-000517,-0.39808162562955
ACH-000518,-0.17685419561466742
ACH-000520,-0.2426650073530248
ACH-000521,-0.48091738922068
ACH-000522,-0.3178299930918813
ACH-000524,-0.20703608943966867
ACH-000527,-0.2432703314278548
ACH-000528,-0.2972081752193396
ACH-000537,-0.2801056025249952
ACH-000541,-0.19394991623349656
ACH-000542,-0.2766749000277133
ACH-000544,-0.3196973960978223
ACH-000545,-0.1768095403684339
ACH-000547,-0.09796121951210646
ACH-000548,-0.23602998971641545
ACH-000549,-0.4913687230289878
ACH-000550,-0.3957937685273419
ACH-000552,-0.3195131780460536
ACH-000556,-0.20747027566459905
ACH-000557,-0.30776521095031106
ACH-000569,-0.359014506300579
ACH-000570,-0.3840123219686099
ACH-000571,-0.33750671766419565
ACH-000573,-0.25090054522240723
ACH-000576,-0.2726129657877878
ACH-000579,-0.14178709347547164
ACH-000580,-0.2511193379055747
ACH-000584,-0.21153707675485867
ACH-000585,-0.428514932652368
ACH-000588,-0.47295230386339204
ACH-000589,-0.24484124683290606
ACH-000591,-0.28618527995179377
ACH-000593,-0.31234045885464945
ACH-000600,-0.5304283672300889
ACH-000601,-0.18164669961466015
ACH-000605,-0.3690686109544604
ACH-000606,-0.2700552446502311
ACH-000608,-0.1994359828829729
ACH-000614,-0.3634125515098386
ACH-000616,-0.2554729267968788
ACH-000618,-0.2836454264550477
ACH-000619,-0.30409009515694674
ACH-000620,-0.19942040085934154
ACH-000621,-0.3381538038254701
ACH-000622,-0.37355271405239976
ACH-000623,-0.3240820276335275
ACH-000624,-0.3260927328656053
ACH-000627,-0.20730241253118356
ACH-000630,-0.3615229536500493
ACH-000631,-0.4305916380813762
ACH-000632,-0.22584653183389464
ACH-000633,-0.1455154392368542
ACH-000637,-0.3156368416634417
ACH-000638,-0.419895786143885
ACH-000646,-0.18084931361388168
ACH-000647,-0.10545119427097728
ACH-000648,-0.4600185599441513
ACH-000649,-0.1775184957136988
ACH-000651,-0.16798515413596002
ACH-000652,-0.2938846657529446
ACH-000653,-0.13078504581882938
ACH-000657,-0.373599174902364
ACH-000658,-0.2627999768336928
ACH-000661,-0.2794309313839693
ACH-000662,-0.011321891187315764
ACH-000663,-0.3355147832411826
ACH-000665,-0.2198298328755252
ACH-000671,-0.30320340784788297
ACH-000672,-0.5666304624800813
ACH-000673,-0.3709767421416796
ACH-000676,-0.1925786528746713
ACH-000677,-0.12843238579629335
ACH-000681,-0.05717369254942941
ACH-000683,-0.29841480182781793
ACH-000684,-0.389927402278696
ACH-000688,-0.20310035362166853
ACH-000693,-0.3378670173853289
ACH-000694,-0.2725321575761683
ACH-000695,-0.3764801377291664
ACH-000696,-0.322990185182966
ACH-000697,-0.21350700621702773
ACH-000699,-0.3450183809132412
ACH-000701,-0.20314231874632568
ACH-000706,-0.3397427590910203
ACH-000711,-0.4928056691996295
ACH-000713,-0.3623708841500627
ACH-000714,-0.4960855214859472
ACH-000718,-0.3697653353169731
ACH-000720,-0.26085798725136444
ACH-000721,-0.28843652064834274
ACH-000724,-0.4478679534114927
ACH-000725,-0.29781880473934635
ACH-000732,-0.4971717504528178
ACH-000734,-0.32521455287165274
ACH-000735,-0.4609956647785833
ACH-000736,-0.4907153095102109
ACH-000738,-0.31027324275392704
ACH-000746,-0.059170651711230274
ACH-000747,-0.25546450099618634
ACH-000748,-0.2049252098997096
ACH-000753,-0.2289056019105971
ACH-000756,-0.4249360862187396
ACH-000757,-0.1449277460322759
ACH-000758,-0.3255119515426438
ACH-000760,-0.20674069729630928
ACH-000762,-0.1725310296502061
ACH-000763,-0.13419319962311865
ACH-000764,-0.3928031319034211
ACH-000765,-0.19450930669134067
ACH-000766,-0.17539682289352224
ACH-000767,-0.26616633003375395
ACH-000768,-0.2228657208541543
ACH-000769,-0.1303993065920523
ACH-000770,-0.35890134524399553
ACH-000771,-0.2957241131568322
ACH-000773,-0.4477953491474581
ACH-000776,-0.26050994719664017
ACH-000777,-0.23746000950175686
ACH-000778,-0.2285378423615001
ACH-000781,-0.2095009335775027
ACH-000782,-0.10377726380926357
ACH-000783,-0.3684469297511629
ACH-000784,-0.2543465334758213
ACH-000785,-0.2928338091009353
ACH-000787,-0.2522375030685846
ACH-000788,-0.2538309246215742
ACH-000791,-0.3382209839223572
ACH-000792,-0.18842365209212456
ACH-000794,-0.35049428315745296
ACH-000796,-0.1872424824253264
ACH-000798,-0.3465688104024371
ACH-000799,-0.3605675254509481
ACH-000800,-0.3308202201487229
ACH-000802,-0.2625923134739733
ACH-000804,-0.2399892106072631
ACH-000805,-0.17085325580843974
ACH-000809,-0.21439254320367807
ACH-000810,-0.24110818435070314
ACH-000811,-0.2313241788191466
ACH-000817,-0.4009141555333021
ACH-000819,-0.1983788540679155
ACH-000820,-0.0987926593565421
ACH-000821,-0.3205800100143965
ACH-000822,-0.1326730245594656
ACH-000823,-0.3130393613225431
ACH-000824,-0.2737858915672083
ACH-000827,-0.3707412169317679
ACH-000829,-0.4080229552621579
ACH-000831,-0.2124590402109173
ACH-000832,-0.3616666019817222
ACH-000833,-0.2728406822312276
ACH-000834,-0.4155769595347911
ACH-000835,-0.13863050151247758
ACH-000836,-0.23163293347724534
ACH-000837,-0.2537268436820587
ACH-000838,-0.18493142267618756
ACH-000839,-0.4015301577903256
ACH-000840,-0.4001671118764537
ACH-000841,-0.2064309419760588
ACH-000843,-0.2740700630147241
ACH-000846,-0.4668422832823596
ACH-000847,-0.32201990974749034
ACH-000848,-0.2135340132952484
ACH-000849,-0.2657686865484645
ACH-000851,-0.09759363274299457
ACH-000855,-0.4411286976303856
ACH-000856,-0.3146070946918457
ACH-000858,-0.15861844837390746
ACH-000859,-0.3440432674372008
ACH-000861,-0.2505688816727545
ACH-000862,-0.21044104151337434
ACH-000865,-0.20949152760089668
ACH-000866,-0.3383024136768477
ACH-000867,-0.3155056241624941
ACH-000869,-0.05767463363301875
ACH-000872,-0.26551865557790577
ACH-000873,-0.4811997751272597
ACH-000876,-0.13033987035258293
ACH-000878,0.06553383989439769
ACH-000880,-0.4014386595077905
ACH-000881,-0.16534814933499886
ACH-000882,-0.2130686787849992
ACH-000884,-0.3054562688899171
ACH-000885,-0.2976102297340115
ACH-000887,-0.2752460645793618
ACH-000889,-0.28941071053498285
ACH-000896,-0.2479187158040109
ACH-000898,-0.33292751279881866
ACH-000900,-0.3231530486116882
ACH-000901,-0.2792880624495633
ACH-000905,-0.1723409784183384
ACH-000906,-0.2363625632527737
ACH-000907,-0.4805387313597264
ACH-000910,-0.1990032445302727
ACH-000911,-0.29216193422540426
ACH-000912,-0.3818758636713755
ACH-000913,-0.22682297476007185
ACH-000915,-0.2663090339036921
ACH-000916,-0.5947944200980181
ACH-000917,-0.09239888684705604
ACH-000920,-0.06360726341421087
ACH-000921,-0.4082976352215458
ACH-000924,-0.3491850178397054
ACH-000926,-0.2928860033001403
ACH-000928,-0.41738343814038703
ACH-000929,-0.1343847840604107
ACH-000932,-0.3645176124073888
ACH-000935,-0.4238513656084653
ACH-000936,-0.17064325671774905
ACH-000937,-0.3439913031658676
ACH-000938,-0.06277616434158972
ACH-000939,-0.14999503109086362
ACH-000941,-0.2867854179057078
ACH-000943,-0.2602562902240129
ACH-000946,-0.2032918167295161
ACH-000947,-0.09883623687767427
ACH-000948,-0.40990461578905946
ACH-000950,-0.4987400162256595
ACH-000953,-0.39459265515690173
ACH-000954,-0.6440694281945676
ACH-000957,-0.2952738060975019
ACH-000958,-0.20515834010865813
ACH-000960,-0.2774148317126202
ACH-000963,-0.20468114174279456
ACH-000968,-0.1058639044802884
ACH-000969,-0.26745530194424105
ACH-000972,-0.6092646949791244
ACH-000973,-0.3407338008682075
ACH-000974,-0.25145161295639673
ACH-000978,-0.20618853892163866
ACH-000984,-0.13297987566912806
ACH-000986,-0.2840319937016277
ACH-000988,-0.3783528951369621
ACH-000993,-0.36947503025302203
ACH-000994,-0.313668297457594
ACH-000996,-0.6202513690531094
ACH-001001,-0.3302991756639647
ACH-001020,-0.00856305252022595
ACH-001028,-0.12252169496158966
ACH-001031,-0.10259052694787778
ACH-001038,-0.3816643023638315
ACH-001048,-0.2646397581687898
ACH-001050,-0.31610750922265346
ACH-001053,-0.2901340580339856
ACH-001054,-0.03553516683907583
ACH-001061,-0.3690513261126081
ACH-001067,-0.4008935131614469
ACH-001075,-0.17721415843567442
ACH-001096,-0.2295522527172259
ACH-001111,-0.2846295185166669
ACH-001119,-0.2709180551684171
ACH-001128,-0.3463929161929128
ACH-001134,-0.3227061012909997
ACH-001151,-0.2872249282667633
ACH-001163,-0.23778942295831976
ACH-001164,-0.4091255704332892
ACH-001183,-0.22016079826002635
ACH-001192,-0.003839581745547232
ACH-001193,-0.4005894545198766
ACH-001196,-0.2719317312488656
ACH-001197,-0.12862611647368327
ACH-001205,-0.3270226052001536
ACH-001211,-0.11510081580152302
ACH-001212,-0.02021749064470374
ACH-001228,-0.5657013518150843
ACH-001232,-0.2881129023036493
ACH-001239,-0.4399788609319161
ACH-001270,-0.3731249346112525
ACH-001274,-0.2291708544931625
ACH-001275,0.022566340529888637
ACH-001277,-0.3550607631328497
ACH-001278,-0.3295187521121469
ACH-001280,-0.1765702693277748
ACH-001283,-0.2752678391249845
ACH-001289,-0.1221557365360713
ACH-001300,-0.22339573096932985
ACH-001301,-0.1460992563254141
ACH-001302,-0.3394938328139405
ACH-001306,-0.15791082267014994
ACH-001318,-0.2527804199520666
ACH-001322,-0.11279093364777265
ACH-001328,-0.3049377147131923
ACH-001332,-0.12657968438660036
ACH-001336,-0.20719064806655105
ACH-001346,-0.27851513997992705
ACH-001353,-0.13342397049546587
ACH-001354,-0.08099782580444298
ACH-001367,-0.11363846453379164
ACH-001368,-0.2978279021454297
ACH-001374,-0.3563306344158433
ACH-001377,-0.2599248794472765
ACH-001380,-0.25569513624383633
ACH-001391,-0.1522716808861874
ACH-001408,-0.21699993742750467
ACH-001430,-0.2433103157070853
ACH-001431,-0.35914096833285025
ACH-001450,-0.2975486487242276
ACH-001496,-0.2764479285854823
ACH-001500,-0.27984084348961635
ACH-001523,-0.4185330952022668
ACH-001532,-0.3840764163789336
ACH-001550,-0.3655405815825128
ACH-001552,-0.279788772683211
ACH-001554,-0.16857671277502048
ACH-001654,-0.19827500561643055
ACH-001735,-0.2574976680958947
ACH-001736,-0.3456792055960756
ACH-001737,-0.29499746564234697
ACH-001740,-0.29354708617602737
ACH-001745,-0.308766942801604
ACH-001765,-0.3243327945790735
