,TRMT10C (54931)
ACH-000168,-0.19109804056852492
ACH-000169,-0.5509187388472523
ACH-000178,-0.4378177193180617
ACH-000183,-0.33628474270514197
ACH-000188,-0.2922328249721599
ACH-000189,-0.510326414170407
ACH-000190,-0.3528616390827729
ACH-000198,-0.5041572742823632
ACH-000203,-0.011673113253228291
ACH-000204,-0.5832028787655246
ACH-000206,-0.2069867206504583
ACH-000207,-0.5794343899117472
ACH-000208,-0.2335926445845001
ACH-000210,-0.7955254274736566
ACH-000211,-0.3109109271375338
ACH-000215,-0.33152698996003216
ACH-000221,-0.8624794915709006
ACH-000222,-0.3380324387113073
ACH-000223,-0.25750366033055444
ACH-000226,-0.36627651173444536
ACH-000227,-0.22251241068333946
ACH-000228,-0.3755210701858517
ACH-000231,-0.4123629587876316
ACH-000232,-0.4031529656790289
ACH-000233,-0.35578241118389353
ACH-000234,-0.2810185609062591
ACH-000235,-0.2723633266593924
ACH-000237,-0.18060084432196954
ACH-000238,-0.281853072619512
ACH-000242,-0.3525943230351662
ACH-000243,-0.26567387941731946
ACH-000244,-0.23726118608951136
ACH-000246,-0.5112878572947093
ACH-000248,-0.6528858717347756
ACH-000250,-0.14682177125165302
ACH-000251,-0.3720487098270466
ACH-000252,-0.5882616286532908
ACH-000253,-0.27703563559508143
ACH-000255,-0.32906428804641386
ACH-000256,-0.09245151286210687
ACH-000257,-0.32491175565078795
ACH-000258,-0.24438819606256865
ACH-000259,-0.4401245347067786
ACH-000260,-0.34508829487815323
ACH-000261,-0.3000588317310597
ACH-000262,-0.1825871905630329
ACH-000263,-0.5214709222863035
ACH-000264,-0.34545039235439684
ACH-000265,-0.4158808794737274
ACH-000266,-0.2555490521224022
ACH-000272,-0.21810954871965413
ACH-000274,-0.3925471664033134
ACH-000277,-0.34628270777378417
ACH-000278,-0.18512638840183232
ACH-000279,-0.6043815330230319
ACH-000280,-0.2604674131356485
ACH-000281,-0.4320808566874321
ACH-000288,-0.5106934573775458
ACH-000291,-0.2459732300717147
ACH-000293,-0.4541465285264962
ACH-000294,-0.2553814396427173
ACH-000295,-0.2619198447708567
ACH-000296,-0.35730184676070936
ACH-000302,-0.3769087069612448
ACH-000304,-0.5853132416889825
ACH-000307,-0.33175960923946224
ACH-000308,-0.2405689035421957
ACH-000310,-0.2995712988626569
ACH-000311,-0.3744320861247913
ACH-000312,-0.3827998641642685
ACH-000315,-0.379438712715988
ACH-000316,-0.4419107676653332
ACH-000317,-0.559289608583348
ACH-000318,-0.33930727191307697
ACH-000319,-0.2906075887569314
ACH-000320,-0.3092931137776922
ACH-000322,-0.4543980454440277
ACH-000323,-0.6201772444455219
ACH-000324,-0.2826684922334699
ACH-000329,-0.3913282948555907
ACH-000330,-0.2624196791550613
ACH-000331,-0.5409165200059071
ACH-000332,-0.0950319389917837
ACH-000334,-0.4625109104539218
ACH-000335,-0.29154914091444945
ACH-000336,-0.4883593926521394
ACH-000337,-0.42178102434310333
ACH-000338,-0.8142913800205119
ACH-000339,-0.5590875342825796
ACH-000341,-0.35470586027669404
ACH-000348,-0.3081270810890188
ACH-000350,-0.2424358842481636
ACH-000352,-0.5187381844669892
ACH-000356,-0.3381974445370856
ACH-000361,-0.3919485844474813
ACH-000362,-0.3389561278229156
ACH-000363,-0.418197152395238
ACH-000364,-0.5411470381234159
ACH-000365,-0.580399798623447
ACH-000366,-0.24781704910001
ACH-000368,-0.5112107751848857
ACH-000374,-0.5182437903660514
ACH-000375,-0.4225264598666644
ACH-000376,-0.6189784512061921
ACH-000381,-0.3942107669830726
ACH-000383,-0.5186818505612437
ACH-000387,-0.32869599310683245
ACH-000389,-0.23431653440601094
ACH-000390,-0.31146476774180604
ACH-000393,-0.3373397247900926
ACH-000395,-0.1484423766119613
ACH-000396,-0.4283322580889837
ACH-000397,-0.23309769942715514
ACH-000401,-0.4309651608191363
ACH-000402,-0.2339712695051445
ACH-000403,-0.14844233173344978
ACH-000404,-0.5420477058001817
ACH-000406,-0.38254193063642605
ACH-000407,-0.3558932664500422
ACH-000408,-0.4613450383203577
ACH-000410,-0.5984339925868289
ACH-000411,-0.24091729873205225
ACH-000414,-0.2848147290600363
ACH-000415,-0.39597678449886775
ACH-000416,-0.19490041172485464
ACH-000420,-0.4528752805462149
ACH-000421,-0.30471145933348903
ACH-000424,-0.4972458505491192
ACH-000425,-0.4108581345908473
ACH-000426,-0.24115900057778505
ACH-000427,-0.4129198742874579
ACH-000433,-0.33961695926476154
ACH-000435,-0.5472393362369758
ACH-000436,-0.10682598747810806
ACH-000444,-0.4410979211843956
ACH-000445,-0.3015895356098853
ACH-000448,-0.2888703760447869
ACH-000450,-0.4911417422705036
ACH-000452,-0.3041522399642223
ACH-000454,-0.6607507787915399
ACH-000458,-0.3926452133676681
ACH-000459,-0.6597288203813342
ACH-000460,-0.3280587564249027
ACH-000461,-0.4512286715664418
ACH-000463,-0.3389167257870917
ACH-000464,-0.36535948785257705
ACH-000466,-0.2459105960858417
ACH-000467,-0.327565483678786
ACH-000468,-0.3560086074065981
ACH-000469,-0.5936452251252371
ACH-000470,-0.2345831394405363
ACH-000471,-0.1800858540269733
ACH-000472,-0.29254489187901705
ACH-000473,-0.3670728666170644
ACH-000475,-0.43607112765753214
ACH-000476,-0.7653480364875609
ACH-000477,-0.2857381318957128
ACH-000479,-0.3302548210232565
ACH-000480,-0.30838080750941216
ACH-000481,-0.3286224504749733
ACH-000483,-0.5403560264917321
ACH-000484,-0.15935346831585298
ACH-000485,-0.22176103236609973
ACH-000486,-0.34664959604503925
ACH-000487,-0.572687629105573
ACH-000488,-0.4732278053911062
ACH-000490,-0.3667633435265068
ACH-000491,-0.5545174888511902
ACH-000495,-0.2880198029373376
ACH-000496,-0.30587483303527296
ACH-000499,-0.4727543862580332
ACH-000500,-0.5041493650336129
ACH-000502,-0.3236481501188778
ACH-000503,-0.4983021049075988
ACH-000505,-0.20437593108311333
ACH-000507,-0.2971180403708585
ACH-000510,-0.51289700971921
ACH-000511,-0.4602912001309808
ACH-000512,-0.6251435122446429
ACH-000516,-0.2571176374820894
ACH-000517,-0.2314700755326169
ACH-000518,-0.2354642398388829
ACH-000520,-0.16806805672533906
ACH-000521,-0.42933732276689773
ACH-000522,-0.40105420107933737
ACH-000524,-0.2944686588944396
ACH-000527,-0.3980788409204935
ACH-000528,-0.6265305171494039
ACH-000537,-0.6884350506648811
ACH-000541,-0.3630511418834679
ACH-000542,-0.2829667377091366
ACH-000544,-0.3673527505681785
ACH-000545,-0.538762203319965
ACH-000547,-0.550121035568981
ACH-000548,-0.3381898819459208
ACH-000549,-0.669659530754963
ACH-000550,-0.3341806054154903
ACH-000552,-0.4780130284655608
ACH-000556,-0.3847088861197919
ACH-000557,-0.09728845161209737
ACH-000569,-0.4416293383682376
ACH-000570,-0.3523523662626673
ACH-000571,-0.2914450086812001
ACH-000573,-0.600894338722302
ACH-000576,-0.2292430855303965
ACH-000579,-0.6128728023330622
ACH-000580,-0.35643333109560404
ACH-000584,-0.280946197349029
ACH-000585,-0.2926914574671192
ACH-000588,-0.6173168573160265
ACH-000589,-0.6133873202015931
ACH-000591,-0.35224025862896996
ACH-000593,-0.348420521714651
ACH-000600,-0.3472827525440818
ACH-000601,-0.391205815898678
ACH-000605,-0.4520532592790085
ACH-000606,-0.34398427379607666
ACH-000608,-0.2043136589799662
ACH-000614,-0.78083356944894
ACH-000616,-0.3870671908377968
ACH-000618,-0.480374850980701
ACH-000619,-0.4539960486921469
ACH-000620,-0.4548235187940386
ACH-000621,-0.2744903478063479
ACH-000622,-0.3107689537682491
ACH-000623,-0.26561878019259244
ACH-000624,-0.1923002033099632
ACH-000627,-0.2713235779516425
ACH-000630,-0.482169733238961
ACH-000631,-0.35471811206446263
ACH-000632,-0.3218230406872369
ACH-000633,-0.6280570493329338
ACH-000637,-0.3887016488759323
ACH-000638,-0.4044359011761955
ACH-000646,-0.30964289695831565
ACH-000647,-0.3661804025675484
ACH-000648,-0.4148373275006028
ACH-000649,-0.41792520964771934
ACH-000651,-0.5170438912431349
ACH-000652,-0.4984517783546621
ACH-000653,-0.4674605631428565
ACH-000657,-0.386125861441492
ACH-000658,-0.2945680491132332
ACH-000661,-0.2905559856721557
ACH-000662,-0.14466880233447565
ACH-000663,-0.34405348828340226
ACH-000665,-0.3259106418494706
ACH-000671,-0.3860211437032206
ACH-000672,-0.4627134825301497
ACH-000673,-0.16360323670490926
ACH-000676,-0.5943919782183169
ACH-000677,-0.7124423046903952
ACH-000681,-0.3795344249631437
ACH-000683,-0.3555144756703897
ACH-000684,-0.5122866305524809
ACH-000688,-0.39381427392860896
ACH-000693,-0.4504892138071331
ACH-000694,-0.6328025485641462
ACH-000695,-0.07217336401551233
ACH-000696,-0.6584630093127914
ACH-000697,-0.4171634360292552
ACH-000699,-0.5311782020137008
ACH-000701,-0.4713943560309125
ACH-000706,-0.6045011250401771
ACH-000711,-0.3256321261359271
ACH-000713,-0.2631708110691868
ACH-000714,-0.43057002092308
ACH-000718,-0.2662028223869101
ACH-000720,-0.5626453107132902
ACH-000721,-0.4015434141796459
ACH-000724,-0.2965326710892434
ACH-000725,-0.3308822531221316
ACH-000732,-0.6482191787512773
ACH-000734,-0.4759547334984706
ACH-000735,-0.34717723324553873
ACH-000736,-0.4127486548029932
ACH-000738,-0.6288552742978979
ACH-000746,-0.7337670805513851
ACH-000747,-0.6082816386087827
ACH-000748,-0.2801570516349428
ACH-000753,-0.43955757679912455
ACH-000756,-0.2712652327961062
ACH-000757,-0.43904250268018624
ACH-000758,-0.6655188827225214
ACH-000760,-0.4724833469779068
ACH-000762,-0.406409746811396
ACH-000763,-0.5287261485138016
ACH-000764,-0.6003571459014523
ACH-000765,-0.380759882961721
ACH-000766,-0.31373630471579617
ACH-000767,-0.2476284815797872
ACH-000768,-0.5030003592966139
ACH-000769,-0.2577736023715531
ACH-000770,-0.4780271613588514
ACH-000771,-0.33699602567607106
ACH-000773,-0.26097636877725794
ACH-000776,-0.3510765781747128
ACH-000777,-0.3802553427960767
ACH-000778,-0.3785594531384625
ACH-000781,-0.3606640489088809
ACH-000782,-0.5098159069655455
ACH-000783,-0.15306638905065412
ACH-000784,-0.680345469269556
ACH-000785,-0.36856811156625613
ACH-000787,-0.5026000913806692
ACH-000788,-0.237318922022338
ACH-000791,-0.2710970473676931
ACH-000792,-0.3843567878136423
ACH-000794,-0.1614399879282412
ACH-000796,-0.3801151612735355
ACH-000798,-0.30246808404682424
ACH-000799,-0.4118167112614245
ACH-000800,-0.34286517306444136
ACH-000802,-0.5849579733902409
ACH-000804,-0.1192969169656406
ACH-000805,-0.2551235971251542
ACH-000809,-0.3707772350940365
ACH-000810,-0.1418870117000334
ACH-000811,-0.26972360079753605
ACH-000817,-0.22524691989061102
ACH-000819,-0.5411400518866881
ACH-000820,-0.4182772973590073
ACH-000821,-0.4527199454403965
ACH-000822,-0.24034358926839586
ACH-000823,-0.35890783098571066
ACH-000824,-0.14104697100703106
ACH-000827,-0.1853771890810761
ACH-000829,-0.3128360116588779
ACH-000831,-0.4297590086479539
ACH-000832,-0.3388222325774665
ACH-000833,-0.23970459370156594
ACH-000834,-0.33462671001220823
ACH-000835,-0.5832537066416017
ACH-000836,-0.4313774936700193
ACH-000837,-0.4970213487726115
ACH-000838,-0.11518404601512977
ACH-000839,-0.3147005917324772
ACH-000840,-0.229058781814953
ACH-000841,-0.22140873251482435
ACH-000843,-0.5505634902988391
ACH-000846,-0.3956970521087019
ACH-000847,-0.4762767933142825
ACH-000848,-0.4260509406622262
ACH-000849,-0.6651989519438666
ACH-000851,-0.6604136168004461
ACH-000855,-0.5503830632491219
ACH-000856,-0.3190212347289722
ACH-000858,-0.4715600223149873
ACH-000859,-0.5957009419896244
ACH-000861,-0.4705546752742314
ACH-000862,-0.455609690808245
ACH-000865,-0.5897332868418922
ACH-000866,-0.3441967133803109
ACH-000867,-0.2630441924126287
ACH-000869,-0.615415492116115
ACH-000872,-0.5002849816144809
ACH-000873,-0.2720217247315925
ACH-000876,-0.5135982088818679
ACH-000878,-0.4841386938007189
ACH-000880,-0.34087314811878244
ACH-000881,-0.4586818055304184
ACH-000882,-0.38647499785743344
ACH-000884,-0.26953944592415
ACH-000885,-0.5516974946452174
ACH-000887,-0.4390498012902308
ACH-000889,-0.5422062887611871
ACH-000896,-0.31321083392037313
ACH-000898,-0.5349566192478762
ACH-000900,-0.33054913043265793
ACH-000901,-0.3005872284184956
ACH-000905,-0.4511085401511705
ACH-000906,-0.4208745086212931
ACH-000907,-0.3214468122070273
ACH-000910,-0.4075662959815878
ACH-000911,-0.4728902448835899
ACH-000912,-0.4064288706553766
ACH-000913,-0.4983086522162276
ACH-000915,-0.4919079066515024
ACH-000916,-0.2603393482903149
ACH-000917,-0.3759766919348615
ACH-000920,-0.3235398836055234
ACH-000921,-0.6591823461712775
ACH-000924,-0.9551014692647848
ACH-000926,-0.4084459948985649
ACH-000928,-0.30335744072475096
ACH-000929,-0.247460139476866
ACH-000932,-0.3607867690487986
ACH-000935,-0.5676086790236823
ACH-000936,-0.5971365046099735
ACH-000937,-0.34143296964808223
ACH-000938,-0.4043674372234168
ACH-000939,-0.4634279777544785
ACH-000941,-0.4713965430135184
ACH-000943,-0.7154258494846341
ACH-000946,-0.3461067664004318
ACH-000947,-0.4829800446706982
ACH-000948,-0.4373497596523605
ACH-000950,-0.2840927864455869
ACH-000953,-0.2163548968603692
ACH-000954,-0.7051750230553631
ACH-000957,-0.5978187957656428
ACH-000958,-0.4087215325112378
ACH-000960,-0.3655503886505767
ACH-000963,-0.538389367198008
ACH-000968,-0.4679363337140634
ACH-000969,-0.5100457943846397
ACH-000972,-0.3228131719007598
ACH-000973,-0.4339995058444159
ACH-000974,-0.2493404771267997
ACH-000978,-0.4930973884883584
ACH-000984,-0.4388795545365056
ACH-000986,-0.2791576239436226
ACH-000988,-0.2522602174645567
ACH-000993,-0.26776445833248874
ACH-000994,-0.3682595890073723
ACH-000996,-0.1944853642913005
ACH-001001,-0.13974767039049224
ACH-001020,-0.2553333835778572
ACH-001028,-0.450519897369841
ACH-001031,-0.2679465115507659
ACH-001038,-0.6234879376706707
ACH-001048,-0.412306242115284
ACH-001050,-0.1732702979238211
ACH-001053,-0.2570456221577251
ACH-001054,-0.4595133068607821
ACH-001061,-0.4850018360345448
ACH-001067,-0.31002234346987584
ACH-001075,-0.3424672571900024
ACH-001096,-0.4087381272295692
ACH-001111,-0.2684690851603537
ACH-001119,-0.3023048937363333
ACH-001128,-0.3877359263852992
ACH-001134,-0.4905037116091098
ACH-001151,-0.21734069675483844
ACH-001163,-0.41977165098367697
ACH-001164,-0.4871915850459842
ACH-001183,-0.4873930171317156
ACH-001192,-0.4886735583127173
ACH-001193,-0.4982354306944402
ACH-001196,-0.5069318451349142
ACH-001197,-0.3209009170885869
ACH-001205,-0.2894830207074447
ACH-001211,-0.4335672826122611
ACH-001212,-0.1325545405737808
ACH-001228,-0.273092049218765
ACH-001232,-0.6185586851555777
ACH-001239,-0.3207086824144341
ACH-001270,-0.518530221029139
ACH-001274,-0.16759600091140642
ACH-001275,-0.4318607868948864
ACH-001277,-0.5189019419687215
ACH-001278,-0.44761452885842207
ACH-001280,-0.4251198079577329
ACH-001283,-0.570126176733698
ACH-001289,-0.2736387102810093
ACH-001300,-0.21114392438002985
ACH-001301,-0.2438407868827101
ACH-001302,-0.3938042728303301
ACH-001306,-0.3904369284774283
ACH-001318,-0.46505546522408
ACH-001322,-0.4872468367636554
ACH-001328,-0.4675801622081513
ACH-001332,-0.4755533307271843
ACH-001336,-0.7260715105174198
ACH-001346,-0.4989829695650714
ACH-001353,-0.15680382108890528
ACH-001354,-0.5341105717918408
ACH-001367,-0.36011326659194604
ACH-001368,-0.4723159146586213
ACH-001374,-0.532680861146415
ACH-001377,-0.3435470367266221
ACH-001380,-0.415369340784286
ACH-001391,-0.32127824791602594
ACH-001408,-0.3378109676246941
ACH-001430,-0.2636576483065253
ACH-001431,-0.3854683017712481
ACH-001450,-0.5267970826215692
ACH-001496,-0.7102708780646746
ACH-001500,-0.474118464372421
ACH-001523,-0.3912547741515184
ACH-001532,-0.3081355129787702
ACH-001550,-0.5737655228266721
ACH-001552,-0.380314406991
ACH-001554,-0.4721180212606938
ACH-001654,-0.32122679720893155
ACH-001735,-0.30112381913078323
ACH-001736,-0.4139757655876444
ACH-001737,-0.1066785837315274
ACH-001740,-0.20702043656649452
ACH-001745,-0.3346041866016464
ACH-001765,-0.2974458068069845
