,EIF4ENIF1 (56478)
ACH-000720,-0.15495775935488726
ACH-000721,-0.02627633180241415
ACH-000724,-0.08562238104310507
ACH-000725,-0.1812823857706312
ACH-000732,-0.3629208585965099
ACH-000734,-0.06260745833113038
ACH-000735,-0.1486465601385543
ACH-000736,-0.15715816459982154
ACH-000738,-0.06718582256021098
ACH-000746,-0.15972434132411914
ACH-000747,-0.1922361367642234
ACH-000748,-0.2260410236466476
ACH-000753,-0.05427160495676141
ACH-000756,-0.30552689123667714
ACH-000757,-0.2306816370648345
ACH-000758,-0.057893506631195614
ACH-000760,-0.1020272654028828
ACH-000762,-0.1820581743948366
ACH-000763,-0.26841534544720336
ACH-000764,0.2477366477314469
ACH-000765,-0.16823842488323093
ACH-000766,-0.16243462780541024
ACH-000767,-0.13489507050058722
ACH-000768,-0.2125683103346805
ACH-000769,-0.17486810068226144
ACH-000770,-0.010372384892545845
ACH-000771,-0.3209664716137558
ACH-000773,-0.12927880279310602
ACH-000776,-0.19620034289233776
ACH-000777,-0.1473718066281527
ACH-000778,-0.1203496206002011
ACH-000781,-0.1132737260441718
ACH-000782,-0.2756249987246713
ACH-000783,-0.009479466705761844
ACH-000784,-0.11857287959801042
ACH-000785,0.05647657592975885
ACH-000787,-0.15930963978918167
ACH-000788,-0.15725212906601588
ACH-000791,-0.19963845520130424
ACH-000792,-0.034452458388461435
ACH-000794,-0.25551972796706346
ACH-000796,-0.07603182265106186
ACH-000798,-0.08906806172791347
ACH-000799,-0.16636927575615346
ACH-000800,-0.4170036836833545
ACH-000802,-0.25757258860531185
ACH-000804,-0.16362172491241234
ACH-000805,-0.2196283561071216
ACH-000809,-0.1806409558853928
ACH-000810,-0.2205995158168711
ACH-000811,-0.18205783347775292
ACH-000817,-0.2722575288778735
ACH-000819,-0.22296816975850936
ACH-000820,0.17286277655519602
ACH-000821,-0.32685952325656165
ACH-000822,-0.16872804062985794
ACH-000823,-0.0544438365807888
ACH-000824,-0.1167988411998742
ACH-000827,-0.13059706465336607
ACH-000829,-0.16006906011475247
ACH-000831,-0.05355363135812533
ACH-000832,-0.08675770280754268
ACH-000833,-0.0959958327602244
ACH-000834,-0.15587166273994746
ACH-000835,-0.09123988536533628
ACH-000836,-0.24223230694776435
ACH-000837,-0.2822367325031743
ACH-000838,-0.14944097547000573
ACH-000839,-0.3152802960269931
ACH-000840,-0.32160023707759816
ACH-000841,-0.24303075176906325
ACH-000843,-0.08699760535521378
ACH-000846,-0.07663354767875075
ACH-000847,0.1028816610931556
ACH-000848,-0.010879946983320213
ACH-000849,0.09637323448419001
ACH-000851,0.016978959192319933
ACH-000855,-0.22121409047237492
ACH-000856,-0.13607078745764484
ACH-000858,-0.014911977742765162
ACH-000859,-0.3456097363794967
ACH-000861,-0.18432652481717535
ACH-000862,-0.08015146527279993
ACH-000865,-0.16212166103731665
ACH-000866,-0.20519013022162808
ACH-000867,-0.11908767233175845
ACH-000869,0.05664783010155041
ACH-000872,-0.10334125683417264
ACH-000873,-0.30098158210456144
ACH-000876,-0.21548526259033912
ACH-000878,-0.12610556236067486
ACH-000880,-0.3614167148546189
ACH-000881,-0.042613117673192785
ACH-000882,-0.2637261108006904
ACH-000884,-0.090587933722748
ACH-000885,-0.044771619987437734
ACH-000887,-0.03480982935474864
ACH-000889,-0.13774035227620374
ACH-000896,-0.2378223642343279
ACH-000898,-0.0916928420538534
ACH-000900,-0.1432027591094636
ACH-000901,-0.05311550580720189
ACH-000905,-0.1129258674659948
ACH-000906,-0.13253600626423384
ACH-000907,-0.23318035173352925
ACH-000910,-0.041024894111961384
ACH-000911,-0.2552945550113518
ACH-000912,-0.2864406786080242
ACH-000913,-0.09133823250333688
ACH-000915,-0.2104705818867003
ACH-000916,-0.15351259286314092
ACH-000917,-0.041252656875679146
ACH-000920,-0.1061801333305077
ACH-000921,-0.1315639756801676
ACH-000924,-0.1291004083050121
ACH-000926,-0.18407673049803566
ACH-000928,-0.23358417878835416
ACH-000929,-0.3836285020274015
ACH-000932,-0.18836495981866105
ACH-000935,-0.017159636471581433
ACH-000936,-0.13160951785524527
ACH-000937,-0.08389151813075905
ACH-000938,-0.2245238053577537
ACH-000939,-0.34009646515183106
ACH-000941,-0.10327408852332033
ACH-000943,-0.06636874415263233
ACH-000946,0.10303628821643084
ACH-000947,-0.1339547374024489
ACH-000948,-0.18593175385954536
ACH-000950,-0.04996055271880475
ACH-000953,-0.15010169843941154
ACH-000954,-0.12383426189748295
ACH-000957,-0.19255341625005015
ACH-000958,-0.14602465560836336
ACH-000960,-0.050387228428665325
ACH-000963,-0.2670764089101457
ACH-000968,-0.1265123248353875
ACH-000969,-0.06743774029491667
ACH-000972,-0.07532409040087684
ACH-000973,-0.06533433535901867
ACH-000974,-0.021328129355515445
ACH-000978,-0.027862434220074582
ACH-000984,-0.06278688818248478
ACH-000986,-0.15068622327176465
ACH-000988,-0.2367563009998189
ACH-000993,-0.17463712379490634
ACH-000994,-0.2397542509726595
ACH-000996,-0.11315235402492806
ACH-001001,-0.055338288395914856
ACH-001020,-0.2155792124631531
ACH-001028,-0.08205311862866807
ACH-001031,-0.2339704060953412
ACH-001038,-0.13678263986240086
ACH-001048,-0.2012517209960497
ACH-001050,-0.014378547666483584
ACH-001053,-0.2406278405925395
ACH-001054,-0.2483073113203111
ACH-001061,-0.14504493321504708
ACH-001067,-0.2268348960675909
ACH-001075,-0.15483953409120366
ACH-001096,-0.13041781794393725
ACH-001111,-0.10629391269570088
ACH-001119,-0.36875081878521415
ACH-001128,-0.0985420645268274
ACH-001134,0.05024342143239818
ACH-001151,0.1194991360647553
ACH-001163,-0.18749494486370108
ACH-001164,-0.2408028340908502
ACH-001183,-0.13300036216208785
ACH-001192,-0.1520241029765622
ACH-001193,-0.19964861947374696
ACH-001196,0.01929061710768712
ACH-001197,-0.21445840581200806
ACH-001205,-0.031867411338210916
ACH-001211,-0.2622455764668057
ACH-001212,-0.18907336587217988
ACH-001228,-0.16918952663594675
ACH-001232,-0.2637797164154689
ACH-001239,-0.2657793790632346
ACH-001270,-0.014436993044415597
ACH-001274,-0.1880800109657428
ACH-001275,-0.07624343807692596
ACH-001277,-0.05161194728774031
ACH-001278,-0.06453695162441095
ACH-001280,-0.20900910785204665
ACH-001283,-0.09701090098930264
ACH-001289,-0.2925938321773152
ACH-001300,0.02102948922501497
ACH-001301,-0.18504590180782607
ACH-001302,-0.12897085755072862
ACH-001306,-0.3018095730181509
ACH-001318,0.025435922608386938
ACH-001322,-0.14402633602159987
ACH-001328,-0.07072523839694729
ACH-001332,-0.2208039796258432
ACH-001336,-0.1684752660774908
ACH-001346,-0.21622125746923526
ACH-001353,-0.2715837654518464
ACH-001354,0.015043182905645281
ACH-001367,-0.08380043667669007
ACH-001368,-0.2269317872396363
ACH-001374,-0.08277949387802039
ACH-001377,-0.11116765545470686
ACH-001380,-0.021656819752102333
ACH-001391,-0.11265358362848228
ACH-001408,-0.20203136646362216
ACH-001430,-0.14581498733592665
ACH-001431,0.02311958779505697
ACH-001450,0.003245377532369975
ACH-001496,-0.1795965895297028
ACH-001500,-0.1619137297125415
ACH-001523,-0.08163610058106653
ACH-001532,-0.051069298457876666
ACH-001550,-0.17244006740847084
ACH-001552,-0.15912357553384693
ACH-001554,-0.1957275038983405
ACH-001654,-0.30865800690362305
ACH-001735,-0.011976074302929829
ACH-001736,-0.30010342927150835
ACH-001737,0.0561444237674968
ACH-001740,-0.27689437342035617
ACH-001745,-0.19367257726928655
ACH-001765,-0.017298657180776538
