,ASF1B (55723)
ACH-000653,-0.4465358036268372
ACH-000657,-0.4096295232921828
ACH-000658,-0.4420763397304875
ACH-000661,-0.5077995579882775
ACH-000662,-0.4831464404036465
ACH-000663,-0.2374836215261175
ACH-000665,-0.5254254134047134
ACH-000671,-0.3083548831282505
ACH-000672,-0.5259207882856479
ACH-000673,-0.41107866229769896
ACH-000676,-0.5819030647187069
ACH-000677,-0.32283049199524155
ACH-000681,-0.3093549055413243
ACH-000683,-0.3893830591104502
ACH-000684,-0.2464441537949831
ACH-000688,-0.18500206169306893
ACH-000693,-0.4844826716174537
ACH-000694,-0.3069786109976674
ACH-000695,-0.28091419700092524
ACH-000696,-0.4646152971323895
ACH-000697,-0.2992980862955589
ACH-000699,-0.6647568051088817
ACH-000701,-0.5277049834983979
ACH-000706,-0.4108823182986171
ACH-000711,-0.3810797649960485
ACH-000713,-0.6108096986932493
ACH-000714,-0.4905779109134943
ACH-000718,-0.28367907910174384
ACH-000720,-0.3880856037201775
ACH-000721,-0.3565516764561105
ACH-000724,-0.4819489175673201
ACH-000725,-0.7433020947809328
ACH-000732,-0.5158772094330538
ACH-000734,-0.477104460110919
ACH-000735,-0.23379877961017775
ACH-000736,-0.4643877573496839
ACH-000738,-0.504475177162063
ACH-000746,-0.3770602736693218
ACH-000747,-0.3058156963154772
ACH-000748,-0.5296353200767997
ACH-000753,-0.3910862084128334
ACH-000756,-0.4435199805310021
ACH-000757,-0.6483395612708672
ACH-000758,-0.5510947376362857
ACH-000760,-0.3723223937117579
ACH-000762,-0.28284969039171265
ACH-000763,-0.2453980279483922
ACH-000764,-0.4814310934422815
ACH-000765,-0.5789039336861954
ACH-000766,-0.21091573931350227
ACH-000767,-0.27748424231453045
ACH-000768,-0.6606827324130713
ACH-000769,-0.4180546550536129
ACH-000770,-0.23667235503636885
ACH-000771,-0.3752373267379251
ACH-000773,-0.2004463899168743
ACH-000776,-0.5436460926857976
ACH-000777,-0.33428927929957786
ACH-000778,-0.4941838077835597
ACH-000781,-0.35621519947647856
ACH-000782,-0.3794269560241478
ACH-000783,-0.9355432583119832
ACH-000784,-0.2416793858122661
ACH-000785,-0.4525742548733452
ACH-000787,-0.3097177401144792
ACH-000788,-0.3488583375906094
ACH-000791,-0.393014945245902
ACH-000792,-0.4980838557604903
ACH-000794,-0.5544903838207192
ACH-000796,-0.22316979926848413
ACH-000798,-0.34862510811568953
ACH-000799,-0.7958830346550956
ACH-000800,-0.4748854275173771
ACH-000802,-0.4530779384752334
ACH-000804,-0.4934199846332666
ACH-000805,-0.5177943506345889
ACH-000809,-0.22004823083417607
ACH-000810,-0.3898900951473123
ACH-000811,-0.25669041151967104
ACH-000817,-0.2436468168117837
ACH-000819,-0.5066400801546279
ACH-000820,-0.4854330247025722
ACH-000821,-0.3827088597025856
ACH-000822,-0.3217399396128559
ACH-000823,-0.5112926612129949
ACH-000824,-0.2811842746846313
ACH-000827,-0.3626398471705741
ACH-000829,-0.4263718828282628
ACH-000831,-0.3801913319219661
ACH-000832,-0.4209040125665433
ACH-000833,-0.5767539864470563
ACH-000834,-0.4337685505670119
ACH-000835,-0.3294736666614744
ACH-000836,-0.3934880620426429
ACH-000837,-0.26870384173038864
ACH-000838,-0.3980503676622361
ACH-000839,-0.5895862212311315
ACH-000840,-0.5063952364336497
ACH-000841,-0.27479960592096336
ACH-000843,-0.5600225415236113
ACH-000846,-0.5486396470086308
ACH-000847,-0.24337179948884424
ACH-000848,-0.4716284559401188
ACH-000849,-0.4019313327685219
ACH-000851,-0.3719692095930403
ACH-000855,-0.2387320695114346
ACH-000856,-0.3011260933120148
ACH-000858,-0.6243361685351332
ACH-000859,-0.5068324290754658
ACH-000861,-0.4729832205575271
ACH-000862,-0.4364933117310069
ACH-000865,-0.3595682852436077
ACH-000866,-0.4650970490120652
ACH-000867,-0.5257360112806878
ACH-000869,-0.26572663700400184
ACH-000872,-0.5546574263379425
ACH-000873,-0.702861967211034
ACH-000876,-0.4924277868649424
ACH-000878,-0.2725562641886317
ACH-000880,-0.19807704529498074
ACH-000881,-0.2881401851993421
ACH-000882,-0.2463398423898084
ACH-000884,-0.38006701767575823
ACH-000885,-0.42299684379251984
ACH-000887,-0.5382747557024841
ACH-000889,-0.31043641331205324
ACH-000896,-0.2059543499108042
ACH-000898,-0.18853242949902926
ACH-000900,-0.8214338718856196
ACH-000901,-0.3427832025787616
ACH-000905,-0.29831240150137284
ACH-000906,-0.3584610846684275
ACH-000907,-0.3735421564810853
ACH-000910,-0.2301022642955277
ACH-000911,-0.4885899651773584
ACH-000912,-0.6512175287941753
ACH-000913,-0.2423571695699928
ACH-000915,-0.3852706905671679
ACH-000916,-0.14125476994600492
ACH-000917,-0.40367194865974665
ACH-000920,-0.4795451844728797
ACH-000921,-0.5255311610617042
ACH-000924,-0.31899001660214904
ACH-000926,-0.4693194392636162
ACH-000928,-0.4030073344683568
ACH-000929,-0.5403657918652147
ACH-000932,-0.25184809625588384
ACH-000935,-0.3207766942248989
ACH-000936,-0.3985716981970065
ACH-000937,-0.262720369478614
ACH-000938,-0.401407015407004
ACH-000939,-0.3761900991669857
ACH-000941,-0.5903905720124702
ACH-000943,-0.28724403034569657
ACH-000946,-0.3349498501838035
ACH-000947,-0.3585241805954729
ACH-000948,-0.4963692066815714
ACH-000950,-0.4345213684601103
ACH-000953,-0.5080814682121193
ACH-000954,-0.4137271242727304
ACH-000957,-0.2606154408443361
ACH-000958,-0.2009878622919241
ACH-000960,-0.4347870331753047
ACH-000963,-0.6186964277622515
ACH-000968,-0.6508199399363911
ACH-000969,-0.39065745610223424
ACH-000972,-0.5276211843538029
ACH-000973,-0.2301075874931615
ACH-000974,-0.23279286916634795
ACH-000978,-0.525876378591014
ACH-000984,-0.4466816485431834
ACH-000986,-0.4700687548078765
ACH-000988,-0.5456059772834352
ACH-000993,-0.5536302288027695
ACH-000994,-0.435155289607599
ACH-000996,-0.5145728002468108
ACH-001001,-0.4792586523608421
ACH-001020,-0.08387916615381243
ACH-001028,-0.4751905743660268
ACH-001031,-0.43680976825671386
ACH-001038,-0.1914934421910619
ACH-001048,-0.3908291330095691
ACH-001050,-0.7978771432442324
ACH-001053,-0.305143359461983
ACH-001054,-0.2458837387338252
ACH-001061,-0.3513605358596334
ACH-001067,-0.7386378008030843
ACH-001075,-0.3938869676763985
ACH-001096,-0.33369347054526816
ACH-001111,-0.5548623042615727
ACH-001119,-0.4836547142328254
ACH-001128,-0.09573771892306933
ACH-001134,-0.2475118891470225
ACH-001151,-0.2345737476768444
ACH-001163,-0.12896606868474167
ACH-001164,-0.4409007808943584
ACH-001183,-0.3961666442666074
ACH-001192,-0.21195770374833828
ACH-001193,-0.3442271894344388
ACH-001196,-0.4285158425817907
ACH-001197,-0.39556551024997066
ACH-001205,-0.4732835928719241
ACH-001211,-0.2991306304270903
ACH-001212,-0.4170414200730399
ACH-001228,-0.5888311185478968
ACH-001232,-0.2158416580194192
ACH-001239,-0.2839907875434368
ACH-001270,-0.5484716271993175
ACH-001274,-0.45660503454169105
ACH-001275,-0.21685814015187072
ACH-001277,-0.25748081097019826
ACH-001278,-0.5290846717280958
ACH-001280,-0.3874011028954602
ACH-001283,-0.3064022478843446
ACH-001289,-0.4741826802363628
ACH-001300,-0.33402475058280023
ACH-001301,-0.3740796803616348
ACH-001302,-0.2031626611180765
ACH-001306,-0.5268701430383745
ACH-001318,-0.40287686116865706
ACH-001322,-0.4906683603188486
ACH-001328,-0.4688743933795153
ACH-001332,-0.4656866143136171
ACH-001336,-0.5523574590792248
ACH-001346,-0.3588228848196697
ACH-001353,-0.34711760577167794
ACH-001354,-0.4499693440914636
ACH-001367,-0.4237022933904763
ACH-001368,-0.31819925536469423
ACH-001374,-0.3041090980868138
ACH-001377,-0.3955858830176662
ACH-001380,-0.7031873081693107
ACH-001391,-0.544635291792038
ACH-001408,-0.2609970286491561
ACH-001430,-0.17962621898527598
ACH-001431,-0.3533861903089564
ACH-001450,-0.24679700440608354
ACH-001496,-0.3837495284972904
ACH-001500,-0.29924564469768505
ACH-001523,-0.40916674904866185
ACH-001532,-0.3925602878970397
ACH-001550,-0.1975907267402476
ACH-001552,-0.2441788670877132
ACH-001554,-0.4636936244361191
ACH-001654,-0.4134758971077328
ACH-001735,-0.3950107007489527
ACH-001736,-0.5328071342830955
ACH-001737,-0.4435990567966969
ACH-001740,-0.5523730708074073
ACH-001745,-0.38967553158118895
ACH-001765,-0.3740616468792392
