,TAX1BP1 (8887)
ACH-000475,-0.16386389673995133
ACH-000476,-0.18277417638733515
ACH-000477,-0.23999285329220846
ACH-000479,-0.3869701123584556
ACH-000480,-0.172738537038677
ACH-000481,-0.28075791926472565
ACH-000483,-0.05257006885809452
ACH-000484,-0.2417789308404739
ACH-000485,-0.3623836537775204
ACH-000486,-0.1952063126067292
ACH-000487,-0.08110910768421567
ACH-000488,-0.19407916480602505
ACH-000490,-0.33605534936457393
ACH-000491,-0.03267629917956025
ACH-000495,-0.2585723643994716
ACH-000496,-0.2671055257341279
ACH-000499,-0.009527903781989724
ACH-000500,0.2978215814864864
ACH-000502,-0.5008828337935692
ACH-000503,-0.08257206152671093
ACH-000505,-0.1599553181641999
ACH-000507,-0.16068074993433584
ACH-000510,-0.2533439860528823
ACH-000511,-0.1580077482719728
ACH-000512,-0.0272303870905644
ACH-000516,-0.06288498608818137
ACH-000517,-0.07350172756070955
ACH-000518,-0.23344751141243256
ACH-000520,-0.24342514978869115
ACH-000521,-0.2041885727114284
ACH-000522,-0.0951365459296194
ACH-000524,-0.3099546737186864
ACH-000527,-0.1853123954484479
ACH-000528,-0.14187094571708242
ACH-000537,-0.2022974118859394
ACH-000541,-0.012851346862779807
ACH-000542,-0.21495648319032515
ACH-000544,-0.3139065366989096
ACH-000545,-0.2480244773029832
ACH-000547,-0.14861239556145792
ACH-000548,-0.15861483571348775
ACH-000549,-0.19047647641432225
ACH-000550,-0.2374227040544073
ACH-000552,-0.2582353109024905
ACH-000556,-0.1758030159361745
ACH-000557,-0.06239868789482216
ACH-000569,-0.4640913834883336
ACH-000570,-0.25076965264174955
ACH-000571,-0.16419020291452266
ACH-000573,-0.22779691888727785
ACH-000576,-0.13572412930261973
ACH-000579,-0.20270403794346875
ACH-000580,-0.1997924748451065
ACH-000584,-0.10675434705258474
ACH-000585,-0.058273075638525976
ACH-000588,-0.09398431112620777
ACH-000589,-0.2586249866455556
ACH-000591,-0.12232465274162088
ACH-000593,-0.08447780079378289
ACH-000600,-0.3977550545649791
ACH-000601,-0.18211817616926212
ACH-000605,-0.04783239435659837
ACH-000606,-0.1513561730901971
ACH-000608,-0.21506390808126893
ACH-000614,-0.453818276774742
ACH-000616,-0.22388873447994773
ACH-000618,-0.2952120930267743
ACH-000619,-0.11155520446342636
ACH-000620,-0.15311561812527574
ACH-000621,-0.11914822301647765
ACH-000622,-0.40917824012389015
ACH-000623,0.027071525760824444
ACH-000624,-0.12120007937116653
ACH-000627,-0.21806717969790632
ACH-000630,-0.1937481991582624
ACH-000631,-0.41072722068154216
ACH-000632,-0.19447745858500695
ACH-000633,-0.1583101729912042
ACH-000637,-0.10756810665553866
ACH-000638,-0.10814319220285414
ACH-000646,-0.23791324473768205
ACH-000647,-0.08425079001343523
ACH-000648,-0.573644731376058
ACH-000649,-0.20403233219717895
ACH-000651,-0.10262941034686396
ACH-000652,-0.18641814708206725
ACH-000653,-0.20372627623438205
ACH-000657,-0.07295511726958381
ACH-000658,-0.1991668003207936
ACH-000661,-0.2901140495882187
ACH-000662,-0.057958437423514024
ACH-000663,-0.7007249156164574
ACH-000665,-0.2441635565002965
ACH-000671,-0.14617692050169107
ACH-000672,0.0813820867572207
ACH-000673,-0.2557662036853727
ACH-000676,-0.3213541954954845
ACH-000677,-0.15930265637090166
ACH-000681,-0.05679513585288185
ACH-000683,0.013553606109792298
ACH-000684,-0.40902847924722935
ACH-000688,0.1124865532299462
ACH-000693,-0.08336906930156364
ACH-000694,-0.2074564706939155
ACH-000695,-0.02570831422980842
ACH-000696,-0.3304059576149359
ACH-000697,-0.1261668700707235
ACH-000699,-0.2313755627437928
ACH-000701,-0.061071189663418526
ACH-000706,-0.14762533743895762
ACH-000711,-0.2127445626306015
ACH-000713,-0.4851365114368922
ACH-000714,0.07842912720481826
ACH-000718,-0.15360826362414148
ACH-000720,-0.13313490231437647
ACH-000721,-0.13235339934556767
ACH-000724,-0.02403343760398599
ACH-000725,0.17887677319016862
ACH-000732,-0.14411522840091773
ACH-000734,-0.08210552726442855
ACH-000735,-0.18722791569580802
ACH-000736,-0.22508553976611492
ACH-000738,-0.04843202522919556
ACH-000746,0.046242492306618296
ACH-000747,-0.15714099956260244
ACH-000748,-0.14401197115527042
ACH-000753,-0.24477169378918426
ACH-000756,-0.208468643816058
ACH-000757,-0.15777822571369346
ACH-000758,-0.2285862008715991
ACH-000760,-0.15575582118420453
ACH-000762,-0.07492158719835615
ACH-000763,-0.1285559592472929
ACH-000764,-0.2743922398728861
ACH-000765,-0.13679850713118533
ACH-000766,-0.07807018336504051
ACH-000767,0.11189710809366478
ACH-000768,-0.2476925261671829
ACH-000769,-0.1878098135735815
ACH-000770,-0.1085309307476998
ACH-000771,-0.21424180182071892
ACH-000773,-0.21031601474869374
ACH-000776,-0.17286185024465373
ACH-000777,-0.024472847241257548
ACH-000778,-0.21070114300040232
ACH-000781,-0.20838058188702832
ACH-000782,-0.08652859124212434
ACH-000783,-0.21823427832753284
ACH-000784,-0.06338858619087122
ACH-000785,-0.1724397103512024
ACH-000787,-0.07460954165669575
ACH-000788,-0.1903211736693068
ACH-000791,-0.0592524943061553
ACH-000792,-0.1607742879697514
ACH-000794,-0.2701049705187431
ACH-000796,-0.3165954887479929
ACH-000798,-0.2844054643020512
ACH-000799,-0.12419794721380198
ACH-000800,-0.10044980458284786
ACH-000802,-0.0736229535250401
ACH-000804,-0.2396720425085637
ACH-000805,-0.10827548637332132
ACH-000809,-0.099822410167154
ACH-000810,-0.2909930650435068
ACH-000811,-0.4532277743196516
ACH-000817,-0.015940180676359425
ACH-000819,-0.07893167240887937
ACH-000820,-0.6300847545276009
ACH-000821,-0.037011401071333216
ACH-000822,-0.16488676782630504
ACH-000823,-0.07447009680853313
ACH-000824,-0.12168117643674582
ACH-000827,-0.2277388580614134
ACH-000829,-0.13545449108683302
ACH-000831,-0.15654369920417885
ACH-000832,-0.06905327187473596
ACH-000833,0.1881818170905936
ACH-000834,-0.19802029289412568
ACH-000835,-0.289911470003012
ACH-000836,-0.24305316852576755
ACH-000837,-0.3831734831582783
ACH-000838,-0.0966455627956406
ACH-000839,-0.25762333104966784
ACH-000840,-0.2543354748194328
ACH-000841,-0.23012075388063655
ACH-000843,-0.3701882004848208
ACH-000846,0.062262020553301566
ACH-000847,-0.0693773100358812
ACH-000848,-0.09479171770420154
ACH-000849,-0.17597807846290134
ACH-000851,-0.21451860831174555
ACH-000855,0.0834155197437061
ACH-000856,-0.5054215673630985
ACH-000858,-0.21338152787201511
ACH-000859,-0.21829245803206251
ACH-000861,-0.2871241418927248
ACH-000862,-0.05780538828308461
ACH-000865,-0.08932723272088924
ACH-000866,-0.08948819314765037
ACH-000867,-0.14040472283305053
ACH-000869,-0.036396182969704566
ACH-000872,-0.153788769257663
ACH-000873,-0.1069447082096036
ACH-000876,-0.13127890233172151
ACH-000878,0.04901614496812644
ACH-000880,-0.062042969784985275
ACH-000881,-0.26062722824201123
ACH-000882,-0.13712724748688646
ACH-000884,-0.2726999121525534
ACH-000885,-0.2810584657920793
ACH-000887,-0.2167999657110312
ACH-000889,-0.11041484835700996
ACH-000896,-0.25891206393634697
ACH-000898,-0.256147824889678
ACH-000900,-0.17183765194504644
ACH-000901,-0.20364251153183666
ACH-000905,-0.2685624597845414
ACH-000906,-0.22169092283582012
ACH-000907,-0.08267162421728373
ACH-000910,-0.1405858724566931
ACH-000911,-0.16088206030252075
ACH-000912,-0.028620182891532057
ACH-000913,-0.08587905956356362
ACH-000915,-0.18923555303243966
ACH-000916,-0.3997092751068798
ACH-000917,-0.13368402396696946
ACH-000920,-0.1637780950494708
ACH-000921,-0.09046640977843964
ACH-000924,-0.25728316587109423
ACH-000926,-0.02211750055874228
ACH-000928,-0.2587464548819535
ACH-000929,-0.2079140951604905
ACH-000932,-0.05151240279280351
ACH-000935,-0.2557254508763112
ACH-000936,-0.35606537601533905
ACH-000937,-0.10824570080880824
ACH-000938,0.0890579318837449
ACH-000939,-0.21816765054431
ACH-000941,-0.07297614316193443
ACH-000943,-0.12472709280292492
ACH-000946,-0.09769639958017984
ACH-000947,-0.1056591072453452
ACH-000948,-0.19459367098412245
ACH-000950,-0.07869011956150017
ACH-000953,-0.02849501374153155
ACH-000954,-0.4032118345590688
ACH-000957,-0.09598250942489067
ACH-000958,-0.3451266960351197
ACH-000960,-0.1423368249563709
ACH-000963,-0.031999630579808806
ACH-000968,-0.2410475578826053
ACH-000969,-0.3812741416155025
ACH-000972,-0.10297919701443517
ACH-000973,-0.28371284767442057
ACH-000974,-0.2770108318933298
ACH-000978,-0.2744621587142679
ACH-000984,-0.0941188410423118
ACH-000986,-0.2166113511603841
ACH-000988,-0.13119422394282054
ACH-000993,-0.2600481169102193
ACH-000994,-0.09448153832664924
ACH-000996,-0.22033847591783745
ACH-001001,-0.24163996293787965
ACH-001020,-0.17633106925109845
ACH-001028,-0.23236778590224705
ACH-001031,-0.055323023871111966
ACH-001038,-0.2196779145972105
ACH-001048,-0.224574491445629
ACH-001050,-0.14217986399894034
ACH-001053,-0.06955718213324665
ACH-001054,-0.07633232444610052
ACH-001061,-0.5252286270634079
ACH-001067,-0.17525617257598425
ACH-001075,-0.07187411450244689
ACH-001096,-0.11049131691421267
ACH-001111,-0.07087303395393015
ACH-001119,-0.24296366915450315
ACH-001128,-0.2113735146409208
ACH-001134,-0.09065867674113497
ACH-001151,-0.07378757773257134
ACH-001163,-0.3859529556038906
ACH-001164,-0.17496481359750993
ACH-001183,-0.1538883152062153
ACH-001192,-0.028819519581758067
ACH-001193,-0.2038473356602491
ACH-001196,-0.1018192045249022
ACH-001197,-0.07765019985153479
ACH-001205,-0.20328423758570674
ACH-001211,-0.21298099827034228
ACH-001212,0.01558173735057877
ACH-001228,-0.07625144033284177
ACH-001232,-0.15040086019864402
ACH-001239,-0.18320212529591345
ACH-001270,-0.416688376418396
ACH-001274,-0.28540534543680873
ACH-001275,-0.10976623273898847
ACH-001277,-0.037657804533713965
ACH-001278,-0.16599317877068093
ACH-001280,-0.1309505951001224
ACH-001283,-0.2290767430568008
ACH-001289,-0.18527481523557876
ACH-001300,-0.15391705379392293
ACH-001301,0.020781089715770883
ACH-001302,0.10473421878150506
ACH-001306,-0.22431085994596756
ACH-001318,-0.06379138802735614
ACH-001322,0.025635085801647587
ACH-001328,-0.30532766679652545
ACH-001332,-0.0905291314706119
ACH-001336,-0.1562368006115836
ACH-001346,-0.1909915096732651
ACH-001353,-0.199616604009332
ACH-001354,-0.20154055254026546
ACH-001367,-0.12548961245937784
ACH-001368,-0.2770869381666874
ACH-001374,-0.3370325749645832
ACH-001377,-0.19654870169613084
ACH-001380,-0.06889821252500188
ACH-001391,-0.22375812418414792
ACH-001408,-0.14468977739936567
ACH-001430,-0.2403097463543825
ACH-001431,-0.06630157848720072
ACH-001450,-0.2334586638339199
ACH-001496,-0.2880933815249893
ACH-001500,-0.07336983113633419
ACH-001523,-0.20134378556446025
ACH-001532,-0.32246915366713685
ACH-001550,-0.2565030819897975
ACH-001552,-0.2148326966140795
ACH-001554,-0.21285582321330293
ACH-001654,-0.13244074670620512
ACH-001735,-0.2468161206138785
ACH-001736,-0.210209469559746
ACH-001737,-0.11488897337016353
ACH-001740,-0.003615199135894619
ACH-001745,-0.07381565508762307
ACH-001765,-0.11230847625283216
