,RBM8A (9939)
ACH-000337,-0.9114020712504122
ACH-000338,-1.5262701171212631
ACH-000339,-0.9613524104138692
ACH-000341,-0.8828731339976673
ACH-000348,-1.2736829880546816
ACH-000350,-0.9670131912788372
ACH-000352,-1.0114784836359827
ACH-000356,-1.1202065218054742
ACH-000361,-0.8974034574375773
ACH-000362,-1.283383955319305
ACH-000363,-1.0417685784584223
ACH-000364,-1.108651487965472
ACH-000365,-1.1414943018081016
ACH-000366,-1.0796894450066157
ACH-000368,-1.1722851156140517
ACH-000374,-1.1966702921900816
ACH-000375,-1.072445607448158
ACH-000376,-1.0088105180791416
ACH-000381,-1.0920599007799057
ACH-000383,-1.3464539378124365
ACH-000387,-1.4168924201240196
ACH-000389,-1.101433673143852
ACH-000390,-0.7433919839762567
ACH-000393,-1.0998606143543908
ACH-000395,-1.2387602821920018
ACH-000396,-1.1997159575663878
ACH-000397,-1.417980710994165
ACH-000401,-1.3479619039643995
ACH-000402,-1.5717319312429396
ACH-000403,-1.377926550699935
ACH-000404,-0.9990713511846316
ACH-000406,-1.2666208354066164
ACH-000407,-1.114639567097521
ACH-000408,-1.3145412441050168
ACH-000410,-0.7323843219170441
ACH-000411,-1.1303804732102445
ACH-000414,-0.9045196366009935
ACH-000415,-0.9746764730643248
ACH-000416,-1.1078768749708
ACH-000420,-0.9944615428852356
ACH-000421,-1.0775847837560784
ACH-000424,-1.2643830898004251
ACH-000425,-0.9924311123052212
ACH-000426,-0.8893006297858898
ACH-000427,-1.1886270719355874
ACH-000433,-0.9890641354564158
ACH-000435,-1.089411833104342
ACH-000436,-1.3218963026673776
ACH-000444,-1.3337646749454608
ACH-000445,-0.8794323084736494
ACH-000448,-0.8476871988212874
ACH-000450,-1.5856652164020115
ACH-000452,-1.1588053934597768
ACH-000454,-1.3636177400936882
ACH-000458,-1.2248158680471766
ACH-000459,-1.5367510892088798
ACH-000460,-0.9702816858490442
ACH-000461,-1.2519448421402513
ACH-000463,-0.9035314468314988
ACH-000464,-1.1747621738004128
ACH-000466,-1.2954619349843255
ACH-000467,-0.9873114897555209
ACH-000468,-1.2239986110877985
ACH-000469,-1.1436787521330871
ACH-000470,-1.2301152572747691
ACH-000471,-0.9073824141670636
ACH-000472,-1.1484548542039563
ACH-000473,-0.992129537963482
ACH-000475,-1.040460355119008
ACH-000476,-0.9655696257151306
ACH-000477,-1.3175418830077763
ACH-000479,-0.8389794582624208
ACH-000480,-1.2859270966938705
ACH-000481,-1.4765245282243618
ACH-000483,-1.0719743526759706
ACH-000484,-1.0479815984327792
ACH-000485,-1.2908766146334367
ACH-000486,-0.9967605592349528
ACH-000487,-1.0805180659066629
ACH-000488,-1.0405876537031031
ACH-000490,-1.15582432071738
ACH-000491,-1.214020902483738
ACH-000495,-0.9783712587483274
ACH-000496,-1.0663656648659523
ACH-000499,-1.522837903631877
ACH-000500,-1.0191800785924203
ACH-000502,-1.3762324356791975
ACH-000503,-1.0408612017809085
ACH-000505,-1.2113160112456405
ACH-000507,-1.1258960749143363
ACH-000510,-1.078040054310908
ACH-000511,-1.045795771017314
ACH-000512,-1.0629031038643175
ACH-000516,-1.1063890982003644
ACH-000517,-1.1776040054396977
ACH-000518,-1.1614022220740725
ACH-000520,-1.3260924297226622
ACH-000521,-1.0272934037623034
ACH-000522,-0.9862340185126098
ACH-000524,-0.9349180694281906
ACH-000527,-1.1632905515759824
ACH-000528,-1.08132602387345
ACH-000537,-0.9649797794849172
ACH-000541,-1.0145092527410386
ACH-000542,-1.175333602649001
ACH-000544,-0.8466065171528092
ACH-000545,-0.7427963730341431
ACH-000547,-1.2056123198422015
ACH-000548,-1.3374940042139938
ACH-000549,-1.1763611310987572
ACH-000550,-1.3047600666533838
ACH-000552,-1.5060127310248497
ACH-000556,-1.0081780696256202
ACH-000557,-1.1011774796278826
ACH-000569,-0.9173801004089188
ACH-000570,-0.8086073839340071
ACH-000571,-1.1652297850487643
ACH-000573,-0.7216448484058552
ACH-000576,-0.9543888985399948
ACH-000579,-1.1735975348306602
ACH-000580,-1.293442298226415
ACH-000584,-1.1178987826005948
ACH-000585,-0.9951713243643056
ACH-000588,-1.3472307741050258
ACH-000589,-0.966307140503166
ACH-000591,-0.9504585322349156
ACH-000593,-1.0143604666649222
ACH-000600,-0.8743899404712427
ACH-000601,-1.142670299670743
ACH-000605,-1.1161728042527903
ACH-000606,-0.9497523616518674
ACH-000608,-0.9887939550811796
ACH-000614,-1.2073525241670937
ACH-000616,-1.103391982458253
ACH-000618,-1.121399501159488
ACH-000619,-1.2448364034092214
ACH-000620,-1.152039370960668
ACH-000621,-1.1720636401807745
ACH-000622,-1.1094462539746228
ACH-000623,-1.1360716012249943
ACH-000624,-1.211807406944658
ACH-000627,-1.1807317474625605
ACH-000630,-1.1036070553093509
ACH-000631,-0.7305248028098056
ACH-000632,-0.9461007751038472
ACH-000633,-1.1924742347794342
ACH-000637,-1.2322002038981772
ACH-000638,-1.1155332637146806
ACH-000646,-1.19389774375251
ACH-000647,-1.0604522771909697
ACH-000648,-1.079033947648996
ACH-000649,-1.0320674514290158
ACH-000651,-1.0514447197973829
ACH-000652,-1.30889429573317
ACH-000653,-1.0989600257375896
ACH-000657,-1.0586910465328234
ACH-000658,-1.1127137148354491
ACH-000661,-1.0190982512585522
ACH-000662,-0.4284489036477919
ACH-000663,-1.1215404738784729
ACH-000665,-1.039853582294892
ACH-000671,-1.16447125706595
ACH-000672,-0.8000760931582562
ACH-000673,-1.184182194202223
ACH-000676,-1.2435063592211553
ACH-000677,-0.8093207937570107
ACH-000681,-1.1704468438109388
ACH-000683,-1.3040303256786567
ACH-000684,-1.0192760439353648
ACH-000688,-1.5223958877854482
ACH-000693,-1.0131300880308909
ACH-000694,-1.2747297194421148
ACH-000695,-1.2272047824899048
ACH-000696,-1.2320299447362646
ACH-000697,-1.1074034703631623
ACH-000699,-1.1134639483869335
ACH-000701,-1.2647363590934473
ACH-000706,-0.821363523636673
ACH-000711,-1.308520700655791
ACH-000713,-1.1012245525702815
ACH-000714,-0.9587464181551768
ACH-000718,-1.0293994354912428
ACH-000720,-1.0345848419981971
ACH-000721,-1.1193264866731552
ACH-000724,-0.9880102920893022
ACH-000725,-1.1416390805676588
ACH-000732,-1.1542546106060878
ACH-000734,-1.1111349739845855
ACH-000735,-1.0673056422827671
ACH-000736,-1.3808519664280483
ACH-000738,-1.2799999107837607
ACH-000746,-0.9006608825282745
ACH-000747,-0.9295284422212218
ACH-000748,-0.9887933331106964
ACH-000753,-0.8025249845017501
ACH-000756,-1.0576086596435597
ACH-000757,-1.1012863424949124
ACH-000758,-1.0951810866303602
ACH-000760,-0.9614614163431054
ACH-000762,-1.045677207681352
ACH-000763,-1.1972888972836684
ACH-000764,-1.2127564014670302
ACH-000765,-1.3502637587305706
ACH-000766,-1.017139936333323
ACH-000767,-0.9767368880978238
ACH-000768,-1.05372428904228
ACH-000769,-0.8790694186075748
ACH-000770,-1.0834180396049835
ACH-000771,-0.9924669427404657
ACH-000773,-0.8997025295822729
ACH-000776,-0.7821248685536445
ACH-000777,-1.1546848904164555
ACH-000778,-0.976948194804064
ACH-000781,-0.9954653092968698
ACH-000782,-1.1804190844500693
ACH-000783,-0.9964478943537514
ACH-000784,-0.9711668095039672
ACH-000785,-0.9839228994997292
ACH-000787,-0.7754937227063838
ACH-000788,-1.2111132399775042
ACH-000791,-1.252218530802773
ACH-000792,-1.2963655903653848
ACH-000794,-0.9946331050266888
ACH-000796,-1.1202881045632749
ACH-000798,-1.2773670868900349
ACH-000799,-1.0228191692565232
ACH-000800,-0.8166410976563947
ACH-000802,-1.3046583051560396
ACH-000804,-0.9636968045794576
ACH-000805,-1.2406847897062436
ACH-000809,-1.1970322517246736
ACH-000810,-1.1877037673233335
ACH-000811,-1.0575522421298298
ACH-000817,-1.2676992252472667
ACH-000819,-0.9908319631813968
ACH-000820,-0.5107611332605545
ACH-000821,-1.324358083084737
ACH-000822,-1.212221888421205
ACH-000823,-0.9242726563698728
ACH-000824,-1.2745039728349186
ACH-000827,-0.9557938534308864
ACH-000829,-1.2060848984860673
ACH-000831,-1.2441987781001451
ACH-000832,-1.2244360465884565
ACH-000833,-1.5783014745380457
ACH-000834,-1.17812608302955
ACH-000835,-1.1392340070410616
ACH-000836,-0.8958774155828321
ACH-000837,-1.0352709033508962
ACH-000838,-0.6725563503732025
ACH-000839,-0.8080261277223072
ACH-000840,-1.273027092342812
ACH-000841,-0.8110249856382182
ACH-000843,-1.2002931553819267
ACH-000846,-1.1738277138709048
ACH-000847,-0.9427481121307032
ACH-000848,-1.1983784704514358
ACH-000849,-1.0808804368397436
ACH-000851,-1.2069803297048969
ACH-000855,-1.2451531281758323
ACH-000856,-1.2758268782951747
ACH-000858,-1.098955633180314
ACH-000859,-0.9594113250585121
ACH-000861,-1.353454403637181
ACH-000862,-1.2324596693287213
ACH-000865,-0.9909192381983348
ACH-000866,-1.0339389224639821
ACH-000867,-0.8957180586043894
ACH-000869,-0.8278984658472898
ACH-000872,-0.932754419417517
ACH-000873,-0.8161043662481644
ACH-000876,-0.8864519475923481
ACH-000878,-1.1278198129278445
ACH-000880,-1.1646468931880951
ACH-000881,-1.2222664273099402
ACH-000882,-1.3132293143412146
ACH-000884,-1.2420788123833284
ACH-000885,-1.1947292695309404
ACH-000887,-1.0827845700406582
ACH-000889,-1.0912239904401146
ACH-000896,-0.967851229740096
ACH-000898,-1.3233259672015882
ACH-000900,-1.0598786428457807
ACH-000901,-1.2310115483154953
ACH-000905,-1.1135947753740216
ACH-000906,-0.811693317194184
ACH-000907,-1.4327993064266331
ACH-000910,-1.2463139432415749
ACH-000911,-0.9813906311866232
ACH-000912,-1.0614272051746851
ACH-000913,-1.04321689649637
ACH-000915,-1.3391723306773191
ACH-000916,-1.436367878219167
ACH-000917,-0.966723766112616
ACH-000920,-0.9483430926787793
ACH-000921,-1.0255301274700117
ACH-000924,-1.0532755217590757
ACH-000926,-1.0731794260241474
ACH-000928,-1.3391661681474285
ACH-000929,-0.8217788246312981
ACH-000932,-0.997927615142047
ACH-000935,-1.2172049848435738
ACH-000936,-1.244312812757263
ACH-000937,-1.111002172961446
ACH-000938,-1.2318485108859665
ACH-000939,-1.0713274846346552
ACH-000941,-1.0526038124516734
ACH-000943,-1.0907642092699448
ACH-000946,-1.1326875331251705
ACH-000947,-1.1499191320237359
ACH-000948,-1.1763934918804675
ACH-000950,-1.1220569093187305
ACH-000953,-1.1743731363861452
ACH-000954,-1.3251653074601426
ACH-000957,-1.3698704631198866
ACH-000958,-1.1103502768333031
ACH-000960,-1.306074253691918
ACH-000963,-1.4210865841586926
ACH-000968,-1.298307622696299
ACH-000969,-1.1841020911255935
ACH-000972,-1.0914814735378142
ACH-000973,-1.1325668814046956
ACH-000974,-1.1357073011085674
ACH-000978,-1.3530132108065462
ACH-000984,-1.269496473492374
ACH-000986,-1.0962656434621394
ACH-000988,-1.1622396900591512
ACH-000993,-1.1745987869680832
ACH-000994,-1.2315496985740635
ACH-000996,-1.068566969836233
ACH-001001,-0.9015911048496033
ACH-001020,-0.8075510943307409
ACH-001028,-1.0636174791345794
ACH-001031,-1.1224195669917445
ACH-001038,-1.004905063562708
ACH-001048,-1.1475836920792102
ACH-001050,-1.1123382053931372
ACH-001053,-1.4198808819711823
ACH-001054,-1.1899016911183655
ACH-001061,-1.2638703801900004
ACH-001067,-1.1229695155878583
ACH-001075,-1.1472008835724967
ACH-001096,-0.9521709533087168
ACH-001111,-1.4117773985420643
ACH-001119,-1.2762924824073885
ACH-001128,-0.6235524622712619
ACH-001134,-0.9675418688406682
ACH-001151,-1.1667968688597916
ACH-001163,-1.2188555210865608
ACH-001164,-1.4259746571232272
ACH-001183,-0.9220066356707212
ACH-001192,-1.2601853646423642
ACH-001193,-1.0047247668518733
ACH-001196,-1.0695415282088871
ACH-001197,-1.2287053611593968
ACH-001205,-0.8785866673942961
ACH-001211,-0.9157131137633252
ACH-001212,-1.1088842268463237
ACH-001228,-0.8232849390040582
ACH-001232,-0.7456505225097498
ACH-001239,-1.2468095750488055
ACH-001270,-1.1793287959320569
ACH-001274,-1.0729265171587614
ACH-001275,-0.8793240605063081
ACH-001277,-1.0182407400991458
ACH-001278,-1.2272599226740877
ACH-001280,-1.09608831992778
ACH-001283,-1.2678177064843412
ACH-001289,-1.179236066012045
ACH-001300,-1.3811865982282727
ACH-001301,-0.6700304435964775
ACH-001302,-1.034588941007745
ACH-001306,-1.1218370344424229
ACH-001318,-0.9528059468435496
ACH-001322,-0.8430760216533817
ACH-001328,-0.9779145865221609
ACH-001332,-1.1300854009789223
ACH-001336,-1.1311485522756222
ACH-001346,-1.2015364432030362
ACH-001353,-1.1087305929850932
ACH-001354,-0.6038418114875955
ACH-001367,-1.1847156105646397
ACH-001368,-1.0047877997778307
ACH-001374,-0.6669081077733989
ACH-001377,-1.0379397175798677
ACH-001380,-0.9636465308556428
ACH-001391,-1.1145641384909122
ACH-001408,-1.2599671643200874
ACH-001430,-1.112725104169105
ACH-001431,-1.1408759746605601
ACH-001450,-1.5426751528292206
ACH-001496,-0.8646365143197582
ACH-001500,-0.9496906886681914
ACH-001523,-0.9059529392370248
ACH-001532,-1.2467337897512614
ACH-001550,-1.0947126479510545
ACH-001552,-0.9783641434563106
ACH-001554,-1.2095943933877653
ACH-001654,-1.0484282891075405
ACH-001735,-1.078541309518074
ACH-001736,-1.3646135104768105
ACH-001737,-0.8291184311944486
ACH-001740,-1.2968979324352503
ACH-001745,-1.3936790880203909
ACH-001765,-1.1833263749381542
