,MAP1LC3A (84557)
ACH-000376,-0.20703812606067154
ACH-000381,-0.35734212539768184
ACH-000383,-0.03500273839622521
ACH-000387,-0.10144498976025396
ACH-000389,-0.02233284230802484
ACH-000390,-0.05684709855963816
ACH-000393,-0.10741091724008127
ACH-000395,-0.3118062928427211
ACH-000396,-0.5407283345234981
ACH-000397,-0.14589310030778407
ACH-000401,-0.20339599994597352
ACH-000402,-0.097814126032178
ACH-000403,-0.2381512658304116
ACH-000404,-0.2737214666759255
ACH-000406,-0.10821949045518116
ACH-000407,-0.11342190904384684
ACH-000408,-0.1685189514101482
ACH-000410,-0.2180061459736895
ACH-000411,-0.2664324182832011
ACH-000414,-0.1357305982250228
ACH-000415,-0.3466761363770703
ACH-000416,-0.1863966142395164
ACH-000420,-0.12318241251737927
ACH-000421,-0.12267710507489868
ACH-000424,-0.06174962845047744
ACH-000425,-0.36598840568907104
ACH-000426,-0.05031181064749517
ACH-000427,-0.08505743853640671
ACH-000433,-0.4242545806747534
ACH-000435,0.06670182185062919
ACH-000436,-0.19014937423464576
ACH-000444,-0.2318313863042145
ACH-000445,-0.12799841850646698
ACH-000448,-0.21738993016034167
ACH-000450,-0.26568734167483005
ACH-000452,-0.1894980787963794
ACH-000454,-0.2874880371676549
ACH-000458,-0.2724731470333971
ACH-000459,-0.09195125719133897
ACH-000460,-0.140214375080323
ACH-000461,0.03189022074711745
ACH-000463,-0.10190950788511896
ACH-000464,-0.1109699919931059
ACH-000466,-0.37113531053011894
ACH-000467,-0.1914820689087384
ACH-000468,-0.15761311957203908
ACH-000469,-0.33058170986095936
ACH-000470,-0.11739133959493506
ACH-000471,-0.29121540290097
ACH-000472,-0.22108335581489685
ACH-000473,-0.2686885951068059
ACH-000475,-0.1018863220556082
ACH-000476,-0.2785371639389577
ACH-000477,-0.2201187842599289
ACH-000479,-0.04810179509642086
ACH-000480,-0.23155200169089235
ACH-000481,-0.21032397084657453
ACH-000483,-0.05565758595078618
ACH-000484,-0.08822321974370895
ACH-000485,-0.14315172183652394
ACH-000486,-0.12119781856664102
ACH-000487,-0.31199952997235514
ACH-000488,-0.2971961315920919
ACH-000490,-0.14711415936488415
ACH-000491,-0.2697350998720285
ACH-000495,-0.06567309512505172
ACH-000496,-0.30175486430322723
ACH-000499,-0.12839032530505118
ACH-000500,-0.13165256815715032
ACH-000502,-0.1777750711415371
ACH-000503,-0.13694926098456586
ACH-000505,-0.12940030460714216
ACH-000507,-0.17543217832515734
ACH-000510,-0.3294967386783818
ACH-000511,-0.2282072626641513
ACH-000512,-0.18277749035809732
ACH-000516,-0.24203819437594634
ACH-000517,-0.21687174636277332
ACH-000518,-0.16389395625947853
ACH-000520,-0.06944026965613181
ACH-000521,-0.17809870677797132
ACH-000522,-0.14420786710145292
ACH-000524,-0.1888569921441914
ACH-000527,-0.3255767981945635
ACH-000528,-0.14559410643090015
ACH-000537,-0.2020407694893053
ACH-000541,-0.13764335459865448
ACH-000542,-0.2550226826480565
ACH-000544,-0.12184130557759272
ACH-000545,-0.12351266588161118
ACH-000547,-0.25459111517254795
ACH-000548,-0.1016848215108358
ACH-000549,-0.3205671283552195
ACH-000550,-0.12175444245436427
ACH-000552,-0.08176094652753953
ACH-000556,-0.1273692592808094
ACH-000557,-0.3882781699277845
ACH-000569,-0.1333651803324869
ACH-000570,-0.2262996705051636
ACH-000571,-0.07171471399377648
ACH-000573,-0.36256101665382795
ACH-000576,-0.07164081887581679
ACH-000579,-0.16914944277028598
ACH-000580,-0.14490887336193994
ACH-000584,-0.04533813961178962
ACH-000585,-0.04791623522209746
ACH-000588,-0.2593539224589568
ACH-000589,-0.4344522494066033
ACH-000591,-0.2781579144804313
ACH-000593,-0.10085388693643793
ACH-000600,-0.2274367229529963
ACH-000601,-0.11494408699683688
ACH-000605,-0.3451516545372701
ACH-000606,-0.1503785532289249
ACH-000608,-0.18080156857408367
ACH-000614,-0.4850523845472109
ACH-000616,-0.2781224414487628
ACH-000618,-0.11941011742680938
ACH-000619,-0.07330658530026954
ACH-000620,-0.2838794525203566
ACH-000621,-0.0856180889296007
ACH-000622,-0.11241496627117037
ACH-000623,-0.052357143804632925
ACH-000624,-0.19346509214122745
ACH-000627,-0.3122508694317533
ACH-000630,-0.09646362235265388
ACH-000631,-0.21634971709754336
ACH-000632,-0.14367657486495192
ACH-000633,-0.25598985523038953
ACH-000637,-0.0922412139394202
ACH-000638,-0.3496755226212154
ACH-000646,-0.10544530043666908
ACH-000647,-0.1101431977797971
ACH-000648,-0.2340002374943557
ACH-000649,-0.13823832559314306
ACH-000651,-0.37822906454872535
ACH-000652,-0.17851243467827846
ACH-000653,-0.30873831933400386
ACH-000657,-0.10427183647038617
ACH-000658,-0.3081077320680484
ACH-000661,-0.2624327266193227
ACH-000662,0.017913430117003068
ACH-000663,-0.18430489886518592
ACH-000665,-0.33624490331531864
ACH-000671,-0.3664095969529431
ACH-000672,-0.3084296934247399
ACH-000673,-0.21171929169692025
ACH-000676,-0.18576309947296046
ACH-000677,-0.19460315971340034
ACH-000681,-0.19440898860790187
ACH-000683,-0.2806466659005804
ACH-000684,-0.23563425711456484
ACH-000688,-0.22882741234817244
ACH-000693,-0.15086722285323653
ACH-000694,-0.16450692592274466
ACH-000695,-0.2879625180577205
ACH-000696,-0.0996009365076784
ACH-000697,-0.3142939753043121
ACH-000699,-0.19109786668567802
ACH-000701,-0.025488066783089326
ACH-000706,-0.18078119551272226
ACH-000711,-0.13032195997377058
ACH-000713,-0.1928174569712398
ACH-000714,-0.2373585268747345
ACH-000718,-0.2977021787667329
ACH-000720,-0.3079383420560399
ACH-000721,-0.3269126173245534
ACH-000724,-0.19736006098734388
ACH-000725,-0.19950118948843407
ACH-000732,-0.24815058178652
ACH-000734,-0.0937493445696951
ACH-000735,-0.13994570172901055
ACH-000736,-0.2235447495673768
ACH-000738,-0.11374464165172232
ACH-000746,-0.17726946400416793
ACH-000747,-0.1608626643458574
ACH-000748,-0.2587562035302066
ACH-000753,-0.06826296818092842
ACH-000756,-0.07975350908895601
ACH-000757,-0.07017359036657735
ACH-000758,-0.31273990525783885
ACH-000760,-0.2791431847446477
ACH-000762,-0.2950085853664804
ACH-000763,-0.09197780076968087
ACH-000764,0.09884570467812924
ACH-000765,0.020620422649360263
ACH-000766,-0.2951034132101061
ACH-000767,-0.1000650715781996
ACH-000768,-0.1796445779569929
ACH-000769,-0.2825909763480793
ACH-000770,-0.1724322634908113
ACH-000771,-0.20294529822098772
ACH-000773,-0.1239962460181106
ACH-000776,-0.21927077798582212
ACH-000777,-0.30235981332705275
ACH-000778,-0.419957745187504
ACH-000781,-0.1979915900734866
ACH-000782,-0.29804487309801125
ACH-000783,-0.1522377796930004
ACH-000784,-0.1993802363968662
ACH-000785,-0.06607470400942853
ACH-000787,-0.233720150824646
ACH-000788,-0.1615002442904381
ACH-000791,-0.09924168865063954
ACH-000792,-0.05179427670790722
ACH-000794,-0.05011880880593245
ACH-000796,-0.2028169468550207
ACH-000798,-0.3512668983461115
ACH-000799,-0.18689046395835995
ACH-000800,-0.07838654780760777
ACH-000802,-0.0764531300590905
ACH-000804,-0.3130774674486233
ACH-000805,-0.07579156679901768
ACH-000809,-0.24501178423934575
ACH-000810,-0.056860619959931476
ACH-000811,-0.16436551914921635
ACH-000817,-0.14798823334419034
ACH-000819,-0.1590207810898446
ACH-000820,-0.33593086748222994
ACH-000821,0.13268122957981848
ACH-000822,-0.2848936123429448
ACH-000823,-0.3056160901682687
ACH-000824,-0.1118344423508223
ACH-000827,-0.13503007853238302
ACH-000829,-0.20391758985645145
ACH-000831,-0.245686284437947
ACH-000832,-0.028540779813221787
ACH-000833,-0.0726159203432627
ACH-000834,-0.032622630382948006
ACH-000835,-0.05052006142688068
ACH-000836,-0.4242292455174046
ACH-000837,-0.2624618635990147
ACH-000838,-0.08327736723870749
ACH-000839,-0.14711540292932926
ACH-000840,-0.09694847387664572
ACH-000841,-0.07123140362502478
ACH-000843,-0.3448303986812661
ACH-000846,-0.32872798765988825
ACH-000847,-0.31492712391146194
ACH-000848,-0.16825249306005155
ACH-000849,-0.1935305035981401
ACH-000851,-0.2002245526600726
ACH-000855,-0.16344998655255438
ACH-000856,-0.20733128071023668
ACH-000858,-0.35890259377340206
ACH-000859,0.0035157599259664925
ACH-000861,-0.2059319950844348
ACH-000862,-0.2603508076939584
ACH-000865,-0.2131279269692462
ACH-000866,-0.15949748189249704
ACH-000867,-0.22606593189328286
ACH-000869,-0.029717040428032
ACH-000872,-0.06696957200850698
ACH-000873,-0.5554623854821932
ACH-000876,-0.1610928038460276
ACH-000878,-0.17384010429451952
ACH-000880,-0.14292584101230954
ACH-000881,-0.12053042477830568
ACH-000882,-0.10811909167665422
ACH-000884,-0.13186964263899875
ACH-000885,-0.2978415553426159
ACH-000887,-0.07336233027405033
ACH-000889,-0.0030285604738445808
ACH-000896,-0.20866635467973413
ACH-000898,-0.12289739417257188
ACH-000900,-0.04182802431788957
ACH-000901,-0.21100255741312068
ACH-000905,-0.18452040888237276
ACH-000906,-0.15217875645250725
ACH-000907,-0.06415378092841659
ACH-000910,-0.08304974539915191
ACH-000911,-0.20593730868310756
ACH-000912,-0.2532020238289071
ACH-000913,-0.2516058601357539
ACH-000915,-0.1877898485453295
ACH-000916,0.03020425970697648
ACH-000917,-0.2211683506175955
ACH-000920,-0.07045692741092492
ACH-000921,-0.2742633287863686
ACH-000924,-0.19630125967275486
ACH-000926,-0.4150499886054687
ACH-000928,-0.3902393495402756
ACH-000929,-0.03744162872177823
ACH-000932,-0.2237648611061408
ACH-000935,-0.1198162312402418
ACH-000936,-0.2537048022818307
ACH-000937,-0.1877167070373924
ACH-000938,-0.08374627928425714
ACH-000939,-0.1542709102656525
ACH-000941,-0.2973943523401844
ACH-000943,-0.08548797378953593
ACH-000946,-0.2872276192724872
ACH-000947,-0.16218602214775366
ACH-000948,-0.008206279450766348
ACH-000950,-0.3178008236983655
ACH-000953,-0.14478042953230638
ACH-000954,-0.38795057455982057
ACH-000957,-0.16838474800233
ACH-000958,-0.2726678939255555
ACH-000960,-0.16511028554090387
ACH-000963,-0.23706218307520094
ACH-000968,-0.10921265514889296
ACH-000969,-0.11445723050825052
ACH-000972,-0.1081656585780442
ACH-000973,-0.21296877081803872
ACH-000974,-0.1986550503265795
ACH-000978,-0.3011642690692149
ACH-000984,-0.08464992998688188
ACH-000986,-0.12497643996130528
ACH-000988,-0.12258533242688915
ACH-000993,-0.17748104871555576
ACH-000994,-0.2513622708296105
ACH-000996,0.03271560149613866
ACH-001001,-0.11817215807622836
ACH-001020,-0.15432751754281765
ACH-001028,-0.2043765811927621
ACH-001031,-0.2236778443161468
ACH-001038,-0.12310305806229703
ACH-001048,-0.15108585353628814
ACH-001050,-0.15596707540336527
ACH-001053,-0.12851441713663306
ACH-001054,-0.18844039766663184
ACH-001061,-0.08672315657215499
ACH-001067,-0.2678577115728649
ACH-001075,-0.14663395998677226
ACH-001096,-0.1574768993602846
ACH-001111,0.1207342414294542
ACH-001119,-0.2574761564832909
ACH-001128,-0.33764900626561545
ACH-001134,-0.1738706953632114
ACH-001151,-0.11299519545873835
ACH-001163,-0.10600019516185567
ACH-001164,-0.1125507366626016
ACH-001183,-0.08373881285237307
ACH-001192,-0.3464599567618054
ACH-001193,-0.20812287578842067
ACH-001196,-0.1268747176597694
ACH-001197,-0.15853482962054324
ACH-001205,0.05555259972843463
ACH-001211,-0.26961579429780763
ACH-001212,-0.29141794780058816
ACH-001228,0.015319508652969504
ACH-001232,-0.1773327060810455
ACH-001239,-0.3337380131934267
ACH-001270,-0.3184504815182138
ACH-001274,-0.058395818838345125
ACH-001275,-0.05721416228206745
ACH-001277,-0.3453294448322269
ACH-001278,-0.047278523601259184
ACH-001280,-0.12578482765008053
ACH-001283,-0.072711307843671
ACH-001289,-0.20909823281219075
ACH-001300,-0.2232271684980556
ACH-001301,-0.3928814211365143
ACH-001302,-0.2331890249670999
ACH-001306,0.08620379624533732
ACH-001318,-0.3272410923079638
ACH-001322,-0.3804849406087944
ACH-001328,-0.10751667219119536
ACH-001332,-0.1439626239986917
ACH-001336,-0.15188917273446262
ACH-001346,-0.13399063439241976
ACH-001353,-0.19521360631190696
ACH-001354,-0.2861012561798381
ACH-001367,-0.1567175433322869
ACH-001368,-0.21631035186536487
ACH-001374,-0.327494236591427
ACH-001377,-0.2482764675632127
ACH-001380,0.004018200371026639
ACH-001391,-0.3360220148593115
ACH-001408,-0.14377081171239156
ACH-001430,-0.3207073522589
ACH-001431,-0.32651478569464565
ACH-001450,-0.2896060134390845
ACH-001496,-0.38725593118278495
ACH-001500,-0.35930742059540444
ACH-001523,-0.07889263512713952
ACH-001532,-0.055348756254687784
ACH-001550,-0.12470479223970254
ACH-001552,0.030245724301218805
ACH-001554,-0.19032158519657974
ACH-001654,-0.15613006301619345
ACH-001735,-0.22115516520091932
ACH-001736,-0.0469667329763074
ACH-001737,0.19843832689951094
ACH-001740,-0.2714849165562153
ACH-001745,-0.05290532620256426
ACH-001765,-0.09950663856390288
