,SETD1A (9739)
ACH-000770,-0.7139929911077629
ACH-000771,-0.9313632662353182
ACH-000773,-0.7277189762353155
ACH-000776,-0.7493165361456641
ACH-000777,-0.7860826371617562
ACH-000778,-1.1694036134875472
ACH-000781,-0.6266840911162896
ACH-000782,-0.770882254428899
ACH-000783,-0.9565158850036486
ACH-000784,-0.8094382406025658
ACH-000785,-0.8071596891952646
ACH-000787,-0.7664476466262599
ACH-000788,-0.8301559445451081
ACH-000791,-0.8816378021199562
ACH-000792,-0.9123952033099628
ACH-000794,-0.8324392316773618
ACH-000796,-0.7374772166308079
ACH-000798,-0.9647670771323906
ACH-000799,-0.9499787022573056
ACH-000800,-0.6755455633977094
ACH-000802,-0.9901272232304394
ACH-000804,-0.574398839134584
ACH-000805,-0.4665219687051931
ACH-000809,-0.4315016013551165
ACH-000810,-1.0510414409771742
ACH-000811,-0.9063210829623538
ACH-000817,-0.9194444294337528
ACH-000819,-0.7536905956084763
ACH-000820,-0.5284055717394722
ACH-000821,-0.5287294756440873
ACH-000822,-0.9036858625331966
ACH-000823,-0.6482806962282286
ACH-000824,-0.4705778742775503
ACH-000827,-0.8004308975066792
ACH-000829,-0.5550912094784989
ACH-000831,-0.8941660282820817
ACH-000832,-0.8976204939316007
ACH-000833,-0.6718964507941138
ACH-000834,-0.7502173974329784
ACH-000835,-0.7244077448705681
ACH-000836,-0.3402809431534307
ACH-000837,-0.7630114016949121
ACH-000838,-0.9674391725293624
ACH-000839,-0.9068383069367792
ACH-000840,-0.8189714645609686
ACH-000841,-0.7768603493425564
ACH-000843,-0.6589584950524708
ACH-000846,-0.7824984604991235
ACH-000847,-0.3036741945912714
ACH-000848,-0.8465225772933718
ACH-000849,-0.9564278789547678
ACH-000851,-0.6874483486762322
ACH-000855,-0.8479164811802073
ACH-000856,-0.6430753140244746
ACH-000858,-0.6985207445682156
ACH-000859,-0.9906907837875047
ACH-000861,-0.7937065004408712
ACH-000862,-0.6167956461683692
ACH-000865,-0.6804867226458742
ACH-000866,-0.9053397475448792
ACH-000867,-0.7250472310180357
ACH-000869,-0.6744643282810333
ACH-000872,-0.9153704069801962
ACH-000873,-0.5326507393184834
ACH-000876,-0.700122171497135
ACH-000878,-0.8515345056731177
ACH-000880,-0.6998227030344022
ACH-000881,-1.0076269119647885
ACH-000882,-0.6893589162241791
ACH-000884,-0.7364963836927956
ACH-000885,-0.8083170965068205
ACH-000887,-0.6706874964784849
ACH-000889,-0.8342396430195772
ACH-000896,-0.8961393879692305
ACH-000898,-0.9216482478671492
ACH-000900,-1.0123194956820238
ACH-000901,-0.7008163010814006
ACH-000905,-0.7676351387213793
ACH-000906,-0.4840981432579169
ACH-000907,-0.7767738979445674
ACH-000910,-0.8419598996437397
ACH-000911,-0.7060041320262853
ACH-000912,-1.0554361590842654
ACH-000913,-0.6242688692811488
ACH-000915,-0.7594716240053973
ACH-000916,-0.9137521385782552
ACH-000917,-0.5515429266695168
ACH-000920,-0.9161191529197182
ACH-000921,-1.0522807909894136
ACH-000924,-0.6785979126198556
ACH-000926,-0.7531109668044287
ACH-000928,-1.397372192088984
ACH-000929,-0.8469820725014887
ACH-000932,-0.7592027912915151
ACH-000935,-0.8257258416346035
ACH-000936,-0.6557226647877217
ACH-000937,-0.6560119419188915
ACH-000938,-0.6852400632237966
ACH-000939,-0.7500785908608402
ACH-000941,-0.839166317838407
ACH-000943,-0.6939348162941879
ACH-000946,-0.9001538341392593
ACH-000947,-1.0144607111888928
ACH-000948,-1.0313198292939485
ACH-000950,-0.6633136143319034
ACH-000953,-0.7472628000627692
ACH-000954,-0.8232707030941506
ACH-000957,-0.9497976697741632
ACH-000958,-0.8796179738590042
ACH-000960,-0.6948635266048278
ACH-000963,-0.7913509455350849
ACH-000968,-0.7842277181259985
ACH-000969,-0.6999391976911511
ACH-000972,-0.7351084443177617
ACH-000973,-0.8699233879424074
ACH-000974,-0.6690942129674392
ACH-000978,-0.9370994601816184
ACH-000984,-0.4792069046033115
ACH-000986,-0.7342237001575943
ACH-000988,-0.8426154841307917
ACH-000993,-1.1496839518982138
ACH-000994,-0.6655066605484483
ACH-000996,-0.7920949569681547
ACH-001001,-0.7384070962954691
ACH-001020,-0.18176284012190227
ACH-001028,-0.6633269160539692
ACH-001031,-0.8181868555872277
ACH-001038,-0.8988112563725228
ACH-001048,-0.59386531349634
ACH-001050,-0.8551582158800459
ACH-001053,-0.8248236061582146
ACH-001054,-0.5658475744105627
ACH-001061,-0.7363000740514393
ACH-001067,-0.9463130360737766
ACH-001075,-1.0268674633450297
ACH-001096,-0.6673359039089294
ACH-001111,-0.6299171738853597
ACH-001119,-0.5600078697543792
ACH-001128,0.22959602007023944
ACH-001134,-0.8282948799777935
ACH-001151,-0.4715484525951438
ACH-001163,-0.6298349209863591
ACH-001164,-0.6752511522102971
ACH-001183,-0.783809554561562
ACH-001192,-0.6715111758257039
ACH-001193,-0.8431220853868072
ACH-001196,-0.8302577937778017
ACH-001197,-0.5624586601529495
ACH-001205,-0.8024638924685968
ACH-001211,-0.6253272175582428
ACH-001212,-0.8651024363349974
ACH-001228,-0.8482836834558023
ACH-001232,-0.9169669405761648
ACH-001239,-0.5003855424096089
ACH-001270,-0.7204161161057697
ACH-001274,-0.6666988688047134
ACH-001275,-0.7626031289369276
ACH-001277,-0.5972175918358295
ACH-001278,-0.8462259289123201
ACH-001280,-0.8921183251555044
ACH-001283,-0.8870437518702523
ACH-001289,-0.6508052283078158
ACH-001300,-0.8696230990786824
ACH-001301,-0.9207669745444966
ACH-001302,-0.640420607353157
ACH-001306,-0.7907767167427725
ACH-001318,-0.7426151844729529
ACH-001322,-0.8337662163273212
ACH-001328,-0.8280943259070417
ACH-001332,-0.7544792795624357
ACH-001336,-0.8582774014928933
ACH-001346,-0.8081749825321751
ACH-001353,-0.8019838080334559
ACH-001354,-0.787060661463431
ACH-001367,-0.5988981006046991
ACH-001368,-1.0392025898482449
ACH-001374,-0.8637897547917228
ACH-001377,-0.6827030208612642
ACH-001380,-0.8478245101770557
ACH-001391,-0.6091656451675672
ACH-001408,-0.8327225079695101
ACH-001430,-0.5514829889850699
ACH-001431,-0.8403379278873024
ACH-001450,-0.7457331588505219
ACH-001496,-0.3438272736577693
ACH-001500,-0.4686261600233178
ACH-001523,-1.0176773539399149
ACH-001532,-1.0101688828988151
ACH-001550,-0.11828833725421392
ACH-001552,-0.7111703541958813
ACH-001554,-0.7535640943830045
ACH-001654,-0.6976008542535661
ACH-001735,-0.7948456128226913
ACH-001736,-0.9064867423214854
ACH-001737,-0.8811777733085855
ACH-001740,-0.6482679381533788
ACH-001745,-0.6046232484722384
ACH-001765,-0.6360842429014827
