,RNPEP (6051)
ACH-000188,-0.04850381084065841
ACH-000189,-0.3837590529281924
ACH-000190,-0.010614599495925144
ACH-000198,-0.1319396135873268
ACH-000203,-0.15457742324513354
ACH-000204,-0.12964395160607328
ACH-000206,0.1048701537495668
ACH-000207,-0.08005438929656128
ACH-000208,-0.1745051320676728
ACH-000210,0.016723846417012574
ACH-000211,-0.13148766240417145
ACH-000215,-0.15580260862445727
ACH-000221,0.013645870510775815
ACH-000222,0.034918373056800366
ACH-000223,-0.06556886044737849
ACH-000226,-0.19115047269067845
ACH-000227,-0.1353785546680692
ACH-000228,0.04640344251740002
ACH-000231,-0.09461431284125796
ACH-000232,-0.04215063697053829
ACH-000233,-0.3259554963802121
ACH-000234,-0.3123944600834155
ACH-000235,-0.20803984019712884
ACH-000237,-0.13920052162533514
ACH-000238,0.03746084335909767
ACH-000242,-0.1807226794417902
ACH-000243,-0.10014467213862953
ACH-000244,-0.061475564865134766
ACH-000246,-0.23417914509837695
ACH-000248,-0.20287274409402994
ACH-000250,-0.12501202672902387
ACH-000251,-0.2865578299011336
ACH-000252,0.09538180950279096
ACH-000253,-0.109471892669929
ACH-000255,-0.3053618275604365
ACH-000256,-0.17420261550231114
ACH-000257,-0.21070598458912004
ACH-000258,-0.21482891408591748
ACH-000259,-0.11498062043660888
ACH-000260,-0.11953036952293004
ACH-000261,-0.050364379746694984
ACH-000262,-0.09737948327344136
ACH-000263,0.15481341680722982
ACH-000264,-0.12224485502880973
ACH-000265,-0.12129105920455376
ACH-000266,-0.09925998166818988
ACH-000272,-0.13228112967765732
ACH-000274,-0.02373749335299949
ACH-000277,-0.15006764674317552
ACH-000278,-0.05047010464990813
ACH-000279,0.06207899501331025
ACH-000280,-0.0942280993121344
ACH-000281,-0.061207681353813485
ACH-000288,-0.09351278954720199
ACH-000291,0.07540643468813779
ACH-000293,-0.041125307654741684
ACH-000294,0.08986852607086451
ACH-000295,-0.22699158622860455
ACH-000296,0.05482001837005172
ACH-000302,-0.050107363913559716
ACH-000304,0.00800264088551752
ACH-000307,-0.021001637820239852
ACH-000308,0.0050986451973591106
ACH-000310,-0.21388273642743946
ACH-000311,-0.15049936422346505
ACH-000312,-0.26925530282123306
ACH-000315,-0.08951043921447953
ACH-000316,-0.02476022544510998
ACH-000317,-0.2346301346953584
ACH-000318,0.037820543350247364
ACH-000319,-0.05728501272243421
ACH-000320,0.018798896172602338
ACH-000322,-0.21238901572748628
ACH-000323,-0.07394923585144822
ACH-000324,-0.13054904943633505
ACH-000329,-0.2419117931954013
ACH-000330,0.08097310048735598
ACH-000331,0.031531528129715485
ACH-000332,-0.08828065619811767
ACH-000334,-0.1376204790883767
ACH-000335,-0.07451991219943818
ACH-000336,-0.14705898660211345
ACH-000337,-0.1855833854222168
ACH-000338,-0.2268420854208165
ACH-000339,-0.018400658410115626
ACH-000341,-0.10181135067770444
ACH-000348,-0.060997654055684115
ACH-000350,-0.13398822000105784
ACH-000352,-0.0012239390692029481
ACH-000356,-0.2415795009041
ACH-000361,-0.1989635464403026
ACH-000362,-0.0564364637378289
ACH-000363,-0.13591681096991834
ACH-000364,-0.0355291945939013
ACH-000365,0.018863887315828682
ACH-000366,-0.06434127191210108
ACH-000368,-0.11741051652593205
ACH-000374,0.03147335190353644
ACH-000375,-0.1878397320305824
ACH-000376,-0.1688947138124891
ACH-000381,-0.12786443901106187
ACH-000383,-0.025372525249902723
ACH-000387,-0.0321595879885654
ACH-000389,-0.25919400975142864
ACH-000390,-0.18860636140816586
ACH-000393,-0.18509182385194425
ACH-000395,-0.07805414400324008
ACH-000396,-0.033934032914040554
ACH-000397,-0.15589058916644769
ACH-000401,-0.38681169345732375
ACH-000402,0.3319555098622451
ACH-000403,-0.13552166401997567
ACH-000404,-0.2173300440774711
ACH-000406,-0.11833505010850795
ACH-000407,-0.14514247723719506
ACH-000408,-0.17346297578962602
ACH-000410,-0.2464781037281575
ACH-000411,-0.2918203696822415
ACH-000414,0.018454984701053213
ACH-000415,-0.06923932874153821
ACH-000416,-0.05579219320316492
ACH-000420,-0.3440136234350462
ACH-000421,-0.1849645869157118
ACH-000424,0.08305807350672692
ACH-000425,-0.0864753954583842
ACH-000426,-0.11968295098560873
ACH-000427,-0.1418865111676494
ACH-000433,-0.2914500668241659
ACH-000435,-0.1134180002660362
ACH-000436,-0.07004835311759247
ACH-000444,-0.14129419157920078
ACH-000445,0.05311006179481225
ACH-000448,-0.1213203622791622
ACH-000450,-0.14672215704919134
ACH-000452,-0.07440329049104086
ACH-000454,0.05123130613743069
ACH-000458,-0.13166290260126187
ACH-000459,-0.07220107973448997
ACH-000460,-0.16141737739698506
ACH-000461,-0.11360032501244542
ACH-000463,-0.13384454182669506
ACH-000464,-0.2484166679011819
ACH-000466,-0.08236097114449048
ACH-000467,-0.15447080344285788
ACH-000468,-0.05123255560724708
ACH-000469,-0.02250183229576529
ACH-000470,-0.12284978473602327
ACH-000471,-0.06474832986267702
ACH-000472,-0.17695718495185545
ACH-000473,-0.07733036563617521
ACH-000475,-0.11486760858561848
ACH-000476,-0.11396644690103808
ACH-000477,0.07773477602319749
ACH-000479,-0.13597950065995945
ACH-000480,-0.016405962638341594
ACH-000481,-0.13940795858927346
ACH-000483,-0.003928251305300202
ACH-000484,-0.2226092807588556
ACH-000485,-0.011585452965189254
ACH-000486,-0.11331144750649795
ACH-000487,-0.19882515770043685
ACH-000488,-0.0920501358048384
ACH-000490,-0.08248697152661569
ACH-000491,0.024375815624386926
ACH-000495,-0.1957514572646559
ACH-000496,0.09563467529084756
ACH-000499,-0.09710437606614412
ACH-000500,-0.3430092793595857
ACH-000502,-0.0571965362426691
ACH-000503,-0.35128512161969266
ACH-000505,-0.18807278956929468
ACH-000507,-0.05273139282050016
ACH-000510,-0.11917896649045467
ACH-000511,-0.0713228542343231
ACH-000512,-0.3644004096578085
ACH-000516,-0.005294244398660104
ACH-000517,-0.11988035334304015
ACH-000518,-0.031233302268481544
ACH-000520,-0.1769096167169588
ACH-000521,-0.05451030447558281
ACH-000522,-0.09464111536983673
ACH-000524,-0.12746771556054468
ACH-000527,-0.10894881688183186
ACH-000528,-0.12898585634798765
ACH-000537,-0.21439829188338197
ACH-000541,-0.08576988861720779
ACH-000542,0.017332473952565458
ACH-000544,0.0338503720006465
ACH-000545,-0.11360033204197953
ACH-000547,-0.28672315414760674
ACH-000548,-0.046608220403309836
ACH-000549,-0.0033546188105826776
ACH-000550,0.05425829712353407
ACH-000552,-0.03504512128330752
ACH-000556,-0.06381693504765089
ACH-000557,-0.00031372063716538184
ACH-000569,-0.29777968359897405
ACH-000570,0.0405501902596114
ACH-000571,-0.11265167966051018
ACH-000573,0.008597320887649983
ACH-000576,-0.188733765438878
ACH-000579,-0.15837432526825312
ACH-000580,-0.404627496224294
ACH-000584,-0.26085701352740925
ACH-000585,-0.14918320448537384
ACH-000588,-0.2353123163704545
ACH-000589,-0.030244109562922325
ACH-000591,0.09577195854650557
ACH-000593,-0.13410305008063347
ACH-000600,-0.15190055311364364
ACH-000601,-0.17674446986166026
ACH-000605,-0.1446154262955452
ACH-000606,-0.1434852985312051
ACH-000608,-0.03178325814587587
ACH-000614,-0.11222047093761968
ACH-000616,-0.1916668519870253
ACH-000618,-0.09501660234186736
ACH-000619,-0.1938624085853932
ACH-000620,-0.01245856026086516
ACH-000621,0.02810270299894445
ACH-000622,-0.07227025713197001
ACH-000623,-0.008583120377360877
ACH-000624,-0.08535943997853324
ACH-000627,-0.033658517028669184
ACH-000630,-0.10511489719598824
ACH-000631,-0.3733543883905622
ACH-000632,-0.015018544087799618
ACH-000633,-0.07636422039958107
ACH-000637,-0.14345361008011828
ACH-000638,-0.15206038321356374
ACH-000646,-0.02639789334483976
ACH-000647,-0.15263246852040185
ACH-000648,-0.1301261143074102
ACH-000649,-0.07947510900615944
ACH-000651,-0.1572502167160394
ACH-000652,0.014265566984936518
ACH-000653,-0.09023121891855508
ACH-000657,-0.14331510162808944
ACH-000658,-0.23801979423892225
ACH-000661,-0.05532747233343519
ACH-000662,0.003185342007140763
ACH-000663,0.020188048893946688
ACH-000665,-0.07912801424239617
ACH-000671,-0.06443565628494513
ACH-000672,0.019288435111504576
ACH-000673,-0.11746180595951045
ACH-000676,-0.16253339656817029
ACH-000677,-0.12990696341047112
ACH-000681,0.028263512254739845
ACH-000683,-0.19924350867634927
ACH-000684,-0.14830771815722815
ACH-000688,0.09233276028982984
ACH-000693,-0.11584441301669718
ACH-000694,-0.07461414806194093
ACH-000695,0.1843557316401551
ACH-000696,-0.10082686968117884
ACH-000697,-0.28196780878347816
ACH-000699,-0.10061390365136008
ACH-000701,-0.18482026778903726
ACH-000706,-0.174127544653628
ACH-000711,-0.08567638905643442
ACH-000713,-0.1447417433420978
ACH-000714,-0.1319618157890489
ACH-000718,-0.0458985255759272
ACH-000720,-0.0983878961055216
ACH-000721,-0.07020300315515818
ACH-000724,0.0035148164903178658
ACH-000725,-0.12712437015419994
ACH-000732,0.0108317211718196
ACH-000734,-0.2218629999992604
ACH-000735,-0.06975254880258537
ACH-000736,-0.138486185182125
ACH-000738,-0.07732670825224336
ACH-000746,0.12377483124564807
ACH-000747,-0.14935655123325225
ACH-000748,-0.005397504190639806
ACH-000753,-0.0951391172502425
ACH-000756,-0.2876204409822916
ACH-000757,-0.014647125570514088
ACH-000758,-0.03789457896494522
ACH-000760,-0.14807983662909105
ACH-000762,-0.09985767979426516
ACH-000763,-0.07959558453596037
ACH-000764,0.1149665332260951
ACH-000765,-0.12094005768756405
ACH-000766,-0.14764022327234425
ACH-000767,-0.15408699918282612
ACH-000768,-0.08790386826425871
ACH-000769,-0.1604719091703723
ACH-000770,-0.08335091842892646
ACH-000771,-0.05886373945304705
ACH-000773,-0.2120241497519316
ACH-000776,-0.26059191327223785
ACH-000777,-0.06770612174763926
ACH-000778,-0.01576959411254758
ACH-000781,-0.14345146606339165
ACH-000782,-0.044265024721815975
ACH-000783,-0.17005369264421605
ACH-000784,-0.08771568196521863
ACH-000785,-0.200736799371022
ACH-000787,-0.2819081710788422
ACH-000788,-0.1432782813957064
ACH-000791,-0.0465425806810556
ACH-000792,-0.2770039651153553
ACH-000794,-0.028923175626321237
ACH-000796,-0.020524262238737743
ACH-000798,-0.15870948986207736
ACH-000799,-0.2127936095676402
ACH-000800,-0.13089483500085358
ACH-000802,-0.17547932203089125
ACH-000804,-0.20885685184164854
ACH-000805,0.02639994779721196
ACH-000809,-0.11761354625530016
ACH-000810,0.2432808971047114
ACH-000811,-0.04580806225744104
ACH-000817,-0.12534653921965538
ACH-000819,-0.05793710334571621
ACH-000820,0.06066969945304919
ACH-000821,0.004344504765915757
ACH-000822,-0.01079905136625155
ACH-000823,-0.2162170085033144
ACH-000824,-0.2899113327775795
ACH-000827,-0.16759724593070574
ACH-000829,-0.1655729349699446
ACH-000831,-0.07501194755557411
ACH-000832,-0.047090297747993004
ACH-000833,0.03230669526102881
ACH-000834,-0.14070202704545245
ACH-000835,-0.19395473542507746
ACH-000836,-0.11116799805833688
ACH-000837,-0.13032912107807548
ACH-000838,-0.16587134993617592
ACH-000839,-0.205078966984656
ACH-000840,-0.035721310746608614
ACH-000841,-0.039269232382979975
ACH-000843,-0.3435177169941622
ACH-000846,-0.15265018593266694
ACH-000847,0.1558578894944991
ACH-000848,0.02437697639192693
ACH-000849,-0.15894114055423494
ACH-000851,-0.03423242685036159
ACH-000855,0.0026015636732221016
ACH-000856,0.001383930113631631
ACH-000858,-0.17212801178138426
ACH-000859,-0.004662226083321076
ACH-000861,-0.2681111109806261
ACH-000862,-0.0935853817500803
ACH-000865,-0.09685711503520444
ACH-000866,0.10862426652527613
ACH-000867,-0.1496995340429192
ACH-000869,-0.1063782458460437
ACH-000872,-0.27041022541647786
ACH-000873,-0.03781712078363593
ACH-000876,-0.1373561212290453
ACH-000878,-0.059477636262995376
ACH-000880,-0.3422234113776076
ACH-000881,-0.057062671012166215
ACH-000882,-0.05022864242394941
ACH-000884,0.024616779617862208
ACH-000885,0.10105746362529157
ACH-000887,-0.1495290626502056
ACH-000889,-0.08143570698367554
ACH-000896,0.007896458555334029
ACH-000898,-0.031545483908451744
ACH-000900,-0.043205373574155666
ACH-000901,0.0198832636991972
ACH-000905,-0.062045751768748526
ACH-000906,-0.07230144203060586
ACH-000907,-0.1086788582494683
ACH-000910,-0.2064234362838196
ACH-000911,-0.20973397367015328
ACH-000912,-0.04817954414165285
ACH-000913,-0.14814558649489454
ACH-000915,-0.08548864382518973
ACH-000916,0.2063504313211672
ACH-000917,-0.20228989401515607
ACH-000920,0.0436090444256404
ACH-000921,-0.17033924755066265
ACH-000924,-0.3075576575438521
ACH-000926,-0.24415149417440285
ACH-000928,-0.21128199816176527
ACH-000929,-0.2182697955031172
ACH-000932,-0.10136066194348392
ACH-000935,-0.14326971677517178
ACH-000936,-0.06868288854873647
ACH-000937,-0.08083725954251231
ACH-000938,-0.16875220364682714
ACH-000939,-0.18473589381521774
ACH-000941,-0.05393983551331073
ACH-000943,-0.05965879923420059
ACH-000946,-0.07592291667923466
ACH-000947,-0.02218027872947431
ACH-000948,0.059425470519959535
ACH-000950,0.06523939838962654
ACH-000953,-0.10074291437348634
ACH-000954,-0.15108695616127304
ACH-000957,-0.0043078710024211575
ACH-000958,0.035268588433926606
ACH-000960,-0.11215026551780566
ACH-000963,-0.4897798002961049
ACH-000968,-0.09789089114384633
ACH-000969,-0.120054989176049
ACH-000972,-0.2951801257470334
ACH-000973,-0.16773745985460653
ACH-000974,-0.08055752285905605
ACH-000978,-0.3477886724562771
ACH-000984,-0.1202648061458976
ACH-000986,-0.17943994613980654
ACH-000988,0.015947193116609526
ACH-000993,-0.1288911311567208
ACH-000994,-0.0020417652987327235
ACH-000996,-0.24314008273599674
ACH-001001,-0.2441567320165332
ACH-001020,-0.27783083902608263
ACH-001028,-0.09508696152406393
ACH-001031,0.10913073310778447
ACH-001038,-0.0978044853802314
ACH-001048,-0.15565746942133474
ACH-001050,-0.092700020873984
ACH-001053,-0.11536095943822824
ACH-001054,-0.16435295771286482
ACH-001061,-0.09958650262143492
ACH-001067,-0.13863264929384395
ACH-001075,-0.15472867057713832
ACH-001096,-0.3692402184258704
ACH-001111,-0.1318063611843778
ACH-001119,2.327244679944769e-05
ACH-001128,-0.07898670737747
ACH-001134,-0.032525018265139566
ACH-001151,-0.11042740250502077
ACH-001163,-0.2277955069582303
ACH-001164,-0.3009563769212751
ACH-001183,-0.18850295389163435
ACH-001192,0.04612157831128487
ACH-001193,-0.1020149271265697
ACH-001196,0.05428183801856802
ACH-001197,-0.18997446596769135
ACH-001205,-0.14480438596592968
ACH-001211,-0.1990192519121504
ACH-001212,-0.050644480631601485
ACH-001228,-0.20732037736760675
ACH-001232,-0.15860742745993425
ACH-001239,-0.10260949216219242
ACH-001270,0.002867683645538532
ACH-001274,-0.003808199798534514
ACH-001275,-0.00775618489352787
ACH-001277,0.016841959554633846
ACH-001278,0.1074558587536625
ACH-001280,-0.1004258858022923
ACH-001283,-0.00563772034519085
ACH-001289,-0.1256956027133164
ACH-001300,-0.021123169989186726
ACH-001301,-0.16950243888726044
ACH-001302,-0.2633980395763311
ACH-001306,-0.22143188085473933
ACH-001318,-0.09266034612677143
ACH-001322,-0.032377267383254284
ACH-001328,-0.12027288518962705
ACH-001332,-0.12092649681389075
ACH-001336,-0.14906168844880033
ACH-001346,-0.12602871117364625
ACH-001353,-0.07060254470972105
ACH-001354,-0.18644754482479695
ACH-001367,0.013217883391059457
ACH-001368,-0.17723979251217736
ACH-001374,-0.2317665664436234
ACH-001377,-0.2498760891179821
ACH-001380,-0.12509153654251376
ACH-001391,0.053314191215223336
ACH-001408,-0.10892784780417623
ACH-001430,0.01580409762644674
ACH-001431,-0.11534798157970876
ACH-001450,-0.24528052603214276
ACH-001496,-0.02516628889498016
ACH-001500,-0.0544462047545795
ACH-001523,-0.018769724404111045
ACH-001532,-0.05928860917001074
ACH-001550,-0.06506128303183813
ACH-001552,-0.04331606250853657
ACH-001554,-0.04936001741024484
ACH-001654,-0.14636896408118202
ACH-001735,-0.038253016842442686
ACH-001736,-0.1600554877293818
ACH-001737,0.10878829248254997
ACH-001740,-0.0887039664107165
ACH-001745,-0.06630743094695869
ACH-001765,-0.17236831963649474
