,PNPT1 (87178)
ACH-000485,-0.6097090877136797
ACH-000486,-0.6220520549783587
ACH-000487,-0.7690612349884266
ACH-000488,-0.8621427195881346
ACH-000490,-0.8512426076522281
ACH-000491,-0.918878743515991
ACH-000495,-0.4815577421264632
ACH-000496,-0.5865761131686081
ACH-000499,-0.8079212782855866
ACH-000500,-1.0226385248221412
ACH-000502,-0.6839139653773906
ACH-000503,-0.8452624700143729
ACH-000505,-0.3852810838916016
ACH-000507,-0.7325746120815138
ACH-000510,-0.6742941929038344
ACH-000511,-0.6405620422475239
ACH-000512,-1.1649745863768888
ACH-000516,-0.5462128411571416
ACH-000517,-0.5788820040330847
ACH-000518,-0.7295516888422505
ACH-000520,-0.4004731853624516
ACH-000521,-0.8518918994342215
ACH-000522,-0.8565761238714682
ACH-000524,-0.8340963336681191
ACH-000527,-0.6166992517913796
ACH-000528,-0.7346232010362582
ACH-000537,-0.5468006538834507
ACH-000541,-0.4059956779575648
ACH-000542,-0.4903902187129995
ACH-000544,-0.7400272772284718
ACH-000545,-0.7347828879835879
ACH-000547,-0.38835986818046503
ACH-000548,-0.6160374935414791
ACH-000549,-0.8641161104230071
ACH-000550,-0.5801276671608118
ACH-000552,-0.8710368722033233
ACH-000556,-0.7557226688373456
ACH-000557,-0.3774651545964005
ACH-000569,-0.26383095109497434
ACH-000570,-0.8129393875060728
ACH-000571,-0.6605795082280682
ACH-000573,-0.6513218347769523
ACH-000576,-0.5638015275830063
ACH-000579,-0.8024048540363391
ACH-000580,-0.4822575155052158
ACH-000584,-0.7057486809668182
ACH-000585,-0.6901653808556324
ACH-000588,-0.7686583572146426
ACH-000589,-0.9516919139646064
ACH-000591,-0.8507923649583078
ACH-000593,-0.8707993597968828
ACH-000600,-0.6485390628324389
ACH-000601,-0.8830742650917778
ACH-000605,-0.8383640324352941
ACH-000606,-0.8464078961060468
ACH-000608,-0.46582396234775203
ACH-000614,-0.7860778954476609
ACH-000616,-0.5873104420722549
ACH-000618,-0.8533498198271345
ACH-000619,-1.0053070896267646
ACH-000620,-0.4968198339256918
ACH-000621,-0.4640588208746527
ACH-000622,-0.4820832945757884
ACH-000623,-0.718210073485318
ACH-000624,-0.6894785014663001
ACH-000627,-0.7397252590931607
ACH-000630,-0.8250979094365907
ACH-000631,-0.8781060159282982
ACH-000632,-0.6729656104268031
ACH-000633,-0.9195636508207038
ACH-000637,-0.6757071295322196
ACH-000638,-0.6711682850256989
ACH-000646,-0.3677715000220688
ACH-000647,-0.7620953791422075
ACH-000648,-0.7440508756358704
ACH-000649,-0.6169845138739823
ACH-000651,-0.9433793777911424
ACH-000652,-0.6586359446699324
ACH-000653,-0.6385777017932578
ACH-000657,-0.5900610908032117
ACH-000658,-0.693111905353852
ACH-000661,-0.6882372132120667
ACH-000662,-0.4923189958507375
ACH-000663,-0.4872652298827605
ACH-000665,-0.5974544713476085
ACH-000671,-0.843576709302086
ACH-000672,-0.8977606812501128
ACH-000673,-0.4209398364820644
ACH-000676,-0.9082082457362984
ACH-000677,-0.7408828361947858
ACH-000681,-0.650444408844559
ACH-000683,-0.6606003912763428
ACH-000684,-0.7166689320264125
ACH-000688,-0.680771566133114
ACH-000693,-0.8460801205283223
ACH-000694,-0.8737273604215591
ACH-000695,-0.7728659722393112
ACH-000696,-0.7398683087388251
ACH-000697,-0.8089546087527391
ACH-000699,-0.8367414915955851
ACH-000701,-0.9580245712917314
ACH-000706,-0.7898599727296884
ACH-000711,-0.8286702245923925
ACH-000713,-0.7549509716098612
ACH-000714,-0.3478081088260833
ACH-000718,-0.5867782040482589
ACH-000720,-0.8323400243716441
ACH-000721,-0.8425897308477528
ACH-000724,-0.7457296445584994
ACH-000725,-0.7364025024897993
ACH-000732,-0.6271646699748891
ACH-000734,-0.8031328835068685
ACH-000735,-0.7939542897785179
ACH-000736,-0.4968442226044283
ACH-000738,-0.6954367851525982
ACH-000746,-0.6627982876558097
ACH-000747,-1.0138507204437306
ACH-000748,-0.5697016227485145
ACH-000753,-0.7476572147195742
ACH-000756,-0.5421196080633517
ACH-000757,-0.5468879170354283
ACH-000758,-0.8427438309076525
ACH-000760,-0.7350390216445469
ACH-000762,-0.8504787033170448
ACH-000763,-0.7398194962266097
ACH-000764,-0.7504338290018672
ACH-000765,-0.7330959688996925
ACH-000766,-0.570997729023941
ACH-000767,-0.7148908922152263
ACH-000768,-0.7799502942372527
ACH-000769,-0.5756378396519234
ACH-000770,-0.6032887090101702
ACH-000771,-1.0320392931406859
ACH-000773,-0.4313934868290317
ACH-000776,-0.7339543625599294
ACH-000777,-0.7057688503211487
ACH-000778,-0.6970092172414676
ACH-000781,-0.6541224501773727
ACH-000782,-0.5656595050457509
ACH-000783,-0.5947953511697963
ACH-000784,-0.9026059206609024
ACH-000785,-0.7622449935627428
ACH-000787,-0.8141029908261043
ACH-000788,-0.4887621547308806
ACH-000791,-0.4520601963610616
ACH-000792,-0.5486668485083129
ACH-000794,-0.8194516542341038
ACH-000796,-0.6716949067410154
ACH-000798,-0.8270349121596948
ACH-000799,-0.837160643505753
ACH-000800,-0.9825631043267199
ACH-000802,-0.8537146593554675
ACH-000804,-0.7106185174924919
ACH-000805,-0.6948071701524737
ACH-000809,-0.8516291888798609
ACH-000810,-0.8083770082615787
ACH-000811,-0.3746139728286685
ACH-000817,-0.6285135243918519
ACH-000819,-0.8416281022252694
ACH-000820,-0.7426987405419279
ACH-000821,-0.7297206216889874
ACH-000822,-0.5750113635059857
ACH-000823,-0.7416220759038914
ACH-000824,-0.506507089647255
ACH-000827,-0.4487593905197355
ACH-000829,-0.3603652534634042
ACH-000831,-0.7344822173427387
ACH-000832,-0.9297408625112604
ACH-000833,-0.643907484669484
ACH-000834,-0.9838451388321268
ACH-000835,-1.074199887131341
ACH-000836,-0.8509584473217131
ACH-000837,-0.7895144041951839
ACH-000838,-0.6984362311906789
ACH-000839,-0.4256987822250068
ACH-000840,-0.6131710843273845
ACH-000841,-0.5620805633808985
ACH-000843,-0.9448525902091264
ACH-000846,-0.669345952971406
ACH-000847,-0.7622477105656732
ACH-000848,-0.7736433815436563
ACH-000849,-0.6358191937563605
ACH-000851,-0.8509200596147414
ACH-000855,-0.9859167977098774
ACH-000856,-0.5024111319494893
ACH-000858,-1.033447701355653
ACH-000859,-0.8330298080061117
ACH-000861,-0.7684785668574908
ACH-000862,-0.9650668901503816
ACH-000865,-0.8318780098581108
ACH-000866,-0.7020123015347787
ACH-000867,-0.7199246053586321
ACH-000869,-0.5768190817385077
ACH-000872,-0.7867888809046172
ACH-000873,-1.1450245700717383
ACH-000876,-1.0449012354553875
ACH-000878,-0.5942869368978427
ACH-000880,-0.5300780670641604
ACH-000881,-0.4500926078569313
ACH-000882,-0.7215303687773641
ACH-000884,-0.952139196762644
ACH-000885,-0.9210907131143988
ACH-000887,-0.5782394419654361
ACH-000889,-0.7631482594630342
ACH-000896,-0.8023041290981928
ACH-000898,-0.6962475850104566
ACH-000900,-0.6211738891253654
ACH-000901,-0.6289228892442081
ACH-000905,-0.8035010041548694
ACH-000906,-0.7248580162058261
ACH-000907,-0.7220925630361487
ACH-000910,-0.7565026635352234
ACH-000911,-0.9130406151168976
ACH-000912,-0.5963770168739007
ACH-000913,-0.7787738379355368
ACH-000915,-0.8981070027732527
ACH-000916,-0.4793072703092434
ACH-000917,-0.7549894740795695
ACH-000920,-0.5709105985097199
ACH-000921,-0.6085580833843336
ACH-000924,-1.1045531513530873
ACH-000926,-0.5279248837995801
ACH-000928,-0.7669343088591687
ACH-000929,-0.8464334558602031
ACH-000932,-0.7120651351899012
ACH-000935,-1.1924564722647413
ACH-000936,-0.71541832458334
ACH-000937,-0.7557286626173377
ACH-000938,-0.8757700939879486
ACH-000939,-1.1649709686097351
ACH-000941,-0.7870178389118683
ACH-000943,-0.7294110707818172
ACH-000946,-0.8617028097200075
ACH-000947,-0.6254662447214574
ACH-000948,-0.6332537646969062
ACH-000950,-1.066756876342865
ACH-000953,-0.6812045821964454
ACH-000954,-0.6492225422863359
ACH-000957,-0.6976086050567339
ACH-000958,-0.5177424655397581
ACH-000960,-0.8088264472587049
ACH-000963,-0.8474349839643612
ACH-000968,-0.951117046000204
ACH-000969,-0.8053161407462144
ACH-000972,-0.5867927577865281
ACH-000973,-0.750015631014048
ACH-000974,-0.5419135911664732
ACH-000978,-0.5647354016039676
ACH-000984,-0.6320959352470051
ACH-000986,-1.0593633957110915
ACH-000988,-0.5453939407883176
ACH-000993,-0.3680582540954355
ACH-000994,-0.7084390526555071
ACH-000996,-0.5794842526608185
ACH-001001,-0.8597385569914313
ACH-001020,-0.4726889499962005
ACH-001028,-0.7516712253406168
ACH-001031,-0.5750958300995437
ACH-001038,-0.7555126974712804
ACH-001048,-0.569157758028181
ACH-001050,-0.3725663074221507
ACH-001053,-0.6738160768239193
ACH-001054,-0.8545251979411757
ACH-001061,-0.6312582006011968
ACH-001067,-0.5767643650061022
ACH-001075,-0.6107878946274108
ACH-001096,-0.6495552444239776
ACH-001111,-0.91960157583764
ACH-001119,-0.5733440781113275
ACH-001128,-1.0225911174027544
ACH-001134,-0.6930097951389604
ACH-001151,-0.7825256072446296
ACH-001163,-0.7586553724405919
ACH-001164,-0.21188304428947186
ACH-001183,-0.6993421694077377
ACH-001192,-0.5560728207114399
ACH-001193,-0.8822061368745446
ACH-001196,-0.7274199916580716
ACH-001197,-0.7135608502048839
ACH-001205,-0.6696798696730302
ACH-001211,-0.7116365116949727
ACH-001212,-0.4144579269331885
ACH-001228,-0.5172925241640658
ACH-001232,-0.7744780678186183
ACH-001239,-0.7920685228611847
ACH-001270,-0.9073077507554144
ACH-001274,-0.6340472782165941
ACH-001275,-0.777809197448936
ACH-001277,-0.6295177365302543
ACH-001278,-0.7276916915449027
ACH-001280,-0.3903904067287977
ACH-001283,-0.7377816405595696
ACH-001289,-0.605713964451828
ACH-001300,-0.5538554174374164
ACH-001301,-0.5310287517844761
ACH-001302,-0.13078604822892453
ACH-001306,-0.4454114819838132
ACH-001318,-0.6438108523078488
ACH-001322,-0.6091207419152518
ACH-001328,-0.9530036642799458
ACH-001332,-1.0747801806476074
ACH-001336,-0.8639524234486118
ACH-001346,-0.6705382968240341
ACH-001353,-0.4971558390000136
ACH-001354,-0.6541504528804275
ACH-001367,-0.6256446111893779
ACH-001368,-0.7395953311031237
ACH-001374,-0.3293735037014607
ACH-001377,-0.8649800367399809
ACH-001380,-0.8659498418760688
ACH-001391,-0.4180622846597393
ACH-001408,-0.8166099223187362
ACH-001430,-0.6945098603548456
ACH-001431,-0.4561768691624775
ACH-001450,-0.9241095790483064
ACH-001496,-0.756685453047501
ACH-001500,-0.7217117046770668
ACH-001523,-0.8850239694764912
ACH-001532,-0.5347632173912119
ACH-001550,-0.96891388326855
ACH-001552,-0.4531771374115968
ACH-001554,-0.6198619764484842
ACH-001654,-0.5679137987569304
ACH-001735,-0.4930651791669556
ACH-001736,-0.8500332408837894
ACH-001737,-0.7286061015079603
ACH-001740,-0.7528737648221472
ACH-001745,-0.39984153380105053
ACH-001765,-0.7909169582873509
