,COX5B (1329)
ACH-000520,-0.21451393905186905
ACH-000521,-0.6159059280896078
ACH-000522,-0.6193571581062891
ACH-000524,-0.5050663482753486
ACH-000527,-0.5362185467624644
ACH-000528,-0.8558514441530806
ACH-000537,-0.6909090130517673
ACH-000541,-0.4612655810738127
ACH-000542,-0.3932652094419644
ACH-000544,-0.5597983074963852
ACH-000545,-0.5534065440390508
ACH-000547,-0.9219459779978584
ACH-000548,-0.4009317968697524
ACH-000549,-0.6952885872626327
ACH-000550,-0.6028879462795316
ACH-000552,-0.6717002825779199
ACH-000556,-0.7094847996630849
ACH-000557,-0.6254678688740365
ACH-000569,-0.5631417417879631
ACH-000570,-0.38150785011185795
ACH-000571,-0.5327932107851835
ACH-000573,-0.5940510391716881
ACH-000576,-0.44720320145037495
ACH-000579,-0.5177856530068464
ACH-000580,-0.6913772695538909
ACH-000584,-0.4720349320030257
ACH-000585,-0.5405110429341614
ACH-000588,-0.6800504145028429
ACH-000589,-0.7483286203744024
ACH-000591,-0.569521471171338
ACH-000593,-0.5263110334956242
ACH-000600,-0.5402361987991007
ACH-000601,-0.5986523939141448
ACH-000605,-0.6932950024475748
ACH-000606,-0.5458238695359336
ACH-000608,-0.5073877861518072
ACH-000614,-0.8173833440978717
ACH-000616,-0.5619243939080257
ACH-000618,-0.8959211835150981
ACH-000619,-0.6075319353511378
ACH-000620,-0.6088804086625093
ACH-000621,-0.5474155117432177
ACH-000622,-0.6769157463522684
ACH-000623,-0.5081614890014374
ACH-000624,-0.4976413331009034
ACH-000627,-0.49099836066432295
ACH-000630,-0.4320639204833932
ACH-000631,-0.33166504857776197
ACH-000632,-0.481741325686368
ACH-000633,-0.7748203268849443
ACH-000637,-0.7268273890535927
ACH-000638,-0.5209025026250206
ACH-000646,-0.643302818695724
ACH-000647,-0.8220204563880921
ACH-000648,-0.5636098794865001
ACH-000649,-0.4311227970517634
ACH-000651,-0.9547318211124765
ACH-000652,-0.45257474205825204
ACH-000653,-0.6440796332485554
ACH-000657,-0.4573892230152594
ACH-000658,-0.8471433074774051
ACH-000661,-0.5385010035424751
ACH-000662,-0.7185096971394426
ACH-000663,-0.4642734385366738
ACH-000665,-0.4112198665661526
ACH-000671,-0.5791965382528962
ACH-000672,-0.6929037099501754
ACH-000673,-0.3330913779688216
ACH-000676,-0.6736368628548987
ACH-000677,-1.152528478316791
ACH-000681,-0.44766666441260894
ACH-000683,-0.6141388056190626
ACH-000684,-0.4850021173568839
ACH-000688,-0.4499484913486443
ACH-000693,-0.6818992434680665
ACH-000694,-0.6550317799618305
ACH-000695,-0.553987893525898
ACH-000696,-0.4795302381059637
ACH-000697,-0.4236142866847453
ACH-000699,-0.4877465206042566
ACH-000701,-0.6121343158360976
ACH-000706,-0.6968968691796608
ACH-000711,-0.5202766923842296
ACH-000713,-0.4700229214307425
ACH-000714,-0.5323180385673143
ACH-000718,-0.4947450224728599
ACH-000720,-0.4853548314838262
ACH-000721,-0.4969622282463355
ACH-000724,-0.7584242340308124
ACH-000725,-0.7275696181273285
ACH-000732,-0.4671557881973726
ACH-000734,-0.7632154559752139
ACH-000735,-0.4501320843847936
ACH-000736,-0.7086756655126304
ACH-000738,-0.89252064387647
ACH-000746,-0.7874190070362462
ACH-000747,-0.8812698303785752
ACH-000748,-0.3536659702119216
ACH-000753,-0.5463388430216211
ACH-000756,-0.2368652315417629
ACH-000757,-0.6499218127501164
ACH-000758,-0.6535521444072672
ACH-000760,-0.5241538749171413
ACH-000762,-0.382935504479945
ACH-000763,-0.6897078410793547
ACH-000764,-0.6007181675725358
ACH-000765,-0.7369594092206925
ACH-000766,-0.3994667318650902
ACH-000767,-0.7642426810304853
ACH-000768,-0.7774343203109167
ACH-000769,-0.453626478674448
ACH-000770,-0.718475881350511
ACH-000771,-0.31609323775160403
ACH-000773,-0.3250920993032147
ACH-000776,-0.3583344278410417
ACH-000777,-0.4801860055334161
ACH-000778,-0.4335343955685634
ACH-000781,-0.5085379572990569
ACH-000782,-0.4854383830889218
ACH-000783,-0.24936156054201494
ACH-000784,-0.6856195915451055
ACH-000785,-0.5145126025251533
ACH-000787,-0.5447666488214231
ACH-000788,-0.3421792048069551
ACH-000791,-0.5020959119558664
ACH-000792,-0.4023117836082816
ACH-000794,-0.34900300939524936
ACH-000796,-0.6322172346919501
ACH-000798,-0.31542594910141336
ACH-000799,-0.42550931155649263
ACH-000800,-0.5534154864057317
ACH-000802,-0.4394802680608305
ACH-000804,-0.8211048910979951
ACH-000805,-0.4757182202885287
ACH-000809,-0.5202383531561964
ACH-000810,-0.5088307193271944
ACH-000811,-0.4551868046845424
ACH-000817,-0.7101192847533778
ACH-000819,-0.5107174989832713
ACH-000820,-0.5432417120679179
ACH-000821,-0.5147280968445234
ACH-000822,-0.49691920953630103
ACH-000823,-0.5201533417716729
ACH-000824,-0.5270574157763694
ACH-000827,-0.3897140548032513
ACH-000829,-0.7121628859515486
ACH-000831,-0.6646303531242868
ACH-000832,-0.4282324018212378
ACH-000833,-0.4274658262894575
ACH-000834,-0.9497241597687506
ACH-000835,-0.43780841738382265
ACH-000836,-0.42894477921210783
ACH-000837,-0.5565910469451157
ACH-000838,-0.8181781560075891
ACH-000839,-0.3248510542656301
ACH-000840,-0.3970269815967703
ACH-000841,-0.3943726310266784
ACH-000843,-0.7517785605188718
ACH-000846,-0.6622418236533417
ACH-000847,-0.4780261642018455
ACH-000848,-0.7721074795335883
ACH-000849,-0.5880333379183966
ACH-000851,-0.7714496492921651
ACH-000855,-0.7261190500160589
ACH-000856,-0.4532819267336327
ACH-000858,-0.8788874469932499
ACH-000859,-0.5321303236007214
ACH-000861,-0.4751767842225723
ACH-000862,-0.8267139580716217
ACH-000865,-0.5506104487081905
ACH-000866,-0.7018265916327859
ACH-000867,-0.4331173544818843
ACH-000869,-0.5940089853554275
ACH-000872,-0.5636400295463297
ACH-000873,-0.6356186557810006
ACH-000876,-0.933487063590131
ACH-000878,-0.6621305211097589
ACH-000880,-0.7136100923809441
ACH-000881,-0.5578405067099679
ACH-000882,-0.6425523851870844
ACH-000884,-0.5429767622188542
ACH-000885,-0.6718878292389919
ACH-000887,-0.5875091375929531
ACH-000889,-0.8044349348586416
ACH-000896,-0.6232984414920002
ACH-000898,-0.6975359278132027
ACH-000900,-0.3490724846278063
ACH-000901,-0.4670477944328959
ACH-000905,-0.529565546863401
ACH-000906,-0.7016734798700152
ACH-000907,-0.5282718877425268
ACH-000910,-0.9201076900773901
ACH-000911,-0.5430387185728743
ACH-000912,-0.43605871232691945
ACH-000913,-0.5296252407600046
ACH-000915,-0.7086650396965966
ACH-000916,-0.2169802026379876
ACH-000917,-0.4917201007426272
ACH-000920,-0.5308051223958565
ACH-000921,-0.489879412011463
ACH-000924,-0.5845114319566715
ACH-000926,-0.4508748020231089
ACH-000928,-0.4729392505194896
ACH-000929,-0.5358582100310947
ACH-000932,-0.5977855046313156
ACH-000935,-0.8186731780876583
ACH-000936,-0.7138948830588041
ACH-000937,-0.6513291274096464
ACH-000938,-0.5474292444301811
ACH-000939,-0.7134606804167525
ACH-000941,-0.7034778360535818
ACH-000943,-0.8056232055472794
ACH-000946,-0.5612504936405686
ACH-000947,-0.8054175971278331
ACH-000948,-0.8052715620133821
ACH-000950,-0.5458784077118907
ACH-000953,-0.42100648979861455
ACH-000954,-0.5535877081970202
ACH-000957,-0.5953851009437942
ACH-000958,-0.4333571568393941
ACH-000960,-0.487182515499456
ACH-000963,-0.8378078810183714
ACH-000968,-0.7239164558881969
ACH-000969,-1.0342403717071451
ACH-000972,-0.4877049495940211
ACH-000973,-0.5856687551270499
ACH-000974,-0.7010685130011742
ACH-000978,-0.7276539874359111
ACH-000984,-0.5487907557208425
ACH-000986,-0.6319698365530644
ACH-000988,-0.5613023200858552
ACH-000993,-0.2325795745955561
ACH-000994,-0.8350064956793247
ACH-000996,-0.3810684645193489
ACH-001001,-0.8865761856966327
ACH-001020,-0.4840115799549738
ACH-001028,-0.6160092526181586
ACH-001031,-0.37604487545985604
ACH-001038,-0.9433121529521652
ACH-001048,-0.6652886758095523
ACH-001050,-0.2617746746667229
ACH-001053,-0.4482087836709539
ACH-001054,-0.5403592107846064
ACH-001061,-0.4743472895672953
ACH-001067,-0.405644327519688
ACH-001075,-0.5766920941300465
ACH-001096,-0.6119280335760912
ACH-001111,-0.4508351273808295
ACH-001119,-0.8300199139626556
ACH-001128,-0.6410471776926608
ACH-001134,-0.6061505520985256
ACH-001151,-0.4401037656533501
ACH-001163,-0.5760542290484972
ACH-001164,-0.5795002647142651
ACH-001183,-0.2937070229014248
ACH-001192,-0.6191123369093464
ACH-001193,-0.4185436911288633
ACH-001196,-0.6730488536422371
ACH-001197,-0.4478822379092564
ACH-001205,-0.538711200143993
ACH-001211,-0.6665666098231552
ACH-001212,-0.3842287433983921
ACH-001228,-0.6198332112910453
ACH-001232,-0.4069896942225939
ACH-001239,-0.7356782520025763
ACH-001270,-0.555473434684688
ACH-001274,-0.5354663680186593
ACH-001275,-0.6604896837407415
ACH-001277,-0.4158703054674948
ACH-001278,-0.8090432723537124
ACH-001280,-0.4921186357014501
ACH-001283,-0.7156548282706667
ACH-001289,-0.5542614493654144
ACH-001300,-0.6206404280856705
ACH-001301,-0.4086423176467345
ACH-001302,-0.4144087213538637
ACH-001306,-0.4165624369388252
ACH-001318,-0.8084758105469325
ACH-001322,-0.7730555134501856
ACH-001328,-0.5137257250023932
ACH-001332,-0.3953122005830396
ACH-001336,-0.5728684872254663
ACH-001346,-0.29198865802421914
ACH-001353,-0.3281943243393106
ACH-001354,-0.5854755780823598
ACH-001367,-0.5391424937658668
ACH-001368,-0.6196270361672617
ACH-001374,-0.20567603909877766
ACH-001377,-0.5709302397960636
ACH-001380,-0.6187629217688002
ACH-001391,-0.5886853765896579
ACH-001408,-0.33697200809469785
ACH-001430,-0.8153382077050422
ACH-001431,-0.5671687652882527
ACH-001450,-0.854361301685786
ACH-001496,-0.6969582417532396
ACH-001500,-0.8129446236292148
ACH-001523,-0.6532488019665977
ACH-001532,-0.3796593209382537
ACH-001550,-0.7276018352031367
ACH-001552,-0.3571235228620341
ACH-001554,-0.6256121817493692
ACH-001654,-0.3550501941644049
ACH-001735,-0.5601196869552755
ACH-001736,-0.5481693080892088
ACH-001737,-0.7820336976352704
ACH-001740,-0.43735190961739145
ACH-001745,-0.362193914360263
ACH-001765,-0.3527684836444061
