,PFAS (5198)
ACH-000711,-0.7194893850652185
ACH-000713,-0.7842814726266435
ACH-000714,-0.6415102797204113
ACH-000718,-0.3476495219829786
ACH-000720,-0.2576611667570861
ACH-000721,-0.7165875998225325
ACH-000724,-0.5079855844235367
ACH-000725,-0.5369140112206476
ACH-000732,-0.28358305880339263
ACH-000734,-0.3503197086616837
ACH-000735,-0.3686754923724058
ACH-000736,-0.637968831222743
ACH-000738,-0.03403671615289604
ACH-000746,-0.5907631579196774
ACH-000747,-0.2745815868846665
ACH-000748,0.05176516255997606
ACH-000753,-0.6856747457623393
ACH-000756,0.05366840258356232
ACH-000757,-0.25909497635601725
ACH-000758,-0.5007359879912804
ACH-000760,-0.5155689780302724
ACH-000762,-0.36176320490594777
ACH-000763,-0.43493859466461776
ACH-000764,-0.6143288872912417
ACH-000765,-0.5100004207248731
ACH-000766,-0.25743063985120584
ACH-000767,-0.3463377891271779
ACH-000768,-0.7636636245793297
ACH-000769,-0.1555473460830567
ACH-000770,-0.5012156098454933
ACH-000771,-0.22215141586589726
ACH-000773,-0.6272507498947695
ACH-000776,-0.5357967285009558
ACH-000777,-0.13230878921487213
ACH-000778,-0.2589411150220457
ACH-000781,-0.3790659465493391
ACH-000782,-0.6696968266884474
ACH-000783,-0.2988250198128421
ACH-000784,-0.07409167650106865
ACH-000785,-0.4762409780003818
ACH-000787,-0.0070286798142123385
ACH-000788,-0.15200597282550954
ACH-000791,-0.5629061420278519
ACH-000792,-0.2637456119954489
ACH-000794,-0.2788604287328278
ACH-000796,-0.25637930832442224
ACH-000798,-0.09626924578346624
ACH-000799,-0.30343890644435045
ACH-000800,-0.6328071578886435
ACH-000802,-0.2159230287991758
ACH-000804,-0.3293608013053467
ACH-000805,-0.10550086502629877
ACH-000809,-0.592506564730286
ACH-000810,-0.4079079117701219
ACH-000811,-0.299751522211094
ACH-000817,-0.9675820497018668
ACH-000819,-0.1153582957448428
ACH-000820,-0.4721976087231174
ACH-000821,-0.766494207872207
ACH-000822,-0.4114233540775478
ACH-000823,-0.3263799755037315
ACH-000824,-0.17003298867173552
ACH-000827,-0.059370308465963924
ACH-000829,-0.7303186891166886
ACH-000831,-0.3987084849997056
ACH-000832,-0.5274780336148005
ACH-000833,-0.4735167658810564
ACH-000834,-0.07989620057875367
ACH-000835,-0.3773993416225692
ACH-000836,-0.5354750097327824
ACH-000837,-0.4569689740166572
ACH-000838,-0.8491942110978801
ACH-000839,-0.13108939421403765
ACH-000840,-0.28040906724943593
ACH-000841,-0.3906680682851632
ACH-000843,-0.6043748392642349
ACH-000846,-0.21118176957812124
ACH-000847,-0.20120831930999228
ACH-000848,-0.2917065474660706
ACH-000849,-0.876680172140598
ACH-000851,-0.8208119693661814
ACH-000855,-0.4636700685860045
ACH-000856,-0.5968594372984735
ACH-000858,0.02754325890806295
ACH-000859,-0.6614947243337569
ACH-000861,-0.2609675970546915
ACH-000862,-0.24342378838199946
ACH-000865,-0.0711130062148652
ACH-000866,-0.5075008616932811
ACH-000867,-0.672562755948008
ACH-000869,-0.4203846851741859
ACH-000872,-0.6020007156360699
ACH-000873,-0.620783811598497
ACH-000876,-0.2785707141507634
ACH-000878,-0.5420606694444121
ACH-000880,-0.15201219886959058
ACH-000881,-0.1789784608285058
ACH-000882,-0.3473036717340888
ACH-000884,-0.2423193998295859
ACH-000885,-0.19192084986443028
ACH-000887,-0.3081808228141554
ACH-000889,-0.6186074059226679
ACH-000896,-0.7424319505557382
ACH-000898,-0.8196593585754639
ACH-000900,-0.24885708407419774
ACH-000901,-0.1490144836734599
ACH-000905,-0.24174291932659756
ACH-000906,-0.15684434851995227
ACH-000907,-0.20154735467521012
ACH-000910,-0.8454859325628621
ACH-000911,-0.4075292358451685
ACH-000912,-0.30866192720587604
ACH-000913,-0.2969842452267079
ACH-000915,-0.535860242252633
ACH-000916,0.09345776425886068
ACH-000917,-0.9239990321687704
ACH-000920,-0.6865066396596495
ACH-000921,-0.4974353782452398
ACH-000924,-0.3921915437080729
ACH-000926,-0.4590816789867449
ACH-000928,-0.2539798623415279
ACH-000929,-0.20082987713998246
ACH-000932,-0.7632252353843886
ACH-000935,0.09973960383014127
ACH-000936,-0.33321232039266785
ACH-000937,-0.7622269367089279
ACH-000938,-0.6091371323163196
ACH-000939,-0.2907927389319465
ACH-000941,-0.3716233884255722
ACH-000943,-0.02700686388542636
ACH-000946,-0.5174563935011263
ACH-000947,-0.11540942744161785
ACH-000948,-0.5439741227046377
ACH-000950,-0.1668868749805119
ACH-000953,-0.8039035828992211
ACH-000954,-0.4665922345059925
ACH-000957,-0.4922313507599702
ACH-000958,-0.5027464782825567
ACH-000960,-0.5778059285757093
ACH-000963,-0.436219245807128
ACH-000968,-0.17881864371729594
ACH-000969,-0.2327993302680713
ACH-000972,-0.3486035090453603
ACH-000973,-0.2485764228351813
ACH-000974,-0.07177594722450029
ACH-000978,-0.4902421201095722
ACH-000984,-0.2836057681949897
ACH-000986,-0.7278082874566629
ACH-000988,-0.4001935487266276
ACH-000993,-0.26422965240170965
ACH-000994,-0.6929300269015541
ACH-000996,-0.36010129896896986
ACH-001001,0.00970034084704996
ACH-001020,-0.4318942868264469
ACH-001028,-0.3942264911930292
ACH-001031,-0.28927208681346595
ACH-001038,-0.5432572449871672
ACH-001048,-0.4828764183762113
ACH-001050,-0.42390146012311264
ACH-001053,-0.6283107273634807
ACH-001054,-0.4746281717222246
ACH-001061,-0.6498874139268401
ACH-001067,-0.07225050646298306
ACH-001075,-0.3258905097203187
ACH-001096,-0.3194170961627881
ACH-001111,-0.3294950927811541
ACH-001119,-0.23867269390321064
ACH-001128,-0.07242365727933593
ACH-001134,-0.5801137388444779
ACH-001151,-0.911474876437162
ACH-001163,-0.6963082997257264
ACH-001164,-0.16562993063653236
ACH-001183,-0.19045873886334785
ACH-001192,-0.27466453033767463
ACH-001193,-0.3457617804915604
ACH-001196,-0.34607184350593084
ACH-001197,-0.6096605706953012
ACH-001205,-0.4371203507160761
ACH-001211,-0.6147567107907366
ACH-001212,-0.28789956592572163
ACH-001228,-0.4042707222288691
ACH-001232,0.021505419359963914
ACH-001239,-0.2963260647510346
ACH-001270,-0.2256130640726183
ACH-001274,-0.5706410290038382
ACH-001275,-0.2396330317293788
ACH-001277,-0.5972056386653926
ACH-001278,-0.2204186919876881
ACH-001280,-0.5058919679336945
ACH-001283,0.0636819395657505
ACH-001289,-0.4218440860255879
ACH-001300,-0.2655697107457855
ACH-001301,-0.0011592607297332125
ACH-001302,-0.2245063607775389
ACH-001306,-0.4390153685430951
ACH-001318,-0.2562169468675216
ACH-001322,-0.022688109291238247
ACH-001328,-0.3227753697922904
ACH-001332,-0.4927003400712184
ACH-001336,-0.08227027411609035
ACH-001346,-0.17015386723684595
ACH-001353,-0.4935491568913558
ACH-001354,-0.6701716581965315
ACH-001367,-0.44308476270963776
ACH-001368,-0.32477445947982125
ACH-001374,-0.4190927021865438
ACH-001377,-0.11208349228214023
ACH-001380,-0.1212989391584912
ACH-001391,-0.25869273581585234
ACH-001408,-0.3197573114691193
ACH-001430,-0.08013456570076374
ACH-001431,-0.5279005368869073
ACH-001450,-0.8275394229470601
ACH-001496,-0.919938883735172
ACH-001500,-0.2791873625707823
ACH-001523,-0.1260481165719094
ACH-001532,-0.1865188022172168
ACH-001550,-0.2548328302250605
ACH-001552,-0.21164097561987388
ACH-001554,-0.4128482315418553
ACH-001654,-0.01618377533661545
ACH-001735,-0.6783412261502832
ACH-001736,-0.6745238569814591
ACH-001737,0.5589919227684106
ACH-001740,-0.5150491160445273
ACH-001745,-0.2977834371334599
ACH-001765,-0.4430773789543431
