,AATF (26574)
ACH-001322,-0.7537739897366171
ACH-001328,-0.3703742441736724
ACH-001332,-0.7096420212584016
ACH-001336,-0.5235113307817233
ACH-001346,-0.5588050896558279
ACH-001353,-0.5668717203441832
ACH-001354,-0.5399356458465931
ACH-001367,-0.4431384159709757
ACH-001368,-0.4379824262148506
ACH-001374,-0.5333789504110267
ACH-001377,-0.5578104676475417
ACH-001380,-0.40231340854051
ACH-001391,-0.3772865282878492
ACH-001408,-0.4434814633498895
ACH-001430,-0.5477981427038919
ACH-001431,-0.4532905996084725
ACH-001450,-0.6592304521031094
ACH-001496,-0.7284281340776603
ACH-001500,-0.6903248534260676
ACH-001523,-0.5752699085677049
ACH-001532,-0.43313219784624135
ACH-001550,-0.6610980437927397
ACH-001552,-0.8306125508937163
ACH-001554,-0.6453856088336761
ACH-001654,-0.4414954156305888
ACH-001735,-0.498192291524803
ACH-001736,-0.4988926765313213
ACH-001737,-0.045917653213323216
ACH-001740,-0.3543440030823499
ACH-001745,-0.27628540903749105
ACH-001765,-0.29980073050321804
