,MOS (4342)
ACH-000900,-0.17247262603083874
ACH-000901,0.04090652543316982
ACH-000905,-0.2789107498243463
ACH-000906,-0.14956788194606055
ACH-000907,-0.09005003262138576
ACH-000910,-0.14320353976434172
ACH-000911,-0.13502284798957498
ACH-000912,-0.043261330350935434
ACH-000913,-0.13188206382741197
ACH-000915,-0.2400239528564702
ACH-000916,0.11046827581632318
ACH-000917,-0.06525343387573135
ACH-000920,0.035306899071697685
ACH-000921,-0.12696175715603267
ACH-000924,-0.09547758296667544
ACH-000926,-0.1220699241996705
ACH-000928,-0.05577585887448152
ACH-000929,-0.045559013437444895
ACH-000932,-0.03535595361171589
ACH-000935,0.005880317684425995
ACH-000936,-0.05802386953524055
ACH-000937,-0.18268497882222676
ACH-000938,-0.22413772036164015
ACH-000939,-0.2457787033966077
ACH-000941,0.015312894505447852
ACH-000943,-0.09397537320172884
ACH-000946,-0.12218851076721793
ACH-000947,-0.09086084351870924
ACH-000948,-0.0300154935207842
ACH-000950,-0.0029969915710478657
ACH-000953,-0.14479846271478022
ACH-000954,-0.06102346095018255
ACH-000957,-0.3137919867616145
ACH-000958,-0.3096177103726325
ACH-000960,-0.07427394096880037
ACH-000963,-0.2393440548707451
ACH-000968,-0.13751051053251884
ACH-000969,-0.1892481878088628
ACH-000972,-0.0827760472768207
ACH-000973,-0.14468745489631407
ACH-000974,-0.10923672741755328
ACH-000978,-0.08794602693065172
ACH-000984,-0.092895320357312
ACH-000986,-0.07628164547590235
ACH-000988,-0.20406722811524286
ACH-000993,-0.0545327140491132
ACH-000994,-0.30385310967867485
ACH-000996,-0.11312239959481933
ACH-001001,0.061514486512874375
ACH-001020,0.12266565953851655
ACH-001028,-0.1376475457210309
ACH-001031,-0.1602247255330244
ACH-001038,-0.07951406282992639
ACH-001048,-0.005109410091422801
ACH-001050,-0.13286739863430455
ACH-001053,-0.11096124707076804
ACH-001054,-0.03912530017818952
ACH-001061,-0.055276662828574574
ACH-001067,-0.2568566431875485
ACH-001075,0.09111460561693917
ACH-001096,-0.02053654861370757
ACH-001111,0.16734771038985896
ACH-001119,-0.2243555963101742
ACH-001128,-0.2819718069840401
ACH-001134,-0.08273061468230009
ACH-001151,-0.20790101955299786
ACH-001163,-0.1320252142361795
ACH-001164,-0.11111414819206647
ACH-001183,-0.00807615109903758
ACH-001192,-0.09129554162388093
ACH-001193,-0.04973043861392786
ACH-001196,-0.16015368967842025
ACH-001197,-0.1802335247394823
ACH-001205,-0.3294200294198426
ACH-001211,-0.16926479742053785
ACH-001212,-0.21689191956706988
ACH-001228,-0.012163127979026371
ACH-001232,-0.03417703685345731
ACH-001239,-0.0491184013097962
ACH-001270,-0.035844896689089384
ACH-001274,-0.04732587195534788
ACH-001275,-0.10575224578143592
ACH-001277,-0.16326206756236267
ACH-001278,-0.13930701579584062
ACH-001280,-0.13194338607370262
ACH-001283,-0.18133350006170232
ACH-001289,-0.1842537574444928
ACH-001300,-0.051579752243604886
ACH-001301,-0.04213442499042427
ACH-001302,-0.19404497946830185
ACH-001306,-0.11962162222958693
ACH-001318,-0.22737852972436545
ACH-001322,-0.08924891775714729
ACH-001328,-0.0032724128325556942
ACH-001332,-0.2972657081666148
ACH-001336,-0.095146914260304
ACH-001346,-0.27793045399581723
ACH-001353,-0.06801398234595922
ACH-001354,-0.09409036295480183
ACH-001367,-0.04870561107088075
ACH-001368,-0.12146812208608848
ACH-001374,0.23947464545836836
ACH-001377,0.031436953832520216
ACH-001380,-0.08038629388311366
ACH-001391,-0.033708846193881606
ACH-001408,-0.07603537106598139
ACH-001430,-0.15609634269316652
ACH-001431,-0.15499078344440967
ACH-001450,-0.34810216317167963
ACH-001496,-0.13335920763662631
ACH-001500,-0.06290294762314529
ACH-001523,-0.10733305490170472
ACH-001532,0.017007271911854558
ACH-001550,-0.09646883795868397
ACH-001552,-0.08169651331160306
ACH-001554,0.005089076125031297
ACH-001654,-0.055679918158676886
ACH-001735,-0.031982944964532425
ACH-001736,-0.03808932107369728
ACH-001737,0.002253432582071976
ACH-001740,-0.032927186911539036
ACH-001745,-0.026280989086834797
ACH-001765,-0.04926814918113343
