,MMS22L (253714)
ACH-000518,-1.7602631275810567
ACH-000520,-1.0610702430717107
ACH-000521,-1.4318417134615335
ACH-000522,-1.3218297885580177
ACH-000524,-1.1827072186112595
ACH-000527,-1.266309488229263
ACH-000528,-1.1898949551975049
ACH-000537,-1.3483725592408646
ACH-000541,-1.114656024621393
ACH-000542,-1.3067779113853601
ACH-000544,-1.4127156960926266
ACH-000545,-1.2946765884079288
ACH-000547,-1.4210015924871724
ACH-000548,-1.2418355425813448
ACH-000549,-1.349083631141299
ACH-000550,-1.5172393263939905
ACH-000552,-1.2945576588836016
ACH-000556,-1.3953940365347524
ACH-000557,-1.1906737855337128
ACH-000569,-1.6227260826770784
ACH-000570,-1.3677784968369326
ACH-000571,-1.011198113129247
ACH-000573,-1.03350726986841
ACH-000576,-1.4547126191945552
ACH-000579,-1.5246306881055518
ACH-000580,-1.3593880743336189
ACH-000584,-1.498817383858679
ACH-000585,-1.1906886156381011
ACH-000588,-1.4532807703794637
ACH-000589,-1.619527613535241
ACH-000591,-1.4805435639284041
ACH-000593,-1.123601080881051
ACH-000600,-0.8034891743502179
ACH-000601,-1.1028373820015298
ACH-000605,-1.3658915306256203
ACH-000606,-1.2757570239368328
ACH-000608,-1.0189562720329866
ACH-000614,-1.070440945590073
ACH-000616,-1.314034448741802
ACH-000618,-1.6210014958253955
ACH-000619,-1.2011986643115034
ACH-000620,-1.3697474430812435
ACH-000621,-1.5838738682954596
ACH-000622,-1.3934212309434335
ACH-000623,-1.2248395298220796
ACH-000624,-1.1595201419168055
ACH-000627,-1.3793393391481
ACH-000630,-1.2402119490102264
ACH-000631,-1.172210885247423
ACH-000632,-1.4629161215869235
ACH-000633,-1.4765664754858774
ACH-000637,-1.3660535409435266
ACH-000638,-1.3913890994616138
ACH-000646,-1.222577484751376
ACH-000647,-1.1077213423898824
ACH-000648,-1.5724733966973832
ACH-000649,-1.3999417531666822
ACH-000651,-1.2759483415940822
ACH-000652,-1.6446716509016632
ACH-000653,-1.4322038214700967
ACH-000657,-1.4452786644351483
ACH-000658,-1.1024148195207806
ACH-000661,-1.0800594186595895
ACH-000662,-1.5085683426917258
ACH-000663,-1.4339865711390951
ACH-000665,-1.3869444666215558
ACH-000671,-1.3525136949091965
ACH-000672,-1.5466535897183848
ACH-000673,-1.2783395881081645
ACH-000676,-1.3078057356177382
ACH-000677,-1.2094206189447456
ACH-000681,-1.4265539390023625
ACH-000683,-1.336933951394022
ACH-000684,-1.0601564425146708
ACH-000688,-1.2818084974043125
ACH-000693,-1.2461402340236478
ACH-000694,-1.3405898533466245
ACH-000695,-1.5005861351635883
ACH-000696,-1.4489233776747328
ACH-000697,-1.005145961230847
ACH-000699,-1.4335513023398845
ACH-000701,-1.6105647186033196
ACH-000706,-1.488001844080489
ACH-000711,-1.3917287036720989
ACH-000713,-1.4242785128676545
ACH-000714,-1.4668386601247894
ACH-000718,-1.4042750124136387
ACH-000720,-1.4271002650825446
ACH-000721,-1.4581185640248382
ACH-000724,-1.1839927178843854
ACH-000725,-1.8643007705659704
ACH-000732,-1.355096003730183
ACH-000734,-1.2258247910524736
ACH-000735,-1.2774050497393663
ACH-000736,-1.1853916294925448
ACH-000738,-1.5203795065571266
ACH-000746,-1.2580058558520515
ACH-000747,-1.3705161255326677
ACH-000748,-1.3609021839709468
ACH-000753,-1.340696250443393
ACH-000756,-1.2417163425656377
ACH-000757,-1.287797273785553
ACH-000758,-1.1159189200437876
ACH-000760,-1.3845993409020687
ACH-000762,-1.1736215110745785
ACH-000763,-1.4561815730454997
ACH-000764,-1.476833551487666
ACH-000765,-1.4490193922603023
ACH-000766,-1.2403482312467324
ACH-000767,-1.5716205935135823
ACH-000768,-1.1358670340853296
ACH-000769,-1.3280468166166646
ACH-000770,-1.5656650079206105
ACH-000771,-1.5218811992170391
ACH-000773,-1.4172891508394658
ACH-000776,-1.2276002805108628
ACH-000777,-1.3184743227989284
ACH-000778,-1.832827124968602
ACH-000781,-1.4306244199591482
ACH-000782,-1.4450507448520802
ACH-000783,-1.5825767587241306
ACH-000784,-1.2328486752119527
ACH-000785,-1.8359891487358253
ACH-000787,-1.1758540411905452
ACH-000788,-1.3565870574288323
ACH-000791,-1.362314620340891
ACH-000792,-1.1360519256534884
ACH-000794,-1.0624385123894164
ACH-000796,-1.5002625166699608
ACH-000798,-1.1697708170450134
ACH-000799,-1.0566335588075284
ACH-000800,-1.6246384948456167
ACH-000802,-1.2783094411391027
ACH-000804,-1.3665090874393198
ACH-000805,-1.2221435660710882
ACH-000809,-1.062385029196609
ACH-000810,-1.32257871677992
ACH-000811,-1.3849993327485228
ACH-000817,-1.3732756047728292
ACH-000819,-1.4764507405124119
ACH-000820,-1.4805123970173877
ACH-000821,-1.4179832149874556
ACH-000822,-0.7973366607958206
ACH-000823,-1.531882448889216
ACH-000824,-1.2193843175174377
ACH-000827,-1.276311730802349
ACH-000829,-1.3602753903358715
ACH-000831,-1.3089381193313625
ACH-000832,-1.362677923982638
ACH-000833,-1.5566250129449952
ACH-000834,-1.0571426116569915
ACH-000835,-1.3347645472944245
ACH-000836,-1.5342059371195491
ACH-000837,-1.4572323163178984
ACH-000838,-1.5651030158611825
ACH-000839,-0.8777807957730028
ACH-000840,-1.3246657560401518
ACH-000841,-1.5361804361231377
ACH-000843,-1.4073289905616508
ACH-000846,-1.3245470031329378
ACH-000847,-1.1619397390749575
ACH-000848,-1.2384707411318578
ACH-000849,-1.316647544604701
ACH-000851,-1.319982728151165
ACH-000855,-1.5816949484655232
ACH-000856,-1.2488752765121582
ACH-000858,-1.239668935904094
ACH-000859,-1.1760488785340757
ACH-000861,-1.6344285019126277
ACH-000862,-1.3732768518344334
ACH-000865,-1.4228041641737483
ACH-000866,-1.4357053380457896
ACH-000867,-1.2643699704079294
ACH-000869,-0.9929372828825598
ACH-000872,-1.4575903871078713
ACH-000873,-1.201570691195624
ACH-000876,-1.2813287204410209
ACH-000878,-1.136765245338856
ACH-000880,-1.1636397044643432
ACH-000881,-1.3984149849354293
ACH-000882,-1.5807674051514284
ACH-000884,-1.385596163841683
ACH-000885,-1.2844759252631095
ACH-000887,-0.9863725723332886
ACH-000889,-1.4825372884401784
ACH-000896,-1.5024813786073397
ACH-000898,-1.265154524174786
ACH-000900,-1.186993980301959
ACH-000901,-1.3673702070641072
ACH-000905,-1.4969700287127146
ACH-000906,-1.3201334879619757
ACH-000907,-1.234509857199391
ACH-000910,-1.455469723029141
ACH-000911,-1.1948375259222397
ACH-000912,-1.5028887883490716
ACH-000913,-1.4734423688631595
ACH-000915,-1.2587800884779694
ACH-000916,-1.253931155543152
ACH-000917,-1.2654271458883908
ACH-000920,-1.5220972551443586
ACH-000921,-1.3555967818530197
ACH-000924,-1.219919583809297
ACH-000926,-0.985905698255506
ACH-000928,-1.2390106699797223
ACH-000929,-1.339115886580291
ACH-000932,-1.2729986226976169
ACH-000935,-0.9447054829371272
ACH-000936,-1.4166530524462493
ACH-000937,-1.609000209446271
ACH-000938,-1.3790961130098975
ACH-000939,-1.2041222016050996
ACH-000941,-0.8724752846860753
ACH-000943,-1.3120739523805671
ACH-000946,-1.1912126823020996
ACH-000947,-1.4663457160495184
ACH-000948,-1.2734303802495381
ACH-000950,-1.3452510175953958
ACH-000953,-1.5578935704293582
ACH-000954,-1.2551090778315772
ACH-000957,-1.116986361738981
ACH-000958,-1.292431605351492
ACH-000960,-1.6531744556784904
ACH-000963,-0.9815745826575718
ACH-000968,-1.5624289190845382
ACH-000969,-1.3941383934877454
ACH-000972,-0.7991028091067607
ACH-000973,-1.3461717314455264
ACH-000974,-1.2668396704734644
ACH-000978,-1.6115744246193506
ACH-000984,-1.031236706996958
ACH-000986,-1.143704766342717
ACH-000988,-1.6599666269114484
ACH-000993,-1.416972205320166
ACH-000994,-1.4316082585446819
ACH-000996,-1.3753105890428143
ACH-001001,-1.3788447134547832
ACH-001020,-0.9630585020806364
ACH-001028,-1.3742236296531576
ACH-001031,-1.2986130227517674
ACH-001038,-1.3634055790940356
ACH-001048,-1.4181017792235844
ACH-001050,-1.145105559761763
ACH-001053,-0.883858668586043
ACH-001054,-1.2190920350215342
ACH-001061,-1.0539436772760284
ACH-001067,-1.2403692468182106
ACH-001075,-1.3422457645316863
ACH-001096,-1.414202010335139
ACH-001111,-1.2325414399081156
ACH-001119,-1.1417670230815713
ACH-001128,-1.3860846776876263
ACH-001134,-1.3307560864881431
ACH-001151,-1.3321118725386736
ACH-001163,-1.197501108742331
ACH-001164,-1.3950362877050175
ACH-001183,-1.2413937298769249
ACH-001192,-1.3715052696552257
ACH-001193,-1.1476032999096475
ACH-001196,-1.681527392503263
ACH-001197,-1.3641751854581143
ACH-001205,-1.3757089963129212
ACH-001211,-1.137081741420052
ACH-001212,-1.1539113066636146
ACH-001228,-1.085227077936024
ACH-001232,-1.7195254805992712
ACH-001239,-1.2212035497796083
ACH-001270,-1.3944685849200316
ACH-001274,-0.7288938998774606
ACH-001275,-1.1695667967937236
ACH-001277,-1.2564703593762772
ACH-001278,-1.2542552341774371
ACH-001280,-1.8234930549097543
ACH-001283,-1.5285301139894432
ACH-001289,-1.48400089506052
ACH-001300,-1.3810803016477189
ACH-001301,-1.397438199888292
ACH-001302,-1.5310387094996198
ACH-001306,-1.3356960884268592
ACH-001318,-1.053561056516979
ACH-001322,-1.5134993557407226
ACH-001328,-1.026965135734464
ACH-001332,-1.281834453807953
ACH-001336,-1.5067339275774136
ACH-001346,-1.4262989944756963
ACH-001353,-1.4190738332543975
ACH-001354,-1.7987817020784005
ACH-001367,-1.0233191354651578
ACH-001368,-1.1382257547641323
ACH-001374,-1.3121837206468177
ACH-001377,-1.3781239649664891
ACH-001380,-1.3676722078981982
ACH-001391,-1.4733130212682042
ACH-001408,-1.8036398630500619
ACH-001430,-1.1973427937151606
ACH-001431,-1.5134803298783448
ACH-001450,-0.9659339157839508
ACH-001496,-1.2554590099622749
ACH-001500,-1.3774670757517593
ACH-001523,-1.3636355954171235
ACH-001532,-1.3029820487703654
ACH-001550,-1.5382656779028907
ACH-001552,-1.140131478605406
ACH-001554,-1.5923449310591653
ACH-001654,-0.9884267638668304
ACH-001735,-1.3211662544387086
ACH-001736,-1.4819535149903302
ACH-001737,-0.9813111116214644
ACH-001740,-1.5706694277475988
ACH-001745,-1.4805975257725776
ACH-001765,-1.4247171024933314
