,PPWD1 (23398)
ACH-000253,-1.250885216044378
ACH-000255,-1.145260649128021
ACH-000256,-1.342821869464225
ACH-000257,-1.5807268711646991
ACH-000258,-1.5461284697581732
ACH-000259,-1.1693613374366212
ACH-000260,-1.195494402300174
ACH-000261,-1.094866473179665
ACH-000262,-1.1555435015997069
ACH-000263,-1.3867861847009295
ACH-000264,-1.6421649835004708
ACH-000265,-1.3888844559886593
ACH-000266,-1.2161280162065868
ACH-000272,-1.1689821082771648
ACH-000274,-1.0714536787270812
ACH-000277,-1.2133452283598487
ACH-000278,-1.4880205589109543
ACH-000279,-1.560684274422625
ACH-000280,-1.2101403217622504
ACH-000281,-1.3286446625228432
ACH-000288,-1.3612573981209446
ACH-000291,-0.9511444353832847
ACH-000293,-1.1132270106326616
ACH-000294,-1.5151652527161872
ACH-000295,-1.4382345447454008
ACH-000296,-1.3321963129250174
ACH-000302,-1.5055437273816232
ACH-000304,-1.2290009943619764
ACH-000307,-1.3726018958670618
ACH-000308,-1.2921817400695013
ACH-000310,-1.2577982832923238
ACH-000311,-1.2106918066824972
ACH-000312,-1.2871073387676737
ACH-000315,-1.4611988855590272
ACH-000316,-1.4265759884610665
ACH-000317,-1.719355740448272
ACH-000318,-1.3576313786774026
ACH-000319,-1.3101862507657518
ACH-000320,-1.4613041595757847
ACH-000322,-1.3037714933215785
ACH-000323,-1.5076429611100663
ACH-000324,-1.281711925958749
ACH-000329,-1.3492530197111563
ACH-000330,-1.4965795970269615
ACH-000331,-1.1811932129802991
ACH-000332,-1.2067094874354514
ACH-000334,-1.063114635910185
ACH-000335,-1.283257150030728
ACH-000336,-1.394732713251421
ACH-000337,-1.366182320501203
ACH-000338,-1.2850546883354523
ACH-000339,-1.4636009340855445
ACH-000341,-1.335278388933866
ACH-000348,-1.3693471056157098
ACH-000350,-1.3781198347881978
ACH-000352,-1.26773955336387
ACH-000356,-1.1904072933162126
ACH-000361,-1.565186779546985
ACH-000362,-1.1669563701654824
ACH-000363,-1.189317483082548
ACH-000364,-1.2557639478953897
ACH-000365,-1.3037540091624757
ACH-000366,-1.231799998595917
ACH-000368,-1.4677760333383372
ACH-000374,-1.6443544235008971
ACH-000375,-1.1272616036323642
ACH-000376,-1.3163880066556155
ACH-000381,-1.320697687301729
ACH-000383,-1.4925756811665063
ACH-000387,-1.362547022271865
ACH-000389,-1.4876424114133993
ACH-000390,-1.4524144961471703
ACH-000393,-1.3012996370089935
ACH-000395,-1.2816889115477414
ACH-000396,-1.4816675397145158
ACH-000397,-1.2949168499128532
ACH-000401,-1.4530233150354532
ACH-000402,-0.9593281851633412
ACH-000403,-1.2451925530212598
ACH-000404,-1.4535056904337826
ACH-000406,-1.5258400002925652
ACH-000407,-1.3227107355761156
ACH-000408,-1.5842223820770962
ACH-000410,-1.3043101767234326
ACH-000411,-1.1266482978107126
ACH-000414,-1.2379977327009053
ACH-000415,-1.7303101788195774
ACH-000416,-1.4507586590073147
ACH-000420,-1.0869846140644552
ACH-000421,-1.3234156464405162
ACH-000424,-1.2203616290432566
ACH-000425,-1.3157503648812825
ACH-000426,-0.9867432034909784
ACH-000427,-1.1965895767213517
ACH-000433,-1.2197787152538415
ACH-000435,-1.6089491194528294
ACH-000436,-1.1066000333671433
ACH-000444,-1.3311967494262418
ACH-000445,-1.2030479862618702
ACH-000448,-1.147322011162423
ACH-000450,-1.2677459342640591
ACH-000452,-1.4537518414442363
ACH-000454,-1.1994110169867236
ACH-000458,-1.282829035555652
ACH-000459,-1.1884300705803001
ACH-000460,-1.140364001059853
ACH-000461,-1.6156376481819523
ACH-000463,-1.3875177400810466
ACH-000464,-1.0957499362977587
ACH-000466,-1.3831990713553612
ACH-000467,-1.1248556279619666
ACH-000468,-1.2746336071038773
ACH-000469,-1.3524137058261565
ACH-000470,-1.41902626985946
ACH-000471,-1.3857430472059735
ACH-000472,-1.1890959418318476
ACH-000473,-1.3206425886018287
ACH-000475,-1.2561077575925732
ACH-000476,-1.108889971072582
ACH-000477,-1.099796297157116
ACH-000479,-1.4273709815235618
ACH-000480,-1.28374317881789
ACH-000481,-1.5247627816047606
ACH-000483,-1.1756184389262496
ACH-000484,-1.2309438696334671
ACH-000485,-1.206051178835943
ACH-000486,-1.2286250840400448
ACH-000487,-1.1517529217635856
ACH-000488,-1.1708391267238607
ACH-000490,-1.1871199721172132
ACH-000491,-1.0944559141112509
ACH-000495,-1.2088379638143838
ACH-000496,-1.4103747896589294
ACH-000499,-1.2824620120288697
ACH-000500,-1.5697323084953507
ACH-000502,-1.2354242507241775
ACH-000503,-1.4261088642527404
ACH-000505,-1.2228473069536263
ACH-000507,-1.2159465019143183
ACH-000510,-1.3402082887641815
ACH-000511,-1.3948357021234208
ACH-000512,-1.3669029238900332
ACH-000516,-1.3909108785045228
ACH-000517,-1.4023664812452197
ACH-000518,-1.4170491992265242
ACH-000520,-1.2708464344010162
ACH-000521,-1.0472823371713842
ACH-000522,-1.2980423719503065
ACH-000524,-1.2153256716937424
ACH-000527,-1.1207668717040298
ACH-000528,-1.2852590596577438
ACH-000537,-1.4186356960596735
ACH-000541,-1.1836904713945504
ACH-000542,-1.4089778644037645
ACH-000544,-1.1331406458707842
ACH-000545,-1.4187277038736752
ACH-000547,-1.481942567040444
ACH-000548,-1.2794847929339042
ACH-000549,-1.2983721861402333
ACH-000550,-1.298746907245317
ACH-000552,-1.1599677418170464
ACH-000556,-1.343605662292947
ACH-000557,-0.7965459653944942
ACH-000569,-1.4229527469564822
ACH-000570,-1.3553468276617575
ACH-000571,-0.9160125417145007
ACH-000573,-1.7555641080126545
ACH-000576,-1.3033002538215948
ACH-000579,-0.9427138605843832
ACH-000580,-0.988844882705284
ACH-000584,-1.6410731790090394
ACH-000585,-1.4951860956649894
ACH-000588,-1.2669144578516751
ACH-000589,-1.1977321669127965
ACH-000591,-1.5366437036359581
ACH-000593,-1.1926561020568414
ACH-000600,-0.6814886831480853
ACH-000601,-1.2874176521381897
ACH-000605,-1.4325188567489897
ACH-000606,-1.2302474055443913
ACH-000608,-1.2509778339539936
ACH-000614,-1.3308242085403859
ACH-000616,-1.3343819894106712
ACH-000618,-1.4263961048678908
ACH-000619,-1.2735425246602574
ACH-000620,-1.0920109529430029
ACH-000621,-1.3591875261652375
ACH-000622,-0.8718742876395609
ACH-000623,-1.2929376631885865
ACH-000624,-1.2476496589307564
ACH-000627,-1.291200411532194
ACH-000630,-1.3384140884593096
ACH-000631,-1.4344307705019907
ACH-000632,-1.5130707379708408
ACH-000633,-1.1941616149858476
ACH-000637,-1.2011006769912764
ACH-000638,-1.197863380524657
ACH-000646,-1.1176179598940792
ACH-000647,-1.2719587637745071
ACH-000648,-1.4005868138496662
ACH-000649,-1.4472839246560538
ACH-000651,-1.4671129406422307
ACH-000652,-1.3390004583079425
ACH-000653,-1.4183647983980328
ACH-000657,-1.249257200081221
ACH-000658,-1.4880666200942314
ACH-000661,-1.4684233138154743
ACH-000662,-1.3296418126717195
ACH-000663,-1.2528250900875606
ACH-000665,-1.2605904214693189
ACH-000671,-1.3316832900655164
ACH-000672,-1.2161691609391398
ACH-000673,-1.3697951607608174
ACH-000676,-1.3802504153437771
ACH-000677,-0.8619094214158568
ACH-000681,-1.188083472142572
ACH-000683,-1.4851306462056952
ACH-000684,-1.4770829702140773
ACH-000688,-1.017036717693404
ACH-000693,-1.3099227615244258
ACH-000694,-1.5169983649685637
ACH-000695,-1.558761004867709
ACH-000696,-1.2345599635023323
ACH-000697,-1.4046282302898416
ACH-000699,-1.6723686917472809
ACH-000701,-1.2603902538339344
ACH-000706,-1.3607783891959224
ACH-000711,-1.3772766973465669
ACH-000713,-1.4793943092251751
ACH-000714,-1.0128214071616908
ACH-000718,-1.4287375695322142
ACH-000720,-1.214622952084401
ACH-000721,-1.3620673618160792
ACH-000724,-1.3785963003452926
ACH-000725,-1.622466268065404
ACH-000732,-1.3760420673118927
ACH-000734,-1.144784561137142
ACH-000735,-1.429450696425269
ACH-000736,-1.291854288520942
ACH-000738,-1.3395514589445183
ACH-000746,-1.3025313741449247
ACH-000747,-1.3426718821314234
ACH-000748,-1.3246857540984236
ACH-000753,-1.6224104159946435
ACH-000756,-1.3288197076719586
ACH-000757,-1.1442493293063372
ACH-000758,-1.5390011041349074
ACH-000760,-1.4949708934008283
ACH-000762,-1.4354247335375332
ACH-000763,-1.2201921176030075
ACH-000764,-1.3396224745320309
ACH-000765,-1.2681691333506822
ACH-000766,-1.240193863201804
ACH-000767,-1.5602679710700147
ACH-000768,-1.4405250880831768
ACH-000769,-1.3314920049136032
ACH-000770,-1.168765205854748
ACH-000771,-1.2655905762886854
ACH-000773,-1.2839234945068836
ACH-000776,-1.3565905270502758
ACH-000777,-1.5673494936916612
ACH-000778,-1.3851607128572565
ACH-000781,-1.4161129738068832
ACH-000782,-1.1750088522077569
ACH-000783,-1.184265804527622
ACH-000784,-1.3061536457621952
ACH-000785,-1.1734941272520099
ACH-000787,-1.2635260064387104
ACH-000788,-1.51822091468267
ACH-000791,-1.275680920157857
ACH-000792,-1.4811053842389774
ACH-000794,-1.3252899521586547
ACH-000796,-1.2371010837478913
ACH-000798,-1.4145884546564886
ACH-000799,-1.213763223670354
ACH-000800,-1.7375141937033414
ACH-000802,-1.6886699505576257
ACH-000804,-1.4498693103695566
ACH-000805,-1.3254472778727693
ACH-000809,-1.2565430587445547
ACH-000810,-1.6270149632750956
ACH-000811,-1.0622938776704407
ACH-000817,-1.2279416449295288
ACH-000819,-1.2508502987700512
ACH-000820,-1.792769868211939
ACH-000821,-1.3387038681672567
ACH-000822,-1.0943174942242455
ACH-000823,-1.240160135130263
ACH-000824,-1.5902169666815995
ACH-000827,-1.3649840148005394
ACH-000829,-1.248984241387274
ACH-000831,-1.4000961364967823
ACH-000832,-1.1152581067188516
ACH-000833,-1.4950108421764832
ACH-000834,-1.2077328724341354
ACH-000835,-1.3203865867809237
ACH-000836,-1.4116754115723311
ACH-000837,-1.4087133666761031
ACH-000838,-1.5011589963210579
ACH-000839,-1.4768769714788013
ACH-000840,-0.881814582253768
ACH-000841,-1.3050961400237486
ACH-000843,-1.4137818112571994
ACH-000846,-1.2397164263599452
ACH-000847,-1.2964020291949303
ACH-000848,-1.5077975093970146
ACH-000849,-1.3384911430329411
ACH-000851,-1.2827603225123492
ACH-000855,-1.2764444220677935
ACH-000856,-1.3156528166997707
ACH-000858,-1.3091378671218854
ACH-000859,-1.5930936859821505
ACH-000861,-1.4205805985805149
ACH-000862,-1.446727683968833
ACH-000865,-1.34624356850438
ACH-000866,-1.4453523659424672
ACH-000867,-1.394184389575568
ACH-000869,-1.2466241310867985
ACH-000872,-1.4119172909306346
ACH-000873,-1.189996360546013
ACH-000876,-1.0310625613251692
ACH-000878,-1.3589827971541584
ACH-000880,-1.4537009942192602
ACH-000881,-1.1145790275973868
ACH-000882,-1.2402981327281999
ACH-000884,-1.3793173986028129
ACH-000885,-1.016331929969886
ACH-000887,-1.1502491149519318
ACH-000889,-1.3081617235598777
ACH-000896,-1.5800254017930797
ACH-000898,-1.2000794802062358
ACH-000900,-1.392824243933921
ACH-000901,-1.4891939825709242
ACH-000905,-1.4545639037587008
ACH-000906,-1.3404606080365955
ACH-000907,-1.0651793673429448
ACH-000910,-1.3462353477442828
ACH-000911,-1.2168266136427104
ACH-000912,-1.464988176036098
ACH-000913,-1.3029147312348979
ACH-000915,-1.4815194827859017
ACH-000916,-1.1111046087673266
ACH-000917,-1.3974519272534167
ACH-000920,-1.261074084386571
ACH-000921,-1.4130307860095936
ACH-000924,-1.170410262841108
ACH-000926,-1.4150758842101319
ACH-000928,-0.9497641799038338
ACH-000929,-1.6305629409215738
ACH-000932,-1.2486871644055435
ACH-000935,-1.2598355831371026
ACH-000936,-1.456299598761406
ACH-000937,-1.4422518718229849
ACH-000938,-1.2642967277700163
ACH-000939,-1.4015693256514092
ACH-000941,-1.4637915302932578
ACH-000943,-1.3530952402743608
ACH-000946,-1.365282814748441
ACH-000947,-1.284615076760864
ACH-000948,-1.2434381966675951
ACH-000950,-1.4688924462642885
ACH-000953,-1.4156580725820904
ACH-000954,-1.5728958351374134
ACH-000957,-1.354570090956635
ACH-000958,-1.4235618098824288
ACH-000960,-1.4214680243249105
ACH-000963,-1.5633499378012214
ACH-000968,-1.3744727658961653
ACH-000969,-1.377462152806521
ACH-000972,-1.3837125874580378
ACH-000973,-1.3654791406582385
ACH-000974,-1.3296947464169435
ACH-000978,-1.2882548206462048
ACH-000984,-1.3135615569670742
ACH-000986,-1.4091534932272085
ACH-000988,-1.2683308102822743
ACH-000993,-1.04492376690783
ACH-000994,-1.299601929047513
ACH-000996,-1.1903487422031933
ACH-001001,-1.1199391558021443
ACH-001020,-1.2588094553419815
ACH-001028,-1.4423228961370151
ACH-001031,-1.180813659676057
ACH-001038,-1.4813964946317413
ACH-001048,-1.2912557943961664
ACH-001050,-1.013154192277676
ACH-001053,-1.1402904122473392
ACH-001054,-1.4187195190319497
ACH-001061,-1.236746067087322
ACH-001067,-1.3012126839777398
ACH-001075,-1.3199748223179886
ACH-001096,-1.3062775138223115
ACH-001111,-1.521681168429161
ACH-001119,-1.4096070354803032
ACH-001128,-1.3907193951927848
ACH-001134,-1.2173679255720609
ACH-001151,-1.3724083593834395
ACH-001163,-1.3824854881349102
ACH-001164,-1.2036634889623887
ACH-001183,-1.4190377074756106
ACH-001192,-1.492972892891843
ACH-001193,-1.3819948708865497
ACH-001196,-1.3154723472300651
ACH-001197,-1.2764194333668115
ACH-001205,-1.301280942760582
ACH-001211,-1.4101012007729594
ACH-001212,-1.2135864802944376
ACH-001228,-1.3502723310262559
ACH-001232,-1.5002107275057743
ACH-001239,-1.2774864718925842
ACH-001270,-1.408610308378074
ACH-001274,-1.250635519516239
ACH-001275,-1.1434824858238817
ACH-001277,-1.4756500940040986
ACH-001278,-1.2200033468974638
ACH-001280,-0.8819527535937318
ACH-001283,-1.4084062972729203
ACH-001289,-1.195466035009543
ACH-001300,-1.1578881160185417
ACH-001301,-1.3439201003465162
ACH-001302,-1.1251016344993257
ACH-001306,-1.3445078527743906
ACH-001318,-1.327071150642409
ACH-001322,-1.313979568577173
ACH-001328,-1.431479524622708
ACH-001332,-1.2873459087527934
ACH-001336,-1.249242842710936
ACH-001346,-1.46118550362716
ACH-001353,-1.212575190239347
ACH-001354,-1.9181994633844561
ACH-001367,-1.3538808038717642
ACH-001368,-1.3218004824106002
ACH-001374,-1.672119704744218
ACH-001377,-1.36579844477629
ACH-001380,-1.245152386827043
ACH-001391,-1.190449754605425
ACH-001408,-1.3541918060441802
ACH-001430,-1.3793883779007352
ACH-001431,-1.2986023100796102
ACH-001450,-1.4569873458093174
ACH-001496,-1.5202301962438285
ACH-001500,-1.2147277817374544
ACH-001523,-1.4389565937102642
ACH-001532,-1.2597473717947445
ACH-001550,-1.6763253852718427
ACH-001552,-1.1849312115623742
ACH-001554,-1.4672539701405325
ACH-001654,-1.3547164092156108
ACH-001735,-1.2956092108975277
ACH-001736,-1.3819357764631792
ACH-001737,-0.9882766712641244
ACH-001740,-1.3029562813483369
ACH-001745,-1.362917534096349
ACH-001765,-1.1431240372945803
