,SNRPA1 (6627)
ACH-001151,-1.3727752693817106
ACH-001163,-1.4682663489672525
ACH-001164,-1.3515024162186848
ACH-001183,-1.172684003319287
ACH-001192,-1.2175843297052729
ACH-001193,-1.184422042269739
ACH-001196,-1.2908395418897918
ACH-001197,-1.4006275435627555
ACH-001205,-1.4023684360547468
ACH-001211,-1.471945967755906
ACH-001212,-1.6064756602909176
ACH-001228,-1.5728352155468204
ACH-001232,-1.4569611797597573
ACH-001239,-1.1829237964847794
ACH-001270,-1.1065317898508402
ACH-001274,-1.3402415611607978
ACH-001275,-1.2012986576035911
ACH-001277,-1.4128438055857144
ACH-001278,-1.1715607946900883
ACH-001280,-1.5769508682349975
ACH-001283,-1.3096697536915285
ACH-001289,-1.3963288110828311
ACH-001300,-1.3943793893700265
ACH-001301,-1.176009704594566
ACH-001302,-0.9494385731392028
ACH-001306,-1.197770247177688
ACH-001318,-1.4395046703330483
ACH-001322,-1.1489501189459024
ACH-001328,-1.2228727564192872
ACH-001332,-1.3640419525137355
ACH-001336,-1.2073288740685555
ACH-001346,-1.2750246202181794
ACH-001353,-1.3595733752467252
ACH-001354,-1.2306556769443722
ACH-001367,-1.1840741006281643
ACH-001368,-1.2502598527859714
ACH-001374,-0.9584242994010174
ACH-001377,-1.4608513838820292
ACH-001380,-1.2924582314592128
ACH-001391,-1.1760447030009762
ACH-001408,-1.642717950275134
ACH-001430,-0.9731647508547204
ACH-001431,-1.2056813854101516
ACH-001450,-1.2640098033641307
ACH-001496,-1.5644988483026625
ACH-001500,-1.3422842954042646
ACH-001523,-1.3678313334572119
ACH-001532,-1.2860944654064728
ACH-001550,-1.3697445344192618
ACH-001552,-1.3694768132871065
ACH-001554,-1.4868668500813884
ACH-001654,-1.430245604191228
ACH-001735,-1.2348055665997502
ACH-001736,-1.4576147864927094
ACH-001737,-1.2112329068756538
ACH-001740,-1.1906694860303222
ACH-001745,-1.3618495673094928
ACH-001765,-1.277913300640111
