,SSSCA1 (10534)
ACH-000243,-0.16041983432692944
ACH-000244,-0.2174950658366536
ACH-000246,-0.11997077708064605
ACH-000248,-0.2641116211257392
ACH-000250,-0.13921740370722338
ACH-000251,-0.009829125534290287
ACH-000252,-0.4806857124442444
ACH-000253,-0.21567861473608055
ACH-000255,-0.2818667283591485
ACH-000256,-0.2592160568401187
ACH-000257,-0.13406589169527638
ACH-000258,-0.18827883843101406
ACH-000259,-0.1959643649411208
ACH-000260,-0.31432409081461
ACH-000261,-0.3351570786668704
ACH-000262,-0.22443780798232751
ACH-000263,-0.41238948320699337
ACH-000264,-0.29143990495757555
ACH-000265,-0.15479908564844058
ACH-000266,-0.18286154854756204
ACH-000272,-0.07293322375622839
ACH-000274,-0.09793278655878623
ACH-000277,-0.25504050771373266
ACH-000278,-0.07405423865906187
ACH-000279,-0.2194832244875957
ACH-000280,-0.4561293114936135
ACH-000281,-0.4403701185372052
ACH-000288,-0.33890772723055873
ACH-000291,-0.1758403473234106
ACH-000293,-0.2801397843817598
ACH-000294,-0.3422343801014658
ACH-000295,0.013458613308956079
ACH-000296,-0.3007980296665629
ACH-000302,-0.20532584416615055
ACH-000304,-0.4144381621355016
ACH-000307,-0.3703979642863616
ACH-000308,-0.3448958987771813
ACH-000310,-0.08377819646227166
ACH-000311,-0.17285077938174578
ACH-000312,-0.19297654636631556
ACH-000315,-0.6345245721627281
ACH-000316,-0.22649998018634496
ACH-000317,-0.3872508433434244
ACH-000318,-0.4185363731882122
ACH-000319,-0.2196289365473504
ACH-000320,-0.41633093715348535
ACH-000322,-0.3127690684464319
ACH-000323,-0.342596421237304
ACH-000324,-0.20365467559403488
ACH-000329,-0.12574211177927966
ACH-000330,-0.10718613266587734
ACH-000331,-0.28334271322583976
ACH-000332,-0.222480635783688
ACH-000334,-0.3928859421233267
ACH-000335,-0.19801425938230785
ACH-000336,-0.0876153369674135
ACH-000337,-0.1954775421498664
ACH-000338,-0.2203209328017158
ACH-000339,-0.2647161733997205
ACH-000341,-0.2746079287688293
ACH-000348,-0.13175190623299002
ACH-000350,-0.12094682490951457
ACH-000352,-0.16568993959552775
ACH-000356,-0.35743545368373303
ACH-000361,-0.16643919172421334
ACH-000362,-0.20130189762557585
ACH-000363,-0.1320202213395904
ACH-000364,-0.24857202480742396
ACH-000365,-0.21062205821451815
ACH-000366,-0.3032350468196832
ACH-000368,-0.2958160237099037
ACH-000374,-0.4903921907794688
ACH-000375,-0.2532977763251828
ACH-000376,-0.41027606469602784
ACH-000381,-0.3602383945319481
ACH-000383,-0.32511534831374683
ACH-000387,-0.15751872536274947
ACH-000389,-0.17554517998773714
ACH-000390,-0.22748745377066165
ACH-000393,-0.20363367076645675
ACH-000395,-0.4194323855626944
ACH-000396,-0.24715304325922102
ACH-000397,-0.33217988987019464
ACH-000401,-0.2506740492776378
ACH-000402,-0.5773494005399127
ACH-000403,-0.2975686899869616
ACH-000404,-0.11726403657645296
ACH-000406,-0.24230785448023184
ACH-000407,-0.14525736723564972
ACH-000408,-0.17712068033929018
ACH-000410,-0.09329912295149724
ACH-000411,-0.21225927716204834
ACH-000414,-0.13228714688617754
ACH-000415,-0.5512392432626685
ACH-000416,-0.20955388613492693
ACH-000420,-0.2406527117202272
ACH-000421,-0.1425698155213539
ACH-000424,-0.13053571958711355
ACH-000425,-0.2048760664861821
ACH-000426,-0.19380817326670655
ACH-000427,-0.10192392190871168
ACH-000433,-0.33412740643160244
ACH-000435,-0.3302148547842165
ACH-000436,-0.2825225091622132
ACH-000444,-0.2294749382875305
ACH-000445,-0.6631813891598392
ACH-000448,-0.10524548567118737
ACH-000450,-0.1131640975658814
ACH-000452,-0.221790727107542
ACH-000454,-0.2273398770834111
ACH-000458,-0.269292781852765
ACH-000459,0.11298028042810394
ACH-000460,-0.14205154787043994
ACH-000461,-0.4877909507354312
ACH-000463,-0.2058982510044397
ACH-000464,-0.2485868750146549
ACH-000466,-0.2422443388202256
ACH-000467,-0.322604657304822
ACH-000468,-0.187303878549854
ACH-000469,-0.18817960779693024
ACH-000470,-0.2541646903387248
ACH-000471,-0.0614325613482091
ACH-000472,-0.2177009671483773
ACH-000473,-0.11564842258144505
ACH-000475,-0.12114831881539966
ACH-000476,-0.025267854469828956
ACH-000477,-0.23762562384475314
ACH-000479,-0.2447690142026261
ACH-000480,-0.22890967329238235
ACH-000481,-0.2485823542341233
ACH-000483,-0.2592668051145363
ACH-000484,-0.02070848116363808
ACH-000485,-0.1297916220555072
ACH-000486,-0.2783606382041937
ACH-000487,-0.33852162114936674
ACH-000488,-0.2138579727485548
ACH-000490,-0.3016831688072017
ACH-000491,-0.1414144797596857
ACH-000495,-0.18701811499214466
ACH-000496,-0.19420603473844605
ACH-000499,-0.24800170219503334
ACH-000500,-0.14464474038018105
ACH-000502,-0.22200564856024496
ACH-000503,-0.4309634793043555
ACH-000505,-0.2847746849923462
ACH-000507,-0.09459826657869362
ACH-000510,-0.2546717322629223
ACH-000511,-0.16698543804623733
ACH-000512,-0.053364244084790784
ACH-000516,-0.2630574562641555
ACH-000517,-0.26164880851350264
ACH-000518,-0.44397389600680986
ACH-000520,-0.25772596632861705
ACH-000521,-0.0917681066123792
ACH-000522,-0.3369489317594223
ACH-000524,-0.22285881033728375
ACH-000527,-0.18996703174771176
ACH-000528,-0.2906284704016956
ACH-000537,-0.4283442252622933
ACH-000541,-0.40968328311452296
ACH-000542,-0.438097576470413
ACH-000544,-0.33693768161252136
ACH-000545,-0.4250024539757151
ACH-000547,-0.15520166639386
ACH-000548,-0.24771768008214254
ACH-000549,-0.17583117939771473
ACH-000550,-0.20486564721232176
ACH-000552,-0.2816201710777354
ACH-000556,-0.20881628483325432
ACH-000557,-0.1679486942574321
ACH-000569,-0.4278321987634742
ACH-000570,-0.3239728148662673
ACH-000571,-0.2440403636381796
ACH-000573,-0.06698798857599474
ACH-000576,-0.210953347024366
ACH-000579,0.0021106270707317086
ACH-000580,-0.4043366776520973
ACH-000584,-0.1455654409277772
ACH-000585,-0.6528435327514919
ACH-000588,-0.3999082160892367
ACH-000589,-0.30777329661131586
ACH-000591,-0.26091795769758475
ACH-000593,-0.4061524490049965
ACH-000600,-0.1809667544632324
ACH-000601,-0.2435168823597732
ACH-000605,-0.1173166251825352
ACH-000606,-0.391993312598656
ACH-000608,-0.3279953432620574
ACH-000614,-0.27789707108793943
ACH-000616,-0.19769126239196808
ACH-000618,-0.5206377026900781
ACH-000619,-0.5756357512256628
ACH-000620,-0.12844650499356114
ACH-000621,-0.26757789188630154
ACH-000622,-0.3332359466314202
ACH-000623,-0.2541545498133619
ACH-000624,-0.2941233614053917
ACH-000627,-0.23231487076720905
ACH-000630,-0.7836136639315977
ACH-000631,-0.358237417543725
ACH-000632,-0.2730197308633929
ACH-000633,-0.22436170686415488
ACH-000637,-0.10022077111515633
ACH-000638,-0.3219290862728203
ACH-000646,-0.06513231763644131
ACH-000647,-0.2526641329099797
ACH-000648,-0.11606817381067693
ACH-000649,-0.2453652849622769
ACH-000651,-0.2080602516783311
ACH-000652,-0.22860027431164856
ACH-000653,-0.10101961209266333
ACH-000657,-0.3486218561249928
ACH-000658,-0.1714314067005656
ACH-000661,-0.1850463285748186
ACH-000662,-0.430525705863048
ACH-000663,-0.26891993797633745
ACH-000665,-0.3106222615686319
ACH-000671,-0.28140482707139675
ACH-000672,-0.4558005937208647
ACH-000673,-0.2487225475996659
ACH-000676,-0.17328657510235734
ACH-000677,-0.19316557659781775
ACH-000681,-0.3650819688836592
ACH-000683,-0.22351010956466516
ACH-000684,-0.20030931299406074
ACH-000688,-0.17285561397992444
ACH-000693,-0.2983169101892271
ACH-000694,-0.33439528721924755
ACH-000695,-0.5186489287680317
ACH-000696,-0.3193725717525679
ACH-000697,-0.3858307881017195
ACH-000699,-0.1641390345459073
ACH-000701,-0.4670250416746232
ACH-000706,-0.1234827736497895
ACH-000711,-0.1766652349811422
ACH-000713,-0.4776130540416935
ACH-000714,-0.23199178336087506
ACH-000718,-0.1899532702251833
ACH-000720,-0.4434833663769461
ACH-000721,-0.2509322105186682
ACH-000724,-0.7186692702487679
ACH-000725,-0.3038027924250672
ACH-000732,-0.22335877196165355
ACH-000734,-0.5657388003327555
ACH-000735,-0.5725585298675068
ACH-000736,-0.3587756886441875
ACH-000738,-0.391150379317125
ACH-000746,-0.3099409340224148
ACH-000747,-0.2216761189619572
ACH-000748,-0.3844505404833617
ACH-000753,-0.2965732728565072
ACH-000756,-0.3578300075999428
ACH-000757,-0.3372190610163857
ACH-000758,-0.26374195304744336
ACH-000760,-0.2631961189698685
ACH-000762,-0.4477777543930853
ACH-000763,-0.2613898543245226
ACH-000764,-0.4078143515026027
ACH-000765,-0.20017226112344172
ACH-000766,-0.1771926079206641
ACH-000767,-0.34731018632312066
ACH-000768,-0.18841346724425773
ACH-000769,-0.3115320265726703
ACH-000770,-0.15911775179786006
ACH-000771,-0.42808027900858703
ACH-000773,-0.32636239493794744
ACH-000776,-0.1422669890293156
ACH-000777,-0.18773055405710815
ACH-000778,-0.6263304955535691
ACH-000781,-0.2897764738985005
ACH-000782,-0.4570647659676147
ACH-000783,-0.34644950263990193
ACH-000784,-0.2451156938300831
ACH-000785,-0.2482981387880181
ACH-000787,-0.3962279212130118
ACH-000788,-0.18160697301005652
ACH-000791,-0.3796019113315141
ACH-000792,-0.2610719076863192
ACH-000794,-0.4689568253945949
ACH-000796,-0.2888984477065329
ACH-000798,-0.07604512267715098
ACH-000799,-0.17734512532670532
ACH-000800,0.09853794986493378
ACH-000802,-0.2644587708735016
ACH-000804,-0.13381092870138772
ACH-000805,-0.20444896290020115
ACH-000809,-0.16850119749509604
ACH-000810,-0.018487609678646887
ACH-000811,-0.21464688040612914
ACH-000817,-0.2804467453870464
ACH-000819,-0.2458050170422094
ACH-000820,-0.2742102432231834
ACH-000821,-0.0934261101670566
ACH-000822,-0.343180237347284
ACH-000823,-0.3627828451867866
ACH-000824,-0.29701817049824303
ACH-000827,-0.22930829139987954
ACH-000829,-0.02238164014154001
ACH-000831,-0.27565329974950137
ACH-000832,-0.30922809673268914
ACH-000833,-0.4734727573848778
ACH-000834,-0.5025409292418856
ACH-000835,-0.29307995019217603
ACH-000836,-0.27892765256501195
ACH-000837,-0.24394147199054
ACH-000838,-0.21930811084723498
ACH-000839,-0.565780301848785
ACH-000840,-0.2422310458860965
ACH-000841,-0.24165785835331266
ACH-000843,-0.34955739748331555
ACH-000846,-0.2155794036964995
ACH-000847,-0.2625974346707121
ACH-000848,-0.21252071536776407
ACH-000849,-0.1839136743136647
ACH-000851,-0.24186037832024498
ACH-000855,-0.17441888601345934
ACH-000856,-0.2373957515710509
ACH-000858,-0.03701039380799664
ACH-000859,-0.6097163721635508
ACH-000861,-0.35569102728847285
ACH-000862,-0.18265062144319336
ACH-000865,-0.1824252111117169
ACH-000866,-0.1588431926964185
ACH-000867,-0.11133083255756084
ACH-000869,-0.19506142248992972
ACH-000872,-0.3372625310627215
ACH-000873,-0.3399826601839184
ACH-000876,-0.2611231004038069
ACH-000878,-0.27575942640242324
ACH-000880,-0.31073794184338044
ACH-000881,-0.028053900989652526
ACH-000882,-0.15368740545329238
ACH-000884,-0.14932176229889538
ACH-000885,-0.27253216736559593
ACH-000887,-0.40261765698793134
ACH-000889,-0.21642528788082704
ACH-000896,-0.19670168018921047
ACH-000898,-0.2814427675231916
ACH-000900,-0.30759544650461523
ACH-000901,-0.4557822362329546
ACH-000905,-0.11551548335594305
ACH-000906,-0.3316515158746149
ACH-000907,-0.1199983771881922
ACH-000910,-0.14717158540700742
ACH-000911,-0.230027179956545
ACH-000912,-0.020052343753863947
ACH-000913,-0.36610175848898335
ACH-000915,-0.20680394595571605
ACH-000916,-0.40841629005428937
ACH-000917,-0.3153812544036713
ACH-000920,-0.15069433397311013
ACH-000921,-0.2546078899369513
ACH-000924,-0.16568683958844274
ACH-000926,-0.2822492725146233
ACH-000928,-0.19070908112872667
ACH-000929,-0.22957139666099194
ACH-000932,-0.27739310580866305
ACH-000935,-0.2549636810813595
ACH-000936,-0.3768906468464424
ACH-000937,-0.09510877282963637
ACH-000938,-0.16850833276995908
ACH-000939,-0.2127060915005184
ACH-000941,-0.3525988707443564
ACH-000943,-0.21294533215458256
ACH-000946,-0.15622855881384867
ACH-000947,-0.23372433944801085
ACH-000948,-0.2837679166338302
ACH-000950,-0.10930473380703476
ACH-000953,-0.11459087055918925
ACH-000954,-0.6122476908101424
ACH-000957,-0.4830900094363995
ACH-000958,-0.2545922090254459
ACH-000960,-0.16062606236977828
ACH-000963,-0.2827587499758038
ACH-000968,-0.25488949257690113
ACH-000969,-0.25134033813728546
ACH-000972,-0.08053748227590808
ACH-000973,-0.31857120212742196
ACH-000974,-0.12815312782301128
ACH-000978,-0.06937393366648446
ACH-000984,-0.2557709156256382
ACH-000986,-0.19660769517575105
ACH-000988,-0.05263570231856128
ACH-000993,-0.3335247297372384
ACH-000994,-0.2301955280858961
ACH-000996,-0.14376675523092464
ACH-001001,-0.5657132689243335
ACH-001020,-0.2537594389418832
ACH-001028,-0.2418327292007821
ACH-001031,-0.07929571451934173
ACH-001038,-0.3039923266141178
ACH-001048,-0.2820373563894249
ACH-001050,-0.2407127176378845
ACH-001053,-0.3757044076130029
ACH-001054,-0.2823858165717193
ACH-001061,-0.4101096559897761
ACH-001067,-0.3093242901829256
ACH-001075,-0.5376575890648981
ACH-001096,-0.16054551083176774
ACH-001111,-0.4705448615444986
ACH-001119,-0.32575372231413874
ACH-001128,-0.6042537481024391
ACH-001134,-0.2820059722250831
ACH-001151,-0.2463463687332081
ACH-001163,-0.3089915582857002
ACH-001164,-0.13059342957266173
ACH-001183,-0.07338430126513815
ACH-001192,-0.2566345910258695
ACH-001193,-0.3386450785317249
ACH-001196,-0.15986211637013334
ACH-001197,-0.2846754527834591
ACH-001205,-0.17232021990268556
ACH-001211,-0.21000273889675086
ACH-001212,-0.10700601302016058
ACH-001228,-0.2023453909294765
ACH-001232,-0.2773738964148409
ACH-001239,-0.22683620551862835
ACH-001270,-0.3201461695317841
ACH-001274,-0.19988530086109724
ACH-001275,-0.3068176099836005
ACH-001277,-0.2953199773657801
ACH-001278,-0.19994608553868065
ACH-001280,-0.1556236520003893
ACH-001283,-0.1366927774688329
ACH-001289,0.010040842819995724
ACH-001300,-0.2226082317910639
ACH-001301,-0.30200641488490865
ACH-001302,-0.16416780790180546
ACH-001306,-0.35192120490024603
ACH-001318,-0.10804762616883999
ACH-001322,-0.11714567971184772
ACH-001328,-0.3123706172569632
ACH-001332,-0.2721776001009511
ACH-001336,-0.24751140067689398
ACH-001346,-0.4659257067808789
ACH-001353,-0.4364856695802466
ACH-001354,-0.0401535163959074
ACH-001367,-0.6342565056281909
ACH-001368,-0.29821213977811983
ACH-001374,-0.4668660347875905
ACH-001377,-0.1462371348189563
ACH-001380,-0.1951748564945152
ACH-001391,-0.07567487640299407
ACH-001408,-0.2427236812548153
ACH-001430,-0.21376642461642345
ACH-001431,-0.2347654742771685
ACH-001450,0.0012286133099577738
ACH-001496,-0.10674799175735457
ACH-001500,-0.3400059157769802
ACH-001523,-0.2203691411399418
ACH-001532,-0.10358375836253604
ACH-001550,-0.3102579046866386
ACH-001552,-0.15820880750687766
ACH-001554,-0.2491722831765157
ACH-001654,-0.3430033412752015
ACH-001735,-0.22422936444609204
ACH-001736,-0.2792371172382851
ACH-001737,0.20356901783810105
ACH-001740,-0.08121885187879427
ACH-001745,-0.237199114896814
ACH-001765,-0.1671748620935701
