,SNRPB (6628)
ACH-000374,-1.3166270595067262
ACH-000375,-1.235488260218125
ACH-000376,-1.1365955189651948
ACH-000381,-1.2362202396701998
ACH-000383,-1.289532807098194
ACH-000387,-1.4779793260316274
ACH-000389,-1.5070648687826436
ACH-000390,-1.2919350794671425
ACH-000393,-1.4074466011028708
ACH-000395,-1.2564938685201112
ACH-000396,-1.481812932469904
ACH-000397,-1.16451160100849
ACH-000401,-1.4260895355813326
ACH-000402,-1.3786937379583568
ACH-000403,-1.4916882589630134
ACH-000404,-1.3899092053808408
ACH-000406,-1.367747464157726
ACH-000407,-1.3265847717448285
ACH-000408,-1.1156705936827471
ACH-000410,-1.3025981151476091
ACH-000411,-1.2765217618985096
ACH-000414,-1.6436986118273782
ACH-000415,-1.5857067973237695
ACH-000416,-1.328798182438771
ACH-000420,-1.1159546681407295
ACH-000421,-1.3946077266787495
ACH-000424,-1.6125420992906188
ACH-000425,-1.2829377055072382
ACH-000426,-1.8879343585973232
ACH-000427,-1.5375551576050055
ACH-000433,-1.4701794976068592
ACH-000435,-1.4974690908044956
ACH-000436,-1.3776411103697992
ACH-000444,-1.3070367905151703
ACH-000445,-1.2153069242382115
ACH-000448,-1.402212993001226
ACH-000450,-1.4635610009227995
ACH-000452,-1.4958860150612534
ACH-000454,-1.2172155574922272
ACH-000458,-1.4108262789561516
ACH-000459,-1.6414503386242514
ACH-000460,-1.412400671399069
ACH-000461,-1.2128089648072873
ACH-000463,-1.1555348963737817
ACH-000464,-1.246422353274528
ACH-000466,-1.2622873325808999
ACH-000467,-1.2010525103354488
ACH-000468,-1.4446066286156691
ACH-000469,-1.2760057883450455
ACH-000470,-1.3327495233703808
ACH-000471,-1.3587919247905371
ACH-000472,-1.4057763394422529
ACH-000473,-1.3743605449655636
ACH-000475,-1.4665612578099394
ACH-000476,-1.1355166069286895
ACH-000477,-1.557306113415354
ACH-000479,-1.1980278855365114
ACH-000480,-1.2858053453427194
ACH-000481,-1.566100931079008
ACH-000483,-1.7163265613025225
ACH-000484,-1.3809914179855691
ACH-000485,-1.1671088305698079
ACH-000486,-1.5717953567726977
ACH-000487,-1.4289061547660902
ACH-000488,-1.4684012030559557
ACH-000490,-1.3933106868647114
ACH-000491,-1.48031887307476
ACH-000495,-0.9686592881471262
ACH-000496,-1.2933074073482993
ACH-000499,-1.365364120565218
ACH-000500,-1.7020795177120782
ACH-000502,-1.4351661418745347
ACH-000503,-0.9227025380175072
ACH-000505,-1.367064790219238
ACH-000507,-1.2579361091131307
ACH-000510,-1.3776493667359284
ACH-000511,-1.297139823058707
ACH-000512,-1.2330593578484097
ACH-000516,-1.5259621866455844
ACH-000517,-1.4427646943167058
ACH-000518,-1.5532440353139534
ACH-000520,-1.3477746261647994
ACH-000521,-1.57678841519613
ACH-000522,-1.3625744715378525
ACH-000524,-1.5225230070515463
ACH-000527,-1.484069871132981
ACH-000528,-1.1673914713478295
ACH-000537,-1.4374987803629635
ACH-000541,-1.54628177811277
ACH-000542,-1.3305486528388546
ACH-000544,-1.2674508365158137
ACH-000545,-1.2933490561646366
ACH-000547,-1.0068089822451929
ACH-000548,-1.1564143249503005
ACH-000549,-1.3336199610968509
ACH-000550,-1.2858024932426928
ACH-000552,-1.3398677700454031
ACH-000556,-1.4037033087167146
ACH-000557,-1.4527478598707522
ACH-000569,-1.3284339785774362
ACH-000570,-1.3772266032812566
ACH-000571,-1.5308180188052176
ACH-000573,-1.47760952745523
ACH-000576,-1.2554645250961043
ACH-000579,-1.2331185263144555
ACH-000580,-1.6553686722416832
ACH-000584,-1.3787103004736871
ACH-000585,-1.3629596593590712
ACH-000588,-1.3147951912112859
ACH-000589,-1.2515084941178396
ACH-000591,-1.4344397300302507
ACH-000593,-1.3502124033213625
ACH-000600,-1.286529764612235
ACH-000601,-1.364898344961072
ACH-000605,-1.5642519595289357
ACH-000606,-1.343550088183459
ACH-000608,-1.6873024703095372
ACH-000614,-1.7450901863125332
ACH-000616,-1.3808052501706027
ACH-000618,-1.3889013430037445
ACH-000619,-1.3669139948703897
ACH-000620,-1.2279880845389552
ACH-000621,-1.3302847453611508
ACH-000622,-1.5340105179144303
ACH-000623,-1.3668829806035547
ACH-000624,-1.4105584592537033
ACH-000627,-1.2606130009695329
ACH-000630,-1.2241110391011771
ACH-000631,-1.4893139795921606
ACH-000632,-1.6457257646042591
ACH-000633,-1.216416719672777
ACH-000637,-1.20991457525854
ACH-000638,-1.5482803806427343
ACH-000646,-1.2898345527672208
ACH-000647,-1.2637429242461866
ACH-000648,-1.568222286593779
ACH-000649,-1.4196063505285617
ACH-000651,-1.2386387028825672
ACH-000652,-1.518841724926074
ACH-000653,-1.3704578338613969
ACH-000657,-1.4397466617756756
ACH-000658,-1.499168604084813
ACH-000661,-2.003115422983745
ACH-000662,-1.4435951974080723
ACH-000663,-1.3884774243127394
ACH-000665,-1.3356392839220432
ACH-000671,-1.3795354398350081
ACH-000672,-1.628740033867155
ACH-000673,-1.243185781893185
ACH-000676,-1.2613242324521938
ACH-000677,-1.127819585234383
ACH-000681,-1.4033808840040494
ACH-000683,-1.4042727566061737
ACH-000684,-1.195921559792756
ACH-000688,-1.3704660008326688
ACH-000693,-1.426557869438546
ACH-000694,-1.0760485944940623
ACH-000695,-1.288842002139929
ACH-000696,-1.2922202140760777
ACH-000697,-1.24882672507671
ACH-000699,-1.7571252714466457
ACH-000701,-1.7010642593999987
ACH-000706,-1.2557653032420548
ACH-000711,-1.3706998479554409
ACH-000713,-1.3704065762284945
ACH-000714,-1.3854449960596422
ACH-000718,-1.5162710317354449
ACH-000720,-1.3580662927152276
ACH-000721,-1.428853693364842
ACH-000724,-1.706541168765653
ACH-000725,-1.482582706066345
ACH-000732,-1.4145169613228148
ACH-000734,-1.4358761673164424
ACH-000735,-1.187567611633509
ACH-000736,-1.4039637680272363
ACH-000738,-1.315240768467009
ACH-000746,-1.511955484648166
ACH-000747,-1.4344149767487029
ACH-000748,-1.2586599962612608
ACH-000753,-1.4811981098371725
ACH-000756,-1.429278943106923
ACH-000757,-1.5794558804684269
ACH-000758,-1.4388821004737875
ACH-000760,-1.4756746557718037
ACH-000762,-1.2065038605383869
ACH-000763,-1.597715892289539
ACH-000764,-1.3292670754155356
ACH-000765,-1.3411735786941392
ACH-000766,-1.4945978526813102
ACH-000767,-1.4228007175580233
ACH-000768,-1.3344442335984588
ACH-000769,-1.4539232159920206
ACH-000770,-1.640421285845915
ACH-000771,-1.2829148147283935
ACH-000773,-1.3099809857004159
ACH-000776,-1.2539179198168828
ACH-000777,-1.375424951916652
ACH-000778,-1.820076565495476
ACH-000781,-1.6962685019375905
ACH-000782,-1.4470374001903323
ACH-000783,-1.2392335428991812
ACH-000784,-1.2979214015817584
ACH-000785,-1.5730076524733732
ACH-000787,-1.3743177926428136
ACH-000788,-1.3923646584934408
ACH-000791,-1.2997840495135284
ACH-000792,-1.4697586971226728
ACH-000794,-1.3308796103533092
ACH-000796,-1.3068044134110532
ACH-000798,-1.6548023162103904
ACH-000799,-1.2462500185308862
ACH-000800,-1.0505630983122978
ACH-000802,-1.497584851372838
ACH-000804,-1.4629283010853786
ACH-000805,-1.492329199252619
ACH-000809,-1.4184954277305724
ACH-000810,-1.4056165095004185
ACH-000811,-1.4973414597907202
ACH-000817,-1.3449927838298723
ACH-000819,-1.310230543460687
ACH-000820,-1.1641492576119223
ACH-000821,-1.4938084985629607
ACH-000822,-1.4135419414366774
ACH-000823,-1.5642868173936642
ACH-000824,-1.4224193191811958
ACH-000827,-1.3169967083089913
ACH-000829,-1.3248892215322488
ACH-000831,-1.22648474079279
ACH-000832,-1.4472459140867362
ACH-000833,-1.4141295179081197
ACH-000834,-1.2334679777881732
ACH-000835,-1.3092967688149584
ACH-000836,-0.8787997744996066
ACH-000837,-1.4518183496279267
ACH-000838,-1.5596401203071646
ACH-000839,-1.0905902241759136
ACH-000840,-1.420622748994251
ACH-000841,-1.3730371908097376
ACH-000843,-1.6379481091689905
ACH-000846,-1.5238083944145977
ACH-000847,-1.2205329991064393
ACH-000848,-1.3060017335160679
ACH-000849,-1.2726964493785782
ACH-000851,-1.3992715241358291
ACH-000855,-1.0291649546250154
ACH-000856,-1.2984429213522437
ACH-000858,-1.2971855431048325
ACH-000859,-0.9643549968771497
ACH-000861,-1.305259304428437
ACH-000862,-1.1583010531896776
ACH-000865,-1.3729132211696822
ACH-000866,-1.4321880953948831
ACH-000867,-1.4226880131460613
ACH-000869,-1.5790388750508857
ACH-000872,-1.390049181939312
ACH-000873,-1.4216985075292887
ACH-000876,-1.5664524496562722
ACH-000878,-1.7513516905496471
ACH-000880,-1.3962088852303605
ACH-000881,-1.330186770326261
ACH-000882,-1.2560450162025978
ACH-000884,-1.3348679782984905
ACH-000885,-1.322057866628872
ACH-000887,-1.3954732859284087
ACH-000889,-1.4833334399912534
ACH-000896,-1.4805778632170783
ACH-000898,-1.3017525529003484
ACH-000900,-1.1996987437972744
ACH-000901,-1.4732496128671135
ACH-000905,-1.307410455744863
ACH-000906,-1.3087818018334567
ACH-000907,-1.3192481489402486
ACH-000910,-1.4707276636808004
ACH-000911,-1.2396884704281774
ACH-000912,-1.3698366057399207
ACH-000913,-1.486260213627267
ACH-000915,-1.407947437213066
ACH-000916,-1.6499278874291037
ACH-000917,-1.522819261059708
ACH-000920,-1.5639083012457713
ACH-000921,-1.3486853866812276
ACH-000924,-1.3087620756290717
ACH-000926,-1.3709540360661898
ACH-000928,-1.3738827595900438
ACH-000929,-1.4159864974941163
ACH-000932,-1.4583735775646178
ACH-000935,-1.4306971477570976
ACH-000936,-1.3808121988972433
ACH-000937,-1.6928587518722864
ACH-000938,-1.4944594199197452
ACH-000939,-1.4032267637398752
ACH-000941,-1.6222103587123524
ACH-000943,-1.4743565194481465
ACH-000946,-1.4857303719420785
ACH-000947,-1.5091187519787186
ACH-000948,-1.676806296838952
ACH-000950,-1.4057608982627925
ACH-000953,-1.5098009961854442
ACH-000954,-1.1900506215685491
ACH-000957,-1.2616867763116426
ACH-000958,-1.3086114773649251
ACH-000960,-1.5850765436948866
ACH-000963,-2.0119740354513787
ACH-000968,-1.5126013385377437
ACH-000969,-1.2629736321834697
ACH-000972,-1.078425222142306
ACH-000973,-1.3300890180067946
ACH-000974,-1.4322042107773842
ACH-000978,-1.9268692348574887
ACH-000984,-1.3670860193566257
ACH-000986,-1.4035450592501175
ACH-000988,-1.484345131890406
ACH-000993,-1.3807620414998467
ACH-000994,-1.8329384979990748
ACH-000996,-1.3126762187118526
ACH-001001,-1.4137717927353162
ACH-001020,-1.269648874494067
ACH-001028,-1.3610277495254677
ACH-001031,-1.5650455964369008
ACH-001038,-1.512017520238229
ACH-001048,-1.2873650891439
ACH-001050,-1.208174466341455
ACH-001053,-1.0620273356393557
ACH-001054,-1.2189475079335947
ACH-001061,-1.2394783449366222
ACH-001067,-1.3756216828064634
ACH-001075,-1.5011346466460402
ACH-001096,-1.4240903649098686
ACH-001111,-1.265327296451816
ACH-001119,-1.2616816713284056
ACH-001128,-0.8915720087415684
ACH-001134,-1.3311443212898717
ACH-001151,-1.3649949005562676
ACH-001163,-1.2826115937634996
ACH-001164,-1.5323324406731669
ACH-001183,-1.4309709220887292
ACH-001192,-1.2874050293265835
ACH-001193,-1.5681616175953506
ACH-001196,-1.6057410447989058
ACH-001197,-1.3567812887338384
ACH-001205,-1.3650927160374842
ACH-001211,-1.3171326470695106
ACH-001212,-1.3978330103839451
ACH-001228,-1.1679480304575456
ACH-001232,-1.2806608682532552
ACH-001239,-1.4343580728428391
ACH-001270,-1.1892007063130414
ACH-001274,-1.6003052088744707
ACH-001275,-1.2257642554326778
ACH-001277,-1.2937344713952086
ACH-001278,-1.4284597160051555
ACH-001280,-1.6728202147551303
ACH-001283,-1.4517857585847664
ACH-001289,-1.5911814339502441
ACH-001300,-1.3637849426960131
ACH-001301,-1.2230570967818972
ACH-001302,-1.3723310655439676
ACH-001306,-1.1969993229082627
ACH-001318,-1.7319914670575087
ACH-001322,-1.252722281038785
ACH-001328,-1.2064643799504622
ACH-001332,-1.0087692077060741
ACH-001336,-1.1744852997263158
ACH-001346,-1.2987406113615765
ACH-001353,-1.3147488665338978
ACH-001354,-1.0065928272093696
ACH-001367,-1.2763830073538347
ACH-001368,-1.5967534051805825
ACH-001374,-1.233442902041198
ACH-001377,-1.4241946013455256
ACH-001380,-1.2126423423264985
ACH-001391,-1.6132207707228308
ACH-001408,-1.246913716184614
ACH-001430,-1.3970059470631104
ACH-001431,-1.2636396615502017
ACH-001450,-1.0687895325014225
ACH-001496,-1.0622191839547948
ACH-001500,-1.2076537486860714
ACH-001523,-1.1474090142907558
ACH-001532,-1.4749294964488324
ACH-001550,-1.3025696781192257
ACH-001552,-1.2879761832644323
ACH-001554,-1.4897318768292949
ACH-001654,-1.4793526467085762
ACH-001735,-1.561143771020021
ACH-001736,-1.5287939663883237
ACH-001737,-0.8097412770316746
ACH-001740,-1.349868900899145
ACH-001745,-1.2914081818046017
ACH-001765,-1.4622815275315226
