,POLR2J (5439)
ACH-000211,-1.270219730800351
ACH-000215,-1.3067873217924444
ACH-000221,-2.040760735217162
ACH-000222,-1.3463351650912885
ACH-000223,-1.7363943414099885
ACH-000226,-1.3510150172462507
ACH-000227,-1.694178350389156
ACH-000228,-1.7681164399200566
ACH-000231,-1.3939695970351047
ACH-000232,-1.5776122633270862
ACH-000233,-1.6389298001331298
ACH-000234,-1.590098163791694
ACH-000235,-1.5811343672632043
ACH-000237,-1.6692301412924115
ACH-000238,-1.6266256553415417
ACH-000242,-1.3666562643044216
ACH-000243,-1.3329605983929702
ACH-000244,-1.4575939863654055
ACH-000246,-1.283279534835012
ACH-000248,-1.1818770727878585
ACH-000250,-1.1781563325379627
ACH-000251,-1.049258604222182
ACH-000252,-1.2089982161281618
ACH-000253,-1.097914167070097
ACH-000255,-1.4753235768177737
ACH-000256,-1.7410390596325058
ACH-000257,-1.7246040124752229
ACH-000258,-1.0966476635068776
ACH-000259,-1.7959380226245705
ACH-000260,-1.58575267719443
ACH-000261,-1.4894260101526644
ACH-000262,-1.4442625185250348
ACH-000263,-1.4198929500192083
ACH-000264,-1.3779159862044772
ACH-000265,-1.3785600439060122
ACH-000266,-1.5170884081013252
ACH-000272,-1.3510959039507642
ACH-000274,-1.3328765480410831
ACH-000277,-1.283500748575099
ACH-000278,-1.4597550509128938
ACH-000279,-1.6868161947221672
ACH-000280,-1.3474888185370522
ACH-000281,-1.3876253112374164
ACH-000288,-1.4168704381672002
ACH-000291,-1.2717686106546218
ACH-000293,-1.9509734473628688
ACH-000294,-1.5812697222697136
ACH-000295,-1.2026885344331533
ACH-000296,-1.5687797440287632
ACH-000302,-1.6098592723445575
ACH-000304,-1.7926075829473356
ACH-000307,-1.5165291718623228
ACH-000308,-1.5957970253850182
ACH-000310,-1.533839201695194
ACH-000311,-1.6762704700738955
ACH-000312,-1.5843742211317158
ACH-000315,-1.3443183124337181
ACH-000316,-1.5101732116724884
ACH-000317,-1.2476347373464052
ACH-000318,-1.7472500223645229
ACH-000319,-1.4344676698895582
ACH-000320,-1.5249835801995006
ACH-000322,-1.308012336944817
ACH-000323,-1.1913966328461405
ACH-000324,-1.3118867448889395
ACH-000329,-1.4706983968860874
ACH-000330,-1.5373261211019251
ACH-000331,-1.3349920062504967
ACH-000332,-1.3120445883381613
ACH-000334,-1.7645193160257409
ACH-000335,-1.5256430179843288
ACH-000336,-1.3868868857317778
ACH-000337,-1.2626862924960416
ACH-000338,-1.0816884954655708
ACH-000339,-1.6466200761397167
ACH-000341,-2.1201587154081567
ACH-000348,-1.6909606414378309
ACH-000350,-1.5390804655754022
ACH-000352,-1.5432260140986434
ACH-000356,-1.3175236834111979
ACH-000361,-1.45076116293973
ACH-000362,-1.3668944195076609
ACH-000363,-1.68131511855853
ACH-000364,-1.3421909588434695
ACH-000365,-1.200753615537184
ACH-000366,-1.5488404130492008
ACH-000368,-1.1561753810203064
ACH-000374,-1.9128554896515704
ACH-000375,-1.5095661578802524
ACH-000376,-1.2980686694083965
ACH-000381,-1.3956618506404437
ACH-000383,-1.1959026757933358
ACH-000387,-1.6821245039592785
ACH-000389,-1.4722047388980994
ACH-000390,-1.4285851223172357
ACH-000393,-1.865324097380164
ACH-000395,-1.4189954578353765
ACH-000396,-1.4292469718736924
ACH-000397,-1.4124541921478182
ACH-000401,-1.491504767089667
ACH-000402,-1.338311977731803
ACH-000403,-1.4214624646590226
ACH-000404,-1.5541420802086507
ACH-000406,-1.6734670452805545
ACH-000407,-1.3014637816719121
ACH-000408,-1.270171848665511
ACH-000410,-1.463321880330874
ACH-000411,-1.3498967746178971
ACH-000414,-1.5209977813402782
ACH-000415,-1.900630132680792
ACH-000416,-1.3565008155608855
ACH-000420,-1.28430762557094
ACH-000421,-1.3800479654155202
ACH-000424,-1.5162503411983517
ACH-000425,-1.353182879614086
ACH-000426,-2.12384478476888
ACH-000427,-1.4025150845690992
ACH-000433,-1.4232536209978917
ACH-000435,-1.4606833554783551
ACH-000436,-1.646572592013155
ACH-000444,-1.6276303635590883
ACH-000445,-1.4317402663812722
ACH-000448,-1.4053701718984242
ACH-000450,-1.729583041411263
ACH-000452,-1.8727061974156525
ACH-000454,-1.2284268195862955
ACH-000458,-1.5676494624147157
ACH-000459,-1.9049013747453944
ACH-000460,-1.4277754709666444
ACH-000461,-1.4270471095092627
ACH-000463,-1.2859056766922288
ACH-000464,-1.2764227892263575
ACH-000466,-1.9505034590190942
ACH-000467,-1.3957312042718777
ACH-000468,-1.4248013223716995
ACH-000469,-1.287711160548764
ACH-000470,-1.5915229861822182
ACH-000471,-1.7809298031088603
ACH-000472,-1.7969877601582225
ACH-000473,-1.4941343687320776
ACH-000475,-1.5616938247917005
ACH-000476,-1.323688648907022
ACH-000477,-1.6137961440273956
ACH-000479,-1.4331158498113616
ACH-000480,-1.645135028731199
ACH-000481,-1.441473539951562
ACH-000483,-2.0558130830598484
ACH-000484,-1.3950299556488543
ACH-000485,-1.2176033699185396
ACH-000486,-1.5096665836907597
ACH-000487,-1.768364830184556
ACH-000488,-1.7064134460137004
ACH-000490,-1.596597261812095
ACH-000491,-1.6349325602105131
ACH-000495,-1.2145288835636607
ACH-000496,-1.5144935807252158
ACH-000499,-1.6086109622411808
ACH-000500,-1.2766351790845574
ACH-000502,-1.3797104389094268
ACH-000503,-1.6268324513290875
ACH-000505,-1.4657958847417556
ACH-000507,-1.431529975890912
ACH-000510,-1.3649861217573436
ACH-000511,-1.2668231754881745
ACH-000512,-1.4341020894812433
ACH-000516,-1.5436221509510166
ACH-000517,-1.4191845057418897
ACH-000518,-1.4141733362322813
ACH-000520,-1.5366734417049843
ACH-000521,-1.3543732338938537
ACH-000522,-1.2125985460795372
ACH-000524,-1.5761260754962585
ACH-000527,-1.5125583227819657
ACH-000528,-1.479468446860802
ACH-000537,-1.243281741566591
ACH-000541,-1.2657281351518932
ACH-000542,-1.5425084057068963
ACH-000544,-1.266268461550068
ACH-000545,-1.137702435595008
ACH-000547,-1.5366610764623263
ACH-000548,-1.4692585981441226
ACH-000549,-1.4577865508688317
ACH-000550,-1.2978083974194312
ACH-000552,-1.13180139244458
ACH-000556,-1.2290113626514787
ACH-000557,-1.8443083995537881
ACH-000569,-1.4293841556213362
ACH-000570,-1.1802681592997244
ACH-000571,-1.264792972646917
ACH-000573,-1.842325418076352
ACH-000576,-1.5025816406591184
ACH-000579,-1.4488712872306786
ACH-000580,-1.3614477931102658
ACH-000584,-1.8886194546580837
ACH-000585,-1.4998456039767418
ACH-000588,-1.4741343684961943
ACH-000589,-1.5642140702664769
ACH-000591,-1.3869226399671462
ACH-000593,-1.6379744387870083
ACH-000600,-1.4159678854969675
ACH-000601,-1.3386254423124355
ACH-000605,-1.5268441980911749
ACH-000606,-1.4637937791540645
ACH-000608,-1.3996146172089652
ACH-000614,-1.6805483652567683
ACH-000616,-1.2891607361641484
ACH-000618,-1.2482019540291989
ACH-000619,-1.1962100444562735
ACH-000620,-1.2854718316057792
ACH-000621,-1.5100482351946976
ACH-000622,-1.2424080780382611
ACH-000623,-1.328295608559762
ACH-000624,-1.5282998948447435
ACH-000627,-1.1671869987557393
ACH-000630,-1.4385425114101589
ACH-000631,-1.6368538098034755
ACH-000632,-1.7661724098171676
ACH-000633,-1.2682843127909578
ACH-000637,-1.6439132362339612
ACH-000638,-1.4521188659687323
ACH-000646,-1.3920672483196364
ACH-000647,-1.4086680771697442
ACH-000648,-1.3239193458862757
ACH-000649,-1.312839883618385
ACH-000651,-1.2666148764427259
ACH-000652,-1.3023691365262728
ACH-000653,-1.5568346394309938
ACH-000657,-1.3419636819985932
ACH-000658,-1.4705938375221017
ACH-000661,-1.428978853375167
ACH-000662,-1.60779779362499
ACH-000663,-1.7401176159147662
ACH-000665,-1.4869089630192105
ACH-000671,-1.0176272598237894
ACH-000672,-1.3779381047213652
ACH-000673,-1.638435731092485
ACH-000676,-1.526262245647223
ACH-000677,-1.4873542242187998
ACH-000681,-1.4823122720759307
ACH-000683,-1.4254392886651197
ACH-000684,-1.4168289247579364
ACH-000688,-1.813090030820702
ACH-000693,-1.5004773389918653
ACH-000694,-1.3528464218586698
ACH-000695,-1.3650007796472519
ACH-000696,-1.5768849318015663
ACH-000697,-1.3984701359416352
ACH-000699,-1.8513294002879968
ACH-000701,-1.5596577609813294
ACH-000706,-1.2895287758489584
ACH-000711,-1.6500124095025714
ACH-000713,-1.398101504685253
ACH-000714,-1.0620758919180489
ACH-000718,-1.3433105284919389
ACH-000720,-1.5260854126341652
ACH-000721,-1.4848561332463006
ACH-000724,-1.2358724711749745
ACH-000725,-1.1879908283938734
ACH-000732,-1.3102562370907136
ACH-000734,-1.3892700290747586
ACH-000735,-1.277180563285634
ACH-000736,-1.4318715107306386
ACH-000738,-1.4462673866835378
ACH-000746,-1.5588045713680765
ACH-000747,-1.3360980173755441
ACH-000748,-1.2912179567373527
ACH-000753,-1.787317952915629
ACH-000756,-1.2634977435866577
ACH-000757,-1.0313122286677592
ACH-000758,-1.3653559084097275
ACH-000760,-1.1255094510286898
ACH-000762,-1.579285070842126
ACH-000763,-1.8611635339689203
ACH-000764,-1.2001786350651868
ACH-000765,-1.7064992063529003
ACH-000766,-1.7159057158049265
ACH-000767,-1.4749097749025286
ACH-000768,-1.5375896741214086
ACH-000769,-1.3064415269719345
ACH-000770,-1.3514128582711626
ACH-000771,-1.4336249981393256
ACH-000773,-1.33086759683904
ACH-000776,-1.4156511599987716
ACH-000777,-1.5288909227324805
ACH-000778,-2.106249529809107
ACH-000781,-1.5223891442697592
ACH-000782,-1.5379589663766535
ACH-000783,-1.2709742431922166
ACH-000784,-1.4563374093650427
ACH-000785,-1.454159596142638
ACH-000787,-1.4063969251114616
ACH-000788,-1.5141401084028163
ACH-000791,-1.5187847844929419
ACH-000792,-1.3170040757147865
ACH-000794,-1.5666075353843112
ACH-000796,-1.4717195455535872
ACH-000798,-1.4423093802187896
ACH-000799,-1.0318398773416828
ACH-000800,-1.7626917719258404
ACH-000802,-1.4475631627586414
ACH-000804,-1.8041565914487745
ACH-000805,-1.337216191533388
ACH-000809,-1.248962437343893
ACH-000810,-1.1076532308837794
ACH-000811,-1.6932261157672197
ACH-000817,-1.21266098865025
ACH-000819,-1.1782269820166942
ACH-000820,-1.284857370123655
ACH-000821,-2.035847881114205
ACH-000822,-1.3440139634061894
ACH-000823,-1.1702721627438055
ACH-000824,-1.5984772234339732
ACH-000827,-1.3037898007294737
ACH-000829,-1.518324463602713
ACH-000831,-1.6859051505978466
ACH-000832,-1.3241389447245415
ACH-000833,-1.6827599483359417
ACH-000834,-1.5719346819452182
ACH-000835,-1.4304669731652833
ACH-000836,-1.2974497088331554
ACH-000837,-1.7459864140737198
ACH-000838,-1.805446376492258
ACH-000839,-1.3789578711780823
ACH-000840,-1.614189919652908
ACH-000841,-1.4745461571862648
ACH-000843,-1.5285942087785729
ACH-000846,-1.5217967492218138
ACH-000847,-1.421237414108829
ACH-000848,-1.387810043016115
ACH-000849,-1.2813125975534587
ACH-000851,-1.49771044599144
ACH-000855,-1.2168205718356515
ACH-000856,-1.5622441311090118
ACH-000858,-1.409912591967189
ACH-000859,-1.3052841658270982
ACH-000861,-1.4360618320575864
ACH-000862,-1.6244531286835426
ACH-000865,-1.544017145989682
ACH-000866,-1.5706231463224634
ACH-000867,-1.5086482227159967
ACH-000869,-1.4103243326716164
ACH-000872,-1.1249027617786531
ACH-000873,-1.1784559959975691
ACH-000876,-1.4360840356336626
ACH-000878,-1.6052265098234884
ACH-000880,-1.5141387774441393
ACH-000881,-1.5447170687413865
ACH-000882,-1.3360898150000142
ACH-000884,-1.324470616294028
ACH-000885,-1.4157159577960334
ACH-000887,-1.5687790491426037
ACH-000889,-1.5390164287695616
ACH-000896,-1.3324618418718783
ACH-000898,-1.3232508062018806
ACH-000900,-1.372246231210576
ACH-000901,-1.5031850824958393
ACH-000905,-1.2482333197678572
ACH-000906,-1.3539989819612697
ACH-000907,-1.2852087317701768
ACH-000910,-1.5115800469397966
ACH-000911,-1.3508869490354989
ACH-000912,-1.5869478257949896
ACH-000913,-1.6034833203594692
ACH-000915,-1.3328133992336682
ACH-000916,-1.2367758155702138
ACH-000917,-1.2417894433918557
ACH-000920,-1.6627509326958578
ACH-000921,-1.4223178861039159
ACH-000924,-1.3918421508302412
ACH-000926,-1.24850067529894
ACH-000928,-1.5973644588778317
ACH-000929,-1.2777020332853797
ACH-000932,-1.2940840645466578
ACH-000935,-1.3140755788736616
ACH-000936,-1.352393188886868
ACH-000937,-1.7023564450724615
ACH-000938,-1.3599712005790123
ACH-000939,-1.5753275364365982
ACH-000941,-1.3519568046230928
ACH-000943,-1.4944874300111683
ACH-000946,-1.5204589650290985
ACH-000947,-1.5945392176803743
ACH-000948,-1.425630527167866
ACH-000950,-1.4231555172101769
ACH-000953,-1.248366096569456
ACH-000954,-1.1988703263535518
ACH-000957,-1.337869337456468
ACH-000958,-1.2297566835804958
ACH-000960,-1.4008563735085648
ACH-000963,-1.1817846595326458
ACH-000968,-1.3675788790466732
ACH-000969,-1.4204862478947162
ACH-000972,-1.3930976150099548
ACH-000973,-1.4473568803435073
ACH-000974,-1.2345429480211376
ACH-000978,-2.2455807893113144
ACH-000984,-1.502208655825588
ACH-000986,-1.3457003867065531
ACH-000988,-1.8150117365471017
ACH-000993,-1.605300743256067
ACH-000994,-1.7876790644724585
ACH-000996,-1.402490680476938
ACH-001001,-1.541721298718005
ACH-001020,-1.2790308734768143
ACH-001028,-0.8978212261499923
ACH-001031,-1.7568273997748252
ACH-001038,-1.5561047116719338
ACH-001048,-1.5505613112683139
ACH-001050,-1.1477547846734386
ACH-001053,-1.4235231927903833
ACH-001054,-1.4707681678893094
ACH-001061,-1.4090349611371475
ACH-001067,-1.6670366650882191
ACH-001075,-1.4037410774320043
ACH-001096,-1.447650015157706
ACH-001111,-1.4448347716640448
ACH-001119,-1.5651452956075806
ACH-001128,-1.3717636608772463
ACH-001134,-1.4766268133173743
ACH-001151,-1.7571291757855216
ACH-001163,-1.441820777321232
ACH-001164,-1.6130606541850758
ACH-001183,-1.4335619450418675
ACH-001192,-1.3551782434233732
ACH-001193,-1.3887285901620463
ACH-001196,-1.6325888839996023
ACH-001197,-1.45770755467095
ACH-001205,-1.3030070322602063
ACH-001211,-1.4055538890443489
ACH-001212,-1.7630904758946635
ACH-001228,-1.3387460017505557
ACH-001232,-1.2944851725957494
ACH-001239,-1.2847862435246304
ACH-001270,-1.5989062701863317
ACH-001274,-1.26055054948379
ACH-001275,-1.2613139312724757
ACH-001277,-1.330782538814936
ACH-001278,-1.466716529165343
ACH-001280,-1.8679783035602315
ACH-001283,-1.5166211871479556
ACH-001289,-1.7196600595125933
ACH-001300,-1.371182542907241
ACH-001301,-1.4029544172196238
ACH-001302,-1.4639129817540677
ACH-001306,-1.4509297143734132
ACH-001318,-1.7464734730874438
ACH-001322,-1.2270402137419718
ACH-001328,-1.1974438751506848
ACH-001332,-1.4063592164439764
ACH-001336,-1.4222055830677571
ACH-001346,-1.4477752394761303
ACH-001353,-1.3515281039450295
ACH-001354,-1.973196691450107
ACH-001367,-1.2063358371712
ACH-001368,-1.3049478552174023
ACH-001374,-1.510400576798674
ACH-001377,-1.4494252835984889
ACH-001380,-1.4248728465342044
ACH-001391,-1.5883673970007874
ACH-001408,-1.5631994933934006
ACH-001430,-1.280997478202752
ACH-001431,-1.3434275759806111
ACH-001450,-1.5166520092974975
ACH-001496,-1.4175211873608615
ACH-001500,-1.1404720170824465
ACH-001523,-1.4582749153265853
ACH-001532,-1.3478221416282878
ACH-001550,-1.0519432405557545
ACH-001552,-1.4125865820871268
ACH-001554,-1.3442809505200084
ACH-001654,-1.4089778492357965
ACH-001735,-1.3976705073775737
ACH-001736,-1.5028718313424891
ACH-001737,-1.9605344245107277
ACH-001740,-1.833682754786318
ACH-001745,-1.571712868872149
ACH-001765,-1.4435942622065638
