,LOH12CR1 (118426)
ACH-000407,-0.4636129736775588
ACH-000408,-0.3294244451672254
ACH-000410,-0.3061725775552139
ACH-000411,-0.4150684705655077
ACH-000414,-0.4374346042367508
ACH-000415,-0.2805607692751145
ACH-000416,-0.28256904825365664
ACH-000420,-0.2127548582902247
ACH-000421,-0.3770255106190616
ACH-000424,-0.4676717434326947
ACH-000425,-0.28252228036386895
ACH-000426,-0.2613629073498352
ACH-000427,-0.2944686821678936
ACH-000433,-0.2996593353848437
ACH-000435,-0.3785897625932119
ACH-000436,-0.33255417245021857
ACH-000444,-0.3202737554362474
ACH-000445,-0.216390879636323
ACH-000448,-0.3547984242372112
ACH-000450,-0.44427215721535707
ACH-000452,-0.2947879761851081
ACH-000454,-0.4433416569647752
ACH-000458,-0.3276669519888757
ACH-000459,-0.2361964588743377
ACH-000460,-0.3083584852709258
ACH-000461,-0.22428956600457794
ACH-000463,-0.3683924875485298
ACH-000464,-0.41652860252164137
ACH-000466,-0.27438102887425914
ACH-000467,-0.3071405032409626
ACH-000468,-0.4042904812982821
ACH-000469,-0.2783427791880862
ACH-000470,-0.6422555785843617
ACH-000471,-0.4082111816766044
ACH-000472,-0.34000699132507994
ACH-000473,-0.2939722335912881
ACH-000475,-0.3290397228519724
ACH-000476,-0.3719210889360579
ACH-000477,-0.4112732768722941
ACH-000479,-0.3300664547874265
ACH-000480,-0.36599350520103335
ACH-000481,-0.3379732603787329
ACH-000483,-0.21588516796602
ACH-000484,-0.25664667199289465
ACH-000485,-0.3281876294992663
ACH-000486,-0.19397925906253
ACH-000487,-0.2798804015380241
ACH-000488,-0.1856941806823545
ACH-000490,-0.29813611669797024
ACH-000491,-0.15157768768124902
ACH-000495,-0.40615836162830377
ACH-000496,-0.4382317602801175
ACH-000499,-0.2033475780683775
ACH-000500,-0.20094509352076065
ACH-000502,-0.2665477541631789
ACH-000503,-0.09044304259251268
ACH-000505,-0.35212023414142263
ACH-000507,-0.3832415311964752
ACH-000510,-0.2318284765064902
ACH-000511,-0.33097069926082273
ACH-000512,-0.3116555053023404
ACH-000516,-0.3305435034030128
ACH-000517,-0.325082726437643
ACH-000518,-0.3847469933925193
ACH-000520,-0.3906325965240081
ACH-000521,-0.4208633211410112
ACH-000522,-0.2812791393937548
ACH-000524,-0.2478932494694769
ACH-000527,-0.27446795767377224
ACH-000528,-0.14914670126018054
ACH-000537,-0.3526016586175837
ACH-000541,-0.2289707995040404
ACH-000542,-0.3029578908190948
ACH-000544,-0.3222410079343837
ACH-000545,-0.473910514493138
ACH-000547,-0.3118047259606126
ACH-000548,-0.4375359682083619
ACH-000549,-0.2702272816534242
ACH-000550,-0.30851919159073826
ACH-000552,-0.3321005850257888
ACH-000556,-0.2749898195371049
ACH-000557,-0.3991000377699763
ACH-000569,-0.2855194284677609
ACH-000570,-0.3136326971258062
ACH-000571,-0.3617884559106173
ACH-000573,-0.3715106091009821
ACH-000576,-0.3126433808868029
ACH-000579,-0.3298673315180865
ACH-000580,-0.2742040690419834
ACH-000584,-0.2406214517463897
ACH-000585,-0.28220304091639425
ACH-000588,-0.1741991353834924
ACH-000589,-0.3603943849442466
ACH-000591,-0.24091154995860625
ACH-000593,-0.3623433197871681
ACH-000600,-0.3381702939858426
ACH-000601,-0.2388004993782123
ACH-000605,-0.17575333459562742
ACH-000606,-0.2365745700239487
ACH-000608,-0.3467242637719127
ACH-000614,-0.4677912243785903
ACH-000616,-0.18074928452201244
ACH-000618,-0.18527263654170745
ACH-000619,-0.1602889396461005
ACH-000620,-0.2964210097457993
ACH-000621,-0.3853186885276881
ACH-000622,-0.2726726477105367
ACH-000623,-0.2435905033651709
ACH-000624,-0.2855520617791827
ACH-000627,-0.2706387680733053
ACH-000630,-0.4490428059543661
ACH-000631,-0.2531137939768169
ACH-000632,-0.30037218165732715
ACH-000633,-0.3400766156949218
ACH-000637,-0.16680902642331524
ACH-000638,-0.2598492703208958
ACH-000646,-0.19455971883169704
ACH-000647,-0.2963692838358606
ACH-000648,-0.4951393596569065
ACH-000649,-0.4016578120162955
ACH-000651,-0.2784837087521368
ACH-000652,-0.3208274567530891
ACH-000653,-0.25637720803009484
ACH-000657,-0.3076939161912907
ACH-000658,-0.13794931185573803
ACH-000661,-0.5765813946343762
ACH-000662,-0.3276586414589676
ACH-000663,-0.17491127722030542
ACH-000665,-0.20599954595210013
ACH-000671,-0.30337612845631284
ACH-000672,-0.2701931135818661
ACH-000673,-0.31042874976258983
ACH-000676,-0.21590940609967008
ACH-000677,-0.3840898170633689
ACH-000681,-0.3751762200722589
ACH-000683,-0.22276168590330805
ACH-000684,-0.5177431089829027
ACH-000688,-0.3639728494436064
ACH-000693,-0.3031443433829679
ACH-000694,-0.3324455487338091
ACH-000695,-0.21101150425531126
ACH-000696,-0.2984710359619853
ACH-000697,-0.3856483546383129
ACH-000699,-0.3606927530524269
ACH-000701,-0.20462071957714006
ACH-000706,-0.3382875244598178
ACH-000711,-0.2465059370403509
ACH-000713,-0.13123182936987934
ACH-000714,-0.03882196831088544
ACH-000718,-0.2890492132851241
ACH-000720,-0.3292094833153269
ACH-000721,-0.3030516800601601
ACH-000724,-0.2840060386717059
ACH-000725,-0.3063457637092098
ACH-000732,-0.2546558890377251
ACH-000734,-0.199677625556604
ACH-000735,-0.35465065883147906
ACH-000736,-0.2631076279103852
ACH-000738,-0.15652565583185252
ACH-000746,-0.14204017657143825
ACH-000747,-0.3305913286913667
ACH-000748,-0.2497241982352051
ACH-000753,-0.244221379842726
ACH-000756,-0.24502325972127345
ACH-000757,-0.2053917271391868
ACH-000758,-0.17109552848690446
ACH-000760,-0.3441896147954442
ACH-000762,-0.3014600552004927
ACH-000763,-0.3466671094861007
ACH-000764,-0.2973601644636047
ACH-000765,-0.5030988080344855
ACH-000766,-0.3814639464142355
ACH-000767,-0.3007037205011732
ACH-000768,-0.3753014714442968
ACH-000769,-0.18392394244512408
ACH-000770,-0.32854661071284125
ACH-000771,-0.2694612163301082
ACH-000773,-0.2771302048476098
ACH-000776,-0.3340022514366144
ACH-000777,-0.25090782135164524
ACH-000778,-0.3337664602603789
ACH-000781,-0.2496507298431132
ACH-000782,-0.2374957622168311
ACH-000783,-0.187302764730177
ACH-000784,-0.26238187834123
ACH-000785,-0.23483636465342406
ACH-000787,-0.37267305208002394
ACH-000788,-0.3777480509491679
ACH-000791,-0.3431111890901217
ACH-000792,-0.3981254018060487
ACH-000794,-0.2605900242385677
ACH-000796,-0.3907525776163721
ACH-000798,-0.31049490856877365
ACH-000799,-0.1411633617672388
ACH-000800,0.04621616687810511
ACH-000802,-0.3925881930633219
ACH-000804,-0.286331926065649
ACH-000805,-0.5451010747097422
ACH-000809,-0.2730019327185155
ACH-000810,-0.2540023730130601
ACH-000811,-0.3185718264272486
ACH-000817,-0.36653490446647785
ACH-000819,-0.19062590670063506
ACH-000820,-0.260528873902136
ACH-000821,-0.3266516178976223
ACH-000822,-0.2865820150777033
ACH-000823,-0.34049979692828786
ACH-000824,-0.3305505749312698
ACH-000827,-0.3306166755325602
ACH-000829,-0.42645997707179295
ACH-000831,-0.37675297757877707
ACH-000832,-0.2809070065701264
ACH-000833,-0.14860703560515978
ACH-000834,-0.3534729733812712
ACH-000835,-0.2649167563601101
ACH-000836,-0.31252928258975826
ACH-000837,-0.32956815435735315
ACH-000838,-0.16327440275341926
ACH-000839,-0.37689296005764905
ACH-000840,-0.28969178616726343
ACH-000841,-0.4050762210544667
ACH-000843,-0.30536363579598297
ACH-000846,-0.28473066871811425
ACH-000847,-0.2965347395710983
ACH-000848,-0.2964485967155929
ACH-000849,-0.2843278977104193
ACH-000851,-0.16009482175346484
ACH-000855,-0.16441215558030456
ACH-000856,-0.34349610154213794
ACH-000858,-0.3458246795513396
ACH-000859,-0.2600854612960213
ACH-000861,-0.32857093119097064
ACH-000862,-0.25982381788581355
ACH-000865,-0.2235345198347326
ACH-000866,-0.29566064977132195
ACH-000867,-0.2717991822674838
ACH-000869,-0.4423287733180281
ACH-000872,-0.15464948340376866
ACH-000873,-0.2475012336261527
ACH-000876,-0.41277087075442215
ACH-000878,-0.3926833018658836
ACH-000880,-0.3054854669780649
ACH-000881,-0.2636607680888328
ACH-000882,-0.3630082336601497
ACH-000884,-0.15384945891679006
ACH-000885,-0.35674815653817105
ACH-000887,-0.3759707445163126
ACH-000889,-0.2929802147347373
ACH-000896,-0.3408246910727526
ACH-000898,-0.3765625064368626
ACH-000900,-0.2202876461362179
ACH-000901,-0.245051009897584
ACH-000905,-0.2429797710922452
ACH-000906,-0.2054832435956802
ACH-000907,-0.32750894181616
ACH-000910,-0.35780342101344903
ACH-000911,-0.2868448087537798
ACH-000912,-0.1973912989020548
ACH-000913,-0.27695070151420464
ACH-000915,-0.2199515007701144
ACH-000916,-0.2963855916653105
ACH-000917,-0.4994930333711825
ACH-000920,-0.07908224623449889
ACH-000921,-0.2422663201550519
ACH-000924,-0.31630916868897435
ACH-000926,-0.4196641933314109
ACH-000928,-0.4291394786180785
ACH-000929,-0.29977888904269123
ACH-000932,-0.2148801040906584
ACH-000935,-0.2880054864653581
ACH-000936,-0.26800713297140194
ACH-000937,-0.3341701857582328
ACH-000938,-0.2463454599824469
ACH-000939,-0.32665954917842105
ACH-000941,-0.30538877177762225
ACH-000943,-0.2585128962781577
ACH-000946,-0.2585290177900385
ACH-000947,-0.23861838414628214
ACH-000948,-0.21116615103832714
ACH-000950,-0.28499919006453195
ACH-000953,-0.30591153726203385
ACH-000954,-0.3174240798200529
ACH-000957,-0.43250274049215176
ACH-000958,-0.3709352861929842
ACH-000960,-0.27185324678906897
ACH-000963,-0.31729281454420993
ACH-000968,-0.4530729327522538
ACH-000969,-0.30425008156762723
ACH-000972,-0.26477404738597965
ACH-000973,-0.24288853728277454
ACH-000974,-0.271065090084511
ACH-000978,-0.2424696905540368
ACH-000984,-0.19181303858626172
ACH-000986,-0.4371951506617677
ACH-000988,-0.2017393326993728
ACH-000993,-0.14995942558263756
ACH-000994,-0.3542961556309305
ACH-000996,-0.2700199883365106
ACH-001001,-0.3458304251204713
ACH-001020,-0.5678363148095589
ACH-001028,-0.32432955453834444
ACH-001031,-0.2743906938103044
ACH-001038,-0.28777040135328824
ACH-001048,-0.2380519182204021
ACH-001050,-0.4670620969394738
ACH-001053,-0.24337014027778225
ACH-001054,-0.26058373143337754
ACH-001061,-0.2640090511308063
ACH-001067,-0.2772212410170578
ACH-001075,-0.39937207595376295
ACH-001096,-0.1924576272963464
ACH-001111,-0.03135860151836182
ACH-001119,-0.15389626472374726
ACH-001128,-0.2255689183414045
ACH-001134,-0.2833951668968853
ACH-001151,-0.3537782953914292
ACH-001163,-0.31857018584623464
ACH-001164,-0.2931671610000734
ACH-001183,-0.3083186276868887
ACH-001192,-0.4356927414191701
ACH-001193,-0.3583210539091993
ACH-001196,-0.3804841144456441
ACH-001197,-0.4273679105299087
ACH-001205,-0.415977346946484
ACH-001211,-0.4066023447946773
ACH-001212,-0.2874693503475978
ACH-001228,-0.30031401777632594
ACH-001232,-0.4234488233245721
ACH-001239,-0.3543434014036301
ACH-001270,-0.1042879667440236
ACH-001274,-0.3359423992094727
ACH-001275,-0.4678152575004286
ACH-001277,-0.16206530489719947
ACH-001278,-0.3723242656603759
ACH-001280,-0.1808664013598648
ACH-001283,-0.3527070796025616
ACH-001289,-0.27276583727474546
ACH-001300,-0.5123714958783616
ACH-001301,-0.3037237518898469
ACH-001302,-0.18658987989521025
ACH-001306,-0.33598085095083474
ACH-001318,-0.2523195556080093
ACH-001322,-0.2870276201077947
ACH-001328,-0.3795722396723927
ACH-001332,-0.1588299943974305
ACH-001336,-0.168458958287016
ACH-001346,-0.3127564195699842
ACH-001353,-0.384264959834042
ACH-001354,-0.35980476096452524
ACH-001367,-0.3479094331514737
ACH-001368,-0.2556853512093133
ACH-001374,-0.32236570247854424
ACH-001377,-0.2684239177596254
ACH-001380,-0.2360662046648692
ACH-001391,-0.34162291369263603
ACH-001408,-0.274107295492163
ACH-001430,-0.5088033501586653
ACH-001431,-0.22182221148833964
ACH-001450,-0.4989526912834358
ACH-001496,-0.59004247404053
ACH-001500,-0.3525569041336037
ACH-001523,-0.30010294393492304
ACH-001532,-0.26299830772799393
ACH-001550,-0.43483517433483415
ACH-001552,-0.25786411116806085
ACH-001554,-0.5254560846509659
ACH-001654,-0.2357625634568403
ACH-001735,-0.19453761848424295
ACH-001736,-0.23877406665312495
ACH-001737,-0.1345947124061707
ACH-001740,-0.15751315257295825
ACH-001745,-0.2699450942156777
ACH-001765,-0.21498438793971192
