,EIF3A (8661)
ACH-000227,-1.4915475831685745
ACH-000228,-1.0580682310635363
ACH-000231,-1.1527328872316671
ACH-000232,-1.0591043884659663
ACH-000233,-1.240680671650586
ACH-000234,-1.2687282656136094
ACH-000235,-1.0715132005041634
ACH-000237,-1.2565658956454298
ACH-000238,-1.278603319911812
ACH-000242,-1.2718887883293508
ACH-000243,-1.2395347556144818
ACH-000244,-1.04923744331216
ACH-000246,-1.068338900172748
ACH-000248,-1.2466343550105836
ACH-000250,-1.1714270325191023
ACH-000251,-1.0749962683063101
ACH-000252,-1.3664117950148422
ACH-000253,-1.2436606775114525
ACH-000255,-1.0038412438676445
ACH-000256,-1.356793177892592
ACH-000257,-1.3233766713286979
ACH-000258,-1.4671500209921309
ACH-000259,-1.158723411686614
ACH-000260,-1.2577572002941246
ACH-000261,-1.0640235973640908
ACH-000262,-0.9694654141057808
ACH-000263,-1.2671598934426356
ACH-000264,-1.083897437910773
ACH-000265,-1.1352054225596924
ACH-000266,-1.1781868922069751
ACH-000272,-1.039978276017854
ACH-000274,-1.1338910044849342
ACH-000277,-0.8783419459207731
ACH-000278,-1.1518985242091864
ACH-000279,-1.5532766634556254
ACH-000280,-1.0917890455764845
ACH-000281,-1.3072960297933225
ACH-000288,-1.4100103512636106
ACH-000291,-1.1699845146539856
ACH-000293,-1.395733836071921
ACH-000294,-1.2626201492635296
ACH-000295,-1.3703074081035955
ACH-000296,-1.2806297785285137
ACH-000302,-1.5038043371389005
ACH-000304,-1.3928078491024543
ACH-000307,-1.26207789536439
ACH-000308,-1.4390271590208992
ACH-000310,-1.064330243205078
ACH-000311,-0.925683750690204
ACH-000312,-1.1844781533441755
ACH-000315,-1.3438256787849667
ACH-000316,-1.2767992481000452
ACH-000317,-1.056442413501229
ACH-000318,-1.1602930417215365
ACH-000319,-1.2419656857072965
ACH-000320,-1.2777823051176869
ACH-000322,-1.4467184769345882
ACH-000323,-1.2207879033702107
ACH-000324,-1.3560747321509057
ACH-000329,-1.3590624559709623
ACH-000330,-1.4024240860192618
ACH-000331,-1.0365827890681696
ACH-000332,-1.1954634744645898
ACH-000334,-1.2279260831155074
ACH-000335,-1.3598526261123658
ACH-000336,-1.0999258228708193
ACH-000337,-1.3235794382016053
ACH-000338,-1.6394452208359205
ACH-000339,-1.1215327919030345
ACH-000341,-0.9705501313923792
ACH-000348,-1.0271871480094186
ACH-000350,-0.9508298137665818
ACH-000352,-1.1776593227058143
ACH-000356,-1.1249785947267632
ACH-000361,-1.1713431021058078
ACH-000362,-0.9578360061533696
ACH-000363,-1.162024345262977
ACH-000364,-1.3111589583311063
ACH-000365,-1.3024791316239437
ACH-000366,-1.2852325083230425
ACH-000368,-1.439429303325083
ACH-000374,-0.942296441499207
ACH-000375,-1.538682715928919
ACH-000376,-1.0420008973833872
ACH-000381,-1.2899837981512183
ACH-000383,-1.2183781137577168
ACH-000387,-0.835612126120657
ACH-000389,-1.6472230129077896
ACH-000390,-1.1472453968961278
ACH-000393,-1.3400290544746678
ACH-000395,-1.464233345458399
ACH-000396,-0.861472508216023
ACH-000397,-1.3362111358782722
ACH-000401,-0.998115647812052
ACH-000402,-1.2971241555664756
ACH-000403,-1.4091466217894637
ACH-000404,-1.1864510803560082
ACH-000406,-1.2191575745018597
ACH-000407,-1.186998887336233
ACH-000408,-1.2513158970977365
ACH-000410,-1.2221448330889324
ACH-000411,-1.0529699563562112
ACH-000414,-1.1379874515913917
ACH-000415,-1.2569060067851254
ACH-000416,-1.2204006144095432
ACH-000420,-1.1160823478512016
ACH-000421,-1.1095838613629558
ACH-000424,-1.3730790340507937
ACH-000425,-1.105588377227468
ACH-000426,-0.9057754225505402
ACH-000427,-0.9346846153092914
ACH-000433,-1.2146825511622297
ACH-000435,-1.2040597249319944
ACH-000436,-1.2445335426492548
ACH-000444,-1.0670971843416914
ACH-000445,-1.2455836611289552
ACH-000448,-1.014512234260203
ACH-000450,-1.31442907618569
ACH-000452,-1.379709215281632
ACH-000454,-1.1096422029364914
ACH-000458,-1.3056027939137602
ACH-000459,-1.1651939915999918
ACH-000460,-1.4312306178711518
ACH-000461,-1.0097884511356812
ACH-000463,-1.0411535562699223
ACH-000464,-1.178401480190665
ACH-000466,-1.1866192310990182
ACH-000467,-1.1742308871551346
ACH-000468,-1.0074883693451318
ACH-000469,-1.2045534312914452
ACH-000470,-1.187819826514597
ACH-000471,-1.107775849909426
ACH-000472,-1.2502363168849089
ACH-000473,-1.1795278381969654
ACH-000475,-0.9645204564951841
ACH-000476,-1.1547056135615463
ACH-000477,-1.20391407911096
ACH-000479,-1.446832951629745
ACH-000480,-1.2059830374413658
ACH-000481,-1.4291292288072583
ACH-000483,-1.5004264371372276
ACH-000484,-0.9934265376176328
ACH-000485,-1.1958923868577274
ACH-000486,-1.3432537648747944
ACH-000487,-1.1182180996704092
ACH-000488,-1.2737864363713784
ACH-000490,-1.1587618248833864
ACH-000491,-1.4366699487131367
ACH-000495,-1.3512192219196062
ACH-000496,-1.434045686023549
ACH-000499,-1.2201879438704055
ACH-000500,-1.2463448411289522
ACH-000502,-1.277329719226148
ACH-000503,-1.4115129701311049
ACH-000505,-1.3448205035504943
ACH-000507,-1.2835146795504928
ACH-000510,-1.2347710281070503
ACH-000511,-1.128866326255528
ACH-000512,-1.1633406135046354
ACH-000516,-1.0477134207117809
ACH-000517,-1.2542910403878949
ACH-000518,-1.2428297212645838
ACH-000520,-1.3505548995814423
ACH-000521,-1.3001973368233541
ACH-000522,-1.0859961128434443
ACH-000524,-1.304187648170133
ACH-000527,-1.2159181689809864
ACH-000528,-1.1845117677730168
ACH-000537,-0.9212820318366473
ACH-000541,-1.06498669598126
ACH-000542,-1.2762773184945515
ACH-000544,-1.3990350001951704
ACH-000545,-1.0794328328601377
ACH-000547,-1.426741805271874
ACH-000548,-1.1952503792665266
ACH-000549,-1.1990604955742872
ACH-000550,-1.31296889072004
ACH-000552,-1.33881266350067
ACH-000556,-1.2510343678686189
ACH-000557,-1.0047681826467816
ACH-000569,-1.3410685522275718
ACH-000570,-1.0959463117636137
ACH-000571,-1.1963929504551398
ACH-000573,-1.2310506775661008
ACH-000576,-0.9717587628793474
ACH-000579,-0.9445658162540028
ACH-000580,-1.1629493260978832
ACH-000584,-1.107670345375992
ACH-000585,-1.142031388833464
ACH-000588,-0.980902892207176
ACH-000589,-1.252016374647256
ACH-000591,-1.345205592449368
ACH-000593,-1.2248223032242482
ACH-000600,-1.2876215221113694
ACH-000601,-1.24823134732657
ACH-000605,-1.4161244045197758
ACH-000606,-1.0653568506447044
ACH-000608,-1.3025624041896076
ACH-000614,-1.0763101800844046
ACH-000616,-1.068344068542746
ACH-000618,-1.1759976961477898
ACH-000619,-1.2342512663319447
ACH-000620,-1.09744731427712
ACH-000621,-1.2747299322768406
ACH-000622,-1.2859159844197718
ACH-000623,-1.3075349291300884
ACH-000624,-1.2252158328921343
ACH-000627,-1.2130434933107308
ACH-000630,-1.2835212684521615
ACH-000631,-1.3514727264892041
ACH-000632,-1.1201511295281783
ACH-000633,-1.406291316346929
ACH-000637,-1.1722092187848854
ACH-000638,-1.104169585761963
ACH-000646,-1.3992390508539143
ACH-000647,-1.292587203610145
ACH-000648,-1.1986180630566263
ACH-000649,-1.1166454348573298
ACH-000651,-1.2709276641090266
ACH-000652,-1.293886024626411
ACH-000653,-1.1741339507535298
ACH-000657,-1.2039698121835123
ACH-000658,-1.3078776167315942
ACH-000661,-1.264913454620392
ACH-000662,-1.0312784464505629
ACH-000663,-1.2351718388413222
ACH-000665,-1.2122373578365573
ACH-000671,-1.0884453638882348
ACH-000672,-1.3033156661012932
ACH-000673,-1.0903034718993971
ACH-000676,-1.3943290058369635
ACH-000677,-1.4943186499093537
ACH-000681,-1.2970908302280049
ACH-000683,-1.2419581638981139
ACH-000684,-1.2413391745095097
ACH-000688,-1.5290770865918195
ACH-000693,-1.2977655777167107
ACH-000694,-1.2840231915522724
ACH-000695,-1.5180508562431163
ACH-000696,-1.2764966299451486
ACH-000697,-1.0964918035489923
ACH-000699,-1.2477859293651488
ACH-000701,-1.485723199455116
ACH-000706,-1.1951694262865966
ACH-000711,-1.4083731741267629
ACH-000713,-1.0978926852463
ACH-000714,-1.49491935101548
ACH-000718,-1.284250076512384
ACH-000720,-1.169931854175838
ACH-000721,-1.2977395075872002
ACH-000724,-1.0668248612663724
ACH-000725,-1.2342325688341222
ACH-000732,-0.9966610129047864
ACH-000734,-1.3751856311934711
ACH-000735,-1.1496150381268289
ACH-000736,-1.1532263667712153
ACH-000738,-0.99445420192404
ACH-000746,-1.1299124430442828
ACH-000747,-1.4283283054886209
ACH-000748,-1.2237922349346686
ACH-000753,-1.058742688524683
ACH-000756,-1.1493609364058133
ACH-000757,-1.1153550798522218
ACH-000758,-1.054959959816994
ACH-000760,-1.172754247547562
ACH-000762,-1.1934453606524866
ACH-000763,-1.0560279850611276
ACH-000764,-1.2492409054468545
ACH-000765,-1.257265461198138
ACH-000766,-1.1336871455396846
ACH-000767,-1.436350349290686
ACH-000768,-0.8163000110162524
ACH-000769,-1.3796459629833218
ACH-000770,-1.1712234115977596
ACH-000771,-1.142630106463352
ACH-000773,-1.253608307774449
ACH-000776,-1.2158898537017349
ACH-000777,-1.2239026573562324
ACH-000778,-1.2265627897818827
ACH-000781,-1.0937312871398142
ACH-000782,-1.0706685226946322
ACH-000783,-1.4277769592213714
ACH-000784,-1.3732207004499966
ACH-000785,-1.3688349846639796
ACH-000787,-1.1288623684902663
ACH-000788,-1.18199254601689
ACH-000791,-1.1822384377635922
ACH-000792,-1.1464455107032667
ACH-000794,-1.2223916649608513
ACH-000796,-1.009750675194982
ACH-000798,-1.24782560289059
ACH-000799,-1.3959703804199997
ACH-000800,-1.3089980232901963
ACH-000802,-1.2024029954991788
ACH-000804,-1.4118905706390907
ACH-000805,-1.3716448403841808
ACH-000809,-1.2536938836502343
ACH-000810,-1.254361318328791
ACH-000811,-1.2561824549735443
ACH-000817,-1.1783736344079223
ACH-000819,-1.1359838173881445
ACH-000820,-1.2139714235622356
ACH-000821,-1.3244880173804188
ACH-000822,-0.9943744144249216
ACH-000823,-1.2981447064029017
ACH-000824,-1.371823446985488
ACH-000827,-1.1723268064716557
ACH-000829,-1.3733939933004755
ACH-000831,-1.399695635016709
ACH-000832,-1.1010155716420618
ACH-000833,-1.1109043290034208
ACH-000834,-1.2697596369809594
ACH-000835,-1.3220755456441986
ACH-000836,-1.2108360184986258
ACH-000837,-1.0609981629205714
ACH-000838,-1.0045886686867154
ACH-000839,-1.1342859212966272
ACH-000840,-1.1608993103155878
ACH-000841,-1.0875202933663204
ACH-000843,-1.2873181717283129
ACH-000846,-1.1259321973933216
ACH-000847,-1.2292474500419803
ACH-000848,-1.0770238328678778
ACH-000849,-1.361113612896691
ACH-000851,-1.231612364532678
ACH-000855,-1.1919718818891945
ACH-000856,-1.3652719645928224
ACH-000858,-1.3590547203858063
ACH-000859,-1.1276902315526571
ACH-000861,-1.5421991571202154
ACH-000862,-1.4859560396677836
ACH-000865,-1.3663322834228588
ACH-000866,-1.0171582920880176
ACH-000867,-1.3647352482426187
ACH-000869,-1.091185316996257
ACH-000872,-1.149838427319965
ACH-000873,-1.0003709109374197
ACH-000876,-0.987466412025312
ACH-000878,-1.0326365653263474
ACH-000880,-1.280980756534815
ACH-000881,-1.1964305999943623
ACH-000882,-1.1539981514933075
ACH-000884,-1.1386721395280133
ACH-000885,-1.027181863491187
ACH-000887,-1.2965496834595052
ACH-000889,-1.143007806110146
ACH-000896,-1.2371891652805058
ACH-000898,-0.9771578299118578
ACH-000900,-1.240104735283761
ACH-000901,-1.2057739080167134
ACH-000905,-1.329290665377996
ACH-000906,-1.2900222323452737
ACH-000907,-1.2787316799881496
ACH-000910,-1.2437747859510937
ACH-000911,-1.0187172878266362
ACH-000912,-1.0366022409491966
ACH-000913,-1.1488061642702685
ACH-000915,-1.2796006525099108
ACH-000916,-1.2345186248390498
ACH-000917,-0.9564678362163748
ACH-000920,-1.2560159892062401
ACH-000921,-1.1339107156961157
ACH-000924,-1.2810196887640006
ACH-000926,-1.363104785080183
ACH-000928,-1.2698198418361395
ACH-000929,-1.1146363860216952
ACH-000932,-1.2095712235481506
ACH-000935,-1.0587464487616618
ACH-000936,-1.3220113369118476
ACH-000937,-1.1801620875620795
ACH-000938,-1.148672484332203
ACH-000939,-1.3297555908381893
ACH-000941,-1.159371692050919
ACH-000943,-1.1784609247400686
ACH-000946,-1.0879277766235402
ACH-000947,-0.9991382729404672
ACH-000948,-1.0386917189465457
ACH-000950,-1.471107946238736
ACH-000953,-1.3313855488159116
ACH-000954,-1.1376982014789014
ACH-000957,-1.050816736034225
ACH-000958,-1.2036199159598249
ACH-000960,-1.1939954653539788
ACH-000963,-0.961683499708476
ACH-000968,-1.3466551009487762
ACH-000969,-1.2456757555812588
ACH-000972,-1.012451482685778
ACH-000973,-1.1262002881427928
ACH-000974,-1.1751163741031274
ACH-000978,-1.2198586840375578
ACH-000984,-1.1771126487031125
ACH-000986,-1.0228677040970178
ACH-000988,-1.2000356353279686
ACH-000993,-0.875107351411071
ACH-000994,-1.1843631406835984
ACH-000996,-1.0480358731293191
ACH-001001,-1.2063903882816618
ACH-001020,-1.2379888820923446
ACH-001028,-1.4177921369089
ACH-001031,-1.3095802820020346
ACH-001038,-1.0796541897622096
ACH-001048,-1.299579871096093
ACH-001050,-1.0771385279257704
ACH-001053,-1.2143120479601417
ACH-001054,-1.3660187461298159
ACH-001061,-1.2048028850911388
ACH-001067,-0.8770669361428702
ACH-001075,-1.320986376679204
ACH-001096,-1.2644915976997742
ACH-001111,-1.14181271534588
ACH-001119,-1.4136673981611083
ACH-001128,-1.089434765340125
ACH-001134,-1.0089305947131009
ACH-001151,-1.1898942812948559
ACH-001163,-1.3215208881141731
ACH-001164,-1.2800352263560837
ACH-001183,-1.1472342654327383
ACH-001192,-1.2770846075378406
ACH-001193,-1.3155794541567316
ACH-001196,-1.0929403459529403
ACH-001197,-1.5516876614498991
ACH-001205,-1.2640217181416633
ACH-001211,-1.2229993407868167
ACH-001212,-1.088898823794627
ACH-001228,-1.3645481859072468
ACH-001232,-1.2614720729216542
ACH-001239,-1.311952516678953
ACH-001270,-1.3990855127864246
ACH-001274,-1.0821534599416731
ACH-001275,-1.2240666365907105
ACH-001277,-1.2417698985428305
ACH-001278,-1.1470561632493328
ACH-001280,-1.1544034655457192
ACH-001283,-1.1780402502446454
ACH-001289,-1.1594803648537189
ACH-001300,-1.156796783354037
ACH-001301,-1.0664085931860152
ACH-001302,-0.9838780598900008
ACH-001306,-1.3433496784236365
ACH-001318,-1.0684092899754112
ACH-001322,-1.058424044879165
ACH-001328,-0.9806469413708284
ACH-001332,-1.1901232141419484
ACH-001336,-1.17683407653606
ACH-001346,-1.1946873855469036
ACH-001353,-1.1690993180601923
ACH-001354,-1.5623641154315209
ACH-001367,-1.0558536068616462
ACH-001368,-1.2829654400398018
ACH-001374,-1.296379109056609
ACH-001377,-1.1814505154727042
ACH-001380,-1.2089051244510358
ACH-001391,-1.3114543412561792
ACH-001408,-1.2353530159355228
ACH-001430,-1.1508072803558504
ACH-001431,-1.224980721462035
ACH-001450,-1.3007419026162546
ACH-001496,-1.4251612755678973
ACH-001500,-1.257597783586883
ACH-001523,-1.3189641984661895
ACH-001532,-1.2301978192177123
ACH-001550,-1.2115564911201306
ACH-001552,-1.2652268355153369
ACH-001554,-1.1973955776466825
ACH-001654,-1.3469305420559987
ACH-001735,-1.2099501276092282
ACH-001736,-1.2105861383802934
ACH-001737,-0.9833784371258302
ACH-001740,-1.1348158310718364
ACH-001745,-1.2798618087842517
ACH-001765,-1.1978955745728357
