,CDC42BPG (55561)
ACH-000520,-0.17750860224339612
ACH-000521,-0.0289211404092358
ACH-000522,-0.19482699777058327
ACH-000524,-0.21096087201498395
ACH-000527,-0.14634131158129784
ACH-000528,0.0035311554371602874
ACH-000537,-0.0652496116766434
ACH-000541,-0.3092076641019881
ACH-000542,-0.144210919046637
ACH-000544,-0.01758529235780855
ACH-000545,-0.2588566284689716
ACH-000547,-0.0029776081186247212
ACH-000548,-0.2260234751981333
ACH-000549,-0.1000730305515792
ACH-000550,-0.1678989415265971
ACH-000552,-0.05723682611071701
ACH-000556,-0.1658611765214175
ACH-000557,-0.0786541163505298
ACH-000569,-0.27766597112656843
ACH-000570,-0.17093494026407066
ACH-000571,-0.21489477083323585
ACH-000573,0.00583920904476394
ACH-000576,-0.011640489613024708
ACH-000579,-0.13831955793799453
ACH-000580,-0.15596471494153022
ACH-000584,-0.19491093600916384
ACH-000585,-0.15570650077863668
ACH-000588,-0.120797993221852
ACH-000589,-0.16560855042734846
ACH-000591,-0.2925177349023035
ACH-000593,-0.18133379797249627
ACH-000600,-0.30329356572105104
ACH-000601,-0.1022039519328548
ACH-000605,-0.08659317806734221
ACH-000606,-0.18745454663339495
ACH-000608,-0.10518462247930564
ACH-000614,-0.167215060441621
ACH-000616,-0.09292551751545702
ACH-000618,-0.19427216044353046
ACH-000619,-0.3572087910003194
ACH-000620,0.058289828072833186
ACH-000621,-0.1452339455659214
ACH-000622,-0.1096137449131507
ACH-000623,-0.17254130534447945
ACH-000624,-0.1543726758432051
ACH-000627,-0.14232812105186182
ACH-000630,-0.3128906337994174
ACH-000631,-0.18828082915167504
ACH-000632,-0.1175148849742806
ACH-000633,-0.21067110597283928
ACH-000637,-0.10079082474808153
ACH-000638,-0.28333257274653817
ACH-000646,-0.01142615096087452
ACH-000647,-0.05533678854007591
ACH-000648,-0.00853433059652908
ACH-000649,-0.17500466855790675
ACH-000651,-0.08443298886678488
ACH-000652,0.028951465729872856
ACH-000653,-0.08285531787938455
ACH-000657,-0.1670447655122154
ACH-000658,-0.10295928163513098
ACH-000661,-0.3863053840644549
ACH-000662,-0.056059910328992935
ACH-000663,-0.2527761106254679
ACH-000665,-0.14313438458339248
ACH-000671,-0.17700169143836558
ACH-000672,-0.25218368312753003
ACH-000673,-0.13401406040674835
ACH-000676,-0.10861345309852906
ACH-000677,-0.07464968894571339
ACH-000681,-0.14807470806964787
ACH-000683,-0.16054673380341958
ACH-000684,-0.17798430221434222
ACH-000688,-0.2474572083537537
ACH-000693,-0.21487988839475974
ACH-000694,-0.1638850988721271
ACH-000695,-0.07355226841570932
ACH-000696,-0.12351062668935894
ACH-000697,-0.233153804710723
ACH-000699,-0.2232190052715986
ACH-000701,0.04589767920554999
ACH-000706,-0.05040131614328251
ACH-000711,-0.09010627318022907
ACH-000713,-0.14464348579073022
ACH-000714,-0.2861490482578527
ACH-000718,-0.06420960597841692
ACH-000720,-0.07113545089965942
ACH-000721,-0.1478132482153661
ACH-000724,-0.1467057189702008
ACH-000725,-0.11850453897396294
ACH-000732,-0.2389351043065152
ACH-000734,-0.29957592409304085
ACH-000735,-0.25623483303980604
ACH-000736,-0.07994919316852113
ACH-000738,-0.13028187292726995
ACH-000746,-0.024449600700681383
ACH-000747,-0.3114575890858246
ACH-000748,-0.08686403986992597
ACH-000753,-0.16183709355213072
ACH-000756,-0.10183614077755873
ACH-000757,-0.3284498149440165
ACH-000758,-0.14036328514290114
ACH-000760,-0.4432607014524324
ACH-000762,-0.1739875759715041
ACH-000763,0.06719590715583604
ACH-000764,-0.1107193003319055
ACH-000765,-0.21356003650700825
ACH-000766,-0.146802734409818
ACH-000767,-0.02279806543050229
ACH-000768,-0.1254211666138852
ACH-000769,-0.2844927439312632
ACH-000770,-0.19721644181991327
ACH-000771,0.01115610078252169
ACH-000773,-0.09647380357031668
ACH-000776,-0.18659453046352006
ACH-000777,0.03199571961830473
ACH-000778,-0.5266028223250923
ACH-000781,-0.16600343763684586
ACH-000782,-0.14091293576251712
ACH-000783,-0.12908186788683992
ACH-000784,-0.10309728374625976
ACH-000785,0.014329222732965115
ACH-000787,-0.1552476573883849
ACH-000788,-0.13778822388051426
ACH-000791,-0.1441701881461523
ACH-000792,-0.17980552101472072
ACH-000794,-0.2516843925376298
ACH-000796,-0.08736986991106215
ACH-000798,-0.172615474587144
ACH-000799,-0.04083737741500562
ACH-000800,0.03722904071261556
ACH-000802,-0.2759527911665043
ACH-000804,-0.056282913996507165
ACH-000805,-0.2990587888949682
ACH-000809,-0.19809662880175885
ACH-000810,-0.0760911993573223
ACH-000811,-0.13286682919399814
ACH-000817,-0.30926522177339083
ACH-000819,-0.1647949621276867
ACH-000820,-0.03669454704681472
ACH-000821,-0.15868809259231398
ACH-000822,-0.15179360375594453
ACH-000823,-0.07877071227474122
ACH-000824,-0.1863648569851334
ACH-000827,-0.2396951755605236
ACH-000829,-0.2787743991474941
ACH-000831,-0.14015029406987303
ACH-000832,-0.18579499003423186
ACH-000833,-0.2490859897644088
ACH-000834,-0.2112778510999197
ACH-000835,-0.1546678380444344
ACH-000836,-0.05756344808048479
ACH-000837,-0.17229151017774766
ACH-000838,-0.2163103090054431
ACH-000839,-0.33524063250976466
ACH-000840,-0.4469120270609711
ACH-000841,-0.08413316482102004
ACH-000843,-0.2285953824285639
ACH-000846,-0.03786316080491418
ACH-000847,-0.3193674894783695
ACH-000848,-0.16049491660744214
ACH-000849,-0.07530572165620031
ACH-000851,0.006617158969031156
ACH-000855,0.20866871143419544
ACH-000856,-0.06558440419387641
ACH-000858,-0.05379924321677735
ACH-000859,-0.07968511294604587
ACH-000861,-0.21208783361774053
ACH-000862,0.09959846779913263
ACH-000865,-0.11685663872648006
ACH-000866,-0.008533682117042767
ACH-000867,-0.16530513126578464
ACH-000869,-0.15530689343413018
ACH-000872,-0.20717617454038148
ACH-000873,-0.182052466635448
ACH-000876,-0.23287986369541425
ACH-000878,-0.11161257217008501
ACH-000880,-0.07300913315026741
ACH-000881,-0.1434800003642815
ACH-000882,-0.2164678343837865
ACH-000884,-0.1421461235248619
ACH-000885,-0.2408655918120936
ACH-000887,-0.21450117557806792
ACH-000889,-0.26984714597339204
ACH-000896,-0.034319277453547084
ACH-000898,-0.08022494492561509
ACH-000900,-0.2850826679630312
ACH-000901,-0.4177703769760148
ACH-000905,-0.0264623798052414
ACH-000906,-0.2454964497115061
ACH-000907,0.09089022111194904
ACH-000910,0.0004928974842855572
ACH-000911,-0.20048673746161647
ACH-000912,-0.17795976615052614
ACH-000913,-0.140499436793228
ACH-000915,-0.07083598571529955
ACH-000916,-0.09517824711073067
ACH-000917,-0.17479775584298765
ACH-000920,-0.12428937079720777
ACH-000921,-0.13677440151397874
ACH-000924,-0.06047765522469424
ACH-000926,0.05726749922030872
ACH-000928,-0.23087987898415796
ACH-000929,0.09310467447689456
ACH-000932,-0.02552016890219656
ACH-000935,-0.09660299811302896
ACH-000936,-0.10555771324142656
ACH-000937,-0.07482530045141576
ACH-000938,-0.1129561638835092
ACH-000939,-0.3160740556259975
ACH-000941,-0.2052534134401051
ACH-000943,-0.1694956881492815
ACH-000946,-0.15280583105523365
ACH-000947,-0.207560145823348
ACH-000948,-0.10762538898176474
ACH-000950,-0.274340929312036
ACH-000953,-0.2014414453550019
ACH-000954,-0.18287881820253604
ACH-000957,-0.2995145611482235
ACH-000958,0.18607908023695088
ACH-000960,-0.0737972184465198
ACH-000963,-0.08423269614177037
ACH-000968,-0.20201704198615536
ACH-000969,-0.03208243464046439
ACH-000972,-0.20540279368697487
ACH-000973,-0.17479400373357298
ACH-000974,-0.07515985170150655
ACH-000978,-0.1780957049352703
ACH-000984,-0.14036559899326292
ACH-000986,-0.18894368495803027
ACH-000988,-0.2205258247566261
ACH-000993,-0.0770549480945213
ACH-000994,-0.2622308607163261
ACH-000996,-0.02970678831423232
ACH-001001,-0.09568555955729396
ACH-001020,-0.23094304804397725
ACH-001028,-0.13493259184464507
ACH-001031,0.010551674717166228
ACH-001038,-0.037969118918474286
ACH-001048,-0.15937697398984632
ACH-001050,-0.11168775644255197
ACH-001053,-0.12457743988490745
ACH-001054,-0.24199522068604315
ACH-001061,-0.14776290058037914
ACH-001067,-0.1944294556672649
ACH-001075,-0.057645639033564636
ACH-001096,-0.11287484275504707
ACH-001111,-0.23270003218778784
ACH-001119,0.05286416999228875
ACH-001128,-0.5105435801138002
ACH-001134,-0.3606712320773813
ACH-001151,-0.1048683105470142
ACH-001163,-0.24685203079511056
ACH-001164,-0.1627628293558066
ACH-001183,-0.15802476707598734
ACH-001192,-0.124455614655429
ACH-001193,-0.3496822174917276
ACH-001196,-0.07867327073591089
ACH-001197,-0.00027067076978225653
ACH-001205,-0.17052084133902756
ACH-001211,-0.11623847768212713
ACH-001212,0.08055767249999231
ACH-001228,-0.018072249698995662
ACH-001232,-0.16534074491054973
ACH-001239,-0.1067057337971341
ACH-001270,-0.07642117969283438
ACH-001274,0.04359139240089077
ACH-001275,-0.22695188874642466
ACH-001277,-0.1737797924531481
ACH-001278,-0.2587876988583945
ACH-001280,-0.3900715845623901
ACH-001283,-0.07310524354491751
ACH-001289,-0.17640046343258692
ACH-001300,-0.07958480892378282
ACH-001301,-0.09047748879066893
ACH-001302,0.2668087094799576
ACH-001306,-0.2526842072274869
ACH-001318,-0.3199872282359071
ACH-001322,-0.30122083558665563
ACH-001328,-0.07514661214429025
ACH-001332,-0.2511175428122905
ACH-001336,-0.2950757359686008
ACH-001346,-0.12349628774536027
ACH-001353,-0.1267646059152731
ACH-001354,-0.3491573070220945
ACH-001367,-0.444501454097144
ACH-001368,-0.25312402461912337
ACH-001374,-0.053203950732422005
ACH-001377,-0.10395783900209732
ACH-001380,-0.20255226667437928
ACH-001391,-0.09004365185318253
ACH-001408,-0.10200753413028456
ACH-001430,-0.2323628871523647
ACH-001431,-0.2103610378606883
ACH-001450,-0.11978113864634207
ACH-001496,-0.05167060141529834
ACH-001500,-0.1964754927970216
ACH-001523,-0.10083121071605823
ACH-001532,-0.14604046593942935
ACH-001550,-0.0953915178900246
ACH-001552,-0.0674235928754885
ACH-001554,-0.10216246623679466
ACH-001654,-0.09779515444920404
ACH-001735,-0.19265924086736333
ACH-001736,-0.21386756226466686
ACH-001737,0.09734180491313787
ACH-001740,-0.046067423915989635
ACH-001745,-0.04835394219372214
ACH-001765,-0.04968048117594799
