,ZPR1 (8882)
ACH-000255,-1.1660902730574232
ACH-000256,-1.0171174134921854
ACH-000257,-1.234491493166359
ACH-000258,-1.3238224124591431
ACH-000259,-1.424424971911287
ACH-000260,-1.4097856192506917
ACH-000261,-1.0666954008163754
ACH-000262,-1.443663996462167
ACH-000263,-1.0410935594472834
ACH-000264,-1.3850700647892282
ACH-000265,-1.3169578295460778
ACH-000266,-0.9952171981332534
ACH-000272,-1.2026606303347778
ACH-000274,-1.27896138276811
ACH-000277,-1.4769809768590387
ACH-000278,-1.1579626659107571
ACH-000279,-1.300713849304609
ACH-000280,-1.1468199031080668
ACH-000281,-1.2188500425143245
ACH-000288,-1.2105723122329781
ACH-000291,-1.1672062799838412
ACH-000293,-1.4647892983926003
ACH-000294,-1.4688164422567047
ACH-000295,-1.290178645954602
ACH-000296,-1.1856138807336711
ACH-000302,-0.9474283052342948
ACH-000304,-1.5039528349866382
ACH-000307,-1.309986744099593
ACH-000308,-1.04975419053952
ACH-000310,-0.8138314574391845
ACH-000311,-1.1596672246254076
ACH-000312,-1.298142695940868
ACH-000315,-1.4775668441870216
ACH-000316,-1.3934658897574093
ACH-000317,-1.5284331241064013
ACH-000318,-1.4060277824808496
ACH-000319,-1.477728159604044
ACH-000320,-1.3924096954295764
ACH-000322,-1.097817317687566
ACH-000323,-1.4123033828557645
ACH-000324,-1.1925730659476546
ACH-000329,-0.9252712239528084
ACH-000330,-1.1977670668218603
ACH-000331,-1.2561014472991399
ACH-000332,-1.0821958807729797
ACH-000334,-0.8609330474275394
ACH-000335,-1.2953404071633732
ACH-000336,-1.2002234989279923
ACH-000337,-1.2588273225390347
ACH-000338,-1.1444669892107189
ACH-000339,-1.1451458993513606
ACH-000341,-1.1646587199838845
ACH-000348,-1.1095246225178028
ACH-000350,-0.9075285200807066
ACH-000352,-1.1828859333704076
ACH-000356,-1.0160854681014209
ACH-000361,-1.0405172736266284
ACH-000362,-1.2090897446919049
ACH-000363,-0.9865928538662112
ACH-000364,-1.1256438648807754
ACH-000365,-1.1612810044983382
ACH-000366,-1.4461252848554742
ACH-000368,-1.2533125435592307
ACH-000374,-1.4190931134945963
ACH-000375,-1.0389472860000228
ACH-000376,-1.1768385674351227
ACH-000381,-1.1551393020211451
ACH-000383,-1.0698372076506075
ACH-000387,-1.0278862890163474
ACH-000389,-1.3024569986084462
ACH-000390,-1.2196027831109262
ACH-000393,-1.0738572408986902
ACH-000395,-1.2300989721506783
ACH-000396,-1.0980052989531173
ACH-000397,-1.4014295263483452
ACH-000401,-1.065158588090727
ACH-000402,-1.2120454675272454
ACH-000403,-0.8669623659631618
ACH-000404,-1.0559700311206528
ACH-000406,-1.2937704595074122
ACH-000407,-1.0887367043253162
ACH-000408,-1.2878820587956101
ACH-000410,-1.1168984948539182
ACH-000411,-1.2762433969100535
ACH-000414,-1.2679314058908326
ACH-000415,-1.5427450720457478
ACH-000416,-1.0568453550012509
ACH-000420,-1.2527672907866498
ACH-000421,-1.1157894945038045
ACH-000424,-1.1349924624121264
ACH-000425,-1.2906898094259158
ACH-000426,-1.0947454077156566
ACH-000427,-1.2769622644598695
ACH-000433,-1.1986155504516869
ACH-000435,-1.637202685159461
ACH-000436,-1.1232205590793434
ACH-000444,-1.3290724852243692
ACH-000445,-1.307469768288921
ACH-000448,-1.0787274345485214
ACH-000450,-1.4316805426570811
ACH-000452,-1.2292492017484298
ACH-000454,-1.1715614012243076
ACH-000458,-1.2320387844701255
ACH-000459,-1.3263167903223856
ACH-000460,-1.0453942303640815
ACH-000461,-1.4229311778402591
ACH-000463,-1.240272950892918
ACH-000464,-1.3306849028510923
ACH-000466,-1.3031442650239098
ACH-000467,-1.3068919601964142
ACH-000468,-0.9557129480531524
ACH-000469,-1.130942590320799
ACH-000470,-1.1197420297835403
ACH-000471,-1.1960587354738312
ACH-000472,-1.0454540881639152
ACH-000473,-1.3951388973807608
ACH-000475,-1.1219496062458891
ACH-000476,-1.2344414228894036
ACH-000477,-1.5737144851135605
ACH-000479,-1.0932552960078854
ACH-000480,-1.2264522335606465
ACH-000481,-1.0977037726951715
ACH-000483,-1.516436851165357
ACH-000484,-0.8340983424943836
ACH-000485,-1.2812841992461312
ACH-000486,-1.2754624042601832
ACH-000487,-1.1844787150193832
ACH-000488,-1.2965157823799411
ACH-000490,-0.9510230642408332
ACH-000491,-1.418393220122991
ACH-000495,-1.0838976358010783
ACH-000496,-1.2572475322006609
ACH-000499,-1.300872468190656
ACH-000500,-1.3239519144041585
ACH-000502,-1.2891334525189555
ACH-000503,-1.0385534276896629
ACH-000505,-1.1751305393736624
ACH-000507,-1.0302177016392366
ACH-000510,-1.0849189826683832
ACH-000511,-1.1848807307453322
ACH-000512,-0.9773963251630068
ACH-000516,-1.1643496052128064
ACH-000517,-1.1747482242086609
ACH-000518,-1.2993754890220848
ACH-000520,-1.0940133483327426
ACH-000521,-1.2228707919487467
ACH-000522,-1.1570092770818339
ACH-000524,-0.9421206257664928
ACH-000527,-1.2357741919552077
ACH-000528,-1.1553628233581517
ACH-000537,-1.425456387511189
ACH-000541,-1.4901622518873738
ACH-000542,-1.1609039506645291
ACH-000544,-1.327360801551278
ACH-000545,-1.2764123031268322
ACH-000547,-1.1132074013223086
ACH-000548,-1.153497901163384
ACH-000549,-1.2447491703808158
ACH-000550,-1.2842763119369611
ACH-000552,-1.0769903023024874
ACH-000556,-1.1267319630658843
ACH-000557,-1.4058540811349354
ACH-000569,-1.0487075187250652
ACH-000570,-1.317586692898823
ACH-000571,-1.18304004983823
ACH-000573,-1.4278878865306592
ACH-000576,-1.1071682263804308
ACH-000579,-1.0691029030114216
ACH-000580,-1.4550972889926699
ACH-000584,-1.1665092375118251
ACH-000585,-1.2589802146128537
ACH-000588,-1.1534337108261148
ACH-000589,-1.215859214132213
ACH-000591,-1.1506807817500773
ACH-000593,-1.3535549941083798
ACH-000600,-1.2886646940084765
ACH-000601,-1.157345193644456
ACH-000605,-1.3950932726083345
ACH-000606,-1.368297618374543
ACH-000608,-0.5307537157515057
ACH-000614,-1.29135491231254
ACH-000616,-0.9337400933957782
ACH-000618,-1.4257221255858128
ACH-000619,-1.246695810159287
ACH-000620,-1.1579206843057326
ACH-000621,-1.0180130187587555
ACH-000622,-1.4562856693869433
ACH-000623,-1.3310236664859552
ACH-000624,-1.1863547270765105
ACH-000627,-1.0294216246388113
ACH-000630,-1.3552056836448725
ACH-000631,-1.0807681457806226
ACH-000632,-1.2154084869144577
ACH-000633,-1.159380093993164
ACH-000637,-1.0970581777140045
ACH-000638,-1.1640791763066838
ACH-000646,-0.8524558788055979
ACH-000647,-1.0904181806436504
ACH-000648,-1.2714170221938272
ACH-000649,-1.2218251301410652
ACH-000651,-1.2720251787334589
ACH-000652,-0.9993915945200286
ACH-000653,-1.025017849610006
ACH-000657,-1.2201549127008773
ACH-000658,-1.135216687984132
ACH-000661,-1.4786727646511375
ACH-000662,-0.5890748703224788
ACH-000663,-1.2691154630326
ACH-000665,-1.4408961956912634
ACH-000671,-1.2758140117215575
ACH-000672,-1.1793605534982925
ACH-000673,-1.1962357485577706
ACH-000676,-1.0407671193352488
ACH-000677,-1.1176669338315532
ACH-000681,-1.2943423733669115
ACH-000683,-1.2522563037492782
ACH-000684,-1.3236203981423156
ACH-000688,-1.2646253034403392
ACH-000693,-1.1959922663765867
ACH-000694,-1.4053108387277728
ACH-000695,-1.0043016700768932
ACH-000696,-1.1750850730563067
ACH-000697,-1.0423533078249534
ACH-000699,-1.358842790773514
ACH-000701,-0.952729388713682
ACH-000706,-1.2413173801839679
ACH-000711,-1.0256549603731306
ACH-000713,-1.3824128669747884
ACH-000714,-1.3609169675358508
ACH-000718,-1.088848042056631
ACH-000720,-1.357635857279958
ACH-000721,-1.0532978191875828
ACH-000724,-1.4342346288340515
ACH-000725,-1.0076616473633409
ACH-000732,-1.3258181272508431
ACH-000734,-1.1706639195541388
ACH-000735,-1.2241012212389404
ACH-000736,-0.9960283347922352
ACH-000738,-1.4678237294930006
ACH-000746,-1.001366838154761
ACH-000747,-1.147638866180683
ACH-000748,-1.2588521737636211
ACH-000753,-1.3047148329086131
ACH-000756,-1.241135144830651
ACH-000757,-1.1263084409332662
ACH-000758,-0.9724310673605074
ACH-000760,-1.1742226881343223
ACH-000762,-1.2923134741589852
ACH-000763,-1.2517816678133584
ACH-000764,-1.1045214043928324
ACH-000765,-1.537346496084702
ACH-000766,-1.1572294433107262
ACH-000767,-0.9437788852489548
ACH-000768,-1.248951515444021
ACH-000769,-1.1044148243000411
ACH-000770,-1.230932353842663
ACH-000771,-1.3654195864483072
ACH-000773,-0.8956024441165378
ACH-000776,-1.1850007074236193
ACH-000777,-1.2696048744295494
ACH-000778,-1.5485395522787135
ACH-000781,-1.4316752719567252
ACH-000782,-1.1051975867256685
ACH-000783,-1.0105074349556946
ACH-000784,-1.2166975381650051
ACH-000785,-1.1527369673970684
ACH-000787,-1.2145776903030017
ACH-000788,-1.2147127417604342
ACH-000791,-1.3669731756207186
ACH-000792,-1.4629348465868348
ACH-000794,-1.4760393300444348
ACH-000796,-0.8537770505354582
ACH-000798,-1.1143456319050526
ACH-000799,-1.068019793847294
ACH-000800,-1.0503796995072645
ACH-000802,-1.2463180302174923
ACH-000804,-1.232250629282042
ACH-000805,-1.0937739997873483
ACH-000809,-0.8717194827850845
ACH-000810,-1.0730784933309114
ACH-000811,-1.295430653480696
ACH-000817,-1.0131793835720648
ACH-000819,-1.2099937373412062
ACH-000820,-1.7690541717849957
ACH-000821,-1.122724230787142
ACH-000822,-1.3839541051970403
ACH-000823,-1.279193369977956
ACH-000824,-1.4874000344594696
ACH-000827,-1.2888040890335803
ACH-000829,-1.0944895908859409
ACH-000831,-1.2524098499961378
ACH-000832,-1.3236347405268405
ACH-000833,-1.2567473803526459
ACH-000834,-1.1689094653118082
ACH-000835,-1.042968421598088
ACH-000836,-1.264229164496039
ACH-000837,-1.178478671283419
ACH-000838,-1.2188156107114636
ACH-000839,-1.139374665376362
ACH-000840,-1.0245807034790888
ACH-000841,-1.2636941643124555
ACH-000843,-1.2569476700290223
ACH-000846,-1.1859243210414236
ACH-000847,-1.1634183188854441
ACH-000848,-1.151769382492669
ACH-000849,-1.222759666530697
ACH-000851,-0.9902213513682604
ACH-000855,-1.1788917662627392
ACH-000856,-1.0712651675243603
ACH-000858,-1.1680719026190711
ACH-000859,-1.3424809950192875
ACH-000861,-1.3586105133954405
ACH-000862,-1.3478806123031104
ACH-000865,-1.211266976676157
ACH-000866,-1.1842994973289258
ACH-000867,-1.1031114983229189
ACH-000869,-1.0674178615662762
ACH-000872,-1.3853454510538412
ACH-000873,-1.2188788678219304
ACH-000876,-1.075927593877181
ACH-000878,-1.1833346770095197
ACH-000880,-1.2493707326248051
ACH-000881,-1.1728182847973043
ACH-000882,-1.3982268742028376
ACH-000884,-1.0131058304732117
ACH-000885,-1.1111610487640131
ACH-000887,-1.3639576983464643
ACH-000889,-1.3090145106927904
ACH-000896,-1.2030878336239732
ACH-000898,-1.268894459918385
ACH-000900,-1.1862784574347294
ACH-000901,-1.3575166396382348
ACH-000905,-1.2321042060288074
ACH-000906,-1.3448546648887945
ACH-000907,-0.9026070356806976
ACH-000910,-1.1621711043788396
ACH-000911,-1.2243866099673328
ACH-000912,-1.2235919368717725
ACH-000913,-1.2016170953359426
ACH-000915,-1.1281956283357162
ACH-000916,-1.4313167775696494
ACH-000917,-1.2333193478036752
ACH-000920,-1.3006511349241607
ACH-000921,-1.1365736831755149
ACH-000924,-1.0629579649016845
ACH-000926,-1.1890362017022595
ACH-000928,-0.8769092721157515
ACH-000929,-1.453469315569654
ACH-000932,-1.1134493314931009
ACH-000935,-1.1114926668525051
ACH-000936,-1.179900577438158
ACH-000937,-1.2287589499776108
ACH-000938,-1.1601761730131326
ACH-000939,-1.3999684947823812
ACH-000941,-1.3707340688550689
ACH-000943,-1.2356143939468072
ACH-000946,-1.1366764091891015
ACH-000947,-1.2587070406299083
ACH-000948,-1.116308377013948
ACH-000950,-1.2735664043755983
ACH-000953,-1.0959722055408982
ACH-000954,-1.2217830247959638
ACH-000957,-1.1280714153124989
ACH-000958,-1.0526745989072521
ACH-000960,-1.1392104131634695
ACH-000963,-1.0206741183319548
ACH-000968,-1.5771466826667788
ACH-000969,-1.1675966967104312
ACH-000972,-0.9974503770238036
ACH-000973,-1.0300960398549035
ACH-000974,-1.3598421531875189
ACH-000978,-1.5685703890739573
ACH-000984,-1.3043332714487408
ACH-000986,-1.3118899713619705
ACH-000988,-1.3507984354306457
ACH-000993,-1.4546648031723102
ACH-000994,-0.922251866400962
ACH-000996,-1.0052705027279298
ACH-001001,-1.1128127582491298
ACH-001020,-0.9601254967328459
ACH-001028,-1.177496217658755
ACH-001031,-1.3942467108991534
ACH-001038,-1.1517089368575464
ACH-001048,-1.357478609657511
ACH-001050,-1.2623207582105835
ACH-001053,-1.451694939283218
ACH-001054,-1.13475156277874
ACH-001061,-1.3086274062625662
ACH-001067,-1.0994248189386042
ACH-001075,-0.9790486733870732
ACH-001096,-1.3815914643125349
ACH-001111,-0.8314242631116273
ACH-001119,-1.0580961318125963
ACH-001128,-1.237120055443617
ACH-001134,-1.1346815773874512
ACH-001151,-1.24718484618941
ACH-001163,-1.2903931856064037
ACH-001164,-0.8507644249453735
ACH-001183,-1.279007209787705
ACH-001192,-1.1552245104632624
ACH-001193,-1.0162724971745885
ACH-001196,-1.461004710413364
ACH-001197,-1.3071487740102286
ACH-001205,-1.2195703692877786
ACH-001211,-1.0963990991896602
ACH-001212,-0.9302857510452462
ACH-001228,-1.2678058024857364
ACH-001232,-1.3136331791446465
ACH-001239,-1.0969640535788496
ACH-001270,-1.2444462316986438
ACH-001274,-1.03296988849154
ACH-001275,-1.1492486304749647
ACH-001277,-1.2517484789236697
ACH-001278,-1.2590581645862504
ACH-001280,-1.1971861654362619
ACH-001283,-1.3906787194479917
ACH-001289,-1.027912199456554
ACH-001300,-1.3098089011371266
ACH-001301,-1.2109850052690696
ACH-001302,-1.184137505686213
ACH-001306,-1.1711327865703105
ACH-001318,-1.1976024242006609
ACH-001322,-1.0126089552826738
ACH-001328,-1.2430899030364106
ACH-001332,-1.16003145010269
ACH-001336,-1.429181130848283
ACH-001346,-1.3012813612232044
ACH-001353,-1.0184033032662687
ACH-001354,-1.7966745673900295
ACH-001367,-0.9687330639027948
ACH-001368,-1.117816189098138
ACH-001374,-1.0118428244717674
ACH-001377,-1.359311383649427
ACH-001380,-1.1746909327683035
ACH-001391,-1.3856060798559762
ACH-001408,-1.1917753299572926
ACH-001430,-1.1272334488989224
ACH-001431,-1.366237980350267
ACH-001450,-1.357988699634518
ACH-001496,-1.2712983083001257
ACH-001500,-1.1012854400765557
ACH-001523,-1.3240063287285508
ACH-001532,-1.163058264851366
ACH-001550,-1.4297430511387617
ACH-001552,-1.3215812732918095
ACH-001554,-1.3579191093436656
ACH-001654,-1.4442506600753555
ACH-001735,-1.259163736376137
ACH-001736,-1.254506999804832
ACH-001737,-1.1443144196112922
ACH-001740,-1.2559473188216177
ACH-001745,-1.1681485615612182
ACH-001765,-1.1703092402212454
