,MAK16 (84549)
ACH-000487,-1.0990960832205656
ACH-000488,-1.1352924330922871
ACH-000490,-1.277775257165004
ACH-000491,-1.153873664935371
ACH-000495,-1.4005062082437651
ACH-000496,-1.418803880263278
ACH-000499,-1.5610269101430598
ACH-000500,-1.281036196889523
ACH-000502,-1.146437471230842
ACH-000503,-1.556004389977823
ACH-000505,-1.2912563680977855
ACH-000507,-1.335385205085448
ACH-000510,-1.5663278971790555
ACH-000511,-1.299897925438231
ACH-000512,-1.1648460365190323
ACH-000516,-1.300754030271032
ACH-000517,-1.4104468878516985
ACH-000518,-1.6295133633400103
ACH-000520,-1.2178324433883032
ACH-000521,-1.2363873437523047
ACH-000522,-1.3824024389158318
ACH-000524,-1.1550300307972765
ACH-000527,-1.2974076430287116
ACH-000528,-1.2544854779075196
ACH-000537,-1.4512994538396122
ACH-000541,-1.550488007246325
ACH-000542,-1.3668664990734654
ACH-000544,-1.581518258917994
ACH-000545,-1.198593382254617
ACH-000547,-1.4351322724062443
ACH-000548,-1.3102545261669507
ACH-000549,-1.3261437147218946
ACH-000550,-1.1669965578598305
ACH-000552,-1.3191138765007218
ACH-000556,-1.3470387468573477
ACH-000557,-1.068160495025424
ACH-000569,-1.1781965817061133
ACH-000570,-1.536189790492139
ACH-000571,-1.3783472998772628
ACH-000573,-1.3842212161187446
ACH-000576,-1.0993877807077896
ACH-000579,-1.536148746401154
ACH-000580,-1.3636162261036169
ACH-000584,-1.327276509562428
ACH-000585,-1.169815176138039
ACH-000588,-1.288684542927527
ACH-000589,-1.4169958925097286
ACH-000591,-1.1624876944091818
ACH-000593,-1.2025318361221131
ACH-000600,-1.1701481382445602
ACH-000601,-1.2170247503162843
ACH-000605,-1.3801728176302877
ACH-000606,-1.429371309798568
ACH-000608,-1.0708625598243422
ACH-000614,-1.6275551568279232
ACH-000616,-1.1259079052995749
ACH-000618,-1.183621835751612
ACH-000619,-1.3930535710999832
ACH-000620,-1.374349785526466
ACH-000621,-1.2010547743789384
ACH-000622,-1.402911618376407
ACH-000623,-1.4157873932445115
ACH-000624,-1.2420528587661956
ACH-000627,-1.3630873719739582
ACH-000630,-1.4420214335755333
ACH-000631,-1.5652087288128698
ACH-000632,-1.3607028628951994
ACH-000633,-1.0795100188601563
ACH-000637,-1.219582558517382
ACH-000638,-1.2905431640028182
ACH-000646,-1.0493942102257858
ACH-000647,-1.3295410432637804
ACH-000648,-1.4046009541098166
ACH-000649,-1.462037773788161
ACH-000651,-1.402360590371282
ACH-000652,-1.3028317035444503
ACH-000653,-1.2267406417777975
ACH-000657,-1.2979101164806603
ACH-000658,-1.1947877391311077
ACH-000661,-1.3803304511280792
ACH-000662,-1.3803625627210834
ACH-000663,-1.3943738575376583
ACH-000665,-1.278904422177528
ACH-000671,-1.2284145257881802
ACH-000672,-1.3095119738558634
ACH-000673,-1.2460226401723005
ACH-000676,-1.473439233962097
ACH-000677,-1.507133734462888
ACH-000681,-1.053126971093283
ACH-000683,-1.2874798357824508
ACH-000684,-1.4067350531513472
ACH-000688,-1.0288632652918848
ACH-000693,-1.3776550284329163
ACH-000694,-1.4478078829256449
ACH-000695,-1.2761802496855792
ACH-000696,-1.2863683502743473
ACH-000697,-1.4564020031261489
ACH-000699,-1.1458494968568305
ACH-000701,-1.4999198965777103
ACH-000706,-1.3254773957786223
ACH-000711,-1.2272694074950437
ACH-000713,-1.4303385485697162
ACH-000714,-1.299679221081549
ACH-000718,-1.4400065205386363
ACH-000720,-1.2261682679238677
ACH-000721,-1.3528598511597476
ACH-000724,-1.3504226283458023
ACH-000725,-1.3076692108586536
ACH-000732,-1.3707228227705872
ACH-000734,-1.390473466879134
ACH-000735,-1.4603732742104178
ACH-000736,-1.1539311506444483
ACH-000738,-1.3748825788394023
ACH-000746,-0.9735477735496456
ACH-000747,-1.3413968403494132
ACH-000748,-1.3261532344711218
ACH-000753,-1.3749838712879865
ACH-000756,-1.2387355395916348
ACH-000757,-1.4395782819567433
ACH-000758,-1.2771597938751469
ACH-000760,-1.41936326216432
ACH-000762,-1.4130103374463516
ACH-000763,-1.0110774341346302
ACH-000764,-1.3119885148272807
ACH-000765,-1.3609209594162586
ACH-000766,-1.2063774660379945
ACH-000767,-1.3556658463591444
ACH-000768,-1.3067662737073262
ACH-000769,-1.2503566022382575
ACH-000770,-1.2828595693063465
ACH-000771,-1.195066222204195
ACH-000773,-1.3488419185704228
ACH-000776,-1.3391871851359916
ACH-000777,-1.388999459614903
ACH-000778,-1.1786567829026822
ACH-000781,-1.3926665935175675
ACH-000782,-1.4571449198848856
ACH-000783,-1.0934437835831812
ACH-000784,-1.4260293109655635
ACH-000785,-1.3051854660286786
ACH-000787,-1.3794894452661026
ACH-000788,-1.221384785640517
ACH-000791,-1.086737819935812
ACH-000792,-1.3686732896885057
ACH-000794,-1.2680129215143392
ACH-000796,-1.3451522805406526
ACH-000798,-1.2580834717119234
ACH-000799,-1.3443947874912532
ACH-000800,-1.2915441116908777
ACH-000802,-1.4428888548104517
ACH-000804,-1.4568847879393123
ACH-000805,-1.4620870374956143
ACH-000809,-1.2501669052615376
ACH-000810,-0.9521089684094264
ACH-000811,-1.2420029372667325
ACH-000817,-1.3487717384449645
ACH-000819,-1.088756786268042
ACH-000820,-1.5233327172308793
ACH-000821,-1.1170215443826834
ACH-000822,-1.1065872959551004
ACH-000823,-1.5824723090036197
ACH-000824,-1.3413643399623845
ACH-000827,-1.2441576628957514
ACH-000829,-0.9755862691713144
ACH-000831,-1.2160517128068642
ACH-000832,-1.2977642713313264
ACH-000833,-1.3456485031797945
ACH-000834,-1.2646794783263602
ACH-000835,-1.4665465331882357
ACH-000836,-1.401259693951512
ACH-000837,-1.4524495422584918
ACH-000838,-1.1239899930917443
ACH-000839,-1.2881303056684428
ACH-000840,-1.4173215717683278
ACH-000841,-1.2873245917428404
ACH-000843,-1.1824825252718238
ACH-000846,-1.4252015581576047
ACH-000847,-1.3761084647472692
ACH-000848,-1.1850571495512177
ACH-000849,-1.1304754972125526
ACH-000851,-1.2425368259642555
ACH-000855,-1.612247788050842
ACH-000856,-1.230531455966854
ACH-000858,-1.3431784750446762
ACH-000859,-1.5681233238362928
ACH-000861,-1.2678646374438662
ACH-000862,-1.1986200039341008
ACH-000865,-1.3532016286226218
ACH-000866,-1.283532307347809
ACH-000867,-1.3418912519758113
ACH-000869,-1.0198260363344591
ACH-000872,-1.5101597169404617
ACH-000873,-1.2892628817450615
ACH-000876,-1.2381752418934355
ACH-000878,-1.5228889138112285
ACH-000880,-1.5535455297277037
ACH-000881,-1.4632529816604325
ACH-000882,-1.381739159551083
ACH-000884,-1.4316865514651005
ACH-000885,-1.2481959503746327
ACH-000887,-1.2921851100177253
ACH-000889,-1.1370060338315653
ACH-000896,-1.2470817344845018
ACH-000898,-1.3471932544058305
ACH-000900,-1.1264823049284436
ACH-000901,-1.172826098623873
ACH-000905,-1.1579381843683858
ACH-000906,-1.5554738195658466
ACH-000907,-1.2681379973098623
ACH-000910,-1.3215227679356345
ACH-000911,-1.2084525397296253
ACH-000912,-1.3333552733342815
ACH-000913,-1.3622823605485448
ACH-000915,-1.2102454874766422
ACH-000916,-1.3861433981878275
ACH-000917,-1.4869279057038132
ACH-000920,-1.3947862502745525
ACH-000921,-1.4222401347988742
ACH-000924,-1.3280430241587236
ACH-000926,-1.3593102468193634
ACH-000928,-1.2971513534090564
ACH-000929,-1.2071876037450755
ACH-000932,-1.1717838407014864
ACH-000935,-0.9651200107259481
ACH-000936,-1.2009177940352749
ACH-000937,-1.3829433354538845
ACH-000938,-1.253229269732563
ACH-000939,-1.1443286515672138
ACH-000941,-1.0789205245734224
ACH-000943,-1.2800055072496246
ACH-000946,-1.088870236081593
ACH-000947,-1.23919129097073
ACH-000948,-1.1755586192995184
ACH-000950,-1.403064548623956
ACH-000953,-1.1027215014835172
ACH-000954,-0.8415923959031559
ACH-000957,-1.15919189478205
ACH-000958,-1.3846884395721475
ACH-000960,-1.397392511298324
ACH-000963,-1.139858102663736
ACH-000968,-1.3209433980396197
ACH-000969,-1.2662773379720176
ACH-000972,-1.4331364735996317
ACH-000973,-1.3547032478296623
ACH-000974,-1.3656437166846085
ACH-000978,-1.295742346590457
ACH-000984,-1.3167756983918115
ACH-000986,-1.298075237564895
ACH-000988,-1.2592848963444645
ACH-000993,-1.0193270463474338
ACH-000994,-1.2689755351984997
ACH-000996,-1.3204735144672626
ACH-001001,-1.2921731501539993
ACH-001020,-1.3559526228534482
ACH-001028,-1.4203817961357097
ACH-001031,-1.2938389724677115
ACH-001038,-1.000033739193429
ACH-001048,-1.412849714893454
ACH-001050,-1.3046571701283556
ACH-001053,-1.2577657860131557
ACH-001054,-1.2795658201262758
ACH-001061,-1.2991776281928575
ACH-001067,-1.5078618598047837
ACH-001075,-1.4456756145793441
ACH-001096,-1.3604302408776248
ACH-001111,-1.1334458454152443
ACH-001119,-1.1345264078468296
ACH-001128,-1.5256879420001497
ACH-001134,-1.3648349686150074
ACH-001151,-1.539578865929471
ACH-001163,-1.1858175438348215
ACH-001164,-1.4973729475118425
ACH-001183,-1.4691098216436815
ACH-001192,-1.286325014755909
ACH-001193,-1.2114734897191777
ACH-001196,-1.2692613569046112
ACH-001197,-1.2199747344376681
ACH-001205,-1.3906426292270564
ACH-001211,-1.426785443802586
ACH-001212,-1.4667299784215444
ACH-001228,-1.0412752716896432
ACH-001232,-1.398723317957253
ACH-001239,-1.4519836446894843
ACH-001270,-1.5118545098066036
ACH-001274,-1.490411514242184
ACH-001275,-1.0258205398530358
ACH-001277,-1.2355465293725527
ACH-001278,-1.2068662052810004
ACH-001280,-1.0303122037067225
ACH-001283,-0.9713182669248441
ACH-001289,-1.193598698215651
ACH-001300,-1.4165972349937141
ACH-001301,-1.301482608019821
ACH-001302,-1.335777859053516
ACH-001306,-0.8300471245945211
ACH-001318,-1.3518634195422146
ACH-001322,-1.2080221108233158
ACH-001328,-1.3770579382496255
ACH-001332,-1.4102338075491931
ACH-001336,-1.4525310086639092
ACH-001346,-1.5375313348268171
ACH-001353,-1.4312225169641657
ACH-001354,-1.3916379085959407
ACH-001367,-1.2768390686054008
ACH-001368,-1.2922907261905925
ACH-001374,-1.7887804651247958
ACH-001377,-1.3912006740554272
ACH-001380,-1.3208721235210474
ACH-001391,-1.2903753642411886
ACH-001408,-1.1313407198985286
ACH-001430,-1.2082305468449606
ACH-001431,-1.297053422333291
ACH-001450,-1.3740390893784624
ACH-001496,-1.4291557200895126
ACH-001500,-1.2779385317776242
ACH-001523,-1.5380838632682354
ACH-001532,-1.2007541780432358
ACH-001550,-1.4611959050394006
ACH-001552,-1.4909797172557415
ACH-001554,-1.270728498551632
ACH-001654,-1.2986554142530684
ACH-001735,-1.1331342839642466
ACH-001736,-1.1739519717670888
ACH-001737,-0.9718711751768828
ACH-001740,-1.0342317124257716
ACH-001745,-1.222637840174708
ACH-001765,-1.3074511537384366
