,FDX1L (112812)
ACH-000618,-0.31112724057372004
ACH-000619,-0.5408764953546125
ACH-000620,-0.2076842786295786
ACH-000621,-0.3564057269566346
ACH-000622,-0.09298587511239774
ACH-000623,-0.2563327537192301
ACH-000624,-0.2705069407004689
ACH-000627,-0.3497086852915103
ACH-000630,-0.3731754287460407
ACH-000631,0.01477426930139977
ACH-000632,-0.4992362913001615
ACH-000633,-0.4162029995704417
ACH-000637,-0.3993540607577304
ACH-000638,-0.4216749793664502
ACH-000646,-0.15817198056754272
ACH-000647,-0.2912400701782864
ACH-000648,-0.5462957210530994
ACH-000649,-0.26375153234860244
ACH-000651,-0.3253682283555453
ACH-000652,-0.0999691301463194
ACH-000653,0.037816640351681134
ACH-000657,-0.34618749004714083
ACH-000658,-0.2296459953687882
ACH-000661,-0.2884095480020081
ACH-000662,-0.5990085558760293
ACH-000663,-0.26274264354774035
ACH-000665,-0.7019422114993199
ACH-000671,-0.3331147469213542
ACH-000672,-0.15792403414983
ACH-000673,-0.30222377083995994
ACH-000676,-0.3721837056175365
ACH-000677,-0.15474024194998745
ACH-000681,-0.25010333789862715
ACH-000683,-0.13441481494816096
ACH-000684,-0.11530180307264155
ACH-000688,-0.3564393570943679
ACH-000693,-0.3082478562855078
ACH-000694,-0.6583728336567919
ACH-000695,-0.1916366623464381
ACH-000696,-0.30831452681710353
ACH-000697,-0.4386778110327797
ACH-000699,-0.3633656446038541
ACH-000701,-0.5610937094513845
ACH-000706,-0.4015470845306079
ACH-000711,-0.4251137733777132
ACH-000713,-0.4650161106849584
ACH-000714,-0.2152093291129758
ACH-000718,-0.3330287555876981
ACH-000720,-0.4457967389829446
ACH-000721,-0.24350093894071126
ACH-000724,-0.025515308016700048
ACH-000725,-0.1754142379067107
ACH-000732,-0.5149992865420876
ACH-000734,-0.3117936851839784
ACH-000735,-0.2546189470963469
ACH-000736,-0.6573392130843919
ACH-000738,-0.13195232924696926
ACH-000746,-0.11660852112205355
ACH-000747,-0.5058129788007644
ACH-000748,-0.3360809256755802
ACH-000753,-0.13970899017627114
ACH-000756,-0.22259300237403384
ACH-000757,-0.2301789919425845
ACH-000758,-0.23988528450774804
ACH-000760,-0.3009117476121428
ACH-000762,-0.32160639506621064
ACH-000763,-0.2164065750150655
ACH-000764,-0.30550774252769936
ACH-000765,-0.2947423511275074
ACH-000766,-0.2608261626020345
ACH-000767,-0.2454096159078815
ACH-000768,-0.3120458714643385
ACH-000769,-0.5760477243191964
ACH-000770,-0.2190334768129072
ACH-000771,-0.18439767832419152
ACH-000773,-0.10977807611035102
ACH-000776,-0.39756133131635907
ACH-000777,-0.511205013771957
ACH-000778,-0.1518455158970972
ACH-000781,-0.3295080006599269
ACH-000782,-0.36933626415148935
ACH-000783,-0.11867245394890695
ACH-000784,-0.1371878106881632
ACH-000785,-0.14012233647368064
ACH-000787,-0.23404952448384225
ACH-000788,-0.4636364008699581
ACH-000791,-0.15239011721714346
ACH-000792,-0.2478891451557837
ACH-000794,-0.4689834695513855
ACH-000796,-0.04588924653253081
ACH-000798,-0.3267901123254342
ACH-000799,-0.3000334820996001
ACH-000800,-0.2545821742428961
ACH-000802,-0.3029607247239137
ACH-000804,-0.11797761364412325
ACH-000805,-0.12095631365617272
ACH-000809,-0.3409389118212796
ACH-000810,-0.0969722756606363
ACH-000811,-0.2937764351838542
ACH-000817,-0.13749341281746327
ACH-000819,-0.4351673292429922
ACH-000820,-0.0985818118051093
ACH-000821,-0.4141170509382515
ACH-000822,-0.2267200398044081
ACH-000823,-0.3530960800500914
ACH-000824,-0.3046985200294597
ACH-000827,-0.2913929907235623
ACH-000829,-0.1689358609669158
ACH-000831,-0.4079232034648818
ACH-000832,-0.6441696054960999
ACH-000833,-0.4440720252022805
ACH-000834,-0.476047011924808
ACH-000835,-0.3031451738341873
ACH-000836,-0.4942412782698688
ACH-000837,-0.34694462069233656
ACH-000838,-0.2325792143024255
ACH-000839,-0.5581747367236917
ACH-000840,-0.21669212241617666
ACH-000841,-0.5880120033544525
ACH-000843,-0.18880604619960806
ACH-000846,-0.5929317927410047
ACH-000847,-0.04569855552905529
ACH-000848,-0.5380162116116021
ACH-000849,-0.019473892914369517
ACH-000851,-0.16310402121831666
ACH-000855,-0.5464027613290119
ACH-000856,-0.34464135958763537
ACH-000858,-0.4286556119744767
ACH-000859,-0.3390579630265111
ACH-000861,-0.5397660384958956
ACH-000862,-0.3266083487449891
ACH-000865,-0.30520225202599977
ACH-000866,-0.3182401667878059
ACH-000867,-0.5586014998616272
ACH-000869,-0.1754749105624887
ACH-000872,-0.3838815446484136
ACH-000873,-0.5568661303245042
ACH-000876,-0.3187763001191214
ACH-000878,-0.4193939168871675
ACH-000880,-0.2526704805417146
ACH-000881,-0.2480800692598856
ACH-000882,-0.11824784474033395
ACH-000884,-0.1528021759449841
ACH-000885,-0.2318334661405479
ACH-000887,-0.4012058740013523
ACH-000889,0.020123849761853784
ACH-000896,-0.4528462273774583
ACH-000898,-0.32188985635149864
ACH-000900,-0.33278001514267913
ACH-000901,-0.164795358810136
ACH-000905,-0.3585552909618396
ACH-000906,-0.20290736009658755
ACH-000907,-0.1433367306208823
ACH-000910,-0.1739796442201046
ACH-000911,-0.3826048975503609
ACH-000912,-0.3072519779853987
ACH-000913,-0.2032068096932312
ACH-000915,-0.0397790138350203
ACH-000916,-0.38189036004629695
ACH-000917,-0.3770395208046663
ACH-000920,-0.4011011014310767
ACH-000921,-0.4960579802290581
ACH-000924,-0.3920296774994329
ACH-000926,0.04164774061622385
ACH-000928,-0.34510702029952617
ACH-000929,-0.23232560716584105
ACH-000932,-0.1824789346389256
ACH-000935,-0.28060369699370913
ACH-000936,-0.4930835507478682
ACH-000937,-0.34044386627827306
ACH-000938,-0.027395739939756348
ACH-000939,-0.14937037327637004
ACH-000941,-0.4673887554122066
ACH-000943,-0.35261006206394113
ACH-000946,-0.3490764964486809
ACH-000947,-0.2348153715241128
ACH-000948,-0.3290449659364471
ACH-000950,-0.5330810558184109
ACH-000953,-0.18151094612394808
ACH-000954,-0.22554035462320635
ACH-000957,-0.2823241635782595
ACH-000958,-0.34694973481377284
ACH-000960,-0.1259719303325539
ACH-000963,-0.06448142941458665
ACH-000968,-0.09921729808127652
ACH-000969,-0.2882861491245109
ACH-000972,-0.15548784415651867
ACH-000973,-0.26953027398525303
ACH-000974,-0.34542555078335596
ACH-000978,-0.7326927666985279
ACH-000984,-0.2214737557126696
ACH-000986,-0.2408125874198877
ACH-000988,-0.423862909021669
ACH-000993,-0.152501082592867
ACH-000994,-0.14137956981172728
ACH-000996,-0.22173438026804845
ACH-001001,-0.2505363120752725
ACH-001020,-0.4654205959565361
ACH-001028,-0.2721130524404216
ACH-001031,-0.443298924916204
ACH-001038,-0.1444797890891055
ACH-001048,-0.2806493440070081
ACH-001050,-0.3366302126305215
ACH-001053,-0.0494255272630209
ACH-001054,-0.2568801779662756
ACH-001061,-0.36468237640650897
ACH-001067,-0.2839024066318304
ACH-001075,-0.7004013344205984
ACH-001096,-0.2554823367415934
ACH-001111,-0.5198232638112255
ACH-001119,-0.3334681612439403
ACH-001128,-0.2524656892055404
ACH-001134,-0.2780740789927534
ACH-001151,-0.17343252385688632
ACH-001163,-0.33860807089692885
ACH-001164,-0.17760508848731066
ACH-001183,-0.6947429751113128
ACH-001192,-0.2518594945018314
ACH-001193,-0.006355209317881009
ACH-001196,-0.2923961166862274
ACH-001197,-0.2749335461286158
ACH-001205,-0.19076498678581288
ACH-001211,-0.13336682681089995
ACH-001212,-0.10650195457561584
ACH-001228,-0.14544005206026445
ACH-001232,-0.2543201806745645
ACH-001239,-0.17063604447609107
ACH-001270,-0.3367670631929517
ACH-001274,-0.25486246843208565
ACH-001275,-0.1748716099225699
ACH-001277,-0.15340584120061032
ACH-001278,-0.3512480444812807
ACH-001280,0.05376396120133712
ACH-001283,-0.3856904571040127
ACH-001289,-0.2911521218972931
ACH-001300,-0.040191328187722905
ACH-001301,-0.3656123877758529
ACH-001302,-0.3722719790353163
ACH-001306,-0.2564232097101892
ACH-001318,-0.25783312657795193
ACH-001322,-0.03110713163646487
ACH-001328,-0.4855357146962144
ACH-001332,-0.4419913110630753
ACH-001336,-0.2102038427112728
ACH-001346,-0.3633136357106343
ACH-001353,-0.51268493022756
ACH-001354,-0.1080642448867669
ACH-001367,-0.2910352157635033
ACH-001368,-0.3107458039514509
ACH-001374,-0.25595142252481995
ACH-001377,-0.3136337313651131
ACH-001380,-0.19012621204055974
ACH-001391,-0.40538060799607095
ACH-001408,-0.7035219582559133
ACH-001430,-0.4592859096716594
ACH-001431,-0.2807019891029746
ACH-001450,0.10103701272944303
ACH-001496,-0.5675666823597132
ACH-001500,-0.3429631833570964
ACH-001523,-0.5772959712639311
ACH-001532,-0.1631031924472621
ACH-001550,-0.6040080160538228
ACH-001552,-0.36761754994022894
ACH-001554,-0.29857185344630577
ACH-001654,-0.2402227346419416
ACH-001735,-0.2637404444854807
ACH-001736,-0.20401894592957864
ACH-001737,-0.3608480423110731
ACH-001740,-0.5090598974357379
ACH-001745,-0.6036776472933632
ACH-001765,-0.430373519119546
