,RFPL4A (342931)
ACH-000411,-0.2473730967967136
ACH-000414,-0.2257260729662133
ACH-000415,-0.06101918238184852
ACH-000416,-0.1912549206174354
ACH-000420,-0.1876050621484729
ACH-000421,-0.2377221259075601
ACH-000424,0.03836151999818672
ACH-000425,-0.14092905317823792
ACH-000426,-0.23852281782715426
ACH-000427,-0.2508164754169063
ACH-000433,-0.4806993981384072
ACH-000435,-0.3337497877106318
ACH-000436,-0.1760115785733748
ACH-000444,-0.1146601258346768
ACH-000445,-0.38262977717760416
ACH-000448,-0.30365552671793417
ACH-000450,-0.06405832617984306
ACH-000452,-0.011556297117223007
ACH-000454,-0.14399053526720454
ACH-000458,-0.16689867640286102
ACH-000459,-0.14495234791534511
ACH-000460,-0.2832432407733706
ACH-000461,-0.147258209071708
ACH-000463,-0.18253447151433186
ACH-000464,-0.28368380673453664
ACH-000466,-0.11614702785911901
ACH-000467,-0.17778479948472345
ACH-000468,-0.25280310354372165
ACH-000469,-0.19636790142164254
ACH-000470,-0.39756897505476296
ACH-000471,-0.23593484248030924
ACH-000472,-0.2335729336134245
ACH-000473,-0.3037699678251271
ACH-000475,-0.18188127265399714
ACH-000476,-0.2796240618447792
ACH-000477,-0.2176917170563417
ACH-000479,-0.27268471683901585
ACH-000480,-0.24495633197096145
ACH-000481,-0.07354600364904926
ACH-000483,-0.1693048683446905
ACH-000484,-0.3678896489605079
ACH-000485,-0.2328356216975944
ACH-000486,-0.19019676869949287
ACH-000487,-0.21324673665571975
ACH-000488,-0.2823656356685184
ACH-000490,-0.2156214132449291
ACH-000491,-0.18185336638722946
ACH-000495,-0.2723749679725705
ACH-000496,-0.12779635009870932
ACH-000499,-0.23497265118288396
ACH-000500,-0.4243909930764453
ACH-000502,-0.19835292242877192
ACH-000503,-0.17485446861162734
ACH-000505,-0.3245761672519601
ACH-000507,-0.263510315787319
ACH-000510,-0.3179135139244373
ACH-000511,-0.36658380606849
ACH-000512,-0.15203067615434876
ACH-000516,-0.3165130686690621
ACH-000517,-0.23220911151658305
ACH-000518,-0.0647151709320319
ACH-000520,-0.27781644508978914
ACH-000521,-0.23527308360891505
ACH-000522,-0.2196759922500414
ACH-000524,-0.22737776514526295
ACH-000527,-0.1921623554643313
ACH-000528,-0.1699019697246496
ACH-000537,-0.09505487259172332
ACH-000541,-0.3347332574897717
ACH-000542,-0.1947939375051858
ACH-000544,-0.13428107988785445
ACH-000545,-0.1783210346242518
ACH-000547,-0.42256293455285415
ACH-000548,-0.4244470290002188
ACH-000549,-0.13871786383316878
ACH-000550,-0.15809232454331487
ACH-000552,-0.2012304012190439
ACH-000556,-0.18135817955913136
ACH-000557,-0.16072525509987562
ACH-000569,-0.4260730282688763
ACH-000570,-0.2690789250901858
ACH-000571,-0.20846869652081812
ACH-000573,-0.24364393403184895
ACH-000576,-0.1644381599685318
ACH-000579,-0.2974194371812756
ACH-000580,-0.3627479909942501
ACH-000584,-0.29043568881211085
ACH-000585,-0.190636899651758
ACH-000588,-0.26627213739338634
ACH-000589,-0.2365252217394058
ACH-000591,-0.23116465012026
ACH-000593,-0.20271026059876296
ACH-000600,-0.1896763674084824
ACH-000601,-0.19567938420065453
ACH-000605,-0.0882537679233604
ACH-000606,-0.22002052087880647
ACH-000608,-0.18069338343114075
ACH-000614,-0.2769915662186681
ACH-000616,-0.2493921683415245
ACH-000618,-0.11621779072452736
ACH-000619,-0.032174048611567516
ACH-000620,-0.3359655909411587
ACH-000621,-0.30520886043951634
ACH-000622,-0.2463895277458976
ACH-000623,-0.2625924675015003
ACH-000624,-0.34412747990118564
ACH-000627,-0.31731289361440224
ACH-000630,-0.18950179338076267
ACH-000631,-0.2212265303881906
ACH-000632,-0.2004436962081053
ACH-000633,-0.28972482022343937
ACH-000637,-0.1732091978138679
ACH-000638,-0.13721286665947846
ACH-000646,-0.17398552179026214
ACH-000647,-0.19785698047042846
ACH-000648,-0.2648851536443129
ACH-000649,-0.2221559787017908
ACH-000651,-0.0963953128855254
ACH-000652,-0.07325712746896186
ACH-000653,-0.2116156066750295
ACH-000657,-0.2378832044391896
ACH-000658,-0.18868501924663394
ACH-000661,-0.14375428408369706
ACH-000662,-0.4170938598614285
ACH-000663,-0.0772079690877145
ACH-000665,-0.1668334586520184
ACH-000671,-0.2418522723766997
ACH-000672,0.05818921798541301
ACH-000673,-0.23990924059311936
ACH-000676,-0.3094197127612475
ACH-000677,-0.22501724172613274
ACH-000681,-0.2563038403689144
ACH-000683,-0.18698746890586265
ACH-000684,-0.4587271171739091
ACH-000688,-0.12696178333628932
ACH-000693,-0.14564213399888093
ACH-000694,-0.18449175120566852
ACH-000695,0.03704653300587512
ACH-000696,-0.2544786056246487
ACH-000697,-0.3600333825378734
ACH-000699,-0.244538480495348
ACH-000701,-0.3034852943600604
ACH-000706,-0.09092765668549108
ACH-000711,-0.2368280661166062
ACH-000713,-0.1946523467366516
ACH-000714,-0.20263285140903095
ACH-000718,-0.25597675984163426
ACH-000720,-0.2336971167031165
ACH-000721,-0.2280166300216777
ACH-000724,-0.25402556926223063
ACH-000725,-0.17253729135643533
ACH-000732,-0.360902359844231
ACH-000734,-0.32355452779888044
ACH-000735,-0.17325723184700545
ACH-000736,-0.2287423490481268
ACH-000738,-0.09038212927607944
ACH-000746,-0.2531625672044475
ACH-000747,-0.0726279535282569
ACH-000748,-0.2482523002825309
ACH-000753,-0.18056968356803196
ACH-000756,-0.4790571253859346
ACH-000757,-0.2666945238257017
ACH-000758,-0.3491523808412001
ACH-000760,-0.14279449124232765
ACH-000762,-0.3953477516767331
ACH-000763,-0.2075628509160269
ACH-000764,-0.2280564574612666
ACH-000765,-0.200138176502034
ACH-000766,-0.2429025379785657
ACH-000767,-0.18170205367090614
ACH-000768,-0.2588902608074177
ACH-000769,-0.3521368799041881
ACH-000770,-0.2051594753558994
ACH-000771,-0.159139360671831
ACH-000773,-0.33908927529547245
ACH-000776,-0.2007597647677763
ACH-000777,-0.2586814152514193
ACH-000778,-0.13947996913719066
ACH-000781,-0.11139097276690677
ACH-000782,-0.21212797985132573
ACH-000783,-0.16724200915411186
ACH-000784,-0.11543967822035905
ACH-000785,-0.1621199854292435
ACH-000787,-0.20505970931472645
ACH-000788,-0.2192481640741431
ACH-000791,-0.2289885518341595
ACH-000792,-0.23086729118613736
ACH-000794,-0.2135896071634986
ACH-000796,-0.2271264811998573
ACH-000798,-0.11564643016564155
ACH-000799,-0.26602946116251674
ACH-000800,-0.18480130489267613
ACH-000802,-0.21223535119594136
ACH-000804,-0.21184448955101784
ACH-000805,-0.1887407981533467
ACH-000809,-0.30027960595576736
ACH-000810,-0.4207463184751355
ACH-000811,-0.2345917057787945
ACH-000817,-0.2087054196689294
ACH-000819,-0.247536952983766
ACH-000820,-0.2361986484463004
ACH-000821,-0.17726548655623922
ACH-000822,-0.2925369312183949
ACH-000823,-0.1828006753128022
ACH-000824,-0.3910140828335696
ACH-000827,-0.3162637835813917
ACH-000829,-0.2125084761495879
ACH-000831,-0.2328554057513693
ACH-000832,-0.17113665044114273
ACH-000833,-0.1679596455125732
ACH-000834,-0.2523476249736852
ACH-000835,-0.15048108215549172
ACH-000836,-0.2174780770476626
ACH-000837,-0.08587268654192838
ACH-000838,-0.2630042804578752
ACH-000839,-0.13063398548394545
ACH-000840,-0.07005113073903584
ACH-000841,-0.2411152372102744
ACH-000843,-0.4371913214759239
ACH-000846,-0.2296332799338521
ACH-000847,-0.22658563131089204
ACH-000848,-0.2814410934305491
ACH-000849,-0.3040212971320525
ACH-000851,-0.16969547704124105
ACH-000855,-0.15788153115481446
ACH-000856,-0.3163720559919828
ACH-000858,-0.11005632779793137
ACH-000859,-0.1158491293407162
ACH-000861,-0.29077550078413283
ACH-000862,-0.22110531196997715
ACH-000865,-0.1883134474218173
ACH-000866,-0.1444503681739207
ACH-000867,-0.1734678311770913
ACH-000869,-0.15238044337138046
ACH-000872,-0.11402416770132764
ACH-000873,-0.051339026203149986
ACH-000876,-0.1380823287737576
ACH-000878,-0.31840872245133856
ACH-000880,-0.2246805448826163
ACH-000881,-0.2514486363237915
ACH-000882,-0.13365561417099506
ACH-000884,-0.18704896604599508
ACH-000885,-0.16590965853682846
ACH-000887,-0.20663694707113475
ACH-000889,-0.2345959774070552
ACH-000896,-0.1437891064397993
ACH-000898,-0.2125705810308375
ACH-000900,-0.2844920978844763
ACH-000901,-0.25036633377291073
ACH-000905,-0.2556428446184357
ACH-000906,-0.24756632756936095
ACH-000907,-0.29875620348795123
ACH-000910,-0.23632496073103101
ACH-000911,-0.20733505124474286
ACH-000912,-0.10539894121477562
ACH-000913,-0.17287271360306647
ACH-000915,-0.2432012125737328
ACH-000916,-0.20647829409721946
ACH-000917,-0.14447689766912236
ACH-000920,-0.2239458662887172
ACH-000921,-0.3182273546410638
ACH-000924,-0.2027340040260768
ACH-000926,-0.3039315189030063
ACH-000928,-0.19573828772506374
ACH-000929,-0.017689834351119392
ACH-000932,-0.25533651885976044
ACH-000935,-0.384031991519654
ACH-000936,-0.1765163272922347
ACH-000937,-0.08258316399021598
ACH-000938,-0.08057565096584046
ACH-000939,-0.2205187307782764
ACH-000941,-0.2871210679909455
ACH-000943,-0.2660206681288516
ACH-000946,-0.20997161470078754
ACH-000947,-0.21679800789418285
ACH-000948,-0.15527678551974008
ACH-000950,-0.1290053533304421
ACH-000953,-0.11793644633787645
ACH-000954,-0.2128983831319802
ACH-000957,-0.35771759012843485
ACH-000958,-0.2352830590010628
ACH-000960,-0.044513824134142975
ACH-000963,-0.1993437495013309
ACH-000968,-0.1746368821671792
ACH-000969,-0.14400478540208342
ACH-000972,-0.010132183400325474
ACH-000973,-0.2251137993742651
ACH-000974,-0.17343831272374502
ACH-000978,-0.21365577666877625
ACH-000984,-0.3315113205348372
ACH-000986,-0.1364317251696821
ACH-000988,-0.18354141980002084
ACH-000993,-0.3533241402831648
ACH-000994,-0.16039634405041736
ACH-000996,-0.3973938392636481
ACH-001001,-0.25042962429294463
ACH-001020,-0.20313241558036246
ACH-001028,-0.2576407699691331
ACH-001031,-0.20639049109053006
ACH-001038,-0.2247735597511833
ACH-001048,-0.2681223409882376
ACH-001050,-0.22196017991761124
ACH-001053,-0.4233587858615661
ACH-001054,-0.13466178595024936
ACH-001061,-0.18061126241272185
ACH-001067,-0.4817171455897976
ACH-001075,-0.3218592913066705
ACH-001096,-0.16251861463081382
ACH-001111,-0.1067820035790081
ACH-001119,-0.30393099984670685
ACH-001128,-0.6248372055665562
ACH-001134,-0.2574498244238295
ACH-001151,-0.20121984787408925
ACH-001163,-0.19433653165194933
ACH-001164,-0.2920660591007582
ACH-001183,-0.1437258009733621
ACH-001192,-0.3472389911033095
ACH-001193,-0.06394971686027674
ACH-001196,-0.1017795710091664
ACH-001197,-0.14927591839423698
ACH-001205,-0.2026740624706881
ACH-001211,-0.33273267499758746
ACH-001212,-0.35501358065484523
ACH-001228,-0.2083134488321672
ACH-001232,-0.001355452714597175
ACH-001239,-0.15579262663538296
ACH-001270,-0.29674918811251577
ACH-001274,-0.09710668258714368
ACH-001275,-0.08635212001939116
ACH-001277,-0.3624603261070252
ACH-001278,-0.18809232048248734
ACH-001280,-0.3358202236854826
ACH-001283,-0.18828095193712152
ACH-001289,-0.3235349980798303
ACH-001300,-0.21645585304828266
ACH-001301,-0.15592023815269793
ACH-001302,-0.21628610669666812
ACH-001306,-0.2464369544198389
ACH-001318,-0.10032139096480557
ACH-001322,-0.23784750299419224
ACH-001328,-0.2257118939273138
ACH-001332,0.11750255141826678
ACH-001336,-0.1883146319663995
ACH-001346,-0.2930586961244631
ACH-001353,-0.1398646641444475
ACH-001354,-0.19888254464461505
ACH-001367,-0.2403581448439043
ACH-001368,-0.20730608687938698
ACH-001374,-0.4357068215010781
ACH-001377,-0.42254202238024097
ACH-001380,-0.21396328395013134
ACH-001391,-0.14361771869817958
ACH-001408,-0.2067163379086812
ACH-001430,-0.27303905853686466
ACH-001431,-0.3117444421503047
ACH-001450,-0.19811712943262108
ACH-001496,-0.1979713286972195
ACH-001500,-0.2764250443512354
ACH-001523,-0.2437307516433781
ACH-001532,-0.24359815430399415
ACH-001550,-0.12814776799629196
ACH-001552,-0.22570336387513865
ACH-001554,-0.2188709429973522
ACH-001654,-0.081717333926193
ACH-001735,-0.06364338362778328
ACH-001736,-0.2004892975115399
ACH-001737,0.2456298781882218
ACH-001740,-0.21415404126346727
ACH-001745,-0.21673174794929134
ACH-001765,-0.2513355165045705
